|6.6.6
Archiving\03_Data\Deq/QFM_m2.25/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.9858       0.141560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9858       0.141563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9858       0.141567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9858       0.141571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9858       0.141575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9858       0.141579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9858       0.141583E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9858       0.141587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9858       0.141591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9858       0.141595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9858       0.141599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9858       0.141603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9858       0.141608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.9858       0.141612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.9858       0.141616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.9858       0.141620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.9858       0.141625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.9858       0.141629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.9858       0.141633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.9858       0.141637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.9858       0.141642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.3352       0.993841E-002  0.654851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.5310       0.464646E-002   1.46433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        97.7962                 NaN   2.20385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.4686                 NaN   2.53136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.0677                 NaN   2.93231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.6665                 NaN   3.33352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        96.1977                 NaN   3.80233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        95.6928                 NaN   4.30607       0.116408E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.1246                 NaN   4.86607       0.931670E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.5560                 NaN   5.42657       0.174771E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        93.9868                 NaN   5.98757       0.256453E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        93.4171                 NaN   6.54906       0.338212E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        92.8077                 NaN   7.14621       0.460948E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        92.1977                 NaN   7.74391       0.583808E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        91.5871                 NaN   8.34218       0.706791E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        90.9760                 NaN   8.94100       0.829896E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        90.3643                 NaN   9.54039       0.953124E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        89.7520                 NaN   10.1403       0.107647                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        89.1392                 NaN   10.7408       0.119994                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        88.5258                 NaN   11.3419       0.132354                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        87.9328                 NaN   11.9235       0.143675                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        87.3393                 NaN   12.5057       0.155007                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        86.7452                 NaN   13.0884       0.166350                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        86.1507                 NaN   13.6716       0.177703                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        85.5556                 NaN   14.2554       0.189067                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        84.9600                 NaN   14.8396       0.200442                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        84.3639                 NaN   15.4243       0.211827                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        83.7672                 NaN   16.0095       0.223223                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.1988                 NaN   16.5675       0.233742                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        82.6299                 NaN   17.1258       0.244270                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.0605                 NaN   17.6847       0.254807                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        81.4907                 NaN   18.2440       0.265354                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        80.9204                 NaN   18.8037       0.275910                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.3497                 NaN   19.3638       0.286474                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        79.7785                 NaN   19.9245       0.297048                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        79.2069                 NaN   20.4855       0.307631                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        78.6609                 NaN   21.0217       0.317436                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        78.1145                 NaN   21.5582       0.327250                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        77.5678                 NaN   22.0951       0.337072                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        77.0206                 NaN   22.6325       0.346901                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        76.4731                 NaN   23.1702       0.356738                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        75.9251                 NaN   23.7083       0.366582                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        75.3768                 NaN   24.2468       0.376434                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        74.8281                 NaN   24.7856       0.386294                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.3009                 NaN   25.3035       0.395519                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        73.7735                 NaN   25.8218       0.404750                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        73.2456                 NaN   26.3404       0.413987                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        72.7175                 NaN   26.8593       0.423232                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        72.1890                 NaN   27.3785       0.432482                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        71.6601                 NaN   27.8981       0.441740                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        71.1310                 NaN   28.4180       0.451003                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        70.6015                 NaN   28.9383       0.460273                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        70.0921                 NaN   29.4391       0.468879                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        69.5824                 NaN   29.9401       0.477490                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        69.0724                 NaN   30.4415       0.486106                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        68.5621                 NaN   30.9432       0.494728                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        68.0515                 NaN   31.4451       0.503355                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        67.5407                 NaN   31.9473       0.511988                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        67.0296                 NaN   32.4498       0.520626                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        66.5182                 NaN   32.9526       0.529269                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        66.0270                 NaN   33.4355       0.537497                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        65.5356                 NaN   33.9187       0.545729                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        65.0439                 NaN   34.4021       0.553965                 NaN            NaN            NaN            NaN            NaN            NaN
