|6.6.6
Archiving\03_Data\eqLP/QFM_m5/EETA/EETA_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1903.85        500.000        97.3619       0.789376        1.83740       0.112989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        97.3524       0.789504        1.84676       0.112998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        97.3429       0.789633        1.85613       0.113006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        97.3338       0.789758        1.86511       0.113014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        97.3247       0.789884        1.87409       0.113022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        97.3156       0.790009        1.88308       0.113030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.3065       0.790135        1.89206       0.113038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        97.2974       0.790260        1.90105       0.113046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        97.2883       0.790386        1.91004       0.113055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        97.2792       0.790511        1.91903       0.113063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        97.2700       0.790637        1.92802       0.113071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        97.2613       0.790759        1.93663       0.113079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        97.2526       0.790882        1.94525       0.113086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        97.2438       0.791005        1.95386       0.113094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        97.2351       0.791127        1.96248       0.113102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        97.2263       0.791250        1.97110       0.113110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        97.2176       0.791372        1.97972       0.113117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        97.2088       0.791495        1.98834       0.113125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        97.2001       0.791617        1.99697       0.113133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        97.1917       0.791737        2.00522       0.113141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        97.1834       0.791857        2.01347       0.113148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        97.1750       0.791977        2.02173       0.113155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        97.1666       0.792097        2.02998       0.113163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        97.1582       0.792217        2.03824       0.113170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        97.1498       0.792336        2.04650       0.113178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        97.1415       0.792456        2.05476       0.113186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        97.1331       0.792576        2.06302       0.113193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        97.1251       0.792693        2.07092       0.113200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        97.1171       0.792810        2.07881       0.113207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        97.1090       0.792927        2.08671       0.113215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        97.1010       0.793044        2.09461       0.113222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        97.0930       0.793161        2.10251       0.113229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        97.0850       0.793278        2.11041       0.113236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        97.0770       0.793395        2.11831       0.113243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        97.0689       0.793512        2.12621       0.113251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        97.0613       0.793627        2.13376       0.113258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        97.0536       0.793741        2.14130       0.113265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        97.0460       0.793856        2.14884       0.113271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        97.0383       0.793970        2.15639       0.113278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        97.0307       0.794084        2.16393       0.113285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        97.0230       0.794199        2.17148       0.113292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        97.0153       0.794313        2.17903       0.113299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        97.0077       0.794427        2.18658       0.113306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        97.0003       0.794539        2.19378       0.113313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        96.9930       0.794651        2.20098       0.113320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        96.9857       0.794763        2.20818       0.113326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        96.9784       0.794875        2.21538       0.113333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        96.9711       0.794987        2.22259       0.113340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        96.9638       0.795099        2.22979       0.113346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        96.9565       0.795210        2.23700       0.113353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        96.9491       0.795322        2.24421       0.113360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        96.9422       0.795432        2.25105       0.113366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        96.9352       0.795541        2.25790       0.113373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        96.9283       0.795650        2.26475       0.113379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        96.9213       0.795759        2.27160       0.113385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        96.9143       0.795869        2.27845       0.113392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        96.9074       0.795978        2.28530       0.113398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        96.9004       0.796087        2.29216       0.113405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        96.8935       0.796196        2.29901       0.113411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        96.8868       0.796303        2.30551       0.113417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        96.8802       0.796410        2.31201       0.113423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        96.8736       0.796517        2.31851       0.113430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        96.8670       0.796624        2.32502       0.113436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        96.8604       0.796731        2.33152       0.113442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        96.8538       0.796837        2.33803       0.113448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        96.8472       0.796944        2.34454       0.113454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        96.8406       0.797051        2.35104       0.113461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        96.8343       0.797155        2.35721       0.113466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        96.8280       0.797260        2.36337       0.113472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        96.8218       0.797364        2.36953       0.113478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        96.8155       0.797469        2.37570       0.113484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        96.8092       0.797573        2.38186       0.113490E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        96.8029       0.797677        2.38803       0.113496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        96.7967       0.797782        2.39420       0.113502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        96.7904       0.797886        2.40037       0.113508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        96.7845       0.797988        2.40620       0.113514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        96.7785       0.798090        2.41203       0.113519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        96.7726       0.798193        2.41786       0.113525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        96.7667       0.798295        2.42369       0.113531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        96.7607       0.798397        2.42952       0.113536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        96.7548       0.798499        2.43536       0.113542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        96.7488       0.798601        2.44119       0.113548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        96.7429       0.798703        2.44703       0.113554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        96.7373       0.798803        2.45251       0.113559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        96.7318       0.798902        2.45799       0.113564E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        96.7262       0.799002        2.46347       0.113570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        96.7206       0.799102        2.46896       0.113575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        96.7150       0.799202        2.47444       0.113581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        96.7094       0.799301        2.47992       0.113586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        96.7038       0.799401        2.48541       0.113592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        96.6982       0.799501        2.49089       0.113597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        96.6929       0.799599        2.49617       0.113603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        96.6875       0.799697        2.50145       0.113608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        96.6759       0.799794        2.50472       0.113613E-001  0.822333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        96.6595       0.799912        2.51018       0.113621E-001  0.190008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        96.6450       0.800018        2.51431       0.113628E-001  0.292654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        96.6305       0.800125        2.51844       0.113634E-001  0.395329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        96.6160       0.800232        2.52258       0.113641E-001  0.498035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        96.6015       0.800339        2.52671       0.113648E-001  0.600770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        96.5874       0.800444        2.53074       0.113654E-001  0.700817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        96.5732       0.800550        2.53478       0.113660E-001  0.800893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        96.5593       0.800655        2.53875       0.113667E-001  0.899593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        95.0164       0.802171        2.54197       0.113874E-001  0.800671E-001   1.54800                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        93.4675       0.803690        2.54402       0.114081E-001  0.678279E-001   3.10553                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        91.9128       0.805213        2.54607       0.114288E-001  0.555419E-001   4.66891                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        90.3523       0.806739        2.54812       0.114496E-001  0.432089E-001   6.23815                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        88.7860       0.808269        2.55018       0.114705E-001  0.308286E-001   7.81330                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        87.3513       0.809675        2.55103       0.114896E-001  0.176610E-001   9.25881                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        85.9118       0.811085        2.55187       0.115087E-001  0.444721E-002   10.7093                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        84.5777       0.812390        2.55089       0.115264E-001            NaN   12.0475                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        83.2992       0.813645        2.54978       0.115434E-001            NaN   13.3258                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        82.1004       0.814820        2.54734       0.115592E-001            NaN   14.5259                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        80.8981       0.815998        2.54490       0.115750E-001            NaN   15.7294                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        79.6925       0.817177        2.54244       0.115909E-001            NaN   16.9363                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        78.4834       0.818358        2.53998       0.116068E-001            NaN   18.1466                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        77.4205       0.819401        2.53555       0.116207E-001            NaN   19.2129                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        76.3549       0.820445        2.53111       0.116347E-001            NaN   20.2819                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        75.2867       0.821491        2.52666       0.116487E-001            NaN   21.3535                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        74.2158       0.822538        2.52219       0.116627E-001            NaN   22.4278                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        73.1423       0.823587        2.51771       0.116767E-001            NaN   23.5047                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        72.0661       0.824637        2.51322       0.116907E-001            NaN   24.5843                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        70.9873       0.825688        2.50871       0.117048E-001            NaN   25.6666                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        69.9058       0.826740        2.50418       0.117188E-001            NaN   26.7516                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        68.9285       0.827695        2.49811       0.117315E-001            NaN   27.7339                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        67.9491       0.828650        2.49202       0.117442E-001            NaN   28.7185                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        66.8349       0.829712        2.48513       0.117584E-001            NaN   29.1238       0.714744                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        65.4945       0.830950        2.47678       0.117751E-001            NaN   28.4831        2.70294                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        64.1198       0.832255        2.46789       0.117927E-001            NaN   27.8273        4.74089                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        62.7410       0.833561        2.45896       0.118104E-001            NaN   27.1695        6.78519                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        61.3580       0.834870        2.45001       0.118281E-001            NaN   26.5095        8.83585                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        59.9708       0.836181        2.44102       0.118458E-001            NaN   25.8473        10.8929                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        58.3808       0.837804        2.43750       0.118680E-001            NaN   25.3309       0.446811        12.5543                 NaN            NaN            NaN            NaN
  1480.77        500.000        56.5737       0.839738        2.44059       0.118945E-001            NaN   24.8838        13.7389        1.51145                 NaN            NaN            NaN            NaN
  1477.56        500.000        56.5723       0.839776        2.44060       0.118942E-001            NaN   24.8846        13.7394        1.51149                 NaN            NaN            NaN            NaN
  1474.36        500.000        53.2013       0.843343        2.44087       0.119439E-001            NaN   24.2726        3.54882        15.6811                 NaN            NaN            NaN            NaN
  1471.15        500.000        53.2000       0.843379        2.44087       0.119435E-001            NaN   24.2733        3.54892        15.6816                 NaN            NaN            NaN            NaN
  1467.95        500.000        53.1986       0.843415        2.44087       0.119432E-001            NaN   24.2740        3.54902        15.6821                 NaN            NaN            NaN            NaN
  1464.74        500.000        53.1972       0.843452        2.44088       0.119429E-001            NaN   24.2748        3.54912        15.6826                 NaN            NaN            NaN            NaN
  1461.54        500.000        47.2131       0.849720        2.42552       0.120308E-001            NaN   23.2398        19.0550        7.20489                 NaN            NaN            NaN            NaN
  1458.33        500.000        47.2118       0.849753        2.42551       0.120304E-001            NaN   23.2404        19.0555        7.20506                 NaN            NaN            NaN            NaN
  1455.13        500.000        47.2105       0.849785        2.42550       0.120300E-001            NaN   23.2410        19.0560        7.20524                 NaN            NaN            NaN            NaN
  1451.92        500.000        47.2092       0.849817        2.42550       0.120296E-001            NaN   23.2416        19.0565        7.20541                 NaN            NaN            NaN            NaN
  1448.72        500.000        47.2079       0.849850        2.42549       0.120292E-001            NaN   23.2421        19.0570        7.20558                 NaN            NaN            NaN            NaN
  1445.51        500.000        47.2066       0.849882        2.42548       0.120288E-001            NaN   23.2427        19.0576        7.20575                 NaN            NaN            NaN            NaN
  1442.31        500.000        47.2052       0.849914        2.42548       0.120284E-001            NaN   23.2433        19.0581        7.20592                 NaN            NaN            NaN            NaN
  1439.10        500.000        47.2039       0.849947        2.42547       0.120280E-001            NaN   23.2439        19.0586        7.20610                 NaN            NaN            NaN            NaN
  1435.90        500.000        37.6552       0.859837        2.33311       0.121671E-001            NaN   22.5763        13.2397        23.3236                 NaN            NaN            NaN            NaN
  1432.69        500.000        37.6541       0.859863        2.33308       0.121667E-001            NaN   22.5767        13.2399        23.3241                 NaN            NaN            NaN            NaN
  1429.49        500.000        35.6166       0.862001        2.30268       0.121961E-001            NaN   22.6345        14.5559        24.0161                 NaN            NaN            NaN            NaN
  1426.28        500.000        33.4883       0.863740        2.30385       0.122198E-001            NaN   22.4624        15.1855        25.0550       0.628950                 NaN            NaN            NaN
  1423.08        500.000        31.2933       0.865472        2.30508       0.122435E-001            NaN   22.2442        15.7468        26.1894        1.34352                 NaN            NaN            NaN
  1419.87        500.000        31.2924       0.865494        2.30505       0.122429E-001            NaN   22.2445        15.7470        26.1898        1.34362                 NaN            NaN            NaN
  1416.67        500.000        31.2914       0.865515        2.30501       0.122424E-001            NaN   22.2448        15.7472        26.1902        1.34372                 NaN            NaN            NaN
  1413.46        500.000        31.2905       0.865537        2.30498       0.122418E-001            NaN   22.2450        15.7474        26.1906        1.34382                 NaN            NaN            NaN
  1410.26        500.000        24.4053       0.870864        2.28871       0.123163E-001            NaN   21.6062        29.7658        17.4166        3.63419                 NaN            NaN            NaN
  1407.05        500.000        24.4046       0.870880        2.28866       0.123157E-001            NaN   21.6064        29.7661        17.4167        3.63444                 NaN            NaN            NaN
  1403.85        500.000        24.4038       0.870897        2.28862       0.123151E-001            NaN   21.6065        29.7664        17.4168        3.63469                 NaN            NaN            NaN
  1400.64        500.000        24.4030       0.870914        2.28857       0.123145E-001            NaN   21.6067        29.7667        17.4169        3.63493                 NaN            NaN            NaN
  1397.44        500.000        19.4815       0.874687        2.25342       0.123670E-001            NaN   21.1433        18.4650        32.4327        5.33707                 NaN            NaN            NaN
  1394.23        500.000        18.4557       0.875484        2.24272       0.123774E-001            NaN   21.0793        32.9595        18.6750        5.69996                 NaN            NaN            NaN
  1391.03        500.000        17.4843       0.876215        2.23005       0.123869E-001  0.165306E-001   20.7620        33.7252        18.8371        6.05623                 NaN            NaN            NaN
  1387.82        500.000        17.4838       0.876227        2.22999       0.123862E-001  0.165312E-001   20.7620        33.7253        18.8371        6.05660                 NaN            NaN            NaN
  1384.62        500.000        15.7157       0.877550        2.20481       0.124040E-001  0.516724E-001   20.1480        19.1102        35.1623        6.71724                 NaN            NaN            NaN
  1381.41        500.000        15.7153       0.877560        2.20475       0.124033E-001  0.516740E-001   20.1480        19.1102        35.1624        6.71765                 NaN            NaN            NaN
  1378.21        500.000        15.7148       0.877571        2.20469       0.124026E-001  0.516755E-001   20.1480        19.1102        35.1625        6.71806                 NaN            NaN            NaN
  1375.00        500.000        15.7143       0.877582        2.20463       0.124019E-001  0.516770E-001   20.1481        19.1102        35.1626        6.71847                 NaN            NaN            NaN
  1371.79        500.000        12.7174       0.879830        2.15515       0.124329E-001  0.118347        19.0991        19.4998        37.6381        7.87988                 NaN            NaN            NaN
  1368.59        500.000        12.0829       0.880069        2.12054       0.123638E-001  0.139246        18.6508        19.5487        38.2291        8.15814       0.178115                 NaN            NaN
  1365.38        500.000        10.4130       0.879910        1.95790       0.119501E-001  0.204230        16.7506        40.1119        19.4753        8.99752        1.19763                 NaN            NaN
  1362.18        500.000        10.4127       0.879917        1.95784       0.119494E-001  0.204235        16.7505        40.1119        19.4752        8.99803        1.19762                 NaN            NaN
  1358.97        500.000        10.3960       0.879606        1.91785       0.118482E-001  0.219797        16.4516        40.1429        19.5361        9.01307        1.43124                 NaN            NaN
  1355.77        500.000        10.3957       0.879613        1.91779       0.118475E-001  0.219803        16.4515        40.1429        19.5360        9.01358        1.43124                 NaN            NaN
  1352.56        500.000        10.3954       0.879620        1.91773       0.118468E-001  0.219809        16.4515        40.1428        19.5359        9.01410        1.43123                 NaN            NaN
  1349.36        500.000        10.3952       0.879627        1.91767       0.118461E-001  0.219814        16.4514        40.1428        19.5358        9.01461        1.43123                 NaN            NaN
