|6.6.6
Archiving\03_Data\eqLP/QFM_m5/EETA/EETA_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1346.15        500.000        8.28151       0.981072        4.42007       0.306132E-001  0.291772        16.7990        40.6434        19.5428        7.47430        1.53540                 NaN            NaN
  1342.95        500.000        8.28151       0.981072        4.42007       0.306132E-001  0.291772        16.7990        40.6434        19.5428        7.47430        1.53540                 NaN            NaN
  1339.74        500.000        8.28151       0.981072        4.42007       0.306132E-001  0.291772        16.7990        40.6434        19.5428        7.47430        1.53540                 NaN            NaN
  1336.54        500.000        8.28151       0.981072        4.42007       0.306132E-001  0.291772        16.7990        40.6434        19.5428        7.47430        1.53540                 NaN            NaN
  1333.33        500.000        5.18161       0.976552        2.79426       0.259186E-001  0.609607        9.72006        46.2255        19.0585        9.21600        6.19207                 NaN            NaN
  1330.13        500.000        5.18161       0.976552        2.79426       0.259186E-001  0.609607        9.72006        46.2255        19.0585        9.21600        6.19207                 NaN            NaN
  1326.92        500.000        5.18161       0.976552        2.79426       0.259186E-001  0.609607        9.72006        46.2255        19.0585        9.21600        6.19207                 NaN            NaN
  1323.72        500.000        5.18161       0.976552        2.79426       0.259186E-001  0.609607        9.72006        46.2255        19.0585        9.21600        6.19207                 NaN            NaN
  1320.51        500.000        3.86828       0.973554        1.71629       0.227720E-001  0.794676        5.27446        49.4324        18.5651        10.0479        9.30454                 NaN            NaN
  1317.31        500.000        3.86828       0.973554        1.71629       0.227720E-001  0.794676        5.27446        49.4324        18.5651        10.0479        9.30454                 NaN            NaN
  1314.10        500.000        3.25172       0.971807        1.08809       0.209254E-001  0.897292        2.72045        51.2122        18.2496        10.4590        11.1289                 NaN            NaN
  1310.90        500.000        2.95144       0.970860       0.747624       0.199207E-001  0.951576        1.34467        52.1557        18.0732        10.6640        12.1210                 NaN            NaN
  1307.69        500.000        2.66033       0.969873       0.392801       0.188698E-001   1.00413                 NaN   53.0272        17.9048        10.8632        13.1588                 NaN            NaN
  1304.49        500.000        2.42757       0.969045       0.952986E-001  0.179869E-001   1.00508                 NaN   52.4635        17.9871        10.9896        14.0447                 NaN            NaN
  1301.28        500.000        2.18256       0.968780                 NaN  0.177169E-001   1.00436                 NaN   17.9922        52.3968        11.1274        14.3102                 NaN            NaN
  1298.08        500.000                 NaN  0.968782                 NaN  0.177995E-001   1.00346                 NaN   18.1662        52.9709        11.4218        14.2067        1.24443                 NaN
  1294.87        500.000                 NaN  0.968782                 NaN  0.177681E-001   1.00630                 NaN   18.2269        52.8678        11.4443        14.2216        1.24655                 NaN
  1291.67        500.000                 NaN  0.968782                 NaN  0.177350E-001   1.00804       0.252688E-001   52.7482        18.2825        11.4648        14.2351        1.24964                 NaN
  1288.46        500.000                 NaN  0.968782                 NaN  0.177007E-001  0.991292       0.549365        52.0517        18.4366        11.4599        14.2590        1.26570                 NaN
  1285.26        500.000                 NaN  0.968782                 NaN  0.177007E-001  0.991292       0.549365        52.0517        18.4366        11.4599        14.2590        1.26570                 NaN
  1282.05        500.000                 NaN  0.968781                 NaN  0.176329E-001  0.959020        1.57049        50.7001        18.7309        11.4510        14.3057        1.29636                 NaN
  1278.85        500.000                 NaN  0.968781                 NaN  0.176329E-001  0.959020        1.57049        50.7001        18.7309        11.4510        14.3057        1.29636                 NaN
  1275.64        500.000                 NaN  0.968781                 NaN  0.176329E-001  0.959020        1.57049        50.7001        18.7309        11.4510        14.3057        1.29636                 NaN
  1272.44        500.000                 NaN  0.968781                 NaN  0.176329E-001  0.959020        1.57049        50.7001        18.7309        11.4510        14.3057        1.29636                 NaN
  1269.23        500.000                 NaN  0.968781                 NaN  0.176329E-001  0.959020        1.57049        50.7001        18.7309        11.4510        14.3057        1.29636                 NaN
  1266.03        500.000                 NaN  0.968781                 NaN  0.176329E-001  0.959020        1.57049        50.7001        18.7309        11.4510        14.3057        1.29636                 NaN
  1262.82        500.000                 NaN  0.968781                 NaN  0.176329E-001  0.959020        1.57049        50.7001        18.7309        11.4510        14.3057        1.29636                 NaN
  1259.62        500.000                 NaN  0.968781                 NaN  0.176329E-001  0.959020        1.57049        50.7001        18.7309        11.4510        14.3057        1.29636                 NaN
  1256.41        500.000                 NaN  0.968778                 NaN  0.173752E-001  0.848907        5.24659        45.9801        19.6357        11.4271        14.4727        1.40266                 NaN
  1253.21        500.000                 NaN  0.968778                 NaN  0.173752E-001  0.848907        5.24659        45.9801        19.6357        11.4271        14.4727        1.40266                 NaN
  1250.00        500.000                 NaN  0.968778                 NaN  0.173752E-001  0.848907        5.24659        45.9801        19.6357        11.4271        14.4727        1.40266                 NaN
  1246.79        500.000                 NaN  0.968778                 NaN  0.173752E-001  0.848907        5.24659        45.9801        19.6357        11.4271        14.4727        1.40266                 NaN
  1243.59        500.000                 NaN  0.968778                 NaN  0.173752E-001  0.848907        5.24659        45.9801        19.6357        11.4271        14.4727        1.40266                 NaN
  1240.38        500.000                 NaN  0.968778                 NaN  0.173752E-001  0.848907        5.24659        45.9801        19.6357        11.4271        14.4727        1.40266                 NaN
  1237.18        500.000                 NaN  0.968778                 NaN  0.173752E-001  0.848907        5.24659        45.9801        19.6357        11.4271        14.4727        1.40266                 NaN
  1233.97        500.000                 NaN  0.968778                 NaN  0.173752E-001  0.848907        5.24659        45.9801        19.6357        11.4271        14.4727        1.40266                 NaN
  1230.77        500.000                 NaN  0.968776                 NaN  0.171373E-001  0.764218        8.37193        20.2370        42.1247        11.4201        14.6107        1.48539                 NaN
  1227.56        500.000                 NaN  0.968776                 NaN  0.171373E-001  0.764218        8.37193        20.2370        42.1247        11.4201        14.6107        1.48539                 NaN
  1224.36        500.000                 NaN  0.968776                 NaN  0.171373E-001  0.764218        8.37193        20.2370        42.1247        11.4201        14.6107        1.48539                 NaN
  1221.15        500.000                 NaN  0.968776                 NaN  0.171373E-001  0.764218        8.37193        20.2370        42.1247        11.4201        14.6107        1.48539                 NaN
  1217.95        500.000                 NaN  0.968776                 NaN  0.171373E-001  0.764218        8.37193        20.2370        42.1247        11.4201        14.6107        1.48539                 NaN
  1214.74        500.000                 NaN  0.968776                 NaN  0.171373E-001  0.764218        8.37193        20.2370        42.1247        11.4201        14.6107        1.48539                 NaN
  1211.54        500.000                 NaN  0.968776                 NaN  0.171373E-001  0.764218        8.37193        20.2370        42.1247        11.4201        14.6107        1.48539                 NaN
  1208.33        500.000                 NaN  0.968776                 NaN  0.171373E-001  0.764218        8.37193        20.2370        42.1247        11.4201        14.6107        1.48539                 NaN
  1205.13        500.000                 NaN  0.968774                 NaN  0.169127E-001  0.698864        11.0988        38.8719        20.6417        11.4251        14.7278        1.55018                 NaN
  1201.92        500.000                 NaN  0.968774                 NaN  0.169127E-001  0.698864        11.0988        38.8719        20.6417        11.4251        14.7278        1.55018                 NaN
  1198.72        500.000                 NaN  0.968774                 NaN  0.169127E-001  0.698864        11.0988        38.8719        20.6417        11.4251        14.7278        1.55018                 NaN
  1195.51        500.000                 NaN  0.968774                 NaN  0.169127E-001  0.698864        11.0988        38.8719        20.6417        11.4251        14.7278        1.55018                 NaN
  1192.31        500.000                 NaN  0.968774                 NaN  0.169127E-001  0.698864        11.0988        38.8719        20.6417        11.4251        14.7278        1.55018                 NaN
  1189.10        500.000                 NaN  0.968774                 NaN  0.169127E-001  0.698864        11.0988        38.8719        20.6417        11.4251        14.7278        1.55018                 NaN
  1185.90        500.000                 NaN  0.968774                 NaN  0.169127E-001  0.698864        11.0988        38.8719        20.6417        11.4251        14.7278        1.55018                 NaN
  1182.69        500.000                 NaN  0.968774                 NaN  0.169127E-001  0.698864        11.0988        38.8719        20.6417        11.4251        14.7278        1.55018                 NaN
  1179.49        500.000                 NaN  0.968772                 NaN  0.166935E-001  0.649212        13.5129        20.9143        36.0696        11.4407        14.8283        1.59949                 NaN
  1176.28        500.000                 NaN  0.968772                 NaN  0.166935E-001  0.649212        13.5129        20.9143        36.0696        11.4407        14.8283        1.59949                 NaN
  1173.08        500.000                 NaN  0.968772                 NaN  0.166935E-001  0.649212        13.5129        20.9143        36.0696        11.4407        14.8283        1.59949                 NaN
  1169.87        500.000                 NaN  0.968772                 NaN  0.166935E-001  0.649212        13.5129        20.9143        36.0696        11.4407        14.8283        1.59949                 NaN
  1166.67        500.000                 NaN  0.968772                 NaN  0.166935E-001  0.649212        13.5129        20.9143        36.0696        11.4407        14.8283        1.59949                 NaN
  1163.46        500.000                 NaN  0.968772                 NaN  0.166935E-001  0.649212        13.5129        20.9143        36.0696        11.4407        14.8283        1.59949                 NaN
  1160.26        500.000                 NaN  0.968772                 NaN  0.166935E-001  0.649212        13.5129        20.9143        36.0696        11.4407        14.8283        1.59949                 NaN
  1157.05        500.000                 NaN  0.968772                 NaN  0.166935E-001  0.649212        13.5129        20.9143        36.0696        11.4407        14.8283        1.59949                 NaN
  1153.85        500.000                 NaN  0.968771                 NaN  0.164830E-001  0.612882        15.6754        21.0901        33.6214        11.4655        14.9140        1.63540                 NaN
  1150.64        500.000                 NaN  0.968771                 NaN  0.164830E-001  0.612882        15.6754        21.0901        33.6214        11.4655        14.9140        1.63540                 NaN
  1147.44        500.000                 NaN  0.968771                 NaN  0.164830E-001  0.612882        15.6754        21.0901        33.6214        11.4655        14.9140        1.63540                 NaN
  1144.23        500.000                 NaN  0.968771                 NaN  0.164830E-001  0.612882        15.6754        21.0901        33.6214        11.4655        14.9140        1.63540                 NaN
  1141.03        500.000                 NaN  0.968771                 NaN  0.164830E-001  0.612882        15.6754        21.0901        33.6214        11.4655        14.9140        1.63540                 NaN
  1137.82        500.000                 NaN  0.968771                 NaN  0.164830E-001  0.612882        15.6754        21.0901        33.6214        11.4655        14.9140        1.63540                 NaN
  1134.62        500.000                 NaN  0.968771                 NaN  0.164830E-001  0.612882        15.6754        21.0901        33.6214        11.4655        14.9140        1.63540                 NaN
  1131.41        500.000                 NaN  0.968771                 NaN  0.164830E-001  0.612882        15.6754        21.0901        33.6214        11.4655        14.9140        1.63540                 NaN
  1128.21        500.000                 NaN  0.968770                 NaN  0.162764E-001  0.587888        17.6353        31.4511        21.1950        11.4998        14.9872        1.65862                 NaN
  1125.00        500.000                 NaN  0.968770                 NaN  0.162764E-001  0.587888        17.6353        31.4511        21.1950        11.4998        14.9872        1.65862                 NaN
  1121.79        500.000                 NaN  0.968770                 NaN  0.162764E-001  0.587888        17.6353        31.4511        21.1950        11.4998        14.9872        1.65862                 NaN
  1118.59        500.000                 NaN  0.968770                 NaN  0.162764E-001  0.587888        17.6353        31.4511        21.1950        11.4998        14.9872        1.65862                 NaN
  1115.38        500.000                 NaN  0.968770                 NaN  0.162764E-001  0.587888        17.6353        31.4511        21.1950        11.4998        14.9872        1.65862                 NaN
  1112.18        500.000                 NaN  0.968770                 NaN  0.162764E-001  0.587888        17.6353        31.4511        21.1950        11.4998        14.9872        1.65862                 NaN
  1108.97        500.000                 NaN  0.968770                 NaN  0.162764E-001  0.587888        17.6353        31.4511        21.1950        11.4998        14.9872        1.65862                 NaN
  1105.77        500.000                 NaN  0.968770                 NaN  0.162764E-001  0.587888        17.6353        31.4511        21.1950        11.4998        14.9872        1.65862                 NaN
  1102.56        500.000                 NaN  0.968769                 NaN  0.160746E-001  0.572586        19.4369        21.2491        29.4947        11.5425        15.0493        1.67011                 NaN
  1099.36        500.000                 NaN  0.968769                 NaN  0.160746E-001  0.572586        19.4369        21.2491        29.4947        11.5425        15.0493        1.67011                 NaN
  1096.15        500.000                 NaN  0.968769                 NaN  0.160746E-001  0.572586        19.4369        21.2491        29.4947        11.5425        15.0493        1.67011                 NaN
  1092.95        500.000                 NaN  0.968769                 NaN  0.160746E-001  0.572586        19.4369        21.2491        29.4947        11.5425        15.0493        1.67011                 NaN
  1089.74        500.000                 NaN  0.968768                 NaN  0.159741E-001  0.568307        20.2864        28.5821        21.2642        11.5669        15.0762        1.67115                 NaN
  1086.54        500.000                 NaN  0.968768                 NaN  0.159741E-001  0.568307        20.2864        28.5821        21.2642        11.5669        15.0762        1.67115                 NaN
  1083.33        500.000                 NaN  0.968768                 NaN  0.159231E-001  0.566971        20.6977        28.1488        21.2599        11.5805        15.0902        1.67121                 NaN
  1080.13        500.000                 NaN  0.968768                 NaN  0.159000E-001  0.566505        20.8947        27.9441        21.2595        11.5903        15.0945       0.115311        1.55034     
  1076.92        500.000                 NaN  0.968768                 NaN  0.158748E-001  0.566169        21.0976        21.2600        27.7281        11.5961        15.1009                 NaN   1.66655     
  1073.72        500.000                 NaN  0.968768                 NaN  0.158748E-001  0.566169        21.0976        21.2600        27.7281        11.5961        15.1009                 NaN   1.66655     
  1070.51        500.000                 NaN  0.968768                 NaN  0.158748E-001  0.566169        21.0976        21.2600        27.7281        11.5961        15.1009                 NaN   1.66655     
  1067.31        500.000                 NaN  0.968768                 NaN  0.158748E-001  0.566169        21.0976        21.2600        27.7281        11.5961        15.1009                 NaN   1.66655     
  1064.10        500.000                 NaN  0.968768                 NaN  0.158748E-001  0.566169        21.0976        21.2600        27.7281        11.5961        15.1009                 NaN   1.66655     
  1060.90        500.000                 NaN  0.968768                 NaN  0.158748E-001  0.566169        21.0976        21.2600        27.7281        11.5961        15.1009                 NaN   1.66655     
  1057.69        500.000                 NaN  0.968768                 NaN  0.158748E-001  0.566169        21.0976        21.2600        27.7281        11.5961        15.1009                 NaN   1.66655     
  1054.49        500.000                 NaN  0.968768                 NaN  0.158748E-001  0.566169        21.0976        21.2600        27.7281        11.5961        15.1009                 NaN   1.66655     
  1051.28        500.000                 NaN  0.968767                 NaN  0.156751E-001  0.568157        22.6679        26.0661        21.2460        11.6428        15.1492                 NaN   1.67537     
  1048.08        500.000                 NaN  0.968767                 NaN  0.156751E-001  0.568157        22.6679        26.0661        21.2460        11.6428        15.1492                 NaN   1.67537     
  1044.87        500.000                 NaN  0.968767                 NaN  0.156751E-001  0.568157        22.6679        26.0661        21.2460        11.6428        15.1492                 NaN   1.67537     
  1041.67        500.000                 NaN  0.968767                 NaN  0.156751E-001  0.568157        22.6679        26.0661        21.2460        11.6428        15.1492                 NaN   1.67537     
  1038.46        500.000                 NaN  0.968767                 NaN  0.156751E-001  0.568157        22.6679        26.0661        21.2460        11.6428        15.1492                 NaN   1.67537     
  1035.26        500.000                 NaN  0.968767                 NaN  0.156751E-001  0.568157        22.6679        26.0661        21.2460        11.6428        15.1492                 NaN   1.67537     
  1032.05        500.000                 NaN  0.968767                 NaN  0.156751E-001  0.568157        22.6679        26.0661        21.2460        11.6428        15.1492                 NaN   1.67537     
  1028.85        500.000                 NaN  0.968767                 NaN  0.156751E-001  0.568157        22.6679        26.0661        21.2460        11.6428        15.1492                 NaN   1.67537     
  1025.64        500.000                 NaN  0.968767                 NaN  0.154689E-001  0.577955        24.1457        21.2050        24.5215        11.6928        15.1913                 NaN   1.68148     
  1022.44        500.000                 NaN  0.968767                 NaN  0.154689E-001  0.577955        24.1457        21.2050        24.5215        11.6928        15.1913                 NaN   1.68148     
  1019.23        500.000                 NaN  0.968767                 NaN  0.154689E-001  0.577955        24.1457        21.2050        24.5215        11.6928        15.1913                 NaN   1.68148     
  1016.03        500.000                 NaN  0.968767                 NaN  0.154689E-001  0.577955        24.1457        21.2050        24.5215        11.6928        15.1913                 NaN   1.68148     
  1012.82        500.000                 NaN  0.968767                 NaN  0.154689E-001  0.577955        24.1457        21.2050        24.5215        11.6928        15.1913                 NaN   1.68148     
  1009.62        500.000                 NaN  0.968767                 NaN  0.154689E-001  0.577955        24.1457        21.2050        24.5215        11.6928        15.1913                 NaN   1.68148     
  1006.41        500.000                 NaN  0.968767                 NaN  0.154689E-001  0.577955        24.1457        21.2050        24.5215        11.6928        15.1913                 NaN   1.68148     
  1003.21        500.000                 NaN  0.968767                 NaN  0.154689E-001  0.577955        24.1457        21.2050        24.5215        11.6928        15.1913                 NaN   1.68148     
  1000.00        500.000                 NaN  0.968766                 NaN  0.152656E-001  0.595245        25.5423        21.1428        23.0768        11.7468        15.2273                 NaN   1.68470     
