|6.6.6
Archiving\03_Data\eqLP/QFM_m1/Y98/Y98_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.0134       0.962955       0.236356E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.0134       0.962954       0.236355E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.0134       0.962952       0.236355E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.0134       0.962951       0.236355E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.0134       0.962949       0.236354E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.0134       0.962947       0.236354E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.0134       0.962946       0.236353E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.0134       0.962944       0.236353E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.0134       0.962943       0.236353E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.0134       0.962941       0.236352E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0134       0.962939       0.236352E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.0134       0.962938       0.236351E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.0134       0.962936       0.236351E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.0134       0.962934       0.236351E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.0134       0.962932       0.236350E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.0134       0.962931       0.236350E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0134       0.962929       0.236349E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.0134       0.962927       0.236349E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.0134       0.962925       0.236348E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.0134       0.962923       0.236348E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0134       0.962921       0.236347E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.0134       0.962920       0.236347E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.0134       0.962918       0.236346E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.0134       0.962916       0.236346E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.0135       0.962914       0.236346E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0135       0.962912       0.236345E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0135       0.962910       0.236344E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0135       0.962908       0.236344E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.0135       0.962906       0.236343E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.0135       0.962903       0.236343E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.0135       0.962901       0.236342E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.0135       0.962899       0.236342E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.0135       0.962897       0.236341E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.0135       0.962895       0.236341E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.0135       0.962893       0.236340E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.0135       0.962890       0.236340E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.0135       0.962888       0.236339E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.0135       0.962886       0.236339E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.0135       0.962883       0.236338E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.0135       0.962881       0.236337E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.0135       0.962879       0.236337E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.0135       0.962876       0.236336E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.0135       0.962874       0.236336E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.0135       0.962871       0.236335E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.0135       0.962869       0.236334E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.0135       0.962866       0.236334E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.0135       0.962864       0.236333E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.0135       0.962861       0.236333E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.0135       0.962859       0.236332E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.0135       0.962856       0.236331E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.0135       0.962853       0.236331E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.0135       0.962851       0.236330E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.0135       0.962848       0.236329E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.0135       0.962845       0.236329E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.0135       0.962843       0.236328E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.0135       0.962840       0.236327E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.0135       0.962837       0.236327E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.0135       0.962835       0.236326E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.0135       0.962832       0.236325E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.0135       0.962830       0.236325E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.0135       0.962827       0.236324E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.0135       0.962825       0.236324E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.0135       0.962822       0.236323E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0135       0.962820       0.236322E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0136       0.962818       0.236322E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.0136       0.962814       0.236321E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.0136       0.962810       0.236320E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.0136       0.962806       0.236319E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.0136       0.962803       0.236318E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.0136       0.962799       0.236317E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.0136       0.962795       0.236316E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.0136       0.962791       0.236315E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.0136       0.962787       0.236314E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.0136       0.962784       0.236314E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.0136       0.962780       0.236313E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.0136       0.962777       0.236312E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.0136       0.962773       0.236311E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.0136       0.962770       0.236310E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        99.0136       0.962766       0.236309E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        99.0136       0.962763       0.236308E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        99.0136       0.962759       0.236308E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        99.0136       0.962756       0.236307E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.0136       0.962752       0.236306E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.0136       0.962748       0.236305E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.0136       0.962744       0.236304E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.0136       0.962741       0.236303E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.0136       0.962737       0.236302E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.0136       0.962733       0.236301E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        98.8595       0.962692       0.827588E-002  0.169547                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        98.7690       0.962668                 NaN  0.268306                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        98.7590       0.962664                 NaN  0.278334                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        98.7477       0.962661                 NaN  0.289609                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        98.7365       0.962657                 NaN  0.300883                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        98.7232       0.962653                 NaN  0.314120                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        98.7100       0.962649                 NaN  0.327356                 NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        98.6968       0.962645                 NaN  0.340592                 NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        98.6835       0.962641                 NaN  0.353828                 NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        98.6448       0.962637                 NaN  0.374458       0.180881E-001            NaN            NaN            NaN            NaN
  1685.90        500.000        98.6101       0.962633                 NaN  0.390170       0.371456E-001            NaN            NaN            NaN            NaN
  1682.69        500.000        98.5660       0.962628                 NaN  0.415431       0.559666E-001            NaN            NaN            NaN            NaN
  1679.49        500.000        98.5219       0.962624                 NaN  0.440691       0.747874E-001            NaN            NaN            NaN            NaN
  1676.28        500.000        98.4687       0.962620                 NaN  0.475490       0.931528E-001            NaN            NaN            NaN            NaN
  1673.08        500.000        98.4156       0.962616                 NaN  0.510288       0.111518                 NaN            NaN            NaN            NaN
  1669.87        500.000        98.3624       0.962612                 NaN  0.545085       0.129883                 NaN            NaN            NaN            NaN
