|6.6.6
Archiving\03_Data\fracLP/QFM/TAY13/TAY13_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1784.46        500.000        99.4209       0.565617                 NaN  0.134939E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4212       0.565332                 NaN  0.134210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2716       0.711598                 NaN  0.168262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.6009       0.389958                 NaN  0.918066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.8541       0.142519                 NaN  0.335144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1230       0.856912                 NaN  0.200879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.2354       0.747204                 NaN  0.174213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4143       0.572462                 NaN  0.132592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4102       0.576543                 NaN  0.132868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4112       0.575550                 NaN  0.132026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4064       0.580355                 NaN  0.132455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4074       0.579470                 NaN  0.131493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4032       0.583592                 NaN  0.131763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3985       0.588252                 NaN  0.132297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2513       0.732171                 NaN  0.164906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5518       0.438502                 NaN  0.965143E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3951       0.591836                 NaN  0.130880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3902       0.596712                 NaN  0.131055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3871       0.599792                 NaN  0.131035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3925       0.594565                 NaN  0.129017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3825       0.604448                 NaN  0.130565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3821       0.604959                 NaN  0.129815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3802       0.606825                 NaN  0.129570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3770       0.610060                 NaN  0.129328E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3733       0.613796                 NaN  0.129165E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3677       0.619374                 NaN  0.129666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3678       0.619287                 NaN  0.128885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3644       0.622751                 NaN  0.128720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3596       0.627551                 NaN  0.128905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3552       0.631912                 NaN  0.129175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3575       0.629776                 NaN  0.127457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3521       0.635066                 NaN  0.128069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3453       0.641865                 NaN  0.128357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3444       0.642873                 NaN  0.127744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3405       0.646736                 NaN  0.127778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3408       0.646479                 NaN  0.126912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3299       0.657303                 NaN  0.128174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3303       0.656964                 NaN  0.127312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        98.8359        1.14218                 NaN  0.219189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.8184       0.178219                 NaN  0.338864E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3206       0.666764                 NaN  0.126751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3988       0.592872                 NaN  0.830008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2328       0.750210                 NaN  0.169783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3086       0.678722                 NaN  0.126885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3146       0.672897                 NaN  0.125086E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3037       0.683690                 NaN  0.126260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3019       0.685521                 NaN  0.126056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3039       0.683581                 NaN  0.124809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2984       0.689059                 NaN  0.125284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2948       0.692661                 NaN  0.125176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2929       0.694588                 NaN  0.124886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2897       0.697845                 NaN  0.124770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2885       0.699008                 NaN  0.124602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2843       0.703225                 NaN  0.124633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2851       0.702516                 NaN  0.124101E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2854       0.702283                 NaN  0.123497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2607       0.726511                 NaN  0.127417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3004       0.687652                 NaN  0.119906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2776       0.710038                 NaN  0.123278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2777       0.709988                 NaN  0.123083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2742       0.713516                 NaN  0.123081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2798       0.708044                 NaN  0.121672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2764       0.711439                 NaN  0.122012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2660       0.721629                 NaN  0.123344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2839       0.704161                 NaN  0.119885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2694       0.718404                 NaN  0.122319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2817       0.706356                 NaN  0.119559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2782       0.709804                 NaN  0.120015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2769       0.711140                 NaN  0.120044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2782       0.709871                 NaN  0.119573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2773       0.710722                 NaN  0.119456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.1957       0.791055                 NaN  0.132561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3646       0.624889                 NaN  0.104635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2807       0.707479                 NaN  0.118515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2863       0.701974                 NaN  0.117358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2873       0.700985                 NaN  0.117075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.2902       0.698125                 NaN  0.116535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2867       0.701553                 NaN  0.117046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2979       0.690537                 NaN  0.115171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.2612       0.726690                 NaN  0.121145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.5954       0.398030                 NaN  0.656972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.0404       0.943857                 NaN  0.157529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3027       0.685905                 NaN  0.114330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3113       0.677379                 NaN  0.112912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3099       0.678758                 NaN  0.113114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3110       0.677739                 NaN  0.112954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3238       0.665095                 NaN  0.110967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.1956       0.558305                 NaN  0.696443E-002  0.239159                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6717       0.111542                 NaN            NaN   1.21675                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7054       0.109732                 NaN            NaN   1.18483                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7083       0.105238                 NaN            NaN   1.18644                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7432       0.102254                 NaN            NaN   1.15450                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7569       0.100111                 NaN            NaN   1.14295                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7709       0.951460E-001            NaN            NaN   1.13392                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7915       0.966374E-001            NaN            NaN   1.11182                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8080       0.897083E-001            NaN            NaN   1.10229                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8252       0.904051E-001            NaN            NaN   1.08441                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8317       0.842939E-001            NaN            NaN   1.08401                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8616       0.813286E-001            NaN            NaN   1.05706                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.6358       0.993426E-001            NaN            NaN   1.26488                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.6139       0.283353E-001            NaN            NaN  0.357787                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.4042       0.980647E-001            NaN            NaN   1.49774                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9199       0.718068E-001            NaN            NaN   1.00831                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.6812       0.709136E-001            NaN            NaN   1.24786                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1855       0.536024E-001            NaN            NaN  0.760906                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9571       0.636570E-001            NaN            NaN  0.979214                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.1433       0.106982                 NaN            NaN   1.74976                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.8215       0.986722E-002            NaN            NaN  0.168589                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9949       0.823511E-001            NaN            NaN  0.922790                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0171       0.537575E-001            NaN            NaN  0.929111                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9671       0.453358E-001            NaN            NaN  0.987594                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0747       0.462784E-001            NaN            NaN  0.879056                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2228       0.403020E-001            NaN            NaN  0.736891                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.8687       0.560454E-001            NaN            NaN   1.07528                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0592       0.391250E-001            NaN            NaN  0.901671                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0703       0.370081E-001            NaN            NaN  0.892718                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0799       0.337760E-001            NaN            NaN  0.886322                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0896       0.353413E-001            NaN            NaN  0.875059                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1022       0.352563E-001            NaN            NaN  0.862499                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1075       0.275023E-001            NaN            NaN  0.864956                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1150       0.224265E-001            NaN            NaN  0.862563                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1151       0.280557E-001            NaN            NaN  0.856822                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1447       0.198219E-001            NaN            NaN  0.835518                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1434       0.226042E-001            NaN            NaN  0.833958                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2404       0.169296E-001            NaN            NaN  0.742644                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0618       0.973834E-002            NaN            NaN  0.928433                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1617       0.832474E-002            NaN            NaN  0.829940                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1687       0.187148E-002            NaN            NaN  0.829398                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1761       0.189362E-002            NaN            NaN  0.822053                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1872       0.376733E-001            NaN            NaN  0.775145                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1925       0.345313E-001            NaN            NaN  0.773008                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1969                 NaN            NaN            NaN  0.803111                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2021       0.654654E-002            NaN            NaN  0.791375                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2198       0.756827E-001            NaN            NaN  0.704509                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2178                 NaN            NaN            NaN  0.782153                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2231                 NaN            NaN            NaN  0.776916                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2312       0.222944E-001            NaN            NaN  0.746529                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2362                 NaN            NaN            NaN  0.763768                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2395                 NaN            NaN            NaN  0.760509                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2433                 NaN            NaN            NaN  0.756724                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.2479                 NaN            NaN            NaN  0.752069                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.2512                 NaN            NaN            NaN  0.748760                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.2602                 NaN            NaN            NaN  0.739763                 NaN            NaN            NaN            NaN            NaN            NaN
