|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1461.54        2500.00       0.275536E-001   99.9136       0.715560E-002  0.516829E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1460.38        2500.00       0.928768E-003   99.2706       0.213069       0.515352                 NaN  0.576583E-005            NaN            NaN            NaN            NaN
  1459.23        2500.00       0.878069E-003   99.2756       0.212445       0.511036                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.846540E-003   99.2786       0.212368       0.508221                 NaN  0.308708E-005            NaN            NaN            NaN            NaN
  1456.91        2500.00       0.671668E-003   99.2753       0.136070       0.541563                 NaN  0.464022E-001            NaN            NaN            NaN            NaN
  1455.76        2500.00       0.161978E-003   99.8382       0.419535E-001  0.116664                 NaN  0.297562E-002            NaN            NaN            NaN            NaN
  1454.60        2500.00       0.131958E-002   98.7541       0.877155       0.367404                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00       0.693914E-003   99.2932       0.208269       0.497845                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.29        2500.00       0.623642E-003   99.2696       0.170549       0.532071                 NaN  0.271883E-001            NaN            NaN            NaN            NaN
  1451.13        2500.00       0.977141E-004   99.9754       0.538163E-002  0.190212E-001            NaN  0.520885E-004            NaN            NaN            NaN            NaN
  1449.97        2500.00       0.959362E-003   98.6732       0.968665       0.301261                 NaN  0.559020E-001            NaN            NaN            NaN            NaN
  1448.82        2500.00       0.497140E-003   99.3122       0.502780       0.156705                 NaN  0.278226E-001            NaN            NaN            NaN            NaN
  1447.66        2500.00       0.468102E-003   99.3156       0.157058       0.499768                 NaN  0.271406E-001            NaN            NaN            NaN            NaN
  1446.50        2500.00       0.450253E-003   99.3159       0.158420       0.499007                 NaN  0.262064E-001            NaN            NaN            NaN            NaN
  1445.35        2500.00       0.412301E-003   99.3230       0.156003       0.494118                 NaN  0.264219E-001            NaN            NaN            NaN            NaN
  1444.19        2500.00       0.749734E-003   98.5977        1.02735       0.321794                 NaN  0.523727E-001            NaN            NaN            NaN            NaN
  1443.03        2500.00       0.105671E-004   99.9805       0.576616E-002  0.137426E-001            NaN            NaN            NaN            NaN            NaN            NaN
