|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1050.04        500.000                 NaN            NaN            NaN            NaN   10.4079        1.22235                 NaN   7.48486                 NaN   40.5503       0.472297        39.8623     
  1048.61        500.000                 NaN            NaN            NaN            NaN   10.6579       0.976869                 NaN   7.48832                 NaN   40.5434       0.470481        39.8630     
  1047.19        500.000                 NaN            NaN            NaN            NaN   10.5628        1.07165                 NaN   7.48843                 NaN   40.5436       0.470557        39.8630     
  1045.76        500.000                 NaN            NaN            NaN            NaN   6.76166        4.86813                 NaN   7.48467                 NaN   40.5501       0.472777        39.8627     
  1044.33        500.000                 NaN            NaN            NaN            NaN   5.55371        6.08461                 NaN   7.49064                 NaN   40.5374       0.469529        39.8641     
  1042.90        500.000                 NaN            NaN            NaN            NaN   6.96272        4.67548                 NaN   7.49119                 NaN   40.5372       0.469340        39.8641     
  1041.47        500.000                 NaN            NaN            NaN   1.44622        6.32574        3.03498                 NaN   7.21923                 NaN   41.1227       0.626976        40.2242     
  1040.04        500.000                 NaN            NaN            NaN            NaN   7.55288        4.09452                 NaN   7.49859                 NaN   40.5229       0.465572        39.8655     
  1038.61        500.000                 NaN            NaN            NaN  0.353099        5.20071        5.91261                 NaN   7.44511                 NaN   40.6343       0.496864        39.9574     
  1037.18        500.000                 NaN            NaN            NaN  0.443805        5.29542        5.68350                 NaN   7.43352                 NaN   40.6585       0.503798        39.9814     
  1035.75        500.000                 NaN            NaN            NaN  0.620986        6.06142        4.64959                 NaN   7.40660                 NaN   40.7142       0.519583        40.0276     
  1034.32        500.000                 NaN            NaN            NaN   1.33025        9.64561                 NaN            NaN   7.30282                 NaN   40.9284       0.579925        40.2130     
  1032.89        500.000                 NaN            NaN            NaN   1.51135        9.36805                 NaN            NaN   7.27289                 NaN   40.9906       0.597463        40.2597     
  1031.46        500.000                 NaN            NaN            NaN   1.57081        9.27901                 NaN            NaN   7.26448                 NaN   41.0078       0.602478        40.2754     
  1030.03        500.000                 NaN            NaN            NaN   1.70898        9.06675                 NaN            NaN   7.24142                 NaN   41.0558       0.616024        40.3110     
  1028.60        500.000                 NaN            NaN            NaN   1.64072        9.17677                 NaN            NaN   7.25623                 NaN   41.0244       0.607500        40.2944     
  1027.17        500.000                 NaN            NaN            NaN   2.09228        8.35492                 NaN            NaN   7.10367                 NaN   41.3678       0.693945        40.3874     
  1025.74        500.000                 NaN            NaN            NaN   1.70674        9.08064                 NaN            NaN   7.24861                 NaN   41.0395       0.612162        40.3124     
  1024.31        500.000                 NaN            NaN            NaN   1.75230        9.01244                 NaN            NaN   7.24223                 NaN   41.0526       0.615979        40.3245     
  1022.88        500.000                 NaN            NaN            NaN   1.80897        8.92681                 NaN            NaN   7.23372                 NaN   41.0701       0.621052        40.3394     
  1021.45        500.000                 NaN            NaN            NaN   1.84340        8.87629                 NaN            NaN   7.22948                 NaN   41.0785       0.623611        40.3487     
  1020.02        500.000                 NaN            NaN            NaN   1.87907        8.82334                 NaN            NaN   7.22476                 NaN   41.0881       0.626491        40.3583     
  1018.59        500.000                 NaN            NaN            NaN   1.90505        8.78572                 NaN            NaN   7.22191                 NaN   41.0937       0.628254        40.3654     
  1017.16        500.000                 NaN            NaN            NaN   1.93736        8.73804                 NaN            NaN   7.21779                 NaN   41.1019       0.630767        40.3741     
  1015.73        500.000                 NaN            NaN            NaN   1.96895        8.69135                 NaN            NaN   7.21373                 NaN   41.1101       0.633240        40.3826     
  1014.30        500.000                 NaN            NaN            NaN   1.99907        8.64692                 NaN            NaN   7.20992                 NaN   41.1178       0.635572        40.3908     
  1012.87        500.000                 NaN            NaN            NaN   2.07884        8.45023                 NaN            NaN   7.15154                 NaN   41.2539       0.667891        40.3976     
  1011.44        500.000                 NaN            NaN            NaN   2.09813        8.34988                 NaN            NaN   7.10516                 NaN   41.3640       0.693191        40.3896     
  1010.01        500.000                 NaN            NaN            NaN   2.08319        8.52310                 NaN            NaN   7.19943                 NaN   41.1387       0.642008        40.4136     
  1008.58        500.000                 NaN            NaN            NaN   2.07834        8.53450                 NaN            NaN   7.20315                 NaN   41.1309       0.640011        40.4131     
  1007.15        500.000                 NaN            NaN            NaN   2.12227        8.46778                 NaN            NaN   7.19584                 NaN   41.1451       0.644310        40.4247     
  1005.72        500.000                 NaN            NaN            NaN   2.21257        8.32558                 NaN            NaN   7.17900                 NaN   41.1811       0.654286        40.4475     
  1004.29        500.000                 NaN            NaN            NaN   2.14824        8.43294                 NaN            NaN   7.19475                 NaN   41.1466       0.645158        40.4323     
  1002.86        500.000                 NaN            NaN            NaN   2.16815        8.40449                 NaN            NaN   7.19278                 NaN   41.1503       0.646413        40.4379     
  1001.43        500.000                 NaN            NaN            NaN   2.21057        8.28987                 NaN            NaN   7.15568                 NaN   41.2373       0.666899        40.4396     
  1000.00        500.000                 NaN            NaN            NaN   2.23150        8.26452                 NaN            NaN   7.15642                 NaN   41.2345       0.666706        40.4464     
