|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.5/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         q             
  1280.70        2500.00        86.8180                 NaN   1.29693        2.95992                 NaN            NaN   1.78555        6.73305       0.406586                 NaN            NaN
  1279.16        2500.00        88.6781                 NaN   1.03360        2.46986                 NaN            NaN   1.52468        5.91394       0.379839                 NaN            NaN
  1277.62        2500.00        78.7214                 NaN  0.545687E-001   6.61622                 NaN            NaN   2.85619        11.0751       0.676438                 NaN            NaN
  1276.07        2500.00        97.5140                 NaN  0.124314       0.980433                 NaN            NaN  0.271255        1.11000                 NaN            NaN            NaN
  1274.53        2500.00        91.9819                 NaN  0.659900        1.92428                 NaN            NaN   1.04852        4.12174       0.169802       0.938229E-001            NaN
  1272.99        2500.00        89.7766                 NaN  0.966625        2.22639                 NaN            NaN   1.36438        5.34673       0.319232                 NaN            NaN
  1271.45        2500.00        89.8469                 NaN  0.938641        2.21449                 NaN            NaN   1.34912        5.32514       0.325664                 NaN            NaN
  1269.90        2500.00        89.9995                 NaN  0.867160        2.24148                 NaN            NaN   1.32203        5.25415       0.315701                 NaN            NaN
  1268.36        2500.00        90.0407                 NaN  0.877036        2.20532                 NaN            NaN   1.31015        5.25189       0.314896                 NaN            NaN
  1266.82        2500.00        90.5500                 NaN  0.725747        2.21734                 NaN            NaN   1.24028        4.97717       0.289492                 NaN            NaN
  1265.28        2500.00        89.2980                 NaN  0.585715        2.94144       0.127172                 NaN   1.52590        5.18026       0.341520                 NaN            NaN
  1263.73        2500.00        86.2890                 NaN   1.23949        2.30866                 NaN            NaN   1.67161        8.08559       0.405627                 NaN            NaN
  1262.19        2500.00        98.4276                 NaN            NaN  0.830067                 NaN            NaN  0.198658       0.495156       0.485474E-001            NaN            NaN
  1260.65        2500.00        91.4471                 NaN            NaN   2.96211                 NaN            NaN   1.06353        4.32931       0.197969                 NaN            NaN
  1259.11        2500.00        92.5187                 NaN            NaN  0.681431        1.85191                 NaN  0.982012        3.74502       0.220893                 NaN            NaN
  1257.57        2500.00        91.3583                 NaN            NaN   2.77177                 NaN            NaN   1.03153        4.64113       0.197228                 NaN            NaN
  1256.02        2500.00        92.6261                 NaN            NaN   2.47208                 NaN            NaN  0.893536        3.82405       0.184204                 NaN            NaN
  1254.48        2500.00        93.8579                 NaN            NaN   2.12307                 NaN            NaN  0.922663        3.00214       0.942219E-001            NaN            NaN
  1252.94        2500.00        98.3084                 NaN  0.298726       0.440856                 NaN            NaN  0.278504       0.634814       0.386655E-001            NaN            NaN
  1251.40        2500.00        98.8773                 NaN  0.167725       0.178255                 NaN            NaN  0.156695       0.595069       0.249933E-001            NaN            NaN
  1249.85        2500.00        84.4421                 NaN            NaN   5.20286                 NaN            NaN   2.01688        7.96391       0.374283                 NaN            NaN
  1248.31        2500.00        95.9843                 NaN            NaN   1.41193                 NaN            NaN  0.515674        1.99607       0.920237E-001            NaN            NaN
  1246.77        2500.00        95.8058                 NaN            NaN  0.912001       0.819079                 NaN  0.684649        1.64481       0.133664                 NaN            NaN
  1245.23        2500.00        90.1507                 NaN            NaN  0.449649E-001   2.32751                 NaN   1.26469        5.89493       0.317198                 NaN            NaN
  1243.68        2500.00        99.7684                 NaN            NaN  0.857172E-002  0.593463E-001            NaN  0.257875E-001  0.133785       0.410465E-002            NaN            NaN
  1242.14        2500.00        99.8071                 NaN  0.111412E-001  0.427037E-001            NaN            NaN  0.203403E-001  0.115746       0.298499E-002            NaN            NaN
  1240.60        2500.00        93.3735                 NaN            NaN   2.97148                 NaN            NaN  0.735281        2.91420       0.553021E-002            NaN            NaN
  1239.06        2500.00        96.3531                 NaN            NaN   1.10817       0.102667                 NaN  0.465989        1.88410       0.859718E-001            NaN            NaN
  1237.52        2500.00        94.7038                 NaN            NaN   1.74476                 NaN            NaN  0.687174        2.73809       0.126199                 NaN            NaN
  1235.97        2500.00        99.1335                 NaN            NaN  0.442269E-001  0.266362                 NaN  0.111601       0.418735       0.255433E-001            NaN            NaN
  1234.43        2500.00        99.1730                 NaN            NaN  0.239888       0.118934E-004            NaN  0.931486E-001  0.481030       0.129331E-001            NaN            NaN
  1232.89        2500.00        94.9335                 NaN            NaN   1.61383                 NaN            NaN  0.619261        2.69761       0.135793                 NaN            NaN
  1231.35        2500.00        95.1020                 NaN            NaN   1.69131                 NaN            NaN  0.659626        2.47028       0.768383E-001            NaN            NaN
  1229.80        2500.00        98.9831                 NaN            NaN  0.220841       0.633863E-002            NaN  0.104265       0.491110       0.166488E-001            NaN  0.177742     
  1228.26        2500.00        97.2018                 NaN            NaN  0.918923                 NaN            NaN  0.364761        1.45738       0.571811E-001            NaN            NaN
  1226.72        2500.00                 NaN            NaN            NaN   16.4954                 NaN            NaN   8.71317        43.4755        1.09848                 NaN   30.2175     
  1225.18        2500.00                 NaN            NaN            NaN   16.5040                 NaN            NaN   8.72125        43.4612        1.09524                 NaN   30.2183     
  1223.63        2500.00                 NaN            NaN            NaN   1.95521        14.5232                 NaN   8.82044        43.4028        1.09043                 NaN   30.2079     
  1222.09        2500.00                 NaN            NaN            NaN   1.95517        14.5235                 NaN   8.82088        43.4021        1.09033                 NaN   30.2080     
  1220.55        2500.00                 NaN            NaN            NaN   1.95521        14.5238                 NaN   8.82131        43.4015        1.09022                 NaN   30.2080     
  1219.01        2500.00                 NaN            NaN            NaN   16.5140                 NaN            NaN   8.76922        43.4133        1.08679                 NaN   30.2167     
  1217.47        2500.00                 NaN            NaN            NaN   1.95555        14.5240                 NaN   8.82218        43.4003        1.09000                 NaN   30.2081     
  1215.92        2500.00                 NaN            NaN            NaN   1.95586        14.5239                 NaN   8.82262        43.3996        1.08989                 NaN   30.2081     
  1214.38        2500.00                 NaN            NaN            NaN   16.5169                 NaN            NaN   8.78202        43.4002        1.08459                 NaN   30.2163     
  1212.84        2500.00                 NaN            NaN            NaN   16.5179                 NaN            NaN   8.78630        43.3958        1.08383                 NaN   30.2162     
  1211.30        2500.00                 NaN            NaN            NaN   1.95744        14.5232                 NaN   8.82392        43.3977        1.08955                 NaN   30.2082     
  1209.75        2500.00                 NaN            NaN            NaN   16.5175                 NaN            NaN   8.77618        43.4041        1.08529                 NaN   30.2169     
  1208.21        2500.00                 NaN            NaN            NaN   16.5189                 NaN            NaN   8.78162        43.3984        1.08431                 NaN   30.2168     
  1206.67        2500.00                 NaN            NaN            NaN   1.96015        14.5214                 NaN   8.82521        43.3958        1.08920                 NaN   30.2083     
  1205.13        2500.00                 NaN            NaN            NaN   16.5234                 NaN            NaN   8.80762        43.3733        1.07994                 NaN   30.2158     
  1203.58        2500.00                 NaN            NaN            NaN   16.5244                 NaN            NaN   8.81188        43.3689        1.07918                 NaN   30.2157     
  1202.04        2500.00                 NaN            NaN            NaN   16.5255                 NaN            NaN   8.81613        43.3644        1.07837                 NaN   30.2156     
  1200.50        2500.00                 NaN            NaN            NaN   16.5267                 NaN            NaN   8.82035        43.3599        1.07757                 NaN   30.2155     
  1198.96        2500.00                 NaN            NaN            NaN   16.5278                 NaN            NaN   8.82455        43.3554        1.07677                 NaN   30.2154     
  1197.42        2500.00                 NaN            NaN            NaN   16.5290                 NaN            NaN   8.82873        43.3509        1.07597                 NaN   30.2154     
  1195.87        2500.00                 NaN            NaN            NaN   1.97251        14.5113                 NaN   8.82827        43.3910        1.08834                 NaN   30.2086     
  1194.33        2500.00                 NaN            NaN            NaN   1.97532        14.5088                 NaN   8.82871        43.3903        1.08821                 NaN   30.2086     
  1192.79        2500.00                 NaN            NaN            NaN   1.97868        14.5058                 NaN   8.82916        43.3896        1.08808                 NaN   30.2087     
  1191.25        2500.00                 NaN            NaN            NaN   16.5337                 NaN            NaN   8.84520        43.3332        1.07274                 NaN   30.2151     
  1189.70        2500.00                 NaN            NaN            NaN   1.93169        8.03489        6.52675        8.85735        43.3585        1.08234                 NaN   30.2085     
  1188.16        2500.00                 NaN            NaN            NaN   16.5362                 NaN            NaN   8.85311        43.3245        1.07114                 NaN   30.2150     
  1186.62        2500.00                 NaN            NaN            NaN   16.5374                 NaN            NaN   8.85705        43.3202        1.07033                 NaN   30.2150     
  1185.08        2500.00                 NaN            NaN            NaN   1.93180        8.02004        6.54243        8.85862        43.3565        1.08197                 NaN   30.2086     
  1183.53        2500.00                 NaN            NaN            NaN   16.5400                 NaN            NaN   8.86488        43.3115        1.06870                 NaN   30.2149     
  1181.99        2500.00                 NaN            NaN            NaN   1.93241        8.00961        6.55289        8.85946        43.3552        1.08173                 NaN   30.2087     
  1180.45        2500.00                 NaN            NaN            NaN   16.5426                 NaN            NaN   8.87268        43.3028        1.06705                 NaN   30.2149     
  1178.91        2500.00                 NaN            NaN            NaN   1.93349        7.99920        6.56289        8.86031        43.3538        1.08148                 NaN   30.2088     
  1177.37        2500.00                 NaN            NaN            NaN   1.93433        7.99353        6.56805        8.86073        43.3532        1.08135                 NaN   30.2088     
  1175.82        2500.00                 NaN            NaN            NaN   1.93538        7.98772        6.57315        8.86116        43.3525        1.08122                 NaN   30.2089     
  1174.28        2500.00                 NaN            NaN            NaN   16.3436       0.205999                 NaN   8.89253        43.2799        1.06283                 NaN   30.2151     
  1172.74        2500.00                 NaN            NaN            NaN   16.3011       0.249638                 NaN   8.89601        43.2759        1.06209                 NaN   30.2152     
  1171.20        2500.00                 NaN            NaN            NaN   2.06609        14.4352                 NaN   8.87189        43.3389        1.07867                 NaN   30.2093     
  1169.65        2500.00                 NaN            NaN            NaN   16.2070       0.346335                 NaN   8.90293        43.2678        1.06062                 NaN   30.2153     
  1168.11        2500.00                 NaN            NaN            NaN   16.0864       0.470220                 NaN   8.91169        43.2574        1.05868                 NaN   30.2155     
  1166.57        2500.00                 NaN            NaN            NaN   16.0664       0.491616                 NaN   8.91531        43.2532        1.05787                 NaN   30.2156     
  1165.03        2500.00                 NaN            NaN            NaN   16.0526       0.506883                 NaN   8.91900        43.2488        1.05702                 NaN   30.2157     
  1163.48        2500.00                 NaN            NaN            NaN   16.0386       0.522419       0.132807E-005   8.92270        43.2444        1.05617                 NaN   30.2158     
  1161.94        2500.00                 NaN            NaN            NaN   13.0074        3.55546                 NaN   8.92517        43.2397        1.05570                 NaN   30.2166     
  1160.40        2500.00                 NaN            NaN            NaN   8.59254        7.97232                 NaN   8.92881        43.2349        1.05471                 NaN   30.2167     
  1158.86        2500.00                 NaN            NaN            NaN   9.25395        7.31294                 NaN   8.93284        43.2299        1.05364                 NaN   30.2167     
  1157.32        2500.00                 NaN            NaN            NaN   9.85456        6.71442                 NaN   8.93705        43.2246        1.05253                 NaN   30.2168     
  1155.77        2500.00                 NaN            NaN            NaN   10.6452        5.92818                 NaN   8.94661        43.2130        1.05010                 NaN   30.2169     
  1154.23        2500.00                 NaN            NaN            NaN   11.5804        4.98428                 NaN   8.94846        43.2191        1.05264                 NaN   30.2151     
  1152.69        2500.00                 NaN            NaN            NaN   12.1384        4.42773                 NaN   8.95273        43.2144        1.05172                 NaN   30.2150     
  1151.15        2500.00                 NaN            NaN            NaN   12.6811        3.88643                 NaN   8.95706        43.2097        1.05077                 NaN   30.2149     
  1149.60        2500.00                 NaN            NaN            NaN   13.4127        3.15893                 NaN   8.96729        43.1979        1.04834                 NaN   30.2149     
  1148.06        2500.00                 NaN            NaN            NaN   13.8775        2.69575                 NaN   8.97171        43.1929        1.04732                 NaN   30.2148     
  1146.52        2500.00                 NaN            NaN            NaN   14.3343        2.24058                 NaN   8.97617        43.1879        1.04628                 NaN   30.2148     
  1144.98        2500.00                 NaN            NaN            NaN   15.5848        1.00618                 NaN   8.98741        43.1622        1.04048                 NaN   30.2190     
  1143.43        2500.00                 NaN            NaN            NaN   15.4281        1.16344                 NaN   8.99022        43.1588        1.04010                 NaN   30.2194     
  1141.89        2500.00                 NaN            NaN            NaN   1.57942        15.0075                 NaN   8.99472        43.1586        1.04090                 NaN   30.2189     
  1140.35        2500.00                 NaN            NaN            NaN   1.07767        15.5131                 NaN   9.00853        43.1440        1.03867                 NaN   30.2180     
  1138.81        2500.00                 NaN            NaN            NaN  0.928643        15.6727                 NaN   9.00875        43.1354        1.03488                 NaN   30.2196     
  1137.27        2500.00                 NaN            NaN            NaN  0.678848E-001   16.5405                 NaN   9.01904        43.1238        1.03084                 NaN   30.2179     
  1135.72        2500.00                 NaN            NaN            NaN  0.196769        16.4123                 NaN   9.02135        43.1209        1.03043                 NaN   30.2183     
  1134.18        2500.00                 NaN            NaN            NaN   16.2933       0.316531                 NaN   9.02369        43.1179        1.03002                 NaN   30.2186     
  1132.64        2500.00                 NaN            NaN            NaN  0.523686        16.0885                 NaN   9.03048        43.1094        1.02866                 NaN   30.2192     
  1131.10        2500.00                 NaN            NaN            NaN  0.625520        15.9874                 NaN   9.03280        43.1064        1.02825                 NaN   30.2196     
  1129.55        2500.00                 NaN            NaN            NaN   15.8928       0.720897                 NaN   9.03513        43.1034        1.02783                 NaN   30.2199     
  1128.01        2500.00                 NaN            NaN            NaN   15.8174       0.797203                 NaN   9.03770        43.1001        1.02732                 NaN   30.2202     
  1126.47        2500.00                 NaN            NaN            NaN  0.866084        15.7496                 NaN   9.04038        43.0966        1.02677                 NaN   30.2206     
  1124.93        2500.00                 NaN            NaN            NaN  0.932211        15.6845                 NaN   9.04308        43.0930        1.02621                 NaN   30.2209     
  1123.38        2500.00                 NaN            NaN            NaN  0.995898        15.6219                 NaN   9.04582        43.0894        1.02564                 NaN   30.2213     
  1121.84        2500.00                 NaN            NaN            NaN   15.5616        1.05732                 NaN   9.04860        43.0858        1.02506                 NaN   30.2216     
  1120.30        2500.00                 NaN            NaN            NaN   1.11674        15.5033                 NaN   9.05141        43.0821        1.02448                 NaN   30.2220     
  1118.76        2500.00                 NaN            NaN            NaN   1.50500        15.1151                 NaN   9.06664        43.0672        1.02315                 NaN   30.2229     
  1117.22        2500.00                 NaN            NaN            NaN   15.0689        1.55226                 NaN   9.06922        43.0637        1.02262                 NaN   30.2232     
  1115.67        2500.00                 NaN            NaN            NaN   15.0245        1.59769                 NaN   9.07180        43.0603        1.02208                 NaN   30.2236     
  1114.13        2500.00                 NaN            NaN            NaN   14.9819        1.64138                 NaN   9.07439        43.0568        1.02155                 NaN   30.2240     
  1112.59        2500.00                 NaN            NaN            NaN   14.9408        1.68353                 NaN   9.07698        43.0532        1.02101                 NaN   30.2244     
  1111.05        2500.00                 NaN            NaN            NaN   14.9013        1.72411                 NaN   9.07959        43.0497        1.02046                 NaN   30.2248     
  1109.50        2500.00                 NaN            NaN            NaN   14.8632        1.76331                 NaN   9.08221        43.0461        1.01991                 NaN   30.2252     
  1107.96        2500.00                 NaN            NaN            NaN   14.8264        1.80123                 NaN   9.08483        43.0426        1.01936                 NaN   30.2256     
  1106.42        2500.00                 NaN            NaN            NaN   14.7909        1.83786                 NaN   9.08747        43.0390        1.01881                 NaN   30.2261     
  1104.88        2500.00                 NaN            NaN            NaN   14.7565        1.87331                 NaN   9.09012        43.0353        1.01825                 NaN   30.2265     
  1103.33        2500.00                 NaN            NaN            NaN   14.7233        1.90771                 NaN   9.09278        43.0317        1.01769                 NaN   30.2269     
  1101.79        2500.00                 NaN            NaN            NaN   14.6911        1.94099                 NaN   9.09545        43.0280        1.01712                 NaN   30.2273     
  1100.25        2500.00                 NaN            NaN            NaN   1.97332        14.6600                 NaN   9.09813        43.0243        1.01655                 NaN   30.2278     
  1098.71        2500.00                 NaN            NaN            NaN   1.64280        15.0141                 NaN   9.12231        42.9851        1.00607                 NaN   30.2296     
  1097.17        2500.00                 NaN            NaN            NaN   1.66785        14.9912                 NaN   9.12647        42.9794        1.00500                 NaN   30.2301     
  1095.62        2500.00                 NaN            NaN            NaN   14.9227        1.73706                 NaN   9.12942        42.9756        1.00454                 NaN   30.2306     
  1094.08        2500.00                 NaN            NaN            NaN   14.8588        1.80187                 NaN   9.13246        42.9717        1.00404                 NaN   30.2312     
  1092.54        2500.00                 NaN            NaN            NaN   14.8419        1.82155                 NaN   9.13680        42.9652        1.00278                 NaN   30.2317     
  1091.00        2500.00                 NaN            NaN            NaN   14.8027        1.86276                 NaN   9.14076        42.9596        1.00185                 NaN   30.2324     
  1089.45        2500.00                 NaN            NaN            NaN   1.91637        14.7501                 NaN   9.14379        42.9556        1.00128                 NaN   30.2329     
  1087.91        2500.00                 NaN            NaN            NaN   14.7031        1.96470                 NaN   9.14713        42.9510        1.00060                 NaN   30.2334     
  1086.37        2500.00                 NaN            NaN            NaN   2.28770        14.3673                 NaN   9.14409        42.9624        1.00505                 NaN   30.2335     
  1084.83        2500.00                 NaN            NaN            NaN   2.30477        14.3518                 NaN   9.14710        42.9581        1.00433                 NaN   30.2340     
  1083.28        2500.00                 NaN            NaN            NaN   2.32156        14.3365                 NaN   9.15010        42.9538        1.00360                 NaN   30.2344     
  1081.74        2500.00                 NaN            NaN            NaN   2.33808        14.3215                 NaN   9.15312        42.9495        1.00287                 NaN   30.2349     
  1080.20        2500.00                 NaN            NaN            NaN   2.35443        14.3068                 NaN   9.15614        42.9451        1.00213                 NaN   30.2354     
  1078.66        2500.00                 NaN            NaN            NaN   2.37049        14.2923                 NaN   9.15917        42.9407        1.00139                 NaN   30.2359     
  1077.12        2500.00                 NaN            NaN            NaN   2.38624        14.2781                 NaN   9.16221        42.9363        1.00064                 NaN   30.2364     
  1075.57        2500.00                 NaN            NaN            NaN   2.40184        14.2641                 NaN   9.16526        42.9319       0.999893                 NaN   30.2370     
  1074.03        2500.00                 NaN            NaN            NaN   2.41718        14.2504                 NaN   9.16832        42.9275       0.999136                 NaN   30.2375     
  1072.49        2500.00                 NaN            NaN            NaN   2.43229        14.2370                 NaN   9.17139        42.9230       0.998374                 NaN   30.2380     
  1070.95        2500.00                 NaN            NaN            NaN   2.44721        14.2237                 NaN   9.17446        42.9185       0.997606                 NaN   30.2385     
  1069.40        2500.00                 NaN            NaN            NaN   2.46189        14.2107                 NaN   9.17755        42.9140       0.996832                 NaN   30.2390     
  1067.86        2500.00                 NaN            NaN            NaN   2.47631        14.1980                 NaN   9.18065        42.9094       0.996054                 NaN   30.2396     
  1066.32        2500.00                 NaN            NaN            NaN   2.50296        14.1850                 NaN   9.19623        42.8835       0.990356                 NaN   30.2420     
  1064.78        2500.00                 NaN            NaN            NaN   2.49761        14.1936                 NaN   9.20113        42.8755       0.989061                 NaN   30.2431     
  1063.23        2500.00                 NaN            NaN            NaN   2.52142        14.1724                 NaN   9.20514        42.8690       0.987948                 NaN   30.2440     
  1061.69        2500.00                 NaN            NaN            NaN   2.57015        14.1235                 NaN   9.20753        42.8674       0.987652                 NaN   30.2438     
  1060.15        2500.00                 NaN            NaN            NaN   2.54563        14.1373                 NaN   9.19629        42.8863       0.992074                 NaN   30.2423     
  1058.61        2500.00                 NaN            NaN            NaN   14.0844        2.61363                 NaN   9.21356        42.8578       0.985707                 NaN   30.2449     
  1057.07        2500.00                 NaN            NaN            NaN   14.0655        2.63466                 NaN   9.21735        42.8522       0.984734                 NaN   30.2456     
  1055.52        2500.00                 NaN            NaN            NaN   14.0472        2.65503                 NaN   9.22115        42.8466       0.983750                 NaN   30.2463     
  1053.98        2500.00                 NaN            NaN            NaN   14.0296        2.67488                 NaN   9.22496        42.8409       0.982759                 NaN   30.2469     
  1052.44        2500.00                 NaN            NaN            NaN   14.0125        2.69416                 NaN   9.22878        42.8352       0.981759                 NaN   30.2476     
  1050.90        2500.00                 NaN            NaN            NaN   13.9960        2.71286                 NaN   9.23261        42.8295       0.980744                 NaN   30.2483     
  1049.35        2500.00                 NaN            NaN            NaN   13.9801        2.73106                 NaN   9.23646        42.8237       0.979723                 NaN   30.2489     
  1047.81        2500.00                 NaN            NaN            NaN   13.9647        2.74876                 NaN   9.24032        42.8180       0.978691                 NaN   30.2496     
  1046.27        2500.00                 NaN            NaN            NaN   13.9497        2.76598                 NaN   9.24418        42.8121       0.977650                 NaN   30.2503     
  1044.73        2500.00                 NaN            NaN            NaN   13.9353        2.78275                 NaN   9.24806        42.8063       0.976598                 NaN   30.2510     
  1043.18        2500.00                 NaN            NaN            NaN   13.9212        2.79929                 NaN   9.25189        42.8004       0.975535                 NaN   30.2517     
  1041.64        2500.00                 NaN            NaN            NaN   13.9077        2.81512                 NaN   9.25583        42.7945       0.974465                 NaN   30.2524     
  1040.10        2500.00                 NaN            NaN            NaN   13.8946        2.83061                 NaN   9.25971        42.7885       0.973390                 NaN   30.2531     
  1038.56        2500.00                 NaN            NaN            NaN   2.84350        13.8823                 NaN   9.26326        42.7841       0.972836                 NaN   30.2540     
  1037.02        2500.00                 NaN            NaN            NaN   2.85814        13.8696                 NaN   9.26712        42.7785       0.971906                 NaN   30.2547     
  1035.47        2500.00                 NaN            NaN            NaN   13.8583        2.87461                 NaN   9.27141        42.7706       0.969929                 NaN   30.2552     
  1033.93        2500.00                 NaN            NaN            NaN   13.8469        2.88837                 NaN   9.27550        42.7644       0.968958                 NaN   30.2560     
  1032.39        2500.00                 NaN            NaN            NaN   13.8191        2.91879                 NaN   9.27926        42.7576       0.968106                 NaN   30.2572     
  1030.85        2500.00                 NaN            NaN            NaN   2.91624        13.8241                 NaN   9.28338        42.7522       0.966706                 NaN   30.2574     
  1029.30        2500.00                 NaN            NaN            NaN   2.92970        13.8131                 NaN   9.28733        42.7461       0.965610                 NaN   30.2582     
  1027.76        2500.00                 NaN            NaN            NaN   2.94345        13.8020                 NaN   9.29128        42.7399       0.964490                 NaN   30.2589     
  1026.22        2500.00                 NaN            NaN            NaN   2.95695        13.7911                 NaN   9.29524        42.7337       0.963363                 NaN   30.2597     
  1024.68        2500.00                 NaN            NaN            NaN   2.97025        13.7804                 NaN   9.29923        42.7274       0.962232                 NaN   30.2605     
  1023.13        2500.00                 NaN            NaN            NaN   2.98325        13.7700                 NaN   9.30320        42.7211       0.961088                 NaN   30.2613     
  1021.59        2500.00                 NaN            NaN            NaN   2.99604        13.7599                 NaN   9.30719        42.7148       0.959941                 NaN   30.2621     
  1020.05        2500.00                 NaN            NaN            NaN   3.00862        13.7500                 NaN   9.31118        42.7085       0.958786                 NaN   30.2629     
  1018.51        2500.00                 NaN            NaN            NaN   3.02094        13.7404                 NaN   9.31519        42.7021       0.957624                 NaN   30.2637     
  1016.97        2500.00                 NaN            NaN            NaN   3.03309        13.7310                 NaN   9.31920        42.6957       0.956456                 NaN   30.2646     
  1015.42        2500.00                 NaN            NaN            NaN   3.04496        13.7219                 NaN   9.32323        42.6893       0.955278                 NaN   30.2654     
  1013.88        2500.00                 NaN            NaN            NaN   3.05665        13.7130                 NaN   9.32726        42.6828       0.954093                 NaN   30.2662     
  1012.34        2500.00                 NaN            NaN            NaN   3.06815        13.7043                 NaN   9.33129        42.6763       0.952904                 NaN   30.2671     
  1010.80        2500.00                 NaN            NaN            NaN   3.07942        13.6959                 NaN   9.33534        42.6698       0.951705                 NaN   30.2679     
  1009.25        2500.00                 NaN            NaN            NaN   3.09049        13.6877                 NaN   9.33940        42.6632       0.950498                 NaN   30.2687     
  1007.71        2500.00                 NaN            NaN            NaN   3.10142        13.6796                 NaN   9.34346        42.6566       0.949283                 NaN   30.2696     
  1006.17        2500.00                 NaN            NaN            NaN   3.11214        13.6718                 NaN   9.34753        42.6500       0.948060                 NaN   30.2705     
  1004.63        2500.00                 NaN            NaN            NaN   3.12262        13.6642                 NaN   9.35162        42.6434       0.946830                 NaN   30.2713     
  1003.08        2500.00                 NaN            NaN            NaN   3.13298        13.6568                 NaN   9.35570        42.6367       0.945592                 NaN   30.2722     
  1001.54        2500.00                 NaN            NaN            NaN   3.14314        13.6496                 NaN   9.35980        42.6300       0.944347                 NaN   30.2731     
  1000.00        2500.00                 NaN            NaN            NaN   3.15315        13.6426                 NaN   9.36391        42.6232       0.943090                 NaN   30.2740     
