|6.6.6
Archiving\03_Data\frac/QFM_m1/LAR/LAR_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1724.31        2500.00        99.2669       0.733095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2668       0.733150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2668       0.733204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2667       0.733257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2667       0.733311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2666       0.733364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2666       0.733418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2665       0.733471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2665       0.733525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2664       0.733578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2664       0.733632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2663       0.733685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2663       0.733740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2662       0.733792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2661       0.733846       0.693666E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2661       0.733899       0.283289E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2510       0.733970       0.150704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2640       0.734139       0.182580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2598       0.734214       0.599176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2574       0.734322       0.823868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2574       0.734447       0.820020E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2573       0.734571       0.808214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2573       0.734694       0.803884E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2572       0.734817       0.795871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2571       0.734939       0.792403E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2581       0.735059       0.686247E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2561       0.735174       0.876266E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2570       0.735302       0.769842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2569       0.735421       0.764375E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2545       0.735543       0.994622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2592       0.735677       0.514887E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2568       0.735777       0.744844E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2567       0.735895       0.738349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2567       0.736011       0.732242E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.2566       0.736128       0.725568E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.2566       0.736243       0.720353E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.2565       0.736358       0.713955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.2565       0.736473       0.707241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.2564       0.736587       0.700347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2563       0.736700       0.695142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.2563       0.736813       0.689474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.9968       0.737018       0.702585E-002  0.259203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.4495                 NaN  0.724740E-002  0.543235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.4512                 NaN  0.721647E-002  0.541586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4520                 NaN  0.720389E-002  0.540759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4556                 NaN  0.713461E-002  0.537244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4563                 NaN  0.712029E-002  0.536554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3904                 NaN  0.797751E-002  0.601584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.5284                 NaN  0.615741E-002  0.465419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4638                 NaN  0.700286E-002  0.529227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4656                 NaN  0.696775E-002  0.527398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.3824                 NaN  0.809703E-002  0.609487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.5578                 NaN  0.575704E-002  0.436416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.4736                 NaN  0.685224E-002  0.519534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        99.4761                 NaN  0.681980E-002  0.517104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4787                 NaN  0.677284E-002  0.514516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.4821                 NaN  0.672499E-002  0.511198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.4851                 NaN  0.669037E-002  0.508173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4882                 NaN  0.665244E-002  0.505117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.4913                 NaN  0.660978E-002  0.502113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.4926                 NaN  0.658263E-002  0.500837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.4981                 NaN  0.653169E-002  0.495367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.5013                 NaN  0.647474E-002  0.492203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.4558                 NaN  0.708429E-002  0.537089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.5547                 NaN  0.577764E-002  0.439489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.5118                 NaN  0.633938E-002  0.481880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9210                 NaN  0.120110E-001  0.967422       0.995655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.9999                 NaN  0.122203E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.6019                 NaN  0.239769E-002  0.661838E-001  0.329491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.6339                 NaN            NaN  0.162346        1.20374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0746                 NaN            NaN  0.110733       0.814645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0830                 NaN            NaN  0.108348       0.808678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0951                 NaN            NaN  0.106467       0.798423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1042                 NaN            NaN  0.103520       0.792245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1176                 NaN            NaN  0.102733       0.779677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1272                 NaN            NaN  0.997887E-001  0.773058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1390                 NaN            NaN  0.987907E-001  0.762162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1491                 NaN            NaN  0.979396E-001  0.752970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1563                 NaN            NaN  0.943392E-001  0.749393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1687                 NaN            NaN  0.927138E-001  0.738571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2592                 NaN            NaN  0.808873E-001  0.659954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1024                 NaN            NaN  0.982494E-001  0.799307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1961                 NaN            NaN  0.881471E-001  0.715800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2026                 NaN            NaN  0.843398E-001  0.713071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2108                 NaN            NaN  0.810141E-001  0.708144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2146                 NaN            NaN  0.807831E-001  0.704598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2326                 NaN            NaN  0.795509E-001  0.687820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2345                 NaN            NaN  0.778641E-001  0.687685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.4074                 NaN            NaN  0.249212E-001  0.314862       0.252808                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8856                 NaN            NaN  0.255882E-001  0.373902       0.714910                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0507                 NaN            NaN            NaN  0.829461E-001  0.866390                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0437                 NaN            NaN  0.328110E-005            NaN  0.956339                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0442                 NaN            NaN            NaN            NaN  0.955824                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0468                 NaN            NaN            NaN  0.697040E-001  0.883446                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0386                 NaN            NaN            NaN            NaN  0.961420                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0330                 NaN            NaN            NaN            NaN  0.967009                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0257                 NaN            NaN            NaN            NaN  0.974323                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0176                 NaN            NaN            NaN            NaN  0.982367                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0034                 NaN            NaN            NaN            NaN  0.996595                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9815                 NaN            NaN            NaN            NaN   1.01854                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9768                 NaN            NaN            NaN            NaN   1.02319                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7228                 NaN            NaN            NaN            NaN  0.765553       0.511609                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5660                 NaN            NaN            NaN            NaN  0.416900        1.01713                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5835                 NaN            NaN            NaN            NaN   1.00271       0.413785                 NaN            NaN            NaN            NaN            NaN
