|6.6.6
Archiving\03_Data\eq/QFM_m0.25/EETA/EETA_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.2138       0.775059       0.111402E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2137       0.775126       0.111401E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2137       0.775193       0.111400E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2136       0.775260       0.111400E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2135       0.775327       0.111399E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2135       0.775394       0.111399E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2134       0.775462       0.111398E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2133       0.775529       0.111397E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2133       0.775597       0.111397E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2132       0.775664       0.111396E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2131       0.775731       0.111396E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2131       0.775798       0.111395E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2130       0.775865       0.111395E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2129       0.775933       0.111394E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2129       0.776000       0.111394E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2128       0.776068       0.111393E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2127       0.776135       0.111393E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2127       0.776203       0.111393E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2126       0.776270       0.111392E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2125       0.776337       0.111392E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2125       0.776405       0.111392E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2124       0.776472       0.111391E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2123       0.776540       0.111391E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2123       0.776607       0.111391E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2122       0.776675       0.111391E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2121       0.776742       0.111390E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2121       0.776810       0.111390E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2120       0.776877       0.111390E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2119       0.776945       0.111390E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2118       0.777012       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2118       0.777080       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2117       0.777147       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2116       0.777215       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2116       0.777282       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2115       0.777350       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2114       0.777417       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2114       0.777485       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2113       0.777553       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.2112       0.777620       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.2112       0.777688       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.2111       0.777756       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.2110       0.777823       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.2110       0.777891       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.2109       0.777958       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.2108       0.778026       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.2108       0.778094       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.2107       0.778161       0.111389E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1512       0.778224       0.471571E-002  0.658922E-001            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1062       0.778289                 NaN  0.115520                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1048       0.778357                 NaN  0.116836                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1034       0.778425                 NaN  0.118152                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1020       0.778493                 NaN  0.119469                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1007       0.778561                 NaN  0.120785                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.0993       0.778629                 NaN  0.122102                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.0979       0.778697                 NaN  0.123419                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.0965       0.778765                 NaN  0.124737                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.0951       0.778834                 NaN  0.126054                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.0934       0.778902                 NaN  0.127727                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.0916       0.778969                 NaN  0.129401                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.0899       0.779037                 NaN  0.131074                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.0881       0.779106                 NaN  0.132748                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.0864       0.779174                 NaN  0.134423                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.0847       0.779242                 NaN  0.136097                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.0829       0.779310                 NaN  0.137772                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.0812       0.779378                 NaN  0.139447                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.0789       0.779446                 NaN  0.141606                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.0767       0.779514                 NaN  0.143766                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.0745       0.779583                 NaN  0.145926                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.0723       0.779651                 NaN  0.148087                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.0700       0.779719                 NaN  0.150248                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.0678       0.779787                 NaN  0.152409                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.0656       0.779856                 NaN  0.154570                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.0633       0.779924                 NaN  0.156732                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.0603       0.779992                 NaN  0.159685                 NaN            NaN            NaN            NaN            NaN
