|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1282.76        2500.00       0.738132        84.0646                 NaN   1.40668                 NaN   3.20182                 NaN   2.15564                 NaN   8.43310                 NaN            NaN
  1281.34        2500.00       0.499719        96.6022                 NaN  0.765481E-001            NaN  0.696073                 NaN  0.399061                 NaN   1.72636                 NaN            NaN
  1279.93        2500.00       0.114712        97.9486                 NaN  0.554879E-001            NaN  0.737960                 NaN  0.205358                 NaN  0.937886                 NaN            NaN
  1278.52        2500.00       0.304994        94.8265                 NaN  0.425768                 NaN   1.14398                 NaN  0.671683                 NaN   2.62711                 NaN            NaN
  1277.10        2500.00       0.358096        94.3024                 NaN  0.391252                 NaN   1.28009                 NaN  0.735044                 NaN   2.93310                 NaN            NaN
  1275.69        2500.00       0.294469        94.8133                 NaN  0.476788                 NaN   1.12018                 NaN  0.684861                 NaN   2.61040                 NaN            NaN
  1274.27        2500.00       0.277162        95.3313                 NaN  0.373571                 NaN   1.06141                 NaN  0.608332                 NaN   2.34818                 NaN            NaN
  1272.86        2500.00       0.281287        95.2273                 NaN  0.387876                 NaN   1.08828                 NaN  0.625761                 NaN   2.38948                 NaN            NaN
  1271.45        2500.00       0.328246        94.5131                 NaN  0.439347                 NaN   1.20957                 NaN  0.725103                 NaN   2.78460                 NaN            NaN
  1270.03        2500.00       0.164379        97.1298                 NaN  0.231840                 NaN  0.729162                 NaN  0.368655                 NaN   1.37618                 NaN            NaN
  1268.62        2500.00       0.225031        96.0869                 NaN  0.328057                 NaN  0.924675                 NaN  0.514539                 NaN   1.92082                 NaN            NaN
  1267.21        2500.00       0.220333        96.2526                 NaN  0.304698                 NaN  0.887548                 NaN  0.491198                 NaN   1.84358                 NaN            NaN
  1265.79        2500.00       0.246357        96.4439                 NaN  0.125130                 NaN  0.948061                 NaN  0.445661                 NaN   1.79091                 NaN            NaN
  1264.38        2500.00       0.245511        95.5339                 NaN  0.260313                 NaN   1.25713                 NaN  0.571577                 NaN   2.13161                 NaN            NaN
  1262.96        2500.00       0.705294        89.0234                 NaN   1.10431                 NaN   1.86816                 NaN   1.46152                 NaN   5.58411       0.253171                 NaN
  1261.55        2500.00                 NaN   99.5623                 NaN  0.232658E-001            NaN  0.233105                 NaN            NaN            NaN  0.181374                 NaN            NaN
  1260.14        2500.00                 NaN   98.4398                 NaN            NaN            NaN   1.02077                 NaN  0.152246                 NaN  0.209860       0.177365                 NaN
  1258.72        2500.00       0.198740E-001   99.7230                 NaN  0.290162E-001            NaN  0.306933E-001            NaN  0.494972E-001            NaN  0.147956                 NaN            NaN
  1257.31        2500.00       0.243132        91.4947                 NaN  0.614100                 NaN   2.16287                 NaN  0.937772                 NaN   3.24824        1.29921                 NaN
  1255.89        2500.00       0.301175        89.6245                 NaN  0.675679                 NaN   2.73210                 NaN   1.12979                 NaN   3.95556        1.58117                 NaN
  1254.48        2500.00       0.384681        87.1844                 NaN  0.808178                 NaN   3.18003                 NaN   1.39314                 NaN   5.09489        1.95466                 NaN
  1253.07        2500.00       0.277865        90.1384                 NaN  0.609964                 NaN   2.70083                 NaN   1.03997                 NaN   3.74844        1.48451                 NaN
  1251.65        2500.00       0.426060        85.0945                 NaN  0.930965                 NaN   3.65007                 NaN   1.53800                 NaN   6.08932        2.27110                 NaN
  1250.24        2500.00       0.752229        73.1674                 NaN   1.58161                 NaN   6.36968                 NaN   2.67693                 NaN   11.2882        4.16397                 NaN
  1248.83        2500.00        2.55810                 NaN            NaN   5.71679                 NaN   23.5461                 NaN   9.75133                 NaN   38.0684        14.6784        5.68085     
  1247.41        2500.00        2.55238                 NaN            NaN   5.72720                 NaN   23.5420                 NaN   9.76542                 NaN   38.0838        14.6905        5.63876     
  1246.00        2500.00        2.54665                 NaN            NaN   5.73759                 NaN   23.5380                 NaN   9.77950                 NaN   38.0992        14.7026        5.59642     
  1244.58        2500.00        2.54091                 NaN            NaN   5.74796                 NaN   23.5341                 NaN   9.79356                 NaN   38.1148        14.7148        5.55382     
  1243.17        2500.00        2.53517                 NaN            NaN   5.75829                 NaN   23.5304                 NaN   9.80759                 NaN   38.1305        14.7270        5.51097     
  1241.76        2500.00        2.52942                 NaN            NaN   5.76860                 NaN   23.5268                 NaN   9.82161                 NaN   38.1464        14.7393        5.46785     
  1240.34        2500.00        2.52367                 NaN            NaN   5.77887                 NaN   23.5233                 NaN   9.83561                 NaN   38.1624        14.7517        5.42448     
  1238.93        2500.00        2.51791                 NaN            NaN   5.78913                 NaN   23.5200                 NaN   9.84959                 NaN   38.1785        14.7641        5.38078     
  1237.52        2500.00        2.51215                 NaN            NaN   5.79936                 NaN   23.5168                 NaN   9.86354                 NaN   38.1949        14.7766        5.33669     
  1236.10        2500.00        2.50637                 NaN            NaN   5.80955                 NaN   23.5137                 NaN   9.87747                 NaN   38.2115        14.7891        5.29231     
  1234.69        2500.00        2.50060                 NaN            NaN   5.81973                 NaN   23.5107                 NaN   9.89140                 NaN   38.2281        14.8017        5.24766     
  1233.27        2500.00        2.49481                 NaN            NaN   5.82988                 NaN   23.5079                 NaN   9.90531                 NaN   38.2450        14.8144        5.20274     
  1231.86        2500.00        2.48902                 NaN            NaN   5.84000                 NaN   23.5052                 NaN   9.91920                 NaN   38.2619        14.8272        5.15756     
  1230.45        2500.00        2.48322                 NaN            NaN   5.85012                 NaN   23.5026                 NaN   9.93308                 NaN   38.2790        14.8399        5.11208     
  1229.03        2500.00        2.47741                 NaN            NaN   5.86020                 NaN   23.5001                 NaN   9.94694                 NaN   38.2962        14.8528        5.06634     
  1227.62        2500.00        2.47159                 NaN            NaN   5.87025                 NaN   23.4978                 NaN   9.96079                 NaN   38.3137        14.8657        5.02025     
  1226.21        2500.00        2.46577                 NaN            NaN   5.88029                 NaN   23.4955                 NaN   9.97462                 NaN   38.3314        14.8787        4.97372     
  1224.79        2500.00        2.45994                 NaN            NaN   5.89030                 NaN   23.4934                 NaN   9.98843                 NaN   38.3492        14.8918        4.92690     
  1223.38        2500.00        2.45465                 NaN            NaN   5.89926                 NaN   23.4931                 NaN   10.0018                 NaN   38.3673        14.9045        4.87932     
  1221.96        2500.00        2.44988                 NaN            NaN   5.90714                 NaN   23.4948                 NaN   10.0148                 NaN   38.3857        14.9167        4.83096     
  1220.55        2500.00        2.44495                 NaN            NaN   5.91521                 NaN   23.4964                 NaN   10.0279                 NaN   38.4041        14.9291        4.78238     
  1219.14        2500.00        2.43989                 NaN            NaN   5.92348                 NaN   23.4979                 NaN   10.0410                 NaN   38.4225        14.9416        4.73357     
  1217.72        2500.00        2.43468                 NaN            NaN   5.93193                 NaN   23.4992                 NaN   10.0542                 NaN   38.4411        14.9543        4.68455     
  1216.31        2500.00        2.42936                 NaN            NaN   5.94054                 NaN   23.5004                 NaN   10.0676                 NaN   38.4597        14.9671        4.63528     
  1214.90        2500.00        2.42393                 NaN            NaN   5.94932                 NaN   23.5015                 NaN   10.0809                 NaN   38.4786        14.9802        4.58556     
  1213.48        2500.00        2.41839                 NaN            NaN   5.95826                 NaN   23.5024                 NaN   10.0944                 NaN   38.4977        14.9933        4.53562     
  1212.07        2500.00        2.41276                 NaN            NaN   5.96735                 NaN   23.5031                 NaN   10.1079                 NaN   38.5168        15.0067        4.48545     
  1210.65        2500.00        2.40704                 NaN            NaN   5.97658                 NaN   23.5036                 NaN   10.1214                 NaN   38.5362        15.0201        4.43504     
  1209.24        2500.00        2.40125                 NaN            NaN   5.98595                 NaN   23.5039                 NaN   10.1350                 NaN   38.5557        15.0337        4.38440     
  1207.83        2500.00        2.39539                 NaN            NaN   5.99545                 NaN   23.5040                 NaN   10.1487                 NaN   38.5754        15.0475        4.33353     
  1206.41        2500.00        2.38946                 NaN            NaN   6.00507                 NaN   23.5038                 NaN   10.1624                 NaN   38.5954        15.0614        4.28242     
  1205.00        2500.00        2.38348                 NaN            NaN   6.01481                 NaN   23.5035                 NaN   10.1761                 NaN   38.6155        15.0755        4.23106     
  1203.58        2500.00        2.37745                 NaN            NaN   6.02468                 NaN   23.5029                 NaN   10.1899                 NaN   38.6361        15.0898        4.17920     
  1202.17        2500.00        2.37135                 NaN            NaN   6.03466                 NaN   23.5020                 NaN   10.2037                 NaN   38.6568        15.1043        4.12710     
  1200.76        2500.00        2.36520                 NaN            NaN   6.04477                 NaN   23.5010                 NaN   10.2176                 NaN   38.6778        15.1189        4.07474     
  1199.34        2500.00        2.35898                 NaN            NaN   6.05500                 NaN   23.4998                 NaN   10.2315                 NaN   38.6990        15.1337        4.02214     
  1197.93        2500.00        2.35276                 NaN            NaN   6.06527                 NaN   23.4984                 NaN   10.2453                 NaN   38.7205        15.1486        3.96925     
  1196.52        2500.00        2.34665                 NaN            NaN   6.07544                 NaN   23.4969                 NaN   10.2591                 NaN   38.7423        15.1635        3.91605     
  1195.10        2500.00        2.34045                 NaN            NaN   6.08575                 NaN   23.4953                 NaN   10.2729                 NaN   38.7643        15.1787        3.86256     
  1193.69        2500.00        2.33416                 NaN            NaN   6.09619                 NaN   23.4936                 NaN   10.2868                 NaN   38.7865        15.1939        3.80882     
  1192.27        2500.00        2.32777                 NaN            NaN   6.10679                 NaN   23.4917                 NaN   10.3007                 NaN   38.8091        15.2095        3.75452     
  1190.86        2500.00        2.32126                 NaN            NaN   6.11755                 NaN   23.4897                 NaN   10.3146                 NaN   38.8318        15.2251        3.69994     
  1189.45        2500.00        2.31700                 NaN            NaN   6.12219                 NaN   23.5021                 NaN   10.3270                 NaN   38.8528        15.2374        3.64156     
  1188.03        2500.00        2.31107                 NaN            NaN   6.13111                 NaN   23.5047                 NaN   10.3405                 NaN   38.8751        15.2522        3.58526     
  1186.62        2500.00        2.30508                 NaN            NaN   6.14016                 NaN   23.5072                 NaN   10.3540                 NaN   38.8977        15.2672        3.52869     
  1185.21        2500.00        2.29905                 NaN            NaN   6.14931                 NaN   23.5095                 NaN   10.3676                 NaN   38.9205        15.2823        3.47182     
  1183.79        2500.00        2.29295                 NaN            NaN   6.15858                 NaN   23.5116                 NaN   10.3812                 NaN   38.9435        15.2975        3.41468     
  1182.38        2500.00        2.28681                 NaN            NaN   6.16796                 NaN   23.5134                 NaN   10.3948                 NaN   38.9668        15.3130        3.35725     
  1180.96        2500.00        2.28063                 NaN            NaN   6.17744                 NaN   23.5151                 NaN   10.4085                 NaN   38.9906        15.3286        3.29924     
  1179.55        2500.00        2.27440                 NaN            NaN   6.18703                 NaN   23.5165                 NaN   10.4221                 NaN   39.0146        15.3445        3.24090     
  1178.14        2500.00        2.26811                 NaN            NaN   6.19673                 NaN   23.5177                 NaN   10.4358                 NaN   39.0389        15.3604        3.18228     
  1176.72        2500.00        2.26177                 NaN            NaN   6.20655                 NaN   23.5188                 NaN   10.4495                 NaN   39.0634        15.3766        3.12335     
  1175.31        2500.00        2.25535                 NaN            NaN   6.21649                 NaN   23.5196                 NaN   10.4633                 NaN   39.0882        15.3929        3.06414     
  1173.90        2500.00        2.24886                 NaN            NaN   6.22657                 NaN   23.5204                 NaN   10.4771                 NaN   39.1131        15.4094        3.00463     
  1172.48        2500.00        2.24228                 NaN            NaN   6.23678                 NaN   23.5209                 NaN   10.4909                 NaN   39.1384        15.4261        2.94464     
  1171.07        2500.00        2.23560                 NaN            NaN   6.24714                 NaN   23.5214                 NaN   10.5047                 NaN   39.1639        15.4429        2.88434     
  1169.65        2500.00        2.21451                 NaN            NaN   6.27228                 NaN   23.5435                 NaN   10.5207                 NaN   39.1643        15.4588        2.82587     
  1168.24        2500.00        2.26504                 NaN            NaN   6.16182                 NaN   23.4595                 NaN   10.5840                 NaN   39.2274        15.5037        2.79857     
  1166.83        2500.00        2.26256                 NaN            NaN   6.16571                 NaN   23.4620                 NaN   10.5901                 NaN   39.2590        15.5203        2.74031     
  1165.41        2500.00        2.26005                 NaN            NaN   6.16964                 NaN   23.4645                 NaN   10.5963                 NaN   39.2909        15.5370        2.68165     
  1164.00        2500.00        2.23723                 NaN            NaN   6.18112                 NaN   23.5825                 NaN   10.6145                 NaN   39.2649        15.5343        2.58549     
  1162.59        2500.00        2.23219                 NaN            NaN   6.18902                 NaN   23.5871                 NaN   10.6268                 NaN   39.2930        15.5505        2.52130     
  1161.17        2500.00        2.22713                 NaN            NaN   6.19694                 NaN   23.5918                 NaN   10.6392                 NaN   39.3215        15.5669        2.45656     
  1159.76        2500.00        2.22203                 NaN            NaN   6.20490                 NaN   23.5967                 NaN   10.6516                 NaN   39.3501        15.5833        2.39139     
  1158.34        2500.00        2.21689                 NaN            NaN   6.21288                 NaN   23.6016                 NaN   10.6640                 NaN   39.3790        15.5999        2.32582     
  1156.93        2500.00        2.21170                 NaN            NaN   6.22089                 NaN   23.6066                 NaN   10.6764                 NaN   39.4080        15.6166        2.25985     
  1155.52        2500.00        2.20648                 NaN            NaN   6.22893                 NaN   23.6116                 NaN   10.6889                 NaN   39.4374        15.6334        2.19331     
  1154.10        2500.00        2.20121                 NaN            NaN   6.23699                 NaN   23.6168                 NaN   10.7014                 NaN   39.4670        15.6504        2.12631     
  1152.69        2500.00        2.19590                 NaN            NaN   6.24509                 NaN   23.6221                 NaN   10.7139                 NaN   39.4967        15.6674        2.05892     
  1151.27        2500.00        2.19055                 NaN            NaN   6.25322                 NaN   23.6274                 NaN   10.7264                 NaN   39.5267        15.6846        1.99112     
  1149.86        2500.00        2.18516                 NaN            NaN   6.26137                 NaN   23.6328                 NaN   10.7390                 NaN   39.5570        15.7019        1.92273     
  1148.45        2500.00        2.17973                 NaN            NaN   6.26955                 NaN   23.6384                 NaN   10.7516                 NaN   39.5875        15.7194        1.85388     
  1147.03        2500.00        2.17425                 NaN            NaN   6.27776                 NaN   23.6440                 NaN   10.7643                 NaN   39.6182        15.7370        1.78460     
  1145.62        2500.00        2.16872                 NaN            NaN   6.28601                 NaN   23.6497                 NaN   10.7769                 NaN   39.6491        15.7546        1.71492     
  1144.21        2500.00        2.16317                 NaN            NaN   6.29428                 NaN   23.6555                 NaN   10.7896                 NaN   39.6804        15.7725        1.64461     
  1142.79        2500.00        2.15757                 NaN            NaN   6.30259                 NaN   23.6613                 NaN   10.8024                 NaN   39.7119        15.7905        1.57383     
  1141.38        2500.00        2.15193                 NaN            NaN   6.31090                 NaN   23.6673                 NaN   10.8151                 NaN   39.7436        15.8085        1.50258     
  1139.96        2500.00        2.14652                 NaN            NaN   6.31857                 NaN   23.6734                 NaN   10.8277                 NaN   39.7759        15.8271        1.43086     
  1138.55        2500.00        2.14046                 NaN            NaN   6.32782                 NaN   23.6795                 NaN   10.8408                 NaN   39.8076        15.8450        1.35886     
  1137.14        2500.00        2.13488                 NaN            NaN   6.33742                 NaN   23.6816                 NaN   10.8528                 NaN   39.8425        15.8640        1.28686     
  1135.72        2500.00        2.12831                 NaN            NaN   6.34554                 NaN   23.6890                 NaN   10.8667                 NaN   39.8741        15.8825        1.21375     
  1134.31        2500.00        2.12299                 NaN            NaN   6.35297                 NaN   23.6987                 NaN   10.8794                 NaN   39.9055        15.9010        1.13948     
  1132.90        2500.00        2.11710                 NaN            NaN   6.36157                 NaN   23.7053                 NaN   10.8925                 NaN   39.9390        15.9199        1.06472     
  1131.48        2500.00        2.04529                 NaN            NaN   6.51780                 NaN   23.6324                 NaN   10.8938                 NaN   39.9634        15.9476       0.999643     
  1130.07        2500.00        2.03978                 NaN            NaN   6.52576                 NaN   23.6354                 NaN   10.9075                 NaN   39.9977        15.9673       0.926449     
  1128.65        2500.00        2.02920                 NaN            NaN   6.53554                 NaN   23.6572                 NaN   10.9221                 NaN   40.0207        15.9857       0.849610     
  1127.24        2500.00        2.02371                 NaN            NaN   6.54773                 NaN   23.6529                 NaN   10.9360                 NaN   40.0601        16.0063       0.773206     
  1125.83        2500.00        2.01453                 NaN            NaN   6.55427                 NaN   23.6729                 NaN   10.9505                 NaN   40.0849        16.0253       0.697595     
  1124.41        2500.00        2.00886                 NaN            NaN   6.56613                 NaN   23.6644                 NaN   10.9635                 NaN   40.1258        16.0468       0.624525     
  1123.00        2500.00        1.99965                 NaN            NaN   6.57304                 NaN   23.6893                 NaN   10.9791                 NaN   40.1497        16.0654       0.543801     
  1121.59        2500.00        1.99518                 NaN            NaN   6.58436                 NaN   23.6786                 NaN   10.9929                 NaN   40.1941        16.0879       0.467022     
  1120.17        2500.00        1.98472                 NaN            NaN   6.59163                 NaN   23.7063                 NaN   11.0078                 NaN   40.2159        16.1062       0.387475     
  1118.76        2500.00        1.98050                 NaN            NaN   6.60343                 NaN   23.6912                 NaN   11.0223                 NaN   40.2614        16.1296       0.311531     
  1117.34        2500.00        1.96952                 NaN            NaN   6.61079                 NaN   23.7237                 NaN   11.0366                 NaN   40.2828        16.1472       0.229411     
  1115.93        2500.00        1.96630                 NaN            NaN   6.62243                 NaN   23.7088                 NaN   11.0496                 NaN   40.3321        16.1705       0.150346     
  1114.52        2500.00        1.95438                 NaN            NaN   6.62962                 NaN   23.7416                 NaN   11.0655                 NaN   40.3512        16.1890       0.687318E-001
  1113.10        2500.00        1.94984                 NaN            NaN   6.64334                 NaN   23.7219                 NaN   11.0814                 NaN   40.3934        16.2101                 NaN
  1111.69        2500.00        1.82314                 NaN            NaN   6.84592                 NaN   23.6619                 NaN   11.0853                 NaN   40.3007        16.2822       0.793499E-003
  1110.28        2500.00        1.93305                 NaN            NaN   6.66523                 NaN   23.7351                 NaN   11.1055                 NaN   40.3607        16.2004                 NaN
  1108.86        2500.00        1.74892                 NaN            NaN   6.88858                 NaN   23.8044                 NaN   11.1696                 NaN   40.1355        16.2531                 NaN
  1107.45        2500.00        1.91131                 NaN            NaN   6.68872                 NaN   23.7497                 NaN   11.1417                 NaN   40.3108        16.1978                 NaN
  1106.03        2500.00        1.72807                 NaN            NaN   6.91366                 NaN   23.8194                 NaN   11.1992                 NaN   40.0912        16.2485                 NaN
  1104.62        2500.00        1.89062                 NaN            NaN   6.71203                 NaN   23.7657                 NaN   11.1738                 NaN   40.2667        16.1912                 NaN
  1103.21        2500.00        1.71231                 NaN            NaN   6.92938                 NaN   23.8415                 NaN   11.2328                 NaN   40.0476        16.2364                 NaN
  1101.79        2500.00        1.75524                 NaN            NaN   6.92546                 NaN   23.7272                 NaN   11.1949                 NaN   40.1448        16.2524                 NaN
  1100.38        2500.00        1.68634                 NaN            NaN   6.96073                 NaN   23.8565                 NaN   11.2656                 NaN   39.9983        16.2325                 NaN
  1098.96        2500.00        1.73139                 NaN            NaN   6.95249                 NaN   23.7425                 NaN   11.2284                 NaN   40.0975        16.2478                 NaN
  1097.55        2500.00        1.66424                 NaN            NaN   6.98745                 NaN   23.8734                 NaN   11.2956                 NaN   39.9521        16.2272                 NaN
  1096.14        2500.00        1.83387                 NaN            NaN   6.77730                 NaN   23.8215                 NaN   11.2652                 NaN   40.1364        16.1657                 NaN
  1094.72        2500.00        1.63765                 NaN            NaN   7.01685                 NaN   23.8963                 NaN   11.3391                 NaN   39.8953        16.2148                 NaN
  1093.31        2500.00        1.63342                 NaN            NaN   7.02094                 NaN   23.9072                 NaN   11.3461                 NaN   39.8796        16.2127                 NaN
  1091.90        2500.00        1.62483                 NaN            NaN   7.02782                 NaN   23.9237                 NaN   11.3683                 NaN   39.8539        16.2015                 NaN
  1090.48        2500.00        1.71635                 NaN            NaN   6.92140                 NaN   23.8226                 NaN   11.3510                 NaN   39.9941        16.1946                 NaN
  1089.07        2500.00        1.60090                 NaN            NaN   7.05676                 NaN   23.9400                 NaN   11.3966                 NaN   39.8062        16.1995                 NaN
  1087.65        2500.00        1.70144                 NaN            NaN   6.93743                 NaN   23.8464                 NaN   11.3778                 NaN   39.9527        16.1843                 NaN
  1086.24        2500.00        1.57806                 NaN            NaN   7.08190                 NaN   23.9626                 NaN   11.4304                 NaN   39.7561        16.1910                 NaN
  1084.83        2500.00        1.68531                 NaN            NaN   6.95551                 NaN   23.8715                 NaN   11.4073                 NaN   39.9087        16.1717                 NaN
  1083.41        2500.00        1.55557                 NaN            NaN   7.10684                 NaN   23.9857                 NaN   11.4634                 NaN   39.7059        16.1826                 NaN
  1082.00        2500.00        1.66798                 NaN            NaN   6.97406                 NaN   23.8979                 NaN   11.4369                 NaN   39.8629        16.1602                 NaN
  1080.59        2500.00        1.53428                 NaN            NaN   7.12900                 NaN   24.0118                 NaN   11.4980                 NaN   39.6551        16.1718                 NaN
  1079.17        2500.00        1.65082                 NaN            NaN   6.99260                 NaN   23.9247                 NaN   11.4669                 NaN   39.8171        16.1479                 NaN
  1077.76        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1076.34        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1074.93        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1073.52        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1072.10        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1070.69        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1069.28        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1067.86        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1066.45        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1065.03        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1063.62        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1062.21        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1060.79        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1059.38        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1057.97        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1056.55        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1055.14        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1053.72        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1052.31        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1050.90        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1049.48        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1048.07        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1046.65        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1045.24        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1043.83        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1042.41        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1041.00        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1039.59        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1038.17        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1036.76        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1035.34        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1033.93        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1032.52        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1031.10        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1029.69        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1028.28        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1026.86        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1025.45        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1024.03        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1022.62        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1021.21        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1019.79        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1018.38        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1016.97        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1015.55        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1014.14        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1012.72        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1011.31        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1009.90        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
  1008.48        2500.00        1.54441                 NaN            NaN   1.20420        5.70701        24.4796                 NaN   11.8749                 NaN   39.2020        15.9880                 NaN
