|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1544.31        2500.00                 NaN   98.9758       0.928644       0.955648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.89        2500.00                 NaN   99.4266       0.520763       0.526749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.48        2500.00                 NaN   99.4321       0.514830       0.530429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.07        2500.00                 NaN   99.4325       0.515230       0.522780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.65        2500.00                 NaN   99.4363       0.512517       0.511910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.24        2500.00                 NaN   99.4401       0.508542       0.513202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.82        2500.00                 NaN   99.4427       0.507679       0.495917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        2500.00                 NaN   99.4468       0.504164       0.490483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.00        2500.00                 NaN   99.4505       0.501014       0.484379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        2500.00                 NaN   99.4542       0.497105       0.487343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.17        2500.00                 NaN   99.4569       0.495619       0.474831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00                 NaN   99.3823       0.247426       0.572123E-002            NaN  0.364590                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        2500.00                 NaN   99.3287       0.324579       0.120106E-001            NaN  0.334696                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00                 NaN   99.3196                 NaN            NaN            NaN  0.680391                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        2500.00                 NaN   99.2492                 NaN            NaN            NaN  0.750750                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        2500.00                 NaN   99.6027                 NaN            NaN            NaN  0.397287                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.1041                 NaN  0.183260E-001            NaN  0.877619                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00                 NaN   99.3209                 NaN            NaN            NaN  0.679122                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        2500.00                 NaN   99.3203                 NaN            NaN            NaN  0.679742                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00                 NaN   99.3178                 NaN            NaN            NaN  0.682244                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00                 NaN   99.3179                 NaN            NaN            NaN  0.682140                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN   99.3193                 NaN            NaN            NaN  0.680742                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        2500.00                 NaN   99.3161                 NaN            NaN            NaN  0.683908                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00                 NaN   99.3194                 NaN            NaN            NaN  0.680597                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        2500.00                 NaN   99.3139                 NaN            NaN            NaN  0.686128                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00                 NaN   99.3131                 NaN            NaN            NaN  0.686937                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        2500.00                 NaN   99.3083                 NaN            NaN            NaN  0.691710                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        2500.00                 NaN   99.5222                 NaN            NaN            NaN  0.477838                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00                 NaN   99.0841                 NaN            NaN            NaN  0.915862                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00                 NaN   99.2978                 NaN            NaN            NaN  0.702175                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        2500.00       0.132421E-002   99.1880                 NaN            NaN            NaN  0.810721                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        2500.00       0.352179E-002   99.3855                 NaN            NaN            NaN  0.611021                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        2500.00       0.637439E-002   99.2699                 NaN            NaN            NaN  0.723772                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        2500.00       0.628305E-002   99.2584                 NaN            NaN            NaN  0.735280                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00       0.569433E-002   99.1799                 NaN            NaN            NaN  0.141213       0.673233                 NaN            NaN            NaN            NaN            NaN
  1494.82        2500.00       0.362201E-002   98.9120                 NaN            NaN            NaN  0.697455       0.386891                 NaN            NaN            NaN            NaN            NaN
  1493.41        2500.00       0.353125E-002   98.9214                 NaN            NaN            NaN  0.384383       0.690725                 NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00       0.341268E-002   98.9322                 NaN            NaN            NaN  0.380899       0.683516                 NaN            NaN            NaN            NaN            NaN
  1490.58        2500.00       0.330710E-002   98.9412                 NaN            NaN            NaN  0.676686       0.378771                 NaN            NaN            NaN            NaN            NaN
  1489.17        2500.00       0.321030E-002   98.9496                 NaN            NaN            NaN  0.376346       0.670882                 NaN            NaN            NaN            NaN            NaN
  1487.76        2500.00       0.314269E-002   98.9558                 NaN            NaN            NaN  0.666459       0.374603                 NaN            NaN            NaN            NaN            NaN
  1486.34        2500.00       0.302630E-002   98.9682                 NaN            NaN            NaN  0.658472       0.370331                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00       0.292132E-002   98.9751                 NaN            NaN            NaN  0.653396       0.368538                 NaN            NaN            NaN            NaN            NaN
  1483.51        2500.00       0.285105E-002   98.9820                 NaN            NaN            NaN  0.365958       0.649161                 NaN            NaN            NaN            NaN            NaN
  1482.10        2500.00       0.274633E-002   98.9920                 NaN            NaN            NaN  0.363321       0.641914                 NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00       0.265358E-002   98.9991                 NaN            NaN            NaN  0.637080       0.361173                 NaN            NaN            NaN            NaN            NaN
  1479.27        2500.00       0.255894E-002   99.0063                 NaN            NaN            NaN  0.358791       0.632302                 NaN            NaN            NaN            NaN            NaN
  1477.86        2500.00       0.154774E-002   99.3848                 NaN            NaN            NaN  0.391550       0.222123                 NaN            NaN            NaN            NaN            NaN
  1476.45        2500.00       0.333337E-002   98.6502                 NaN            NaN            NaN  0.488492       0.857957                 NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00       0.231071E-002   99.0287                 NaN            NaN            NaN  0.617028       0.351926                 NaN            NaN            NaN            NaN            NaN
  1473.62        2500.00       0.302023E-002   98.6785                 NaN            NaN            NaN  0.477321       0.841145                 NaN            NaN            NaN            NaN            NaN
  1472.20        2500.00       0.132823E-002   99.4011                 NaN            NaN            NaN  0.380245       0.217318                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.208917E-002   99.0488                 NaN            NaN            NaN  0.344940       0.604208                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.201385E-002   99.0556                 NaN  0.103489E-005            NaN  0.599369       0.343033                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.191802E-002   99.0637                 NaN            NaN            NaN  0.593882       0.340522                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.187570E-002   99.0712                 NaN  0.130589E-005            NaN  0.588550       0.338368                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00       0.178713E-002   99.0745                 NaN            NaN            NaN  0.586511       0.337168                 NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.175157E-002   99.0821                 NaN            NaN            NaN  0.334701       0.581439                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.198982E-002   98.9029                 NaN            NaN            NaN  0.400749       0.694355                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.126307E-002   99.2821                 NaN            NaN            NaN  0.454284       0.262326                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00       0.155382E-002   99.0998                 NaN            NaN            NaN  0.328846       0.569797                 NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.148863E-002   99.1039                 NaN            NaN            NaN  0.567443       0.327187                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.141203E-002   99.1133                 NaN            NaN            NaN  0.561178       0.324112                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.135330E-002   99.1163                 NaN            NaN            NaN  0.323094       0.559211                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.127617E-002   99.1205                 NaN            NaN            NaN  0.557217       0.321016                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.125791E-002   99.1275                 NaN            NaN            NaN  0.319189       0.552018                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.118338E-002   99.1323                 NaN            NaN            NaN  0.317576       0.548898                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.114135E-002   99.1366                 NaN  0.317467E-005            NaN  0.315944       0.546318                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.439227E-002   99.8785                 NaN            NaN            NaN  0.211275E-001  0.959932E-001            NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00                 NaN   98.4107                 NaN            NaN            NaN  0.532550        1.05678                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.485873E-003   99.1516                 NaN            NaN            NaN  0.310001       0.537903                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00                 NaN   99.1558                 NaN            NaN            NaN  0.537087       0.307067                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.103956E-003   99.1606                 NaN            NaN            NaN  0.533268       0.306031                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.846730E-003   99.1649                 NaN            NaN            NaN  0.528719       0.305500                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.794232E-003   99.1693                 NaN            NaN            NaN  0.303741       0.526140                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.752097E-003   99.1721                 NaN            NaN            NaN  0.302323       0.524815                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.230803E-003   99.9998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.118906E-002   98.3603                 NaN            NaN            NaN   1.03976       0.598760                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.848076E-003   98.7451                 NaN  0.981007E-006            NaN  0.456471       0.797600                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.194928E-003   99.7507                 NaN            NaN            NaN  0.922932E-001  0.156822                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.648463E-003   99.0691                 NaN            NaN            NaN  0.591177       0.339120                 NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00       0.516797E-003   99.1958                 NaN            NaN            NaN  0.292653       0.511070                 NaN            NaN            NaN            NaN            NaN
  1428.38        2500.00       0.496096E-003   99.2013                 NaN            NaN            NaN  0.507176       0.291056                 NaN            NaN            NaN            NaN            NaN
  1426.96        2500.00       0.262505E-003   99.1062                 NaN  0.802079E-004            NaN  0.513808       0.333635       0.460359E-001            NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.1962                 NaN            NaN            NaN  0.561277       0.754071       0.488475                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.2244                 NaN            NaN            NaN  0.552599       0.743032       0.479962                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.2354                 NaN  0.467893E-001            NaN  0.670640       0.562241       0.484965                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.2074                 NaN  0.269001                 NaN  0.357575       0.633601       0.532408                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.2309                 NaN  0.268782                 NaN  0.347219       0.627625       0.525479                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.2557                 NaN  0.268508                 NaN  0.621481       0.336228       0.518052                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.2797                 NaN  0.267960                 NaN  0.614853       0.326294       0.511214                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.3053                 NaN  0.267234                 NaN  0.608865       0.314994       0.503622                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.3276                 NaN  0.266850                 NaN  0.603388       0.305142       0.496985                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.3508                 NaN  0.266365                 NaN  0.597274       0.295470       0.490124                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.3713                 NaN  0.266291                 NaN  0.286957       0.591423       0.483994                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.3943                 NaN  0.265323                 NaN  0.586536       0.276730       0.477158                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.3980                 NaN  0.269742                 NaN  0.264151       0.591320       0.476826                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.4453                 NaN  0.260514                 NaN  0.261278       0.572045       0.460889                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.4544                 NaN  0.264225                 NaN  0.572082       0.250092       0.459243                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.6222                 NaN  0.238062                 NaN  0.508111       0.221844       0.409826                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.3299                 NaN  0.290501                 NaN  0.624436       0.260411       0.494797                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.5104                 NaN  0.262680                 NaN  0.225792       0.558690       0.442467                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.5203                 NaN  0.263771                 NaN  0.221890       0.553640       0.440374                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.5550                 NaN  0.260517                 NaN  0.206576       0.549409       0.428467                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.5635                 NaN  0.261058                 NaN  0.546381       0.202621       0.426410                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.5787                 NaN  0.260878                 NaN  0.194947       0.543536       0.421964                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.5974                 NaN  0.259886                 NaN  0.538892       0.187587       0.416190                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.6429                 NaN  0.254381                 NaN  0.520411       0.179126       0.403206                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.5947                 NaN  0.264013                 NaN  0.179642       0.545907       0.415767                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.6431                 NaN  0.258064                 NaN  0.527860       0.168785       0.402156                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.6575                 NaN  0.257339                 NaN  0.525913       0.161665       0.397595                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.6734                 NaN  0.256646                 NaN  0.155893       0.521161       0.392918                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.6866                 NaN  0.255868                 NaN  0.149832       0.519032       0.388650                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.7000                 NaN  0.255145                 NaN  0.143764       0.516521       0.384564                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.7152                 NaN  0.254281                 NaN  0.139013       0.511812       0.379671                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.7237                 NaN  0.253551                 NaN  0.132898       0.512892       0.376999                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.7370                 NaN  0.254362                 NaN  0.508740       0.125918       0.373932                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.7632                 NaN  0.247973                 NaN  0.499448       0.125439       0.363952                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.7663                 NaN  0.250097                 NaN  0.118322       0.501789       0.363519                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.7754                 NaN  0.252074                 NaN  0.110337       0.500251       0.361909                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.7929                 NaN  0.246855                 NaN  0.497992       0.107296       0.354924                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.8057                 NaN  0.245148                 NaN  0.492259       0.106159       0.350691                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.8149                 NaN  0.244692                 NaN  0.492471       0.100298       0.347658                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   98.8256                 NaN  0.243734                 NaN  0.490016       0.963317E-001  0.344305                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   98.8369                 NaN  0.242463                 NaN  0.487723       0.922220E-001  0.340643                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   98.8474                 NaN  0.240869                 NaN  0.886028E-001  0.485947       0.337156                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   98.8567                 NaN  0.240151                 NaN  0.867337E-001  0.482154       0.334287                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   98.8706                 NaN  0.237235                 NaN  0.828287E-001  0.479893       0.329462                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   98.8783                 NaN  0.235804                 NaN  0.796613E-001  0.479564       0.326689                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   98.8874                 NaN  0.234304                 NaN  0.759086E-001  0.478797       0.323595                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   98.8985                 NaN  0.232418                 NaN  0.740735E-001  0.475136       0.319892                 NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   98.9075                 NaN  0.230378                 NaN  0.473507       0.719608E-001  0.316625                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   98.9170                 NaN  0.228532                 NaN  0.472171       0.687613E-001  0.313536                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   98.9251                 NaN  0.238146                 NaN  0.463936E-001  0.477566       0.312750                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   98.9371                 NaN  0.212143                 NaN  0.859266E-001  0.460247       0.304614                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   98.9435                 NaN  0.221822                 NaN  0.466679       0.638634E-001  0.304178                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   98.9521                 NaN  0.219561                 NaN  0.466003       0.612383E-001  0.301125                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   98.9605                 NaN  0.217225                 NaN  0.606277E-001  0.463519       0.298101                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   98.9692                 NaN  0.215097                 NaN  0.462034       0.583118E-001  0.295347                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   98.9769                 NaN  0.212185                 NaN  0.460258       0.584592E-001  0.292186                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   98.9844                 NaN  0.209067                 NaN  0.459361       0.578982E-001  0.289316                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   98.9891                 NaN  0.206895                 NaN  0.574260E-001  0.459238       0.287331                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   98.9979                 NaN  0.204491                 NaN  0.547619E-001  0.458485       0.284373                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.0068                 NaN  0.201089                 NaN  0.454390       0.564407E-001  0.281255                 NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.0151                 NaN  0.196846                 NaN  0.451901       0.583229E-001  0.277844                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.0114                 NaN  0.194406                 NaN  0.450073       0.653003E-001  0.278816                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.0332                 NaN  0.191414                 NaN  0.452193       0.520015E-001  0.271149                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.0201                 NaN  0.189379                 NaN  0.453263       0.625369E-001  0.274734                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.0503                 NaN  0.184067                 NaN  0.445262       0.555658E-001  0.264770                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.0454                 NaN  0.181339                 NaN  0.447584       0.597737E-001  0.265862                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.0207                 NaN  0.192539                 NaN  0.494888                 NaN  0.271789       0.200789E-001            NaN            NaN            NaN
  1330.83        2500.00                 NaN   98.9261                 NaN  0.177701                 NaN  0.534154                 NaN  0.289529       0.725158E-001            NaN            NaN            NaN
  1329.41        2500.00                 NaN   98.9389                 NaN  0.176403                 NaN  0.527423                 NaN  0.286099       0.712034E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   98.9511                 NaN  0.175295                 NaN  0.520747                 NaN  0.282876       0.699732E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   98.9637                 NaN  0.174135                 NaN  0.513821                 NaN  0.279626       0.686963E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   98.9742                 NaN  0.172217                 NaN  0.509490                 NaN  0.276612       0.674904E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   98.9848                 NaN  0.170396                 NaN  0.505194                 NaN  0.273283       0.663138E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   98.9977                 NaN  0.168738                 NaN  0.498400                 NaN  0.270075       0.650782E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.0080                 NaN  0.166726                 NaN  0.494227                 NaN  0.267187       0.638628E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.0117                 NaN  0.164209                 NaN  0.491913                 NaN  0.268296       0.638402E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.0359                 NaN  0.160134                 NaN  0.486678                 NaN  0.257006       0.603276E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.0394                 NaN  0.160106                 NaN  0.481804                 NaN  0.258327       0.603913E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.0490                 NaN  0.157515                 NaN  0.478591                 NaN  0.255670       0.591821E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   99.0594                 NaN  0.155595                 NaN  0.474243                 NaN  0.252632       0.581083E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.0692                 NaN  0.154253                 NaN  0.469443                 NaN  0.250053       0.570942E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.0792                 NaN  0.150991                 NaN  0.466725                 NaN  0.247145       0.559534E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.0883                 NaN  0.149634                 NaN  0.462472                 NaN  0.244592       0.549667E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.0962                 NaN  0.145642                 NaN  0.462233                 NaN  0.242120       0.538029E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.1057                 NaN  0.144144                 NaN  0.457884                 NaN  0.239513       0.528067E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.1142                 NaN  0.140190                 NaN  0.456875                 NaN  0.237067       0.516688E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   99.1240                 NaN  0.140632                 NaN  0.450085                 NaN  0.234447       0.508817E-001            NaN            NaN            NaN
  1302.55        2500.00                 NaN   99.1302                 NaN  0.136181                 NaN  0.451304                 NaN  0.232532       0.497580E-001            NaN            NaN            NaN
  1301.14        2500.00                 NaN   86.9678                 NaN   1.12311                 NaN   2.68540                 NaN   1.77602       0.520163        6.92752                 NaN            NaN
  1299.72        2500.00                 NaN   74.3278                 NaN   2.30447                 NaN   4.87083                 NaN   3.36906        1.00111        14.1267                 NaN            NaN
  1298.31        2500.00                 NaN   77.7289                 NaN   2.09268                 NaN   4.19905                 NaN   2.92733       0.858734        12.1933                 NaN            NaN
  1296.89        2500.00                 NaN   80.7516                 NaN   1.86844                 NaN   3.62760                 NaN   2.53568       0.734145        10.4826                 NaN            NaN
  1295.48        2500.00                 NaN   83.2730                 NaN   1.66716                 NaN   3.16106                 NaN   2.20976       0.631393        9.05759                 NaN            NaN
  1294.07        2500.00        1.12739        81.6765                 NaN   1.20692                 NaN   3.74333                 NaN   2.33700                 NaN   9.90885                 NaN            NaN
  1292.65        2500.00        1.07250        83.1556                 NaN   1.10205                 NaN   3.44953                 NaN   2.14460                 NaN   9.07577                 NaN            NaN
  1291.24        2500.00       0.933470        85.3244                 NaN  0.987903                 NaN   2.98807                 NaN   1.86866                 NaN   7.89745                 NaN            NaN
  1289.83        2500.00       0.801075        87.2301                 NaN  0.873889                 NaN   2.63969                 NaN   1.63103                 NaN   6.82426                 NaN            NaN
  1288.41        2500.00       0.696467        88.8008                 NaN  0.801281                 NaN   2.30909                 NaN   1.43362                 NaN   5.95876                 NaN            NaN
  1287.00        2500.00       0.623659        89.9143                 NaN  0.728076                 NaN   2.10069                 NaN   1.29456                 NaN   5.33872                 NaN            NaN
  1285.58        2500.00       0.570091        90.7772                 NaN  0.674740                 NaN   1.92289                 NaN   1.18851                 NaN   4.86656                 NaN            NaN
  1284.17        2500.00       0.506137        91.7236                 NaN  0.619064                 NaN   1.75635                 NaN   1.06556                 NaN   4.32930                 NaN            NaN
