|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1396.37        500.000        98.6881       0.284051       0.486328                 NaN            NaN  0.385417       0.156067                 NaN            NaN            NaN
  1395.30        500.000        98.7125       0.279403       0.477781                 NaN            NaN  0.377932       0.152405                 NaN            NaN            NaN
  1394.23        500.000        98.7223       0.283683       0.473012                 NaN            NaN  0.374246       0.146739                 NaN            NaN            NaN
  1393.16        500.000        98.7335       0.271229       0.472202                 NaN            NaN  0.371699       0.151375                 NaN            NaN            NaN
  1392.09        500.000        98.7543       0.260460       0.467352                 NaN            NaN  0.365694       0.152207                 NaN            NaN            NaN
  1391.02        500.000        98.7655       0.253166       0.465332                 NaN            NaN  0.362732       0.153312                 NaN            NaN            NaN
  1389.96        500.000        98.7791       0.246316       0.461878                 NaN            NaN  0.358876       0.153844                 NaN            NaN            NaN
  1388.89        500.000        98.7917       0.459930       0.238098                 NaN            NaN  0.355293       0.155023                 NaN            NaN            NaN
  1387.82        500.000        98.8057       0.456314       0.230348                 NaN            NaN  0.351523       0.156104                 NaN            NaN            NaN
  1386.75        500.000        98.8189       0.452820       0.224931                 NaN            NaN  0.347506       0.155863                 NaN            NaN            NaN
  1385.68        500.000        98.8180       0.238033       0.446380                 NaN            NaN  0.348088       0.149524                 NaN            NaN            NaN
  1384.61        500.000        98.8549       0.453537       0.188232                 NaN            NaN  0.337433       0.165932                 NaN            NaN            NaN
  1383.55        500.000        98.8559       0.446698       0.201292                 NaN            NaN  0.337224       0.158858                 NaN            NaN            NaN
  1382.48        500.000        98.8695       0.442550       0.195628                 NaN            NaN  0.333325       0.159029                 NaN            NaN            NaN
  1381.41        500.000        98.8742       0.367984       0.385519                 NaN            NaN  0.317122       0.551864E-001            NaN            NaN            NaN
  1380.34        500.000        98.8924       0.498225       0.866922E-003            NaN            NaN  0.341614       0.266925                 NaN            NaN            NaN
  1379.27        500.000        98.9034       0.436865       0.174710                 NaN            NaN  0.323684       0.161387                 NaN            NaN            NaN
  1378.20        500.000        98.9146       0.432873       0.170318                 NaN            NaN  0.320450       0.161734                 NaN            NaN            NaN
  1377.13        500.000        98.9238       0.432813       0.162661                 NaN            NaN  0.317881       0.162868                 NaN            NaN            NaN
  1376.07        500.000        98.9266       0.432562       0.160145                 NaN            NaN  0.317343       0.163359                 NaN            NaN            NaN
  1375.00        500.000        98.9539       0.425778       0.149529                 NaN            NaN  0.308572       0.162266                 NaN            NaN            NaN
  1373.93        500.000        98.9561       0.425841       0.145729                 NaN            NaN  0.308434       0.163858                 NaN            NaN            NaN
  1372.86        500.000        98.9668       0.140526       0.423261                 NaN            NaN  0.305320       0.164135                 NaN            NaN            NaN
  1371.79        500.000        98.9745       0.134158       0.422913                 NaN            NaN  0.303420       0.165055                 NaN            NaN            NaN
  1370.72        500.000        98.9924       0.462646                 NaN            NaN            NaN  0.307692       0.237232                 NaN            NaN            NaN
  1369.66        500.000        99.3574       0.202839       0.223479                 NaN            NaN  0.181304       0.349502E-001            NaN            NaN            NaN
  1368.59        500.000        98.6445       0.167711       0.565573                 NaN            NaN  0.399847       0.222365                 NaN            NaN            NaN
  1367.52        500.000        99.0110       0.114002       0.416777                 NaN            NaN  0.292530       0.165652                 NaN            NaN            NaN
  1366.45        500.000        99.0282       0.410453       0.106979                 NaN            NaN  0.287682       0.166731                 NaN            NaN            NaN
  1365.38        500.000        99.0345       0.102344       0.411599                 NaN            NaN  0.285381       0.166184                 NaN            NaN            NaN
  1364.31        500.000        99.0337       0.412400       0.993825E-001            NaN            NaN  0.286159       0.168408                 NaN            NaN            NaN
  1363.25        500.000        99.0605       0.406010       0.909679E-001            NaN            NaN  0.277395       0.165122                 NaN            NaN            NaN
  1362.18        500.000        99.0617       0.897697E-001  0.404960                 NaN            NaN  0.277516       0.166021                 NaN            NaN            NaN
  1361.11        500.000        99.0693       0.403864       0.858415E-001            NaN            NaN  0.275059       0.165897                 NaN            NaN            NaN
  1360.04        500.000        99.0790       0.402382       0.797786E-001            NaN            NaN  0.272334       0.166526                 NaN            NaN            NaN
  1358.97        500.000        99.0851       0.400830       0.776877E-001            NaN            NaN  0.270369       0.165973                 NaN            NaN            NaN
  1357.90        500.000        99.0957       0.399520       0.710225E-001            NaN            NaN  0.267292       0.166481                 NaN            NaN            NaN
  1356.84        500.000        99.1023       0.682320E-001  0.397962                 NaN            NaN  0.265289       0.166260                 NaN            NaN            NaN
  1355.77        500.000        99.1029       0.377965       0.107317                 NaN            NaN  0.262699       0.149111                 NaN            NaN            NaN
  1354.70        500.000        99.1260       0.179157E-001  0.413886                 NaN            NaN  0.260332       0.181912                 NaN            NaN            NaN
  1353.63        500.000        99.1193       0.547734E-001  0.399513                 NaN            NaN  0.260110       0.166304                 NaN            NaN            NaN
  1352.56        500.000        99.1381       0.558199E-001  0.389029                 NaN            NaN  0.253948       0.163101                 NaN            NaN            NaN
  1351.49        500.000        99.1413       0.496608E-001  0.390438                 NaN            NaN  0.253553       0.165004                 NaN            NaN            NaN
  1350.43        500.000        99.1511       0.459660E-001  0.388628                 NaN            NaN  0.250234       0.164039                 NaN            NaN            NaN
  1349.36        500.000        99.1565       0.427456E-001  0.388387                 NaN            NaN  0.248648       0.163672                 NaN            NaN            NaN
  1348.29        500.000        99.1629       0.392287E-001  0.387711                 NaN            NaN  0.246722       0.163480                 NaN            NaN            NaN
  1347.22        500.000        99.1707       0.379081E-001  0.385461                 NaN            NaN  0.244010       0.161895                 NaN            NaN            NaN
  1346.15        500.000        99.1780       0.384355       0.334236E-001            NaN            NaN  0.241987       0.162207                 NaN            NaN            NaN
  1345.08        500.000        99.1838       0.383126       0.321823E-001            NaN            NaN  0.239913       0.160977                 NaN            NaN            NaN
  1344.02        500.000        99.1919       0.381539       0.282266E-001            NaN            NaN  0.237585       0.160772                 NaN            NaN            NaN
  1342.95        500.000        99.1949       0.257550E-001  0.382541                 NaN            NaN  0.236487       0.160267                 NaN            NaN            NaN
  1341.88        500.000        99.2060       0.377417       0.264359E-001            NaN            NaN  0.232709       0.157450                 NaN            NaN            NaN
  1340.81        500.000        99.2102       0.231327E-001  0.377468                 NaN            NaN  0.231491       0.157674                 NaN            NaN            NaN
  1339.74        500.000        99.2173       0.376486       0.199134E-001            NaN            NaN  0.229308       0.157041                 NaN            NaN            NaN
  1338.67        500.000        99.2235       0.377365       0.149887E-001            NaN            NaN  0.227438       0.156754                 NaN            NaN            NaN
  1337.61        500.000        99.2308       0.372818       0.165752E-001            NaN            NaN  0.224949       0.154871                 NaN            NaN            NaN
  1336.54        500.000        99.2366       0.372533       0.136024E-001            NaN            NaN  0.223110       0.154161                 NaN            NaN            NaN
  1335.47        500.000        99.2425       0.371801       0.113419E-001            NaN            NaN  0.221192       0.153154                 NaN            NaN            NaN
  1334.40        500.000        99.2484       0.105166E-001  0.369688                 NaN            NaN  0.219321       0.152079                 NaN            NaN            NaN
  1333.33        500.000        99.2546       0.794715E-002  0.369478                 NaN            NaN  0.217177       0.150846                 NaN            NaN            NaN
  1332.26        500.000        99.2184       0.390850                 NaN            NaN            NaN  0.228298       0.162441                 NaN            NaN            NaN
  1331.19        500.000        99.3086       0.344314       0.870709E-002            NaN            NaN  0.200495       0.137895                 NaN            NaN            NaN
  1330.13        500.000        99.2717       0.365116       0.526645E-002            NaN            NaN  0.211408       0.146532                 NaN            NaN            NaN
  1329.06        500.000        99.2763       0.365021       0.341012E-002            NaN            NaN  0.209826       0.145467                 NaN            NaN            NaN
  1327.99        500.000        99.2787       0.297008E-001  0.348562                 NaN            NaN  0.208052       0.134992                 NaN            NaN            NaN
  1326.92        500.000        99.2880       0.363029                 NaN            NaN            NaN  0.205919       0.143019                 NaN            NaN            NaN
  1325.85        500.000        99.2838       0.328216       0.647772E-001            NaN            NaN  0.204299       0.118919                 NaN            NaN            NaN
  1324.78        500.000        99.2963       0.357507                 NaN            NaN            NaN  0.203372       0.142794                 NaN            NaN            NaN
  1323.72        500.000        99.2777       0.387782                 NaN            NaN            NaN  0.207216       0.127314                 NaN            NaN            NaN
  1322.65        500.000        99.3298       0.329884                 NaN            NaN            NaN  0.193000       0.147303                 NaN            NaN            NaN
  1321.58        500.000        99.3118       0.355669                 NaN            NaN            NaN  0.197618       0.134963                 NaN            NaN            NaN
  1320.51        500.000        99.3091       0.305058       0.870305E-001            NaN            NaN  0.195021       0.103814                 NaN            NaN            NaN
  1319.44        500.000        99.3234       0.349930                 NaN            NaN            NaN  0.194036       0.132633                 NaN            NaN            NaN
  1318.37        500.000        99.3197       0.312887       0.690291E-001            NaN            NaN  0.192131       0.106276                 NaN            NaN            NaN
  1317.31        500.000        99.3321       0.349336                 NaN            NaN            NaN  0.190660       0.127893                 NaN            NaN            NaN
  1316.24        500.000        99.3149       0.169142       0.252926                 NaN            NaN  0.190278       0.727141E-001            NaN            NaN            NaN
  1315.17        500.000        99.3465       0.342461                 NaN            NaN            NaN  0.185908       0.125173                 NaN            NaN            NaN
  1314.10        500.000        99.3466       0.343833                 NaN            NaN            NaN  0.185853       0.123738                 NaN            NaN            NaN
  1313.03        500.000        99.3513       0.342262                 NaN            NaN            NaN  0.184262       0.122223                 NaN            NaN            NaN
  1311.96        500.000        99.1679       0.410093                 NaN            NaN            NaN  0.246662       0.175361                 NaN            NaN            NaN
  1310.90        500.000        99.5505       0.243460                 NaN            NaN            NaN  0.117415       0.886295E-001            NaN            NaN            NaN
  1309.83        500.000        99.3641       0.340077                 NaN            NaN            NaN  0.179695       0.116134                 NaN            NaN            NaN
  1308.76        500.000        99.3693       0.331222                 NaN            NaN            NaN  0.178707       0.120749                 NaN            NaN            NaN
  1307.69        500.000        99.3740       0.336501                 NaN            NaN            NaN  0.176134       0.113376                 NaN            NaN            NaN
  1306.62        500.000        99.3762       0.338258                 NaN            NaN            NaN  0.175318       0.110208                 NaN            NaN            NaN
  1305.55        500.000        99.3801       0.337114                 NaN            NaN            NaN  0.174009       0.108798                 NaN            NaN            NaN
  1304.49        500.000        99.3841       0.337113                 NaN            NaN            NaN  0.172505       0.106239                 NaN            NaN            NaN
  1303.42        500.000        99.3579       0.262649       0.174875                 NaN            NaN  0.173371       0.312389E-001            NaN            NaN            NaN
  1302.35        500.000        99.3921       0.335393                 NaN            NaN            NaN  0.169420       0.103105                 NaN            NaN            NaN
  1301.28        500.000        99.3962       0.334559                 NaN            NaN            NaN  0.168306       0.100934                 NaN            NaN            NaN
  1300.21        500.000        99.3648       0.131366       0.278567                 NaN            NaN  0.171652       0.536563E-001            NaN            NaN            NaN
  1299.14        500.000        99.4190       0.319829                 NaN            NaN            NaN  0.162555       0.985690E-001            NaN            NaN            NaN
  1298.08        500.000        99.4064       0.334345                 NaN            NaN            NaN  0.164549       0.946813E-001            NaN            NaN            NaN
  1297.01        500.000        99.4100       0.333290                 NaN            NaN            NaN  0.163385       0.933696E-001            NaN            NaN            NaN
  1295.94        500.000        99.4135       0.333055                 NaN            NaN            NaN  0.162063       0.914319E-001            NaN            NaN            NaN
  1294.87        500.000        99.4148       0.338773                 NaN            NaN            NaN  0.161141       0.852423E-001            NaN            NaN            NaN
  1293.80        500.000        99.4182       0.340008                 NaN            NaN            NaN  0.159979       0.818246E-001            NaN            NaN            NaN
  1292.73        500.000        99.4238       0.328270                 NaN            NaN            NaN  0.158785       0.891812E-001            NaN            NaN            NaN
  1291.67        500.000        99.4255       0.340355                 NaN            NaN            NaN  0.157196       0.769084E-001            NaN            NaN            NaN
  1290.60        500.000        99.4278       0.338546                 NaN            NaN            NaN  0.156524       0.771010E-001            NaN            NaN            NaN
  1289.53        500.000        99.4299       0.341220                 NaN            NaN            NaN  0.155588       0.732605E-001            NaN            NaN            NaN
  1288.46        500.000        99.4320       0.344843                 NaN            NaN            NaN  0.154635       0.685572E-001            NaN            NaN            NaN
  1287.39        500.000        99.4371       0.336858                 NaN            NaN            NaN  0.153290       0.727412E-001            NaN            NaN            NaN
  1286.32        500.000        99.4290       0.373853                 NaN            NaN            NaN  0.153917       0.432678E-001            NaN            NaN            NaN
  1285.26        500.000        99.4437       0.334992                 NaN            NaN            NaN  0.151328       0.699605E-001            NaN            NaN            NaN
  1284.19        500.000        99.4339       0.377389                 NaN            NaN            NaN  0.151601       0.370797E-001            NaN            NaN            NaN
  1283.12        500.000        99.4439       0.353852                 NaN            NaN            NaN  0.149889       0.523470E-001            NaN            NaN            NaN
  1282.05        500.000        99.4453       0.357189                 NaN            NaN            NaN  0.149249       0.482362E-001            NaN            NaN            NaN
  1280.98        500.000        99.4443       0.369250                 NaN            NaN            NaN  0.149063       0.373590E-001            NaN            NaN            NaN
  1279.91        500.000        99.4526       0.352656                 NaN            NaN            NaN  0.146875       0.478502E-001            NaN            NaN            NaN
  1278.84        500.000        99.4530       0.350755                 NaN            NaN            NaN  0.147607       0.485886E-001            NaN            NaN            NaN
  1277.78        500.000        94.4351        1.80740                 NaN            NaN            NaN  0.702938                 NaN   2.97453       0.800240E-001            NaN
  1276.71        500.000        92.2330        2.35938                 NaN            NaN            NaN  0.961414                 NaN   4.20871       0.237542                 NaN
  1275.64        500.000        92.8015        2.17475                 NaN            NaN            NaN  0.893788       0.196629E-001   3.89030       0.220051                 NaN
  1274.57        500.000        93.3031        2.01021                 NaN            NaN            NaN  0.833961       0.376843E-001   3.61033       0.204698                 NaN
  1273.50        500.000        93.7466        1.88126                 NaN            NaN            NaN  0.781207       0.392803E-001   3.36150       0.190181                 NaN
  1272.43        500.000        94.1337        1.77065                 NaN            NaN            NaN  0.734893       0.389021E-001   3.14439       0.177446                 NaN
  1271.37        500.000        94.4774        1.66546                 NaN            NaN            NaN  0.693594       0.439054E-001   2.95309       0.166560                 NaN
  1270.30        500.000        94.7828        1.58514                 NaN            NaN            NaN  0.656911       0.374960E-001   2.78162       0.156084                 NaN
  1269.23        500.000        95.0574        1.50846                 NaN            NaN            NaN  0.623730       0.348692E-001   2.62863       0.146932                 NaN
  1268.16        500.000        95.3091        1.44035                 NaN            NaN            NaN  0.593408       0.296487E-001   2.48904       0.138417                 NaN
  1267.09        500.000        95.5260        1.38425                 NaN            NaN            NaN  0.566860       0.247065E-001   2.36726       0.130930                 NaN
  1266.02        500.000        95.7322        1.31692                 NaN            NaN            NaN  0.541560       0.302065E-001   2.25457       0.124538                 NaN
  1264.96        500.000        95.9200        1.26279                 NaN            NaN            NaN  0.518487       0.294793E-001   2.15088       0.118348                 NaN
  1263.89        500.000        96.0913        1.21375                 NaN            NaN            NaN  0.497345       0.279835E-001   2.05695       0.112627                 NaN
  1262.82        500.000        96.2442        1.16564                 NaN            NaN            NaN  0.478239       0.310535E-001   1.97313       0.107737                 NaN
  1261.75        500.000        96.3952        1.12959                 NaN            NaN            NaN  0.459655       0.230122E-001   1.89019       0.102321                 NaN
  1260.68        500.000        96.5392        1.08906                 NaN            NaN            NaN  0.441883       0.194379E-001   1.81295       0.974570E-001            NaN
  1259.61        500.000        96.6475        1.05567                 NaN            NaN            NaN  0.427691       0.235303E-001   1.75168       0.939057E-001            NaN
  1258.55        500.000        96.7680        1.01825                 NaN            NaN            NaN  0.412613       0.238274E-001   1.68729       0.899763E-001            NaN
  1257.48        500.000        96.8849       0.990736                 NaN            NaN            NaN  0.397940       0.166590E-001   1.62400       0.857418E-001            NaN
  1256.41        500.000        96.9876       0.956222                 NaN            NaN            NaN  0.384817       0.200206E-001   1.56891       0.824323E-001            NaN
  1255.34        500.000        97.0822       0.929998                 NaN            NaN            NaN  0.372436       0.178995E-001   1.51819       0.792941E-001            NaN
  1254.27        500.000        97.1705       0.901212                 NaN            NaN            NaN  0.361292       0.206380E-001   1.47020       0.761900E-001            NaN
  1253.20        500.000        97.2575       0.877464                 NaN            NaN            NaN  0.349891       0.180011E-001   1.42394       0.732525E-001            NaN
  1252.14        500.000        97.3536       0.857277                 NaN            NaN            NaN  0.338050       0.746827E-002   1.37398       0.696580E-001            NaN
  1251.07        500.000        97.4168       0.834005                 NaN            NaN            NaN  0.329042       0.136997E-001   1.33876       0.676638E-001            NaN
  1250.00        500.000        97.4880       0.814396                 NaN            NaN            NaN  0.319759       0.125296E-001   1.30028       0.650800E-001            NaN
  1248.93        500.000        97.5588       0.793599                 NaN            NaN            NaN  0.310459       0.112432E-001   1.26325       0.626305E-001            NaN
  1247.86        500.000        97.6252       0.775348                 NaN            NaN            NaN  0.301707       0.952421E-002   1.22798       0.602860E-001            NaN
  1246.79        500.000        97.6863       0.758253                 NaN            NaN            NaN  0.293492       0.829345E-002   1.19556       0.580874E-001            NaN
  1245.73        500.000        97.7541       0.744000                 NaN            NaN            NaN  0.284810       0.955943E-003   1.16061       0.555322E-001            NaN
  1244.66        500.000        97.8013       0.728121                 NaN            NaN            NaN  0.278019       0.470676E-002   1.13402       0.538519E-001            NaN
  1243.59        500.000        97.8618       0.708488                 NaN            NaN            NaN  0.270882       0.413938E-002   1.10311       0.515449E-001            NaN
  1242.52        500.000        97.9123       0.698032                 NaN            NaN            NaN  0.262503       0.216991E-003   1.07676       0.501632E-001            NaN
  1241.45        500.000        97.9593       0.684429                 NaN            NaN            NaN  0.256792       0.366281E-005   1.05129       0.481403E-001            NaN
  1240.38        500.000        98.0098       0.666595                 NaN            NaN            NaN  0.250254       0.170514E-002   1.02529       0.463455E-001            NaN
  1239.32        500.000        98.0594       0.652423                 NaN            NaN            NaN  0.243137       0.273094E-004   1.00021       0.447860E-001            NaN
  1238.25        500.000        98.1057       0.633098                 NaN            NaN            NaN  0.238890       0.468222E-002  0.975141       0.425053E-001            NaN
  1237.18        500.000        98.1491       0.623838                 NaN            NaN            NaN  0.230718                 NaN  0.954518       0.418552E-001            NaN
  1236.11        500.000        98.1895       0.610433                 NaN            NaN            NaN  0.226521       0.145387E-002  0.932269       0.397991E-001            NaN
  1235.04        500.000        98.2330       0.597367                 NaN            NaN            NaN  0.219514       0.272886E-005  0.911297       0.388580E-001            NaN
  1233.97        500.000        98.2748       0.583771                 NaN            NaN            NaN  0.214821                 NaN  0.889558       0.370687E-001            NaN
  1232.90        500.000        98.3069       0.575370                 NaN            NaN            NaN  0.210885                 NaN  0.871445       0.354320E-001            NaN
  1231.84        500.000        98.3475       0.561062                 NaN            NaN            NaN  0.204064                 NaN  0.852565       0.348212E-001            NaN
  1230.77        500.000        98.3865       0.547723                 NaN            NaN            NaN  0.198838                 NaN  0.833388       0.335248E-001            NaN
  1229.70        500.000        98.4214       0.536553                 NaN            NaN            NaN  0.194400                 NaN  0.815420       0.321992E-001            NaN
  1228.63        500.000        98.4560       0.524965                 NaN            NaN            NaN  0.189399                 NaN  0.798460       0.312071E-001            NaN
  1227.56        500.000        98.4890       0.514162                 NaN            NaN            NaN  0.184972                 NaN  0.781793       0.300671E-001            NaN
  1226.49        500.000        98.5205       0.503939                 NaN            NaN            NaN  0.180714                 NaN  0.765895       0.289655E-001            NaN
  1225.43        500.000        98.5539       0.492562                 NaN            NaN            NaN  0.176210                 NaN  0.749408       0.278861E-001            NaN
  1224.36        500.000        98.5852       0.481608                 NaN            NaN            NaN  0.171822                 NaN  0.734322       0.270217E-001            NaN
  1223.29        500.000        98.6148       0.471687                 NaN            NaN            NaN  0.167416                 NaN  0.719905       0.262154E-001            NaN
  1222.22        500.000        98.6451       0.461312                 NaN            NaN            NaN  0.163456                 NaN  0.704947       0.252176E-001            NaN
  1221.15        500.000        98.6745       0.450890                 NaN            NaN            NaN  0.159373                 NaN  0.690750       0.244549E-001            NaN
  1220.08        500.000        98.7004       0.442958                 NaN            NaN            NaN  0.156690                 NaN  0.676849       0.231310E-001            NaN
  1219.02        500.000        98.7300       0.431338                 NaN            NaN            NaN  0.151104                 NaN  0.664554       0.230086E-001            NaN
  1217.95        500.000        98.7552       0.423181                 NaN            NaN            NaN  0.147974                 NaN  0.651514       0.221000E-001            NaN
  1216.88        500.000        98.7011       0.425713                 NaN            NaN            NaN  0.150881                 NaN  0.667740       0.219170E-001  0.326250E-001
  1215.81        500.000        80.8086        3.07274                 NaN            NaN            NaN   1.60799                 NaN   7.05027       0.137317        7.32312     
  1214.74        500.000        80.5321        2.58134                 NaN            NaN            NaN   1.65845       0.456817        7.14102       0.130470        7.49978     
  1213.67        500.000        84.5761        2.29229                 NaN            NaN            NaN   1.21984                 NaN   5.76640       0.138674        6.00668     
  1212.61        500.000        85.0381        2.48255       0.198442E-001            NaN            NaN   1.25688                 NaN   5.44979       0.966871E-001   5.65614     
  1211.54        500.000        89.5257        1.61374                 NaN            NaN            NaN  0.855223                 NaN   3.90000       0.770950E-001   4.02824     
  1210.47        500.000        82.7255        2.86389       0.500071E-005            NaN            NaN   1.44311                 NaN   6.27141       0.107808        6.58825     
  1209.40        500.000        29.6364        8.26759                 NaN            NaN            NaN   5.45989        1.33607        26.2577       0.494596        28.5478     
  1208.33        500.000        96.2244       0.573519        2.10134                 NaN            NaN   1.10076                 NaN            NaN            NaN            NaN
  1207.26        500.000        82.4417                 NaN            NaN            NaN            NaN  0.850832       0.724875        8.20661       0.200831        7.57518     
  1206.20        500.000        93.8456                 NaN            NaN            NaN            NaN   1.13390       0.595253        2.17509       0.795730E-001   2.17057     
  1205.13        500.000        96.8602        2.72803                 NaN            NaN            NaN  0.411771                 NaN            NaN            NaN            NaN
  1204.06        500.000        99.7649       0.118333                 NaN            NaN            NaN            NaN            NaN  0.116735                 NaN            NaN
  1202.99        500.000        98.7807       0.754718                 NaN            NaN            NaN  0.464567                 NaN            NaN            NaN            NaN
  1201.92        500.000        97.6995                 NaN            NaN            NaN            NaN            NaN            NaN   2.28989       0.106139E-001            NaN
  1200.85        500.000        98.6140       0.693250E-001  0.787154                 NaN            NaN  0.850134E-001            NaN            NaN  0.418195E-001  0.402682     
  1199.79        500.000        99.7439                 NaN            NaN            NaN            NaN            NaN  0.125222E-004  0.256039                 NaN            NaN
  1198.72        500.000        99.3513       0.154852                 NaN            NaN            NaN  0.848533E-001  0.171838       0.228317       0.879870E-002            NaN
  1197.65        500.000        99.5487       0.750381E-001            NaN            NaN            NaN  0.432773E-001  0.927295E-001  0.236369       0.390932E-002            NaN
  1196.58        500.000        99.3012       0.236054                 NaN            NaN            NaN            NaN            NaN  0.409524       0.531809E-001            NaN
  1195.51        500.000        94.9762       0.326766                 NaN            NaN            NaN  0.409864       0.274872        2.09093                 NaN   1.92133     
  1194.44        500.000        99.5762       0.145142E-001            NaN            NaN            NaN  0.489251E-001  0.161500       0.197731       0.109816E-002            NaN
  1193.38        500.000        99.4736       0.205582                 NaN            NaN            NaN  0.166077E-001            NaN  0.287507       0.167021E-001            NaN
  1192.31        500.000        99.0514       0.228749                 NaN            NaN            NaN  0.843636E-001            NaN  0.549896       0.855444E-001            NaN
  1191.24        500.000        97.8143       0.424155                 NaN            NaN            NaN  0.957428E-001            NaN   1.39304                 NaN  0.272761     
  1190.17        500.000                 NaN   6.65142        4.57665                 NaN            NaN   7.10981                 NaN   41.1605       0.558577        39.9431     
  1189.10        500.000                 NaN   11.2449                 NaN            NaN            NaN   7.12012                 NaN   41.1367       0.552505        39.9457     
  1188.03        500.000                 NaN   8.61424        2.58565                 NaN            NaN   7.09940                 NaN   41.1990       0.564653        39.9370     
  1186.96        500.000                 NaN   8.27873        2.92696                 NaN            NaN   7.10321                 NaN   41.1885       0.563350        39.9392     
  1185.90        500.000                 NaN   10.3664       0.833341                 NaN            NaN   7.10177                 NaN   41.1944       0.565700        39.9384     
  1184.83        500.000                 NaN   7.58325        3.62452                 NaN            NaN   7.10406                 NaN   41.1848       0.564072        39.9393     
  1183.76        500.000                 NaN  0.303576        10.9219       0.157447E-002            NaN   7.15572                 NaN   41.1192       0.555182        39.9428     
  1182.69        500.000                 NaN   9.54863        1.64511       0.743463E-003            NaN   7.09013                 NaN   41.2080       0.569966        39.9374     
  1181.62        500.000                 NaN   9.32810        1.87798                 NaN            NaN   6.97641                 NaN   41.2746       0.597922        39.9450     
  1180.55        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1179.49        500.000                 NaN   11.2201                 NaN            NaN            NaN   7.12130                 NaN   41.1579       0.559411        39.9413     
