|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/TIS/TIS_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1178.42        500.000                 NaN   11.2237                 NaN            NaN            NaN   7.12292                 NaN   41.1535       0.557820        39.9420     
  1177.35        500.000                 NaN   3.40756        7.82987                 NaN            NaN   7.12326                 NaN   41.1409       0.554009        39.9444     
  1176.28        500.000                 NaN   11.2381                 NaN            NaN            NaN   7.14802                 NaN   41.1178       0.552464        39.9436     
  1175.21        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1174.14        500.000                 NaN   11.2398                 NaN            NaN            NaN   7.14500                 NaN   41.1194       0.551653        39.9441     
  1173.08        500.000                 NaN   9.07742        2.18046                 NaN            NaN   7.13609                 NaN   41.1117       0.546541        39.9478     
  1172.01        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1170.94        500.000                 NaN   2.19229        9.05682                 NaN            NaN   7.13360                 NaN   41.1215       0.549626        39.9461     
  1169.87        500.000                 NaN   11.2540                 NaN            NaN            NaN   7.13718                 NaN   41.1156       0.547672        39.9455     
  1168.80        500.000                 NaN   11.2753                 NaN            NaN            NaN   7.15008                 NaN   41.0840       0.540175        39.9505     
  1167.73        500.000                 NaN   11.2623                 NaN            NaN            NaN   7.14276                 NaN   41.1016       0.544948        39.9485     
  1166.67        500.000                 NaN   8.63453        2.61781                 NaN            NaN   7.13680                 NaN   41.1155       0.548340        39.9471     
  1165.60        500.000                 NaN   9.60599        1.66859                 NaN            NaN   7.14641                 NaN   41.0851       0.542510        39.9514     
  1164.53        500.000                 NaN   11.1735       0.794190E-001  0.588465E-005            NaN   7.14669                 NaN   41.1118       0.543584        39.9450     
  1163.46        500.000                 NaN   8.22337        3.03624                 NaN            NaN   7.14190                 NaN   41.1052       0.545035        39.9482     
  1162.39        500.000                 NaN   11.2725                 NaN            NaN            NaN   7.15213                 NaN   41.0833       0.541007        39.9510     
  1161.32        500.000                 NaN   7.83601        3.42303                 NaN            NaN   7.14364                 NaN   41.1037       0.545472        39.9482     
  1160.26        500.000                 NaN   11.2711                 NaN            NaN            NaN   7.15260                 NaN   41.0850       0.541456        39.9499     
  1159.19        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1158.12        500.000                 NaN   10.1399        1.09568       0.101785E-001            NaN   7.13779                 NaN   41.1242       0.548279        39.9440     
  1157.05        500.000                 NaN   9.54282        1.71826                 NaN            NaN   7.15124                 NaN   41.0982       0.542040        39.9474     
  1155.98        500.000                 NaN   11.2932                 NaN            NaN            NaN   7.16768                 NaN   41.0530       0.532795        39.9534     
  1154.91        500.000                 NaN   7.53025        3.72631                 NaN            NaN   7.16148                 NaN   41.0899       0.544762        39.9473     
  1153.85        500.000                 NaN   5.75157        5.52790                 NaN            NaN   7.15675                 NaN   41.0714       0.538646        39.9537     
  1152.78        500.000                 NaN   11.2990                 NaN            NaN            NaN   7.17266                 NaN   41.0435       0.530484        39.9543     
  1151.71        500.000                 NaN   10.0962        1.17357       0.258936E-004            NaN   7.15791                 NaN   41.0860       0.537591        39.9487     
  1150.64        500.000                 NaN   9.82927        1.42564       0.824229E-003            NaN   7.14720                 NaN   41.1094       0.543772        39.9439     
  1149.57        500.000                 NaN  0.676727E-003   7.89972        3.36696                 NaN   7.15708                 NaN   41.0860       0.539703        39.9499     
  1148.50        500.000                 NaN  0.549274E-002   7.96376        3.29300                 NaN   7.15712                 NaN   41.0904       0.541244        39.9490     
  1147.44        500.000                 NaN   10.4182       0.250237E-001            NaN            NaN   6.96620       0.401519        41.5369       0.638529        40.0136     
  1146.37        500.000                 NaN   11.3043                 NaN            NaN            NaN   7.17916                 NaN   41.0331       0.528221        39.9552     
  1145.30        500.000                 NaN   6.62498        4.65211                 NaN            NaN   7.16575                 NaN   41.0712       0.535902        39.9501     
  1144.23        500.000                 NaN  0.753418E-003   8.40802        2.86528                 NaN   7.16478                 NaN   41.0736       0.536871        39.9507     
  1143.16        500.000                 NaN  0.329771E-003   8.55572        2.72328                 NaN   7.16994                 NaN   41.0642       0.534883        39.9516     
  1142.09        500.000                 NaN  0.694188E-003   8.66043        2.61823                 NaN   7.16936                 NaN   41.0651       0.534747        39.9515     
  1141.02        500.000                 NaN   8.90379        2.38281       0.386268E-003            NaN   7.17448                 NaN   41.0540       0.531906        39.9526     
  1139.96        500.000                 NaN  0.745881E-003   8.94489        2.33961                 NaN   7.17414                 NaN   41.0559       0.532495        39.9523     
  1138.89        500.000                 NaN   11.3027                 NaN            NaN            NaN   7.18359                 NaN   41.0310       0.527955        39.9547     
  1137.82        500.000                 NaN   3.48208        7.82332                 NaN            NaN   7.18565                 NaN   41.0277       0.526062        39.9552     
  1136.75        500.000                 NaN   3.87555        7.41855                 NaN            NaN   7.18475                 NaN   41.0413       0.527987        39.9519     
  1135.68        500.000                 NaN   11.3105                 NaN            NaN            NaN   7.18590                 NaN   41.0217       0.525851        39.9560     
  1134.61        500.000                 NaN   2.58514        8.72607                 NaN            NaN   7.19106                 NaN   41.0182       0.523626        39.9559     
  1133.55        500.000                 NaN   11.3123                 NaN            NaN            NaN   7.19161                 NaN   41.0163       0.523743        39.9561     
  1132.48        500.000                 NaN   11.3134                 NaN            NaN            NaN   7.19405                 NaN   41.0138       0.522840        39.9559     
  1131.41        500.000                 NaN   10.4327       0.880653       0.503624E-004            NaN   7.19515                 NaN   41.0133       0.522008        39.9561     
  1130.34        500.000                 NaN   10.6622       0.654271       0.506553E-004            NaN   7.19744                 NaN   41.0086       0.520850        39.9565     
  1129.27        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1128.20        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1127.14        500.000                 NaN   11.2230       0.102451                 NaN            NaN   7.20393                 NaN   40.9954       0.517602        39.9577     
  1126.07        500.000                 NaN   11.3454                 NaN            NaN            NaN   7.21358                 NaN   40.9674       0.511878        39.9618     
  1125.00        500.000                 NaN   10.0534        1.27608                 NaN            NaN   7.20656                 NaN   40.9891       0.516314        39.9586     
  1123.93        500.000                 NaN   11.1384       0.300765E-002            NaN            NaN   7.18328       0.114597        41.0434       0.531438        39.9859     
  1122.86        500.000                 NaN   11.0463       0.339632E-002            NaN            NaN   7.17694       0.177102        41.0580       0.535660        40.0026     
  1121.79        500.000                 NaN   11.0892       0.379028E-002            NaN            NaN   7.18794       0.154501        41.0377       0.528917        39.9979     
  1120.73        500.000                 NaN   2.22561        9.11629                 NaN            NaN   7.21520                 NaN   40.9699       0.511923        39.9611     
  1119.66        500.000                 NaN   7.49408        3.84758                 NaN            NaN   7.21508                 NaN   40.9702       0.512088        39.9609     
  1118.59        500.000                 NaN   7.37049        3.92926       0.498550E-004            NaN   7.19087                 NaN   41.0245       0.529095        39.9557     
  1117.52        500.000                 NaN   10.6178       0.474736E-002            NaN            NaN   7.14680       0.467510        41.1271       0.555597        40.0804     
  1116.45        500.000                 NaN   10.4740       0.188821E-005            NaN            NaN   7.13546       0.568069        41.1516       0.563291        40.1075     
  1115.38        500.000                 NaN   8.35380        2.97833       0.329796E-002            NaN   7.21142                 NaN   40.9785       0.514161        39.9605     
  1114.32        500.000                 NaN   6.05990        5.28964                 NaN            NaN   7.22230                 NaN   40.9570       0.508731        39.9624     
  1113.25        500.000                 NaN   10.1544       0.119586                 NaN            NaN   7.12882       0.713690        41.1675       0.567393        40.1486     
  1112.18        500.000                 NaN   7.77457        3.56399       0.475688E-003            NaN   7.21470                 NaN   40.9722       0.512743        39.9613     
  1111.11        500.000                 NaN   4.04512        7.31581                 NaN            NaN   7.23053                 NaN   40.9396       0.504555        39.9643     
  1110.04        500.000                 NaN   7.42679        3.91476       0.125417E-003            NaN   7.21715                 NaN   40.9676       0.511682        39.9619     
  1108.97        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1107.91        500.000                 NaN   10.0000       0.289633E-005            NaN            NaN   7.10156       0.889754        41.2297       0.585301        40.1937     
  1106.84        500.000                 NaN   11.3678                 NaN            NaN            NaN   7.23553                 NaN   40.9285       0.502657        39.9655     
  1105.77        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1104.70        500.000                 NaN   10.4381                 NaN            NaN            NaN   6.96556       0.404726        41.5384       0.638894        40.0144     
  1103.63        500.000                 NaN   6.53215        4.81856       0.790331E-005            NaN   7.22557                 NaN   40.9520       0.507983        39.9637     
  1102.56        500.000                 NaN   9.62671       0.126720E-003            NaN            NaN   7.08168        1.15232        41.2745       0.598355        40.2663     
  1101.50        500.000                 NaN   9.57733       0.125862E-003            NaN            NaN   7.07802        1.18573        41.2827       0.600759        40.2753     
  1100.43        500.000                 NaN   11.3935                 NaN            NaN            NaN   7.25409                 NaN   40.8902       0.492558        39.9697     
  1099.36        500.000                 NaN  0.903406        10.4895                 NaN            NaN   7.25368                 NaN   40.8908       0.492833        39.9698     
  1098.29        500.000                 NaN   9.58905       0.306632E-003            NaN            NaN   7.06481        1.17257        41.3083       0.601619        40.2633     
  1097.22        500.000                 NaN   9.56866       0.114675E-003            NaN            NaN   7.06348        1.18698        41.3111       0.602375        40.2673     
  1096.15        500.000                 NaN   9.54898       0.248844E-003            NaN            NaN   7.06215        1.20074        41.3137       0.603099        40.2711     
  1095.09        500.000                 NaN   4.88839        3.54099       0.103895E-003            NaN   6.85902        1.76608        41.8433       0.723579        40.3785     
  1094.02        500.000                 NaN   6.45329        4.90700                 NaN            NaN   7.22935                 NaN   40.9458       0.503307        39.9612     
  1092.95        500.000                 NaN   9.49981                 NaN            NaN            NaN   7.05927        1.23689        41.3183       0.604468        40.2813     
  1091.88        500.000                 NaN   9.28482       0.272505E-005            NaN            NaN   7.04924        1.37463        41.3472       0.619765        40.3244     
  1090.81        500.000                 NaN   9.24714       0.237237E-004            NaN            NaN   7.04651        1.40019        41.3533       0.621573        40.3313     
  1089.74        500.000                 NaN   9.21017       0.232689E-004            NaN            NaN   7.04386        1.42529        41.3592       0.623343        40.3381     
  1088.67        500.000                 NaN   9.17439       0.231181E-004            NaN            NaN   7.04129        1.44958        41.3650       0.625054        40.3447     
  1087.61        500.000                 NaN   9.13934       0.141926E-004            NaN            NaN   7.03878        1.47340        41.3706       0.626732        40.3512     
  1086.54        500.000                 NaN   9.10514                 NaN            NaN            NaN   7.03633        1.49664        41.3761       0.628366        40.3575     
  1085.47        500.000                 NaN   9.07177                 NaN            NaN            NaN   7.03395        1.51932        41.3814       0.629955        40.3636     
  1084.40        500.000                 NaN   9.03913       0.496519E-005            NaN            NaN   7.03163        1.54150        41.3866       0.631515        40.3697     
  1083.33        500.000                 NaN   9.00713       0.863963E-005            NaN            NaN   7.02936        1.56325        41.3916       0.633038        40.3756     
  1082.26        500.000                 NaN   8.88152       0.167305E-003            NaN            NaN   7.02715        1.65726        41.3965       0.634519        40.4028     
  1081.20        500.000                 NaN   8.94522       0.214447E-003            NaN            NaN   7.02500        1.60522        41.4014       0.635968        40.3870     
  1080.13        500.000                 NaN   8.91544       0.112040E-004            NaN            NaN   7.02289        1.62562        41.4061       0.637391        40.3926     
  1079.06        500.000                 NaN   8.79258       0.342780E-003            NaN            NaN   7.02086        1.71758        41.4106       0.638767        40.4193     
  1077.99        500.000                 NaN   8.76938       0.755589E-003            NaN            NaN   7.01934        1.73306        41.4141       0.639804        40.4235     
  1076.92        500.000                 NaN   8.74901       0.239405E-003            NaN            NaN   7.01796        1.74722        41.4174       0.640741        40.4274     
  1075.85        500.000                 NaN   8.73080       0.536299E-005            NaN            NaN   7.01694        1.76004        41.4197       0.641477        40.4310     
  1074.79        500.000                 NaN   3.77377        7.64046       0.165800E-003            NaN   7.27897                 NaN   40.8497       0.482365        39.9745     
  1073.72        500.000                 NaN   8.69852       0.162497E-003            NaN            NaN   7.01557        1.78301        41.4226       0.642561        40.4376     
  1072.65        500.000                 NaN   8.68227       0.143623E-003            NaN            NaN   7.01485        1.79463        41.4240       0.643123        40.4409     
  1071.58        500.000                 NaN   8.66673       0.128672E-003            NaN            NaN   7.01420        1.80579        41.4253       0.643639        40.4442     
  1070.51        500.000                 NaN   8.65061       0.113207E-003            NaN            NaN   7.01348        1.81730        41.4268       0.644199        40.4475     
  1069.44        500.000                 NaN   8.63658       0.100555E-003            NaN            NaN   7.01299        1.82750        41.4278       0.644623        40.4504     
  1068.38        500.000                 NaN   8.62312       0.596145E-004            NaN            NaN   7.01256        1.83735        41.4286       0.645005        40.4533     
  1067.31        500.000                 NaN   8.60682       0.192330E-003            NaN            NaN   7.01182        1.84886        41.4301       0.645578        40.4566     
  1066.24        500.000                 NaN   8.59225       0.161475E-003            NaN            NaN   7.01124        1.85939        41.4312       0.646047        40.4597     
  1065.17        500.000                 NaN   8.57762       0.131500E-003            NaN            NaN   7.01066        1.86994        41.4324       0.646525        40.4628     
  1064.10        500.000                 NaN   8.56551       0.615787E-004            NaN            NaN   7.01035        1.87894        41.4329       0.646829        40.4654     
  1063.03        500.000                 NaN   8.69860       0.892304E-004            NaN            NaN   7.01168        1.77570        41.4313       0.647612        40.4350     
  1061.97        500.000                 NaN   8.56533       0.666052E-004            NaN            NaN   7.01248        1.88186        41.4275       0.645751        40.4670     
  1060.90        500.000                 NaN   8.51978       0.543581E-004            NaN            NaN   7.00835        1.91166        41.4369       0.648410        40.4749     
  1059.83        500.000                 NaN   5.95077        3.12307                 NaN            NaN   7.07159        1.55874        41.2993       0.611224        40.3853     
  1058.76        500.000                 NaN   6.34102        2.59969                 NaN            NaN   7.05794        1.64545        41.3286       0.619393        40.4079     
  1057.69        500.000                 NaN   8.48219       0.791488E-004            NaN            NaN   7.00683        1.93864        41.4398       0.649731        40.4827     
  1056.62        500.000                 NaN   8.33431       0.157001                 NaN            NaN   7.00931        1.93464        41.4341       0.648351        40.4822     
  1055.56        500.000                 NaN   7.99727       0.540910                 NaN            NaN   7.01574        1.90612        41.4199       0.644672        40.4754     
  1054.49        500.000                 NaN   8.42099       0.257813E-001            NaN            NaN   7.00632        1.96542        41.4403       0.650363        40.4908     
  1053.42        500.000                 NaN   8.43179       0.105297E-003            NaN            NaN   7.00566        1.97610        41.4415       0.650876        40.4939     
  1052.35        500.000                 NaN   8.45689       0.321066E-004            NaN            NaN   7.00966        1.96204        41.4319       0.648528        40.4909     
  1051.28        500.000                 NaN   8.45223       0.294993E-004            NaN            NaN   7.01019        1.96635        41.4304       0.648315        40.4925     
  1050.21        500.000                 NaN   8.43165       0.286030E-004            NaN            NaN   7.00885        1.98050        41.4333       0.649255        40.4964     
  1049.15        500.000                 NaN   8.42016       0.223375E-004            NaN            NaN   7.00857        1.98904        41.4337       0.649541        40.4990     
  1048.08        500.000                 NaN   8.40873                 NaN            NaN            NaN   7.00830        1.99754        41.4341       0.649826        40.5015     
  1047.01        500.000                 NaN   8.39719                 NaN            NaN            NaN   7.00801        2.00609        41.4345       0.650120        40.5041     
  1045.94        500.000                 NaN   8.32852       0.367396E-005            NaN            NaN   7.00092        2.04979        41.4509       0.654605        40.5152     
  1044.87        500.000                 NaN   8.31714       0.357010E-005            NaN            NaN   7.00062        2.05820        41.4514       0.654904        40.5178     
  1043.80        500.000                 NaN   8.30589       0.347247E-005            NaN            NaN   7.00034        2.06653        41.4518       0.655196        40.5203     
  1042.73        500.000                 NaN   8.30633       0.317218E-005            NaN            NaN   7.00145        2.06769        41.4489       0.654624        40.5210     
  1041.67        500.000                 NaN   8.29466       0.317881E-005            NaN            NaN   7.00111        2.07628        41.4494       0.654949        40.5236     
  1040.60        500.000                 NaN   8.28314       0.310799E-005            NaN            NaN   7.00079        2.08477        41.4499       0.655266        40.5261     
  1039.53        500.000                 NaN   8.37883                 NaN            NaN            NaN   7.00415        2.01613        41.4403       0.653532        40.5071     
  1038.46        500.000                 NaN   8.35859                 NaN            NaN            NaN   7.00278        2.02997        41.4432       0.654490        40.5109     
  1037.39        500.000                 NaN   8.24680                 NaN            NaN            NaN   6.99957        2.11130        41.4520       0.656364        40.5340     
  1036.32        500.000                 NaN   8.33611                 NaN            NaN            NaN   7.00220        2.04660        41.4441       0.655081        40.5159     
  1035.26        500.000                 NaN   8.22503                 NaN            NaN            NaN   6.99904        2.12746        41.4527       0.656925        40.5389     
  1034.19        500.000                 NaN   9.09820                 NaN            NaN            NaN   7.10549        1.58791        41.2108       0.591828        40.4058     
  1033.12        500.000                 NaN   8.20320                 NaN            NaN            NaN   6.99849        2.14363        41.4534       0.657499        40.5437     
  1032.05        500.000                 NaN   8.19267                 NaN            NaN            NaN   6.99826        2.15148        41.4537       0.657760        40.5461     
  1030.98        500.000                 NaN   8.18211                 NaN            NaN            NaN   6.99802        2.15935        41.4540       0.658026        40.5485     
  1029.91        500.000                 NaN   8.18418                 NaN            NaN            NaN   6.99934        2.15955        41.4506       0.657328        40.5490     
  1028.85        500.000                 NaN   8.26407                 NaN            NaN            NaN   7.00088        2.10064        41.4453       0.656718        40.5324     
  1027.78        500.000                 NaN   8.25336                 NaN            NaN            NaN   7.00062        2.10859        41.4456       0.656996        40.5348     
  1026.71        500.000                 NaN   8.14086                 NaN            NaN            NaN   6.99715        2.19016        41.4549       0.659036        40.5579     
  1025.64        500.000                 NaN   8.22804                 NaN            NaN            NaN   7.00919        2.13898        41.4260       0.651739        40.5461     
  1024.57        500.000                 NaN   8.12082                 NaN            NaN            NaN   6.99677        2.20519        41.4552       0.659510        40.5625     
  1023.50        500.000                 NaN   8.13345                 NaN            NaN            NaN   6.99943        2.19905        41.4486       0.657986        40.5615     
  1022.44        500.000                 NaN   8.12638                 NaN            NaN            NaN   6.99961        2.20479        41.4478       0.657992        40.5634     
  1021.37        500.000                 NaN   8.11860                 NaN            NaN            NaN   6.99971        2.21096        41.4473       0.658056        40.5654     
  1020.30        500.000                 NaN   8.11046                 NaN            NaN            NaN   6.99975        2.21734        41.4469       0.658148        40.5674     
  1019.23        500.000                 NaN   8.10165                 NaN            NaN            NaN   6.99971        2.22413        41.4467       0.658295        40.5695     
  1018.16        500.000                 NaN   8.08433                 NaN            NaN            NaN   6.99858        2.23601        41.4491       0.659113        40.5729     
  1017.09        500.000                 NaN   8.10215                 NaN            NaN            NaN   7.00199        2.22693        41.4406       0.657136        40.5712     
  1016.03        500.000                 NaN   8.04550                 NaN            NaN            NaN   6.99575        2.26225        41.4553       0.661102        40.5801     
  1014.96        500.000                 NaN   8.06378                 NaN            NaN            NaN   6.99918        2.25281        41.4467       0.659105        40.5784     
  1013.89        500.000                 NaN   8.05531                 NaN            NaN            NaN   6.99921        2.25947        41.4463       0.659216        40.5805     
  1012.82        500.000                 NaN   8.11776                 NaN            NaN            NaN   6.99854        2.21095        41.4464       0.659956        40.5664     
  1011.75        500.000                 NaN   8.00969                 NaN            NaN            NaN   6.99542        2.28960        41.4548       0.661795        40.5887     
  1010.68        500.000                 NaN   8.00093                 NaN            NaN            NaN   6.99536        2.29632        41.4547       0.661958        40.5908     
  1009.62        500.000                 NaN   8.00001                 NaN            NaN            NaN   6.99631        2.29836        41.4520       0.661490        40.5918     
  1008.55        500.000                 NaN   7.98347                 NaN            NaN            NaN   6.99523        2.30970        41.4543       0.662283        40.5950     
  1007.48        500.000                 NaN   8.53974                 NaN            NaN            NaN   7.06864        1.97572        41.2836       0.617316        40.5150     
  1006.41        500.000                 NaN   8.09867                 NaN            NaN            NaN   7.01239        2.24326        41.4137       0.651974        40.5800     
  1005.34        500.000                 NaN   8.05361                 NaN            NaN            NaN   6.99778        2.25968        41.4461       0.661295        40.5815     
  1004.27        500.000                 NaN   7.95489                 NaN            NaN            NaN   6.99579        2.33268        41.4517       0.662437        40.6025     
  1003.21        500.000                 NaN   7.93890                 NaN            NaN            NaN   6.99476        2.34365        41.4539       0.663204        40.6056     
  1002.14        500.000                 NaN   7.93537                 NaN            NaN            NaN   6.99537        2.34725        41.4521       0.662950        40.6070     
  1001.07        500.000                 NaN   7.93022                 NaN            NaN            NaN   6.99577        2.35181        41.4508       0.662830        40.6086     
