|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1382.48        500.000        99.0164       0.365917       0.158772                 NaN            NaN  0.341154       0.117804                 NaN            NaN            NaN
  1381.41        500.000        99.0180       0.298348       0.318447                 NaN            NaN  0.324402       0.408130E-001            NaN            NaN            NaN
  1380.34        500.000        99.0421       0.410974       0.702040E-003            NaN            NaN  0.349230       0.197000                 NaN            NaN            NaN
  1379.27        500.000        99.0490       0.360078       0.141330                 NaN            NaN  0.330688       0.118940                 NaN            NaN            NaN
  1378.20        500.000        99.0598       0.356443       0.137624                 NaN            NaN  0.327183       0.118993                 NaN            NaN            NaN
  1377.13        500.000        99.0687       0.355979       0.131288                 NaN            NaN  0.324359       0.119625                 NaN            NaN            NaN
  1376.07        500.000        99.0721       0.355368       0.129147                 NaN            NaN  0.323610       0.119743                 NaN            NaN            NaN
  1375.00        500.000        99.0968       0.349490       0.120438                 NaN            NaN  0.314463       0.118777                 NaN            NaN            NaN
  1373.93        500.000        99.0998       0.349150       0.117236                 NaN            NaN  0.314126       0.119737                 NaN            NaN            NaN
  1372.86        500.000        99.1099       0.112931       0.346683                 NaN            NaN  0.310756       0.119740                 NaN            NaN            NaN
  1371.79        500.000        99.1174       0.107686       0.345998                 NaN            NaN  0.308625       0.120258                 NaN            NaN            NaN
  1370.72        500.000        99.1367       0.378108                 NaN            NaN            NaN  0.312749       0.172463                 NaN            NaN            NaN
  1369.66        500.000        99.4455       0.162524       0.182468                 NaN            NaN  0.184119       0.253800E-001            NaN            NaN            NaN
  1368.59        500.000        98.8370       0.134241       0.461465                 NaN            NaN  0.406121       0.161192                 NaN            NaN            NaN
  1367.52        500.000        99.1527       0.911091E-001  0.339576                 NaN            NaN  0.296770       0.119835                 NaN            NaN            NaN
  1366.45        500.000        99.1684       0.334101       0.854179E-001            NaN            NaN  0.291656       0.120390                 NaN            NaN            NaN
  1365.38        500.000        99.1748       0.816188E-001  0.334638                 NaN            NaN  0.289130       0.119775                 NaN            NaN            NaN
  1364.31        500.000        99.1750       0.334933       0.791637E-001            NaN            NaN  0.289725       0.121144                 NaN            NaN            NaN
  1363.25        500.000        99.1989       0.329363       0.723828E-001            NaN            NaN  0.280656       0.118657                 NaN            NaN            NaN
  1362.18        500.000        99.2008       0.713560E-001  0.328157                 NaN            NaN  0.280590       0.119121                 NaN            NaN            NaN
  1361.11        500.000        99.2082       0.326876       0.681499E-001            NaN            NaN  0.277916       0.118814                 NaN            NaN            NaN
  1360.04        500.000        99.2173       0.325386       0.632716E-001            NaN            NaN  0.274973       0.119074                 NaN            NaN            NaN
  1358.97        500.000        99.2235       0.323746       0.615416E-001            NaN            NaN  0.272800       0.118462                 NaN            NaN            NaN
  1357.90        500.000        99.2333       0.322346       0.562015E-001            NaN            NaN  0.269508       0.118642                 NaN            NaN            NaN
  1356.84        500.000        99.2398       0.539325E-001  0.320730                 NaN            NaN  0.267302       0.118277                 NaN            NaN            NaN
  1355.77        500.000        99.2406       0.304269       0.847321E-001            NaN            NaN  0.264510       0.105893                 NaN            NaN            NaN
  1354.70        500.000        99.2621       0.141305E-001  0.332836                 NaN            NaN  0.261936       0.128995                 NaN            NaN            NaN
  1353.63        500.000        99.2568       0.431476E-001  0.320863                 NaN            NaN  0.261531       0.117697                 NaN            NaN            NaN
  1352.56        500.000        99.2735       0.439254E-001  0.312131                 NaN            NaN  0.255151       0.115262                 NaN            NaN            NaN
  1351.49        500.000        99.2769       0.390405E-001  0.312986                 NaN            NaN  0.254573       0.116459                 NaN            NaN            NaN
  1350.43        500.000        99.2861       0.360938E-001  0.311147                 NaN            NaN  0.251060       0.115561                 NaN            NaN            NaN
  1349.36        500.000        99.2915       0.335281E-001  0.310597                 NaN            NaN  0.249291       0.115126                 NaN            NaN            NaN
  1348.29        500.000        99.2976       0.307347E-001  0.309692                 NaN            NaN  0.247181       0.114800                 NaN            NaN            NaN
  1347.22        500.000        99.3050       0.296681E-001  0.307556                 NaN            NaN  0.244288       0.113490                 NaN            NaN            NaN
  1346.15        500.000        99.3119       0.306360       0.261318E-001            NaN            NaN  0.242086       0.113545                 NaN            NaN            NaN
  1345.08        500.000        99.3176       0.304993       0.251303E-001            NaN            NaN  0.239838       0.112488                 NaN            NaN            NaN
  1344.02        500.000        99.3250       0.303429       0.220202E-001            NaN            NaN  0.237337       0.112176                 NaN            NaN            NaN
  1342.95        500.000        99.3284       0.200681E-001  0.303791                 NaN            NaN  0.236069       0.111630                 NaN            NaN            NaN
  1341.88        500.000        99.3383       0.299447       0.205766E-001            NaN            NaN  0.232125       0.109501                 NaN            NaN            NaN
  1340.81        500.000        99.3427       0.179849E-001  0.299147                 NaN            NaN  0.230742       0.109466                 NaN            NaN            NaN
  1339.74        500.000        99.3493       0.298010       0.154649E-001            NaN            NaN  0.228397       0.108875                 NaN            NaN            NaN
  1338.67        500.000        99.3551       0.298403       0.116296E-001            NaN            NaN  0.226367       0.108508                 NaN            NaN            NaN
  1337.61        500.000        99.3619       0.294474       0.128460E-001            NaN            NaN  0.223725       0.107025                 NaN            NaN            NaN
  1336.54        500.000        99.3675       0.293906       0.105305E-001            NaN            NaN  0.221731       0.106376                 NaN            NaN            NaN
  1335.47        500.000        99.3731       0.292993       0.877113E-002            NaN            NaN  0.219662       0.105517                 NaN            NaN            NaN
  1334.40        500.000        99.3786       0.812408E-002  0.290997                 NaN            NaN  0.217643       0.104613                 NaN            NaN            NaN
  1333.33        500.000        99.3844       0.613255E-002  0.290491                 NaN            NaN  0.215355       0.103607                 NaN            NaN            NaN
  1332.26        500.000        99.3553       0.307096                 NaN            NaN            NaN  0.226221       0.111405                 NaN            NaN            NaN
  1331.19        500.000        99.4303       0.270066       0.670423E-002            NaN            NaN  0.198502       0.944061E-001            NaN            NaN            NaN
  1330.13        500.000        99.4005       0.286072       0.405097E-002            NaN            NaN  0.209167       0.100168                 NaN            NaN            NaN
  1329.06        500.000        99.4050       0.285657       0.262023E-002            NaN            NaN  0.207447       0.992861E-001            NaN            NaN            NaN
  1327.99        500.000        99.4072       0.227988E-001  0.272495                 NaN            NaN  0.205541       0.920021E-001            NaN            NaN            NaN
  1326.92        500.000        99.4160       0.283444                 NaN            NaN            NaN  0.203282       0.973139E-001            NaN            NaN            NaN
  1325.85        500.000        99.4121       0.255968       0.496172E-001            NaN            NaN  0.201536       0.807953E-001            NaN            NaN            NaN
  1324.78        500.000        99.4241       0.278525                 NaN            NaN            NaN  0.200470       0.968742E-001            NaN            NaN            NaN
  1323.72        500.000        99.4083       0.301486                 NaN            NaN            NaN  0.204112       0.861463E-001            NaN            NaN            NaN
  1322.65        500.000        99.4539       0.256534                 NaN            NaN            NaN  0.189955       0.996123E-001            NaN            NaN            NaN
  1321.58        500.000        99.4384       0.276102                 NaN            NaN            NaN  0.194360       0.911343E-001            NaN            NaN            NaN
  1320.51        500.000        99.4354       0.236589       0.663252E-001            NaN            NaN  0.191667       0.700055E-001            NaN            NaN            NaN
  1319.44        500.000        99.4490       0.271106                 NaN            NaN            NaN  0.190555       0.893143E-001            NaN            NaN            NaN
  1318.37        500.000        99.4454       0.242070       0.524998E-001            NaN            NaN  0.188548       0.714531E-001            NaN            NaN            NaN
  1317.31        500.000        99.4572       0.269987                 NaN            NaN            NaN  0.186964       0.858576E-001            NaN            NaN            NaN
  1316.24        500.000        99.4411       0.128397       0.195242                 NaN            NaN  0.186459       0.487601E-001            NaN            NaN            NaN
  1315.17        500.000        99.4700       0.264202                 NaN            NaN            NaN  0.182038       0.837904E-001            NaN            NaN            NaN
  1314.10        500.000        99.4706       0.264866                 NaN            NaN            NaN  0.181849       0.827017E-001            NaN            NaN            NaN
  1313.03        500.000        99.4749       0.263351                 NaN            NaN            NaN  0.180158       0.815738E-001            NaN            NaN            NaN
  1311.96        500.000        99.3262       0.315951                 NaN            NaN            NaN  0.241020       0.116802                 NaN            NaN            NaN
  1310.90        500.000        99.6396       0.186815                 NaN            NaN            NaN  0.114587       0.589614E-001            NaN            NaN            NaN
  1309.83        500.000        99.4868       0.260739                 NaN            NaN            NaN  0.175298       0.771669E-001            NaN            NaN            NaN
  1308.76        500.000        99.4918       0.253891                 NaN            NaN            NaN  0.174203       0.800835E-001            NaN            NaN            NaN
  1307.69        500.000        99.4959       0.257444                 NaN            NaN            NaN  0.171568       0.751147E-001            NaN            NaN            NaN
  1306.62        500.000        99.4980       0.258416                 NaN            NaN            NaN  0.170647       0.729196E-001            NaN            NaN            NaN
  1305.55        500.000        99.5016       0.257260                 NaN            NaN            NaN  0.169248       0.718813E-001            NaN            NaN            NaN
  1304.49        500.000        99.5053       0.256938                 NaN            NaN            NaN  0.167662       0.700912E-001            NaN            NaN            NaN
  1303.42        500.000        99.4809       0.197089       0.133037                 NaN            NaN  0.168390       0.205858E-001            NaN            NaN            NaN
  1302.35        500.000        99.5127       0.255075                 NaN            NaN            NaN  0.164428       0.678299E-001            NaN            NaN            NaN
  1301.28        500.000        99.5163       0.254122                 NaN            NaN            NaN  0.163227       0.663125E-001            NaN            NaN            NaN
  1300.21        500.000        99.4892       0.980481E-001  0.211208                 NaN            NaN  0.166359       0.352008E-001            NaN            NaN            NaN
  1299.14        500.000        99.5357       0.242300                 NaN            NaN            NaN  0.157418       0.645766E-001            NaN            NaN            NaN
  1298.08        500.000        99.5258       0.253045                 NaN            NaN            NaN  0.159238       0.619520E-001            NaN            NaN            NaN
  1297.01        500.000        99.5290       0.251977                 NaN            NaN            NaN  0.157996       0.609999E-001            NaN            NaN            NaN
  1295.94        500.000        99.5322       0.251508                 NaN            NaN            NaN  0.156603       0.596515E-001            NaN            NaN            NaN
  1294.87        500.000        99.5335       0.255368                 NaN            NaN            NaN  0.155600       0.555404E-001            NaN            NaN            NaN
  1293.80        500.000        99.5365       0.255920                 NaN            NaN            NaN  0.154366       0.532411E-001            NaN            NaN            NaN
  1292.73        500.000        99.5418       0.247166                 NaN            NaN            NaN  0.153103       0.579410E-001            NaN            NaN            NaN
  1291.67        500.000        99.5430       0.255585                 NaN            NaN            NaN  0.151462       0.499060E-001            NaN            NaN            NaN
  1290.60        500.000        99.5453       0.253988                 NaN            NaN            NaN  0.150707       0.499614E-001            NaN            NaN            NaN
  1289.53        500.000        99.5473       0.255616                 NaN            NaN            NaN  0.149699       0.474146E-001            NaN            NaN            NaN
  1288.46        500.000        99.5491       0.257936                 NaN            NaN            NaN  0.148676       0.443066E-001            NaN            NaN            NaN
  1287.39        500.000        99.5539       0.251899                 NaN            NaN            NaN  0.147277       0.469428E-001            NaN            NaN            NaN
  1286.32        500.000        99.5462       0.278179                 NaN            NaN            NaN  0.147777       0.278894E-001            NaN            NaN            NaN
  1285.26        500.000        99.5598       0.249974                 NaN            NaN            NaN  0.145187       0.450185E-001            NaN            NaN            NaN
  1284.19        500.000        99.5507       0.280121                 NaN            NaN            NaN  0.145350       0.238404E-001            NaN            NaN            NaN
  1283.12        500.000        99.5599       0.262923                 NaN            NaN            NaN  0.143607       0.336030E-001            NaN            NaN            NaN
  1282.05        500.000        99.5611       0.265036                 NaN            NaN            NaN  0.142894       0.309246E-001            NaN            NaN            NaN
  1280.98        500.000        99.5601       0.273318                 NaN            NaN            NaN  0.142617       0.239226E-001            NaN            NaN            NaN
  1279.91        500.000        99.5677       0.261263                 NaN            NaN            NaN  0.140425       0.305960E-001            NaN            NaN            NaN
  1278.84        500.000        99.5686       0.259310                 NaN            NaN            NaN  0.141028       0.310280E-001            NaN            NaN            NaN
  1277.78        500.000        94.8759        1.33720                 NaN            NaN            NaN  0.673757                 NaN   3.06837       0.447542E-001            NaN
  1276.71        500.000        92.8500        1.74722                 NaN            NaN            NaN  0.922691                 NaN   4.34707       0.133017                 NaN
  1275.64        500.000        93.3869        1.60723                 NaN            NaN            NaN  0.856783       0.125141E-001   4.01347       0.123076                 NaN
  1274.57        500.000        93.8604        1.48269                 NaN            NaN            NaN  0.798481       0.239045E-001   3.72019       0.114351                 NaN
  1273.50        500.000        94.2779        1.38442                 NaN            NaN            NaN  0.747073       0.248399E-001   3.45961       0.106113                 NaN
  1272.43        500.000        94.6423        1.30007                 NaN            NaN            NaN  0.701940       0.245269E-001   3.23228       0.988868E-001            NaN
  1271.37        500.000        94.9657        1.22031                 NaN            NaN            NaN  0.661696       0.276008E-001   3.03196       0.927072E-001            NaN
  1270.30        500.000        95.2526        1.15870                 NaN            NaN            NaN  0.625946       0.235059E-001   2.85246       0.867705E-001            NaN
  1269.23        500.000        95.5105        1.10018                 NaN            NaN            NaN  0.593613       0.217983E-001   2.69232       0.815834E-001            NaN
  1268.16        500.000        95.7463        1.04813                 NaN            NaN            NaN  0.564072       0.184885E-001   2.54626       0.767612E-001            NaN
  1267.09        500.000        95.9501        1.00509                 NaN            NaN            NaN  0.538193       0.153667E-001   2.41877       0.725212E-001            NaN
  1266.02        500.000        96.1436       0.954362                 NaN            NaN            NaN  0.513550       0.187399E-001   2.30084       0.688964E-001            NaN
  1264.96        500.000        96.3197       0.913244                 NaN            NaN            NaN  0.491072       0.182431E-001   2.19234       0.653917E-001            NaN
  1263.89        500.000        96.4801       0.875975                 NaN            NaN            NaN  0.470474       0.172761E-001   2.09403       0.621536E-001            NaN
  1262.82        500.000        96.6237       0.839655                 NaN            NaN            NaN  0.451849       0.191242E-001   2.00624       0.593819E-001            NaN
  1261.75        500.000        96.7644       0.811845                 NaN            NaN            NaN  0.433756       0.141414E-001   1.91953       0.563266E-001            NaN
  1260.68        500.000        96.8982       0.781024                 NaN            NaN            NaN  0.416474       0.119204E-001   1.83884       0.535822E-001            NaN
  1259.61        500.000        97.0010       0.755855                 NaN            NaN            NaN  0.402613       0.143936E-001   1.77453       0.515669E-001            NaN
  1258.55        500.000        97.1134       0.727638                 NaN            NaN            NaN  0.387939       0.145434E-001   1.70718       0.493474E-001            NaN
  1257.48        500.000        97.2217       0.706416                 NaN            NaN            NaN  0.373681       0.101479E-001   1.64111       0.469662E-001            NaN
  1256.41        500.000        97.3177       0.680655                 NaN            NaN            NaN  0.360916       0.121684E-001   1.58349       0.450975E-001            NaN
  1255.34        500.000        97.4058       0.660774                 NaN            NaN            NaN  0.348876       0.108585E-001   1.53041       0.433268E-001            NaN
  1254.27        500.000        97.4885       0.639149                 NaN            NaN            NaN  0.338022       0.124937E-001   1.48021       0.415791E-001            NaN
  1253.20        500.000        97.5692       0.621145                 NaN            NaN            NaN  0.326952       0.108753E-001   1.43186       0.399262E-001            NaN
  1252.14        500.000        97.6567       0.605443                 NaN            NaN            NaN  0.315497       0.450368E-002   1.37991       0.379196E-001            NaN
  1251.07        500.000        97.7171       0.588176                 NaN            NaN            NaN  0.306723       0.824524E-002   1.34292       0.367894E-001            NaN
  1250.00        500.000        97.7834       0.573290                 NaN            NaN            NaN  0.297707       0.752619E-002   1.30272       0.353410E-001            NaN
  1248.93        500.000        97.8489       0.557625                 NaN            NaN            NaN  0.288694       0.674078E-002   1.26407       0.339688E-001            NaN
  1247.86        500.000        97.9104       0.543795                 NaN            NaN            NaN  0.280215       0.569951E-002   1.22727       0.326570E-001            NaN
  1246.79        500.000        97.9671       0.530878                 NaN            NaN            NaN  0.272255       0.495394E-002   1.19342       0.314275E-001            NaN
  1245.73        500.000        98.0286       0.519782                 NaN            NaN            NaN  0.263881       0.570020E-003   1.15712       0.300081E-001            NaN
  1244.66        500.000        98.0736       0.507950                 NaN            NaN            NaN  0.257283       0.280159E-002   1.12926       0.290652E-001            NaN
  1243.59        500.000        98.1290       0.493247                 NaN            NaN            NaN  0.250376       0.245977E-002   1.09715       0.277860E-001            NaN
  1242.52        500.000        98.1755       0.485359                 NaN            NaN            NaN  0.242342       0.128704E-003   1.06965       0.270086E-001            NaN
  1241.45        500.000        98.2192       0.474967                 NaN            NaN            NaN  0.236789       0.216901E-005   1.04311       0.258884E-001            NaN
  1240.38        500.000        98.2657       0.461801                 NaN            NaN            NaN  0.230485       0.100804E-002   1.01609       0.248931E-001            NaN
  1239.32        500.000        98.3109       0.451304                 NaN            NaN            NaN  0.223664       0.161159E-004  0.990056       0.240266E-001            NaN
  1238.25        500.000        98.3540       0.436854                 NaN            NaN            NaN  0.219497       0.275990E-002  0.964091       0.227757E-001            NaN
  1237.18        500.000        98.3930       0.430248                 NaN            NaN            NaN  0.211740                 NaN  0.942584       0.224007E-001            NaN
  1236.11        500.000        98.4307       0.419993                 NaN            NaN            NaN  0.207645       0.853988E-003  0.919533       0.212751E-001            NaN
  1235.04        500.000        98.4698       0.410640                 NaN            NaN            NaN  0.200987       0.160038E-005  0.897792       0.207475E-001            NaN
  1233.97        500.000        98.5080       0.400417                 NaN            NaN            NaN  0.196462                 NaN  0.875355       0.197689E-001            NaN
  1232.90        500.000        98.5381       0.393875                 NaN            NaN            NaN  0.192642                 NaN  0.856541       0.188742E-001            NaN
  1231.84        500.000        98.5744       0.383844                 NaN            NaN            NaN  0.186196                 NaN  0.837012       0.185271E-001            NaN
  1230.77        500.000        98.6096       0.374147                 NaN            NaN            NaN  0.181220                 NaN  0.817245       0.178167E-001            NaN
  1229.70        500.000        98.6413       0.365880                 NaN            NaN            NaN  0.176975                 NaN  0.798718       0.170927E-001            NaN
  1228.63        500.000        98.6725       0.357535                 NaN            NaN            NaN  0.172230                 NaN  0.781223       0.165472E-001            NaN
  1227.56        500.000        98.7024       0.349647                 NaN            NaN            NaN  0.168017                 NaN  0.764060       0.159248E-001            NaN
  1226.49        500.000        98.7308       0.342180                 NaN            NaN            NaN  0.163968                 NaN  0.747690       0.153242E-001            NaN
  1225.43        500.000        98.7608       0.333951                 NaN            NaN            NaN  0.159706                 NaN  0.730785       0.147367E-001            NaN
  1224.36        500.000        98.7888       0.326123                 NaN            NaN            NaN  0.155559                 NaN  0.715293       0.142642E-001            NaN
  1223.29        500.000        98.8152       0.319052                 NaN            NaN            NaN  0.151407                 NaN  0.700488       0.138235E-001            NaN
  1222.22        500.000        98.8423       0.311566                 NaN            NaN            NaN  0.147668                 NaN  0.685195       0.132830E-001            NaN
  1221.15        500.000        98.8685       0.304174                 NaN            NaN            NaN  0.143827                 NaN  0.670680       0.128674E-001            NaN
  1220.08        500.000        98.8919       0.298142                 NaN            NaN            NaN  0.141259                 NaN  0.656496       0.121580E-001            NaN
  1219.02        500.000        98.9175       0.290408                 NaN            NaN            NaN  0.136080                 NaN  0.643892       0.120809E-001            NaN
  1217.95        500.000        98.9402       0.284435                 NaN            NaN            NaN  0.133126                 NaN  0.630612       0.115918E-001            NaN
  1216.88        500.000        98.8899       0.285838                 NaN            NaN            NaN  0.135614                 NaN  0.645705       0.114849E-001  0.314134E-001
  1215.81        500.000        82.2713        2.09783                 NaN            NaN            NaN   1.46820                 NaN   6.92643       0.730962E-001   7.16313     
  1214.74        500.000        82.0409        1.76355                 NaN            NaN            NaN   1.51369       0.265543        7.01359       0.694238E-001   7.33327     
  1213.67        500.000        85.7569        1.57313                 NaN            NaN            NaN   1.10856                 NaN   5.63984       0.734696E-001   5.84811     
  1212.61        500.000        86.2665        1.69070       0.136955E-001            NaN            NaN   1.14201                 NaN   5.32995       0.512146E-001   5.50590     
  1211.54        500.000        90.3926        1.09421                 NaN            NaN            NaN  0.773349                 NaN   3.79657       0.406412E-001   3.90261     
  1210.47        500.000        84.1084        1.95529       0.345947E-005            NaN            NaN   1.31302                 NaN   6.14369       0.571821E-001   6.42237     
  1209.40        500.000        31.4624        5.97796                 NaN            NaN            NaN   5.21588       0.812262        27.0362       0.275440        29.2199     
  1208.33        500.000        97.1507       0.393207        1.46293                 NaN            NaN  0.993190                 NaN            NaN            NaN            NaN
  1207.26        500.000        83.2993                 NaN            NaN            NaN            NaN  0.772356       0.418742        8.03533       0.106273        7.36799     
  1206.20        500.000        94.3760                 NaN            NaN            NaN            NaN   1.02328       0.341841        2.11811       0.418600E-001   2.09887     
  1205.13        500.000        97.7245        1.90502                 NaN            NaN            NaN  0.370516                 NaN            NaN            NaN            NaN
  1204.06        500.000        99.8053       0.815803E-001            NaN            NaN            NaN            NaN            NaN  0.113119                 NaN            NaN
  1202.99        500.000        99.0640       0.521451                 NaN            NaN            NaN  0.414592                 NaN            NaN            NaN            NaN
  1201.92        500.000        97.7807                 NaN            NaN            NaN            NaN            NaN            NaN   2.21382       0.551369E-002            NaN
  1200.85        500.000        98.9275       0.473352E-001  0.542816                 NaN            NaN  0.758053E-001            NaN            NaN  0.217357E-001  0.384782     
  1199.79        500.000        99.7530                 NaN            NaN            NaN            NaN            NaN  0.708044E-005  0.246991                 NaN            NaN
  1198.72        500.000        99.4976       0.105197                 NaN            NaN            NaN  0.754544E-001  0.972270E-001  0.219943       0.456043E-002            NaN
  1197.65        500.000        99.6287       0.509210E-001            NaN            NaN            NaN  0.384367E-001  0.524019E-001  0.227558       0.202373E-002            NaN
  1196.58        500.000        99.4145       0.162884                 NaN            NaN            NaN            NaN            NaN  0.395117       0.275202E-001            NaN
  1195.51        500.000        95.4004       0.225188                 NaN            NaN            NaN  0.364992       0.155741        2.01992                 NaN   1.83373     
  1194.44        500.000        99.6647       0.982317E-002            NaN            NaN            NaN  0.433831E-001  0.911132E-001  0.190370       0.567548E-003            NaN
  1193.38        500.000        99.5586       0.141086                 NaN            NaN            NaN  0.147188E-001            NaN  0.277003       0.862724E-002            NaN
  1192.31        500.000        99.1967       0.154932                 NaN            NaN            NaN  0.747430E-001            NaN  0.529464       0.441715E-001            NaN
  1191.24        500.000        98.0242       0.290890                 NaN            NaN            NaN  0.848287E-001            NaN   1.34105                 NaN  0.259028     
  1190.17        500.000                 NaN   4.91454        3.35649                 NaN            NaN   6.86504                 NaN   43.2103       0.314334        41.3393     
  1189.10        500.000                 NaN   8.28511                 NaN            NaN            NaN   6.87507                 NaN   43.1855       0.310915        41.3434     
  1188.03        500.000                 NaN   6.35299        1.89126                 NaN            NaN   6.85484                 NaN   43.2492       0.317737        41.3339     
  1186.96        500.000                 NaN   6.10822        2.14143                 NaN            NaN   6.85850                 NaN   43.2378       0.316998        41.3371     
  1185.90        500.000                 NaN   7.63738       0.608891                 NaN            NaN   6.85693                 NaN   43.2424       0.318308        41.3361     
  1184.83        500.000                 NaN   5.59975        2.65320                 NaN            NaN   6.85919                 NaN   43.2323       0.317389        41.3382     
  1183.76        500.000                 NaN  0.229231        8.04278       0.117625E-002            NaN   6.90903                 NaN   43.1628       0.312382        41.3426     
  1182.69        500.000                 NaN   7.04736        1.19255       0.543728E-003            NaN   6.84567                 NaN   43.2556       0.320694        41.3376     
  1181.62        500.000                 NaN   6.84317        1.36670                 NaN            NaN   6.73907                 NaN   43.3485       0.336578        41.3660     
