|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1180.55        500.000                 NaN   7.62510                 NaN            NaN            NaN   6.72661       0.248614        43.6135       0.359531        41.4266     
  1179.49        500.000                 NaN   8.26261                 NaN            NaN            NaN   6.87580                 NaN   43.2023       0.314743        41.3446     
  1178.42        500.000                 NaN   8.26558                 NaN            NaN            NaN   6.87733                 NaN   43.1972       0.313842        41.3461     
  1177.35        500.000                 NaN   2.49421        5.78350                 NaN            NaN   6.87766                 NaN   43.1836       0.311693        41.3494     
  1176.28        500.000                 NaN   8.27952                 NaN            NaN            NaN   6.90153                 NaN   43.1588       0.310819        41.3493     
  1175.21        500.000                 NaN   7.62414                 NaN            NaN            NaN   6.72647       0.248587        43.6110       0.359498        41.4303     
  1174.14        500.000                 NaN   8.28021                 NaN            NaN            NaN   6.89857                 NaN   43.1595       0.310351        41.3513     
  1173.08        500.000                 NaN   6.70480        1.59055                 NaN            NaN   6.88997                 NaN   43.1511       0.307471        41.3561     
  1172.01        500.000                 NaN   7.62356                 NaN            NaN            NaN   6.72638       0.248571        43.6095       0.359479        41.4325     
  1170.94        500.000                 NaN   1.60363        6.68392                 NaN            NaN   6.88746                 NaN   43.1602       0.309194        41.3556     
  1169.87        500.000                 NaN   8.29138                 NaN            NaN            NaN   6.89093                 NaN   43.1537       0.308091        41.3560     
  1168.80        500.000                 NaN   8.31010                 NaN            NaN            NaN   6.90342                 NaN   43.1204       0.303871        41.3623     
  1167.73        500.000                 NaN   8.29871                 NaN            NaN            NaN   6.89627                 NaN   43.1379       0.306547        41.3605     
  1166.67        500.000                 NaN   6.37865        1.91150                 NaN            NaN   6.89041                 NaN   43.1516       0.308447        41.3594     
  1165.60        500.000                 NaN   7.09186        1.21776                 NaN            NaN   6.89980                 NaN   43.1200       0.305168        41.3654     
  1164.53        500.000                 NaN   8.23300       0.576110E-001  0.430228E-005            NaN   6.89978                 NaN   43.1459       0.305755        41.3579     
  1163.46        500.000                 NaN   6.07679        2.21936                 NaN            NaN   6.89525                 NaN   43.1392       0.306571        41.3628     
  1162.39        500.000                 NaN   8.30742                 NaN            NaN            NaN   6.90517                 NaN   43.1163       0.304303        41.3668     
  1161.32        500.000                 NaN   5.79404        2.50163                 NaN            NaN   6.89686                 NaN   43.1366       0.306805        41.3641     
  1160.26        500.000                 NaN   8.30592                 NaN            NaN            NaN   6.90556                 NaN   43.1169       0.304544        41.3671     
  1159.19        500.000                 NaN   7.62126                 NaN            NaN            NaN   6.72604       0.248508        43.6035       0.359400        41.4413     
  1158.12        500.000                 NaN   7.48318       0.795554       0.745176E-002            NaN   6.89082                 NaN   43.1544       0.308354        41.3602     
  1157.05        500.000                 NaN   7.04878        1.24798                 NaN            NaN   6.90402                 NaN   43.1284       0.304850        41.3659     
  1155.98        500.000                 NaN   8.32476                 NaN            NaN            NaN   6.92005                 NaN   43.0816       0.299653        41.3739     
  1154.91        500.000                 NaN   5.56221        2.73208                 NaN            NaN   6.91382                 NaN   43.1185       0.306368        41.3670     
  1153.85        500.000                 NaN   4.25840        4.05494                 NaN            NaN   6.90934                 NaN   43.0993       0.302928        41.3751     
  1152.78        500.000                 NaN   8.32959                 NaN            NaN            NaN   6.92478                 NaN   43.0702       0.298337        41.3771     
  1151.71        500.000                 NaN   7.45221       0.852489       0.189610E-004            NaN   6.91023                 NaN   43.1124       0.302316        41.3703     
  1150.64        500.000                 NaN   7.25475        1.03590       0.603843E-003            NaN   6.89989                 NaN   43.1368       0.305789        41.3663     
  1149.57        500.000                 NaN  0.500282E-003   5.78688        2.51516                 NaN   6.90937                 NaN   43.1115       0.303494        41.3731     
  1148.50        500.000                 NaN  0.406570E-002   5.83529        2.45879                 NaN   6.90936                 NaN   43.1155       0.304353        41.3727     
  1147.44        500.000                 NaN   7.60469       0.183307E-001            NaN            NaN   6.72635       0.246482        43.5964       0.359124        41.4486     
  1146.37        500.000                 NaN   8.33377                 NaN            NaN            NaN   6.93086                 NaN   43.0561       0.297031        41.3823     
  1145.30        500.000                 NaN   4.89696        3.41260                 NaN            NaN   6.91773                 NaN   43.0946       0.301339        41.3768     
  1144.23        500.000                 NaN  0.557925E-003   6.16727        2.14024                 NaN   6.91666                 NaN   43.0959       0.301874        41.3775     
  1143.16        500.000                 NaN  0.244337E-003   6.27807        2.03440                 NaN   6.92162                 NaN   43.0856       0.300751        41.3793     
  1142.09        500.000                 NaN  0.514094E-003   6.35594        1.95582                 NaN   6.92105                 NaN   43.0861       0.300669        41.3799     
  1141.02        500.000                 NaN   6.53676        1.78208       0.286796E-003            NaN   6.92596                 NaN   43.0740       0.299067        41.3818     
  1139.96        500.000                 NaN  0.552348E-003   6.56867        1.74808                 NaN   6.92561                 NaN   43.0754       0.299392        41.3823     
  1138.89        500.000                 NaN   8.33221                 NaN            NaN            NaN   6.93485                 NaN   43.0498       0.296841        41.3863     
  1137.82        500.000                 NaN   2.58587        5.74884                 NaN            NaN   6.93675                 NaN   43.0455       0.295769        41.3873     
  1136.75        500.000                 NaN   2.87058        5.45407                 NaN            NaN   6.93577                 NaN   43.0587       0.296842        41.3841     
  1135.68        500.000                 NaN   8.33900                 NaN            NaN            NaN   6.93699                 NaN   43.0385       0.295642        41.3899     
  1134.61        500.000                 NaN   1.92097        6.41867                 NaN            NaN   6.94188                 NaN   43.0339       0.294383        41.3902     
  1133.55        500.000                 NaN   8.34031                 NaN            NaN            NaN   6.94242                 NaN   43.0316       0.294445        41.3913     
  1132.48        500.000                 NaN   8.34123                 NaN            NaN            NaN   6.94473                 NaN   43.0284       0.293931        41.3918     
  1131.41        500.000                 NaN   7.68239       0.659056       0.374491E-004            NaN   6.94571                 NaN   43.0270       0.293456        41.3923     
  1130.34        500.000                 NaN   7.85435       0.489769       0.376784E-004            NaN   6.94789                 NaN   43.0216       0.292800        41.3935     
  1129.27        500.000                 NaN   7.61591                 NaN            NaN            NaN   6.72526       0.248360        43.5894       0.359219        41.4618     
  1128.20        500.000                 NaN   7.61572                 NaN            NaN            NaN   6.72524       0.248355        43.5889       0.359212        41.4625     
  1127.14        500.000                 NaN   8.27664       0.750397E-001            NaN            NaN   6.95409                 NaN   43.0063       0.290960        41.3970     
  1126.07        500.000                 NaN   8.36820                 NaN            NaN            NaN   6.96354                 NaN   42.9775       0.287743        41.4030     
  1125.00        500.000                 NaN   7.41972       0.935180                 NaN            NaN   6.95659                 NaN   42.9988       0.290226        41.3995     
  1123.93        500.000                 NaN   8.21668       0.218975E-002            NaN            NaN   6.93366       0.702984E-001   43.0525       0.298703        41.4259     
  1122.86        500.000                 NaN   8.15150       0.247305E-002            NaN            NaN   6.92732       0.108636        43.0662       0.301062        41.4428     
  1121.79        500.000                 NaN   8.18302       0.276011E-002            NaN            NaN   6.93800       0.947714E-001   43.0450       0.297271        41.4392     
  1120.73        500.000                 NaN   1.65113        6.71372                 NaN            NaN   6.96488                 NaN   42.9771       0.287740        41.4054     
  1119.66        500.000                 NaN   5.54141        2.82372                 NaN            NaN   6.96470                 NaN   42.9766       0.287825        41.4057     
  1118.59        500.000                 NaN   5.46357        2.86538       0.367161E-004            NaN   6.94116                 NaN   43.0322       0.297373        41.4003     
  1117.52        500.000                 NaN   7.84839       0.345914E-002            NaN            NaN   6.89717       0.286705        43.1305       0.312198        41.5216     
  1116.45        500.000                 NaN   7.74693       0.137622E-005            NaN            NaN   6.88589       0.348352        43.1538       0.316502        41.5485     
  1115.38        500.000                 NaN   6.18556        2.17148       0.242323E-002            NaN   6.96098                 NaN   42.9828       0.288967        41.4077     
  1114.32        500.000                 NaN   4.48858        3.88297                 NaN            NaN   6.97152                 NaN   42.9602       0.285912        41.4109     
  1113.25        500.000                 NaN   7.52039       0.871896E-001            NaN            NaN   6.87898       0.437595        43.1664       0.318771        41.5907     
  1112.18        500.000                 NaN   5.76232        2.59974       0.349834E-003            NaN   6.96406                 NaN   42.9747       0.288154        41.4107     
  1111.11        500.000                 NaN   2.99913        5.38202                 NaN            NaN   6.97941                 NaN   42.9407       0.283552        41.4152     
  1110.04        500.000                 NaN   5.50796        2.85652       0.923110E-004            NaN   6.96636                 NaN   42.9688       0.287548        41.4127     
  1108.97        500.000                 NaN   7.61230                 NaN            NaN            NaN   6.72475       0.248260        43.5800       0.359097        41.4756     
  1107.91        500.000                 NaN   7.41142       0.211304E-005            NaN            NaN   6.85192       0.545441        43.2251       0.328772        41.6373     
  1106.84        500.000                 NaN   8.38629                 NaN            NaN            NaN   6.98419                 NaN   42.9273       0.282467        41.4197     
  1105.77        500.000                 NaN   7.61173                 NaN            NaN            NaN   6.72467       0.248244        43.5785       0.359078        41.4778     
  1104.70        500.000                 NaN   7.61154                 NaN            NaN            NaN   6.72464       0.248239        43.5780       0.359072        41.4785     
  1103.63        500.000                 NaN   4.85267        3.51940       0.582769E-005            NaN   6.97430                 NaN   42.9493       0.285438        41.4189     
  1102.56        500.000                 NaN   7.14969       0.925046E-004            NaN            NaN   6.83183       0.706244        43.2646       0.336037        41.7115     
  1101.50        500.000                 NaN   7.11475       0.918917E-004            NaN            NaN   6.82816       0.726697        43.2721       0.337376        41.7209     
  1100.43        500.000                 NaN   8.40854                 NaN            NaN            NaN   7.00195                 NaN   42.8843       0.276764        41.4285     
  1099.36        500.000                 NaN  0.660291        7.74772                 NaN            NaN   7.00152                 NaN   42.8843       0.276913        41.4292     
  1098.29        500.000                 NaN   7.11842       0.224021E-003            NaN            NaN   6.81544       0.718598        43.2982       0.337846        41.7113     
  1097.22        500.000                 NaN   7.10400       0.837906E-004            NaN            NaN   6.81408       0.727405        43.3003       0.338262        41.7158     
  1096.15        500.000                 NaN   7.09013       0.181849E-003            NaN            NaN   6.81274       0.735818        43.3023       0.338660        41.7202     
  1095.09        500.000                 NaN   3.56037        2.66671       0.772928E-004            NaN   6.61507        1.08196        43.8480       0.406203        41.8216     
  1094.02        500.000                 NaN   4.79051        3.58756                 NaN            NaN   6.97772                 NaN   42.9385       0.282766        41.4230     
  1092.95        500.000                 NaN   7.05596                 NaN            NaN            NaN   6.80975       0.757909        43.3047       0.339405        41.7323     
  1091.88        500.000                 NaN   6.90560       0.199757E-005            NaN            NaN   6.79947       0.842221        43.3307       0.347958        41.7740     
  1090.81        500.000                 NaN   6.87896       0.173379E-004            NaN            NaN   6.79672       0.857852        43.3361       0.348963        41.7814     
  1089.74        500.000                 NaN   6.85282       0.170082E-004            NaN            NaN   6.79406       0.873201        43.3413       0.349946        41.7887     
  1088.67        500.000                 NaN   6.82753       0.169010E-004            NaN            NaN   6.79147       0.888055        43.3463       0.350897        41.7957     
  1087.61        500.000                 NaN   6.80275       0.103834E-004            NaN            NaN   6.78894       0.902617        43.3512       0.351828        41.8027     
  1086.54        500.000                 NaN   6.77858                 NaN            NaN            NaN   6.78648       0.916824        43.3559       0.352735        41.8095     
  1085.47        500.000                 NaN   6.75499                 NaN            NaN            NaN   6.78408       0.930690        43.3605       0.353617        41.8161     
  1084.40        500.000                 NaN   6.73192       0.363342E-005            NaN            NaN   6.78174       0.944242        43.3650       0.354482        41.8226     
  1083.33        500.000                 NaN   6.70931       0.632181E-005            NaN            NaN   6.77945       0.957534        43.3693       0.355327        41.8291     
  1082.26        500.000                 NaN   6.62283       0.122236E-003            NaN            NaN   6.77705        1.01506        43.3723       0.356139        41.8565     
  1081.20        500.000                 NaN   6.66556       0.157070E-003            NaN            NaN   6.77506       0.983181        43.3776       0.356952        41.8415     
  1080.13        500.000                 NaN   6.64453       0.820290E-005            NaN            NaN   6.77293       0.995644        43.3816       0.357741        41.8476     
  1079.06        500.000                 NaN   6.55998       0.251066E-003            NaN            NaN   6.77069        1.05191        43.3843       0.358493        41.8744     
  1077.99        500.000                 NaN   6.54317       0.553758E-003            NaN            NaN   6.76917        1.06136        43.3873       0.359068        41.8794     
  1076.92        500.000                 NaN   6.52820       0.175412E-003            NaN            NaN   6.76780        1.07001        43.3902       0.359587        41.8840     
  1075.85        500.000                 NaN   6.51512       0.392816E-005            NaN            NaN   6.76676        1.07783        43.3920       0.359992        41.8883     
  1074.79        500.000                 NaN   2.81809        5.60784       0.123124E-003            NaN   7.02509                 NaN   42.8284       0.270914        41.4496     
  1073.72        500.000                 NaN   6.49259       0.119148E-003            NaN            NaN   6.76531        1.09184        43.3934       0.360583        41.8961     
  1072.65        500.000                 NaN   6.48124       0.105339E-003            NaN            NaN   6.76455        1.09893        43.3942       0.360890        41.9001     
  1071.58        500.000                 NaN   6.47040       0.944024E-004            NaN            NaN   6.76387        1.10573        43.3948       0.361172        41.9039     
  1070.51        500.000                 NaN   6.45914       0.830856E-004            NaN            NaN   6.76311        1.11275        43.3956       0.361478        41.9078     
  1069.44        500.000                 NaN   6.44938       0.738292E-004            NaN            NaN   6.76257        1.11897        43.3959       0.361707        41.9114     
  1068.38        500.000                 NaN   6.44003       0.437941E-004            NaN            NaN   6.76209        1.12497        43.3960       0.361913        41.9149     
  1067.31        500.000                 NaN   6.42865       0.141447E-003            NaN            NaN   6.76131        1.13199        43.3968       0.362226        41.9188     
  1066.24        500.000                 NaN   6.41850       0.118919E-003            NaN            NaN   6.76070        1.13840        43.3973       0.362481        41.9225     
  1065.17        500.000                 NaN   6.40830       0.970225E-004            NaN            NaN   6.76007        1.14483        43.3978       0.362741        41.9262     
  1064.10        500.000                 NaN   6.39993       0.455050E-004            NaN            NaN   6.75972        1.15032        43.3976       0.362904        41.9295     
  1063.03        500.000                 NaN   6.49161       0.660091E-004            NaN            NaN   6.76118        1.08712        43.3967       0.363348        41.9000     
  1061.97        500.000                 NaN   6.40044       0.493087E-004            NaN            NaN   6.76171        1.15205        43.3909       0.362286        41.9326     
  1060.90        500.000                 NaN   6.36802       0.402756E-004            NaN            NaN   6.75760        1.17025        43.3995       0.363765        41.9408     
  1059.83        500.000                 NaN   4.44906        2.31575                 NaN            NaN   6.81973       0.954349        43.2623       0.342957        41.8559     
  1058.76        500.000                 NaN   4.74130        1.92860                 NaN            NaN   6.80626        1.00737        43.2907       0.347520        41.8782     
  1057.69        500.000                 NaN   6.34185       0.587325E-004            NaN            NaN   6.75596        1.18667        43.4005       0.364483        41.9505     
  1056.62        500.000                 NaN   6.23222       0.116557                 NaN            NaN   6.75835        1.18421        43.3941       0.363703        41.9508     
  1055.56        500.000                 NaN   5.98093       0.401730                 NaN            NaN   6.76461        1.16674        43.3793       0.361638        41.9451     
  1054.49        500.000                 NaN   6.29831       0.191541E-001            NaN            NaN   6.75531        1.20298        43.3989       0.364813        41.9605     
  1053.42        500.000                 NaN   6.30702       0.782569E-004            NaN            NaN   6.75461        1.20948        43.3995       0.365092        41.9642     
  1052.35        500.000                 NaN   6.32542       0.238672E-004            NaN            NaN   6.75849        1.20086        43.3892       0.363772        41.9622     
  1051.28        500.000                 NaN   6.32241       0.219356E-004            NaN            NaN   6.75897        1.20347        43.3871       0.363646        41.9644     
  1050.21        500.000                 NaN   6.30793       0.212757E-004            NaN            NaN   6.75760        1.21210        43.3893       0.364164        41.9689     
  1049.15        500.000                 NaN   6.29999       0.166205E-004            NaN            NaN   6.75728        1.21729        43.3890       0.364316        41.9721     
  1048.08        500.000                 NaN   6.29210                 NaN            NaN            NaN   6.75696        1.22247        43.3887       0.364468        41.9753     
  1047.01        500.000                 NaN   6.28413                 NaN            NaN            NaN   6.75662        1.22767        43.3885       0.364625        41.9785     
  1045.94        500.000                 NaN   6.23499       0.273594E-005            NaN            NaN   6.74960        1.25435        43.4041       0.367126        41.9898     
  1044.87        500.000                 NaN   6.22712       0.265925E-005            NaN            NaN   6.74926        1.25947        43.4039       0.367285        41.9930     
  1043.80        500.000                 NaN   6.21935       0.258714E-005            NaN            NaN   6.74893        1.26454        43.4036       0.367441        41.9961     
  1042.73        500.000                 NaN   6.22001       0.236389E-005            NaN            NaN   6.74998        1.26522        43.4001       0.367114        41.9976     
  1041.67        500.000                 NaN   6.21194       0.236942E-005            NaN            NaN   6.74960        1.27044        43.3999       0.367288        42.0008     
  1040.60        500.000                 NaN   6.20397       0.231714E-005            NaN            NaN   6.74923        1.27561        43.3998       0.367458        42.0040     
  1039.53        500.000                 NaN   6.27336                 NaN            NaN            NaN   6.75246        1.23358        43.3891       0.366480        41.9851     
  1038.46        500.000                 NaN   6.25908                 NaN            NaN            NaN   6.75107        1.24201        43.3913       0.367008        41.9895     
  1037.39        500.000                 NaN   6.17879                 NaN            NaN            NaN   6.74789        1.29174        43.3998       0.368050        42.0137     
  1036.32        500.000                 NaN   6.24353                 NaN            NaN            NaN   6.75041        1.25213        43.3909       0.367324        41.9958     
  1035.26        500.000                 NaN   6.16378                 NaN            NaN            NaN   6.74727        1.30156        43.3992       0.368348        42.0199     
  1034.19        500.000                 NaN   6.79280                 NaN            NaN            NaN   6.85179       0.971723        43.1573       0.331935        41.8944     
  1033.12        500.000                 NaN   6.14872                 NaN            NaN            NaN   6.74663        1.31139        43.3986       0.368654        42.0260     
  1032.05        500.000                 NaN   6.14147                 NaN            NaN            NaN   6.74636        1.31616        43.3982       0.368793        42.0290     
  1030.98        500.000                 NaN   6.13420                 NaN            NaN            NaN   6.74607        1.32094        43.3978       0.368934        42.0321     
  1029.91        500.000                 NaN   6.13605                 NaN            NaN            NaN   6.74732        1.32103        43.3937       0.368536        42.0333     
  1028.85        500.000                 NaN   6.19389                 NaN            NaN            NaN   6.74877        1.28497        43.3874       0.368188        42.0168     
  1027.78        500.000                 NaN   6.18650                 NaN            NaN            NaN   6.74847        1.28980        43.3871       0.368336        42.0198     
  1026.71        500.000                 NaN   6.10581                 NaN            NaN            NaN   6.74502        1.33965        43.3961       0.369469        42.0440     
  1025.64        500.000                 NaN   6.16943                 NaN            NaN            NaN   6.75680        1.30836        43.3664       0.365381        42.0336     
  1024.57        500.000                 NaN   6.09204                 NaN            NaN            NaN   6.74455        1.34878        43.3950       0.369719        42.0499     
  1023.50        500.000                 NaN   6.10155                 NaN            NaN            NaN   6.74712        1.34500        43.3877       0.368859        42.0497     
  1022.44        500.000                 NaN   6.09681                 NaN            NaN            NaN   6.74725        1.34848        43.3863       0.368855        42.0523     
  1021.37        500.000                 NaN   6.09155                 NaN            NaN            NaN   6.74729        1.35222        43.3851       0.368883        42.0549     
  1020.30        500.000                 NaN   6.08603                 NaN            NaN            NaN   6.74729        1.35609        43.3841       0.368928        42.0576     
  1019.23        500.000                 NaN   6.08002                 NaN            NaN            NaN   6.74720        1.36021        43.3832       0.369002        42.0604     
  1018.16        500.000                 NaN   6.06786                 NaN            NaN            NaN   6.74604        1.36744        43.3849       0.369452        42.0643     
  1017.09        500.000                 NaN   6.08134                 NaN            NaN            NaN   6.74934        1.36186        43.3756       0.368339        42.0635     
  1016.03        500.000                 NaN   6.04047                 NaN            NaN            NaN   6.74317        1.38341        43.3897       0.370549        42.0727     
  1014.96        500.000                 NaN   6.05410                 NaN            NaN            NaN   6.74649        1.37761        43.3805       0.369426        42.0718     
  1013.89        500.000                 NaN   6.04850                 NaN            NaN            NaN   6.74647        1.38165        43.3793       0.369479        42.0746     
  1012.82        500.000                 NaN   6.09332                 NaN            NaN            NaN   6.74577        1.35195        43.3786       0.369886        42.0604     
  1011.75        500.000                 NaN   6.01603                 NaN            NaN            NaN   6.74266        1.39999        43.3866       0.370906        42.0838     
  1010.68        500.000                 NaN   6.01005                 NaN            NaN            NaN   6.74254        1.40407        43.3858       0.370990        42.0865     
  1009.62        500.000                 NaN   6.00978                 NaN            NaN            NaN   6.74344        1.40529        43.3825       0.370721        42.0883     
  1008.55        500.000                 NaN   5.99816                 NaN            NaN            NaN   6.74233        1.41218        43.3841       0.371157        42.0920     
  1007.48        500.000                 NaN   6.40126                 NaN            NaN            NaN   6.81431        1.20818        43.2126       0.346014        42.0176     
  1006.41        500.000                 NaN   6.08233                 NaN            NaN            NaN   6.75907        1.37155        43.3421       0.365380        42.0795     
  1005.34        500.000                 NaN   6.04937                 NaN            NaN            NaN   6.74469        1.38151        43.3737       0.370583        42.0802     
  1004.27        500.000                 NaN   5.97897                 NaN            NaN            NaN   6.74269        1.42609        43.3788       0.371213        42.1022     
  1003.21        500.000                 NaN   5.96774                 NaN            NaN            NaN   6.74162        1.43276        43.3804       0.371634        42.1059     
  1002.14        500.000                 NaN   5.96557                 NaN            NaN            NaN   6.74218        1.43493        43.3779       0.371485        42.1079     
  1001.07        500.000                 NaN   5.96222                 NaN            NaN            NaN   6.74252        1.43769        43.3759       0.371410        42.1102     
