|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1599.36        500.000        99.2545                 NaN  0.745542       0.272363E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        500.000        99.1390                 NaN  0.861005       0.503765E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.36        500.000        99.1489                 NaN  0.850836       0.221760E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.85        500.000        99.1569                 NaN  0.843093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.35        500.000        99.1601                 NaN  0.811311       0.286276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        500.000        98.5601                 NaN   1.40060       0.392595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.35        500.000        99.6481                 NaN  0.351447       0.500068E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.84        500.000        99.3656                 NaN  0.624789       0.960859E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.34        500.000        99.2066                 NaN  0.772240       0.211449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.84        500.000        99.2117                 NaN  0.767584       0.207571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.34        500.000        99.2184                 NaN  0.762493       0.191154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.84        500.000        99.2262                 NaN  0.755472       0.183026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.33        500.000        99.1906                 NaN  0.791309       0.181391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        500.000        99.2847                 NaN  0.699644       0.156172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        500.000        99.2510                 NaN  0.732451       0.165775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        500.000        99.2554                 NaN  0.728801       0.157573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.33        500.000        99.2061                 NaN  0.777819       0.160704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        500.000        99.3299                 NaN  0.658691       0.113662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.32        500.000        99.2747                 NaN  0.711827       0.134863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.82        500.000        99.2912                 NaN  0.695598       0.131741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.32        500.000        99.2922                 NaN  0.695918       0.118899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        500.000        99.2978                 NaN  0.693357       0.882940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.31        500.000        99.3032                 NaN  0.686668       0.101480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.3163                 NaN  0.673595       0.101284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.31        500.000        99.3193                 NaN  0.664958       0.157551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.81        500.000        99.3251                 NaN  0.646933       0.280118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.30        500.000        99.3339                 NaN  0.643560       0.225626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.3370                 NaN  0.662997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.3418                 NaN  0.658163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        500.000        99.3477                 NaN  0.652339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        500.000        99.3575                 NaN  0.585704       0.568275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000        99.3633                 NaN  0.636738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        500.000        99.2468                 NaN  0.753171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        500.000        99.5322                 NaN  0.456306       0.114880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        500.000        99.3372                 NaN  0.662800       0.653182E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.3826                 NaN  0.617357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        500.000        99.3852                 NaN  0.614790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.3922                 NaN  0.607837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        500.000        99.3981                 NaN  0.601930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        500.000        99.4138                 NaN  0.520815       0.653778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        500.000        99.2656                 NaN  0.734351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        500.000        99.5503                 NaN  0.449669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        500.000        99.4165                 NaN  0.583516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        500.000        99.4214                 NaN  0.578592       0.159379E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        500.000        99.4268                 NaN  0.573234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.4302                 NaN  0.569835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        500.000        99.4350                 NaN  0.565004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000        99.4398                 NaN  0.560174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.4432                 NaN  0.556819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.4460                 NaN  0.554043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        500.000        99.4564                 NaN  0.543604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        99.4556                 NaN  0.544435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        500.000        99.4610                 NaN  0.538973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000        99.4655                 NaN  0.534459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        500.000        99.4785                 NaN  0.470371       0.510929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000        99.4715                 NaN  0.528549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        500.000        99.4782                 NaN  0.521765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000        99.4806                 NaN  0.519399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        500.000        99.4841                 NaN  0.515805       0.119155E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        99.4864                 NaN  0.513575       0.107244E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        500.000        99.4916                 NaN  0.508377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.4931                 NaN  0.506934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        500.000        99.4977                 NaN  0.502294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.4890                 NaN  0.453752                 NaN  0.572551E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        500.000        99.3819                 NaN            NaN            NaN  0.618062                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        500.000        99.3861                 NaN  0.105383                 NaN  0.508520                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        500.000        99.3821                 NaN            NaN            NaN  0.617889                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        500.000        99.3858                 NaN            NaN            NaN  0.614156                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        500.000        99.3862                 NaN  0.303016E-002            NaN  0.610781                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.3907                 NaN  0.608392E-001            NaN  0.548459                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        500.000        99.3872                 NaN            NaN            NaN  0.612771                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        500.000        99.3880                 NaN            NaN            NaN  0.611972                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        500.000        99.3879                 NaN            NaN            NaN  0.612103                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        500.000        99.3871                 NaN            NaN            NaN  0.612915                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        500.000        99.3872                 NaN            NaN            NaN  0.612839                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.3851                 NaN            NaN            NaN  0.614871                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        500.000        99.3832                 NaN            NaN            NaN  0.616758                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        500.000        99.3802                 NaN            NaN            NaN  0.619835                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        500.000        99.3777                 NaN            NaN            NaN  0.622300                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        99.2786                 NaN  0.163396                 NaN  0.558041                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        500.000        98.7870                 NaN            NaN            NaN  0.509228       0.703816                 NaN            NaN            NaN            NaN            NaN
  1477.69        500.000        99.2237                 NaN            NaN            NaN  0.315704       0.460569                 NaN            NaN            NaN            NaN            NaN
  1476.18        500.000        98.7754                 NaN            NaN            NaN  0.726396       0.498235                 NaN            NaN            NaN            NaN            NaN
  1474.68        500.000        99.0220                 NaN            NaN            NaN  0.580782       0.397171                 NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.0310                 NaN            NaN            NaN  0.393617       0.575366                 NaN            NaN            NaN            NaN            NaN
  1471.68        500.000        99.0425                 NaN            NaN            NaN  0.387708       0.569776                 NaN            NaN            NaN            NaN            NaN
  1470.17        500.000        99.0525                 NaN            NaN            NaN  0.564697       0.382848                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0639                 NaN            NaN            NaN  0.558101       0.377985                 NaN            NaN            NaN            NaN            NaN
  1467.17        500.000        99.0745                 NaN            NaN            NaN  0.372893       0.552611                 NaN            NaN            NaN            NaN            NaN
  1465.67        500.000        99.0853                 NaN            NaN            NaN  0.546479       0.368255                 NaN            NaN            NaN            NaN            NaN
  1464.17        500.000        99.0944                 NaN            NaN            NaN  0.541664       0.363914                 NaN            NaN            NaN            NaN            NaN
  1462.66        500.000        99.1079                 NaN            NaN            NaN  0.358081       0.533997                 NaN            NaN            NaN            NaN            NaN
  1461.16        500.000        99.1159                 NaN            NaN            NaN  0.529818       0.354310                 NaN            NaN            NaN            NaN            NaN
  1459.66        500.000        99.1232                 NaN            NaN            NaN  0.349970       0.526807                 NaN            NaN            NaN            NaN            NaN
  1458.16        500.000        99.1382                 NaN            NaN            NaN  0.517291       0.344521                 NaN            NaN            NaN            NaN            NaN
  1456.66        500.000        99.1445                 NaN            NaN            NaN  0.341263       0.514235                 NaN            NaN            NaN            NaN            NaN
  1455.15        500.000        99.1546                 NaN            NaN            NaN  0.336497       0.508877                 NaN            NaN            NaN            NaN            NaN
  1453.65        500.000        99.1640                 NaN            NaN            NaN  0.331923       0.504029                 NaN            NaN            NaN            NaN            NaN
  1452.15        500.000        99.1725                 NaN            NaN            NaN  0.498681       0.328846                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        99.1794                 NaN            NaN            NaN  0.324315       0.496317                 NaN            NaN            NaN            NaN            NaN
  1449.14        500.000        99.1945                 NaN            NaN            NaN  0.486000       0.319521                 NaN            NaN            NaN            NaN            NaN
  1447.64        500.000        99.1978                 NaN            NaN            NaN  0.316820       0.485368                 NaN            NaN            NaN            NaN            NaN
  1446.14        500.000        99.2085                 NaN            NaN            NaN  0.311248       0.480207                 NaN            NaN            NaN            NaN            NaN
  1444.64        500.000        99.2162                 NaN            NaN            NaN  0.475268       0.308569                 NaN            NaN            NaN            NaN            NaN
  1443.14        500.000        99.2236                 NaN            NaN            NaN  0.304940       0.471436                 NaN            NaN            NaN            NaN            NaN
  1441.63        500.000        97.4393                 NaN            NaN            NaN   1.02431       0.722046                 NaN  0.814354                 NaN            NaN            NaN
  1440.13        500.000        97.4138                 NaN            NaN            NaN  0.717234        1.03300                 NaN  0.835923                 NaN            NaN            NaN
  1438.63        500.000        97.4871                 NaN            NaN            NaN  0.696914        1.00301                 NaN  0.812982                 NaN            NaN            NaN
  1437.13        500.000        97.5548                 NaN            NaN            NaN  0.677965       0.975305                 NaN  0.791940                 NaN            NaN            NaN
  1435.63        500.000        97.6191                 NaN            NaN            NaN  0.948304       0.660894                 NaN  0.771751                 NaN            NaN            NaN
  1434.12        500.000        97.6811                 NaN            NaN            NaN  0.642970       0.923162                 NaN  0.752770                 NaN            NaN            NaN
  1432.62        500.000        97.7407                 NaN            NaN            NaN  0.627066       0.898369                 NaN  0.733834                 NaN            NaN            NaN
  1431.12        500.000        97.7945                 NaN            NaN            NaN  0.612353       0.876262                 NaN  0.716908                 NaN            NaN            NaN
