|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/EETA/EETA_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1201.27        2500.00                 NaN   9.44295        3.63288       0.183050E-003  0.341475E-005            NaN   8.40748        46.3064       0.555342        31.6548     
  1200.12        2500.00                 NaN   9.39528        3.67662                 NaN            NaN            NaN   8.40843        46.3091       0.556151        31.6545     
  1198.96        2500.00                 NaN   6.13533                 NaN            NaN   3.90408                 NaN   7.99542        47.9157       0.818369        33.2311     
  1197.80        2500.00                 NaN   9.63914        3.43556       0.109983E-005            NaN            NaN   8.42045        46.2950       0.554566        31.6553     
  1196.65        2500.00                 NaN   6.13037                 NaN            NaN   3.90760                 NaN   7.99588        47.9131       0.818325        33.2347     
  1195.49        2500.00                 NaN   9.68274        3.39353       0.301874E-003            NaN            NaN   8.42933        46.2839       0.553669        31.6565     
  1194.33        2500.00                 NaN   9.69839        3.38054                 NaN            NaN            NaN   8.43118        46.2790       0.552949        31.6579     
  1193.18        2500.00                 NaN   9.71633        3.36374       0.300966E-003            NaN            NaN   8.43480        46.2736       0.552434        31.6588     
  1192.02        2500.00                 NaN   9.50428        3.57635       0.345965E-005            NaN            NaN   8.43522        46.2712       0.552857        31.6601     
  1190.86        2500.00                 NaN   9.75700        3.32509                 NaN            NaN            NaN   8.44519        46.2610       0.551774        31.6599     
  1189.71        2500.00                 NaN   9.77488        3.30821                 NaN            NaN            NaN   8.44823        46.2571       0.551188        31.6604     
  1188.55        2500.00                 NaN   9.78418        3.30039                 NaN            NaN            NaN   8.45212        46.2513       0.550675        31.6614     
  1187.39        2500.00                 NaN   9.79052        3.29582                 NaN            NaN            NaN   8.45570        46.2452       0.550218        31.6625     
  1186.24        2500.00                 NaN   9.82857        3.25720       0.337584E-004            NaN            NaN   8.46376        46.2388       0.549584        31.6620     
  1185.08        2500.00                 NaN   5.92154        7.24942                 NaN            NaN            NaN   8.52522        46.1014       0.530694        31.6717     
  1183.92        2500.00                 NaN   9.85078        3.23992       0.102296E-004            NaN            NaN   8.46764        46.2280       0.548609        31.6650     
  1182.77        2500.00                 NaN   9.86767        3.22447       0.425667E-004            NaN            NaN   8.47171        46.2222       0.548018        31.6659     
  1181.61        2500.00                 NaN   9.88994        3.20307       0.541822E-005            NaN            NaN   8.47660        46.2166       0.547448        31.6663     
  1180.45        2500.00                 NaN   9.90058        3.19356                 NaN            NaN            NaN   8.48012        46.2116       0.547024        31.6671     
  1179.29        2500.00                 NaN   10.6194        2.53534                 NaN            NaN            NaN   8.44330        46.1611       0.551488        31.6894     
  1178.14        2500.00                 NaN   10.6194        2.53767                 NaN            NaN            NaN   8.44563        46.1559       0.550802        31.6906     
  1176.98        2500.00                 NaN   9.99163        3.11319       0.853828E-006            NaN            NaN   8.49217        46.1874       0.544249        31.6714     
  1175.82        2500.00                 NaN   9.93260        3.16956       0.940898E-006            NaN            NaN   8.49494        46.1848       0.545436        31.6726     
  1174.67        2500.00                 NaN   10.0604        3.04805                 NaN            NaN            NaN   8.50636        46.1688       0.543007        31.6734     
  1173.51        2500.00                 NaN   9.94586        3.15891       0.929776E-006            NaN            NaN   8.50272        46.1737       0.544375        31.6744     
  1172.35        2500.00                 NaN   9.95245        3.15769       0.925556E-006            NaN            NaN   8.50513        46.1643       0.543569        31.6769     
  1171.20        2500.00                 NaN   9.96256       0.545590E-002   3.14372                 NaN            NaN   8.50913        46.1583       0.543116        31.6778     
  1170.04        2500.00                 NaN   9.97564        3.13756       0.864349E-006            NaN            NaN   8.51229        46.1532       0.542680        31.6787     
  1168.88        2500.00                 NaN   6.01188       0.133362E-003            NaN   3.98911                 NaN   7.99982        47.8861       0.817695        33.2953     
  1167.73        2500.00                 NaN   10.0910        3.02629                 NaN            NaN            NaN   8.52245        46.1418       0.539940        31.6786     
  1166.57        2500.00                 NaN   10.1026        3.01626                 NaN            NaN            NaN   8.52605        46.1362       0.539411        31.6795     
  1165.41        2500.00                 NaN  0.595677        12.6598                 NaN            NaN            NaN   8.62368        45.9124       0.509368        31.6991     
  1164.26        2500.00                 NaN  0.555374        12.7020                 NaN            NaN            NaN   8.62765        45.9062       0.508716        31.7000     
  1163.10        2500.00                 NaN  0.524007        12.7353                 NaN            NaN            NaN   8.63157        45.9001       0.508070        31.7009     
  1161.94        2500.00                 NaN  0.482043        12.7793                 NaN            NaN            NaN   8.63557        45.8939       0.507404        31.7018     
  1160.79        2500.00                 NaN  0.452921        12.8103                 NaN            NaN            NaN   8.63950        45.8878       0.506749        31.7027     
  1159.63        2500.00                 NaN  0.405026        12.8603                 NaN            NaN            NaN   8.64353        45.8814       0.506066        31.7037     
  1158.47        2500.00                 NaN  0.404919        12.8622                 NaN            NaN            NaN   8.64732        45.8755       0.505439        31.7046     
  1157.32        2500.00                 NaN  0.360499        12.9087                 NaN            NaN            NaN   8.65135        45.8691       0.504744        31.7055     
  1156.16        2500.00                 NaN  0.339668        12.9316                 NaN            NaN            NaN   8.65524        45.8630       0.504080        31.7065     
  1155.00        2500.00                 NaN   10.1437        2.98558       0.739989E-003            NaN            NaN   8.56139        46.0858       0.535152        31.6877     
  1153.85        2500.00                 NaN   10.1540        2.97697       0.622578E-003            NaN            NaN   8.56595        46.0793       0.534544        31.6886     
  1152.69        2500.00                 NaN   10.1614        2.97149       0.527323E-003            NaN            NaN   8.56876        46.0742       0.534004        31.6896     
  1151.53        2500.00                 NaN   10.1715        2.96325       0.445961E-003            NaN            NaN   8.57259        46.0683       0.533428        31.6905     
  1150.38        2500.00                 NaN   10.1807        2.95614       0.377887E-003            NaN            NaN   8.57643        46.0619       0.532814        31.6916     
  1149.22        2500.00                 NaN   10.1877        2.95095                 NaN            NaN            NaN   8.57965        46.0568       0.532337        31.6926     
  1148.06        2500.00                 NaN   10.1962        2.94422                 NaN            NaN            NaN   8.58331        46.0510       0.531758        31.6935     
  1146.91        2500.00                 NaN   10.2045        2.93767                 NaN            NaN            NaN   8.58696        46.0452       0.531176        31.6945     
  1145.75        2500.00                 NaN   10.2102        2.93369                 NaN            NaN            NaN   8.59094        46.0392       0.530521        31.6954     
  1144.59        2500.00                 NaN   10.2184        2.92743                 NaN            NaN            NaN   8.59435        46.0333       0.529956        31.6965     
  1143.44        2500.00                 NaN   10.2277        2.91972                 NaN            NaN            NaN   8.59835        46.0275       0.529393        31.6973     
  1142.28        2500.00                 NaN   10.2370        2.91257                 NaN            NaN            NaN   8.60212        46.0210       0.528809        31.6985     
  1141.12        2500.00                 NaN   10.2403        2.91088                 NaN            NaN            NaN   8.60538        46.0158       0.528230        31.6994     
  1139.97        2500.00                 NaN   10.2453        2.90791                 NaN            NaN            NaN   8.60888        46.0096       0.527628        31.7006     
  1138.81        2500.00                 NaN   10.2528        2.90220                 NaN            NaN            NaN   8.61238        46.0039       0.527070        31.7016     
  1137.65        2500.00                 NaN   10.2641        2.89258                 NaN            NaN            NaN   8.61627        45.9980       0.526502        31.7026     
  1136.50        2500.00                 NaN   10.2680        2.89032                 NaN            NaN            NaN   8.61968        45.9925       0.525969        31.7036     
  1135.34        2500.00                 NaN   10.2712        2.88940                 NaN            NaN            NaN   8.62321        45.9861       0.525335        31.7047     
  1134.18        2500.00                 NaN   10.2785        2.88399                 NaN            NaN            NaN   8.62785        45.9792       0.524638        31.7058     
  1133.03        2500.00                 NaN   10.2839        2.87974       0.143233E-005            NaN            NaN   8.63012        45.9755       0.524241        31.7066     
  1131.87        2500.00                 NaN   10.2760        2.88990                 NaN            NaN            NaN   8.63823        45.9636       0.523955        31.7083     
  1130.71        2500.00                 NaN   10.2916        2.87620                 NaN            NaN            NaN   8.63743        45.9629       0.522966        31.7089     
  1129.56        2500.00                 NaN   10.2959        2.87432                 NaN            NaN            NaN   8.64147        45.9560       0.522273        31.7100     
  1128.40        2500.00                 NaN   10.3005        2.87139                 NaN            NaN            NaN   8.64473        45.9507       0.521728        31.7110     
  1127.24        2500.00                 NaN   10.3668        2.81244                 NaN            NaN            NaN   8.65092        45.9370       0.519783        31.7131     
  1126.08        2500.00                 NaN  0.115416E-004   10.3065        2.86893                 NaN            NaN   8.65123        45.9396       0.520643        31.7131     
  1124.93        2500.00                 NaN   10.3694        2.81332                 NaN            NaN            NaN   8.65757        45.9258       0.518721        31.7152     
  1123.77        2500.00                 NaN  0.584653E-004   10.3131        2.86610                 NaN            NaN   8.65816        45.9279       0.519465        31.7152     
  1122.61        2500.00                 NaN  0.443229E-004   10.3196        2.86156                 NaN            NaN   8.66332        45.9205       0.518756        31.7162     
  1121.46        2500.00                 NaN  0.230470E-004   10.3224        2.86061                 NaN            NaN   8.66542        45.9159       0.518327        31.7173     
  1120.30        2500.00                 NaN  0.250331E-004   10.3234        2.86163                 NaN            NaN   8.66908        45.9098       0.517611        31.7184     
  1119.14        2500.00                 NaN  0.466761E-004   10.3288        2.85806                 NaN            NaN   8.67229        45.9042       0.517061        31.7196     
  1117.99        2500.00                 NaN  0.621801E-004   10.3312        2.85786                 NaN            NaN   8.67586        45.8980       0.516398        31.7207     
  1116.83        2500.00                 NaN  0.558220E-004   10.3353        2.85572                 NaN            NaN   8.67940        45.8920       0.515772        31.7217     
  1115.67        2500.00                 NaN  0.587637E-004   10.3359        2.85709                 NaN            NaN   8.68261        45.8863       0.515202        31.7229     
  1114.52        2500.00                 NaN  0.539702E-004   10.3373        2.85761                 NaN            NaN   8.68599        45.8804       0.514610        31.7240     
  1113.36        2500.00                 NaN  0.504502E-004   10.3382        2.85882                 NaN            NaN   8.68951        45.8743       0.514011        31.7251     
  1112.20        2500.00                 NaN  0.492019E-004   10.3401        2.85884                 NaN            NaN   8.69286        45.8685       0.513416        31.7262     
  1111.05        2500.00                 NaN  0.481342E-004   10.3382        2.86258                 NaN            NaN   8.69635        45.8626       0.512874        31.7273     
  1109.89        2500.00                 NaN  0.475983E-004   10.3433        2.85968                 NaN            NaN   8.69966        45.8567       0.512201        31.7284     
  1108.73        2500.00                 NaN  0.465008E-004   10.3435        2.86143                 NaN            NaN   8.70316        45.8507       0.511628        31.7296     
  1107.58        2500.00                 NaN  0.456630E-004   10.3481        2.85893                 NaN            NaN   8.70788        45.8435       0.510860        31.7307     
  1106.42        2500.00                 NaN  0.327207E-004   10.3781        2.83126                 NaN            NaN   8.71093        45.8377       0.510190        31.7318     
  1105.26        2500.00                 NaN  0.232360E-004   10.3461        2.86478                 NaN            NaN   8.71351        45.8328       0.509847        31.7329     
  1104.11        2500.00                 NaN  0.462356E-004   10.3468        2.86620                 NaN            NaN   8.71711        45.8265       0.509233        31.7341     
  1102.95        2500.00                 NaN  0.268008E-004   10.3519        2.86301                 NaN            NaN   8.72089        45.8201       0.508684        31.7353     
  1101.79        2500.00                 NaN   5.88333                 NaN            NaN   4.07723                 NaN   8.01726        47.8102       0.817416        33.3945     
  1100.64        2500.00                 NaN  0.191317E-004   10.3507        2.86883                 NaN            NaN   8.72727        45.8079       0.507512        31.7377     
  1099.48        2500.00                 NaN  0.226264E-004   10.3419        2.87806                 NaN            NaN   8.73260        45.8016       0.507121        31.7386     
  1098.32        2500.00                 NaN  0.186338E-004   10.3413        2.88066                 NaN            NaN   8.73577        45.7960       0.506535        31.7398     
  1097.17        2500.00                 NaN  0.347037E-004   10.3392        2.88545                 NaN            NaN   8.74065        45.7875       0.505882        31.7413     
  1096.01        2500.00                 NaN  0.270315E-004   10.3417        2.88437                 NaN            NaN   8.74228        45.7842       0.505310        31.7421     
  1094.85        2500.00                 NaN   5.87216       0.326487E-004            NaN   4.08517                 NaN   8.01934        47.8015       0.817348        33.4044     
  1093.70        2500.00                 NaN  0.113337        13.2899                 NaN            NaN            NaN   8.86254        45.5074       0.462972        31.7638     
  1092.54        2500.00                 NaN  0.123128        13.2822                 NaN            NaN            NaN   8.86546        45.5016       0.462405        31.7653     
  1091.38        2500.00                 NaN  0.199975        13.2069                 NaN            NaN            NaN   8.86822        45.4965       0.461911        31.7665     
  1090.23        2500.00                 NaN  0.338149        13.0693                 NaN            NaN            NaN   8.87003        45.4932       0.461738        31.7677     
  1089.07        2500.00                 NaN  0.322209E-004   10.3321        2.90716                 NaN            NaN   8.76202        45.7478       0.501496        31.7494     
  1087.91        2500.00                 NaN  0.219751E-004   10.3284        2.91241                 NaN            NaN   8.76469        45.7431       0.501009        31.7504     
  1086.76        2500.00                 NaN  0.294641E-004   10.3228        2.91994                 NaN            NaN   8.76794        45.7374       0.500402        31.7515     
  1085.60        2500.00                 NaN  0.302577E-004   10.3280        2.91725                 NaN            NaN   8.77248        45.7298       0.499640        31.7528     
  1084.44        2500.00                 NaN  0.197345E-004   10.3218        2.92540                 NaN            NaN   8.77436        45.7253       0.499115        31.7540     
  1083.29        2500.00                 NaN  0.191445E-004   10.3180        2.93165                 NaN            NaN   8.77765        45.7193       0.498302        31.7551     
  1082.13        2500.00                 NaN  0.207885E-004   10.3170        2.93495                 NaN            NaN   8.78334        45.7109       0.497696        31.7561     
  1080.97        2500.00                 NaN  0.208324E-004   10.3120        2.94175                 NaN            NaN   8.78342        45.7078       0.497267        31.7577     
  1079.82        2500.00                 NaN  0.279785E-004   10.3147        2.94177                 NaN            NaN   8.78782        45.6999       0.496591        31.7592     
  1078.66        2500.00                 NaN  0.163888E-004   10.3063        2.95271                 NaN            NaN   8.78936        45.6953       0.495871        31.7605     
  1077.50        2500.00                 NaN  0.805846E-004   10.2977        2.96209                 NaN            NaN   8.79318        45.6900       0.495581        31.7614     
  1076.34        2500.00                 NaN   11.2727        2.12456                 NaN            NaN            NaN   8.77092        45.5573       0.478688        31.7958     
  1075.19        2500.00                 NaN   10.3027        2.96204                 NaN            NaN            NaN   8.80283        45.6750       0.493989        31.7634     
  1074.03        2500.00                 NaN  0.267861E-003   9.87597                 NaN   2.03965                 NaN   8.53935        46.3096       0.605392        32.6298     
  1072.87        2500.00                 NaN   10.3458        2.92991                 NaN            NaN            NaN   8.80922        45.6563       0.491289        31.7675     
  1071.72        2500.00                 NaN   2.06990        11.2266       0.193969E-005            NaN            NaN   8.73750        45.6852       0.499527        31.7813     
  1070.56        2500.00                 NaN   2.20670        10.9524                 NaN            NaN            NaN   8.78267        45.8180       0.502892        31.7374     
  1069.40        2500.00                 NaN   10.3411        2.94096                 NaN            NaN            NaN   8.81827        45.6392       0.489464        31.7710     
  1068.25        2500.00                 NaN   10.3347        2.94810                 NaN            NaN            NaN   8.82137        45.6348       0.489117        31.7720     
  1067.09        2500.00                 NaN   10.3224        2.96364                 NaN            NaN            NaN   8.82497        45.6271       0.488330        31.7736     
  1065.93        2500.00                 NaN   10.3210        2.96672                 NaN            NaN            NaN   8.82787        45.6218       0.487861        31.7748     
  1064.78        2500.00                 NaN  0.137033E-005   10.2589        3.02512                 NaN            NaN   8.82793        45.6239       0.488833        31.7754     
  1063.62        2500.00                 NaN  0.131732E-005   10.2454        3.04335                 NaN            NaN   8.82660        45.6192       0.487861        31.7776     
  1062.46        2500.00                 NaN   10.3101        2.98555                 NaN            NaN            NaN   8.83783        45.6016       0.485814        31.7791     
  1061.31        2500.00                 NaN   10.3138        2.98296                 NaN            NaN            NaN   8.83963        45.5981       0.485438        31.7801     
  1060.15        2500.00                 NaN   10.3010        2.99712                 NaN            NaN            NaN   8.84335        45.5928       0.484816        31.7809     
  1058.99        2500.00                 NaN   10.2418        3.05578                 NaN            NaN            NaN   8.84463        45.5898       0.485455        31.7825     
  1057.84        2500.00                 NaN   7.81241        5.48785                 NaN            NaN            NaN   8.78135        45.6360       0.492869        31.7895     
  1056.68        2500.00                 NaN   7.93111        5.36640                 NaN            NaN            NaN   8.78534        45.6340       0.493238        31.7899     
  1055.52        2500.00                 NaN   8.26885                 NaN            NaN   2.94386                 NaN   8.35532        46.7055       0.681815        33.0447     
  1054.37        2500.00                 NaN   8.35421       0.259453E-004            NaN   2.88526                 NaN   8.36427        46.6984       0.680744        33.0171     
  1053.21        2500.00                 NaN   5.19421        8.10625                 NaN            NaN            NaN   8.79143        45.6213       0.492541        31.7943     
  1052.05        2500.00                 NaN   5.16021        8.14111                 NaN            NaN            NaN   8.79357        45.6171       0.492383        31.7956     
  1050.90        2500.00                 NaN   5.10298        8.19915                 NaN            NaN            NaN   8.79733        45.6119       0.491953        31.7967     
  1049.74        2500.00                 NaN   5.06682        8.23531                 NaN            NaN            NaN   8.79991        45.6074       0.492559        31.7981     
  1048.58        2500.00                 NaN   8.10860       0.243015E-004            NaN   3.02710                 NaN   8.33888        46.7483       0.692189        33.0849     
  1047.43        2500.00                 NaN   4.99925        8.30566                 NaN            NaN            NaN   8.80523        45.5984       0.491122        31.8004     
  1046.27        2500.00                 NaN   4.95926        8.34692                 NaN            NaN            NaN   8.80877        45.5930       0.490629        31.8014     
  1045.11        2500.00                 NaN   8.03764       0.234374E-004            NaN   3.07028                 NaN   8.33141        46.7569       0.695353        33.1084     
  1043.96        2500.00                 NaN   7.98464       0.233841E-004            NaN   3.09744                 NaN   8.32614        46.7724       0.698398        33.1209     
  1042.80        2500.00                 NaN   4.87852        8.43227                 NaN            NaN            NaN   8.82063        45.5738       0.489295        31.8055     
  1041.64        2500.00                 NaN   7.93629       0.233478E-005            NaN   3.12619                 NaN   8.32250        46.7787       0.700288        33.1360     
  1040.49        2500.00                 NaN   7.91256       0.228452E-005            NaN   3.14027                 NaN   8.32071        46.7818       0.701222        33.1434     
  1039.33        2500.00                 NaN   7.88955       0.223458E-005            NaN   3.15395                 NaN   8.31900        46.7847       0.702124        33.1506     
  1038.17        2500.00                 NaN   7.86718       0.218509E-005            NaN   3.16727                 NaN   8.31737        46.7875       0.702996        33.1577     
  1037.02        2500.00                 NaN   4.76663        8.55262                 NaN            NaN            NaN   8.83588        45.5461       0.486935        31.8119     
  1035.86        2500.00                 NaN   7.82422       0.215017E-004            NaN   3.19288                 NaN   8.31432        46.7924       0.704656        33.1715     
  1034.70        2500.00                 NaN   7.80353       0.212480E-004            NaN   3.20527                 NaN   8.31289        46.7947       0.705450        33.1781     
  1033.55        2500.00                 NaN   4.71702        8.60794                 NaN            NaN            NaN   8.84525        45.5286       0.485379        31.8158     
  1032.39        2500.00                 NaN   4.68932        8.63724                 NaN            NaN            NaN   8.84815        45.5234       0.484959        31.8169     
  1031.23        2500.00                 NaN   4.66719        8.66079                 NaN            NaN            NaN   8.85104        45.5182       0.484632        31.8181     
  1030.08        2500.00                 NaN   4.65414        8.67594                 NaN            NaN            NaN   8.85524        45.5113       0.483834        31.8196     
  1028.92        2500.00                 NaN   4.63988        8.69209                 NaN            NaN            NaN   8.85844        45.5053       0.483206        31.8211     
  1027.76        2500.00                 NaN   4.62910        8.70484                 NaN            NaN            NaN   8.86146        45.4994       0.482726        31.8225     
  1026.61        2500.00                 NaN   4.60929        8.72603                 NaN            NaN            NaN   8.86449        45.4940       0.482332        31.8238     
  1025.45        2500.00                 NaN   4.60622        8.73158                 NaN            NaN            NaN   8.86735        45.4879       0.481805        31.8251     
  1024.29        2500.00                 NaN   4.58815        8.75115                 NaN            NaN            NaN   8.87046        45.4825       0.481419        31.8264     
  1023.13        2500.00                 NaN   4.56071        8.78059                 NaN            NaN            NaN   8.87353        45.4768       0.480785        31.8276     
  1021.98        2500.00                 NaN   4.54986        8.79341                 NaN            NaN            NaN   8.87663        45.4709       0.480262        31.8290     
  1020.82        2500.00                 NaN   4.51783        8.83203                 NaN            NaN            NaN   8.87918        45.4584       0.480259        31.8323     
  1019.66        2500.00                 NaN   4.54426        8.80420                 NaN            NaN            NaN   8.88327        45.4575       0.479005        31.8318     
  1018.51        2500.00                 NaN   4.53272        8.81780                 NaN            NaN            NaN   8.88640        45.4515       0.478458        31.8331     
  1017.35        2500.00                 NaN   7.49115                 NaN            NaN   3.39153                 NaN   8.29354        46.8263       0.717358        33.2801     
  1016.19        2500.00                 NaN   7.49581       0.133416E-005            NaN   3.39018                 NaN   8.29350        46.8223       0.717569        33.2806     
  1015.04        2500.00                 NaN   3.15086        10.3438                 NaN            NaN            NaN   9.02055        45.1940       0.438631        31.8521     
  1013.88        2500.00                 NaN   4.48890        8.87176                 NaN            NaN            NaN   8.90022        45.4241       0.476009        31.8390     
  1012.72        2500.00                 NaN   7.42658       0.480825E-005            NaN   3.43025                 NaN   8.28724        46.8336       0.720616        33.3017     
  1011.57        2500.00                 NaN   7.45962                 NaN            NaN   3.41458                 NaN   8.29282        46.8183       0.718402        33.2963     
  1010.41        2500.00                 NaN   4.47636        8.89440                 NaN            NaN            NaN   8.91005        45.3993       0.474320        31.8455     
  1009.25        2500.00                 NaN   4.47012        8.90298                 NaN            NaN            NaN   8.91324        45.3930       0.473744        31.8469     
  1008.10        2500.00                 NaN   9.55639        3.91510                 NaN            NaN            NaN   8.95894        45.2459       0.458347        31.8653     
  1006.94        2500.00                 NaN   9.55731        3.91599                 NaN            NaN            NaN   8.96152        45.2406       0.457812        31.8668     
  1005.78        2500.00                 NaN   9.55807        3.91713                 NaN            NaN            NaN   8.96411        45.2351       0.457275        31.8683     
  1004.63        2500.00                 NaN   9.55874        3.91839                 NaN            NaN            NaN   8.96670        45.2296       0.456736        31.8698     
  1003.47        2500.00                 NaN   9.55925        3.91980                 NaN            NaN            NaN   8.96929        45.2241       0.456195        31.8713     
  1002.31        2500.00                 NaN   9.69577        3.76351                 NaN            NaN            NaN   8.95980        45.2607       0.457444        31.8628     
  1001.16        2500.00                 NaN   3.84255        9.59099                 NaN            NaN            NaN   8.99463        45.2660       0.452575        31.8532     
  1000.00        2500.00                 NaN   3.84385        9.59200                 NaN            NaN            NaN   8.99761        45.2599       0.452012        31.8547     
