|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1198.96        2500.00                 NaN   7.98300                 NaN            NaN   6.22040                 NaN   8.11098        44.7764        1.42288        31.4864     
  1197.80        2500.00                 NaN   13.0369        4.49505       0.146061E-005            NaN            NaN   8.51198        43.1087       0.960821        29.8866     
  1196.65        2500.00                 NaN   7.97607                 NaN            NaN   6.22627                 NaN   8.11149        44.7749        1.42286        31.4884     
  1195.49        2500.00                 NaN   13.0943        4.43934       0.398785E-003            NaN            NaN   8.52098        43.0992       0.959299        29.8864     
  1194.33        2500.00                 NaN   13.1151        4.42198                 NaN            NaN            NaN   8.52285        43.0950       0.958066        29.8870     
  1193.18        2500.00                 NaN   13.1387        4.39966       0.397467E-003            NaN            NaN   8.52653        43.0904       0.957190        29.8872     
  1192.02        2500.00                 NaN   12.8588        4.68007       0.460030E-005            NaN            NaN   8.52696        43.0885       0.957937        29.8877     
  1190.86        2500.00                 NaN   13.1920        4.34839                 NaN            NaN            NaN   8.53708        43.0795       0.956079        29.8870     
  1189.71        2500.00                 NaN   13.2156        4.32605                 NaN            NaN            NaN   8.54016        43.0763       0.955079        29.8868     
  1188.55        2500.00                 NaN   13.2279        4.31553                 NaN            NaN            NaN   8.54411        43.0713       0.954207        29.8870     
  1187.39        2500.00                 NaN   13.2362        4.30917                 NaN            NaN            NaN   8.54774        43.0660       0.953431        29.8875     
  1186.24        2500.00                 NaN   13.2862        4.25832       0.447728E-004            NaN            NaN   8.55594        43.0606       0.952353        29.8865     
  1185.08        2500.00                 NaN   8.00334        9.63986                 NaN            NaN            NaN   8.61716        42.9284       0.919535        29.8917     
  1183.92        2500.00                 NaN   13.3155        4.23501       0.135730E-004            NaN            NaN   8.55984        43.0512       0.950689        29.8878     
  1182.77        2500.00                 NaN   13.3377        4.21449       0.564743E-004            NaN            NaN   8.56397        43.0461       0.949680        29.8880     
  1181.61        2500.00                 NaN   13.3670        4.18617       0.718156E-005            NaN            NaN   8.56895        43.0414       0.948711        29.8878     
  1180.45        2500.00                 NaN   13.3809        4.17354                 NaN            NaN            NaN   8.57252        43.0371       0.947991        29.8879     
  1179.29        2500.00                 NaN   14.3119        3.31131                 NaN            NaN            NaN   8.53396        42.9837       0.955593        29.9035     
  1178.14        2500.00                 NaN   14.3120        3.31420                 NaN            NaN            NaN   8.53633        42.9791       0.954418        29.9040     
  1176.98        2500.00                 NaN   13.5029        4.06394       0.113044E-005            NaN            NaN   8.58468        43.0155       0.943223        29.8897     
  1175.82        2500.00                 NaN   13.4222        4.14110       0.124670E-005            NaN            NaN   8.58750        43.0136       0.945296        29.8903     
  1174.67        2500.00                 NaN   13.5891        3.98188                 NaN            NaN            NaN   8.59901        42.9987       0.941097        29.8902     
  1173.51        2500.00                 NaN   13.4396        4.12653       0.123175E-005            NaN            NaN   8.59543        43.0042       0.943492        29.8907     
  1172.35        2500.00                 NaN   13.4480        4.12424       0.122629E-005            NaN            NaN   8.59784        42.9956       0.942106        29.8923     
  1171.20        2500.00                 NaN   13.4611       0.724657E-002   4.10559                 NaN            NaN   8.60189        42.9904       0.941335        29.8924     
  1170.04        2500.00                 NaN   13.4783        4.09721       0.114400E-005            NaN            NaN   8.60511        42.9861       0.940596        29.8926     
  1168.88        2500.00                 NaN   7.80887       0.180834E-003            NaN   6.35954                 NaN   8.11624        44.7620        1.42240        31.5308     
  1167.73        2500.00                 NaN   13.6331        3.94812                 NaN            NaN            NaN   8.61540        42.9762       0.935878        29.8912     
  1166.57        2500.00                 NaN   13.6485        3.93466                 NaN            NaN            NaN   8.61905        42.9714       0.934977        29.8915     
  1165.41        2500.00                 NaN  0.788162        16.9500                 NaN            NaN            NaN   8.71655        42.7574       0.882794        29.9051     
  1164.26        2500.00                 NaN  0.734725        17.0057                 NaN            NaN            NaN   8.72057        42.7520       0.881678        29.9053     
  1163.10        2500.00                 NaN  0.693132        17.0495                 NaN            NaN            NaN   8.72455        42.7467       0.880572        29.9055     
  1161.94        2500.00                 NaN  0.637513        17.1074                 NaN            NaN            NaN   8.72860        42.7413       0.879432        29.9057     
  1160.79        2500.00                 NaN  0.598908        17.1483                 NaN            NaN            NaN   8.73258        42.7360       0.878312        29.9059     
  1159.63        2500.00                 NaN  0.535481        17.2141                 NaN            NaN            NaN   8.73666        42.7305       0.877142        29.9061     
  1158.47        2500.00                 NaN  0.535289        17.2165                 NaN            NaN            NaN   8.74050        42.7253       0.876069        29.9063     
  1157.32        2500.00                 NaN  0.476465        17.2778                 NaN            NaN            NaN   8.74459        42.7198       0.874879        29.9065     
  1156.16        2500.00                 NaN  0.448859        17.3077                 NaN            NaN            NaN   8.74853        42.7144       0.873742        29.9068     
  1155.00        2500.00                 NaN   13.6997        3.89523       0.978581E-003            NaN            NaN   8.65494        42.9287       0.927749        29.8927     
  1153.85        2500.00                 NaN   13.7132        3.88370       0.823168E-003            NaN            NaN   8.65956        42.9230       0.926710        29.8930     
  1152.69        2500.00                 NaN   13.7229        3.87627       0.697103E-003            NaN            NaN   8.66241        42.9187       0.925789        29.8932     
  1151.53        2500.00                 NaN   13.7361        3.86522       0.589435E-003            NaN            NaN   8.66629        42.9135       0.924806        29.8934     
  1150.38        2500.00                 NaN   13.7482        3.85566       0.499366E-003            NaN            NaN   8.67019        42.9079       0.923755        29.8938     
  1149.22        2500.00                 NaN   13.7574        3.84861                 NaN            NaN            NaN   8.67345        42.9036       0.922944        29.8940     
  1148.06        2500.00                 NaN   13.7684        3.83956                 NaN            NaN            NaN   8.67717        42.8986       0.921954        29.8943     
  1146.91        2500.00                 NaN   13.7793        3.83073                 NaN            NaN            NaN   8.68087        42.8936       0.920962        29.8945     
  1145.75        2500.00                 NaN   13.7868        3.82526                 NaN            NaN            NaN   8.68491        42.8884       0.919840        29.8947     
  1144.59        2500.00                 NaN   13.7975        3.81681                 NaN            NaN            NaN   8.68837        42.8833       0.918876        29.8951     
  1143.44        2500.00                 NaN   13.8097        3.80646                 NaN            NaN            NaN   8.69242        42.8783       0.917914        29.8952     
  1142.28        2500.00                 NaN   13.8217        3.79685                 NaN            NaN            NaN   8.69624        42.8727       0.916916        29.8956     
  1141.12        2500.00                 NaN   13.8261        3.79435                 NaN            NaN            NaN   8.69954        42.8682       0.915927        29.8959     
  1139.97        2500.00                 NaN   13.8327        3.79016                 NaN            NaN            NaN   8.70309        42.8628       0.914898        29.8964     
  1138.81        2500.00                 NaN   13.8424        3.78240                 NaN            NaN            NaN   8.70664        42.8579       0.913945        29.8966     
  1137.65        2500.00                 NaN   13.8572        3.76956                 NaN            NaN            NaN   8.71059        42.8528       0.912975        29.8969     
  1136.50        2500.00                 NaN   13.8624        3.76631                 NaN            NaN            NaN   8.71404        42.8480       0.912065        29.8972     
  1135.34        2500.00                 NaN   13.8665        3.76484                 NaN            NaN            NaN   8.71762        42.8425       0.910980        29.8976     
  1134.18        2500.00                 NaN   13.8760        3.75751                 NaN            NaN            NaN   8.72233        42.8364       0.909787        29.8980     
  1133.03        2500.00                 NaN   13.8831        3.75176       0.188460E-005            NaN            NaN   8.72464        42.8333       0.909113        29.8980     
  1131.87        2500.00                 NaN   13.8723        3.76450                 NaN            NaN            NaN   8.73285        42.8227       0.908631        29.8990     
  1130.71        2500.00                 NaN   13.8931        3.74668                 NaN            NaN            NaN   8.73204        42.8224       0.906930        29.8988     
  1129.56        2500.00                 NaN   13.8986        3.74393                 NaN            NaN            NaN   8.73614        42.8164       0.905742        29.8992     
  1128.40        2500.00                 NaN   13.9045        3.73983                 NaN            NaN            NaN   8.73944        42.8119       0.904812        29.8995     
  1127.24        2500.00                 NaN   13.9937        3.65921                 NaN            NaN            NaN   8.74567        42.7992       0.901449        29.9007     
  1126.08        2500.00                 NaN  0.154176E-004   13.9125        3.73609                 NaN            NaN   8.74604        42.8022       0.902960        29.9002     
  1124.93        2500.00                 NaN   13.9971        3.65981                 NaN            NaN            NaN   8.75243        42.7896       0.899636        29.9014     
  1123.77        2500.00                 NaN  0.780619E-004   13.9210        3.73186                 NaN            NaN   8.75307        42.7921       0.900944        29.9009     
  1122.61        2500.00                 NaN  0.591681E-004   13.9294        3.72558                 NaN            NaN   8.75830        42.7857       0.899731        29.9012     
  1121.46        2500.00                 NaN  0.307602E-004   13.9332        3.72402                 NaN            NaN   8.76042        42.7817       0.898999        29.9016     
  1120.30        2500.00                 NaN  0.334034E-004   13.9345        3.72507                 NaN            NaN   8.76414        42.7765       0.897773        29.9020     
  1119.14        2500.00                 NaN  0.622685E-004   13.9416        3.72015                 NaN            NaN   8.76739        42.7716       0.896832        29.9024     
  1117.99        2500.00                 NaN  0.825430E-004   13.9447        3.71959                 NaN            NaN   8.77101        42.7662       0.895697        29.9028     
  1116.83        2500.00                 NaN  0.740978E-004   13.9501        3.71653                 NaN            NaN   8.77460        42.7610       0.894626        29.9031     
  1115.67        2500.00                 NaN  0.779947E-004   13.9508        3.71802                 NaN            NaN   8.77785        42.7561       0.893652        29.9035     
  1114.52        2500.00                 NaN  0.716252E-004   13.9527        3.71841                 NaN            NaN   8.78128        42.7510       0.892638        29.9039     
  1113.36        2500.00                 NaN  0.669457E-004   13.9538        3.71969                 NaN            NaN   8.78485        42.7457       0.891613        29.9043     
  1112.20        2500.00                 NaN  0.652819E-004   13.9562        3.71942                 NaN            NaN   8.78825        42.7407       0.890595        29.9047     
  1111.05        2500.00                 NaN  0.638582E-004   13.9538        3.72400                 NaN            NaN   8.79179        42.7356       0.889669        29.9051     
  1109.89        2500.00                 NaN  0.631387E-004   13.9604        3.71992                 NaN            NaN   8.79515        42.7305       0.888517        29.9055     
  1108.73        2500.00                 NaN  0.616751E-004   13.9606        3.72186                 NaN            NaN   8.79870        42.7253       0.887537        29.9059     
  1107.58        2500.00                 NaN  0.605559E-004   13.9666        3.71836                 NaN            NaN   8.80349        42.7190       0.886220        29.9063     
  1106.42        2500.00                 NaN  0.431929E-004   14.0060        3.68188                 NaN            NaN   8.80656        42.7138       0.885069        29.9067     
  1105.26        2500.00                 NaN  0.308208E-004   13.9640        3.72538                 NaN            NaN   8.80919        42.7098       0.884489        29.9071     
  1104.11        2500.00                 NaN  0.613188E-004   13.9648        3.72693                 NaN            NaN   8.81285        42.7044       0.883438        29.9075     
  1102.95        2500.00                 NaN  0.355371E-004   13.9715        3.72238                 NaN            NaN   8.81668        42.6988       0.882500        29.9081     
  1101.79        2500.00                 NaN   7.62507                 NaN            NaN   6.50819                 NaN   8.13547        44.7198        1.42341        31.5881     
  1100.64        2500.00                 NaN  0.253568E-004   13.9697        3.72943                 NaN            NaN   8.82314        42.6882       0.880494        29.9090     
  1099.48        2500.00                 NaN  0.299847E-004   13.9584        3.74104                 NaN            NaN   8.82857        42.6828       0.879833        29.9093     
  1098.32        2500.00                 NaN  0.246893E-004   13.9576        3.74413                 NaN            NaN   8.83177        42.6779       0.878829        29.9097     
  1097.17        2500.00                 NaN  0.459734E-004   13.9547        3.75005                 NaN            NaN   8.83671        42.6704       0.877709        29.9104     
  1096.01        2500.00                 NaN  0.358031E-004   13.9581        3.74836                 NaN            NaN   8.83838        42.6678       0.876733        29.9106     
  1094.85        2500.00                 NaN   7.60888       0.434279E-004            NaN   6.52170                 NaN   8.13772        44.7146        1.42344        31.5937     
  1093.70        2500.00                 NaN  0.152941        17.7571                 NaN            NaN            NaN   8.95850        42.4035       0.803167        29.9248     
  1092.54        2500.00                 NaN  0.160944        17.7514                 NaN            NaN            NaN   8.96146        42.3985       0.802195        29.9255     
  1091.38        2500.00                 NaN  0.261335        17.6529                 NaN            NaN            NaN   8.96426        42.3942       0.801351        29.9260     
  1090.23        2500.00                 NaN  0.441830        17.4729                 NaN            NaN            NaN   8.96612        42.3915       0.801065        29.9265     
  1089.07        2500.00                 NaN  0.426173E-004   13.9455        3.77614                 NaN            NaN   8.85839        42.6362       0.870197        29.9135     
  1087.91        2500.00                 NaN  0.290589E-004   13.9408        3.78266                 NaN            NaN   8.86111        42.6322       0.869366        29.9138     
  1086.76        2500.00                 NaN  0.389518E-004   13.9335        3.79214                 NaN            NaN   8.86441        42.6273       0.868327        29.9143     
  1085.60        2500.00                 NaN  0.398272E-004   13.9404        3.78831                 NaN            NaN   8.86898        42.6205       0.867016        29.9147     
  1084.44        2500.00                 NaN  0.259649E-004   13.9323        3.79860                 NaN            NaN   8.87091        42.6167       0.866121        29.9153     
  1083.29        2500.00                 NaN  0.251823E-004   13.9272        3.80641                 NaN            NaN   8.87426        42.6117       0.864724        29.9157     
  1082.13        2500.00                 NaN  0.273351E-004   13.9254        3.81052                 NaN            NaN   8.88003        42.6042       0.863686        29.9161     
  1080.97        2500.00                 NaN  0.273752E-004   13.9195        3.81906                 NaN            NaN   8.88010        42.6016       0.862954        29.9168     
  1079.82        2500.00                 NaN  0.367509E-004   13.9228        3.81877                 NaN            NaN   8.88454        42.5946       0.861793        29.9175     
  1078.66        2500.00                 NaN  0.215184E-004   13.9121        3.83265                 NaN            NaN   8.88609        42.5906       0.860556        29.9180     
  1077.50        2500.00                 NaN  0.105610E-003   13.9008        3.84452                 NaN            NaN   8.88999        42.5862       0.860068        29.9183     
  1076.34        2500.00                 NaN   15.1506        2.75591                 NaN            NaN            NaN   8.86557        42.4536       0.830585        29.9437     
  1075.19        2500.00                 NaN   13.9068        3.84381                 NaN            NaN            NaN   8.89980        42.5731       0.857335        29.9191     
  1074.03        2500.00                 NaN  0.362085E-003   13.0396                 NaN   3.25011                 NaN   8.64643        43.2304        1.05228        30.7808     
  1072.87        2500.00                 NaN   13.9661        3.79764                 NaN            NaN            NaN   8.90619        42.5561       0.852669        29.9213     
  1071.72        2500.00                 NaN   2.67082        15.1124       0.251534E-005            NaN            NaN   8.83354        42.5832       0.866964        29.9331     
  1070.56        2500.00                 NaN   2.84662        14.7875                 NaN            NaN            NaN   8.88092        42.7151       0.872986        29.8969     
  1069.40        2500.00                 NaN   13.9597        3.81134                 NaN            NaN            NaN   8.91538        42.5413       0.849541        29.9227     
  1068.25        2500.00                 NaN   13.9517        3.82017                 NaN            NaN            NaN   8.91853        42.5376       0.848953        29.9230     
  1067.09        2500.00                 NaN   13.9355        3.84003                 NaN            NaN            NaN   8.92216        42.5309       0.847599        29.9238     
  1065.93        2500.00                 NaN   13.9338        3.84366                 NaN            NaN            NaN   8.92511        42.5263       0.846798        29.9243     
  1064.78        2500.00                 NaN  0.178936E-005   13.8504        3.92270                 NaN            NaN   8.92522        42.5288       0.848504        29.9244     
  1063.62        2500.00                 NaN  0.171955E-005   13.8329        3.94598                 NaN            NaN   8.92385        42.5247       0.846826        29.9258     
  1062.46        2500.00                 NaN   13.9198        3.86669                 NaN            NaN            NaN   8.93520        42.5086       0.843284        29.9264     
  1061.31        2500.00                 NaN   13.9247        3.86299                 NaN            NaN            NaN   8.93705        42.5058       0.842647        29.9268     
  1060.15        2500.00                 NaN   13.9083        3.88104                 NaN            NaN            NaN   8.94084        42.5013       0.841582        29.9270     
  1058.99        2500.00                 NaN   13.8275        3.96096                 NaN            NaN            NaN   8.94213        42.4990       0.842704        29.9278     
  1057.84        2500.00                 NaN   10.6167        7.17738                 NaN            NaN            NaN   8.87773        42.5403       0.855546        29.9323     
  1056.68        2500.00                 NaN   10.7765        7.01403                 NaN            NaN            NaN   8.88184        42.5392       0.856206        29.9322     
  1055.52        2500.00                 NaN   10.8278                 NaN            NaN   4.69592                 NaN   8.46657        43.6388        1.18630        31.1847     
  1054.37        2500.00                 NaN   10.9493       0.353516E-004            NaN   4.60239                 NaN   8.47540        43.6314        1.18442        31.1571     
  1053.21        2500.00                 NaN   6.78083        11.0129                 NaN            NaN            NaN   8.88806        42.5287       0.855038        29.9345     
  1052.05        2500.00                 NaN   6.73412        11.0604                 NaN            NaN            NaN   8.89024        42.5253       0.854779        29.9352     
  1050.90        2500.00                 NaN   6.65718        11.1382                 NaN            NaN            NaN   8.89407        42.5209       0.854047        29.9356     
  1049.74        2500.00                 NaN   6.60717        11.1874                 NaN            NaN            NaN   8.89673        42.5172       0.855117        29.9364     
  1048.58        2500.00                 NaN   10.6082       0.331078E-004            NaN   4.82971                 NaN   8.45074        43.6852        1.20457        31.2215     
  1047.43        2500.00                 NaN   6.51629        11.2821                 NaN            NaN            NaN   8.90213        42.5096       0.852648        29.9373     
  1046.27        2500.00                 NaN   6.46244        11.3373                 NaN            NaN            NaN   8.90573        42.5051       0.851808        29.9377     
  1045.11        2500.00                 NaN   10.5089       0.319284E-004            NaN   4.89903                 NaN   8.44346        43.6958        1.21017        31.2426     
  1043.96        2500.00                 NaN   10.4370       0.318552E-004            NaN   4.94261                 NaN   8.43835        43.7119        1.21552        31.2546     
  1042.80        2500.00                 NaN   6.35236        11.4521                 NaN            NaN            NaN   8.91779        42.4886       0.849535        29.9397     
  1041.64        2500.00                 NaN   10.3695       0.318046E-005            NaN   4.98880                 NaN   8.43490        43.7197        1.21888        31.2683     
  1040.49        2500.00                 NaN   10.3363       0.311195E-005            NaN   5.01143                 NaN   8.43319        43.7235        1.22054        31.2750     
  1039.33        2500.00                 NaN   10.3042       0.304387E-005            NaN   5.03342                 NaN   8.43157        43.7272        1.22215        31.2815     
  1038.17        2500.00                 NaN   10.2729       0.297642E-005            NaN   5.05483                 NaN   8.43002        43.7306        1.22370        31.2879     
  1037.02        2500.00                 NaN   6.19996        11.6138                 NaN            NaN            NaN   8.93329        42.4648       0.845506        29.9426     
  1035.86        2500.00                 NaN   10.2128       0.292875E-004            NaN   5.09603                 NaN   8.42714        43.7371        1.22665        31.3002     
  1034.70        2500.00                 NaN   10.1839       0.289416E-004            NaN   5.11595                 NaN   8.42580        43.7401        1.22807        31.3062     
  1033.55        2500.00                 NaN   6.13179        11.6883                 NaN            NaN            NaN   8.94280        42.4498       0.842845        29.9445     
  1032.39        2500.00                 NaN   6.09438        11.7275                 NaN            NaN            NaN   8.94575        42.4454       0.842129        29.9448     
  1031.23        2500.00                 NaN   6.06379        11.7593                 NaN            NaN            NaN   8.94871        42.4411       0.841577        29.9455     
  1030.08        2500.00                 NaN   6.04599        11.7796                 NaN            NaN            NaN   8.95297        42.4350       0.840205        29.9462     
  1028.92        2500.00                 NaN   6.02654        11.8016                 NaN            NaN            NaN   8.95619        42.4297       0.839125        29.9469     
  1027.76        2500.00                 NaN   6.01152        11.8187                 NaN            NaN            NaN   8.95926        42.4247       0.838306        29.9476     
  1026.61        2500.00                 NaN   5.98444        11.8472                 NaN            NaN            NaN   8.96234        42.4201       0.837634        29.9482     
  1025.45        2500.00                 NaN   5.97982        11.8546                 NaN            NaN            NaN   8.96524        42.4148       0.836734        29.9488     
  1024.29        2500.00                 NaN   5.95482        11.8809                 NaN            NaN            NaN   8.96843        42.4103       0.836079        29.9495     
  1023.13        2500.00                 NaN   5.91802        11.9201                 NaN            NaN            NaN   8.97154        42.4054       0.834990        29.9500     
  1021.98        2500.00                 NaN   5.90292        11.9374                 NaN            NaN            NaN   8.97469        42.4003       0.834096        29.9507     
  1020.82        2500.00                 NaN   5.85668        11.9897                 NaN            NaN            NaN   8.97727        42.3891       0.834103        29.9531     
  1019.66        2500.00                 NaN   5.89440        11.9516                 NaN            NaN            NaN   8.98141        42.3886       0.831937        29.9520     
  1018.51        2500.00                 NaN   5.87832        11.9700                 NaN            NaN            NaN   8.98460        42.3835       0.831002        29.9527     
  1017.35        2500.00                 NaN   9.74804                 NaN            NaN   5.41565                 NaN   8.40759        43.7823        1.24928        31.3971     
  1016.19        2500.00                 NaN   9.75195       0.181692E-005            NaN   5.41367                 NaN   8.40767        43.7797        1.24968        31.3974     
  1015.04        2500.00                 NaN   4.07871        13.9333                 NaN            NaN            NaN   9.11946        42.1408       0.761797        29.9660     
  1013.88        2500.00                 NaN   5.81674        12.0425                 NaN            NaN            NaN   8.99863        42.3596       0.826801        29.9557     
  1012.72        2500.00                 NaN   9.65592       0.654637E-005            NaN   5.47817                 NaN   8.40163        43.7929        1.25509        31.4163     
  1011.57        2500.00                 NaN   9.69960                 NaN            NaN   5.45319                 NaN   8.40721        43.7786        1.25124        31.4102     
  1010.41        2500.00                 NaN   5.79843        12.0729                 NaN            NaN            NaN   9.00845        42.3369       0.823891        29.9595     
  1009.25        2500.00                 NaN   5.78952        12.0843                 NaN            NaN            NaN   9.01169        42.3314       0.822904        29.9602     
  1008.10        2500.00                 NaN   12.9109        5.07199                 NaN            NaN            NaN   9.05696        42.1904       0.796089        29.9737     
  1006.94        2500.00                 NaN   12.9126        5.07242                 NaN            NaN            NaN   9.05958        42.1858       0.795173        29.9745     
  1005.78        2500.00                 NaN   12.9141        5.07308                 NaN            NaN            NaN   9.06221        42.1811       0.794253        29.9753     
  1004.63        2500.00                 NaN   12.9154        5.07391                 NaN            NaN            NaN   9.06485        42.1765       0.793330        29.9761     
  1003.47        2500.00                 NaN   12.9165        5.07494                 NaN            NaN            NaN   9.06749        42.1718       0.792403        29.9769     
  1002.31        2500.00                 NaN   13.0992        4.87194                 NaN            NaN            NaN   9.05811        42.2072       0.794603        29.9689     
  1001.16        2500.00                 NaN   4.97386        12.9684                 NaN            NaN            NaN   9.09403        42.2159       0.786218        29.9616     
  1000.00        2500.00                 NaN   4.97478        12.9701                 NaN            NaN            NaN   9.09706        42.2105       0.785253        29.9623     
