|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.25/YM20/YM20_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1488.53        500.000        99.4469       0.553142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        500.000        99.4504       0.549648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.62        500.000        99.4538       0.546188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.17        500.000        99.9113       0.886863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.71        500.000        99.0033       0.996665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.26        500.000        99.4604       0.539603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000        99.4546       0.501085                 NaN  0.443397E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.35        500.000        99.3135       0.100265                 NaN  0.586247                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.90        500.000        99.2900                 NaN            NaN  0.709967                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.44        500.000        99.2872                 NaN            NaN  0.712763                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.99        500.000        99.1427                 NaN            NaN  0.202199       0.655057                 NaN            NaN            NaN            NaN            NaN
  1472.54        500.000        98.7963                 NaN            NaN  0.713871       0.489784                 NaN            NaN            NaN            NaN            NaN
  1471.08        500.000        98.8078                 NaN            NaN  0.484508       0.707728                 NaN            NaN            NaN            NaN            NaN
  1469.63        500.000        98.8219                 NaN            NaN  0.477557       0.700563                 NaN            NaN            NaN            NaN            NaN
  1468.18        500.000        98.8319                 NaN            NaN  0.472948       0.695187                 NaN            NaN            NaN            NaN            NaN
  1466.72        500.000        98.8456                 NaN            NaN  0.466949       0.687405                 NaN            NaN            NaN            NaN            NaN
  1465.27        500.000        98.8554                 NaN            NaN  0.682452       0.462190                 NaN            NaN            NaN            NaN            NaN
  1463.81        500.000        98.8672                 NaN            NaN  0.456656       0.676183                 NaN            NaN            NaN            NaN            NaN
  1462.36        500.000        98.8769                 NaN            NaN  0.670946       0.452160                 NaN            NaN            NaN            NaN            NaN
  1460.91        500.000        98.8880                 NaN            NaN  0.665713       0.446292                 NaN            NaN            NaN            NaN            NaN
  1459.45        500.000        98.8994                 NaN            NaN  0.659257       0.441299                 NaN            NaN            NaN            NaN            NaN
  1458.00        500.000        98.9095                 NaN            NaN  0.436200       0.654314                 NaN            NaN            NaN            NaN            NaN
  1456.54        500.000        98.9197                 NaN            NaN  0.431292       0.649012                 NaN            NaN            NaN            NaN            NaN
  1455.09        500.000        98.9307                 NaN            NaN  0.426819       0.642525                 NaN            NaN            NaN            NaN            NaN
  1453.64        500.000        98.9400                 NaN            NaN  0.638858       0.421187                 NaN            NaN            NaN            NaN            NaN
  1452.18        500.000        98.9492                 NaN            NaN  0.632898       0.417871                 NaN            NaN            NaN            NaN            NaN
  1450.73        500.000        98.9586                 NaN            NaN  0.628181       0.413176                 NaN            NaN            NaN            NaN            NaN
  1449.27        500.000        98.9664                 NaN            NaN  0.625641       0.407950                 NaN            NaN            NaN            NaN            NaN
  1447.82        500.000        98.9791                 NaN            NaN  0.403628       0.617314                 NaN            NaN            NaN            NaN            NaN
  1446.37        500.000        98.9864                 NaN            NaN  0.613514       0.400114                 NaN            NaN            NaN            NaN            NaN
  1444.91        500.000        98.9953                 NaN            NaN  0.608489       0.396193                 NaN            NaN            NaN            NaN            NaN
  1443.46        500.000        97.8589                 NaN            NaN  0.897940       0.791044       0.452069                 NaN            NaN            NaN            NaN
  1442.00        500.000        96.7514                 NaN            NaN   1.38763       0.961976       0.898968                 NaN            NaN            NaN            NaN
  1440.55        500.000        96.8307                 NaN            NaN   1.35245       0.939520       0.877303                 NaN            NaN            NaN            NaN
  1439.10        500.000        96.9129                 NaN            NaN   1.31681       0.915837       0.854422                 NaN            NaN            NaN            NaN
  1437.64        500.000        96.9848                 NaN            NaN   1.28596       0.894463       0.834820                 NaN            NaN            NaN            NaN
  1436.19        500.000        97.0582                 NaN            NaN   1.25368       0.873458       0.814636                 NaN            NaN            NaN            NaN
  1434.73        500.000        97.1285                 NaN            NaN  0.853748        1.22269       0.795021                 NaN            NaN            NaN            NaN
  1433.28        500.000        97.1895                 NaN            NaN  0.836535        1.19559       0.778360                 NaN            NaN            NaN            NaN
  1431.83        500.000        97.2587                 NaN            NaN  0.816901        1.16537       0.758988                 NaN            NaN            NaN            NaN
  1430.37        500.000        97.3191                 NaN            NaN  0.799080        1.13959       0.742211                 NaN            NaN            NaN            NaN
  1428.92        500.000        97.3757                 NaN            NaN   1.11521       0.782560       0.726514                 NaN            NaN            NaN            NaN
  1427.46        500.000        97.4258                 NaN            NaN  0.768022        1.09323       0.712978                 NaN            NaN            NaN            NaN
  1426.01        500.000        97.4939                 NaN            NaN   1.06481       0.747563       0.693714                 NaN            NaN            NaN            NaN
  1424.56        500.000        97.5385                 NaN            NaN   1.04525       0.735035       0.681202                 NaN            NaN            NaN            NaN
  1423.10        500.000        97.5870                 NaN            NaN  0.720886        1.02425       0.667868                 NaN            NaN            NaN            NaN
  1421.65        500.000        97.6367                 NaN            NaN   1.00316       0.706411       0.653729                 NaN            NaN            NaN            NaN
  1420.19        500.000        97.6851                 NaN            NaN  0.982801       0.691804       0.640263                 NaN            NaN            NaN            NaN
  1418.74        500.000        97.7290                 NaN            NaN  0.963932       0.679040       0.628032                 NaN            NaN            NaN            NaN
  1417.29        500.000        97.7699                 NaN            NaN  0.946932       0.666066       0.617091                 NaN            NaN            NaN            NaN
  1415.83        500.000        97.8142                 NaN            NaN  0.654586       0.927082       0.604163                 NaN            NaN            NaN            NaN
  1414.38        500.000        97.8551                 NaN            NaN  0.910943       0.641595       0.592400                 NaN            NaN            NaN            NaN
  1412.92        500.000        97.8922                 NaN            NaN  0.630440       0.895159       0.582197                 NaN            NaN            NaN            NaN
  1411.47        500.000        97.9334                 NaN            NaN  0.618088       0.877916       0.570561                 NaN            NaN            NaN            NaN
  1410.02        500.000        97.9676                 NaN            NaN  0.607960       0.863693       0.560765                 NaN            NaN            NaN            NaN
  1408.56        500.000        97.9990                 NaN            NaN  0.850759       0.598218       0.551990                 NaN            NaN            NaN            NaN
  1407.11        500.000        98.0393                 NaN            NaN  0.833618       0.586669       0.540425                 NaN            NaN            NaN            NaN
  1405.65        500.000        98.0706                 NaN            NaN  0.576897       0.820727       0.531739                 NaN            NaN            NaN            NaN
  1404.20        500.000        98.1036                 NaN            NaN  0.807278       0.566743       0.522341                 NaN            NaN            NaN            NaN
  1402.75        500.000        98.1331                 NaN            NaN  0.557765       0.794988       0.514125                 NaN            NaN            NaN            NaN
  1401.29        500.000        98.1648                 NaN  0.142783E-001  0.761679       0.552386       0.506892                 NaN            NaN            NaN            NaN
  1399.84        500.000        98.1964                 NaN  0.170677       0.523767       0.590152       0.518956                 NaN            NaN            NaN            NaN
  1398.39        500.000        98.2272                 NaN  0.171853       0.581813       0.508822       0.510354                 NaN            NaN            NaN            NaN
  1396.93        500.000        98.2542                 NaN  0.174504       0.573621       0.494086       0.503565                 NaN            NaN            NaN            NaN
  1395.48        500.000        98.2856                 NaN  0.174095       0.479992       0.566211       0.494064                 NaN            NaN            NaN            NaN
  1394.02        500.000        98.3092                 NaN  0.176919       0.465624       0.560380       0.487859                 NaN            NaN            NaN            NaN
  1392.57        500.000        98.3354                 NaN  0.178582       0.553934       0.451219       0.480846                 NaN            NaN            NaN            NaN
  1391.12        500.000        98.3620                 NaN  0.179974       0.546541       0.438345       0.473138                 NaN            NaN            NaN            NaN
  1389.66        500.000        98.3842                 NaN  0.183224       0.422739       0.542436       0.467367                 NaN            NaN            NaN            NaN
  1388.21        500.000        98.4091                 NaN  0.183670       0.534742       0.412371       0.460165                 NaN            NaN            NaN            NaN
  1386.75        500.000        98.4384                 NaN  0.183473       0.526209       0.400341       0.451595                 NaN            NaN            NaN            NaN
  1385.30        500.000        98.4563                 NaN  0.186879       0.522473       0.387352       0.447026                 NaN            NaN            NaN            NaN
  1383.85        500.000        98.4794                 NaN  0.188880       0.374091       0.516700       0.440941                 NaN            NaN            NaN            NaN
  1382.39        500.000        98.5036                 NaN  0.189558       0.510569       0.362449       0.433791                 NaN            NaN            NaN            NaN
  1380.94        500.000        98.5230                 NaN  0.191335       0.351149       0.506087       0.428479                 NaN            NaN            NaN            NaN
  1379.48        500.000        98.5439                 NaN  0.193223       0.339479       0.500749       0.422658                 NaN            NaN            NaN            NaN
  1378.03        500.000        98.5621                 NaN  0.194593       0.329771       0.496098       0.417406                 NaN            NaN            NaN            NaN
  1376.58        500.000        98.5840                 NaN  0.196014       0.490717       0.317898       0.411406                 NaN            NaN            NaN            NaN
  1375.12        500.000        98.6035                 NaN  0.197364       0.485843       0.307413       0.405876                 NaN            NaN            NaN            NaN
  1373.67        500.000        98.6216                 NaN  0.199081       0.296489       0.482024       0.400841                 NaN            NaN            NaN            NaN
  1372.21        500.000        98.6407                 NaN  0.199910       0.287076       0.476888       0.395420                 NaN            NaN            NaN            NaN
  1370.76        500.000        98.6589                 NaN  0.201435       0.276641       0.472738       0.390294                 NaN            NaN            NaN            NaN
  1369.31        500.000        98.6766                 NaN  0.202878       0.267113       0.468115       0.385337                 NaN            NaN            NaN            NaN
  1367.85        500.000        98.6923                 NaN  0.204015       0.464362       0.258539       0.380812                 NaN            NaN            NaN            NaN
  1366.40        500.000        98.7126                 NaN  0.205152       0.459527       0.247658       0.375059                 NaN            NaN            NaN            NaN
  1364.94        500.000        98.7273                 NaN  0.206352       0.456245       0.239177       0.370913                 NaN            NaN            NaN            NaN
  1363.49        500.000        98.7431                 NaN  0.207653       0.452219       0.230661       0.366385                 NaN            NaN            NaN            NaN
  1362.04        500.000        98.7596                 NaN  0.207993       0.222346       0.448396       0.361670                 NaN            NaN            NaN            NaN
  1360.58        500.000        98.7754                 NaN  0.209404       0.444503       0.213464       0.357217                 NaN            NaN            NaN            NaN
  1359.13        500.000        98.7895                 NaN  0.211743       0.204220       0.440841       0.353682                 NaN            NaN            NaN            NaN
  1357.67        500.000        98.8047                 NaN  0.212649       0.437944       0.195887       0.348842                 NaN            NaN            NaN            NaN
  1356.22        500.000        98.8232                 NaN  0.209156       0.431383       0.193346       0.342964                 NaN            NaN            NaN            NaN
  1354.77        500.000        98.8350                 NaN  0.212304       0.429983       0.182755       0.339942                 NaN            NaN            NaN            NaN
  1353.31        500.000        98.8483                 NaN  0.213240       0.426945       0.175240       0.336238                 NaN            NaN            NaN            NaN
  1351.86        500.000        98.8977                 NaN  0.289818       0.480439                 NaN  0.332028                 NaN            NaN            NaN            NaN
  1350.40        500.000        98.8420                 NaN  0.137206       0.363475       0.329602       0.327673                 NaN            NaN            NaN            NaN
  1348.95        500.000        98.8890                 NaN  0.214798       0.416977       0.155015       0.324251                 NaN            NaN            NaN            NaN
  1347.50        500.000        98.9021                 NaN  0.215187       0.413691       0.148601       0.320440                 NaN            NaN            NaN            NaN
  1346.04        500.000        98.9132                 NaN  0.216348       0.410967       0.142232       0.317243                 NaN            NaN            NaN            NaN
  1344.59        500.000        98.9302                 NaN  0.214423       0.406384       0.137095       0.311878                 NaN            NaN            NaN            NaN
  1343.13        500.000        98.9372                 NaN  0.215850       0.132108       0.404944       0.309859                 NaN            NaN            NaN            NaN
  1341.68        500.000        98.9534                 NaN  0.214714       0.400653       0.126249       0.304969                 NaN            NaN            NaN            NaN
  1340.23        500.000        98.9643                 NaN  0.215833       0.119563       0.398317       0.301997                 NaN            NaN            NaN            NaN
  1338.77        500.000        98.9758                 NaN  0.214779       0.116213       0.394892       0.298363                 NaN            NaN            NaN            NaN
  1337.32        500.000        98.9874                 NaN  0.214966       0.392214       0.110473       0.294963                 NaN            NaN            NaN            NaN
  1335.86        500.000        98.9938                 NaN  0.214859       0.108087       0.390550       0.292735                 NaN            NaN            NaN            NaN
  1334.41        500.000        99.0108                 NaN  0.212521       0.384942       0.104192       0.287533                 NaN            NaN            NaN            NaN
  1332.96        500.000        99.0204                 NaN  0.213588       0.977986E-001  0.383292       0.284912                 NaN            NaN            NaN            NaN
  1331.50        500.000        99.0312                 NaN  0.213027       0.380555       0.935977E-001  0.281629                 NaN            NaN            NaN            NaN
  1330.05        500.000        99.0422                 NaN  0.212127       0.377022       0.904890E-001  0.278168                 NaN            NaN            NaN            NaN
  1328.59        500.000        99.0517                 NaN  0.211315       0.374453       0.873175E-001  0.275193                 NaN            NaN            NaN            NaN
  1327.14        500.000        99.0613                 NaN  0.210909       0.372453       0.830262E-001  0.272309                 NaN            NaN            NaN            NaN
  1325.69        500.000        99.0728                 NaN  0.208656       0.818997E-001  0.368119       0.268533                 NaN            NaN            NaN            NaN
  1324.23        500.000        99.0818                 NaN  0.208287       0.784025E-001  0.365676       0.265787                 NaN            NaN            NaN            NaN
  1322.78        500.000        99.0918                 NaN  0.207413       0.752795E-001  0.362794       0.262731                 NaN            NaN            NaN            NaN
  1321.33        500.000        99.0999                 NaN  0.205137       0.359763       0.752773E-001  0.259890                 NaN            NaN            NaN            NaN
  1319.87        500.000        99.1097                 NaN  0.204160       0.722719E-001  0.357025       0.256868                 NaN            NaN            NaN            NaN
  1318.42        500.000        99.1200                 NaN  0.203770       0.353760       0.684327E-001  0.254068                 NaN            NaN            NaN            NaN
  1316.96        500.000        99.1271                 NaN  0.206217       0.354339       0.599958E-001  0.252363                 NaN            NaN            NaN            NaN
  1315.51        500.000        99.1399                 NaN  0.194577       0.345392       0.738371E-001  0.246252                 NaN            NaN            NaN            NaN
  1314.06        500.000        99.1454                 NaN  0.197617       0.345092       0.665199E-001  0.245416                 NaN            NaN            NaN            NaN
  1312.60        500.000        99.1530                 NaN  0.195784       0.656866E-001  0.342672       0.242908                 NaN            NaN            NaN            NaN
  1311.15        500.000        99.1631                 NaN  0.193799       0.339094       0.643249E-001  0.239671                 NaN            NaN            NaN            NaN
  1309.69        500.000        99.1710                 NaN  0.191653       0.336127       0.641996E-001  0.237047                 NaN            NaN            NaN            NaN
  1308.24        500.000        99.1789                 NaN  0.189859       0.333193       0.635038E-001  0.234495                 NaN            NaN            NaN            NaN
  1306.79        500.000        99.1863                 NaN  0.187586       0.330660       0.634870E-001  0.231972                 NaN            NaN            NaN            NaN
  1305.33        500.000        99.1950                 NaN  0.185132       0.327014       0.637315E-001  0.229133                 NaN            NaN            NaN            NaN
  1303.88        500.000        99.2026                 NaN  0.182872       0.641588E-001  0.323721       0.226658                 NaN            NaN            NaN            NaN
  1302.42        500.000        99.2091                 NaN  0.179983       0.320730       0.658698E-001  0.224309                 NaN            NaN            NaN            NaN
  1300.97        500.000        99.2177                 NaN  0.177641       0.317539       0.655675E-001  0.221525                 NaN            NaN            NaN            NaN
  1299.52        500.000        99.2246                 NaN  0.175559       0.314835       0.657022E-001  0.219257                 NaN            NaN            NaN            NaN
  1298.06        500.000        99.2312                 NaN  0.172895       0.311216       0.674914E-001  0.217150                 NaN            NaN            NaN            NaN
  1296.61        500.000        99.2403                 NaN  0.169237       0.307563       0.690320E-001  0.213853                 NaN            NaN            NaN            NaN
  1295.15        500.000        99.2470                 NaN  0.167548       0.304940       0.686312E-001  0.211902                 NaN            NaN            NaN            NaN
  1293.70        500.000        99.2529                 NaN  0.164102       0.301708       0.715750E-001  0.209692                 NaN            NaN            NaN            NaN
  1292.25        500.000        99.2594                 NaN  0.161093       0.738800E-001  0.298150       0.207481                 NaN            NaN            NaN            NaN
  1290.79        500.000        99.2652                 NaN  0.157035       0.294504       0.779356E-001  0.205341                 NaN            NaN            NaN            NaN
  1289.34        500.000        99.2717                 NaN  0.153884       0.291534       0.799426E-001  0.202920                 NaN            NaN            NaN            NaN
  1287.88        500.000        99.2787                 NaN  0.151228       0.814753E-001  0.287844       0.200725                 NaN            NaN            NaN            NaN
  1286.43        500.000        99.2853                 NaN  0.148432       0.831006E-001  0.284591       0.198597                 NaN            NaN            NaN            NaN
  1284.98        500.000        99.2912                 NaN  0.145069       0.862259E-001  0.280967       0.196543                 NaN            NaN            NaN            NaN
  1283.52        500.000        99.2977                 NaN  0.142074       0.277916       0.879136E-001  0.194394                 NaN            NaN            NaN            NaN
  1282.07        500.000        99.3025                 NaN  0.138179       0.274575       0.922559E-001  0.192502                 NaN            NaN            NaN            NaN
  1280.61        500.000        99.3071                 NaN  0.139932       0.878855E-001  0.273166       0.191868                 NaN            NaN            NaN            NaN
  1279.16        500.000        99.3160                 NaN  0.125899       0.107977       0.263045       0.187119                 NaN            NaN            NaN            NaN
  1277.71        500.000        99.3203                 NaN  0.128111       0.263265       0.101819       0.186512                 NaN            NaN            NaN            NaN
  1276.25        500.000        99.1646                 NaN  0.124492       0.272729       0.139332       0.202062       0.967614E-001            NaN            NaN            NaN
  1274.80        500.000        92.3582                 NaN  0.344982E-001   1.74626       0.759360       0.931154        4.17051                 NaN            NaN            NaN
  1273.34        500.000        92.4842                 NaN  0.200267E-001   1.75833       0.726908       0.916503        4.09408                 NaN            NaN            NaN
  1271.89        500.000        92.8950                 NaN  0.964458E-002   1.70237       0.674049       0.871118        3.84778                 NaN            NaN            NaN
  1270.44        500.000        93.2642                 NaN  0.309048E-002   1.65154       0.625071       0.830736        3.62536                 NaN            NaN            NaN
  1268.98        500.000        93.6045                 NaN  0.636470E-005   1.59832       0.581372       0.793169        3.42261                 NaN            NaN            NaN
  1267.53        500.000        93.9104                 NaN            NaN   1.54768       0.541887       0.759591        3.24042                 NaN            NaN            NaN
  1266.07        500.000        94.1978                 NaN  0.724117E-004  0.504001        1.50000       0.727761        3.07040                 NaN            NaN            NaN
  1264.62        500.000        94.4521                 NaN            NaN  0.465351        1.46381       0.699690        2.91903                 NaN            NaN            NaN
  1263.17        500.000        94.6974                 NaN            NaN  0.428910        1.42660       0.672329        2.77479                 NaN            NaN            NaN
  1261.71        500.000        94.1574                 NaN            NaN   1.37305       0.593284       0.735931        3.04908       0.912502E-001            NaN            NaN
  1260.26        500.000        93.5294                 NaN  0.265328        1.14988       0.621087       0.818618        3.39900       0.216719                 NaN            NaN
  1258.80        500.000        93.9011                 NaN  0.324841        1.20464       0.386255       0.776199        3.20012       0.206858                 NaN            NaN
  1257.35        500.000        94.2634                 NaN  0.300401       0.379722        1.12902       0.732448        3.00203       0.192946                 NaN            NaN
  1255.90        500.000        94.5808                 NaN  0.286438       0.350124        1.07820       0.693821        2.82948       0.181154                 NaN            NaN
  1254.44        500.000        94.8660                 NaN  0.273718        1.03195       0.323758       0.658861        2.67512       0.170574                 NaN            NaN
  1252.99        500.000        95.1253                 NaN  0.262748       0.990303       0.298115       0.626895        2.53564       0.160993                 NaN            NaN
  1251.54        500.000        95.3622                 NaN  0.254028       0.954932       0.269957       0.597499        2.40905       0.152327                 NaN            NaN
  1250.08        500.000        95.5773                 NaN  0.243716       0.251874       0.918118       0.570570        2.29413       0.144270                 NaN            NaN
  1248.63        500.000        95.7758                 NaN  0.235332       0.886072       0.231429       0.545577        2.18885       0.136903                 NaN            NaN
  1247.17        500.000        95.9545                 NaN  0.224880       0.851341       0.222599       0.522914        2.09377       0.129960                 NaN            NaN
  1245.72        500.000        96.1276                 NaN  0.219775       0.827217       0.197223       0.500812        2.00357       0.123791                 NaN            NaN
  1244.27        500.000        96.2846                 NaN  0.211245       0.797443       0.187389       0.480595        1.92094       0.117746                 NaN            NaN
  1242.81        500.000        96.4297                 NaN  0.202330       0.181300       0.767589       0.461693        1.84526       0.112122                 NaN            NaN
  1241.36        500.000        96.5660                 NaN  0.195752       0.171730       0.740989       0.444034        1.77461       0.106908                 NaN            NaN
  1239.90        500.000        96.6938                 NaN  0.188536       0.716055       0.164088       0.427141        1.70839       0.101984                 NaN            NaN
  1238.45        500.000        96.8126                 NaN  0.176863       0.176432       0.679668       0.411506        1.64591       0.970089E-001            NaN            NaN
  1237.00        500.000        96.9274                 NaN  0.142284       0.590016       0.268559       0.396779        1.58434       0.905861E-001            NaN            NaN
  1235.54        500.000        96.1996                 NaN  0.389625       0.794337                 NaN  0.505729        1.99190       0.118813                 NaN            NaN
  1234.09        500.000        94.8657                 NaN  0.776022E-001  0.675898       0.780261       0.672509        2.78869       0.139323                 NaN            NaN
  1232.63        500.000        98.5086                 NaN  0.715028E-001  0.462355                 NaN  0.166622       0.757525       0.334028E-001            NaN            NaN
