|6.6.6
Archiving\03_Data\fracLP/QFM_m4/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        San(TH)        q             
  1561.40        500.000        98.6867                 NaN            NaN            NaN            NaN  0.380414E-001   1.27530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7068                 NaN            NaN            NaN            NaN  0.373524E-001   1.25587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.2844                 NaN            NaN            NaN            NaN  0.452636E-001   1.67032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.1844                 NaN            NaN            NaN            NaN  0.227046E-001  0.792922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7619                 NaN            NaN            NaN            NaN  0.300497E-001   1.20807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7618                 NaN            NaN            NaN            NaN  0.223822E-001   1.21579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8078                 NaN            NaN            NaN            NaN  0.291765E-001   1.16301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8122                 NaN            NaN            NaN            NaN  0.235057E-001   1.16430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8263                 NaN            NaN            NaN            NaN  0.217625E-001   1.15190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8399                 NaN            NaN            NaN            NaN  0.201505E-001   1.13996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8575                 NaN            NaN            NaN            NaN  0.161449E-001   1.12635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8687                 NaN            NaN            NaN            NaN  0.129234E-001   1.11842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8816                 NaN            NaN            NaN            NaN  0.112648E-001   1.10710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9002                 NaN            NaN            NaN            NaN  0.136914E-001   1.08608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9106                 NaN            NaN            NaN            NaN  0.779347E-002   1.08163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9220                 NaN            NaN            NaN            NaN  0.432716E-002   1.07367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9353                 NaN            NaN            NaN            NaN  0.444081E-002   1.06028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9534                 NaN            NaN            NaN            NaN  0.246179E-001   1.02195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9603                 NaN            NaN            NaN            NaN  0.240315E-002   1.03729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2719                 NaN            NaN            NaN            NaN  0.338442E-001  0.694214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.6908                 NaN            NaN            NaN            NaN  0.340413E-001   1.27514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0006                 NaN            NaN            NaN            NaN  0.455748E-001  0.953871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9107                 NaN            NaN            NaN            NaN            NaN  0.582198       0.507134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.8020                 NaN            NaN            NaN            NaN            NaN            NaN   1.19800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.7539                 NaN            NaN            NaN            NaN            NaN  0.300926E-001   1.21605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.7839                 NaN            NaN            NaN            NaN            NaN  0.852805E-003   1.21521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.7955                 NaN            NaN            NaN            NaN            NaN  0.915411E-001   1.11296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.7946                 NaN            NaN            NaN            NaN            NaN            NaN   1.20539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.7988                 NaN            NaN            NaN            NaN            NaN  0.107056        1.09414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.7929                 NaN            NaN            NaN            NaN            NaN            NaN   1.20708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.7856                 NaN            NaN            NaN            NaN            NaN            NaN   1.21437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.7960                 NaN            NaN            NaN            NaN            NaN            NaN   1.20395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.7646                 NaN            NaN            NaN            NaN            NaN  0.420931E-001   1.19332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.7585                 NaN            NaN            NaN            NaN            NaN            NaN   1.24154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.7513                 NaN            NaN            NaN            NaN            NaN            NaN   1.24865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.7247                 NaN            NaN            NaN            NaN            NaN            NaN   1.27534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.6073                 NaN            NaN            NaN            NaN            NaN            NaN   1.23095       0.161795                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        97.9786                 NaN            NaN            NaN            NaN            NaN            NaN  0.641025        1.38033                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.0135                 NaN            NaN            NaN            NaN            NaN            NaN  0.629044        1.35750                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.0444                 NaN            NaN            NaN            NaN            NaN            NaN   1.33583       0.619800                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.0707                 NaN            NaN            NaN            NaN            NaN            NaN  0.614527        1.31481                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.1190                 NaN            NaN            NaN            NaN            NaN            NaN  0.597240        1.28380                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.1396                 NaN            NaN            NaN            NaN            NaN            NaN   1.27249       0.587944                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.1686                 NaN            NaN            NaN            NaN            NaN            NaN   1.25322       0.578206                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.1959                 NaN            NaN            NaN            NaN            NaN            NaN   1.23464       0.569443                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.2241                 NaN            NaN            NaN            NaN            NaN            NaN  0.564900        1.21100                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.2503                 NaN            NaN            NaN            NaN            NaN            NaN  0.552236        1.19745                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.2753                 NaN            NaN            NaN            NaN            NaN            NaN  0.543409        1.18125                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.3006                 NaN            NaN            NaN            NaN            NaN            NaN  0.535149        1.16428                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.3267                 NaN            NaN            NaN            NaN            NaN            NaN  0.525522        1.14780                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.3482                 NaN            NaN            NaN            NaN            NaN            NaN  0.519741        1.13205                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.3713                 NaN            NaN            NaN            NaN            NaN            NaN   1.11489       0.513825                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.2138                 NaN            NaN            NaN            NaN            NaN            NaN  0.581856        1.13063                 NaN  0.737350E-001            NaN            NaN            NaN            NaN
  1428.57        500.000        95.0921                 NaN            NaN            NaN            NaN            NaN            NaN   1.59048        1.94372                 NaN   1.37372                 NaN            NaN            NaN            NaN
  1426.07        500.000        95.2708                 NaN            NaN            NaN            NaN            NaN            NaN   1.53679        1.86922                 NaN   1.32323                 NaN            NaN            NaN            NaN
  1423.56        500.000        95.4357                 NaN            NaN            NaN            NaN            NaN            NaN   1.79962        1.48842                 NaN   1.27627                 NaN            NaN            NaN            NaN
  1421.05        500.000        95.5905                 NaN            NaN            NaN            NaN            NaN            NaN   1.73385        1.44281                 NaN   1.23287                 NaN            NaN            NaN            NaN
  1418.55        500.000        95.7339                 NaN            NaN            NaN            NaN            NaN            NaN   1.67440        1.39998                 NaN   1.19172                 NaN            NaN            NaN            NaN
  1416.04        500.000        95.8686                 NaN            NaN            NaN            NaN            NaN            NaN   1.36091        1.61737                 NaN   1.15314                 NaN            NaN            NaN            NaN
  1413.53        500.000        95.9961                 NaN            NaN            NaN            NaN            NaN            NaN   1.32291        1.56426                 NaN   1.11668                 NaN            NaN            NaN            NaN
  1411.03        500.000        96.1140                 NaN            NaN            NaN            NaN            NaN            NaN   1.28723        1.51628                 NaN   1.08245                 NaN            NaN            NaN            NaN
  1408.52        500.000        96.2297                 NaN            NaN            NaN            NaN            NaN            NaN   1.25252        1.46850                 NaN   1.04930                 NaN            NaN            NaN            NaN
  1406.02        500.000        96.3357                 NaN            NaN            NaN            NaN            NaN            NaN   1.42493        1.22084                 NaN   1.01853                 NaN            NaN            NaN            NaN
  1403.51        500.000        96.4364                 NaN            NaN            NaN            NaN            NaN            NaN   1.38382        1.19068                 NaN  0.989140                 NaN            NaN            NaN            NaN
  1401.00        500.000        96.5318                 NaN            NaN            NaN            NaN            NaN            NaN   1.16094        1.34579                 NaN  0.961483                 NaN            NaN            NaN            NaN
  1398.50        500.000        96.6189                 NaN            NaN            NaN            NaN            NaN            NaN   1.31078        1.13454                 NaN  0.935771                 NaN            NaN            NaN            NaN
  1395.99        500.000        96.7036                 NaN            NaN            NaN            NaN            NaN            NaN   1.10902        1.27633                 NaN  0.911051                 NaN            NaN            NaN            NaN
  1393.48        500.000        96.7854                 NaN            NaN            NaN            NaN            NaN            NaN   1.24440        1.08327                 NaN  0.886950                 NaN            NaN            NaN            NaN
  1390.98        500.000        96.8600                 NaN            NaN            NaN            NaN            NaN            NaN   1.21546        1.05996                 NaN  0.864603                 NaN            NaN            NaN            NaN
  1388.47        500.000        96.9323                 NaN            NaN            NaN            NaN            NaN            NaN   1.03841        1.18625                 NaN  0.843065                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.0002                 NaN            NaN            NaN            NaN            NaN            NaN   1.01644        1.16068                 NaN  0.822707                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.0641                 NaN            NaN            NaN            NaN            NaN            NaN   1.13627       0.996303                 NaN  0.803369                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.1252                 NaN            NaN            NaN            NaN            NaN            NaN   1.11236       0.977572                 NaN  0.784829                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.1834                 NaN            NaN            NaN            NaN            NaN            NaN   1.09219       0.956685                 NaN  0.767678                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.2439                 NaN            NaN            NaN            NaN            NaN            NaN   1.06860       0.938795                 NaN  0.748735                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.2949                 NaN            NaN            NaN            NaN            NaN            NaN  0.922078        1.04994                 NaN  0.733062                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.3469                 NaN            NaN            NaN            NaN            NaN            NaN  0.906118        1.02946                 NaN  0.717569                 NaN            NaN            NaN            NaN
  1368.42        500.000        97.3923                 NaN            NaN            NaN            NaN            NaN            NaN   1.00964       0.894579                 NaN  0.703506                 NaN            NaN            NaN            NaN
  1365.91        500.000        97.4370                 NaN            NaN            NaN            NaN            NaN            NaN  0.875516       0.998683                 NaN  0.688799                 NaN            NaN            NaN            NaN
  1363.41        500.000        97.4755                 NaN            NaN            NaN            NaN            NaN            NaN  0.863558       0.984224                 NaN  0.676762                 NaN            NaN            NaN            NaN
  1360.90        500.000        97.5202                 NaN            NaN            NaN            NaN            NaN            NaN  0.848283       0.968744                 NaN  0.662793                 NaN            NaN            NaN            NaN
  1358.40        500.000        97.5578                 NaN            NaN            NaN            NaN            NaN            NaN  0.956633       0.834981                 NaN  0.650542                 NaN            NaN            NaN            NaN
  1355.89        500.000        97.5951                 NaN            NaN            NaN            NaN            NaN            NaN  0.943635       0.822618                 NaN  0.638646                 NaN            NaN            NaN            NaN
  1353.38        500.000        97.6311                 NaN            NaN            NaN            NaN  0.639831E-001            NaN  0.890416       0.779412                 NaN  0.635128                 NaN            NaN            NaN            NaN
  1350.88        500.000        97.6518                 NaN            NaN            NaN            NaN  0.440741                 NaN   1.23093                 NaN            NaN  0.676543                 NaN            NaN            NaN            NaN
  1348.37        500.000        97.6968                 NaN            NaN            NaN            NaN  0.434222                 NaN   1.20737                 NaN            NaN  0.661621                 NaN            NaN            NaN            NaN
  1345.86        500.000        97.7388                 NaN            NaN            NaN            NaN  0.430295                 NaN   1.18294                 NaN            NaN  0.648015                 NaN            NaN            NaN            NaN
  1343.36        500.000        97.7777                 NaN            NaN            NaN            NaN  0.415468                 NaN   1.17273                 NaN            NaN  0.634136                 NaN            NaN            NaN            NaN
  1340.85        500.000        97.8242                 NaN            NaN            NaN            NaN  0.406084                 NaN   1.15138                 NaN            NaN  0.618311                 NaN            NaN            NaN            NaN
  1338.35        500.000        97.8471                 NaN            NaN            NaN            NaN  0.418428                 NaN   1.12246                 NaN            NaN  0.612019                 NaN            NaN            NaN            NaN
  1335.84        500.000        97.8940                 NaN            NaN            NaN            NaN  0.411067                 NaN   1.09812                 NaN            NaN  0.596849                 NaN            NaN            NaN            NaN
  1333.33        500.000        97.9286                 NaN            NaN            NaN            NaN  0.393381                 NaN   1.09432                 NaN            NaN  0.583707                 NaN            NaN            NaN            NaN
  1330.83        500.000        97.9600                 NaN            NaN            NaN            NaN  0.387931                 NaN   1.07921                 NaN            NaN  0.572853                 NaN            NaN            NaN            NaN
  1328.32        500.000        97.9981                 NaN            NaN            NaN            NaN  0.381260                 NaN   1.06033                 NaN            NaN  0.560332                 NaN            NaN            NaN            NaN
  1325.81        500.000        98.0296                 NaN            NaN            NaN            NaN  0.372565                 NaN   1.04850                 NaN            NaN  0.549354                 NaN            NaN            NaN            NaN
  1323.31        500.000        98.0620                 NaN            NaN            NaN            NaN  0.367655                 NaN   1.03169                 NaN            NaN  0.538658                 NaN            NaN            NaN            NaN
  1320.80        500.000        98.0944                 NaN            NaN            NaN            NaN  0.357062                 NaN   1.02105                 NaN            NaN  0.527490                 NaN            NaN            NaN            NaN
  1318.30        500.000        98.1231                 NaN            NaN            NaN            NaN  0.344588                 NaN   1.01558                 NaN            NaN  0.516739                 NaN            NaN            NaN            NaN
  1315.79        500.000        98.0018                 NaN            NaN            NaN            NaN  0.329347                 NaN   1.06162                 NaN            NaN  0.540196       0.670624E-001            NaN            NaN            NaN
  1313.28        500.000        97.9272                 NaN            NaN            NaN            NaN  0.314039                 NaN   1.08966                 NaN            NaN  0.552951       0.116156                 NaN            NaN            NaN
  1310.78        500.000        30.4618        66.5705                 NaN            NaN            NaN  0.538898                 NaN   1.37985                 NaN            NaN  0.827438       0.221520                 NaN            NaN            NaN
  1308.27        500.000        98.9137                 NaN            NaN            NaN            NaN  0.219814                 NaN  0.608370                 NaN            NaN  0.254837       0.332799E-002            NaN            NaN            NaN
  1305.76        500.000        98.0702                 NaN            NaN            NaN            NaN  0.291336                 NaN   1.02140                 NaN            NaN  0.512300       0.104736                 NaN            NaN            NaN
  1303.26        500.000        98.1139                 NaN            NaN            NaN            NaN  0.286664                 NaN  0.998218                 NaN            NaN  0.499915       0.101309                 NaN            NaN            NaN
  1300.75        500.000        98.1559                 NaN            NaN            NaN            NaN  0.281883                 NaN  0.976101                 NaN            NaN  0.488048       0.980304E-001            NaN            NaN            NaN
  1298.25        500.000        98.4694                 NaN            NaN            NaN            NaN  0.882769                 NaN            NaN            NaN            NaN  0.647867                 NaN            NaN            NaN            NaN
  1295.74        500.000        97.8055                 NaN            NaN            NaN            NaN            NaN            NaN   1.64763                 NaN            NaN  0.365547       0.181370                 NaN            NaN            NaN
  1293.23        500.000        98.4316                 NaN            NaN            NaN            NaN  0.258500E-005            NaN   1.08661                 NaN            NaN  0.386490       0.953212E-001            NaN            NaN            NaN
  1290.73        500.000        98.3425                 NaN            NaN            NaN            NaN  0.208658                 NaN  0.932725                 NaN            NaN  0.429631       0.865093E-001            NaN            NaN            NaN
  1288.22        500.000        98.3560                 NaN            NaN            NaN            NaN  0.246862                 NaN  0.885265                 NaN            NaN  0.429832       0.820833E-001            NaN            NaN            NaN
  1285.71        500.000        98.3937                 NaN            NaN            NaN            NaN  0.240018                 NaN  0.868124                 NaN            NaN  0.419020       0.791624E-001            NaN            NaN            NaN
  1283.21        500.000        98.4296                 NaN            NaN            NaN            NaN  0.233390                 NaN  0.852122                 NaN            NaN  0.408543       0.763603E-001            NaN            NaN            NaN
  1280.70        500.000        98.4650                 NaN            NaN            NaN            NaN  0.226444                 NaN  0.836742                 NaN            NaN  0.398226       0.735628E-001            NaN            NaN            NaN
  1278.20        500.000        98.4999                 NaN            NaN            NaN            NaN  0.218705                 NaN  0.822439                 NaN            NaN  0.388162       0.708344E-001            NaN            NaN            NaN
  1275.69        500.000        98.5356                 NaN            NaN            NaN            NaN  0.210548                 NaN  0.807490                 NaN            NaN  0.378161       0.682212E-001            NaN            NaN            NaN
  1273.18        500.000        98.5678                 NaN            NaN            NaN            NaN  0.203723                 NaN  0.794329                 NaN            NaN  0.368554       0.656030E-001            NaN            NaN            NaN
  1270.68        500.000        98.6005                 NaN            NaN            NaN            NaN  0.195823                 NaN  0.781336                 NaN            NaN  0.359272       0.630810E-001            NaN            NaN            NaN
  1268.17        500.000        98.6302                 NaN            NaN            NaN            NaN  0.189434                 NaN  0.769214                 NaN            NaN  0.350508       0.606848E-001            NaN            NaN            NaN
  1265.66        500.000        98.6638                 NaN            NaN            NaN            NaN  0.180622                 NaN  0.756151                 NaN            NaN  0.341204       0.582610E-001            NaN            NaN            NaN
  1263.16        500.000        95.2552                 NaN            NaN            NaN            NaN  0.266436                 NaN   1.53249                 NaN            NaN  0.694227       0.151623        2.10003                 NaN            NaN
  1260.65        500.000        91.5515                 NaN            NaN            NaN            NaN  0.334016                 NaN   2.38542                 NaN            NaN   1.06809       0.248565        4.41240                 NaN            NaN
  1258.15        500.000        92.2689                 NaN            NaN            NaN            NaN  0.287949                 NaN   2.21847                 NaN            NaN  0.978719       0.223282        4.02266                 NaN            NaN
  1255.64        500.000        92.8694                 NaN            NaN            NaN            NaN  0.250639                 NaN   2.07758                 NaN            NaN  0.902872       0.201826        3.69767                 NaN            NaN
  1253.13        500.000        93.3973                 NaN            NaN            NaN            NaN  0.216359                 NaN   1.95237                 NaN            NaN  0.835733       0.182947        3.41528                 NaN            NaN
  1250.63        500.000        93.8675                 NaN            NaN            NaN            NaN  0.187215                 NaN   1.83620                 NaN            NaN  0.775518       0.166167        3.16744                 NaN            NaN
  1248.12        500.000        94.2502                 NaN            NaN            NaN            NaN  0.157100                 NaN   1.75484                 NaN            NaN  0.724987       0.151663        2.96125                 NaN            NaN
  1245.61        500.000        94.6192                 NaN            NaN            NaN            NaN  0.133846                 NaN   1.66246                 NaN            NaN  0.676878       0.138271        2.76931                 NaN            NaN
  1243.11        500.000        94.9442                 NaN            NaN            NaN            NaN  0.108327                 NaN   1.58812                 NaN            NaN  0.633866       0.126172        2.59935                 NaN            NaN
  1240.60        500.000        95.2369                 NaN            NaN            NaN            NaN  0.826568E-001            NaN   1.52331                 NaN            NaN  0.594959       0.115039        2.44709                 NaN            NaN
  1238.10        500.000        95.4946                 NaN            NaN            NaN            NaN  0.622515E-001            NaN   1.46568                 NaN            NaN  0.560147       0.105132        2.31223                 NaN            NaN
  1235.59        500.000        95.7329                 NaN            NaN            NaN            NaN  0.392662E-001            NaN   1.41594                 NaN            NaN  0.527804       0.958603E-001   2.18822                 NaN            NaN
  1233.08        500.000        95.9594                 NaN            NaN            NaN            NaN  0.332216E-002            NaN   1.38225                 NaN            NaN  0.497530       0.866459E-001   2.07084                 NaN            NaN
  1230.58        500.000        96.1517                 NaN            NaN            NaN            NaN  0.166513E-004            NaN   1.32724                 NaN            NaN  0.472175       0.789889E-001   1.96991                 NaN            NaN
  1228.07        500.000        96.3510                 NaN            NaN            NaN            NaN  0.383641E-004            NaN   1.25999                 NaN            NaN  0.446685       0.718090E-001   1.87051                 NaN            NaN
  1225.56        500.000        96.5406                 NaN            NaN            NaN            NaN  0.252919E-003            NaN   1.19374                 NaN            NaN  0.420895       0.660990E-001   1.77839                 NaN            NaN
  1223.06        500.000        96.7184                 NaN            NaN            NaN            NaN  0.298242E-005            NaN   1.13169                 NaN            NaN  0.397039       0.605843E-001   1.69226                 NaN            NaN
  1220.55        500.000        96.8816                 NaN            NaN            NaN            NaN            NaN            NaN   1.07424                 NaN            NaN  0.374331       0.559101E-001   1.61388                 NaN            NaN
  1218.05        500.000        95.1533                 NaN            NaN            NaN            NaN            NaN            NaN   1.30371                 NaN            NaN  0.507460       0.644974E-001   2.21735                 NaN  0.753646     
  1215.54        500.000        51.4684                 NaN            NaN            NaN            NaN            NaN            NaN   7.91624                 NaN            NaN   4.07685       0.332974        17.7327                 NaN   18.4729     
  1213.03        500.000        59.7674                 NaN            NaN            NaN            NaN            NaN            NaN   6.39145       0.195289                 NaN   3.44345       0.236186        14.6265                 NaN   15.3398     
  1210.53        500.000        70.7208                 NaN            NaN            NaN            NaN            NaN            NaN   2.29317        2.37844                 NaN   2.32101       0.233142        10.8450                 NaN   11.2084     
  1208.02        500.000        74.9284                 NaN            NaN            NaN            NaN            NaN            NaN   1.13576        3.00101       0.154260E-005   2.09133       0.157708        9.16968                 NaN   9.51613     
  1205.51        500.000        36.9281                 NaN            NaN            NaN            NaN   1.06240                 NaN   8.00136                 NaN            NaN   5.21479       0.426872        23.0487                 NaN   25.3177     
  1203.01        500.000        97.7122                 NaN            NaN            NaN            NaN            NaN            NaN  0.280938       0.392242                 NaN  0.986815E-001  0.188653E-001   1.49705                 NaN            NaN
  1200.50        500.000        99.7545                 NaN            NaN            NaN            NaN            NaN            NaN  0.239845                 NaN            NaN            NaN  0.562406E-002            NaN            NaN            NaN
  1197.99        500.000        97.9061                 NaN            NaN            NaN            NaN            NaN            NaN  0.342404E-001  0.643569                 NaN  0.186946       0.155700E-001   1.21362                 NaN            NaN
  1195.49        500.000        98.5547                 NaN            NaN            NaN            NaN            NaN            NaN  0.594161                 NaN            NaN  0.119179       0.146077E-002  0.730547                 NaN            NaN
  1192.98        500.000        82.2393                 NaN            NaN            NaN            NaN            NaN            NaN  0.933038        1.62799                 NaN   1.41771       0.902340E-001   6.95891                 NaN   6.73280     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.98236        7.83137                 NaN   7.36903       0.577576        40.6741                 NaN   39.5656     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.78762        3.98888                 NaN   7.34145       0.590798        40.7314                 NaN   39.5598     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.02860        7.78941                 NaN   7.37153       0.578096        40.6656                 NaN   39.5667     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.43218        8.39789                 NaN   7.38008       0.570781        40.6515                 NaN   39.5676     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.39176        4.39612       0.108174E-004   7.35363       0.586203        40.7105                 NaN   39.5617     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.76334        3.99978        1.03329        7.36146       0.582956        40.6961                 NaN   39.5631     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.37338        10.4809                 NaN   7.39795       0.564272        40.6077                 NaN   39.5757     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.98920        4.80550       0.504422E-002   7.36619       0.581387        40.6890                 NaN   39.5637     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.85698        4.94663       0.171406E-003   7.37044       0.579750        40.6816                 NaN   39.5644     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.72298        5.08490       0.238097E-004   7.37475       0.578070        40.6742                 NaN   39.5651     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.58836        5.22370       0.133610E-005   7.37910       0.576371        40.6667                 NaN   39.5658     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.45365        5.36266       0.130834E-005   7.38350       0.574641        40.6591                 NaN   39.5665     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.31899        5.50162       0.127434E-005   7.38793       0.572885        40.6514                 NaN   39.5672     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.18411        5.64087       0.124132E-005   7.39241       0.571104        40.6436                 NaN   39.5679     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.04930        5.78012                 NaN   7.39693       0.569293        40.6357                 NaN   39.5686     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.91457        5.91935                 NaN   7.40149       0.567455        40.6278                 NaN   39.5694     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.77999        6.05852                 NaN   7.40610       0.565583        40.6197                 NaN   39.5701     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.64539        6.19777                 NaN   7.41075       0.563683        40.6115                 NaN   39.5709     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.51085        6.33705                 NaN   7.41544       0.561751        40.6032                 NaN   39.5717     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.37658        6.47613                 NaN   7.42017       0.559787        40.5949                 NaN   39.5725     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.42838        6.42717       0.274563E-005   7.42274       0.558691        40.5900                 NaN   39.5731     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.28999        6.57059                 NaN   7.42765       0.556641        40.5813                 NaN   39.5739     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.14885        6.71683                 NaN   7.43262       0.554550        40.5725                 NaN   39.5747     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN  0.430633                 NaN   11.1135       0.170468                 NaN   7.26540       0.616360        40.6943                 NaN   39.7094     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.70537        7.17266                 NaN   7.44454       0.549453        40.5514                 NaN   39.5766     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.57122        7.31213       0.187608E-004   7.44955       0.547277        40.5424                 NaN   39.5774     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   1.92343                 NaN   9.02449                 NaN            NaN   7.23368       0.688123        12.1508        28.8950        40.0845     
