|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1239.90        500.000        97.6841       0.163513E-001            NaN            NaN  0.592062                 NaN            NaN  0.311038       0.360304E-001   1.36040                 NaN
  1238.58        500.000        97.7553       0.133543E-001            NaN            NaN  0.578169                 NaN            NaN  0.300865       0.343397E-001   1.31795                 NaN
  1237.25        500.000        97.8248       0.111045E-001            NaN            NaN  0.563672                 NaN            NaN  0.291048       0.327719E-001   1.27663                 NaN
  1235.93        500.000        97.8900       0.865827E-002            NaN            NaN  0.550351                 NaN            NaN  0.281784       0.312701E-001   1.23798                 NaN
  1234.60        500.000        97.9524       0.590609E-002            NaN            NaN  0.538143                 NaN            NaN  0.272903       0.298022E-001   1.20085                 NaN
  1233.28        500.000        98.0116       0.221653E-002            NaN            NaN  0.527908                 NaN            NaN  0.264404       0.283746E-001   1.16547                 NaN
  1231.95        500.000        98.0682       0.136951E-005            NaN            NaN  0.516702                 NaN            NaN  0.256327       0.270321E-001   1.13169                 NaN
  1230.63        500.000        98.1219       0.308387E-002            NaN            NaN  0.498597                 NaN            NaN  0.249105       0.258858E-001   1.10142                 NaN
  1229.30        500.000        98.1764                 NaN            NaN            NaN  0.489739                 NaN            NaN  0.241608       0.244949E-001   1.06780                 NaN
  1227.98        500.000        98.2316                 NaN            NaN            NaN  0.473846                 NaN            NaN  0.231692       0.240047E-001   1.03890                 NaN
  1226.65        500.000        97.2425       0.127808                 NaN            NaN  0.449200                 NaN            NaN  0.425883       0.625036E-001   1.69209                 NaN
  1225.32        500.000        99.4421                 NaN            NaN            NaN  0.224543                 NaN            NaN  0.138981E-001            NaN  0.319419                 NaN
  1224.00        500.000        98.1585                 NaN            NaN            NaN  0.100950       0.290462                 NaN  0.227690       0.158493E-001   1.20651                 NaN
  1222.67        500.000        98.3251                 NaN            NaN            NaN  0.310385       0.230589                 NaN  0.220499       0.321645E-001  0.881304                 NaN
  1221.35        500.000        98.3922       0.532582E-001            NaN            NaN  0.267046                 NaN            NaN  0.204854       0.116999E-001   1.07096                 NaN
  1220.02        500.000        98.8083                 NaN            NaN            NaN  0.212534       0.204453                 NaN  0.148220       0.125621E-001  0.613935                 NaN
  1218.70        500.000        98.4732       0.654353E-001            NaN            NaN  0.329648                 NaN            NaN  0.207303       0.176383E-001  0.906820                 NaN
  1217.37        500.000        98.9003                 NaN            NaN            NaN  0.319523                 NaN            NaN  0.143163       0.125112E-001  0.624463                 NaN
  1216.05        500.000        95.3292       0.411417                 NaN            NaN  0.496327                 NaN            NaN  0.650656       0.665180E-001   3.04591                 NaN
  1214.72        500.000        72.8271                 NaN            NaN            NaN   3.20773       0.734965                 NaN   2.39617       0.129172        11.2420        9.46285     
  1213.40        500.000        99.8194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.568776E-002  0.100496       0.743822E-001
  1212.07        500.000        94.9983                 NaN            NaN            NaN  0.444497E-001  0.607435                 NaN  0.415892       0.189270E-001   1.92643        1.98852     
  1210.74        500.000        99.3068                 NaN            NaN            NaN  0.174495                 NaN            NaN            NaN            NaN  0.230017       0.288652     
  1209.42        500.000        99.5457                 NaN            NaN            NaN            NaN            NaN            NaN  0.775729E-001  0.650536E-002  0.485225E-001  0.321732     
  1208.09        500.000        99.9265                 NaN            NaN            NaN  0.502612E-002            NaN            NaN            NaN  0.331108E-001            NaN  0.353133E-001
  1206.77        500.000        99.9649                 NaN            NaN            NaN            NaN            NaN            NaN  0.350920E-001            NaN            NaN            NaN
  1205.44        500.000        96.4599                 NaN            NaN            NaN  0.344164       0.545659E-001            NaN  0.238323                 NaN   1.66164        1.24144     
  1204.12        500.000        99.9310                 NaN            NaN            NaN  0.330271E-001            NaN            NaN  0.173355E-001            NaN            NaN  0.185987E-001
  1202.79        500.000        98.7044       0.220128E-001            NaN            NaN  0.721535E-002  0.166357E-001  0.101430       0.103093                 NaN  0.527335       0.517842     
  1201.47        500.000        98.4296                 NaN            NaN            NaN  0.175980                 NaN            NaN  0.128907       0.393130E-002  0.624973       0.636597     
  1200.14        500.000        72.3987                 NaN            NaN            NaN   3.13175                 NaN            NaN   2.23396       0.108454        10.9622        11.1649     
  1198.82        500.000        99.0416                 NaN            NaN            NaN  0.988744E-001            NaN            NaN  0.681580E-001  0.602389E-002  0.394324       0.390992     
  1197.49        500.000        99.6334                 NaN            NaN            NaN  0.323745E-001            NaN            NaN  0.246006E-001  0.269196E-002  0.156206       0.150716     
  1196.16        500.000        90.1320                 NaN            NaN            NaN  0.727088       0.425504       0.962537E-006  0.801984       0.323268E-001   3.92222        3.95887     
  1194.84        500.000        76.9821       0.974530E-001            NaN            NaN   2.40648                 NaN            NaN   1.88658       0.699157E-001   9.27188        9.28556     
  1193.51        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1192.19        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.86        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.54        500.000                 NaN            NaN            NaN            NaN   5.63810        3.27020                 NaN   7.22404       0.334529        42.7195        40.8137     
  1188.21        500.000                 NaN            NaN            NaN            NaN   8.92066                 NaN            NaN   7.23510       0.333829        42.6977        40.8127     
  1186.89        500.000                 NaN            NaN            NaN            NaN   8.12382       0.796851                 NaN   7.23509       0.332412        42.6959        40.8159     
  1185.56        500.000                 NaN            NaN            NaN            NaN   2.56922        6.36075                 NaN   7.23986       0.331600        42.6817        40.8169     
  1184.24        500.000                 NaN            NaN            NaN            NaN   2.52906        6.40253                 NaN   7.24211       0.331110        42.6771        40.8181     
  1182.91        500.000                 NaN            NaN            NaN            NaN   7.60525        1.32927                 NaN   7.24579       0.330158        42.6701        40.8194     
  1181.59        500.000                 NaN            NaN            NaN            NaN  0.631021        8.30964                 NaN   7.25146       0.328572        42.6581        40.8212     
  1180.26        500.000                 NaN            NaN            NaN            NaN  0.592106        8.35059                 NaN   7.25381       0.328040        42.6531        40.8224     
  1178.93        500.000                 NaN            NaN            NaN            NaN  0.557424        8.38695                 NaN   7.25607       0.327536        42.6485        40.8236     
  1177.61        500.000                 NaN            NaN            NaN            NaN   7.17662        1.76050                 NaN   7.25189       0.329100        42.6583        40.8236     
  1176.28        500.000                 NaN            NaN            NaN            NaN   7.07654        1.86134                 NaN   7.25346       0.328820        42.6552        40.8247     
  1174.96        500.000                 NaN            NaN            NaN            NaN  0.467915        8.48151                 NaN   7.26279       0.326024        42.6347        40.8271     
  1173.63        500.000                 NaN            NaN            NaN            NaN  0.399701        8.55160                 NaN   7.26516       0.325470        42.6297        40.8283     
  1172.31        500.000                 NaN            NaN            NaN            NaN  0.396228        8.55668                 NaN   7.26732       0.324986        42.6253        40.8295     
  1170.98        500.000                 NaN            NaN            NaN            NaN  0.343889        8.61087                 NaN   7.26965       0.324442        42.6204        40.8307     
  1169.66        500.000                 NaN            NaN            NaN            NaN  0.297996        8.65838                 NaN   7.27190       0.323922        42.6159        40.8319     
  1168.33        500.000                 NaN            NaN            NaN            NaN  0.286625        8.67165                 NaN   7.27416       0.323400        42.6111        40.8331     
  1167.01        500.000                 NaN            NaN            NaN            NaN  0.245285        8.71484                 NaN   7.27648       0.322856        42.6062        40.8343     
  1165.68        500.000                 NaN            NaN            NaN            NaN  0.160007        8.80221                 NaN   7.27898       0.322248        42.6010        40.8355     
  1164.35        500.000                 NaN            NaN            NaN            NaN  0.145632        8.81837                 NaN   7.28123       0.321722        42.5963        40.8367     
  1163.03        500.000                 NaN            NaN            NaN            NaN  0.773622E-001   8.88869                 NaN   7.28368       0.321126        42.5912        40.8380     
  1161.70        500.000                 NaN            NaN            NaN            NaN  0.184536E-001   8.94949                 NaN   7.28607       0.320549        42.5862        40.8392     
  1160.38        500.000                 NaN            NaN            NaN            NaN  0.243418E-001   8.94533                 NaN   7.28828       0.320031        42.5816        40.8404     
  1159.05        500.000                 NaN            NaN            NaN            NaN   6.21995        2.70324                 NaN   7.25312       0.329331        42.6572        40.8372     
  1157.73        500.000                 NaN            NaN            NaN            NaN   6.23823        2.68702                 NaN   7.25547       0.328792        42.6521        40.8384     
  1156.40        500.000                 NaN            NaN            NaN            NaN   6.33792        2.62063                 NaN   7.28235       0.322092        42.5951        40.8419     
  1155.08        500.000                 NaN            NaN            NaN            NaN   6.24004        2.69159                 NaN   7.26406       0.327484        42.6359        40.8409     
  1153.75        500.000                 NaN            NaN            NaN            NaN   6.29763        2.63449                 NaN   7.26300       0.327030        42.6358        40.8420     
  1152.43        500.000                 NaN            NaN            NaN            NaN   6.32108        2.61357                 NaN   7.26574       0.326385        42.6299        40.8433     
  1151.10        500.000                 NaN            NaN            NaN            NaN   6.34501        2.59237                 NaN   7.26864       0.325702        42.6237        40.8445     
  1149.77        500.000                 NaN            NaN            NaN            NaN   8.96973       0.299593E-005            NaN   7.29870       0.319226        42.5653        40.8470     
  1148.45        500.000                 NaN            NaN            NaN            NaN   2.62469        6.34626                 NaN   7.30157       0.318782        42.5604        40.8483     
  1147.12        500.000                 NaN            NaN            NaN            NaN   6.56006        2.40887                 NaN   7.30284       0.318644        42.5599        40.8496     
  1145.80        500.000                 NaN            NaN            NaN            NaN   6.46529        2.50093       0.726945E-003   7.30142       0.319306        42.5616        40.8507     
  1144.47        500.000                 NaN            NaN            NaN            NaN   6.80890        2.16211                 NaN   7.30701       0.317705        42.5523        40.8520     
  1143.15        500.000                 NaN            NaN            NaN            NaN   6.88528        2.08461       0.375087E-003   7.31381       0.318044        42.5456        40.8522     
  1141.82        500.000                 NaN            NaN            NaN            NaN   6.92944        2.04706       0.529752E-003   7.31617       0.316423        42.5358        40.8545     
  1140.50        500.000                 NaN            NaN            NaN            NaN   6.81298        2.16231       0.752839E-003   7.31341       0.316520        42.5385        40.8556     
  1139.17        500.000                 NaN            NaN            NaN            NaN  0.126310        8.86783       0.111555E-002   7.32391       0.311995        42.5093        40.8596     
  1137.85        500.000                 NaN            NaN            NaN            NaN   6.75511        2.22224       0.918325E-003   7.31188       0.315928        42.5360        40.8579     
  1136.52        500.000                 NaN            NaN            NaN            NaN   6.94604        2.03548       0.126692E-002   7.32044       0.314653        42.5226        40.8595     
  1135.19        500.000                 NaN            NaN            NaN            NaN   8.62346       0.377322                 NaN   7.33591       0.309349        42.4924        40.8615     
  1133.87        500.000                 NaN            NaN            NaN            NaN   6.95067        2.03640       0.635646E-004   7.32182       0.313545        42.5151        40.8624     
  1132.54        500.000                 NaN            NaN            NaN            NaN   7.25725        1.73104       0.771688E-003   7.32701       0.312586        42.5084        40.8630     
  1131.22        500.000                 NaN            NaN            NaN            NaN   5.55331        3.45199                 NaN   7.33366       0.309182        42.4846        40.8672     
  1129.89        500.000                 NaN            NaN            NaN            NaN   7.29352        1.70401                 NaN   7.32834       0.310712        42.4963        40.8671     
  1128.57        500.000                 NaN            NaN            NaN            NaN   9.00404                 NaN            NaN   7.33571       0.309329        42.4825        40.8685     
  1127.24        500.000                 NaN            NaN            NaN            NaN   7.67875        1.32915                 NaN   7.33806       0.308477        42.4747        40.8709     
  1125.92        500.000                 NaN            NaN            NaN            NaN   9.00762                 NaN            NaN   7.34865       0.306906        42.4685        40.8683     
  1124.59        500.000                 NaN            NaN            NaN            NaN   9.00800                 NaN            NaN   7.34117       0.307667        42.4718        40.8713     
  1123.27        500.000                 NaN            NaN            NaN            NaN   8.17880       0.831630                 NaN   7.35399       0.306516        42.4574        40.8717     
  1121.94        500.000                 NaN            NaN            NaN            NaN   7.20776        1.80390                 NaN   7.34477       0.306733        42.4622        40.8746     
  1120.61        500.000                 NaN            NaN            NaN            NaN   9.03126                 NaN            NaN   7.35867       0.302290        42.4298        40.8780     
  1119.29        500.000                 NaN            NaN            NaN            NaN   8.68838       0.337347                 NaN   7.35739       0.303163        42.4351        40.8786     
  1117.96        500.000                 NaN            NaN            NaN            NaN   7.99227        1.03208                 NaN   7.36250       0.303057        42.4314        40.8787     
  1116.64        500.000                 NaN            NaN            NaN            NaN   9.01943                 NaN            NaN   7.36740       0.302698        42.4341        40.8764     
  1115.31        500.000                 NaN            NaN            NaN            NaN   8.55855       0.471633                 NaN   7.36663       0.301453        42.4204        40.8813     
  1113.99        500.000                 NaN            NaN            NaN            NaN   8.93848       0.101323                 NaN   7.36839       0.299629        42.4083        40.8839     
  1112.66        500.000                 NaN            NaN            NaN            NaN   9.04473                 NaN            NaN   7.37291       0.298477        42.3981        40.8858     
  1111.34        500.000                 NaN            NaN            NaN            NaN   9.03654                 NaN            NaN   7.36920       0.299857        42.4090        40.8854     
  1110.01        500.000                 NaN  0.428245E-001            NaN            NaN   8.95416                 NaN            NaN   7.35675       0.304996        42.4389        40.9024     
  1108.69        500.000                 NaN  0.419792                 NaN            NaN   8.30679                 NaN            NaN   7.28681       0.331389        42.5932        41.0621     
  1107.36        500.000                 NaN            NaN            NaN            NaN   3.23622        5.80647                 NaN   7.37314       0.298939        42.3948        40.8904     
  1106.04        500.000                 NaN            NaN            NaN            NaN  0.388046        8.66703                 NaN   7.38454       0.295552        42.3726        40.8922     
  1104.71        500.000                 NaN            NaN            NaN            NaN   2.25441        6.79347                 NaN   7.37860       0.297457        42.3832        40.8929     
  1103.38        500.000                 NaN            NaN            NaN            NaN   2.25485        6.79555                 NaN   7.38151       0.296790        42.3770        40.8943     
  1102.06        500.000                 NaN            NaN            NaN            NaN   1.81301        7.24039                 NaN   7.38457       0.295902        42.3706        40.8956     
  1100.73        500.000                 NaN  0.188542E-005            NaN            NaN   1.76639        7.29262                 NaN   7.38928       0.294496        42.3601        40.8971     
  1099.41        500.000                 NaN   1.02440                 NaN            NaN   7.28766                 NaN            NaN   7.18858       0.369704        42.8009        41.3288     
  1098.08        500.000                 NaN   1.23632                 NaN            NaN   6.90972                 NaN            NaN   7.14162       0.387590        42.9065        41.4182     
  1096.76        500.000                 NaN   1.24788                 NaN            NaN   6.89168                 NaN            NaN   7.14173       0.388077        42.9062        41.4244     
  1095.43        500.000                 NaN   1.27590                 NaN            NaN   6.84381                 NaN            NaN   7.13651       0.390015        42.9163        41.4375     
  1094.11        500.000                 NaN   1.23669                 NaN            NaN   6.91888                 NaN            NaN   7.14750       0.385794        42.8883        41.4228     
  1092.78        500.000                 NaN   1.34796                 NaN            NaN   6.71841                 NaN            NaN   7.12273       0.395525        42.9454        41.4700     
  1091.46        500.000                 NaN   1.33434                 NaN            NaN   6.74815                 NaN            NaN   7.12813       0.393417        42.9298        41.4661     
  1090.13        500.000                 NaN   1.39183                 NaN            NaN   6.64487                 NaN            NaN   7.11553       0.398249        42.9584        41.4911     
  1088.80        500.000                 NaN   1.38868                 NaN            NaN   6.65442                 NaN            NaN   7.11843       0.397368        42.9497        41.4914     
  1087.48        500.000                 NaN   1.41355                 NaN            NaN   6.61157                 NaN            NaN   7.11404       0.399168        42.9586        41.5031     
  1086.15        500.000                 NaN   1.46455                 NaN            NaN   6.51913                 NaN            NaN   7.10261       0.403646        42.9846        41.5254     
  1084.83        500.000                 NaN   1.48325                 NaN            NaN   6.48736                 NaN            NaN   7.09964       0.404915        42.9903        41.5346     
  1083.50        500.000                 NaN   1.49203                 NaN            NaN   6.47471                 NaN            NaN   7.09943       0.405129        42.9890        41.5397     
  1082.18        500.000                 NaN   1.50729                 NaN            NaN   6.44923                 NaN            NaN   7.09726       0.406086        42.9927        41.5474     
  1080.85        500.000                 NaN   1.52481                 NaN            NaN   6.41973                 NaN            NaN   7.09456       0.407263        42.9976        41.5561     
  1079.53        500.000                 NaN   1.53833                 NaN            NaN   6.39709                 NaN            NaN   7.09270       0.408083        43.0008        41.5630     
  1078.20        500.000                 NaN   1.55390                 NaN            NaN   6.37056                 NaN            NaN   7.09028       0.409129        43.0053        41.5708     
  1076.88        500.000                 NaN   1.56939                 NaN            NaN   6.34424                 NaN            NaN   7.08788       0.410169        43.0097        41.5786     
  1075.55        500.000                 NaN   1.60341                 NaN            NaN   6.28309                 NaN            NaN   7.08058       0.413120        43.0258        41.5940     
  1074.22        500.000                 NaN   1.61136                 NaN            NaN   6.27000                 NaN            NaN   7.07986       0.413474        43.0268        41.5986     
  1072.90        500.000                 NaN   1.62294                 NaN            NaN   6.25109                 NaN            NaN   7.07942       0.414161        43.0278        41.6046     
  1071.57        500.000                 NaN   1.63762                 NaN            NaN   6.22618                 NaN            NaN   7.07624       0.415127        43.0326        41.6122     
  1070.25        500.000                 NaN   1.67389                 NaN            NaN   6.15099                 NaN            NaN   7.06285       0.420095        43.0658        41.6264     
  1068.92        500.000                 NaN   1.66115                 NaN            NaN   6.18588                 NaN            NaN   7.07275       0.416705        43.0389        41.6246     
  1067.60        500.000                 NaN   1.67362                 NaN            NaN   6.16470                 NaN            NaN   7.07091       0.417529        43.0421        41.6311     
  1066.27        500.000                 NaN   1.68334                 NaN            NaN   6.14923                 NaN            NaN   7.07000       0.418011        43.0428        41.6366     
  1064.95        500.000                 NaN   1.69809                 NaN            NaN   6.12244                 NaN            NaN   7.06710       0.419211        43.0493        41.6439     
  1063.62        500.000                 NaN   1.70882                 NaN            NaN   6.10713                 NaN            NaN   7.06692       0.419593        43.0475        41.6501     
  1062.30        500.000                 NaN   1.71885                 NaN            NaN   6.08982                 NaN            NaN   7.06513       0.420288        43.0506        41.6553     
  1060.97        500.000                 NaN   1.72992                 NaN            NaN   6.07118                 NaN            NaN   7.06357       0.421003        43.0531        41.6613     
  1059.64        500.000                 NaN   1.74075                 NaN            NaN   6.05307                 NaN            NaN   7.06214       0.421684        43.0552        41.6671     
  1058.32        500.000                 NaN   1.74833                 NaN            NaN   6.04095                 NaN            NaN   7.06114       0.422119        43.0559        41.6716     
  1056.99        500.000                 NaN   1.77154                 NaN            NaN   6.00363                 NaN            NaN   7.05825       0.423451        43.0601        41.6830     
  1055.67        500.000                 NaN   1.76909                 NaN            NaN   6.00689                 NaN            NaN   7.05861       0.423274        43.0592        41.6829     
  1054.34        500.000                 NaN   1.78234                 NaN            NaN   5.98486                 NaN            NaN   7.05790       0.424065        43.0607        41.6902     
  1053.02        500.000                 NaN   1.78736                 NaN            NaN   5.97669                 NaN            NaN   7.05708       0.424358        43.0611        41.6934     
  1051.69        500.000                 NaN   1.79887                 NaN            NaN   5.95688                 NaN            NaN   7.05529       0.425164        43.0644        41.6994     
  1050.37        500.000                 NaN   1.80666                 NaN            NaN   5.94446                 NaN            NaN   7.05450       0.425549        43.0648        41.7041     
  1049.04        500.000                 NaN   1.81454                 NaN            NaN   5.93168                 NaN            NaN   7.05375       0.425964        43.0654        41.7087     
  1047.72        500.000                 NaN   1.82229                 NaN            NaN   5.91913                 NaN            NaN   7.05303       0.426368        43.0659        41.7133     
  1046.39        500.000                 NaN   1.82992                 NaN            NaN   5.90681                 NaN            NaN   7.05234       0.426763        43.0663        41.7178     
  1045.06        500.000                 NaN   1.83081                 NaN            NaN   5.90767                 NaN            NaN   7.05367       0.426348        43.0617        41.7197     
  1043.74        500.000                 NaN   1.84465                 NaN            NaN   5.88330                 NaN            NaN   7.05115       0.427483        43.0667        41.7267     
  1042.41        500.000                 NaN   1.85196                 NaN            NaN   5.87152                 NaN            NaN   7.05050       0.427863        43.0670        41.7311     
  1041.09        500.000                 NaN   1.85452                 NaN            NaN   5.86867                 NaN            NaN   7.05112       0.427701        43.0645        41.7335     
  1039.76        500.000                 NaN   1.86443                 NaN            NaN   5.85221                 NaN            NaN   7.04973       0.428389        43.0661        41.7392     
  1038.44        500.000                 NaN   1.87398                 NaN            NaN   5.83642                 NaN            NaN   7.04894       0.428860        43.0672        41.7446     
  1037.11        500.000                 NaN   1.88035                 NaN            NaN   5.82584                 NaN            NaN   7.04812       0.429304        43.0679        41.7484     
  1035.79        500.000                 NaN   1.88716                 NaN            NaN   5.81495                 NaN            NaN   7.04760       0.429639        43.0680        41.7527     
  1034.46        500.000                 NaN   1.88509                 NaN            NaN   5.81789                 NaN            NaN   7.04776       0.429473        43.0674        41.7524     
  1033.14        500.000                 NaN   1.89738                 NaN            NaN   5.79989                 NaN            NaN   7.04759       0.429879        43.0655        41.7597     
  1031.81        500.000                 NaN   1.91226                 NaN            NaN   5.75206                 NaN            NaN   7.03317       0.435035        43.1052        41.7622     
  1030.49        500.000                 NaN   1.91038                 NaN            NaN   5.77925                 NaN            NaN   7.04656       0.430513        43.0654        41.7679     
  1029.16        500.000                 NaN   1.91733                 NaN            NaN   5.76797                 NaN            NaN   7.04606       0.430878        43.0656        41.7722     
  1027.83        500.000                 NaN   1.92250                 NaN            NaN   5.76039                 NaN            NaN   7.04584       0.431025        43.0645        41.7757     
  1026.51        500.000                 NaN   1.92381                 NaN            NaN   5.75514                 NaN            NaN   7.04435       0.431539        43.0686        41.7765     
  1025.18        500.000                 NaN   1.93058                 NaN            NaN   5.74539                 NaN            NaN   7.04404       0.431831        43.0671        41.7811     
  1023.86        500.000                 NaN   1.94163                 NaN            NaN   5.72996                 NaN            NaN   7.04475       0.431932        43.0639        41.7879     
  1022.53        500.000                 NaN   1.94085                 NaN            NaN   5.72939                 NaN            NaN   7.04293       0.432537        43.0656        41.7887     
  1021.21        500.000                 NaN   1.95609                 NaN            NaN   5.70613                 NaN            NaN   7.04329       0.432808        43.0651        41.7966     
  1019.88        500.000                 NaN   1.92590                 NaN            NaN   5.75234                 NaN            NaN   7.04500       0.431350        43.0629        41.7825     
  1018.56        500.000                 NaN   1.91177                 NaN            NaN   5.75049                 NaN            NaN   7.03285       0.434943        43.0988        41.7712     
  1017.23        500.000                 NaN   1.93308                 NaN            NaN   5.74095                 NaN            NaN   7.04461       0.431662        43.0617        41.7880     
  1015.91        500.000                 NaN   1.96831                 NaN            NaN   5.66851                 NaN            NaN   7.03328       0.436274        43.0917        41.8019     
  1014.58        500.000                 NaN   1.96826                 NaN            NaN   5.66836                 NaN            NaN   7.03325       0.436265        43.0911        41.8028     
  1013.25        500.000                 NaN   1.96821                 NaN            NaN   5.66820                 NaN            NaN   7.03322       0.436256        43.0904        41.8037     
  1011.93        500.000                 NaN   1.99819                 NaN            NaN   5.63959                 NaN            NaN   7.04065       0.434819        43.0629        41.8238     
  1010.60        500.000                 NaN   2.02856                 NaN            NaN   5.56335                 NaN            NaN   7.02371       0.441034        43.1107        41.8326     
  1009.28        500.000                 NaN   2.03100                 NaN            NaN   5.55890                 NaN            NaN   7.02329       0.441222        43.1110        41.8346     
  1007.95        500.000                 NaN   2.01304                 NaN            NaN   5.61711                 NaN            NaN   7.04039       0.435342        43.0599        41.8342     
  1006.63        500.000                 NaN   2.03674                 NaN            NaN   5.54849                 NaN            NaN   7.02232       0.441667        43.1118        41.8390     
  1005.30        500.000                 NaN   2.03985                 NaN            NaN   5.54288                 NaN            NaN   7.02179       0.441908        43.1122        41.8413     
  1003.98        500.000                 NaN   2.04267                 NaN            NaN   5.53776                 NaN            NaN   7.02131       0.442127        43.1126        41.8435     
  1002.65        500.000                 NaN   2.04608                 NaN            NaN   5.53161                 NaN            NaN   7.02074       0.442393        43.1132        41.8460     
  1001.33        500.000                 NaN   2.04967                 NaN            NaN   5.52517                 NaN            NaN   7.02014       0.442672        43.1139        41.8485     
  1000.00        500.000                 NaN   2.05344                 NaN            NaN   5.51840                 NaN            NaN   7.01951       0.442966        43.1146        41.8511     
