|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.75/K22/K22_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1481.49        500.000        99.4122       0.644478E-001            NaN  0.523319                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.01        500.000        99.3598       0.801657E-002            NaN  0.632205                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.52        500.000        99.1063       0.414977E-001            NaN  0.486297       0.365906                 NaN            NaN            NaN            NaN            NaN
  1477.03        500.000        98.9439                 NaN            NaN  0.599815       0.456332                 NaN            NaN            NaN            NaN            NaN
  1475.55        500.000        98.9589                 NaN            NaN  0.449296       0.591822                 NaN            NaN            NaN            NaN            NaN
  1474.06        500.000        98.8938                 NaN            NaN  0.477034       0.629149                 NaN            NaN            NaN            NaN            NaN
  1472.58        500.000        99.0569                 NaN            NaN  0.405834       0.537292                 NaN            NaN            NaN            NaN            NaN
  1471.09        500.000        98.9950       0.877574E-001            NaN  0.336211       0.581037                 NaN            NaN            NaN            NaN            NaN
  1469.60        500.000        99.0050                 NaN            NaN  0.426921       0.568115                 NaN            NaN            NaN            NaN            NaN
  1468.12        500.000        99.0157                 NaN            NaN  0.562570       0.421711                 NaN            NaN            NaN            NaN            NaN
  1466.63        500.000        99.0247                 NaN            NaN  0.557459       0.417797                 NaN            NaN            NaN            NaN            NaN
  1465.15        500.000        99.0359       0.196516E-001            NaN  0.554106       0.390311                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0462                 NaN            NaN  0.406695       0.547065                 NaN            NaN            NaN            NaN            NaN
  1462.17        500.000        99.0570                 NaN            NaN  0.541589       0.401438                 NaN            NaN            NaN            NaN            NaN
  1460.69        500.000        99.0650                 NaN            NaN  0.396676       0.538367                 NaN            NaN            NaN            NaN            NaN
  1459.20        500.000        99.0756                 NaN            NaN  0.392644       0.531769                 NaN            NaN            NaN            NaN            NaN
  1457.72        500.000        99.0885                 NaN            NaN  0.525193       0.386263                 NaN            NaN            NaN            NaN            NaN
  1456.23        500.000        99.0944                 NaN            NaN  0.522562       0.383076                 NaN            NaN            NaN            NaN            NaN
  1454.74        500.000        99.1044                 NaN            NaN  0.517496       0.378141                 NaN            NaN            NaN            NaN            NaN
  1453.26        500.000        99.1153                 NaN            NaN  0.372847       0.511886                 NaN            NaN            NaN            NaN            NaN
  1451.77        500.000        99.1236                 NaN            NaN  0.369363       0.506988                 NaN            NaN            NaN            NaN            NaN
  1450.29        500.000        99.1320                 NaN            NaN  0.503041       0.364939                 NaN            NaN            NaN            NaN            NaN
  1448.80        500.000        99.1402                 NaN            NaN  0.498893       0.360874                 NaN            NaN            NaN            NaN            NaN
  1447.31        500.000        99.1482                 NaN            NaN  0.356553       0.495265                 NaN            NaN            NaN            NaN            NaN
  1445.83        500.000        99.1570                 NaN            NaN  0.352673       0.490306                 NaN            NaN            NaN            NaN            NaN
  1444.34        500.000        99.1626                 NaN            NaN  0.349379       0.487975                 NaN            NaN            NaN            NaN            NaN
  1442.85        500.000        99.1774                 NaN            NaN  0.479563       0.343075                 NaN            NaN            NaN            NaN            NaN
  1441.37        500.000        99.1776                 NaN            NaN  0.342145       0.480252                 NaN            NaN            NaN            NaN            NaN
  1439.88        500.000        99.1713                 NaN            NaN  0.464243       0.364487                 NaN            NaN            NaN            NaN            NaN
  1438.40        500.000        99.2194                 NaN            NaN  0.304561       0.476076                 NaN            NaN            NaN            NaN            NaN
  1436.91        500.000        99.2054                 NaN            NaN  0.465487       0.329112                 NaN            NaN            NaN            NaN            NaN
  1435.42        500.000        99.2124                 NaN            NaN  0.325842       0.461738                 NaN            NaN            NaN            NaN            NaN
  1433.94        500.000        99.0717                 NaN            NaN  0.476471       0.383259       0.685976E-001            NaN            NaN            NaN            NaN
  1432.45        500.000        97.6252                 NaN            NaN  0.977265       0.653500       0.744026                 NaN            NaN            NaN            NaN
  1430.97        500.000        97.6830                 NaN            NaN  0.952764       0.638043       0.726172                 NaN            NaN            NaN            NaN
  1429.48        500.000        97.7363                 NaN            NaN  0.930459       0.623395       0.709853                 NaN            NaN            NaN            NaN
  1427.99        500.000        97.7902                 NaN            NaN  0.908087       0.608316       0.693376                 NaN            NaN            NaN            NaN
  1426.51        500.000        97.8381                 NaN            NaN  0.595237       0.887989       0.678640                 NaN            NaN            NaN            NaN
  1425.02        500.000        97.8875                 NaN            NaN  0.867580       0.581464       0.663456                 NaN            NaN            NaN            NaN
  1423.54        500.000        97.9343                 NaN            NaN  0.568405       0.848119       0.649164                 NaN            NaN            NaN            NaN
  1422.05        500.000        97.9782                 NaN            NaN  0.556340       0.829887       0.635581                 NaN            NaN            NaN            NaN
  1420.56        500.000        98.0218                 NaN            NaN  0.812004       0.543857       0.622379                 NaN            NaN            NaN            NaN
  1419.08        500.000        98.0633                 NaN            NaN  0.532404       0.794820       0.609492                 NaN            NaN            NaN            NaN
  1417.59        500.000        98.0796                 NaN            NaN  0.787010       0.529636       0.603774                 NaN            NaN            NaN            NaN
  1416.11        500.000        98.1673                 NaN            NaN  0.502915       0.753297       0.576458                 NaN            NaN            NaN            NaN
  1414.62        500.000        98.1789                 NaN            NaN  0.500105       0.747326       0.573677                 NaN            NaN            NaN            NaN
  1413.13        500.000        98.2144                 NaN            NaN  0.489978       0.732894       0.562771                 NaN            NaN            NaN            NaN
  1411.65        500.000        98.2509                 NaN            NaN  0.480049       0.717854       0.551238                 NaN            NaN            NaN            NaN
  1410.16        500.000        98.2834                 NaN            NaN  0.471126       0.704371       0.541111                 NaN            NaN            NaN            NaN
  1408.67        500.000        98.3174                 NaN            NaN  0.461500       0.690606       0.530537                 NaN            NaN            NaN            NaN
  1407.19        500.000        98.3492                 NaN            NaN  0.677965       0.452186       0.520602                 NaN            NaN            NaN            NaN
  1405.70        500.000        98.3784                 NaN            NaN  0.665783       0.444115       0.511751                 NaN            NaN            NaN            NaN
  1404.22        500.000        98.4118                 NaN            NaN  0.652872       0.434359       0.500983                 NaN            NaN            NaN            NaN
  1402.73        500.000        98.4382                 NaN            NaN  0.642127       0.426809       0.492862                 NaN            NaN            NaN            NaN
  1401.24        500.000        98.4663                 NaN            NaN  0.630878       0.418792       0.483985                 NaN            NaN            NaN            NaN
  1399.76        500.000        98.4932                 NaN            NaN  0.619867       0.411407       0.475517                 NaN            NaN            NaN            NaN
  1398.27        500.000        98.5194                 NaN            NaN  0.609571       0.403733       0.467317                 NaN            NaN            NaN            NaN
  1396.79        500.000        98.5460                 NaN            NaN  0.396154       0.598881       0.458978                 NaN            NaN            NaN            NaN
  1395.30        500.000        98.5698                 NaN            NaN  0.389151       0.589518       0.451531                 NaN            NaN            NaN            NaN
  1393.81        500.000        98.5938                 NaN            NaN  0.580167       0.382087       0.443909                 NaN            NaN            NaN            NaN
  1392.33        500.000        98.6173                 NaN            NaN  0.570542       0.375679       0.436506                 NaN            NaN            NaN            NaN
  1390.84        500.000        98.6402                 NaN            NaN  0.368902       0.561717       0.429210                 NaN            NaN            NaN            NaN
  1389.36        500.000        98.6622                 NaN            NaN  0.552950       0.362532       0.422302                 NaN            NaN            NaN            NaN
  1387.87        500.000        98.6852                 NaN            NaN  0.543856       0.355980       0.415005                 NaN            NaN            NaN            NaN
  1386.38        500.000        98.7051                 NaN            NaN  0.350191       0.536122       0.408625                 NaN            NaN            NaN            NaN
  1384.90        500.000        98.7248                 NaN            NaN  0.528250       0.344665       0.402302                 NaN            NaN            NaN            NaN
  1383.41        500.000        98.7453                 NaN            NaN  0.338371       0.520358       0.395948                 NaN            NaN            NaN            NaN
  1381.93        500.000        98.7649                 NaN            NaN  0.512816       0.332574       0.389741                 NaN            NaN            NaN            NaN
  1380.44        500.000        98.7838                 NaN            NaN  0.505240       0.327326       0.383623                 NaN            NaN            NaN            NaN
  1378.95        500.000        98.8017                 NaN            NaN  0.321931       0.498379       0.377945                 NaN            NaN            NaN            NaN
  1377.47        500.000        98.8198                 NaN            NaN  0.491427       0.316623       0.372139                 NaN            NaN            NaN            NaN
  1375.98        500.000        98.8372                 NaN            NaN  0.484743       0.311435       0.366659                 NaN            NaN            NaN            NaN
  1374.49        500.000        98.8545                 NaN            NaN  0.306560       0.477928       0.361017                 NaN            NaN            NaN            NaN
  1373.01        500.000        98.8708                 NaN            NaN  0.301638       0.471710       0.355883                 NaN            NaN            NaN            NaN
  1371.52        500.000        98.8869                 NaN            NaN  0.465541       0.296844       0.350714                 NaN            NaN            NaN            NaN
  1370.04        500.000        98.9027                 NaN            NaN  0.459553       0.292076       0.345659                 NaN            NaN            NaN            NaN
  1368.55        500.000        98.9182                 NaN            NaN  0.453363       0.287859       0.340605                 NaN            NaN            NaN            NaN
  1367.06        500.000        98.9324                 NaN            NaN  0.448117       0.283492       0.335961                 NaN            NaN            NaN            NaN
  1365.58        500.000        98.9473                 NaN            NaN  0.278954       0.442628       0.331168                 NaN            NaN            NaN            NaN
  1364.09        500.000        98.9605                 NaN            NaN  0.275404       0.437097       0.327013                 NaN            NaN            NaN            NaN
  1362.61        500.000        98.9777                 NaN            NaN  0.431150       0.269738       0.321459                 NaN            NaN            NaN            NaN
  1361.12        500.000        98.9892                 NaN            NaN  0.266290       0.426820       0.317705                 NaN            NaN            NaN            NaN
  1359.63        500.000        99.0030                 NaN            NaN  0.421367       0.262334       0.313319                 NaN            NaN            NaN            NaN
  1358.15        500.000        99.0156                 NaN            NaN  0.258546       0.416668       0.309204                 NaN            NaN            NaN            NaN
  1356.66        500.000        99.0286                 NaN            NaN  0.411851       0.254560       0.304963                 NaN            NaN            NaN            NaN
  1355.18        500.000        99.0412                 NaN            NaN  0.250950       0.407038       0.300788                 NaN            NaN            NaN            NaN
  1353.69        500.000        99.0535                 NaN            NaN  0.402294       0.247291       0.296875                 NaN            NaN            NaN            NaN
  1352.20        500.000        99.0650                 NaN            NaN  0.243462       0.398311       0.293186                 NaN            NaN            NaN            NaN
  1350.72        500.000        99.0774                 NaN            NaN  0.240061       0.393448       0.289099                 NaN            NaN            NaN            NaN
  1349.23        500.000        99.0886                 NaN  0.391531E-003  0.236847       0.388496       0.285655                 NaN            NaN            NaN            NaN
  1347.75        500.000        99.1147                 NaN  0.109655       0.206875       0.272036       0.296713                 NaN            NaN            NaN            NaN
  1346.26        500.000        99.1289                 NaN  0.113270       0.195616       0.269588       0.292649                 NaN            NaN            NaN            NaN
  1344.77        500.000        99.1382                 NaN  0.114058       0.268270       0.189562       0.289860                 NaN            NaN            NaN            NaN
  1343.29        500.000        99.1514                 NaN  0.112919       0.186885       0.263508       0.285258                 NaN            NaN            NaN            NaN
  1341.80        500.000        99.1620                 NaN  0.113427       0.261043       0.181542       0.282004                 NaN            NaN            NaN            NaN
  1340.31        500.000        99.1718                 NaN  0.113880       0.176344       0.259189       0.278800                 NaN            NaN            NaN            NaN
  1338.83        500.000        99.1845                 NaN  0.112202       0.174334       0.254679       0.274331                 NaN            NaN            NaN            NaN
  1337.34        500.000        99.1938                 NaN  0.112743       0.169452       0.252586       0.271416                 NaN            NaN            NaN            NaN
  1335.86        500.000        99.2041                 NaN  0.112560       0.249858       0.165416       0.268039                 NaN            NaN            NaN            NaN
  1334.37        500.000        99.2144                 NaN  0.112043       0.162078       0.246938       0.264582                 NaN            NaN            NaN            NaN
  1332.88        500.000        99.2242                 NaN  0.111675       0.244405       0.158443       0.261279                 NaN            NaN            NaN            NaN
  1331.40        500.000        99.2340                 NaN  0.111669       0.242175       0.154108       0.258008                 NaN            NaN            NaN            NaN
  1329.91        500.000        99.2432                 NaN  0.111226       0.151302       0.239314       0.254931                 NaN            NaN            NaN            NaN
  1328.43        500.000        99.2182                 NaN  0.143132       0.261236       0.105048       0.272394                 NaN            NaN            NaN            NaN
  1326.94        500.000        99.2985                 NaN  0.765824E-001  0.207737       0.189666       0.227486                 NaN            NaN            NaN            NaN
  1325.45        500.000        99.2706                 NaN  0.109729       0.142217       0.231702       0.245769                 NaN            NaN            NaN            NaN
  1323.97        500.000        99.2806                 NaN  0.108745       0.228747       0.139821       0.242136                 NaN            NaN            NaN            NaN
  1322.48        500.000        99.2883                 NaN  0.108200       0.137274       0.226630       0.239557                 NaN            NaN            NaN            NaN
  1321.00        500.000        99.2968                 NaN  0.107931       0.224593       0.133960       0.236688                 NaN            NaN            NaN            NaN
  1319.51        500.000        99.3054                 NaN  0.106653       0.221559       0.132712       0.233656                 NaN            NaN            NaN            NaN
  1318.02        500.000        99.3133                 NaN  0.106150       0.130150       0.219436       0.230984                 NaN            NaN            NaN            NaN
  1316.54        500.000        99.3215                 NaN  0.105555       0.217162       0.127622       0.228169                 NaN            NaN            NaN            NaN
  1315.05        500.000        99.3296                 NaN  0.104519       0.214603       0.126013       0.225253                 NaN            NaN            NaN            NaN
  1313.57        500.000        99.3361                 NaN  0.103581       0.124862       0.212492       0.222962                 NaN            NaN            NaN            NaN
  1312.08        500.000        99.3448                 NaN  0.102391       0.209851       0.123062       0.219910                 NaN            NaN            NaN            NaN
  1310.59        500.000        99.3524                 NaN  0.101930       0.120575       0.207775       0.217327                 NaN            NaN            NaN            NaN
  1309.11        500.000        99.3601                 NaN  0.101262       0.205321       0.118592       0.214728                 NaN            NaN            NaN            NaN
  1307.62        500.000        99.3669                 NaN  0.995709E-001  0.118431       0.203009       0.212133                 NaN            NaN            NaN            NaN
  1306.13        500.000        99.3738                 NaN  0.988194E-001  0.116703       0.200934       0.209750                 NaN            NaN            NaN            NaN
  1304.65        500.000        99.3806                 NaN  0.974798E-001  0.198611       0.116111       0.207214                 NaN            NaN            NaN            NaN
  1303.16        500.000        99.3872                 NaN  0.965379E-001  0.196562       0.114821       0.204875                 NaN            NaN            NaN            NaN
  1301.68        500.000        99.3942                 NaN  0.951145E-001  0.114323       0.194044       0.202336                 NaN            NaN            NaN            NaN
  1300.19        500.000        99.4003                 NaN  0.939577E-001  0.191849       0.113727       0.200140                 NaN            NaN            NaN            NaN
  1298.70        500.000        99.4069                 NaN  0.928246E-001  0.189864       0.112631       0.197758                 NaN            NaN            NaN            NaN
  1297.22        500.000        99.4137                 NaN  0.914363E-001  0.187269       0.112283       0.195329                 NaN            NaN            NaN            NaN
  1295.73        500.000        99.4199                 NaN  0.904294E-001  0.111233       0.185309       0.193091                 NaN            NaN            NaN            NaN
  1294.25        500.000        99.4261                 NaN  0.891516E-001  0.110807       0.183085       0.190864                 NaN            NaN            NaN            NaN
  1292.76        500.000        99.4318                 NaN  0.875479E-001  0.111156       0.180814       0.188718                 NaN            NaN            NaN            NaN
  1291.27        500.000        99.4365                 NaN  0.862879E-001  0.178810       0.111370       0.187058                 NaN            NaN            NaN            NaN
  1289.79        500.000        99.4447                 NaN  0.846611E-001  0.110340       0.176418       0.183927                 NaN            NaN            NaN            NaN
  1288.30        500.000        99.4490                 NaN  0.832315E-001  0.111199       0.174215       0.182355                 NaN            NaN            NaN            NaN
  1286.82        500.000        99.3620                 NaN  0.898952E-001  0.189483       0.146758       0.211910                 NaN            NaN            NaN            NaN
  1285.33        500.000        99.5555                 NaN  0.746998E-001  0.727397E-001  0.150696       0.146370                 NaN            NaN            NaN            NaN
  1283.84        500.000        99.4654                 NaN  0.786817E-001  0.167786       0.111894       0.176224                 NaN            NaN            NaN            NaN
  1282.36        500.000        99.4706                 NaN  0.771589E-001  0.112223       0.165715       0.174267                 NaN            NaN            NaN            NaN
  1280.87        500.000        99.4759                 NaN  0.758328E-001  0.112335       0.163594       0.172378                 NaN            NaN            NaN            NaN
  1279.38        500.000        99.4807                 NaN  0.740987E-001  0.113230       0.161425       0.170528                 NaN            NaN            NaN            NaN
  1277.90        500.000        99.4857                 NaN  0.724432E-001  0.113963       0.159237       0.168617                 NaN            NaN            NaN            NaN
  1276.41        500.000        99.4905                 NaN  0.708993E-001  0.114609       0.157141       0.166827                 NaN            NaN            NaN            NaN
  1274.93        500.000        99.4955                 NaN  0.693597E-001  0.154921       0.115213       0.164987                 NaN            NaN            NaN            NaN
  1273.44        500.000        99.5001                 NaN  0.678379E-001  0.153025       0.115786       0.163273                 NaN            NaN            NaN            NaN
  1271.95        500.000        99.5037                 NaN  0.654793E-001  0.150218       0.118790       0.161855                 NaN            NaN            NaN            NaN
  1270.47        500.000        99.5094                 NaN  0.643351E-001  0.148673       0.117938       0.159622                 NaN            NaN            NaN            NaN
  1268.98        500.000        99.5138                 NaN  0.628198E-001  0.118890       0.146318       0.158144                 NaN            NaN            NaN            NaN
  1267.50        500.000        99.5179                 NaN  0.609568E-001  0.120325       0.144331       0.156484                 NaN            NaN            NaN            NaN
  1266.01        500.000        99.5222                 NaN  0.592804E-001  0.121749       0.141827       0.154907                 NaN            NaN            NaN            NaN
  1264.52        500.000        98.2659                 NaN  0.673431E-001  0.311695       0.215081       0.285949       0.854064                 NaN            NaN            NaN
  1263.04        500.000        91.8308                 NaN  0.959613E-001   1.32435       0.576512       0.962330        5.21009                 NaN            NaN            NaN
  1261.55        500.000        91.8446                 NaN  0.861102E-001  0.560745        1.34791       0.961674        5.19897                 NaN            NaN            NaN
  1260.07        500.000        91.8164                 NaN  0.757910E-001  0.544366        1.38178       0.965538        5.21616                 NaN            NaN            NaN
  1258.58        500.000        91.8373                 NaN  0.630412E-001  0.522365        1.41395       0.964188        5.19915                 NaN            NaN            NaN
  1257.09        500.000        91.8551                 NaN  0.540880E-001   1.44017       0.501000       0.962968        5.18668                 NaN            NaN            NaN
  1255.61        500.000        91.9041                 NaN  0.387032E-001  0.469226        1.47959       0.958587        5.14981                 NaN            NaN            NaN
  1254.12        500.000        92.0698                 NaN  0.259795E-001  0.433146        1.49435       0.941841        5.03493                 NaN            NaN            NaN
  1252.64        500.000        92.2976                 NaN  0.136853E-001  0.394031        1.49745       0.917912        4.87932                 NaN            NaN            NaN
  1251.15        500.000        92.5858                 NaN  0.227759E-002   1.48997       0.351254       0.887513        4.68314                 NaN            NaN            NaN
  1249.66        500.000        92.9132                 NaN  0.531665E-005  0.314204        1.45678       0.853243        4.46261                 NaN            NaN            NaN
  1248.18        500.000        93.2906                 NaN            NaN  0.278999        1.40617       0.812898        4.21136                 NaN            NaN            NaN
  1246.69        500.000        93.6492                 NaN            NaN  0.243416        1.36200       0.774945        3.97044                 NaN            NaN            NaN
  1245.20        500.000        93.9913                 NaN            NaN   1.31517       0.212662       0.737826        3.74309                 NaN            NaN            NaN
  1243.72        500.000        92.9414                 NaN            NaN  0.546290        1.01609       0.862262        4.44040       0.193587                 NaN            NaN
  1242.23        500.000        93.2119                 NaN            NaN  0.872692       0.583997       0.830540        4.27651       0.224357                 NaN            NaN
  1240.75        500.000        93.7809                 NaN            NaN  0.797788       0.535679       0.763174        3.91559       0.206847                 NaN            NaN
  1239.26        500.000        94.2701                 NaN            NaN  0.494402       0.732729       0.705147        3.60578       0.191792                 NaN            NaN
  1237.77        500.000        94.6942                 NaN            NaN  0.674885       0.459666       0.654248        3.33835       0.178666                 NaN            NaN
  1236.29        500.000        95.0551                 NaN            NaN  0.628788       0.428850       0.611152        3.10926       0.166860                 NaN            NaN
  1234.80        500.000        95.3866                 NaN            NaN  0.579903       0.402660       0.570625        2.90291       0.157329                 NaN            NaN
  1233.32        500.000        95.6740                 NaN            NaN  0.540440       0.379686       0.535819        2.72195       0.148083                 NaN            NaN
