|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.5/YM20/YM20_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1580.13        500.000        99.4480       0.530342       0.216670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.68        500.000        99.1410       0.858962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.22        500.000        99.1512       0.848767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        500.000        99.1544       0.806457       0.391537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.31        500.000        99.1690       0.789529       0.414698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        500.000        99.1725       0.788404       0.391365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.41        500.000        99.1831       0.776702       0.401947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        500.000        99.1883       0.773181       0.385290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.50        500.000        99.1552       0.804660       0.401331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.04        500.000        99.2439       0.721221       0.348633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.59        500.000        99.2117       0.751284       0.370469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.14        500.000        99.2168       0.749133       0.340559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.68        500.000        99.2230       0.744851       0.321329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        500.000        99.2294       0.738845       0.317518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.77        500.000        99.2381       0.729331       0.325320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.32        500.000        99.2460       0.721298       0.326791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.87        500.000        99.2480       0.722946       0.290750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.41        500.000        99.2582       0.713551       0.282324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.96        500.000        99.2619       0.709913       0.282083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.50        500.000        98.6202        1.34242       0.374151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.05        500.000        99.9213       0.745241E-001  0.420313E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        500.000        99.6674       0.320033       0.125917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.14        500.000        98.9002        1.06286       0.368963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.69        500.000        99.2933       0.680948       0.257208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.23        500.000        99.2981       0.679702       0.222076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.3012       0.677738       0.210791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.33        500.000        99.3090       0.670612       0.203757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000        99.3130       0.665644       0.213698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.42        500.000        99.2874       0.693082       0.194962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        500.000        99.3550       0.627985       0.170295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.51        500.000        99.3306       0.652425       0.170219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.06        500.000        99.3312       0.652464       0.163147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.60        500.000        99.3397       0.646096       0.141846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        500.000        99.7246       0.266209       0.923385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        500.000        98.9650        1.01724       0.177408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
