|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.5/YM20/YM20_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1580.13        500.000        99.5156       0.465838       0.185965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.68        500.000        99.2454       0.754641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.22        500.000        99.2544       0.745604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.77        500.000        99.2582       0.708220       0.335880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.31        500.000        99.2713       0.693176       0.355571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        500.000        99.2744       0.692054       0.335413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.41        500.000        99.2840       0.681540       0.344340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        500.000        99.2886       0.678415       0.329996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.50        500.000        99.2602       0.705460       0.343398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.04        500.000        99.3378       0.632407       0.298292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.59        500.000        99.3097       0.658613       0.316951E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.14        500.000        99.3142       0.656723       0.291264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.68        500.000        99.3198       0.652735       0.274667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        500.000        99.3255       0.647337       0.271339E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.77        500.000        99.3335       0.638750       0.277860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.32        500.000        99.3405       0.631639       0.279060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.87        500.000        99.3422       0.633000       0.248214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.41        500.000        99.3513       0.624572       0.240916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.96        500.000        99.3548       0.621124       0.240568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.50        500.000        98.7923        1.17578       0.319211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.05        500.000        99.9313       0.651288E-001  0.357927E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        500.000        99.7095       0.279825       0.107239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.14        500.000        99.0389       0.929678       0.314375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.69        500.000        99.3830       0.595110       0.218937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.23        500.000        99.3872       0.593948       0.188987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.3900       0.592061       0.179317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.33        500.000        99.3969       0.585747       0.173270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000        99.4007       0.581137       0.181657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.42        500.000        99.3783       0.605164       0.165665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        500.000        99.4375       0.548077       0.144633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.51        500.000        99.4162       0.569329       0.144535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.06        500.000        99.4169       0.569231       0.138537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.60        500.000        99.4244       0.563581       0.120361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        500.000        99.7601       0.232089       0.783169E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        500.000        99.0974       0.887504       0.150523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        500.000        99.4348       0.555392       0.979433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        500.000        99.4420       0.548794       0.916621E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.33        500.000        99.4425       0.549763       0.776109E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.88        500.000        99.4032       0.539365       0.574709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.43        500.000        99.4995       0.500498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.97        500.000        99.4540       0.546041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.52        500.000        99.4566       0.540046       0.339982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.06        500.000        99.4621       0.537927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.61        500.000        99.4667       0.520438       0.128398E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.16        500.000        99.4701       0.529923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        500.000        99.1959       0.779752       0.243231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.25        500.000        99.7651       0.234936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
