|6.6.6
Archiving\03_Data\Dfrac/QFM/WD94/WD94_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1822.06        2500.00        99.4737       0.892584E-002  0.517392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4745       0.889702E-002  0.516577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5027       0.841098E-002  0.488857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4427       0.939138E-002  0.547935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4717       0.884857E-002  0.519453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4719       0.883022E-002  0.519224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4719       0.880415E-002  0.519263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4669       0.887907E-002  0.524195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4707       0.872038E-002  0.520543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4674       0.877449E-002  0.523824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4652       0.877733E-002  0.526016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4619       0.878149E-002  0.529270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3198       0.171024E-001  0.663113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.6068       0.285580E-003  0.392924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4588       0.870166E-002  0.532543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4560       0.871478E-002  0.535331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4542       0.868193E-002  0.537144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4538       0.864886E-002  0.537567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4559       0.854919E-002  0.535576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4403       0.877743E-002  0.550921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4481       0.857954E-002  0.543291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4410       0.864244E-002  0.550374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4509       0.844595E-002  0.540611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4269       0.876518E-002  0.564336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3413       0.867787E-002  0.650067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.5241       0.852792E-002  0.467359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4281       0.856509E-002  0.563302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4250       0.855914E-002  0.566453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4213       0.856200E-002  0.570178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4168       0.856799E-002  0.574653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4138       0.854922E-002  0.577626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4109       0.853446E-002  0.580529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4065       0.854320E-002  0.584924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4032       0.852546E-002  0.588276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4330       0.806099E-002  0.558894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3620       0.898262E-002  0.629038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3916       0.850345E-002  0.599866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3860       0.852268E-002  0.605440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4559       0.745194E-002  0.536685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3063       0.950119E-002  0.684219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3767       0.847749E-002  0.614870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3719       0.847906E-002  0.619599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3680       0.847557E-002  0.623553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3602       0.851657E-002  0.631249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0986       0.858245E-002  0.892787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.6170       0.835154E-002  0.374672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3540       0.843675E-002  0.637606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3473       0.846825E-002  0.644210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3419       0.847150E-002  0.649618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3427       0.841467E-002  0.648906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3543       0.821616E-002  0.637506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3151       0.865392E-002  0.676296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3273       0.846047E-002  0.664282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3263       0.842432E-002  0.665227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3267       0.835737E-002  0.664940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3160       0.845376E-002  0.675553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3159       0.839536E-002  0.675754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3158       0.837084E-002  0.675796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3111       0.837802E-002  0.680480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3080       0.837922E-002  0.683592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3054       0.837367E-002  0.686257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3037       0.835861E-002  0.687980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3021       0.834187E-002  0.689591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2993       0.834313E-002  0.692376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2969       0.833081E-002  0.694744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2978       0.830510E-002  0.693927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2942       0.832466E-002  0.697468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2955       0.827585E-002  0.696272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2277       0.762060E-002  0.677987       0.867143E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.1194       0.142966E-002  0.502701        2.37652                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2284                 NaN  0.125688       0.645863                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1799                 NaN  0.292468        1.52764                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.2110                 NaN  0.287560        1.50147                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2526                 NaN  0.281565        1.46583                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2803                 NaN  0.276972        1.44272                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3137                 NaN  0.272073        1.41423                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3387                 NaN  0.267431        1.39390                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3799                 NaN  0.261069        1.35904                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3998                 NaN  0.255458        1.34476                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4321                 NaN  0.251900        1.31598                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4586                 NaN  0.247514        1.29388                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4808                 NaN  0.244249        1.27496                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3791                 NaN  0.254751        1.36617                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.1645                 NaN  0.131982       0.703475                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.0580                 NaN  0.309137        1.63284                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5825                 NaN  0.224247        1.19329                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6055                 NaN  0.219772        1.17472                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6264                 NaN  0.217443        1.15616                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6489                 NaN  0.212027        1.13910                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6686                 NaN  0.208259        1.12310                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6890                 NaN  0.204695        1.10627                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7106                 NaN  0.201639        1.08775                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7302                 NaN  0.197354        1.07246                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7473                 NaN  0.192933        1.05980                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7650                 NaN  0.191541        1.04347                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.0842                 NaN  0.266339        1.64941                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.5039                 NaN  0.999152E-001  0.396167                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8189                 NaN  0.179621        1.00150                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8341                 NaN  0.175196       0.990664                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8487                 NaN  0.171734       0.979559                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8661                 NaN  0.167889       0.966021                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8791                 NaN  0.165527       0.955363                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8954                 NaN  0.161519       0.943032                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9104                 NaN  0.159969       0.929587                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9186                 NaN  0.155612       0.925762                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9387                 NaN  0.150223       0.911091                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9504                 NaN  0.149730       0.899896                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9640                 NaN  0.147790       0.888213                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9778                 NaN  0.144420       0.877813                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9881                 NaN  0.142308       0.869641                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0013                 NaN  0.138253       0.860459                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0068                 NaN  0.133173       0.860041                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0253                 NaN  0.131958       0.842722                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0363                 NaN  0.131526       0.832158                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0470                 NaN  0.128149       0.824865                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0557                 NaN  0.124632       0.819669                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0644                 NaN  0.120254       0.815348                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0756                 NaN  0.118886       0.805527                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0868                 NaN  0.118728       0.794433                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.3311                 NaN  0.910941E-001  0.577819                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8680                 NaN  0.140386       0.991585                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1117                 NaN  0.105761       0.782530                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1222                 NaN  0.106772       0.771021                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1154                 NaN  0.980196E-001  0.786580                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1459                 NaN  0.997025E-001  0.754435                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1464                 NaN  0.100319       0.753324                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1521                 NaN  0.964673E-001  0.751427                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1606                 NaN  0.931756E-001  0.746180                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1657                 NaN  0.911550E-001  0.743124                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1750                 NaN  0.876743E-001  0.737278                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1804                 NaN  0.859368E-001  0.733677                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1837                 NaN  0.822149E-001  0.734113                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1931                 NaN  0.798251E-001  0.727121                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1926                 NaN  0.767901E-001  0.730644                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2040                 NaN  0.750231E-001  0.720983                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2098                 NaN  0.728103E-001  0.717349                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2136                 NaN  0.703415E-001  0.716044                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2142                 NaN  0.735255E-001  0.712242                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2274                 NaN  0.596256E-001  0.712964                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2250                 NaN  0.611648E-001  0.713806                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.2292                 NaN  0.591266E-001  0.711657                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.2303                 NaN  0.593264E-001  0.710408                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.9744                 NaN  0.868112E-001  0.547002       0.391793                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3921                 NaN  0.173806       0.166910        1.26718                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4114                 NaN  0.172072       0.163643        1.25284                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4299                 NaN  0.169774       0.161881        1.23845                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4478                 NaN  0.168779       0.159121        1.22426                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4616                 NaN  0.164536       0.158478        1.21543                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4804                 NaN  0.162501       0.156261        1.20084                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4952                 NaN  0.161328       0.153111        1.19031                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5056                 NaN  0.156779       0.156635        1.18096                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5262                 NaN  0.155190       0.151180        1.16743                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5184                 NaN  0.141909       0.155509        1.18416                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5537                 NaN  0.149769       0.150249        1.14630                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5586                 NaN  0.149268       0.148304        1.14386                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5703                 NaN  0.146928       0.147556        1.13522                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5758                 NaN  0.146444       0.146514        1.13121                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5917                 NaN  0.146386       0.143574        1.11838                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5997                 NaN  0.137310       0.149634        1.11335                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6032                 NaN  0.134936       0.148831        1.11300                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6122                 NaN  0.131936       0.150690        1.10519                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6168                 NaN  0.127512       0.152177        1.10355                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6238                 NaN  0.126410       0.151404        1.09836                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.6287                 NaN  0.121968       0.155872        1.09342                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.5014                 NaN  0.527826       0.365960E-001   1.25664                 NaN  0.677539                 NaN            NaN            NaN
  1408.52        2500.00        96.6503                 NaN  0.809603                 NaN   1.34985                 NaN   1.19027                 NaN            NaN            NaN
  1406.02        2500.00        96.6982                 NaN  0.814735                 NaN   1.31193                 NaN   1.17510                 NaN            NaN            NaN
  1403.51        2500.00        96.7229                 NaN  0.719782                 NaN  0.196640        1.21287        1.14784                 NaN            NaN            NaN
  1401.00        2500.00        96.7548                 NaN  0.695925                 NaN  0.253928        1.16260        1.13275                 NaN            NaN            NaN
  1398.50        2500.00        96.8200                 NaN  0.700905                 NaN   1.14985       0.217364        1.11185                 NaN            NaN            NaN
