|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.5/T13/T13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000       0.238890E-001   99.9761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000       0.102489E-001   99.0846       0.466545       0.438567                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000                 NaN   99.0470       0.953033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000                 NaN   99.0447       0.955300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000                 NaN   99.0455       0.954493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000                 NaN   99.0670       0.933033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000                 NaN   99.0750       0.924991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000                 NaN   99.0821       0.917935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000                 NaN   99.0901       0.909907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000                 NaN   99.0994       0.822273       0.783185E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000                 NaN   99.1119       0.888124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000                 NaN   99.1184       0.881635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000                 NaN   99.1253       0.868087       0.656341E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000                 NaN   99.1312       0.827967       0.408595E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000                 NaN   99.1479       0.808330       0.438139E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000                 NaN   99.1511       0.808402       0.404969E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000                 NaN   99.1595       0.800310       0.401988E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000                 NaN   99.1674       0.794615       0.379778E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        500.000                 NaN   99.1662       0.796797       0.370520E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        500.000                 NaN   99.1873       0.777657       0.350129E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        500.000                 NaN   99.1085       0.853153       0.383092E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        500.000                 NaN   99.2774       0.690710       0.318541E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        500.000                 NaN   99.2037       0.762731       0.335367E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000                 NaN   99.2124       0.755709       0.318750E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        500.000                 NaN   99.2144       0.753337       0.322252E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000                 NaN   99.2291       0.741086       0.298383E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000                 NaN   99.2295       0.741286       0.291663E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        500.000                 NaN   99.2400       0.729958       0.300298E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000                 NaN   99.1138       0.867016       0.191776E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        500.000                 NaN   99.8086       0.186330       0.510811E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        500.000                 NaN   98.8193        1.14177       0.389205E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000                 NaN   99.2653       0.708225       0.264637E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        500.000                 NaN   99.2701       0.696722       0.331569E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000                 NaN   99.2746       0.712015       0.133605E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        500.000                 NaN   99.2818       0.696325       0.218749E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000                 NaN   99.2854       0.694418       0.201511E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        500.000                 NaN   99.2927       0.687921       0.193574E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000                 NaN   99.2975       0.684344       0.181581E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        500.000                 NaN   99.3037       0.672098       0.242069E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000                 NaN   99.3075       0.682743       0.980164E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        500.000                 NaN   99.3134       0.672085       0.145381E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        500.000                 NaN   99.3161       0.669336       0.145152E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        500.000                 NaN   99.3281       0.637064       0.347881E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        500.000                 NaN   99.3264       0.673476       0.163433E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        500.000                 NaN   99.3333       0.665234       0.144607E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000                 NaN   99.3228       0.590509       0.866517E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        500.000                 NaN   99.3637       0.636338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000                 NaN   99.3458       0.654191       0.471400E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        500.000                 NaN   99.3512       0.648769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
