|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1324.41        2500.00        99.1898                 NaN  0.118868                 NaN  0.267631       0.190390                 NaN  0.233268                 NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00        99.1967                 NaN  0.116239                 NaN  0.263913       0.192349                 NaN  0.230833                 NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00        99.2043                 NaN  0.113505                 NaN  0.260310       0.193765                 NaN  0.228169                 NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00        99.2113                 NaN  0.110974                 NaN  0.256680       0.195348                 NaN  0.225723                 NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00        99.2186                 NaN  0.108398                 NaN  0.196819       0.253002                 NaN  0.223218                 NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00        99.2250                 NaN  0.105229                 NaN  0.200021       0.248899                 NaN  0.220885                 NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00        99.2316                 NaN  0.102469                 NaN  0.245028       0.202396                 NaN  0.218545                 NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00        99.2383                 NaN  0.100289                 NaN  0.241807       0.203401                 NaN  0.216239                 NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00        99.2449                 NaN  0.967486E-001            NaN  0.207776       0.236746                 NaN  0.213862                 NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.2506                 NaN  0.955128E-001            NaN  0.206385       0.235439                 NaN  0.212015                 NaN            NaN            NaN            NaN            NaN
  1308.58        2500.00        99.2571                 NaN  0.896557E-001            NaN  0.217323       0.226668                 NaN  0.209301                 NaN            NaN            NaN            NaN            NaN
  1307.00        2500.00        99.2629                 NaN  0.882342E-001            NaN  0.216917       0.224502                 NaN  0.207475                 NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        99.2688                 NaN  0.853400E-001            NaN  0.220011       0.220408                 NaN  0.205407                 NaN            NaN            NaN            NaN            NaN
  1303.84        2500.00        99.2745                 NaN  0.822321E-001            NaN  0.215456       0.224445                 NaN  0.203416                 NaN            NaN            NaN            NaN            NaN
  1302.25        2500.00        99.2786                 NaN  0.790718E-001            NaN  0.209812       0.230310                 NaN  0.202256                 NaN            NaN            NaN            NaN            NaN
  1300.67        2500.00        99.2872                 NaN  0.773474E-001            NaN  0.229500       0.207195                 NaN  0.198786                 NaN            NaN            NaN            NaN            NaN
  1299.09        2500.00        99.2908                 NaN  0.730277E-001            NaN  0.237534       0.201033                 NaN  0.197571                 NaN            NaN            NaN            NaN            NaN
  1297.51        2500.00        99.2957                 NaN  0.705979E-001            NaN  0.241519       0.196252                 NaN  0.195886                 NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00        99.2999                 NaN  0.669130E-001            NaN  0.249105       0.189621                 NaN  0.194436                 NaN            NaN            NaN            NaN            NaN
  1294.34        2500.00        91.5580                 NaN  0.770587                 NaN   1.54960       0.799223E-001            NaN   1.06834        4.97354                 NaN            NaN            NaN            NaN
  1292.76        2500.00        85.4494                 NaN   1.28071                 NaN   2.63119                 NaN            NaN   1.75780        8.88088                 NaN            NaN            NaN            NaN
  1291.18        2500.00        84.6505                 NaN   1.32571                 NaN   2.79346                 NaN            NaN   1.84812        9.38223                 NaN            NaN            NaN            NaN
  1289.59        2500.00        84.6006                 NaN   1.32804                 NaN   2.80515                 NaN            NaN   1.85349        9.41276                 NaN            NaN            NaN            NaN
  1288.01        2500.00        85.4092                 NaN   1.27152                 NaN   2.65689                 NaN            NaN   1.76098        8.90138                 NaN            NaN            NaN            NaN
  1286.43        2500.00        86.7076                 NaN   1.17177                 NaN   2.42926                 NaN            NaN   1.61291        8.07850                 NaN            NaN            NaN            NaN
  1284.85        2500.00        88.0943                 NaN   1.06534                 NaN   2.18512                 NaN            NaN   1.45433        7.20088                 NaN            NaN            NaN            NaN
  1283.26        2500.00        84.7163                 NaN   1.29710                 NaN   2.63747                 NaN            NaN   1.84647        9.24249       0.260180                 NaN            NaN            NaN
  1281.68        2500.00        74.1497                 NaN   2.06335                 NaN   4.04666                 NaN            NaN   3.05267        15.6615        1.02613                 NaN            NaN            NaN
  1280.10        2500.00        81.6750                 NaN   1.53344                 NaN   2.83939                 NaN            NaN   2.17133        11.0440       0.736874                 NaN            NaN            NaN
  1278.52        2500.00        85.0270                 NaN   1.30863                 NaN   2.32301                 NaN            NaN   1.79135        8.94320       0.606771                 NaN            NaN            NaN
  1276.93        2500.00        88.2167                 NaN   1.01289                 NaN   1.84431                 NaN            NaN   1.42474        7.00379       0.497620                 NaN            NaN            NaN
  1275.35        2500.00        89.9572                 NaN  0.604332                 NaN   1.75628                 NaN            NaN   1.14490        5.92267                 NaN  0.614604                 NaN            NaN
  1273.77        2500.00        89.4616                 NaN  0.457657                 NaN   1.90830                 NaN            NaN   1.19157        6.22989                 NaN  0.750991                 NaN            NaN
  1272.19        2500.00        74.5447                 NaN   1.40255                 NaN   4.58879                 NaN            NaN   2.99460        14.7339                 NaN   1.73541                 NaN            NaN
  1270.60        2500.00        99.9536                 NaN  0.117965E-002            NaN  0.123144E-001            NaN            NaN  0.504878E-002  0.245576E-001            NaN  0.328371E-002            NaN            NaN
  1269.02        2500.00        99.9708                 NaN  0.231113E-002            NaN  0.796513E-002            NaN            NaN  0.442100E-002  0.125058E-001            NaN  0.197387E-002            NaN            NaN
  1267.44        2500.00        99.9483                 NaN  0.540031E-003            NaN  0.109032E-001            NaN            NaN  0.516190E-002  0.307609E-001            NaN  0.431306E-002            NaN            NaN
  1265.86        2500.00        99.8888                 NaN  0.103556E-001            NaN  0.224717E-001            NaN            NaN  0.147092E-001  0.560628E-001            NaN  0.763957E-002            NaN            NaN
  1264.27        2500.00        99.8849                 NaN  0.366944E-002            NaN  0.341548E-001            NaN            NaN  0.110381E-001  0.618011E-001            NaN  0.444699E-002            NaN            NaN
  1262.69        2500.00        84.0590                 NaN  0.965126                 NaN   2.96191                 NaN            NaN   1.83515        9.10132                 NaN   1.07750                 NaN            NaN
  1261.11        2500.00        95.4848                 NaN  0.337502                 NaN  0.842189                 NaN            NaN  0.529192        2.52419                 NaN  0.282129                 NaN            NaN
  1259.53        2500.00        96.0704                 NaN  0.269216                 NaN  0.873156                 NaN            NaN  0.526160        1.95444                 NaN  0.306635                 NaN            NaN
  1257.94        2500.00        95.8028                 NaN  0.197494                 NaN  0.739266                 NaN            NaN  0.406241        2.62088                 NaN  0.233354                 NaN            NaN
  1256.36        2500.00        96.2602                 NaN  0.231630                 NaN  0.746156                 NaN            NaN  0.431331        2.08748                 NaN  0.243166                 NaN            NaN
  1254.78        2500.00        94.8119                 NaN  0.818752                 NaN  0.614625                 NaN            NaN  0.676274        2.87523                 NaN  0.203186                 NaN            NaN
  1253.20        2500.00        78.0311                 NaN  0.322786                 NaN   4.97700                 NaN            NaN   1.85519        10.0246                 NaN  0.950709        3.42794       0.410728     
  1251.61        2500.00                 NaN            NaN   2.63762        1.65807        20.8639                 NaN            NaN   8.97532        41.0837                 NaN   3.14041        15.2185        6.42242     
  1250.03        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80366                 NaN   9.12138        41.5139                 NaN   3.06682        15.5945        6.77281     
  1248.45        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80366                 NaN   9.12138        41.5436                 NaN   3.06682        15.6088        6.72885     
  1246.87        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.5742                 NaN   3.06682        15.6236        6.68342     
  1245.28        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.6045                 NaN   3.06682        15.6382        6.63859     
  1243.70        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.6349                 NaN   3.06682        15.6529        6.59343     
  1242.12        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.6656                 NaN   3.06682        15.6677        6.54793     
  1240.54        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.6966                 NaN   3.06682        15.6826        6.50209     
  1238.95        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.7277                 NaN   3.06682        15.6976        6.45590     
  1237.37        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.7591                 NaN   3.06682        15.7128        6.40937     
  1235.79        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.7907                 NaN   3.06682        15.7280        6.36249     
  1234.21        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.8226                 NaN   3.06682        15.7434        6.31525     
  1232.62        2500.00                 NaN            NaN   4.75245                 NaN   9.37447        9.80365                 NaN   9.12138        41.8547                 NaN   3.06682        15.7589        6.26765     
  1231.04        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        41.8871                 NaN   3.06682        15.7745        6.21969     
  1229.46        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        41.9197                 NaN   3.06682        15.7902        6.17136     
  1227.88        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        41.9525                 NaN   3.06682        15.8061        6.12267     
  1226.29        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        41.9856                 NaN   3.06682        15.8220        6.07360     
  1224.71        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        42.0190                 NaN   3.06682        15.8381        6.02415     
  1223.13        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        42.0526                 NaN   3.06682        15.8543        5.97433     
  1221.55        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        42.0864                 NaN   3.06682        15.8707        5.92412     
  1219.96        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        42.1206                 NaN   3.06682        15.8871        5.87352     
  1218.38        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        42.1550                 NaN   3.06682        15.9037        5.82253     
  1216.80        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        42.1896                 NaN   3.06682        15.9205        5.77114     
  1215.22        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80365                 NaN   9.12138        42.2246                 NaN   3.06682        15.9373        5.71935     
  1213.63        2500.00                 NaN            NaN   4.75245                 NaN   9.37448        9.80364                 NaN   9.12138        42.2598                 NaN   3.06682        15.9543        5.66716     
  1212.05        2500.00                 NaN            NaN   4.75245                 NaN   9.37449        9.80364                 NaN   9.12138        42.2952                 NaN   3.06682        15.9714        5.61456     
  1210.47        2500.00                 NaN            NaN   4.75245                 NaN   9.37449        9.80364                 NaN   9.12138        42.3310                 NaN   3.06682        15.9887        5.56155     
  1208.89        2500.00                 NaN            NaN   4.75245                 NaN   9.37449        9.80364                 NaN   9.12138        42.3670                 NaN   3.06682        16.0061        5.50813     
  1207.31        2500.00                 NaN            NaN   4.75245                 NaN   9.37449        9.80364                 NaN   9.12138        42.4034                 NaN   3.06682        16.0236        5.45428     
  1205.72        2500.00                 NaN            NaN   4.75244                 NaN   9.37449        9.80364                 NaN   9.12138        42.4400                 NaN   3.06682        16.0412        5.40002     
  1204.14        2500.00                 NaN            NaN   4.75244                 NaN   9.37449        9.80364                 NaN   9.12138        42.4769                 NaN   3.06682        16.0590        5.34532     
  1202.56        2500.00                 NaN            NaN   4.75244                 NaN   9.37449        9.80364                 NaN   9.12138        42.5135                 NaN   3.06682        16.0767        5.29094     
  1200.98        2500.00                 NaN            NaN   4.75244                 NaN   9.37450        9.80363                 NaN   9.12138        42.5512                 NaN   3.06682        16.0949        5.23514     
  1199.39        2500.00                 NaN            NaN   4.75244                 NaN   9.37450        9.80363                 NaN   9.12138        42.5891                 NaN   3.06682        16.1132        5.17895     
  1197.81        2500.00                 NaN            NaN   4.75244                 NaN   9.37450        9.80363                 NaN   9.12138        42.6273                 NaN   3.06682        16.1316        5.12235     
  1196.23        2500.00                 NaN            NaN   4.75244                 NaN   9.37450        9.80363                 NaN   9.12138        42.6657                 NaN   3.06682        16.1502        5.06536     
  1194.65        2500.00                 NaN            NaN   4.75244                 NaN   9.37451        9.80363                 NaN   9.12138        42.7044                 NaN   3.06682        16.1688        5.00795     
  1193.06        2500.00                 NaN            NaN   4.75244                 NaN   9.37451        9.80362                 NaN   9.12138        42.7434                 NaN   3.06683        16.1876        4.95015     
  1191.48        2500.00                 NaN            NaN   4.75244                 NaN   9.37451        9.80362                 NaN   9.12138        42.7827                 NaN   3.06683        16.2066        4.89193     
  1189.90        2500.00                 NaN            NaN   4.69599                 NaN   20.9172                 NaN            NaN   9.37801        42.1123                 NaN   2.92688        15.7904        4.17932     
  1188.32        2500.00                 NaN            NaN   4.70467                 NaN   20.9173                 NaN            NaN   9.39130        42.1425                 NaN   2.92169        15.8085        4.11403     
  1186.73        2500.00                 NaN            NaN   4.71336                 NaN   20.9175                 NaN            NaN   9.40459        42.1730                 NaN   2.91647        15.8267        4.04828     
  1185.15        2500.00                 NaN            NaN   4.72204                 NaN   20.9179                 NaN            NaN   9.41791        42.2037                 NaN   2.91122        15.8451        3.98208     
  1183.57        2500.00                 NaN            NaN   4.73072                 NaN   20.9184                 NaN            NaN   9.43124        42.2353                 NaN   2.90594        15.8639        3.91443     
  1181.99        2500.00                 NaN            NaN   4.73940                 NaN   20.9191                 NaN            NaN   9.44459        42.2667                 NaN   2.90061        15.8826        3.84695     
  1180.40        2500.00                 NaN            NaN   4.73956                 NaN   20.9542                 NaN            NaN   9.46556        42.2791                 NaN   2.89017        15.8966        3.77472     
  1178.82        2500.00                 NaN            NaN   4.74831                 NaN   20.9549                 NaN            NaN   9.47895        42.3111                 NaN   2.88482        15.9156        3.70621     
  1177.24        2500.00                 NaN            NaN   4.75705                 NaN   20.9560                 NaN            NaN   9.49238        42.3433                 NaN   2.87938        15.9348        3.63715     
  1175.66        2500.00                 NaN            NaN   4.76578                 NaN   20.9571                 NaN            NaN   9.50583        42.3757                 NaN   2.87392        15.9541        3.56756     
  1174.07        2500.00                 NaN            NaN   4.77454                 NaN   20.9582                 NaN            NaN   9.51927        42.4085                 NaN   2.86846        15.9735        3.49744     
  1172.49        2500.00                 NaN            NaN   4.78329                 NaN   20.9596                 NaN            NaN   9.53274        42.4416                 NaN   2.86295        15.9931        3.42677     
  1170.91        2500.00                 NaN            NaN   4.79817                 NaN   20.9360                 NaN            NaN   9.54045        42.4890                 NaN   2.86115        16.0165        3.35868     
  1169.33        2500.00                 NaN            NaN   4.80646                 NaN   20.9393                 NaN            NaN   9.55433        42.5217                 NaN   2.85535        16.0361        3.28668     
  1167.74        2500.00                 NaN            NaN   4.81485                 NaN   20.9427                 NaN            NaN   9.56819        42.5546                 NaN   2.84944        16.0560        3.21417     
  1166.16        2500.00                 NaN            NaN   4.82312                 NaN   20.9464                 NaN            NaN   9.58214        42.5878                 NaN   2.84357        16.0759        3.14102     
  1164.58        2500.00                 NaN            NaN   4.83264                 NaN   20.9593                 NaN            NaN   9.58983        42.6200                 NaN   2.83620        16.0953        3.06668     
  1163.00        2500.00                 NaN            NaN   4.84103                 NaN   20.9633                 NaN            NaN   9.60391        42.6537                 NaN   2.83014        16.1156        2.99243     
  1161.41        2500.00                 NaN            NaN   4.84945                 NaN   20.9674                 NaN            NaN   9.61800        42.6875                 NaN   2.82401        16.1360        2.91762     
  1159.83        2500.00                 NaN            NaN   4.85637                 NaN   20.9630                 NaN            NaN   9.63825        42.7231                 NaN   2.81946        16.1571        2.84276     
  1158.25        2500.00                 NaN            NaN   4.86235                 NaN   20.9774                 NaN            NaN   9.65476        42.7519                 NaN   2.81183        16.1763        2.76548     
  1156.67        2500.00                 NaN            NaN   4.87116                 NaN   20.9801                 NaN            NaN   9.66842        42.7878                 NaN   2.80597        16.1974        2.68910     
  1155.08        2500.00                 NaN            NaN   4.88001                 NaN   20.9827                 NaN            NaN   9.68207        42.8242                 NaN   2.80011        16.2187        2.61215     
  1153.50        2500.00                 NaN            NaN   4.88886                 NaN   20.9855                 NaN            NaN   9.69576        42.8608                 NaN   2.79420        16.2402        2.53460     
  1151.92        2500.00                 NaN            NaN   4.89766                 NaN   20.9892                 NaN            NaN   9.70961        42.8973                 NaN   2.78807        16.2618        2.45641     
  1150.34        2500.00                 NaN            NaN   4.90633                 NaN   20.9945                 NaN            NaN   9.72321        42.9335                 NaN   2.78169        16.2833        2.37739     
  1148.75        2500.00                 NaN            NaN   4.91222                 NaN   21.1127                 NaN            NaN   9.75995        42.8809                 NaN   2.73964        16.2985        2.29602     
  1147.17        2500.00                 NaN            NaN   4.92354                 NaN   21.0090                 NaN            NaN   9.75038        43.0052                 NaN   2.76813        16.3265        2.21723     
  1145.59        2500.00                 NaN            NaN   4.89514                 NaN   21.1224                 NaN            NaN   9.76642        42.9815                 NaN   2.75210        16.3457        2.13672     
  1144.01        2500.00                 NaN            NaN   4.91529                 NaN   21.0515                 NaN            NaN   9.76721        43.0709                 NaN   2.76256        16.3739        2.05864     
  1142.42        2500.00                 NaN            NaN   1.41110        3.48015        21.1760                 NaN            NaN   9.81705        43.0451                 NaN   2.74200        16.3731        1.95558     
  1140.84        2500.00                 NaN            NaN  0.826420        4.06390        21.1943                 NaN            NaN   9.83670        43.0845                 NaN   2.73979        16.3889        1.86558     
  1139.26        2500.00                 NaN            NaN   4.98436                 NaN   21.0795                 NaN            NaN   9.81405        43.1652                 NaN   2.70777        16.4394        1.80975     
  1137.68        2500.00                 NaN            NaN   4.98884                 NaN   21.1237                 NaN            NaN   9.85375        43.1495                 NaN   2.69001        16.4635        1.73068     
  1136.09        2500.00                 NaN            NaN   4.98294                 NaN   21.1637                 NaN            NaN   9.87659        43.1748                 NaN   2.68415        16.4789        1.63897     
  1134.51        2500.00                 NaN            NaN   5.19734                 NaN   21.1300                 NaN            NaN   9.92945        43.0395       0.224696        2.30328        16.5516        1.62408     
  1132.93        2500.00                 NaN            NaN   5.59591                 NaN   21.0550                 NaN            NaN   10.0130        42.7509       0.647927        1.59219        16.6704        1.67469     
  1131.35        2500.00                 NaN            NaN   5.91996                 NaN   20.9936                 NaN            NaN   10.0811        42.5241       0.993119        1.01287        16.7731        1.70228     
  1129.76        2500.00                 NaN            NaN   6.42658                 NaN   20.8978                 NaN            NaN   10.1840        42.1453        1.52587       0.114506        16.9162        1.78973     
  1128.18        2500.00                 NaN            NaN   6.49574                 NaN   20.8883                 NaN            NaN   10.2029        42.1388        1.59228                 NaN   16.9555        1.72655     
  1126.60        2500.00                 NaN            NaN   6.52121                 NaN   20.7952                 NaN            NaN   10.1968        42.2415        1.60359                 NaN   16.9917        1.65003     
  1125.02        2500.00                 NaN            NaN   6.52115                 NaN   20.8024                 NaN            NaN   10.2123        42.2911        1.60357                 NaN   17.0114        1.55807     
  1123.43        2500.00                 NaN            NaN   1.45260        5.02886        20.9535                 NaN            NaN   10.2608        42.2603        1.58825                 NaN   17.0087        1.44694     
  1121.85        2500.00                 NaN            NaN   1.49445        4.99505        20.9431                 NaN            NaN   10.2676        42.3206        1.58821                 NaN   17.0335        1.35747     
  1120.27        2500.00                 NaN            NaN   1.53018        4.96316        20.9488                 NaN            NaN   10.2778        42.3696        1.58660                 NaN   17.0569        1.26688     
  1118.69        2500.00                 NaN            NaN   1.58977        4.90419        20.9684                 NaN            NaN   10.2883        42.4128        1.58360                 NaN   17.0794        1.17340     
  1117.10        2500.00                 NaN            NaN   1.61979        4.87798        20.9750                 NaN            NaN   10.2988        42.4623        1.58193                 NaN   17.1030        1.08125     
  1115.52        2500.00                 NaN            NaN   1.64984        4.85219        20.9804                 NaN            NaN   10.3088        42.5130        1.58033                 NaN   17.1269       0.988613     
  1113.94        2500.00                 NaN            NaN   1.68942        4.81582        20.9876                 NaN            NaN   10.3187        42.5636        1.57882                 NaN   17.1512       0.894862     
  1112.36        2500.00                 NaN            NaN   1.75183        4.76098        20.9794                 NaN            NaN   10.3284        42.6225        1.57849                 NaN   17.1770       0.801393     
  1110.77        2500.00                 NaN            NaN   6.44887                 NaN   8.12875        10.5633       0.290112E-004   9.40530        43.9425        1.91231                 NaN   17.8003        1.79868     
  1109.19        2500.00                 NaN            NaN   1.90483        4.61569        20.9931                 NaN            NaN   10.3492        42.7259        1.57494                 NaN   17.2262       0.610259     
  1107.61        2500.00                 NaN            NaN   2.01327        4.51107        21.0002                 NaN            NaN   10.3596        42.7780        1.57313                 NaN   17.2510       0.513700     
  1106.03        2500.00                 NaN            NaN   6.56588                 NaN   20.8789                 NaN            NaN   10.3360        42.8981        1.58364                 NaN   17.2996       0.437717     
  1104.44        2500.00                 NaN            NaN   6.56973                 NaN   20.8888                 NaN            NaN   10.3433        42.9479        1.58090                 NaN   17.3269       0.342477     
  1102.86        2500.00                 NaN            NaN   6.57347                 NaN   20.8966                 NaN            NaN   10.3533        43.0017        1.57895                 NaN   17.3529       0.243083     
  1101.28        2500.00                 NaN            NaN   6.57719                 NaN   20.9046                 NaN            NaN   10.3633        43.0553        1.57697                 NaN   17.3789       0.143691     
  1099.70        2500.00                 NaN            NaN   6.58090                 NaN   20.9127                 NaN            NaN   10.3734        43.1094        1.57496                 NaN   17.4051       0.435224E-001
  1098.11        2500.00                 NaN            NaN   6.58437                 NaN   20.9176                 NaN            NaN   10.3878        43.1274        1.57424                 NaN   17.4086                 NaN
  1096.53        2500.00                 NaN            NaN   6.58763                 NaN   20.9248                 NaN            NaN   10.3981        43.1145        1.57234                 NaN   17.4026                 NaN
  1094.95        2500.00                 NaN            NaN   6.59082                 NaN   20.9350                 NaN            NaN   10.4035        43.0995        1.56899                 NaN   17.4021                 NaN
  1093.37        2500.00                 NaN            NaN   6.59280                 NaN   20.9356                 NaN            NaN   10.4184        43.0906        1.56868                 NaN   17.3939                 NaN
  1091.78        2500.00                 NaN            NaN   6.59700                 NaN   20.9497                 NaN            NaN   10.4237        43.0734        1.56495                 NaN   17.3913                 NaN
  1090.20        2500.00                 NaN            NaN   6.59912                 NaN   20.9508                 NaN            NaN   10.4391        43.0644        1.56473                 NaN   17.3819                 NaN
  1088.62        2500.00                 NaN            NaN   6.60270                 NaN   20.9636                 NaN            NaN   10.4438        43.0477        1.56090                 NaN   17.3813                 NaN
  1087.04        2500.00                 NaN            NaN   6.60569                 NaN   20.9679                 NaN            NaN   10.4600        43.0370        1.56060                 NaN   17.3689                 NaN
  1085.45        2500.00                 NaN            NaN   6.60927                 NaN   20.9814                 NaN            NaN   10.4642        43.0198        1.55652                 NaN   17.3688                 NaN
  1083.87        2500.00                 NaN            NaN  0.864649        5.70906        21.1122                 NaN            NaN   10.5169        42.9265        1.54377                 NaN   17.3269                 NaN
  1082.29        2500.00                 NaN            NaN  0.846397        5.73042        21.1211                 NaN            NaN   10.5275        42.9126        1.54160                 NaN   17.3205                 NaN
  1080.71        2500.00                 NaN            NaN  0.828795        5.75103        21.1298                 NaN            NaN   10.5381        42.8987        1.53942                 NaN   17.3142                 NaN
  1079.12        2500.00                 NaN            NaN  0.811006        5.77180        21.1387                 NaN            NaN   10.5488        42.8846        1.53721                 NaN   17.3079                 NaN
  1077.54        2500.00                 NaN            NaN  0.793050        5.79274        21.1478                 NaN            NaN   10.5594        42.8705        1.53498                 NaN   17.3015                 NaN
  1075.96        2500.00                 NaN            NaN  0.774905        5.81384        21.1571                 NaN            NaN   10.5701        42.8563        1.53271                 NaN   17.2951                 NaN
  1074.38        2500.00                 NaN            NaN  0.756565        5.83513        21.1666                 NaN            NaN   10.5808        42.8419        1.53042                 NaN   17.2886                 NaN
  1072.79        2500.00                 NaN            NaN  0.730963        5.85777        21.2013                 NaN            NaN   10.5945        42.8112        1.52528                 NaN   17.2790                 NaN
  1071.21        2500.00                 NaN            NaN   6.59209                 NaN   21.2134                 NaN            NaN   10.6062        42.7945        1.52271                 NaN   17.2710                 NaN
  1069.63        2500.00                 NaN            NaN   6.59911                 NaN   21.2024                 NaN            NaN   10.6139        42.7940        1.52267                 NaN   17.2678                 NaN
  1068.05        2500.00                 NaN            NaN   6.60194                 NaN   21.2130                 NaN            NaN   10.6248        42.7790        1.52022                 NaN   17.2611                 NaN
  1066.46        2500.00                 NaN            NaN   6.64260                 NaN   21.0984                 NaN            NaN   10.5881        42.8459        1.52791                 NaN   17.2971                 NaN
  1064.88        2500.00                 NaN            NaN   6.60846                 NaN   21.2303                 NaN            NaN   10.6461        42.7514        1.51572                 NaN   17.2479                 NaN
  1063.30        2500.00                 NaN            NaN   6.64810                 NaN   21.1081                 NaN            NaN   10.6183        42.8245        1.52654                 NaN   17.2744                 NaN
  1061.72        2500.00                 NaN            NaN   6.65076                 NaN   21.1196                 NaN            NaN   10.6292        42.8090        1.52397                 NaN   17.2675                 NaN
  1060.13        2500.00                 NaN            NaN   6.65341                 NaN   21.1313                 NaN            NaN   10.6401        42.7934        1.52137                 NaN   17.2605                 NaN
  1058.55        2500.00                 NaN            NaN   6.65604                 NaN   21.1432                 NaN            NaN   10.6510        42.7776        1.51874                 NaN   17.2534                 NaN
  1056.97        2500.00                 NaN            NaN   6.65866                 NaN   21.1554                 NaN            NaN   10.6620        42.7617        1.51607                 NaN   17.2462                 NaN
  1055.39        2500.00                 NaN            NaN   6.66126                 NaN   21.1678                 NaN            NaN   10.6731        42.7456        1.51336                 NaN   17.2389                 NaN
  1053.80        2500.00                 NaN            NaN   6.66384                 NaN   21.1804                 NaN            NaN   10.6842        42.7294        1.51062                 NaN   17.2316                 NaN
  1052.22        2500.00                 NaN            NaN   6.66640                 NaN   21.1932                 NaN            NaN   10.6953        42.7130        1.50785                 NaN   17.2243                 NaN
  1050.64        2500.00                 NaN            NaN   6.66895                 NaN   21.2063                 NaN            NaN   10.7065        42.6965        1.50504                 NaN   17.2168                 NaN
  1049.06        2500.00                 NaN            NaN   6.67148                 NaN   21.2196                 NaN            NaN   10.7177        42.6798        1.50219                 NaN   17.2093                 NaN
  1047.47        2500.00                 NaN            NaN   6.67399                 NaN   21.2331                 NaN            NaN   10.7290        42.6629        1.49930                 NaN   17.2017                 NaN
  1045.89        2500.00                 NaN            NaN   6.67649                 NaN   21.2469                 NaN            NaN   10.7403        42.6459        1.49638                 NaN   17.1940                 NaN
  1044.31        2500.00                 NaN            NaN   6.67464                 NaN   21.3381                 NaN            NaN   10.7571        42.5687        1.47664                 NaN   17.1849                 NaN
  1042.73        2500.00                 NaN            NaN   6.57606                 NaN   21.4929                 NaN            NaN   10.7905        42.4665        1.47798                 NaN   17.1961                 NaN
  1041.14        2500.00                 NaN            NaN   6.57965                 NaN   21.5057                 NaN            NaN   10.8014        42.4499        1.47487                 NaN   17.1885                 NaN
  1039.56        2500.00                 NaN            NaN   6.58323                 NaN   21.5187                 NaN            NaN   10.8124        42.4332        1.47172                 NaN   17.1808                 NaN
  1037.98        2500.00                 NaN            NaN   6.58682                 NaN   21.5320                 NaN            NaN   10.8234        42.4163        1.46854                 NaN   17.1730                 NaN
  1036.40        2500.00                 NaN            NaN   6.68645                 NaN   21.4105                 NaN            NaN   10.8148        42.4807        1.46139                 NaN   17.1462                 NaN
  1034.81        2500.00                 NaN            NaN   6.59419                 NaN   21.5595                 NaN            NaN   10.8456        42.3817        1.46200                 NaN   17.1570                 NaN
