|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1325.99        2500.00        99.3262                 NaN  0.845556E-001            NaN  0.214379       0.145616                 NaN  0.229262                 NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00        99.3334                 NaN  0.823663E-001            NaN  0.210555       0.147313                 NaN  0.226393                 NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00        99.3397                 NaN  0.803782E-001            NaN  0.207386       0.148666                 NaN  0.223835                 NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00        99.3467                 NaN  0.783464E-001            NaN  0.204316       0.149599                 NaN  0.221060                 NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00        99.3531                 NaN  0.764632E-001            NaN  0.201235       0.150662                 NaN  0.218501                 NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00        99.3598                 NaN  0.745506E-001            NaN  0.151647       0.198136                 NaN  0.215890                 NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00        99.3657                 NaN  0.722362E-001            NaN  0.153938       0.194678                 NaN  0.213449                 NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00        99.3717                 NaN  0.702133E-001            NaN  0.191428       0.155612                 NaN  0.211007                 NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00        99.3778                 NaN  0.686031E-001            NaN  0.188717       0.156237                 NaN  0.208601                 NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00        99.3838                 NaN  0.660542E-001            NaN  0.159433       0.184557                 NaN  0.206132                 NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.3892                 NaN  0.651009E-001            NaN  0.158179       0.183332                 NaN  0.204177                 NaN            NaN            NaN            NaN            NaN
  1308.58        2500.00        99.3949                 NaN  0.609884E-001            NaN  0.166420       0.176291                 NaN  0.201392                 NaN            NaN            NaN            NaN            NaN
  1307.00        2500.00        99.4003                 NaN  0.599150E-001            NaN  0.165950       0.174415                 NaN  0.199467                 NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        99.4056                 NaN  0.578472E-001            NaN  0.170740       0.168465                 NaN  0.197312                 NaN            NaN            NaN            NaN            NaN
  1303.84        2500.00        99.4107                 NaN  0.556380E-001            NaN  0.167014       0.171382                 NaN  0.195235                 NaN            NaN            NaN            NaN            NaN
  1302.25        2500.00        99.4145                 NaN  0.534234E-001            NaN  0.162465       0.175702                 NaN  0.193959                 NaN            NaN            NaN            NaN            NaN
  1300.67        2500.00        99.4222                 NaN  0.521487E-001            NaN  0.174908       0.160240                 NaN  0.190472                 NaN            NaN            NaN            NaN            NaN
  1299.09        2500.00        99.4255                 NaN  0.491556E-001            NaN  0.180873       0.155298                 NaN  0.189151                 NaN            NaN            NaN            NaN            NaN
  1297.51        2500.00        99.4300                 NaN  0.474356E-001            NaN  0.183743       0.151450                 NaN  0.187383                 NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00        99.4338                 NaN  0.448737E-001            NaN  0.189302       0.146139                 NaN  0.185842                 NaN            NaN            NaN            NaN            NaN
  1294.34        2500.00        92.0412                 NaN  0.517683                 NaN   1.19850       0.609900E-001            NaN   1.02515        5.15651                 NaN            NaN            NaN            NaN
  1292.76        2500.00        86.1557                 NaN  0.860721                 NaN   2.04120                 NaN            NaN   1.69314        9.24921                 NaN            NaN            NaN            NaN
  1291.18        2500.00        85.3688                 NaN  0.888847                 NaN   2.16863                 NaN            NaN   1.78246        9.79122                 NaN            NaN            NaN            NaN
  1289.59        2500.00        85.3029                 NaN  0.888248                 NaN   2.17934                 NaN            NaN   1.78962        9.83985                 NaN            NaN            NaN            NaN
  1288.01        2500.00        86.0680                 NaN  0.848167                 NaN   2.06553                 NaN            NaN   1.70163        9.31666                 NaN            NaN            NaN            NaN
  1286.43        2500.00        87.3089                 NaN  0.779705                 NaN   1.88933                 NaN            NaN   1.55942        8.46268                 NaN            NaN            NaN            NaN
  1284.85        2500.00        88.6373                 NaN  0.707267                 NaN   1.70025                 NaN            NaN   1.40677        7.54843                 NaN            NaN            NaN            NaN
  1283.26        2500.00        85.4168                 NaN  0.861570                 NaN   2.06123                 NaN            NaN   1.79172        9.72118       0.147467                 NaN            NaN            NaN
  1281.68        2500.00        75.2673                 NaN   1.37668                 NaN   3.19372                 NaN            NaN   2.98310        16.5935       0.585697                 NaN            NaN            NaN
  1280.10        2500.00        82.5609                 NaN   1.01760                 NaN   2.23568                 NaN            NaN   2.11302        11.6539       0.418837                 NaN            NaN            NaN
  1278.52        2500.00        85.8046                 NaN  0.864676                 NaN   1.82478                 NaN            NaN   1.73978        9.42196       0.344194                 NaN            NaN            NaN
  1276.93        2500.00        88.8610                 NaN  0.668025                 NaN   1.44578                 NaN            NaN   1.38070        7.36282       0.281656                 NaN            NaN            NaN
  1275.35        2500.00        90.5468                 NaN  0.397139                 NaN   1.37770                 NaN            NaN   1.10786        6.21332                 NaN  0.357170                 NaN            NaN
  1273.77        2500.00        90.0817                 NaN  0.299894                 NaN   1.49652                 NaN            NaN   1.15245        6.53341                 NaN  0.436050                 NaN            NaN
  1272.19        2500.00        75.9586                 NaN  0.934253                 NaN   3.60838                 NaN            NaN   2.91839        15.5691                 NaN   1.01123                 NaN            NaN
  1270.60        2500.00        99.9575                 NaN  0.746696E-003            NaN  0.951444E-002            NaN            NaN  0.482909E-002  0.254866E-001            NaN  0.188259E-002            NaN            NaN
  1269.02        2500.00        99.9740                 NaN  0.148766E-002            NaN  0.619250E-002            NaN            NaN  0.422877E-002  0.129678E-001            NaN  0.113170E-002            NaN            NaN
  1267.44        2500.00        99.9519                 NaN  0.347564E-003            NaN  0.847623E-002            NaN            NaN  0.493771E-002  0.318666E-001            NaN  0.247365E-002            NaN            NaN
  1265.86        2500.00        99.8992                 NaN  0.668463E-002            NaN  0.175282E-001            NaN            NaN  0.140715E-001  0.581694E-001            NaN  0.438672E-002            NaN            NaN
  1264.27        2500.00        99.8938                 NaN  0.232300E-002            NaN  0.266334E-001            NaN            NaN  0.105599E-001  0.641283E-001            NaN  0.253985E-002            NaN            NaN
  1262.69        2500.00        85.1135                 NaN  0.632777                 NaN   2.32948                 NaN            NaN   1.77153        9.52752                 NaN  0.625182                 NaN            NaN
  1261.11        2500.00        95.8396                 NaN  0.219440                 NaN  0.656445                 NaN            NaN  0.505831        2.61666                 NaN  0.162062                 NaN            NaN
  1259.53        2500.00        96.4448                 NaN  0.174338                 NaN  0.680267                 NaN            NaN  0.502212        2.02259                 NaN  0.175823                 NaN            NaN
  1257.94        2500.00        96.0679                 NaN  0.127789                 NaN  0.574749                 NaN            NaN  0.387204        2.70870                 NaN  0.133670                 NaN            NaN
  1256.36        2500.00        96.5631                 NaN  0.150124                 NaN  0.580165                 NaN            NaN  0.410884        2.15653                 NaN  0.139228                 NaN            NaN
  1254.78        2500.00        95.2607                 NaN  0.532081                 NaN  0.478006                 NaN            NaN  0.643953        2.96891                 NaN  0.116386                 NaN            NaN
  1253.20        2500.00        79.0289                 NaN  0.211009                 NaN   3.90513                 NaN            NaN   1.78175        10.4484                 NaN  0.548475        3.62611       0.450259     
  1251.61        2500.00                 NaN            NaN   1.75571        1.13557        17.0857                 NaN            NaN   9.03052        44.8597                 NaN   1.89405        16.8636        7.37509     
  1250.03        2500.00                 NaN            NaN   3.15607                 NaN   7.67607        7.93615                 NaN   9.15639        45.2254                 NaN   1.85186        17.2392        7.75882     
  1248.45        2500.00                 NaN            NaN   3.15613                 NaN   7.67624        7.93632                 NaN   9.15682        45.2600                 NaN   1.85186        17.2545        7.70806     
  1246.87        2500.00                 NaN            NaN   3.15620                 NaN   7.67641        7.93648                 NaN   9.15725        45.2957                 NaN   1.85187        17.2704        7.65564     
  1245.28        2500.00                 NaN            NaN   3.15627                 NaN   7.67658        7.93665                 NaN   9.15768        45.3310                 NaN   1.85187        17.2861        7.60390     
  1243.70        2500.00                 NaN            NaN   3.15633                 NaN   7.67675        7.93682                 NaN   9.15811        45.3664                 NaN   1.85188        17.3019        7.55179     
  1242.12        2500.00                 NaN            NaN   3.15640                 NaN   7.67692        7.93698                 NaN   9.15854        45.4022                 NaN   1.85188        17.3178        7.49930     
  1240.54        2500.00                 NaN            NaN   3.15647                 NaN   7.67709        7.93715                 NaN   9.15897        45.4382                 NaN   1.85188        17.3338        7.44643     
  1238.95        2500.00                 NaN            NaN   3.15653                 NaN   7.67727        7.93732                 NaN   9.15941        45.4745                 NaN   1.85189        17.3499        7.39317     
  1237.37        2500.00                 NaN            NaN   3.15660                 NaN   7.67744        7.93749                 NaN   9.15984        45.5110                 NaN   1.85189        17.3662        7.33952     
  1235.79        2500.00                 NaN            NaN   3.15667                 NaN   7.67761        7.93766                 NaN   9.16027        45.5478                 NaN   1.85190        17.3826        7.28547     
  1234.21        2500.00                 NaN            NaN   3.15673                 NaN   7.67778        7.93783                 NaN   9.16070        45.5849                 NaN   1.85190        17.3992        7.23103     
  1232.62        2500.00                 NaN            NaN   3.15680                 NaN   7.67796        7.93800                 NaN   9.16114        45.6222                 NaN   1.85191        17.4158        7.17618     
  1231.04        2500.00                 NaN            NaN   3.15687                 NaN   7.67813        7.93817                 NaN   9.16157        45.6598                 NaN   1.85191        17.4326        7.12093     
  1229.46        2500.00                 NaN            NaN   3.15693                 NaN   7.67830        7.93834                 NaN   9.16201        45.6977                 NaN   1.85191        17.4495        7.06527     
  1227.88        2500.00                 NaN            NaN   3.15700                 NaN   7.67848        7.93851                 NaN   9.16244        45.7359                 NaN   1.85192        17.4666        7.00919     
  1226.29        2500.00                 NaN            NaN   3.15707                 NaN   7.67865        7.93868                 NaN   9.16288        45.7743                 NaN   1.85192        17.4838        6.95269     
  1224.71        2500.00                 NaN            NaN   3.15714                 NaN   7.67883        7.93885                 NaN   9.16332        45.8131                 NaN   1.85193        17.5011        6.89576     
  1223.13        2500.00                 NaN            NaN   3.15720                 NaN   7.67901        7.93902                 NaN   9.16375        45.8521                 NaN   1.85193        17.5186        6.83841     
  1221.55        2500.00                 NaN            NaN   3.15727                 NaN   7.67918        7.93919                 NaN   9.16419        45.8914                 NaN   1.85194        17.5362        6.78063     
  1219.96        2500.00                 NaN            NaN   3.15734                 NaN   7.67936        7.93937                 NaN   9.16463        45.9310                 NaN   1.85195        17.5539        6.72240     
  1218.38        2500.00                 NaN            NaN   3.15741                 NaN   7.67954        7.93954                 NaN   9.16507        45.9709                 NaN   1.85195        17.5718        6.66374     
  1216.80        2500.00                 NaN            NaN   3.15748                 NaN   7.67971        7.93971                 NaN   9.16551        46.0111                 NaN   1.85196        17.5898        6.60463     
  1215.22        2500.00                 NaN            NaN   3.15755                 NaN   7.67989        7.93989                 NaN   9.16595        46.0517                 NaN   1.85196        17.6080        6.54507     
  1213.63        2500.00                 NaN            NaN   3.15762                 NaN   7.68007        7.94006                 NaN   9.16639        46.0925                 NaN   1.85197        17.6263        6.48506     
  1212.05        2500.00                 NaN            NaN   3.15769                 NaN   7.68025        7.94024                 NaN   9.16683        46.1336                 NaN   1.85198        17.6448        6.42459     
  1210.47        2500.00                 NaN            NaN   3.15776                 NaN   7.68043        7.94041                 NaN   9.16727        46.1751                 NaN   1.85198        17.6634        6.36365     
  1208.89        2500.00                 NaN            NaN   3.15783                 NaN   7.68062        7.94059                 NaN   9.16772        46.2168                 NaN   1.85199        17.6822        6.30225     
  1207.31        2500.00                 NaN            NaN   3.15790                 NaN   7.68080        7.94077                 NaN   9.16816        46.2589                 NaN   1.85200        17.7011        6.24037     
  1205.72        2500.00                 NaN            NaN   3.15797                 NaN   7.68098        7.94095                 NaN   9.16861        46.3013                 NaN   1.85200        17.7202        6.17802     
  1204.14        2500.00                 NaN            NaN   3.15804                 NaN   7.68117        7.94113                 NaN   9.16905        46.3440                 NaN   1.85201        17.7394        6.11518     
  1202.56        2500.00                 NaN            NaN   3.15811                 NaN   7.68135        7.94130                 NaN   9.16950        46.3865                 NaN   1.85202        17.7585        6.05272     
  1200.98        2500.00                 NaN            NaN   3.15818                 NaN   7.68153        7.94148                 NaN   9.16994        46.4300                 NaN   1.85203        17.7782        5.98863     
  1199.39        2500.00                 NaN            NaN   3.15825                 NaN   7.68172        7.94166                 NaN   9.17039        46.4739                 NaN   1.85203        17.7979        5.92410     
  1197.81        2500.00                 NaN            NaN   3.15832                 NaN   7.68191        7.94184                 NaN   9.17084        46.5181                 NaN   1.85204        17.8179        5.85913     
  1196.23        2500.00                 NaN            NaN   3.15840                 NaN   7.68210        7.94203                 NaN   9.17129        46.5625                 NaN   1.85205        17.8379        5.79370     
  1194.65        2500.00                 NaN            NaN   3.15847                 NaN   7.68228        7.94221                 NaN   9.17174        46.6073                 NaN   1.85206        17.8581        5.72781     
  1193.06        2500.00                 NaN            NaN   3.15854                 NaN   7.68247        7.94239                 NaN   9.17220        46.6524                 NaN   1.85207        17.8785        5.66147     
  1191.48        2500.00                 NaN            NaN   3.15862                 NaN   7.68266        7.94257                 NaN   9.17265        46.6978                 NaN   1.85208        17.8990        5.59466     
  1189.90        2500.00                 NaN            NaN   3.16470                 NaN   17.2530                 NaN            NaN   9.45564        46.0877                 NaN   1.76302        17.4841        4.79189     
  1188.32        2500.00                 NaN            NaN   3.17063                 NaN   17.2562                 NaN            NaN   9.46950        46.1233                 NaN   1.75985        17.5038        4.71684     
  1186.73        2500.00                 NaN            NaN   3.17655                 NaN   17.2594                 NaN            NaN   9.48338        46.1591                 NaN   1.75667        17.5236        4.64128     
  1185.15        2500.00                 NaN            NaN   3.18248                 NaN   17.2629                 NaN            NaN   9.49727        46.1952                 NaN   1.75346        17.5435        4.56520     
  1183.57        2500.00                 NaN            NaN   3.18840                 NaN   17.2664                 NaN            NaN   9.51119        46.2324                 NaN   1.75024        17.5639        4.48747     
  1181.99        2500.00                 NaN            NaN   3.19433                 NaN   17.2701                 NaN            NaN   9.52512        46.2692                 NaN   1.74700        17.5842        4.40995     
  1180.40        2500.00                 NaN            NaN   3.19776                 NaN   17.3006                 NaN            NaN   9.54705        46.2868                 NaN   1.74073        17.5999        4.32713     
  1178.82        2500.00                 NaN            NaN   3.20372                 NaN   17.3044                 NaN            NaN   9.56103        46.3244                 NaN   1.73747        17.6205        4.24843     
  1177.24        2500.00                 NaN            NaN   3.20968                 NaN   17.3085                 NaN            NaN   9.57506        46.3622                 NaN   1.73415        17.6413        4.16912     
  1175.66        2500.00                 NaN            NaN   3.21563                 NaN   17.3127                 NaN            NaN   9.58911        46.4002                 NaN   1.73083        17.6623        4.08920     
  1174.07        2500.00                 NaN            NaN   3.22160                 NaN   17.3169                 NaN            NaN   9.60315        46.4388                 NaN   1.72750        17.6834        4.00868     
  1172.49        2500.00                 NaN            NaN   3.22756                 NaN   17.3213                 NaN            NaN   9.61723        46.4775                 NaN   1.72414        17.7047        3.92754     
  1170.91        2500.00                 NaN            NaN   3.23527                 NaN   17.3063                 NaN            NaN   9.62528        46.5311                 NaN   1.72299        17.7298        3.84928     
  1169.33        2500.00                 NaN            NaN   3.24109                 NaN   17.3122                 NaN            NaN   9.63979        46.5696                 NaN   1.71946        17.7512        3.76664     
  1167.74        2500.00                 NaN            NaN   3.24695                 NaN   17.3183                 NaN            NaN   9.65430        46.6083                 NaN   1.71587        17.7728        3.68342     
  1166.16        2500.00                 NaN            NaN   3.25278                 NaN   17.3246                 NaN            NaN   9.66889        46.6474                 NaN   1.71230        17.7945        3.59948     
  1164.58        2500.00                 NaN            NaN   3.25827                 NaN   17.3388                 NaN            NaN   9.67731        46.6861                 NaN   1.70930        17.8160        3.51422     
  1163.00        2500.00                 NaN            NaN   3.26417                 NaN   17.3454                 NaN            NaN   9.69203        46.7257                 NaN   1.70562        17.8381        3.42903     
  1161.41        2500.00                 NaN            NaN   3.27008                 NaN   17.3522                 NaN            NaN   9.70678        46.7655                 NaN   1.70190        17.8603        3.34321     
  1159.83        2500.00                 NaN            NaN   3.27618                 NaN   17.3516                 NaN            NaN   9.72760        46.8065                 NaN   1.69766        17.8831        3.25728     
  1158.25        2500.00                 NaN            NaN   3.28140                 NaN   17.3665                 NaN            NaN   9.74488        46.8413                 NaN   1.69305        17.9042        3.16866     
  1156.67        2500.00                 NaN            NaN   3.28740                 NaN   17.3722                 NaN            NaN   9.75919        46.8834                 NaN   1.68949        17.9273        3.08106     
  1155.08        2500.00                 NaN            NaN   3.29341                 NaN   17.3779                 NaN            NaN   9.77349        46.9260                 NaN   1.68593        17.9505        2.99280     
  1153.50        2500.00                 NaN            NaN   3.29943                 NaN   17.3837                 NaN            NaN   9.78783        46.9688                 NaN   1.68234        17.9740        2.90386     
  1151.92        2500.00                 NaN            NaN   3.30544                 NaN   17.3903                 NaN            NaN   9.80234        47.0116                 NaN   1.67862        17.9975        2.81420     
  1150.34        2500.00                 NaN            NaN   3.31139                 NaN   17.3983                 NaN            NaN   9.81662        47.0542                 NaN   1.67488        18.0211        2.72360     
  1148.75        2500.00                 NaN            NaN   3.31702                 NaN   17.5026                 NaN            NaN   9.85538        47.0047                 NaN   1.65010        18.0396        2.63061     
  1147.17        2500.00                 NaN            NaN   3.32324                 NaN   17.4173                 NaN            NaN   9.84522        47.1388                 NaN   1.66710        18.0684        2.53999     
  1145.59        2500.00                 NaN            NaN   3.30489                 NaN   17.5157                 NaN            NaN   9.86289        47.1200                 NaN   1.65747        18.0911        2.44793     
  1144.01        2500.00                 NaN            NaN   3.31592                 NaN   17.4606                 NaN            NaN   9.86354        47.2175                 NaN   1.66340        18.1207        2.35825     
  1142.42        2500.00                 NaN            NaN  0.941207        2.37402        17.5595                 NaN            NaN   9.91547        47.1971                 NaN   1.65094        18.1214        2.24037     
  1140.84        2500.00                 NaN            NaN  0.551246        2.76817        17.5755                 NaN            NaN   9.93598        47.2437                 NaN   1.64940        18.1388        2.13723     
  1139.26        2500.00                 NaN            NaN   3.36329                 NaN   17.4957                 NaN            NaN   9.91280        47.3310                 NaN   1.63135        18.1928        2.07304     
  1137.68        2500.00                 NaN            NaN   3.36435                 NaN   17.5408                 NaN            NaN   9.95380        47.3183                 NaN   1.62042        18.2199        1.98248     
  1136.09        2500.00                 NaN            NaN   3.36493                 NaN   17.5759                 NaN            NaN   9.97776        47.3503                 NaN   1.61644        18.2372        1.87744     
  1134.51        2500.00                 NaN            NaN   3.50962                 NaN   17.5499                 NaN            NaN   10.0326        47.2089       0.132353        1.38713        18.3190        1.86050     
  1132.93        2500.00                 NaN            NaN   3.77612                 NaN   17.4900                 NaN            NaN   10.1191        46.9025       0.381723       0.958865        18.4530        1.91873     
  1131.35        2500.00                 NaN            NaN   3.99267                 NaN   17.4410                 NaN            NaN   10.1898        46.6622       0.585185       0.609965        18.5687        1.95054     
  1129.76        2500.00                 NaN            NaN   4.33076                 NaN   17.3643                 NaN            NaN   10.2964        46.2586       0.899316       0.689575E-001   18.7306        2.05110     
  1128.18        2500.00                 NaN            NaN   4.37603                 NaN   17.3607                 NaN            NaN   10.3164        46.2554       0.938511                 NaN   18.7743        1.97870     
  1126.60        2500.00                 NaN            NaN   4.38985                 NaN   17.2854                 NaN            NaN   10.3099        46.3667       0.945125                 NaN   18.8123        1.89078     
  1125.02        2500.00                 NaN            NaN   4.39353                 NaN   17.2921                 NaN            NaN   10.3261        46.4239       0.945145                 NaN   18.8339        1.78536     
  1123.43        2500.00                 NaN            NaN  0.971443        3.40903        17.4163                 NaN            NaN   10.3770        46.3987       0.936270                 NaN   18.8330        1.65820     
  1121.85        2500.00                 NaN            NaN  0.999859        3.38616        17.4108                 NaN            NaN   10.3843        46.4671       0.936270                 NaN   18.8598        1.55560     
  1120.27        2500.00                 NaN            NaN   1.02430        3.36465        17.4193                 NaN            NaN   10.3953        46.5238       0.935354                 NaN   18.8855        1.45176     
  1118.69        2500.00                 NaN            NaN   1.06498        3.32482        17.4400                 NaN            NaN   10.4067        46.5748       0.933633                 NaN   18.9105        1.34463     
  1117.10        2500.00                 NaN            NaN   1.08551        3.30716        17.4494                 NaN            NaN   10.4178        46.6321       0.932689                 NaN   18.9363        1.23901     
  1115.52        2500.00                 NaN            NaN   1.10615        3.28979        17.4576                 NaN            NaN   10.4286        46.6907       0.931781                 NaN   18.9626        1.13284     
  1113.94        2500.00                 NaN            NaN   1.13326        3.26524        17.4674                 NaN            NaN   10.4393        46.7492       0.930928                 NaN   18.9893        1.02539     
  1112.36        2500.00                 NaN            NaN   1.17571        3.22811        17.4640                 NaN            NaN   10.4495        46.8163       0.930755                 NaN   19.0174       0.918257     
  1110.77        2500.00                 NaN            NaN   4.29459                 NaN   6.67533        8.57497       0.240966E-004   9.48952        48.1339        1.12447                 NaN   19.6520        2.05517     
  1109.19        2500.00                 NaN            NaN   1.27992        3.12981        17.4833                 NaN            NaN   10.4718        46.9358       0.928739                 NaN   19.0714       0.699228     
  1107.61        2500.00                 NaN            NaN   1.35370        3.05898        17.4932                 NaN            NaN   10.4830        46.9961       0.927709                 NaN   19.0987       0.588582     
  1106.03        2500.00                 NaN            NaN   4.42885                 NaN   17.4009                 NaN            NaN   10.4587        47.1260       0.933846                 NaN   19.1503       0.501461     
  1104.44        2500.00                 NaN            NaN   4.42991                 NaN   17.4145                 NaN            NaN   10.4668        47.1838       0.932271                 NaN   19.1804       0.392347     
  1102.86        2500.00                 NaN            NaN   4.43259                 NaN   17.4252                 NaN            NaN   10.4775        47.2460       0.931158                 NaN   19.2090       0.278476     
  1101.28        2500.00                 NaN            NaN   4.43526                 NaN   17.4361                 NaN            NaN   10.4883        47.3081       0.930029                 NaN   19.2376       0.164610     
  1099.70        2500.00                 NaN            NaN   4.43792                 NaN   17.4472                 NaN            NaN   10.4991        47.3706       0.928884                 NaN   19.2664       0.498580E-001
  1098.11        2500.00                 NaN            NaN   4.44306                 NaN   17.4530                 NaN            NaN   10.5141        47.3918       0.928477                 NaN   19.2696                 NaN
  1096.53        2500.00                 NaN            NaN   4.44546                 NaN   17.4615                 NaN            NaN   10.5248        47.3786       0.927366                 NaN   19.2623                 NaN
  1094.95        2500.00                 NaN            NaN   4.44474                 NaN   17.4743                 NaN            NaN   10.5308        47.3636       0.925410                 NaN   19.2611                 NaN
  1093.37        2500.00                 NaN            NaN   4.44930                 NaN   17.4726                 NaN            NaN   10.5462        47.3553       0.925242                 NaN   19.2514                 NaN
  1091.78        2500.00                 NaN            NaN   4.44897                 NaN   17.4913                 NaN            NaN   10.5519        47.3371       0.923051                 NaN   19.2477                 NaN
  1090.20        2500.00                 NaN            NaN   4.45397                 NaN   17.4903                 NaN            NaN   10.5678        47.3284       0.922930                 NaN   19.2366                 NaN
  1088.62        2500.00                 NaN            NaN   4.45290                 NaN   17.5066                 NaN            NaN   10.5730        47.3115       0.920693                 NaN   19.2353                 NaN
  1087.04        2500.00                 NaN            NaN   4.45882                 NaN   17.5104                 NaN            NaN   10.5896        47.3001       0.920513                 NaN   19.2206                 NaN
  1085.45        2500.00                 NaN            NaN   4.45736                 NaN   17.5277                 NaN            NaN   10.5943        47.2826       0.918127                 NaN   19.2199                 NaN
  1083.87        2500.00                 NaN            NaN  0.577618        3.87232        17.6292                 NaN            NaN   10.6491        47.1862       0.910711                 NaN   19.1748                 NaN
  1082.29        2500.00                 NaN            NaN  0.565428        3.88683        17.6392                 NaN            NaN   10.6602        47.1718       0.909444                 NaN   19.1670                 NaN
  1080.71        2500.00                 NaN            NaN  0.553674        3.90083        17.6489                 NaN            NaN   10.6713        47.1577       0.908171                 NaN   19.1594                 NaN
  1079.12        2500.00                 NaN            NaN  0.541794        3.91496        17.6588                 NaN            NaN   10.6825        47.1434       0.906882                 NaN   19.1517                 NaN
  1077.54        2500.00                 NaN            NaN  0.529803        3.92919        17.6689                 NaN            NaN   10.6936        47.1290       0.905576                 NaN   19.1439                 NaN
  1075.96        2500.00                 NaN            NaN  0.517685        3.94353        17.6791                 NaN            NaN   10.7048        47.1145       0.904253                 NaN   19.1361                 NaN
  1074.38        2500.00                 NaN            NaN  0.505437        3.95800        17.6895                 NaN            NaN   10.7161        47.0998       0.902913                 NaN   19.1283                 NaN
  1072.79        2500.00                 NaN            NaN  0.488353        3.97351        17.7213                 NaN            NaN   10.7306        47.0687       0.899921                 NaN   19.1176                 NaN
  1071.21        2500.00                 NaN            NaN   4.46439                 NaN   17.7355                 NaN            NaN   10.7428        47.0510       0.898409                 NaN   19.1079                 NaN
  1069.63        2500.00                 NaN            NaN   4.46921                 NaN   17.7273                 NaN            NaN   10.7508        47.0510       0.898386                 NaN   19.1034                 NaN
  1068.05        2500.00                 NaN            NaN   4.47136                 NaN   17.7386                 NaN            NaN   10.7622        47.0356       0.896957                 NaN   19.0952                 NaN
  1066.46        2500.00                 NaN            NaN   4.48036                 NaN   17.6548                 NaN            NaN   10.7244        47.1063       0.901425                 NaN   19.1327                 NaN
  1064.88        2500.00                 NaN            NaN   4.47623                 NaN   17.7581                 NaN            NaN   10.7845        47.0075       0.894325                 NaN   19.0793                 NaN
  1063.30        2500.00                 NaN            NaN   4.49080                 NaN   17.6626                 NaN            NaN   10.7556        47.0843       0.900628                 NaN   19.1060                 NaN
  1061.72        2500.00                 NaN            NaN   4.49285                 NaN   17.6748                 NaN            NaN   10.7670        47.0685       0.899129                 NaN   19.0977                 NaN
  1060.13        2500.00                 NaN            NaN   4.49489                 NaN   17.6872                 NaN            NaN   10.7785        47.0526       0.897610                 NaN   19.0892                 NaN
  1058.55        2500.00                 NaN            NaN   4.49692                 NaN   17.6998                 NaN            NaN   10.7899        47.0365       0.896071                 NaN   19.0808                 NaN
  1056.97        2500.00                 NaN            NaN   4.49895                 NaN   17.7127                 NaN            NaN   10.8015        47.0202       0.894512                 NaN   19.0722                 NaN
  1055.39        2500.00                 NaN            NaN   4.50096                 NaN   17.7257                 NaN            NaN   10.8131        47.0038       0.892932                 NaN   19.0636                 NaN
  1053.80        2500.00                 NaN            NaN   4.50297                 NaN   17.7389                 NaN            NaN   10.8247        46.9872       0.891331                 NaN   19.0549                 NaN
  1052.22        2500.00                 NaN            NaN   4.50497                 NaN   17.7524                 NaN            NaN   10.8364        46.9705       0.889709                 NaN   19.0461                 NaN
  1050.64        2500.00                 NaN            NaN   4.50695                 NaN   17.7660                 NaN            NaN   10.8481        46.9536       0.888066                 NaN   19.0373                 NaN
  1049.06        2500.00                 NaN            NaN   4.50894                 NaN   17.7799                 NaN            NaN   10.8599        46.9365       0.886402                 NaN   19.0283                 NaN
  1047.47        2500.00                 NaN            NaN   4.51091                 NaN   17.7940                 NaN            NaN   10.8717        46.9193       0.884715                 NaN   19.0193                 NaN
  1045.89        2500.00                 NaN            NaN   4.51288                 NaN   17.8083                 NaN            NaN   10.8836        46.9019       0.883006                 NaN   19.0103                 NaN
  1044.31        2500.00                 NaN            NaN   4.50498                 NaN   17.8970                 NaN            NaN   10.9022        46.8229       0.871459                 NaN   19.0014                 NaN
  1042.73        2500.00                 NaN            NaN   4.43676                 NaN   18.0260                 NaN            NaN   10.9369        46.7140       0.872304                 NaN   19.0140                 NaN
  1041.14        2500.00                 NaN            NaN   4.43924                 NaN   18.0398                 NaN            NaN   10.9484        46.6970       0.870487                 NaN   19.0050                 NaN
  1039.56        2500.00                 NaN            NaN   4.44171                 NaN   18.0538                 NaN            NaN   10.9599        46.6799       0.868645                 NaN   18.9959                 NaN
  1037.98        2500.00                 NaN            NaN   4.44418                 NaN   18.0681                 NaN            NaN   10.9715        46.6627       0.866782                 NaN   18.9868                 NaN
  1036.40        2500.00                 NaN            NaN   4.51466                 NaN   17.9714                 NaN            NaN   10.9628        46.7329       0.862547                 NaN   18.9557                 NaN
