|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.75/T13/T13_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1602.56        500.000       0.116975E-002   99.9988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.05        500.000                 NaN   99.2197       0.778374       0.195345E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.54        500.000                 NaN   99.1350       0.822834       0.421827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.03        500.000                 NaN   99.1437       0.811820       0.444880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.52        500.000                 NaN   99.0558       0.897078       0.471273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        500.000                 NaN   99.2650       0.690786       0.441956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.50        500.000                 NaN   99.3699       0.611569       0.185010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.99        500.000                 NaN   98.9719       0.970724       0.573362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.48        500.000                 NaN   99.1919       0.767571       0.404811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000                 NaN   99.1921       0.766629       0.412682E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.46        500.000                 NaN   99.2132       0.749381       0.374529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        500.000                 NaN   99.2135       0.749874       0.365925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.44        500.000                 NaN   99.2210       0.742457       0.365605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        500.000                 NaN   99.2309       0.734509       0.345430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.42        500.000                 NaN   99.2373       0.728382       0.342941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.91        500.000                 NaN   99.2439       0.723877       0.322058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.40        500.000                 NaN   99.2546       0.713224       0.321917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.89        500.000                 NaN   99.2586       0.710520       0.308407E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.38        500.000                 NaN   99.2676       0.703254       0.291371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        500.000                 NaN   99.2753       0.694945       0.297823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        500.000                 NaN   99.2816       0.690255       0.281597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        500.000                 NaN   99.2868       0.686500       0.266779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        500.000                 NaN   99.2963       0.676710       0.269933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        500.000                 NaN   99.3024       0.671955       0.256809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        500.000                 NaN   99.3087       0.665541       0.257890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000                 NaN   99.3148       0.660595       0.245712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        500.000                 NaN   99.3158       0.658869       0.253697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000                 NaN   99.3369       0.625151       0.379948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        500.000                 NaN   99.2855       0.714150       0.327202E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        500.000                 NaN   99.3834       0.593718       0.228692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        500.000                 NaN   99.3454       0.635347       0.192429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        500.000                 NaN   99.3503       0.631840       0.178703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        500.000                 NaN   99.3568       0.625482       0.177647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        500.000                 NaN   99.3618       0.621532       0.166912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        500.000                 NaN   99.3681       0.615561       0.163210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000                 NaN   99.3724       0.612470       0.151603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        500.000                 NaN   99.3779       0.607930       0.141351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        500.000                 NaN   99.3844       0.601401       0.141982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        500.000                 NaN   99.3895       0.593663       0.167962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000                 NaN   99.3936       0.597517       0.885531E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        500.000                 NaN   99.3993       0.589038       0.116887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        500.000                 NaN   99.4037       0.585060       0.112495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        500.000                 NaN   99.4084       0.582556       0.905509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000                 NaN   99.4135       0.576811       0.973638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        500.000                 NaN   99.4174       0.574909       0.767230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        500.000                 NaN   99.4215       0.571822       0.667951E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        500.000                 NaN   99.4269       0.566594       0.652136E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000                 NaN   99.4270       0.569042       0.396541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        500.000                 NaN   99.4192       0.574722       0.604988E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        500.000                 NaN   99.4595       0.535982       0.447418E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        500.000                 NaN   99.4437       0.553081       0.322868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000                 NaN   99.4495       0.542173       0.831549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        500.000                 NaN   99.4508       0.549244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000                 NaN   99.4576       0.529420       0.129360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000                 NaN   99.9632                 NaN  0.368162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000                 NaN   98.9685        1.03148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000                 NaN   99.4672       0.532820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000                 NaN   99.4706       0.529442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000                 NaN   99.4744       0.525501       0.145606E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000                 NaN   99.4787       0.521260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000                 NaN   99.4817       0.518293       0.245144E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000                 NaN   99.4862       0.513152       0.691028E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000                 NaN   99.4887       0.511333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000                 NaN   99.0753       0.891340       0.333316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000                 NaN   99.9271       0.728805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000                 NaN   99.4986       0.501350       0.512951E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000                 NaN   99.5026       0.492937       0.441379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000                 NaN   99.5081       0.491909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000                 NaN   99.5088       0.491218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000                 NaN   99.5133       0.486723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000                 NaN   99.5143       0.485658       0.175050E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000                 NaN   99.5029       0.398476                 NaN  0.986309E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000                 NaN   99.4125                 NaN            NaN  0.587458                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000                 NaN   99.4264       0.203626                 NaN  0.369985                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000                 NaN   99.4156                 NaN  0.668473E-004  0.584339                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000                 NaN   99.4194                 NaN            NaN  0.580632                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000                 NaN   99.4208                 NaN            NaN  0.579204                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000                 NaN   99.4218                 NaN            NaN  0.578210                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000                 NaN   99.4228                 NaN            NaN  0.577179                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000                 NaN   99.4245                 NaN            NaN  0.575473                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000                 NaN   99.1968                 NaN            NaN  0.803166                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000                 NaN   99.7602                 NaN            NaN  0.239781                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000                 NaN   99.3160                 NaN            NaN  0.684032                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000                 NaN   99.4242                 NaN            NaN  0.575826                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000                 NaN   99.4237                 NaN            NaN  0.576350                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000                 NaN   99.4224                 NaN            NaN  0.577645                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000                 NaN   99.4223                 NaN            NaN  0.577735                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000                 NaN   99.4173                 NaN            NaN  0.582729                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000                 NaN   99.4164                 NaN            NaN  0.583637                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        500.000                 NaN   99.4143                 NaN            NaN  0.585721                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        500.000                 NaN   99.4066                 NaN            NaN  0.593417                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        500.000                 NaN   99.4017                 NaN            NaN  0.598338                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        500.000                 NaN   99.3958                 NaN            NaN  0.604240                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        500.000                 NaN   99.1653                 NaN            NaN  0.425498       0.409206                 NaN            NaN            NaN            NaN            NaN
  1460.60        500.000                 NaN   99.0569                 NaN            NaN  0.634755       0.308383                 NaN            NaN            NaN            NaN            NaN
  1459.09        500.000                 NaN   99.0683                 NaN            NaN  0.304369       0.627362                 NaN            NaN            NaN            NaN            NaN
  1457.58        500.000                 NaN   99.0802                 NaN            NaN  0.300029       0.619794                 NaN            NaN            NaN            NaN            NaN
  1456.07        500.000                 NaN   99.0876                 NaN            NaN  0.296262       0.616184                 NaN            NaN            NaN            NaN            NaN
  1454.56        500.000                 NaN   99.0971                 NaN            NaN  0.292648       0.610300                 NaN            NaN            NaN            NaN            NaN
  1453.05        500.000                 NaN   99.1058                 NaN            NaN  0.604241       0.289922                 NaN            NaN            NaN            NaN            NaN
  1451.54        500.000                 NaN   99.1153                 NaN            NaN  0.286117       0.598577                 NaN            NaN            NaN            NaN            NaN
  1450.03        500.000                 NaN   99.1228                 NaN            NaN  0.282365       0.594811                 NaN            NaN            NaN            NaN            NaN
  1448.52        500.000                 NaN   99.1331                 NaN            NaN  0.587041       0.279826                 NaN            NaN            NaN            NaN            NaN
  1447.01        500.000                 NaN   99.1406                 NaN            NaN  0.583202       0.276209                 NaN            NaN            NaN            NaN            NaN
  1445.50        500.000                 NaN   99.1504                 NaN            NaN  0.576075       0.273516                 NaN            NaN            NaN            NaN            NaN
  1443.99        500.000                 NaN   99.1583                 NaN            NaN  0.269881       0.571784                 NaN            NaN            NaN            NaN            NaN
  1442.48        500.000                 NaN   99.1653                 NaN            NaN  0.267576       0.567109                 NaN            NaN            NaN            NaN            NaN
  1440.97        500.000                 NaN   99.1729                 NaN            NaN  0.264293       0.562781                 NaN            NaN            NaN            NaN            NaN
  1439.46        500.000                 NaN   99.1813                 NaN            NaN  0.261278       0.557374                 NaN            NaN            NaN            NaN            NaN
  1437.95        500.000                 NaN   99.1884                 NaN            NaN  0.259035       0.552550                 NaN            NaN            NaN            NaN            NaN
  1436.44        500.000                 NaN   97.8566                 NaN            NaN  0.803187       0.730492                 NaN  0.609718                 NaN            NaN            NaN
  1434.93        500.000                 NaN   97.1776                 NaN            NaN   1.08265       0.811523                 NaN  0.928181                 NaN            NaN            NaN
  1433.42        500.000                 NaN   97.2490                 NaN            NaN   1.05294       0.792694                 NaN  0.905374                 NaN            NaN            NaN
  1431.91        500.000                 NaN   97.3164                 NaN            NaN   1.02547       0.774274                 NaN  0.883876                 NaN            NaN            NaN
  1430.40        500.000                 NaN   99.3878                 NaN            NaN  0.257562       0.151096                 NaN  0.203532                 NaN            NaN            NaN
  1428.89        500.000                 NaN   95.4506                 NaN            NaN   1.71092        1.34005                 NaN   1.49840                 NaN            NaN            NaN
  1427.38        500.000                 NaN   97.5059                 NaN            NaN  0.721678       0.949514                 NaN  0.822932                 NaN            NaN            NaN
  1425.87        500.000                 NaN   97.5608                 NaN            NaN  0.706785       0.927018                 NaN  0.805365                 NaN            NaN            NaN
