|6.6.6
Archiving\03_Data\frac/QFM_m2.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1852.13        2500.00        99.4804                 NaN            NaN  0.509167       0.104256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4822                 NaN            NaN  0.507432       0.103725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4843                 NaN            NaN  0.505382       0.103233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4850                 NaN            NaN  0.504654       0.103148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4875                 NaN            NaN  0.502271       0.102627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.2276                 NaN            NaN  0.756128       0.162911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.9031                 NaN            NaN  0.956998E-001  0.122434E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.6818                 NaN            NaN  0.311857       0.631991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1465                 NaN            NaN  0.836466       0.170238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4978                 NaN            NaN  0.492172       0.998306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5681                 NaN            NaN  0.423289       0.864161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4203                 NaN            NaN  0.568167       0.114923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4953                 NaN            NaN  0.494686       0.100211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4979                 NaN            NaN  0.492170       0.994566E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.6507                 NaN            NaN  0.342292       0.696759E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3448                 NaN            NaN  0.642288       0.129077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4977                 NaN            NaN  0.492412       0.987781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4533                 NaN            NaN  0.535991       0.107516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5445                 NaN            NaN  0.446614       0.890050E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4991                 NaN            NaN  0.491148       0.977751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5001                 NaN            NaN  0.490110       0.974604E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4984                 NaN            NaN  0.491841       0.975701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5907                 NaN            NaN  0.401362       0.795863E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4089                 NaN            NaN  0.579662       0.113945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4989                 NaN            NaN  0.491424       0.962767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4992                 NaN            NaN  0.491187       0.959850E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5314                 NaN            NaN  0.459660       0.897182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4648                 NaN            NaN  0.524977       0.101784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4980                 NaN            NaN  0.492441       0.951032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4990                 NaN            NaN  0.491552       0.943923E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4969                 NaN            NaN  0.493648       0.946306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4935                 NaN            NaN  0.497024       0.945541E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4972                 NaN            NaN  0.493449       0.936518E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4954                 NaN            NaN  0.495196       0.938580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5124                 NaN            NaN  0.478567       0.901782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4749                 NaN            NaN  0.515478       0.964928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4935                 NaN            NaN  0.497230       0.927719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4919                 NaN            NaN  0.498858       0.927500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4904                 NaN            NaN  0.500327       0.924544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4903                 NaN            NaN  0.500515       0.919913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4886                 NaN            NaN  0.502207       0.920157E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4868                 NaN            NaN  0.504026       0.917278E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4854                 NaN            NaN  0.505496       0.915343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4852                 NaN            NaN  0.505732       0.910813E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4820                 NaN            NaN  0.508870       0.910725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4844                 NaN            NaN  0.506572       0.903555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.5079                 NaN            NaN  0.483472       0.858119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4538                 NaN            NaN  0.536681       0.947477E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4789                 NaN            NaN  0.512087       0.900095E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4780                 NaN            NaN  0.513000       0.896274E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4759                 NaN            NaN  0.515170       0.897358E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4688                 NaN            NaN  0.522210       0.902672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4802                 NaN            NaN  0.511045       0.879826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2213                 NaN            NaN  0.765522       0.131877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.7221                 NaN            NaN  0.273290       0.462282E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4703                 NaN            NaN  0.520901       0.881763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4671                 NaN            NaN  0.524020       0.885464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4679                 NaN            NaN  0.523293       0.876248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4818                 NaN            NaN  0.509690       0.854021E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4478                 NaN            NaN  0.543184       0.903669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4580                 NaN            NaN  0.533138       0.883380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4692                 NaN            NaN  0.522234       0.860326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4638                 NaN            NaN  0.527556       0.864130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4574                 NaN            NaN  0.533859       0.870578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4590                 NaN            NaN  0.532315       0.865070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4580                 NaN            NaN  0.533330       0.862198E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4570                 NaN            NaN  0.534394       0.862178E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.5422                 NaN            NaN  0.450630       0.720945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3699                 NaN            NaN  0.620143       0.992197E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4543                 NaN            NaN  0.537151       0.855638E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4557                 NaN            NaN  0.535758       0.849383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4512                 NaN            NaN  0.540261       0.852747E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4537                 NaN            NaN  0.537776       0.847432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4548                 NaN            NaN  0.536755       0.843593E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4527                 NaN            NaN  0.538851       0.844218E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.6977                 NaN            NaN  0.297535       0.478651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2091                 NaN            NaN  0.778863       0.119897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.4507                 NaN            NaN  0.540879       0.838941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4530                 NaN            NaN  0.538691       0.834423E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4539                 NaN            NaN  0.537830       0.830662E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.4544                 NaN            NaN  0.537330       0.827696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.4541                 NaN            NaN  0.537657       0.826840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.4554                 NaN            NaN  0.536370       0.822614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.4557                 NaN            NaN  0.536055       0.822622E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.4565                 NaN            NaN  0.535285       0.819208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.9321                 NaN            NaN  0.335574       0.141485E-002  0.730871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.4758                 NaN            NaN  0.176249                 NaN   1.34792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.6329                 NaN            NaN  0.157567                 NaN   1.20954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5918                 NaN            NaN  0.161643                 NaN   1.24657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.6179                 NaN            NaN  0.158602                 NaN   1.22350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6452                 NaN            NaN  0.154631                 NaN   1.20020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6676                 NaN            NaN  0.150484                 NaN   1.18193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6932                 NaN            NaN  0.148164                 NaN   1.15859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.7187                 NaN            NaN  0.146503                 NaN   1.13480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7428                 NaN            NaN  0.141174                 NaN   1.11606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7605                 NaN            NaN  0.137075                 NaN   1.10242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7837                 NaN            NaN  0.133878                 NaN   1.08244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.8039                 NaN            NaN  0.131007                 NaN   1.06509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.8239                 NaN            NaN  0.127342                 NaN   1.04880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8450                 NaN            NaN  0.127245                 NaN   1.02777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8648                 NaN            NaN  0.121973                 NaN   1.01325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8805                 NaN            NaN  0.117857                 NaN   1.00167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.9012                 NaN            NaN  0.117013                 NaN  0.981828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9175                 NaN            NaN  0.112168                 NaN  0.970372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9344                 NaN            NaN  0.110194                 NaN  0.955410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9452                 NaN            NaN  0.108668                 NaN  0.946175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9758                 NaN            NaN  0.104417                 NaN  0.919767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9831                 NaN            NaN  0.101646                 NaN  0.915233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.0005                 NaN            NaN  0.100539                 NaN  0.898952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0149                 NaN            NaN  0.973798E-001            NaN  0.887721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0281                 NaN            NaN  0.946716E-001            NaN  0.877221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0441                 NaN            NaN  0.922108E-001            NaN  0.863684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0577                 NaN            NaN  0.914141E-001            NaN  0.850922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0711                 NaN            NaN  0.869280E-001            NaN  0.841934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0854                 NaN            NaN  0.854298E-001            NaN  0.829201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0962                 NaN            NaN  0.823791E-001            NaN  0.821455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.1044                 NaN            NaN  0.789294E-001            NaN  0.816633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1248                 NaN            NaN  0.766576E-001            NaN  0.798534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1332                 NaN            NaN  0.746398E-001            NaN  0.792149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1431                 NaN            NaN  0.722490E-001            NaN  0.784628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1580                 NaN            NaN  0.713191E-001            NaN  0.770698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1660                 NaN            NaN  0.675760E-001            NaN  0.766459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8970                 NaN            NaN  0.116915                 NaN  0.986090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.4712                 NaN            NaN  0.149671E-001            NaN  0.513828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1975                 NaN            NaN  0.634324E-001            NaN  0.739106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2094                 NaN            NaN  0.591067E-001            NaN  0.731487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2175                 NaN            NaN  0.578366E-001            NaN  0.724641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2263                 NaN            NaN  0.553049E-001            NaN  0.718425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2363                 NaN            NaN  0.528231E-001            NaN  0.710908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2475                 NaN            NaN  0.519579E-001            NaN  0.700579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2545                 NaN            NaN  0.498678E-001            NaN  0.695631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2630                 NaN            NaN  0.472868E-001            NaN  0.689758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2649                 NaN            NaN  0.431409E-001            NaN  0.691942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2837                 NaN            NaN  0.438584E-001            NaN  0.672436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2876                 NaN            NaN  0.419125E-001            NaN  0.670488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2938                 NaN            NaN  0.386637E-001            NaN  0.667561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.3022                 NaN            NaN  0.382902E-001            NaN  0.659493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
