|6.6.6
Archiving\03_Data\frac/QFM_m2.5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1857.14        2500.00        99.4246                 NaN            NaN  0.559820       0.156045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4270                 NaN            NaN  0.557427       0.155624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4281                 NaN            NaN  0.556381       0.155304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4298                 NaN            NaN  0.554748       0.154600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4318                 NaN            NaN  0.552786       0.153968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4323                 NaN            NaN  0.552318       0.153884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4347                 NaN            NaN  0.549982       0.153149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1476                 NaN            NaN  0.828092       0.243279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.8932                 NaN            NaN  0.104936       0.182917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.6485                 NaN            NaN  0.342027       0.946094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.0570                 NaN            NaN  0.917535       0.254448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4447                 NaN            NaN  0.540327       0.149321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5222                 NaN            NaN  0.464879       0.129280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3582                 NaN            NaN  0.624557       0.172071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4410                 NaN            NaN  0.543967       0.150087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4436                 NaN            NaN  0.541524       0.149043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.6129                 NaN            NaN  0.376690       0.104325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2732                 NaN            NaN  0.707428       0.193594E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4423                 NaN            NaN  0.542835       0.148274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3927                 NaN            NaN  0.591151       0.161427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4937                 NaN            NaN  0.492965       0.133728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4429                 NaN            NaN  0.542425       0.146984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4439                 NaN            NaN  0.541401       0.146557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4415                 NaN            NaN  0.543824       0.146732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5442                 NaN            NaN  0.443876       0.119718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3412                 NaN            NaN  0.641673       0.171591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4411                 NaN            NaN  0.544378       0.145099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4411                 NaN            NaN  0.544427       0.144719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4766                 NaN            NaN  0.509830       0.135296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4021                 NaN            NaN  0.582526       0.153627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4388                 NaN            NaN  0.546858       0.143642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4394                 NaN            NaN  0.546292       0.142622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4368                 NaN            NaN  0.548933       0.143042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4324                 NaN            NaN  0.553250       0.143128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4363                 NaN            NaN  0.549480       0.141724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4341                 NaN            NaN  0.551654       0.142078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4528                 NaN            NaN  0.533502       0.136593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4101                 NaN            NaN  0.575253       0.146323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4308                 NaN            NaN  0.555158       0.140672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4286                 NaN            NaN  0.557348       0.140701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4265                 NaN            NaN  0.559420       0.140343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4260                 NaN            NaN  0.560021       0.139720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4237                 NaN            NaN  0.562295       0.139809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4212                 NaN            NaN  0.564856       0.139507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4192                 NaN            NaN  0.566902       0.139280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4185                 NaN            NaN  0.567596       0.138662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4147                 NaN            NaN  0.571408       0.138773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4169                 NaN            NaN  0.569340       0.137692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4431                 NaN            NaN  0.543766       0.130850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3816                 NaN            NaN  0.603919       0.144566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4094                 NaN            NaN  0.576824       0.137364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4079                 NaN            NaN  0.578369       0.136890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4052                 NaN            NaN  0.581139       0.137079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3966                 NaN            NaN  0.589579       0.138094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4093                 NaN            NaN  0.577280       0.134554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.1143                 NaN            NaN  0.865490       0.201692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.6835                 NaN            NaN  0.309426       0.708036E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3965                 NaN            NaN  0.589978       0.135153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3925                 NaN            NaN  0.593937       0.135732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3927                 NaN            NaN  0.593858       0.134483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4083                 NaN            NaN  0.578560       0.131043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3688                 NaN            NaN  0.617306       0.138776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3802                 NaN            NaN  0.606186       0.135754E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3923                 NaN            NaN  0.594442       0.132293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3857                 NaN            NaN  0.601016       0.132994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3779                 NaN            NaN  0.608734       0.134047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3792                 NaN            NaN  0.607489       0.133251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3775                 NaN            NaN  0.609219       0.132916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3759                 NaN            NaN  0.610854       0.132942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4730                 NaN            NaN  0.515848       0.111340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2746                 NaN            NaN  0.710112       0.153181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3710                 NaN            NaN  0.615753       0.132200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3722                 NaN            NaN  0.614648       0.131324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3663                 NaN            NaN  0.620488       0.131949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3686                 NaN            NaN  0.618281       0.131159E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3695                 NaN            NaN  0.617479       0.130637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3665                 NaN            NaN  0.620426       0.130820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.6495                 NaN            NaN  0.343047       0.742803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.0833                 NaN            NaN  0.898097       0.185966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3621                 NaN            NaN  0.624894       0.130302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3644                 NaN            NaN  0.622665       0.129638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3647                 NaN            NaN  0.622373       0.129153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3649                 NaN            NaN  0.622247       0.128773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3638                 NaN            NaN  0.623288       0.128719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3648                 NaN            NaN  0.622368       0.128144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3648                 NaN            NaN  0.622395       0.128191E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3650                 NaN            NaN  0.622267       0.127761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.7800                 NaN            NaN  0.390056       0.220479E-002  0.827776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2679                 NaN            NaN  0.204982                 NaN   1.52712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.4451                 NaN            NaN  0.183429                 NaN   1.37148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3974                 NaN            NaN  0.188337                 NaN   1.41426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4263                 NaN            NaN  0.184898                 NaN   1.38885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4561                 NaN            NaN  0.180452                 NaN   1.36342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4808                 NaN            NaN  0.175733                 NaN   1.34348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5090                 NaN            NaN  0.173149                 NaN   1.31782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5369                 NaN            NaN  0.171386                 NaN   1.29169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5636                 NaN            NaN  0.165301                 NaN   1.27109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5832                 NaN            NaN  0.160611                 NaN   1.25621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6089                 NaN            NaN  0.156987                 NaN   1.23415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6310                 NaN            NaN  0.153768                 NaN   1.21523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6531                 NaN            NaN  0.149572                 NaN   1.19738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6762                 NaN            NaN  0.149620                 NaN   1.17422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6981                 NaN            NaN  0.143546                 NaN   1.15832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7155                 NaN            NaN  0.138801                 NaN   1.14572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7382                 NaN            NaN  0.137945                 NaN   1.12387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7564                 NaN            NaN  0.132328                 NaN   1.11126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7750                 NaN            NaN  0.130124                 NaN   1.09492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7866                 NaN            NaN  0.128420                 NaN   1.08494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8212                 NaN            NaN  0.123484                 NaN   1.05527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8291                 NaN            NaN  0.120311                 NaN   1.05061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8481                 NaN            NaN  0.119117                 NaN   1.03275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8640                 NaN            NaN  0.115479                 NaN   1.02054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8785                 NaN            NaN  0.112353                 NaN   1.00913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8965                 NaN            NaN  0.109502                 NaN  0.993991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9114                 NaN            NaN  0.108648                 NaN  0.979905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9264                 NaN            NaN  0.103413                 NaN  0.970206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9422                 NaN            NaN  0.101724                 NaN  0.956103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9540                 NaN            NaN  0.981817E-001            NaN  0.947808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9634                 NaN            NaN  0.941129E-001            NaN  0.942534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9861                 NaN            NaN  0.915044E-001            NaN  0.922434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9954                 NaN            NaN  0.891792E-001            NaN  0.915457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0062                 NaN            NaN  0.864079E-001            NaN  0.907399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0229                 NaN            NaN  0.853453E-001            NaN  0.891797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0316                 NaN            NaN  0.809430E-001            NaN  0.887456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.7172                 NaN            NaN  0.140320                 NaN   1.14248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.3861                 NaN            NaN  0.179674E-001            NaN  0.595926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0666                 NaN            NaN  0.761611E-001            NaN  0.857240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0800                 NaN            NaN  0.710451E-001            NaN  0.848975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0889                 NaN            NaN  0.695786E-001            NaN  0.841506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0987                 NaN            NaN  0.665754E-001            NaN  0.834699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1097                 NaN            NaN  0.636569E-001            NaN  0.826596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1222                 NaN            NaN  0.626655E-001            NaN  0.815113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1300                 NaN            NaN  0.601990E-001            NaN  0.809776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1395                 NaN            NaN  0.571232E-001            NaN  0.803335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1416                 NaN            NaN  0.521409E-001            NaN  0.806305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1628                 NaN            NaN  0.530904E-001            NaN  0.784114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1669                 NaN            NaN  0.507596E-001            NaN  0.782338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1738                 NaN            NaN  0.468639E-001            NaN  0.779304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1833                 NaN            NaN  0.464529E-001            NaN  0.770245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
