|6.6.6
Archiving\03_Data\eqLP/QFM/TIS/TIS_1.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1048.08        500.000                 NaN  0.983547                 NaN   26.1833        1.03625        17.2584        22.6016        21.1034        10.8336                 NaN
  1044.87        500.000                 NaN  0.983547                 NaN   26.1833        1.03625        17.2584        22.6016        21.1034        10.8336                 NaN
  1041.67        500.000                 NaN  0.983547                 NaN   26.1833        1.03625        17.2584        22.6016        21.1034        10.8336                 NaN
  1038.46        500.000                 NaN  0.983547                 NaN   26.1833        1.03625        17.2584        22.6016        21.1034        10.8336                 NaN
  1035.26        500.000                 NaN  0.983547                 NaN   26.1833        1.03625        17.2584        22.6016        21.1034        10.8336                 NaN
  1032.05        500.000                 NaN  0.983547                 NaN   26.1833        1.03625        17.2584        22.6016        21.1034        10.8336                 NaN
  1028.85        500.000                 NaN  0.983547                 NaN   26.1833        1.03625        17.2584        22.6016        21.1034        10.8336                 NaN
  1025.64        500.000                 NaN  0.983561                 NaN   26.2755        1.04741        18.1133        20.2137        22.4475        10.9191                 NaN
  1022.44        500.000                 NaN  0.983561                 NaN   26.2755        1.04741        18.1133        20.2137        22.4475        10.9191                 NaN
  1019.23        500.000                 NaN  0.983561                 NaN   26.2755        1.04741        18.1133        20.2137        22.4475        10.9191                 NaN
  1016.03        500.000                 NaN  0.983561                 NaN   26.2755        1.04741        18.1133        20.2137        22.4475        10.9191                 NaN
  1012.82        500.000                 NaN  0.983561                 NaN   26.2755        1.04741        18.1133        20.2137        22.4475        10.9191                 NaN
  1009.62        500.000                 NaN  0.983561                 NaN   26.2755        1.04741        18.1133        20.2137        22.4475        10.9191                 NaN
  1006.41        500.000                 NaN  0.983561                 NaN   26.2755        1.04741        18.1133        20.2137        22.4475        10.9191                 NaN
  1003.21        500.000                 NaN  0.983561                 NaN   26.2755        1.04741        18.1133        20.2137        22.4475        10.9191                 NaN
  1000.00        500.000                 NaN  0.983574                 NaN   26.3564        1.06206        18.9662        22.3050        19.3308        10.9961                 NaN
