|6.6.6
Archiving\03_Data\eqLP/QFM/TIS/TIS_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1778.85        500.000        99.1143       0.801361                 NaN  0.843068E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.1129       0.801442                 NaN  0.857012E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.1114       0.801523                 NaN  0.870958E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.1099       0.801604                 NaN  0.884908E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.1078       0.801684                 NaN  0.904713E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.1058       0.801765                 NaN  0.924521E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.1037       0.801846                 NaN  0.944333E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.1017       0.801926                 NaN  0.964148E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.0996       0.802007                 NaN  0.983967E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        99.0975       0.802088                 NaN  0.100379                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        99.0955       0.802169                 NaN  0.102362                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        99.0934       0.802250                 NaN  0.104344                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        99.0903       0.802330                 NaN  0.107321                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.0873       0.802411                 NaN  0.110297                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.0842       0.802492                 NaN  0.113275                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.0812       0.802572                 NaN  0.116252                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.0781       0.802653                 NaN  0.119231                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.0751       0.802734                 NaN  0.122210                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.0720       0.802815                 NaN  0.125189                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        99.0689       0.802896                 NaN  0.128169                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        99.0637       0.802977                 NaN  0.133358                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        99.0584       0.803058                 NaN  0.138548                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        99.0531       0.803139                 NaN  0.143740                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        99.0478       0.803220                 NaN  0.148932                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        99.0426       0.803301                 NaN  0.154125                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        99.0373       0.803383                 NaN  0.159318                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        99.0320       0.803464                 NaN  0.164513                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        99.0267       0.803545                 NaN  0.169709                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        99.0192       0.803628                 NaN  0.176318       0.877120E-003            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        99.0022       0.803723                 NaN  0.184016       0.100470E-001            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        98.9812       0.803823                 NaN  0.192924       0.220203E-001            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        98.9602       0.803923                 NaN  0.201835       0.339965E-001            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        98.9358       0.804023                 NaN  0.214467       0.456885E-001            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        98.9114       0.804123                 NaN  0.227101       0.573834E-001            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        98.8870       0.804224                 NaN  0.239739       0.690812E-001            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.8625       0.804324                 NaN  0.252379       0.807819E-001            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        98.8204       0.804431                 NaN  0.283215       0.919361E-001            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        98.7783       0.804538                 NaN  0.314057       0.103093                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        98.7362       0.804645                 NaN  0.344907       0.114253                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        98.6941       0.804751                 NaN  0.375765       0.125416                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        98.6519       0.804858                 NaN  0.406629       0.136582                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        98.6098       0.804965                 NaN  0.437501       0.147751                 NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        98.5676       0.805071                 NaN  0.468380       0.158923                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        98.5255       0.805178                 NaN  0.499266       0.170098                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        98.3145       0.805361                 NaN  0.699559       0.180544                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        98.1035       0.805544                 NaN  0.899936       0.190995                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        97.8924       0.805726                 NaN   1.10040       0.201451                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        97.6812       0.805908                 NaN   1.30094       0.211911                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        97.4700       0.806088                 NaN   1.50157       0.222376                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        97.2586       0.806269                 NaN   1.70228       0.232845                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        97.0472       0.806449                 NaN   1.90308       0.243318                 NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        96.8356       0.806628                 NaN   2.10396       0.253796                 NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        96.2602       0.806979                 NaN   2.66940       0.263372                 NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        95.6844       0.807328                 NaN   3.23532       0.272956                 NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        95.1081       0.807675                 NaN   3.80170       0.282548                 NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        94.5313       0.808020                 NaN   4.36854       0.292147                 NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        93.9541       0.808363                 NaN   4.93583       0.301753                 NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        93.3764       0.808704                 NaN   5.50358       0.311366                 NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        92.7982       0.809043                 NaN   6.07177       0.320987                 NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        92.2196       0.809380                 NaN   6.64040       0.330614                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        91.6066       0.809743                 NaN   7.24437       0.339305                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        90.9930       0.810103                 NaN   7.84885       0.348003                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        90.3790       0.810461                 NaN   8.45382       0.356707                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        89.7645       0.810817                 NaN   9.05928       0.365418                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        89.1495       0.811170                 NaN   9.66523       0.374135                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        88.5340       0.811522                 NaN   10.2716       0.382858                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        87.9180       0.811870                 NaN   10.8785       0.391588                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        87.3015       0.812216                 NaN   11.4859       0.400324                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        86.7316       0.812553                 NaN   12.0476       0.408210                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        86.1612       0.812887                 NaN   12.6098       0.416101                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        85.5904       0.813219                 NaN   13.1724       0.423998                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        85.0192       0.813549                 NaN   13.7353       0.431900                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        84.4476       0.813877                 NaN   14.2987       0.439806                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        83.8756       0.814202                 NaN   14.8624       0.447718                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        83.3033       0.814525                 NaN   15.4266       0.455635                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        82.7305       0.814846                 NaN   15.9911       0.463557                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        82.2016       0.815155                 NaN   16.5124       0.470851                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        81.6723       0.815461                 NaN   17.0341       0.478149                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        81.1427       0.815766                 NaN   17.5560       0.485451                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        80.6128       0.816068                 NaN   18.0784       0.492757                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        80.1059       0.816362                 NaN   18.5780       0.499819                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        79.5986       0.816654                 NaN   19.0779       0.506885                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        79.1035       0.816938                 NaN   19.5656       0.514003                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        78.4896       0.817409                 NaN   19.9525       0.518193       0.222263                 NaN            NaN            NaN            NaN
  1509.62        500.000        77.4037       0.818633                 NaN   19.9370       0.509858        1.33082                 NaN            NaN            NaN            NaN
  1506.41        500.000        76.3146       0.819859                 NaN   19.9214       0.501498        2.44266                 NaN            NaN            NaN            NaN
  1503.21        500.000        75.2223       0.821088                 NaN   19.9058       0.493112        3.55779                 NaN            NaN            NaN            NaN
  1500.00        500.000        74.1267       0.822319                 NaN   19.8900       0.484700        4.67624                 NaN            NaN            NaN            NaN
  1496.79        500.000        73.0280       0.823552                 NaN   19.8742       0.476262        5.79800                 NaN            NaN            NaN            NaN
  1493.59        500.000        71.9260       0.824788                 NaN   19.8583       0.467798        6.92309                 NaN            NaN            NaN            NaN
  1490.38        500.000        70.8208       0.826026                 NaN   19.8423       0.459308        8.05151                 NaN            NaN            NaN            NaN
  1487.18        500.000        69.7124       0.827266                 NaN   19.8263       0.450792        9.18328                 NaN            NaN            NaN            NaN
  1483.97        500.000        68.6506       0.828476                 NaN   19.8030       0.438936        10.2790                 NaN            NaN            NaN            NaN
  1480.77        500.000        67.5858       0.829689                 NaN   19.7795       0.427044        11.3779                 NaN            NaN            NaN            NaN
  1477.56        500.000        66.5180       0.830905                 NaN   19.7560       0.415118        12.4800                 NaN            NaN            NaN            NaN
  1474.36        500.000        65.4472       0.832123                 NaN   19.7324       0.403156        13.5852                 NaN            NaN            NaN            NaN
  1471.15        500.000        64.3615       0.833364                 NaN   19.7101       0.388238        14.7068                 NaN            NaN            NaN            NaN
  1467.95        500.000        63.2728       0.834608                 NaN   19.6876       0.373275        15.8317                 NaN            NaN            NaN            NaN
  1464.74        500.000        61.4273       0.836740                 NaN   19.7797       0.364646        16.5610        1.03058                 NaN            NaN            NaN
  1461.54        500.000        59.4786       0.839001                 NaN   19.8922       0.357605        17.1742        2.25831                 NaN            NaN            NaN
  1458.33        500.000        57.8217       0.840953                 NaN   19.9795       0.350677        17.6993        3.30775                 NaN            NaN            NaN
  1455.13        500.000        56.1572       0.842913                 NaN   20.0673       0.343718        18.2268        4.36205                 NaN            NaN            NaN
  1451.92        500.000        54.4851       0.844879                 NaN   20.1553       0.336726        18.7567        5.42122                 NaN            NaN            NaN
  1448.72        500.000        52.8053       0.846852                 NaN   20.2437       0.329701        19.2890        6.48531                 NaN            NaN            NaN
  1445.51        500.000        51.1179       0.848832                 NaN   20.3325       0.322643        19.8238        7.55433                 NaN            NaN            NaN
  1442.31        500.000        49.4227       0.850819                 NaN   20.4217       0.315552        20.3610        8.62830                 NaN            NaN            NaN
  1439.10        500.000        47.7197       0.852813                 NaN   20.5112       0.308428        20.9006        9.70726                 NaN            NaN            NaN
  1435.90        500.000        46.0089       0.854814                 NaN   20.6011       0.301271        21.4427        10.7912                 NaN            NaN            NaN
  1432.69        500.000        44.6088       0.856492                 NaN   20.6532       0.296558        21.8812        11.7039                 NaN            NaN            NaN
  1429.49        500.000        43.2033       0.858175                 NaN   20.7054       0.291827        22.3213        12.6200                 NaN            NaN            NaN
  1426.28        500.000        41.7924       0.859862                 NaN   20.7578       0.287078        22.7631        13.5397                 NaN            NaN            NaN
  1423.08        500.000        40.3762       0.861554                 NaN   20.8103       0.282310        23.2066        14.4630                 NaN            NaN            NaN
  1419.87        500.000        39.0596       0.863143                 NaN   20.8454       0.279465        23.6137        15.3387                 NaN            NaN            NaN
  1416.67        500.000        37.5368       0.864962                 NaN   20.8281       0.308134        22.7870        16.1282        1.54681                 NaN            NaN
  1413.46        500.000        37.5350       0.864997                 NaN   20.8287       0.308148        22.7876        16.1287        1.54686                 NaN            NaN
  1410.26        500.000        34.6151       0.868473                 NaN   20.7738       0.365813        21.3143        17.6535        4.40902                 NaN            NaN
  1407.05        500.000        34.6134       0.868506                 NaN   20.7744       0.365829        21.3148        17.6539        4.40914                 NaN            NaN
  1403.85        500.000        34.6117       0.868539                 NaN   20.7749       0.365846        21.3154        17.6544        4.40926                 NaN            NaN
  1400.64        500.000        34.6100       0.868572                 NaN   20.7755       0.365862        21.3159        17.6548        4.40939                 NaN            NaN
  1397.44        500.000        29.3918       0.874859                 NaN   20.6250       0.466313        19.5584        20.4744        8.60926                 NaN            NaN
  1394.23        500.000        27.2888       0.876710                 NaN   20.8317       0.500135        18.5842        21.1045        10.2429       0.570919                 NaN
  1391.03        500.000        25.1666       0.878479                 NaN   21.0776       0.533194        17.5354        21.6474        11.9237        1.23757                 NaN
  1387.82        500.000        25.1654       0.878503                 NaN   21.0779       0.533213        17.5357        21.6477        11.9239        1.23767                 NaN
  1384.62        500.000        21.5346       0.881502                 NaN   21.5048       0.589437        15.7293        22.5128        14.8209        2.42668                 NaN
  1381.41        500.000        21.5335       0.881523                 NaN   21.5050       0.589456        15.7294        22.5130        14.8212        2.42686                 NaN
  1378.21        500.000        21.5324       0.881543                 NaN   21.5053       0.589475        15.7296        22.5133        14.8214        2.42703                 NaN
  1375.00        500.000        21.5313       0.881564                 NaN   21.5056       0.589494        15.7298        22.5135        14.8216        2.42721                 NaN
  1371.79        500.000        21.5302       0.881584                 NaN   21.5058       0.589513        15.7299        22.5138        14.8218        2.42738                 NaN
  1368.59        500.000        21.5291       0.881604                 NaN   21.5061       0.589532        15.7301        22.5140        14.8220        2.42756                 NaN
  1365.38        500.000        21.5280       0.881625                 NaN   21.5064       0.589551        15.7303        22.5143        14.8222        2.42773                 NaN
  1362.18        500.000        21.5269       0.881645                 NaN   21.5066       0.589569        15.7304        22.5145        14.8224        2.42791                 NaN
  1358.97        500.000        11.9497       0.889564                 NaN   22.5521       0.727958        11.2773        24.1769        22.4400        5.98647                 NaN
  1355.77        500.000        11.9491       0.889575                 NaN   22.5522       0.727973        11.2773        24.1769        22.4401        5.98684                 NaN
  1352.56        500.000        11.9486       0.889586                 NaN   22.5522       0.727989        11.2773        24.1769        22.4402        5.98721                 NaN
  1349.36        500.000        11.9480       0.889597                 NaN   22.5523       0.728005        11.2773        24.1769        22.4403        5.98758                 NaN
  1346.15        500.000        11.9475       0.889608                 NaN   22.5523       0.728021        11.2773        24.1770        22.4404        5.98795                 NaN
  1342.95        500.000        11.9469       0.889619                 NaN   22.5524       0.728037        11.2773        24.1770        22.4404        5.98832                 NaN
  1339.74        500.000        11.9464       0.889631                 NaN   22.5524       0.728052        11.2773        24.1770        22.4405        5.98869                 NaN
  1336.54        500.000        11.9458       0.889642                 NaN   22.5525       0.728068        11.2773        24.1770        22.4406        5.98905                 NaN
  1333.33        500.000        6.35314       0.894425                 NaN   23.0044       0.790583        9.32244        26.6047        24.4953        8.53503                 NaN
  1330.13        500.000        6.35290       0.894432                 NaN   23.0043       0.790597        9.32239        26.6047        24.4952        8.53551                 NaN
  1326.92        500.000        6.35265       0.894438                 NaN   23.0042       0.790610        9.32235        26.6046        24.4951        8.53599                 NaN
  1323.72        500.000        6.35240       0.894444                 NaN   23.0041       0.790623        9.32231        26.6046        24.4950        8.53647                 NaN
  1320.51        500.000        6.35215       0.894451                 NaN   23.0041       0.790636        9.32226        26.6046        24.4949        8.53695                 NaN
  1317.31        500.000        6.35190       0.894457                 NaN   23.0040       0.790649        9.32222        26.6045        24.4948        8.53743                 NaN
  1314.10        500.000        6.35165       0.894463                 NaN   23.0039       0.790662        9.32218        26.6045        24.4947        8.53791                 NaN
  1310.90        500.000        6.35140       0.894469                 NaN   23.0039       0.790675        9.32214        26.6044        24.4946        8.53839                 NaN
  1307.69        500.000        2.44273       0.898035                 NaN   23.1479       0.814415        8.64296        29.1164        24.3495        10.5880                 NaN
  1304.49        500.000        2.44265       0.898038                 NaN   23.1477       0.814426        8.64289        29.1163        24.3494        10.5886                 NaN
  1301.28        500.000        2.44258       0.898041                 NaN   23.1476       0.814437        8.64283        29.1162        24.3492        10.5891                 NaN
  1298.08        500.000        2.44250       0.898045                 NaN   23.1475       0.814449        8.64277        29.1161        24.3490        10.5897                 NaN
  1294.87        500.000       0.828937       0.899626                 NaN   23.1349       0.817173        8.62408        24.2249        29.9867        11.4837                 NaN
  1291.67        500.000       0.449420       0.900010                 NaN   23.1242       0.817053        8.63806        30.1828        24.1910        11.6974                 NaN
  1288.46        500.000                 NaN  0.900368                 NaN   23.1384       0.816403        8.71315        30.2410        24.1907        11.8456       0.154288     
  1285.26        500.000                 NaN  0.900370                 NaN   23.1383       0.816413        8.71307        30.2409        24.1906        11.8462       0.154290     
  1282.05        500.000                 NaN  0.900298                 NaN   23.1741       0.813406        8.95537        29.9423        24.1583        11.9019       0.154292     
  1278.85        500.000                 NaN  0.900299                 NaN   23.1740       0.813417        8.95529        29.9421        24.1581        11.9025       0.154293     
  1275.64        500.000                 NaN  0.900301                 NaN   23.1738       0.813427        8.95521        29.9419        24.1580        11.9031       0.154295     
  1272.44        500.000                 NaN  0.900303                 NaN   23.1736       0.813437        8.95513        29.9418        24.1578        11.9037       0.154297     
  1269.23        500.000                 NaN  0.900305                 NaN   23.1734       0.813447        8.95506        29.9416        24.1576        11.9043       0.154298     
  1266.03        500.000                 NaN  0.900307                 NaN   23.1732       0.813458        8.95498        29.9414        24.1574        11.9049       0.154300     
  1262.82        500.000                 NaN  0.900308                 NaN   23.1731       0.813468        8.95490        29.9413        24.1572        11.9055       0.154302     
  1259.62        500.000                 NaN  0.900310                 NaN   23.1729       0.813478        8.95482        29.9411        24.1570        11.9061       0.154303     
  1256.41        500.000                 NaN  0.900036                 NaN   23.3114       0.802397        9.90051        28.7944        24.0214        12.1187       0.151174     
  1253.21        500.000                 NaN  0.900037                 NaN   23.3112       0.802407        9.90042        28.7942        24.0212        12.1193       0.151176     
  1250.00        500.000                 NaN  0.900039                 NaN   23.3110       0.802417        9.90034        28.7940        24.0210        12.1200       0.151177     
  1246.79        500.000                 NaN  0.900040                 NaN   23.3108       0.802427        9.90025        28.7939        24.0208        12.1206       0.151179     
  1243.59        500.000                 NaN  0.900042                 NaN   23.3106       0.802437        9.90016        28.7937        24.0206        12.1212       0.151181     
  1240.38        500.000                 NaN  0.900043                 NaN   23.3104       0.802447        9.90008        28.7936        24.0204        12.1218       0.151182     
