|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1/YM20/YM20_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1516.16        500.000        99.3229       0.676950       0.145432E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        500.000        99.6034       0.359042       0.375138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.25        500.000        99.4770       0.453829       0.691915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        500.000        99.4727       0.518966       0.834528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.34        500.000        99.4756       0.524359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000        99.4778       0.522157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.43        500.000        99.4818       0.511124       0.706257E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.98        500.000        99.4832       0.516816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.52        500.000        99.4883       0.511353       0.386298E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        500.000        99.4900       0.509963       0.228907E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.62        500.000        99.4920       0.507998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        500.000        99.4941       0.505879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.71        500.000        99.4986       0.501356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.25        500.000        99.4998       0.500185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.80        500.000        99.5044       0.495579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.35        500.000        99.5084       0.491644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.89        500.000        99.5095       0.490499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.44        500.000        99.5129       0.487116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.98        500.000        99.5158       0.484217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.53        500.000        99.5180       0.482003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        500.000        99.5072       0.492761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.62        500.000        99.5365       0.463491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.17        500.000        99.5242       0.475835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.71        500.000        99.5277       0.472302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.26        500.000        99.5286       0.471362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000        99.5302       0.469817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.35        500.000        99.5336       0.466351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.90        500.000        99.5353       0.464673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.44        500.000        99.4195       0.442602E-001            NaN  0.536222                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.99        500.000        99.3387                 NaN            NaN  0.517259E-001  0.609586                 NaN            NaN            NaN            NaN            NaN
  1472.54        500.000        98.9428                 NaN            NaN  0.433140       0.624094                 NaN            NaN            NaN            NaN            NaN
  1471.08        500.000        98.9535                 NaN            NaN  0.427658       0.618818                 NaN            NaN            NaN            NaN            NaN
  1469.63        500.000        98.9643                 NaN            NaN  0.613083       0.422613                 NaN            NaN            NaN            NaN            NaN
  1468.18        500.000        98.9765                 NaN            NaN  0.416972       0.606482                 NaN            NaN            NaN            NaN            NaN
  1466.72        500.000        98.9839                 NaN            NaN  0.603465       0.412591                 NaN            NaN            NaN            NaN            NaN
  1465.27        500.000        99.0003                 NaN            NaN  0.405985       0.593735                 NaN            NaN            NaN            NaN            NaN
  1463.81        500.000        99.0062                 NaN            NaN  0.402650       0.591135                 NaN            NaN            NaN            NaN            NaN
  1462.36        500.000        99.0178                 NaN            NaN  0.396885       0.585359                 NaN            NaN            NaN            NaN            NaN
  1460.91        500.000        99.0271                 NaN            NaN  0.392664       0.580220                 NaN            NaN            NaN            NaN            NaN
  1459.45        500.000        99.0365                 NaN            NaN  0.575506       0.387983                 NaN            NaN            NaN            NaN            NaN
  1458.00        500.000        99.0461                 NaN            NaN  0.383756       0.570144                 NaN            NaN            NaN            NaN            NaN
  1456.54        500.000        99.0561                 NaN            NaN  0.378736       0.565176                 NaN            NaN            NaN            NaN            NaN
  1455.09        500.000        99.0645                 NaN            NaN  0.560756       0.374711                 NaN            NaN            NaN            NaN            NaN
  1453.64        500.000        99.0738                 NaN            NaN  0.370528       0.555674                 NaN            NaN            NaN            NaN            NaN
  1452.18        500.000        99.0836                 NaN            NaN  0.365728       0.550663                 NaN            NaN            NaN            NaN            NaN
  1450.73        500.000        99.0912                 NaN            NaN  0.361816       0.546935                 NaN            NaN            NaN            NaN            NaN
  1449.27        500.000        99.0997                 NaN            NaN  0.358022       0.542236                 NaN            NaN            NaN            NaN            NaN
  1447.82        500.000        99.1085                 NaN            NaN  0.537914       0.353571                 NaN            NaN            NaN            NaN            NaN
  1446.37        500.000        99.1168                 NaN            NaN  0.349702       0.533530                 NaN            NaN            NaN            NaN            NaN
  1444.91        500.000        99.1246                 NaN            NaN  0.346026       0.529406                 NaN            NaN            NaN            NaN            NaN
  1443.46        500.000        99.1325                 NaN            NaN  0.342061       0.525474                 NaN            NaN            NaN            NaN            NaN
  1442.00        500.000        97.8001                 NaN            NaN  0.886297       0.720419       0.593196                 NaN            NaN            NaN            NaN
  1440.55        500.000        97.1035                 NaN            NaN  0.814855        1.17019       0.911465                 NaN            NaN            NaN            NaN
  1439.10        500.000        97.1759                 NaN            NaN  0.795008        1.14004       0.889078                 NaN            NaN            NaN            NaN
  1437.64        500.000        97.2472                 NaN            NaN   1.10974       0.776022       0.867069                 NaN            NaN            NaN            NaN
  1436.19        500.000        97.3145                 NaN            NaN   1.08158       0.757760       0.846183                 NaN            NaN            NaN            NaN
  1434.73        500.000        97.3780                 NaN            NaN   1.05532       0.739904       0.826731                 NaN            NaN            NaN            NaN
  1433.28        500.000        97.4420                 NaN            NaN  0.722456        1.02864       0.806875                 NaN            NaN            NaN            NaN
  1431.83        500.000        97.5001                 NaN            NaN   1.00421       0.706925       0.788793                 NaN            NaN            NaN            NaN
  1430.37        500.000        97.5569                 NaN            NaN  0.690782       0.981123       0.771211                 NaN            NaN            NaN            NaN
  1428.92        500.000        97.6083                 NaN            NaN  0.958515       0.678163       0.755017                 NaN            NaN            NaN            NaN
  1427.46        500.000        97.6639                 NaN            NaN  0.661460       0.936745       0.737856                 NaN            NaN            NaN            NaN
  1426.01        500.000        97.7158                 NaN            NaN  0.647141       0.915364       0.721659                 NaN            NaN            NaN            NaN
  1424.56        500.000        97.7641                 NaN            NaN  0.633676       0.895462       0.706726                 NaN            NaN            NaN            NaN
  1423.10        500.000        97.8113                 NaN            NaN  0.876022       0.620821       0.691888                 NaN            NaN            NaN            NaN
  1421.65        500.000        97.8567                 NaN            NaN  0.607915       0.857815       0.677600                 NaN            NaN            NaN            NaN
  1420.19        500.000        97.9010                 NaN            NaN  0.595210       0.839908       0.663883                 NaN            NaN            NaN            NaN
  1418.74        500.000        97.9423                 NaN            NaN  0.822944       0.583838       0.650902                 NaN            NaN            NaN            NaN
  1417.29        500.000        97.9823                 NaN            NaN  0.806751       0.572687       0.638244                 NaN            NaN            NaN            NaN
  1415.83        500.000        98.0227                 NaN            NaN  0.560815       0.790686       0.625797                 NaN            NaN            NaN            NaN
  1414.38        500.000        98.0610                 NaN            NaN  0.775088       0.550080       0.613832                 NaN            NaN            NaN            NaN
  1412.92        500.000        98.0892                 NaN            NaN  0.763946       0.541183       0.605660                 NaN            NaN            NaN            NaN
  1411.47        500.000        98.1414                 NaN            NaN  0.742974       0.527613       0.587973                 NaN            NaN            NaN            NaN
  1410.02        500.000        98.1682                 NaN            NaN  0.732285       0.519756       0.579775                 NaN            NaN            NaN            NaN
  1408.56        500.000        98.1997                 NaN            NaN  0.719756       0.510745       0.569804                 NaN            NaN            NaN            NaN
  1407.11        500.000        98.2311                 NaN            NaN  0.707263       0.501691       0.559958                 NaN            NaN            NaN            NaN
  1405.65        500.000        98.2637                 NaN            NaN  0.694453       0.492347       0.549522                 NaN            NaN            NaN            NaN
  1404.20        500.000        98.2980                 NaN  0.595007E-001  0.500493       0.592104       0.549932                 NaN            NaN            NaN            NaN
  1402.75        500.000        98.3286                 NaN  0.131640       0.513753       0.472116       0.553842                 NaN            NaN            NaN            NaN
  1401.29        500.000        98.3587                 NaN  0.132646       0.457902       0.506152       0.544582                 NaN            NaN            NaN            NaN
  1399.84        500.000        98.3870                 NaN  0.133792       0.498933       0.444382       0.535857                 NaN            NaN            NaN            NaN
  1398.39        500.000        98.4150                 NaN  0.134973       0.430680       0.492014       0.527340                 NaN            NaN            NaN            NaN
  1396.93        500.000        98.4428                 NaN  0.135768       0.484691       0.418089       0.518614                 NaN            NaN            NaN            NaN
  1395.48        500.000        98.4687                 NaN  0.136994       0.478176       0.405624       0.510521                 NaN            NaN            NaN            NaN
  1394.02        500.000        98.4943                 NaN  0.138303       0.472019       0.392701       0.502639                 NaN            NaN            NaN            NaN
  1392.57        500.000        98.5160                 NaN  0.140474       0.377679       0.469155       0.496654                 NaN            NaN            NaN            NaN
  1391.12        500.000        98.5484                 NaN  0.138505       0.457244       0.370576       0.485233                 NaN            NaN            NaN            NaN
  1389.66        500.000        98.5664                 NaN  0.141197       0.358359       0.453752       0.480273                 NaN            NaN            NaN            NaN
  1388.21        500.000        98.5845                 NaN  0.142001       0.448372       0.350058       0.475031                 NaN            NaN            NaN            NaN
  1386.75        500.000        96.7055                 NaN  0.344931       0.787756        1.04986        1.11198                 NaN            NaN            NaN            NaN
  1385.30        500.000        99.9845                 NaN  0.155394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.85        500.000        99.3164                 NaN  0.796664E-001  0.130406       0.233875       0.239678                 NaN            NaN            NaN            NaN
  1382.39        500.000        98.6761                 NaN  0.134742       0.322562       0.422564       0.443990                 NaN            NaN            NaN            NaN
  1380.94        500.000        98.6976                 NaN  0.147391       0.294042       0.421461       0.439504                 NaN            NaN            NaN            NaN
  1379.48        500.000        98.7166                 NaN  0.147910       0.284925       0.417024       0.433542                 NaN            NaN            NaN            NaN
  1378.03        500.000        98.7368                 NaN  0.148871       0.275255       0.411918       0.427153                 NaN            NaN            NaN            NaN
  1376.58        500.000        98.7543                 NaN  0.149985       0.266179       0.407523       0.422041                 NaN            NaN            NaN            NaN
  1375.12        500.000        98.7734                 NaN  0.150461       0.257409       0.402925       0.415770                 NaN            NaN            NaN            NaN
  1373.67        500.000        98.7939                 NaN  0.151031       0.247899       0.398089       0.409079                 NaN            NaN            NaN            NaN
  1372.21        500.000        98.8102                 NaN  0.152248       0.394406       0.238990       0.404165                 NaN            NaN            NaN            NaN
  1370.76        500.000        98.8277                 NaN  0.152887       0.390172       0.230570       0.398661                 NaN            NaN            NaN            NaN
  1369.31        500.000        98.8446                 NaN  0.153662       0.386035       0.222315       0.393353                 NaN            NaN            NaN            NaN
  1367.85        500.000        98.8614                 NaN  0.154204       0.214449       0.381978       0.387965                 NaN            NaN            NaN            NaN
  1366.40        500.000        98.8774                 NaN  0.155101       0.378299       0.206165       0.383065                 NaN            NaN            NaN            NaN
  1364.94        500.000        98.8941                 NaN  0.155381       0.198829       0.374052       0.377658                 NaN            NaN            NaN            NaN
  1363.49        500.000        98.9087                 NaN  0.155883       0.191743       0.370705       0.372930                 NaN            NaN            NaN            NaN
  1362.04        500.000        98.9235                 NaN  0.156638       0.184625       0.367004       0.368278                 NaN            NaN            NaN            NaN
  1360.58        500.000        98.9392                 NaN  0.156785       0.363506       0.177357       0.363164                 NaN            NaN            NaN            NaN
  1359.13        500.000        98.9536                 NaN  0.157572       0.360186       0.169939       0.358660                 NaN            NaN            NaN            NaN
  1357.67        500.000        98.9676                 NaN  0.157545       0.164224       0.356593       0.354001                 NaN            NaN            NaN            NaN
  1356.22        500.000        98.9824                 NaN  0.158096       0.353150       0.156973       0.349330                 NaN            NaN            NaN            NaN
  1354.77        500.000        98.9717                 NaN  0.153688       0.349582       0.171904       0.353164                 NaN            NaN            NaN            NaN
  1353.31        500.000        99.0312                 NaN  0.163311       0.125460       0.346836       0.333185                 NaN            NaN            NaN            NaN
  1351.86        500.000        99.0224                 NaN  0.158288       0.139779       0.343389       0.336164                 NaN            NaN            NaN            NaN
  1350.40        500.000        99.0355                 NaN  0.158756       0.340345       0.133365       0.332000                 NaN            NaN            NaN            NaN
  1348.95        500.000        99.0482                 NaN  0.159242       0.127287       0.337264       0.328026                 NaN            NaN            NaN            NaN
  1347.50        500.000        99.0613                 NaN  0.158768       0.122576       0.333802       0.323587                 NaN            NaN            NaN            NaN
  1346.04        500.000        99.0728                 NaN  0.158785       0.117125       0.331559       0.319758                 NaN            NaN            NaN            NaN
  1344.59        500.000        99.0852                 NaN  0.158989       0.328172       0.111869       0.315737                 NaN            NaN            NaN            NaN
  1343.13        500.000        99.0961                 NaN  0.158434       0.107928       0.325543       0.312015                 NaN            NaN            NaN            NaN
  1341.68        500.000        99.1080                 NaN  0.158297       0.322426       0.103252       0.308008                 NaN            NaN            NaN            NaN
  1340.23        500.000        99.1193                 NaN  0.158017       0.987627E-001  0.319663       0.304228                 NaN            NaN            NaN            NaN
  1338.77        500.000        99.1291                 NaN  0.158059       0.945531E-001  0.317111       0.301204                 NaN            NaN            NaN            NaN
  1337.32        500.000        99.1432                 NaN  0.157042       0.900767E-001  0.313602       0.296050                 NaN            NaN            NaN            NaN
  1335.86        500.000        99.1512                 NaN  0.156996       0.311711       0.864933E-001  0.293568                 NaN            NaN            NaN            NaN
  1334.41        500.000        99.1629                 NaN  0.155905       0.834483E-001  0.308364       0.289360                 NaN            NaN            NaN            NaN
  1332.96        500.000        99.1728                 NaN  0.155446       0.305697       0.800593E-001  0.286027                 NaN            NaN            NaN            NaN
  1331.50        500.000        99.1832                 NaN  0.155279       0.303123       0.756848E-001  0.282687                 NaN            NaN            NaN            NaN
  1330.05        500.000        99.1931                 NaN  0.153950       0.737271E-001  0.300229       0.278970                 NaN            NaN            NaN            NaN
  1328.59        500.000        99.2032                 NaN  0.153549       0.699325E-001  0.297697       0.275579                 NaN            NaN            NaN            NaN
  1327.14        500.000        99.2127                 NaN  0.152837       0.294956       0.671379E-001  0.272384                 NaN            NaN            NaN            NaN
  1325.69        500.000        99.2220                 NaN  0.152006       0.639920E-001  0.292929       0.269101                 NaN            NaN            NaN            NaN
  1324.23        500.000        99.2322                 NaN  0.152026       0.289792       0.600303E-001  0.265931                 NaN            NaN            NaN            NaN
  1322.78        500.000        99.2413                 NaN  0.148702       0.286478       0.616760E-001  0.261813                 NaN            NaN            NaN            NaN
  1321.33        500.000        99.2490                 NaN  0.148439       0.284252       0.589341E-001  0.259386                 NaN            NaN            NaN            NaN
  1319.87        500.000        99.2579                 NaN  0.147384       0.281662       0.568284E-001  0.256234                 NaN            NaN            NaN            NaN
  1318.42        500.000        99.2670                 NaN  0.146388       0.279024       0.545256E-001  0.253062                 NaN            NaN            NaN            NaN
  1316.96        500.000        99.2749                 NaN  0.144950       0.537185E-001  0.276289       0.250154                 NaN            NaN            NaN            NaN
  1315.51        500.000        99.2835                 NaN  0.144507       0.505207E-001  0.274225       0.247210                 NaN            NaN            NaN            NaN
  1314.06        500.000        99.2922                 NaN  0.141504       0.270490       0.521505E-001  0.243695                 NaN            NaN            NaN            NaN
  1312.60        500.000        99.2996                 NaN  0.140607       0.268383       0.503398E-001  0.241101                 NaN            NaN            NaN            NaN
  1311.15        500.000        99.3071                 NaN  0.139363       0.266122       0.490344E-001  0.238356                 NaN            NaN            NaN            NaN
  1309.69        500.000        99.3154                 NaN  0.137313       0.262854       0.491944E-001  0.235255                 NaN            NaN            NaN            NaN
  1308.24        500.000        99.3222                 NaN  0.135612       0.492834E-001  0.260252       0.232656                 NaN            NaN            NaN            NaN
  1306.79        500.000        99.3306                 NaN  0.135621       0.258491       0.453209E-001  0.229935                 NaN            NaN            NaN            NaN
  1305.33        500.000        99.3379                 NaN  0.134542       0.256042       0.443038E-001  0.227168                 NaN            NaN            NaN            NaN
  1303.88        500.000        99.3445                 NaN  0.127936       0.250846       0.528650E-001  0.223822                 NaN            NaN            NaN            NaN
  1302.42        500.000        99.3519                 NaN  0.128952       0.478836E-001  0.249642       0.221586                 NaN            NaN            NaN            NaN
  1300.97        500.000        99.3582                 NaN  0.126598       0.489849E-001  0.247184       0.219010                 NaN            NaN            NaN            NaN
  1299.52        500.000        99.3656                 NaN  0.124825       0.492773E-001  0.243996       0.216307                 NaN            NaN            NaN            NaN
  1298.06        500.000        99.3717                 NaN  0.123177       0.242057       0.491496E-001  0.213940                 NaN            NaN            NaN            NaN
  1296.61        500.000        99.3788                 NaN  0.120526       0.510507E-001  0.238454       0.211162                 NaN            NaN            NaN            NaN
  1295.15        500.000        99.3848                 NaN  0.118609       0.236148       0.516409E-001  0.208823                 NaN            NaN            NaN            NaN
  1293.70        500.000        99.3914                 NaN  0.116971       0.233573       0.517550E-001  0.206340                 NaN            NaN            NaN            NaN
  1292.25        500.000        99.3969                 NaN  0.114098       0.230371       0.546011E-001  0.204038                 NaN            NaN            NaN            NaN
  1290.79        500.000        99.4029                 NaN  0.113031       0.228166       0.539126E-001  0.201956                 NaN            NaN            NaN            NaN
  1289.34        500.000        99.4106                 NaN  0.109970       0.224778       0.559009E-001  0.198753                 NaN            NaN            NaN            NaN
  1287.88        500.000        99.4151                 NaN  0.107661       0.579666E-001  0.222328       0.196913                 NaN            NaN            NaN            NaN
  1286.43        500.000        99.4206                 NaN  0.105528       0.594676E-001  0.219609       0.194749                 NaN            NaN            NaN            NaN
  1284.98        500.000        99.4262                 NaN  0.103204       0.217049       0.610217E-001  0.192514                 NaN            NaN            NaN            NaN
  1283.52        500.000        99.4320                 NaN  0.100881       0.213803       0.630717E-001  0.190276                 NaN            NaN            NaN            NaN
  1282.07        500.000        99.4373                 NaN  0.985351E-001  0.211075       0.649534E-001  0.188121                 NaN            NaN            NaN            NaN
  1280.61        500.000        99.4428                 NaN  0.962602E-001  0.667271E-001  0.208220       0.186018                 NaN            NaN            NaN            NaN
  1279.16        500.000        99.4480                 NaN  0.936389E-001  0.205166       0.693674E-001  0.183857                 NaN            NaN            NaN            NaN
  1277.71        500.000        99.4527                 NaN  0.911680E-001  0.718704E-001  0.202322       0.181950                 NaN            NaN            NaN            NaN
  1276.25        500.000        99.4573                 NaN  0.885252E-001  0.750044E-001  0.199115       0.180075                 NaN            NaN            NaN            NaN
  1274.80        500.000        99.4628                 NaN  0.861289E-001  0.771879E-001  0.196007       0.177918                 NaN            NaN            NaN            NaN
  1273.34        500.000        93.8108                 NaN  0.587476E-001  0.534957        1.08793       0.795503        3.71206                 NaN            NaN            NaN
  1271.89        500.000        93.0775                 NaN  0.436690E-001   1.25336       0.559690       0.876369        4.18937                 NaN            NaN            NaN
  1270.44        500.000        93.5660                 NaN  0.336334E-001  0.516946        1.19058       0.819059        3.87379                 NaN            NaN            NaN
  1268.98        500.000        93.8533                 NaN  0.280477E-001  0.483898        1.16247       0.788056        3.68425                 NaN            NaN            NaN
  1267.53        500.000        94.1588                 NaN  0.210215E-001  0.449593        1.13242       0.753589        3.48456                 NaN            NaN            NaN
  1266.07        500.000        94.4359                 NaN  0.137503E-001   1.10877       0.416440       0.722195        3.30291                 NaN            NaN            NaN
  1264.62        500.000        94.6862                 NaN  0.617948E-002  0.383059        1.09219       0.693843        3.13854                 NaN            NaN            NaN
  1263.17        500.000        94.9130                 NaN            NaN  0.349675        1.07946       0.668361        2.98951                 NaN            NaN            NaN
  1261.71        500.000        94.5384                 NaN            NaN  0.499516       0.955255       0.720470        3.20820       0.742763E-001  0.388223E-002            NaN
  1260.26        500.000        93.7157                 NaN  0.220146       0.894095       0.455209       0.836449        3.74473                 NaN  0.133685                 NaN
  1258.80        500.000        94.1479                 NaN  0.250398       0.895524       0.308441       0.785489        3.48636                 NaN  0.125866                 NaN
  1257.35        500.000        94.5106                 NaN  0.233492       0.841341       0.294091       0.739656        3.26350                 NaN  0.117353                 NaN
  1255.90        500.000        94.8400                 NaN  0.221920       0.271251       0.796488       0.697929        3.06262                 NaN  0.109828                 NaN
  1254.44        500.000        95.1336                 NaN  0.212034       0.761621       0.246672       0.660385        2.88266                 NaN  0.103065                 NaN
  1252.99        500.000        95.3970                 NaN  0.200893       0.721970       0.233925       0.626467        2.72289                 NaN  0.968988E-001            NaN
  1251.54        500.000        95.6393                 NaN  0.190135       0.685691       0.222683       0.594966        2.57596                 NaN  0.912476E-001            NaN
  1250.08        500.000        95.8571                 NaN  0.186712       0.663847       0.193560       0.566617        2.44576                 NaN  0.864373E-001            NaN
  1248.63        500.000        96.0584                 NaN  0.179157       0.635267       0.180209       0.540118        2.32506                 NaN  0.817852E-001            NaN
  1247.17        500.000        96.2415                 NaN  0.171557       0.608382       0.169791       0.515820        2.21547                 NaN  0.774950E-001            NaN
  1245.72        500.000        96.4101                 NaN  0.165409       0.585227       0.157178       0.493175        2.11533                 NaN  0.735857E-001            NaN
  1244.27        500.000        96.5687                 NaN  0.159812       0.563312       0.145077       0.471717        2.02149                 NaN  0.699072E-001            NaN
  1242.81        500.000        96.7140                 NaN  0.153758       0.137642       0.540765       0.452052        1.93537                 NaN  0.664650E-001            NaN
  1241.36        500.000        96.8495                 NaN  0.147498       0.519342       0.131809       0.433490        1.85517                 NaN  0.631967E-001            NaN
  1239.90        500.000        96.9752                 NaN  0.143207       0.121512       0.501782       0.415932        1.78208                 NaN  0.602738E-001            NaN
  1238.45        500.000        97.0949                 NaN  0.137275       0.118346       0.481150       0.399491        1.71151                 NaN  0.573650E-001            NaN
  1237.00        500.000        97.2083                 NaN  0.130152       0.455692       0.122229       0.383555        1.64560                 NaN  0.544768E-001            NaN
  1235.54        500.000        95.7253                 NaN            NaN  0.771879       0.258447       0.585732        2.59455                 NaN  0.641329E-001            NaN
