|6.6.6
Archiving\03_Data\frac/QFM_m4.5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            iron           ne             lc            
  1561.40        2500.00        98.9843                 NaN            NaN  0.909173E-001            NaN            NaN  0.924754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9994                 NaN            NaN  0.895438E-001            NaN            NaN  0.911034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0088                 NaN            NaN  0.878135E-001            NaN            NaN  0.903419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0244                 NaN            NaN  0.833100E-001            NaN            NaN  0.892257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0370                 NaN            NaN  0.822305E-001            NaN            NaN  0.880782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0436                 NaN            NaN  0.790961E-001            NaN            NaN  0.877257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0672                 NaN            NaN  0.789181E-001            NaN            NaN  0.853840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0710                 NaN            NaN  0.743723E-001            NaN            NaN  0.854628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0829                 NaN            NaN  0.714809E-001            NaN            NaN  0.845659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0912                 NaN            NaN  0.681336E-001            NaN            NaN  0.840704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1045                 NaN            NaN  0.663423E-001            NaN            NaN  0.829205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1145                 NaN            NaN  0.646088E-001            NaN            NaN  0.820842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1238                 NaN            NaN  0.613365E-001            NaN            NaN  0.814847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1341                 NaN            NaN  0.597049E-001            NaN            NaN  0.806160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1083                 NaN            NaN  0.658597E-001            NaN            NaN  0.825848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1916                 NaN            NaN  0.515139E-001            NaN            NaN  0.756840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1617                 NaN            NaN  0.524682E-001            NaN            NaN  0.785844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.2465                 NaN            NaN  0.230283E-001            NaN            NaN   1.09449       0.635966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.9723                 NaN            NaN  0.277418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0840                 NaN            NaN  0.144339E-004            NaN            NaN  0.187741       0.728213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0290                 NaN            NaN            NaN            NaN            NaN  0.424697E-001  0.928510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0373                 NaN            NaN            NaN            NaN            NaN  0.322451E-001  0.930428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0417                 NaN            NaN            NaN            NaN            NaN  0.252541E-001  0.933075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0470                 NaN            NaN  0.505094E-003            NaN            NaN  0.169726E-001  0.935484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0516                 NaN            NaN            NaN            NaN            NaN  0.797565E-002  0.940451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0563                 NaN            NaN            NaN            NaN            NaN            NaN  0.943747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0599                 NaN            NaN            NaN            NaN            NaN            NaN  0.940107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0673                 NaN            NaN            NaN            NaN            NaN  0.108133       0.824583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0653                 NaN            NaN            NaN            NaN            NaN  0.122443E-001  0.922490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0734                 NaN            NaN            NaN            NaN            NaN  0.105526       0.821101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0690                 NaN            NaN            NaN            NaN            NaN            NaN  0.931013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0695                 NaN            NaN            NaN            NaN            NaN            NaN  0.930460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0677                 NaN            NaN            NaN            NaN            NaN            NaN  0.932317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0686                 NaN            NaN            NaN            NaN            NaN            NaN  0.931365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0615                 NaN            NaN            NaN            NaN            NaN            NaN  0.938531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0544                 NaN            NaN            NaN            NaN            NaN            NaN  0.945613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0407                 NaN            NaN            NaN            NaN            NaN            NaN  0.959292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0322                 NaN            NaN            NaN            NaN            NaN            NaN  0.967804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8139                 NaN            NaN            NaN            NaN            NaN            NaN  0.467490       0.718658                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6297                 NaN            NaN            NaN            NaN            NaN            NaN  0.472427       0.897901                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6472                 NaN            NaN            NaN            NaN            NaN            NaN  0.885827       0.467001                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6655                 NaN            NaN            NaN            NaN            NaN            NaN  0.461174       0.873285                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6814                 NaN            NaN            NaN            NaN            NaN            NaN  0.455486       0.863089                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6998                 NaN            NaN            NaN            NaN            NaN            NaN  0.448274       0.851958                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7141                 NaN            NaN            NaN            NaN            NaN            NaN  0.442970       0.842884                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7307                 NaN            NaN            NaN            NaN            NaN            NaN  0.437446       0.831861                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7459                 NaN            NaN            NaN            NaN            NaN            NaN  0.822310       0.431792                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7600                 NaN            NaN            NaN            NaN            NaN            NaN  0.426134       0.813886                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7738                 NaN            NaN            NaN            NaN            NaN            NaN  0.808157       0.418040                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7887                 NaN            NaN            NaN            NaN            NaN            NaN  0.795388       0.415936                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8014                 NaN            NaN            NaN            NaN            NaN            NaN  0.411132       0.787442                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8150                 NaN            NaN            NaN            NaN            NaN            NaN  0.778629       0.406329                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8280                 NaN            NaN            NaN            NaN            NaN            NaN  0.772036       0.399991                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.1414                 NaN            NaN            NaN            NaN            NaN            NaN  0.746356       0.772533       0.339718                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        97.1374                 NaN            NaN            NaN            NaN            NaN            NaN  0.763791        1.25661       0.842218                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        97.2194                 NaN            NaN            NaN            NaN            NaN            NaN   1.22298       0.739530       0.818110                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.2976                 NaN            NaN            NaN            NaN            NaN            NaN   1.19169       0.716345       0.794416                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        97.3696                 NaN            NaN            NaN            NaN            NaN            NaN   1.16207       0.695731       0.772566                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.4295                 NaN            NaN  0.101532                 NaN            NaN            NaN  0.984422       0.715696       0.768880                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.4730                 NaN            NaN  0.320027                 NaN            NaN            NaN  0.634272       0.785616       0.787106                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.5517                 NaN            NaN  0.315711                 NaN            NaN            NaN  0.600439       0.769203       0.762996                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5554                 NaN            NaN  0.311960                 NaN            NaN            NaN  0.611536       0.757547       0.763512                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.7242                 NaN            NaN  0.314787                 NaN            NaN            NaN  0.719383       0.532623       0.709017                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        97.7376                 NaN            NaN  0.300733                 NaN            NaN            NaN  0.547225       0.711285       0.703170                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7864                 NaN            NaN  0.304109                 NaN            NaN            NaN  0.516794       0.703401       0.689256                 NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8387                 NaN            NaN  0.302086                 NaN            NaN            NaN  0.689559       0.496622       0.673017                 NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        97.8925                 NaN            NaN  0.298158                 NaN            NaN            NaN  0.478977       0.674250       0.656084                 NaN            NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9433                 NaN            NaN  0.295846                 NaN            NaN            NaN  0.459789       0.660712       0.640361                 NaN            NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9904                 NaN            NaN  0.292935                 NaN            NaN            NaN  0.443342       0.647748       0.625579                 NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        98.0396                 NaN            NaN  0.289159                 NaN            NaN            NaN  0.425872       0.635652       0.609732                 NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0825                 NaN            NaN  0.286875                 NaN            NaN            NaN  0.624877       0.409508       0.596287                 NaN            NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1263                 NaN            NaN  0.284505                 NaN            NaN            NaN  0.613534       0.393021       0.582628                 NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1688                 NaN            NaN  0.279906                 NaN            NaN            NaN  0.601453       0.381348       0.568502                 NaN            NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2077                 NaN            NaN  0.277390                 NaN            NaN            NaN  0.590939       0.367510       0.556425                 NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2477                 NaN            NaN  0.274656                 NaN            NaN            NaN  0.580105       0.353956       0.543625                 NaN            NaN            NaN            NaN            NaN
  1373.43        2500.00        98.2834                 NaN            NaN  0.270884                 NaN            NaN            NaN  0.569702       0.343867       0.532154                 NaN            NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3217                 NaN            NaN  0.267161                 NaN            NaN            NaN  0.559709       0.331797       0.519635                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        96.8186                 NaN            NaN  0.517121                 NaN            NaN            NaN  0.542686        1.13102       0.990565                 NaN            NaN            NaN            NaN            NaN
  1365.91        2500.00        99.9426                 NaN            NaN  0.245682E-002            NaN            NaN            NaN  0.159634E-001  0.292561E-001  0.974152E-002            NaN            NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4237                 NaN            NaN  0.248282                 NaN            NaN            NaN  0.526455       0.316331       0.485191                 NaN            NaN            NaN            NaN            NaN
  1360.90        2500.00        98.4554                 NaN            NaN  0.252090                 NaN            NaN            NaN  0.520976       0.295576       0.475942                 NaN            NaN            NaN            NaN            NaN
  1358.40        2500.00        98.4864                 NaN            NaN  0.248882                 NaN            NaN            NaN  0.512645       0.286120       0.465910                 NaN            NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5088                 NaN            NaN  0.250189                 NaN            NaN            NaN  0.498050       0.282092       0.460833                 NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00        98.5434                 NaN            NaN  0.226055                 NaN            NaN            NaN  0.474269       0.309887       0.446432                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        98.5862                 NaN            NaN  0.251556                 NaN            NaN            NaN  0.501767       0.227713       0.432750                 NaN            NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6004                 NaN            NaN  0.233254                 NaN            NaN            NaN  0.480487       0.257765       0.428141                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6278                 NaN            NaN  0.229370                 NaN            NaN            NaN  0.472789       0.250979       0.419087                 NaN            NaN            NaN            NaN            NaN
  1343.36        2500.00        98.6534                 NaN            NaN  0.225674                 NaN            NaN            NaN  0.247331       0.462949       0.410616                 NaN            NaN            NaN            NaN            NaN
  1340.85        2500.00        98.6717                 NaN            NaN  0.224609                 NaN            NaN            NaN  0.463555       0.235076       0.405094                 NaN            NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7059                 NaN            NaN  0.208609                 NaN            NaN            NaN  0.441218       0.252918       0.391372                 NaN            NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7254                 NaN            NaN  0.210600                 NaN            NaN            NaN  0.440353       0.237665       0.385938                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7480                 NaN            NaN  0.205329                 NaN            NaN            NaN  0.236244       0.432129       0.378284                 NaN            NaN            NaN            NaN            NaN
  1330.83        2500.00        98.7699                 NaN            NaN  0.200629                 NaN            NaN            NaN  0.426341       0.232357       0.370816                 NaN            NaN            NaN            NaN            NaN
  1328.32        2500.00        98.7940                 NaN            NaN  0.196717                 NaN            NaN            NaN  0.413544       0.232369       0.363334                 NaN            NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8116                 NaN            NaN  0.188728                 NaN            NaN            NaN  0.410154       0.233523       0.355995                 NaN            NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8323                 NaN            NaN  0.184801                 NaN            NaN            NaN  0.231639       0.401987       0.349305                 NaN            NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8517                 NaN            NaN  0.179194                 NaN            NaN            NaN  0.394040       0.232456       0.342592                 NaN            NaN            NaN            NaN            NaN
  1318.30        2500.00        98.8704                 NaN            NaN  0.173433                 NaN            NaN            NaN  0.233595       0.386539       0.336034                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00        66.8771                 NaN            NaN   2.73873                 NaN            NaN            NaN   5.62374        1.04431        4.20416        19.5120                 NaN            NaN            NaN            NaN
  1313.28        2500.00        68.8271                 NaN            NaN   2.62864                 NaN            NaN            NaN   5.88167       0.377474        3.96028        18.3249                 NaN            NaN            NaN            NaN
  1310.78        2500.00        73.8284                 NaN            NaN   2.20525                 NaN            NaN            NaN   5.34608                 NaN   3.35015        15.2701                 NaN            NaN            NaN            NaN
  1308.27        2500.00        77.4876                 NaN            NaN   1.85283                 NaN            NaN            NaN   4.72882                 NaN   2.90283        13.0279                 NaN            NaN            NaN            NaN
  1305.76        2500.00        80.3518                 NaN            NaN   1.63298                 NaN            NaN            NaN   4.16347                 NaN   2.54936        11.3024                 NaN            NaN            NaN            NaN
  1303.26        2500.00        82.5391                 NaN            NaN   1.46713                 NaN            NaN            NaN   3.73726                 NaN   2.28012        9.97639                 NaN            NaN            NaN            NaN
  1300.75        2500.00        84.3412                 NaN            NaN   1.33818                 NaN            NaN            NaN   3.36857                 NaN   2.05723        8.89485                 NaN            NaN            NaN            NaN
  1298.25        2500.00        85.8365                 NaN            NaN   1.21965                 NaN            NaN            NaN   3.07833                 NaN   1.87231        7.99324                 NaN            NaN            NaN            NaN
  1295.74        2500.00        83.7577                 NaN            NaN   1.32151                 NaN            NaN            NaN   3.38977                 NaN   2.12871        9.13988       0.262433                 NaN            NaN            NaN
  1293.23        2500.00        78.4454                 NaN            NaN   1.63162                 NaN            NaN            NaN   4.20365                 NaN   2.76683        12.1471       0.805428                 NaN            NaN            NaN
  1290.73        2500.00        79.2138                 NaN            NaN   1.58832                 NaN            NaN            NaN   4.19251                 NaN   2.68282        11.5524       0.770154                 NaN            NaN            NaN
  1288.22        2500.00        84.9480                 NaN            NaN   1.29942                 NaN            NaN            NaN   2.67203                 NaN   1.89985        8.62045       0.560229                 NaN            NaN            NaN
  1285.71        2500.00        85.5302                 NaN            NaN   1.23125                 NaN            NaN            NaN   2.73660                 NaN   1.84018        8.12792       0.533884                 NaN            NaN            NaN
  1283.21        2500.00        86.6987                 NaN            NaN   1.15732                 NaN            NaN            NaN   2.51285                 NaN   1.69073        7.45153       0.488876                 NaN            NaN            NaN
  1280.70        2500.00        87.9230                 NaN            NaN   1.05482                 NaN            NaN            NaN   2.27614                 NaN   1.53118        6.76723       0.447612                 NaN            NaN            NaN
  1278.20        2500.00        88.9670                 NaN            NaN  0.919713                 NaN            NaN            NaN   2.07672                 NaN   1.38340        6.21473       0.438400                 NaN            NaN            NaN
  1275.69        2500.00        85.9907                 NaN            NaN            NaN            NaN  0.673457                 NaN   3.09328                 NaN   1.70210        7.99733                 NaN  0.543157                 NaN            NaN
  1273.18        2500.00        86.3499                 NaN            NaN            NaN            NaN  0.651903                 NaN   2.90892                 NaN   1.65255        7.88231                 NaN  0.554474                 NaN            NaN
  1270.68        2500.00        87.8552                 NaN            NaN            NaN            NaN  0.585189                 NaN   2.57660                 NaN   1.45785        7.03599                 NaN  0.489209                 NaN            NaN
  1268.17        2500.00        89.1201                 NaN            NaN            NaN            NaN  0.557260                 NaN   2.43678                 NaN   1.39242        6.02380                 NaN  0.469609                 NaN            NaN
  1265.66        2500.00        91.0727                 NaN            NaN            NaN            NaN  0.407300                 NaN   1.79048                 NaN  0.963156        5.45898                 NaN  0.307350                 NaN            NaN
  1263.16        2500.00        91.3512                 NaN            NaN            NaN            NaN  0.427016                 NaN   1.86875                 NaN   1.02364        4.99798                 NaN  0.331402                 NaN            NaN
  1260.65        2500.00        92.8227                 NaN            NaN            NaN            NaN  0.357926                 NaN   1.60182                 NaN  0.844258        4.10957                 NaN  0.263772                 NaN            NaN
  1258.15        2500.00        93.3909                 NaN            NaN            NaN            NaN  0.330204                 NaN   1.48472                 NaN  0.774832        3.77988                 NaN  0.239457                 NaN            NaN
  1255.64        2500.00        93.4383                 NaN            NaN            NaN            NaN  0.333165                 NaN   1.50437                 NaN  0.778891        3.71124                 NaN  0.234079                 NaN            NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN   2.90886                 NaN   23.0002                 NaN   8.95504        44.1948                 NaN   1.68367        15.2790        3.97847     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN   2.90886                 NaN   23.0002                 NaN   8.95504        44.2445                 NaN   1.68367        15.3030        3.90477     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN   2.90886                 NaN   23.0002                 NaN   8.95504        44.2948                 NaN   1.68367        15.3273        3.83021     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.90886                 NaN   23.0002                 NaN   8.95504        44.3456                 NaN   1.68367        15.3518        3.75484     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91967                 NaN   23.0271                 NaN   8.94291        44.3882                 NaN   1.67604        15.3725        3.67361     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91967                 NaN   23.0271                 NaN   8.94291        44.4403                 NaN   1.67604        15.3976        3.59630     
  1238.10        2500.00                 NaN            NaN            NaN  0.394426                 NaN   2.88542                 NaN   23.0227                 NaN   9.06199        44.1090                 NaN   1.49152        15.4766        3.55832     
  1235.59        2500.00                 NaN            NaN            NaN  0.484469                 NaN   2.86612                 NaN   22.9746                 NaN   9.09439        44.0915                 NaN   1.45652        15.5267        3.50580     
  1233.08        2500.00                 NaN            NaN            NaN  0.515333                 NaN   2.86597                 NaN   22.9735                 NaN   9.09396        44.1172                 NaN   1.43953        15.5597        3.43482     
  1230.58        2500.00                 NaN            NaN            NaN  0.515333                 NaN   2.86597                 NaN   22.9735                 NaN   9.09396        44.1711                 NaN   1.43953        15.5857        3.35497     
  1228.07        2500.00                 NaN            NaN            NaN  0.515333                 NaN   2.86597                 NaN   22.9735                 NaN   9.09396        44.2255                 NaN   1.43953        15.6120        3.27424     
  1225.56        2500.00                 NaN            NaN            NaN  0.641001                 NaN   2.86540                 NaN   22.9689                 NaN   9.09216        44.1687                 NaN   1.37031        15.6686        3.22489     
  1223.06        2500.00                 NaN            NaN            NaN   3.01845                 NaN   3.05233                 NaN   22.5704                 NaN   8.90193        42.4601                 NaN            NaN   16.2688        3.72798     
  1220.55        2500.00                 NaN            NaN            NaN   3.00224                 NaN   3.04360                 NaN   22.5805                 NaN   8.91513        42.4767                 NaN            NaN   16.3016        3.68017     
  1218.05        2500.00                 NaN            NaN            NaN   2.94259                 NaN   2.98276                 NaN   22.9350                 NaN   8.94037        42.3236                 NaN            NaN   16.3100        3.56562     
  1215.54        2500.00                 NaN            NaN            NaN   2.84441                 NaN   3.00841                 NaN   22.9254                 NaN   8.99086        42.3254                 NaN            NaN   16.3853        3.52015     
  1213.03        2500.00                 NaN            NaN            NaN   2.97754                 NaN   2.95280                 NaN   22.9655                 NaN   8.99924        42.3903                 NaN            NaN   16.3481        3.36657     
  1210.53        2500.00                 NaN            NaN            NaN   1.63906        1.26385        3.03096                 NaN   22.7913                 NaN   9.03668        42.5529                 NaN            NaN   16.4145        3.27071     
  1208.02        2500.00                 NaN            NaN            NaN   3.03569                 NaN   2.96673                 NaN   22.6715                 NaN   8.95093        42.7281                 NaN            NaN   16.4613        3.18577     
  1205.51        2500.00                 NaN            NaN            NaN   3.18431                 NaN   2.99782                 NaN   22.5190                 NaN   9.01536        42.7704                 NaN            NaN   16.3965        3.11669     
  1203.01        2500.00                 NaN            NaN            NaN   3.16617                 NaN   2.99928                 NaN   22.5314                 NaN   9.02438        42.8202                 NaN            NaN   16.4300        3.02848     
  1200.50        2500.00                 NaN            NaN            NaN   3.16051                 NaN   3.00738                 NaN   22.5223                 NaN   9.07734        42.8295                 NaN            NaN   16.4562        2.94680     
  1197.99        2500.00                 NaN            NaN            NaN   3.18718                 NaN   2.98261                 NaN   22.5540                 NaN   9.12315        42.8315                 NaN            NaN   16.4765        2.84511     
  1195.49        2500.00                 NaN            NaN            NaN   3.21740                 NaN   2.97490                 NaN   22.5310                 NaN   9.08356        42.9296                 NaN            NaN   16.5083        2.75517     
  1192.98        2500.00                 NaN            NaN            NaN   3.21125                 NaN   2.97955                 NaN   22.5408                 NaN   9.12318        42.9812                 NaN            NaN   16.5369        2.62714     
  1190.48        2500.00                 NaN            NaN            NaN   3.24691                 NaN   2.94513                 NaN   22.5944                 NaN   9.14192        42.9781                 NaN            NaN   16.5551        2.53850     
  1187.97        2500.00                 NaN            NaN            NaN   3.26096                 NaN   2.93261                 NaN   22.6115                 NaN   9.16439        43.0134                 NaN            NaN   16.5792        2.43789     
  1185.46        2500.00                 NaN            NaN            NaN   3.17210                 NaN   2.92067                 NaN   22.6511                 NaN   9.18233        43.0586                 NaN            NaN   16.6795        2.33571     
  1182.96        2500.00                 NaN            NaN            NaN   3.08559       0.272786E-001   2.91393                 NaN   22.6537                 NaN   9.23599        43.0817                 NaN            NaN   16.7602        2.24163     
  1180.45        2500.00                 NaN            NaN            NaN   3.27633                 NaN   2.94033                 NaN   22.5526                 NaN   9.21119        43.2321                 NaN            NaN   16.6777        2.10974     
  1177.94        2500.00                 NaN            NaN            NaN   3.25269                 NaN   2.93700                 NaN   22.5563                 NaN   9.22311        43.2978                 NaN            NaN   16.7356        1.99745     
  1175.44        2500.00                 NaN            NaN            NaN   3.22864                 NaN   2.93405                 NaN   22.5572                 NaN   9.23405        43.3683                 NaN            NaN   16.7929        1.88475     
  1172.93        2500.00                 NaN            NaN            NaN   3.19557                 NaN   2.81071                 NaN   23.0349                 NaN   9.31918        43.1483                 NaN            NaN   16.7981        1.69327     
  1170.43        2500.00                 NaN            NaN            NaN   3.27786                 NaN   2.90902                 NaN   22.5865                 NaN   9.27569        43.4613                 NaN            NaN   16.8310        1.65864     
  1167.92        2500.00                 NaN            NaN            NaN   3.17524                 NaN   2.82394                 NaN   23.0363                 NaN   9.34616        43.2806                 NaN            NaN   16.8690        1.46876     
  1165.41        2500.00                 NaN            NaN            NaN   3.22672                 NaN   2.88865                 NaN   22.6016                 NaN   9.31014        43.6126                 NaN            NaN   16.9843        1.37599     
  1162.91        2500.00                 NaN            NaN            NaN   3.47462                 NaN   2.32774                 NaN   23.0240                 NaN   9.43835        43.1758       0.282882                 NaN   16.9821        1.29448     
  1160.40        2500.00                 NaN            NaN            NaN   3.18078       0.730719E-004   2.90029                 NaN   22.6382                 NaN   9.35284        43.7348                 NaN            NaN   17.0533        1.13972     
  1157.89        2500.00                 NaN            NaN            NaN   4.69927                 NaN            NaN            NaN   22.6686                 NaN   9.64202        42.4070        1.78009                 NaN   17.3585        1.44451     
  1155.39        2500.00                 NaN            NaN            NaN   4.66221                 NaN            NaN            NaN   22.7275                 NaN   9.60847        42.4665        1.80347                 NaN   17.3806        1.35125     
  1152.88        2500.00                 NaN            NaN            NaN   4.71801                 NaN            NaN            NaN   22.6794                 NaN   9.66954        42.5413        1.77375                 NaN   17.4219        1.19608     
  1150.38        2500.00                 NaN            NaN            NaN   4.72494                 NaN            NaN            NaN   22.6775                 NaN   9.67597        42.6249        1.77476                 NaN   17.4584        1.06355     
  1147.87        2500.00                 NaN            NaN            NaN   4.73521                 NaN            NaN            NaN   22.6869                 NaN   9.69315        42.6858        1.76985                 NaN   17.4878       0.941337     
  1145.36        2500.00                 NaN            NaN            NaN   4.74084                 NaN            NaN            NaN   22.7020                 NaN   9.70892        42.7506        1.76572                 NaN   17.5212       0.810737     
  1142.86        2500.00                 NaN            NaN            NaN   4.75194                 NaN            NaN            NaN   22.6976                 NaN   9.72239        42.8269        1.76504                 NaN   17.5557       0.680470     
  1140.35        2500.00                 NaN            NaN            NaN   4.75950                 NaN            NaN            NaN   22.7029                 NaN   9.73382        42.9024        1.76213                 NaN   17.5905       0.548799     
  1137.84        2500.00                 NaN            NaN            NaN   4.76643                 NaN            NaN            NaN   22.7135                 NaN   9.74443        42.9723        1.75982                 NaN   17.6243       0.419221     
  1135.34        2500.00                 NaN            NaN            NaN   4.76912                 NaN            NaN            NaN   22.7349                 NaN   9.75966        43.0417        1.75373                 NaN   17.6619       0.278954     
  1132.83        2500.00                 NaN            NaN            NaN   4.77596                 NaN            NaN            NaN   22.7277                 NaN   9.78687        43.1114        1.75418                 NaN   17.6980       0.145903     
