|6.6.6
Archiving\03_Data\frac/QFM_m4.5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            iron           ne             lc            
  1927.32        2500.00        99.5968       0.364495       0.387053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.5968       0.364495       0.387053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.4907       0.364495       0.385700E-001  0.106213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.6219                 NaN            NaN  0.378073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3607                 NaN            NaN  0.639254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3669                 NaN            NaN  0.633129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3707                 NaN            NaN  0.629341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3158                 NaN            NaN  0.684244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.4391                 NaN            NaN  0.560928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3821                 NaN            NaN  0.617923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        98.8874                 NaN            NaN   1.11260                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.8912                 NaN            NaN  0.108811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.3919                 NaN            NaN  0.608097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.3977                 NaN            NaN  0.602322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4001                 NaN            NaN  0.599890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4017                 NaN            NaN  0.598313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4067                 NaN            NaN  0.593350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4085                 NaN            NaN  0.591537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4123                 NaN            NaN  0.587698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4131                 NaN            NaN  0.586871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4159                 NaN            NaN  0.584144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4195                 NaN            NaN  0.579890                 NaN  0.578192E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4097                 NaN            NaN  0.577291                 NaN  0.130468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4074                 NaN            NaN  0.576337                 NaN  0.162139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4101                 NaN            NaN  0.573766                 NaN  0.161458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4114                 NaN            NaN  0.572422                 NaN  0.161347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4149                 NaN            NaN  0.569054                 NaN  0.160215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4160                 NaN            NaN  0.568048                 NaN  0.159810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.6126                 NaN            NaN  0.376797                 NaN  0.106479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2241                 NaN            NaN  0.754676                 NaN  0.212205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4218                 NaN            NaN  0.562343                 NaN  0.158281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4226                 NaN            NaN  0.561618                 NaN  0.158171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4242                 NaN            NaN  0.560047                 NaN  0.157713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4255                 NaN            NaN  0.558743                 NaN  0.157578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4272                 NaN            NaN  0.557130                 NaN  0.156517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4274                 NaN            NaN  0.556981                 NaN  0.156287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4292                 NaN            NaN  0.555194                 NaN  0.155840E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4298                 NaN            NaN  0.554657                 NaN  0.155453E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4301                 NaN            NaN  0.554420                 NaN  0.155132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4323                 NaN            NaN  0.552263                 NaN  0.154238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4324                 NaN            NaN  0.552133                 NaN  0.154210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4330                 NaN            NaN  0.551624                 NaN  0.153670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1106                 NaN            NaN  0.864688                 NaN  0.246842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.7558                 NaN            NaN  0.238390                 NaN  0.584683E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5018                 NaN            NaN  0.484125                 NaN  0.140940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3645                 NaN            NaN  0.619119                 NaN  0.163349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4356                 NaN            NaN  0.549276                 NaN  0.151199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4101                 NaN            NaN  0.574120                 NaN  0.157959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4589                 NaN            NaN  0.526694                 NaN  0.144118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.9361                 NaN            NaN  0.625486E-001            NaN  0.133374E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        98.9349                 NaN            NaN   1.03645                 NaN  0.286637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4352                 NaN            NaN  0.549848                 NaN  0.149348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5704                 NaN            NaN  0.418243                 NaN  0.113693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.2933                 NaN            NaN  0.688278                 NaN  0.184491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        98.7050                 NaN            NaN   1.26098                 NaN  0.340184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.9994                 NaN            NaN  0.248164E-003            NaN  0.337022E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5989                 NaN            NaN  0.391272                 NaN  0.980216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4250                 NaN            NaN  0.560116                 NaN  0.148687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4308                 NaN            NaN  0.554573                 NaN  0.146607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4281                 NaN            NaN  0.557217                 NaN  0.146806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4281                 NaN            NaN  0.557240                 NaN  0.146245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4272                 NaN            NaN  0.558286                 NaN  0.145562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4260                 NaN            NaN  0.559441                 NaN  0.145624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4260                 NaN            NaN  0.559517                 NaN  0.144737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4228                 NaN            NaN  0.562705                 NaN  0.144707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4214                 NaN            NaN  0.564164                 NaN  0.144841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4221                 NaN            NaN  0.563563                 NaN  0.143674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4183                 NaN            NaN  0.567323                 NaN  0.143825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4199                 NaN            NaN  0.565833                 NaN  0.142963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4164                 NaN            NaN  0.569331                 NaN  0.143092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4145                 NaN            NaN  0.571209                 NaN  0.142929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4009                 NaN            NaN  0.584488                 NaN  0.146380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4258                 NaN            NaN  0.560404                 NaN  0.137974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4073                 NaN            NaN  0.578439                 NaN  0.142151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4036                 NaN            NaN  0.582091                 NaN  0.142768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4127                 NaN            NaN  0.573406                 NaN  0.139106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4568                 NaN            NaN  0.530330                 NaN  0.128502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.9948                 NaN            NaN  0.355799E-002            NaN  0.160776E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        98.7581                 NaN            NaN   1.21424                 NaN  0.276852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3987                 NaN            NaN  0.587316                 NaN  0.140017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.3963                 NaN            NaN  0.589678                 NaN  0.140051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3944                 NaN            NaN  0.591658                 NaN  0.139614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3912                 NaN            NaN  0.594857                 NaN  0.139680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3930                 NaN            NaN  0.593164                 NaN  0.138642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3936                 NaN            NaN  0.592571                 NaN  0.138081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3834                 NaN            NaN  0.602676                 NaN  0.139644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3859                 NaN            NaN  0.600340                 NaN  0.138080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3827                 NaN            NaN  0.603488                 NaN  0.138223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3838                 NaN            NaN  0.602437                 NaN  0.137314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3808                 NaN            NaN  0.605509                 NaN  0.137284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3789                 NaN            NaN  0.607418                 NaN  0.137068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3764                 NaN            NaN  0.609881                 NaN  0.137160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3756                 NaN            NaN  0.610749                 NaN  0.136538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.8859                 NaN            NaN  0.111658                 NaN  0.247798E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        98.8618                 NaN            NaN   1.11340                 NaN  0.247764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.8213                 NaN            NaN   1.15256                 NaN  0.261097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.9456                 NaN            NaN  0.539682E-001            NaN  0.471363E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3510                 NaN            NaN  0.635053                 NaN  0.139064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3615                 NaN            NaN  0.624892                 NaN  0.136337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.8018                 NaN            NaN   1.17289                 NaN  0.253021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.9400                 NaN            NaN  0.587214E-001            NaN  0.126863E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.8276                 NaN            NaN  0.168773                 NaN  0.365519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.8913                 NaN            NaN   1.08532                 NaN  0.233869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3650                 NaN            NaN  0.621663                 NaN  0.133252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3631                 NaN            NaN  0.623599                 NaN  0.133400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3578                 NaN            NaN  0.628791                 NaN  0.134319E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3658                 NaN            NaN  0.621004                 NaN  0.132042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3617                 NaN            NaN  0.625005                 NaN  0.132901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3623                 NaN            NaN  0.624524                 NaN  0.132162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3617                 NaN            NaN  0.625045                 NaN  0.132064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3618                 NaN            NaN  0.624997                 NaN  0.131770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3490                 NaN            NaN  0.637549                 NaN  0.134588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3749                 NaN            NaN  0.612320                 NaN  0.127856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3632                 NaN            NaN  0.623682                 NaN  0.130822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3644                 NaN            NaN  0.622517                 NaN  0.130368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.4509                 NaN            NaN  0.242066                 NaN            NaN   1.30707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3637                 NaN            NaN  0.191200                 NaN            NaN   1.44514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3923                 NaN            NaN  0.186345                 NaN            NaN   1.42135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.4258                 NaN            NaN  0.182940                 NaN            NaN   1.39129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2092                 NaN            NaN  0.209243                 NaN            NaN   1.58155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.7312                 NaN            NaN  0.146541                 NaN            NaN   1.12223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.5060                 NaN            NaN  0.170702                 NaN            NaN   1.32332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5288                 NaN            NaN  0.168443                 NaN            NaN   1.30280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5658                 NaN            NaN  0.161840                 NaN            NaN   1.27239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5177                 NaN            NaN  0.166749                 NaN            NaN   1.31553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6685                 NaN            NaN  0.150539                 NaN            NaN   1.18092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6378                 NaN            NaN  0.150835                 NaN            NaN   1.21133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6533                 NaN            NaN  0.149169                 NaN            NaN   1.19758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6727                 NaN            NaN  0.144042                 NaN            NaN   1.18327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6998                 NaN            NaN  0.142899                 NaN            NaN   1.15731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7159                 NaN            NaN  0.133195                 NaN            NaN   1.15092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7305                 NaN            NaN  0.133746                 NaN            NaN   1.13577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7579                 NaN            NaN  0.133463                 NaN            NaN   1.10868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7772                 NaN            NaN  0.128556                 NaN            NaN   1.09424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7700                 NaN            NaN  0.134571                 NaN            NaN   1.09541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8458                 NaN            NaN  0.122669                 NaN            NaN   1.03150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8279                 NaN            NaN  0.118079                 NaN            NaN   1.05402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8512                 NaN            NaN  0.116352                 NaN            NaN   1.03246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8652                 NaN            NaN  0.114527                 NaN            NaN   1.02026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8822                 NaN            NaN  0.114765                 NaN            NaN   1.00299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8816                 NaN            NaN  0.110838                 NaN            NaN   1.00758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9276                 NaN            NaN  0.104994                 NaN            NaN  0.967426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9286                 NaN            NaN  0.102136                 NaN            NaN  0.969314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.2787                 NaN            NaN  0.167713                 NaN            NaN   1.55356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.5210                 NaN            NaN  0.366114E-001            NaN            NaN  0.442342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0811                 NaN            NaN  0.858886E-001            NaN            NaN  0.833039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
