|6.6.6
Archiving\03_Data\frac/QFM_m4.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            iron           ne             lc            
  1563.91        2500.00        99.2076                 NaN            NaN  0.718742E-001            NaN            NaN  0.720482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.1244                 NaN            NaN  0.760351E-001            NaN            NaN  0.799564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1380                 NaN            NaN  0.748161E-001            NaN            NaN  0.787201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1467                 NaN            NaN  0.733051E-001            NaN            NaN  0.779952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1605                 NaN            NaN  0.694728E-001            NaN            NaN  0.769989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1718                 NaN            NaN  0.685238E-001            NaN            NaN  0.759632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1781                 NaN            NaN  0.658616E-001            NaN            NaN  0.756060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1989                 NaN            NaN  0.656493E-001            NaN            NaN  0.735479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2025                 NaN            NaN  0.618099E-001            NaN            NaN  0.735724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.2131                 NaN            NaN  0.593600E-001            NaN            NaN  0.727581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2206                 NaN            NaN  0.565388E-001            NaN            NaN  0.722859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2323                 NaN            NaN  0.550119E-001            NaN            NaN  0.712714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2415                 NaN            NaN  0.535122E-001            NaN            NaN  0.705018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2498                 NaN            NaN  0.507628E-001            NaN            NaN  0.699477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2590                 NaN            NaN  0.493695E-001            NaN            NaN  0.691595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2377                 NaN            NaN  0.544164E-001            NaN            NaN  0.707872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.3090                 NaN            NaN  0.425204E-001            NaN            NaN  0.648514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2838                 NaN            NaN  0.432701E-001            NaN            NaN  0.672943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.4972                 NaN            NaN  0.189836E-001            NaN            NaN  0.936686       0.547083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.9772                 NaN            NaN  0.228091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2139                 NaN            NaN  0.118679E-004            NaN            NaN  0.160464       0.625587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1664                 NaN            NaN            NaN            NaN            NaN  0.362842E-001  0.797345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1742                 NaN            NaN            NaN            NaN            NaN  0.275265E-001  0.798275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1785                 NaN            NaN            NaN            NaN            NaN  0.215428E-001  0.799983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1837                 NaN            NaN  0.413936E-003            NaN            NaN  0.144676E-001  0.801443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1881                 NaN            NaN            NaN            NaN            NaN  0.679413E-002  0.805156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1926                 NaN            NaN            NaN            NaN            NaN            NaN  0.807423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1963                 NaN            NaN            NaN            NaN            NaN            NaN  0.803739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2037                 NaN            NaN            NaN            NaN            NaN  0.919108E-001  0.704364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2023                 NaN            NaN            NaN            NaN            NaN  0.103981E-001  0.787341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2101                 NaN            NaN            NaN            NaN            NaN  0.895421E-001  0.700375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2064                 NaN            NaN            NaN            NaN            NaN            NaN  0.793616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2078                 NaN            NaN            NaN            NaN            NaN            NaN  0.792234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2066                 NaN            NaN            NaN            NaN            NaN            NaN  0.793384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2080                 NaN            NaN            NaN            NaN            NaN            NaN  0.791965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2025                 NaN            NaN            NaN            NaN            NaN            NaN  0.797486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1972                 NaN            NaN            NaN            NaN            NaN            NaN  0.802776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1862                 NaN            NaN            NaN            NaN            NaN            NaN  0.813795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1797                 NaN            NaN            NaN            NaN            NaN            NaN  0.820285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.9921                 NaN            NaN            NaN            NaN            NaN            NaN  0.399129       0.608816                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8340                 NaN            NaN            NaN            NaN            NaN            NaN  0.399931       0.766103                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.8501                 NaN            NaN            NaN            NaN            NaN            NaN  0.755081       0.394826                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8668                 NaN            NaN            NaN            NaN            NaN            NaN  0.389465       0.743711                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8814                 NaN            NaN            NaN            NaN            NaN            NaN  0.384248       0.734379                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8979                 NaN            NaN            NaN            NaN            NaN            NaN  0.377786       0.724300                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9114                 NaN            NaN            NaN            NaN            NaN            NaN  0.372821       0.715825                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9263                 NaN            NaN            NaN            NaN            NaN            NaN  0.367794       0.705870                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9402                 NaN            NaN            NaN            NaN            NaN            NaN  0.697137       0.362648                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9532                 NaN            NaN            NaN            NaN            NaN            NaN  0.357474       0.689297                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9659                 NaN            NaN            NaN            NaN            NaN            NaN  0.683813       0.350298                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9796                 NaN            NaN            NaN            NaN            NaN            NaN  0.672336       0.348088                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9913                 NaN            NaN            NaN            NaN            NaN            NaN  0.343682       0.664994                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        99.0038                 NaN            NaN            NaN            NaN            NaN            NaN  0.656935       0.339269                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        99.0156                 NaN            NaN            NaN            NaN            NaN            NaN  0.650815       0.333617                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.3817                 NaN            NaN            NaN            NaN            NaN            NaN  0.621847       0.650703       0.345711                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        97.4542                 NaN            NaN            NaN            NaN            NaN            NaN  0.642832        1.04598       0.856978                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        97.5308                 NaN            NaN            NaN            NaN            NaN            NaN   1.01617       0.621432       0.831621                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.6040                 NaN            NaN            NaN            NaN            NaN            NaN  0.988301       0.600939       0.806730                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        97.6717                 NaN            NaN            NaN            NaN            NaN            NaN  0.961911       0.582669       0.783755                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.7302                 NaN            NaN  0.790478E-001            NaN            NaN            NaN  0.813268       0.598348       0.779171                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7765                 NaN            NaN  0.248397                 NaN            NaN            NaN  0.522891       0.655538       0.796626                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8496                 NaN            NaN  0.244342                 NaN            NaN            NaN  0.494088       0.640754       0.771172                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8568                 NaN            NaN  0.240644                 NaN            NaN            NaN  0.502109       0.629742       0.770685                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.0106                 NaN            NaN  0.241848                 NaN            NaN            NaN  0.596808       0.436140       0.714625                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0258                 NaN            NaN  0.230255                 NaN            NaN            NaN  0.447239       0.588882       0.707799                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0725                 NaN            NaN  0.232112                 NaN            NaN            NaN  0.421408       0.581175       0.692838                 NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1219                 NaN            NaN  0.229803                 NaN            NaN            NaN  0.568605       0.404075       0.675571                 NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1725                 NaN            NaN  0.226082                 NaN            NaN            NaN  0.388846       0.554876       0.657650                 NaN            NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2202                 NaN            NaN  0.223577                 NaN            NaN            NaN  0.372511       0.542694       0.640984                 NaN            NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2648                 NaN            NaN  0.220605                 NaN            NaN            NaN  0.358362       0.530938       0.625304                 NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3107                 NaN            NaN  0.217150                 NaN            NaN            NaN  0.343524       0.519980       0.608597                 NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3512                 NaN            NaN  0.214693                 NaN            NaN            NaN  0.510137       0.329606       0.594332                 NaN            NaN            NaN            NaN            NaN
  1383.46        2500.00        98.3922                 NaN            NaN  0.212304                 NaN            NaN            NaN  0.499895       0.315704       0.579888                 NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4322                 NaN            NaN  0.208120                 NaN            NaN            NaN  0.489040       0.305626       0.565021                 NaN            NaN            NaN            NaN            NaN
  1378.45        2500.00        98.4688                 NaN            NaN  0.205578                 NaN            NaN            NaN  0.479536       0.293908       0.552226                 NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.5061                 NaN            NaN  0.202922                 NaN            NaN            NaN  0.469800       0.282460       0.538748                 NaN            NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5397                 NaN            NaN  0.199447                 NaN            NaN            NaN  0.460459       0.273798       0.526623                 NaN            NaN            NaN            NaN            NaN
  1370.93        2500.00        98.5753                 NaN            NaN  0.196126                 NaN            NaN            NaN  0.451453       0.263651       0.513495                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        97.3025                 NaN            NaN  0.379109                 NaN            NaN            NaN  0.430125       0.909826       0.978427                 NaN            NaN            NaN            NaN            NaN
  1365.91        2500.00        99.9528                 NaN            NaN  0.178625E-002            NaN            NaN            NaN  0.127934E-001  0.230934E-001  0.957538E-002            NaN            NaN            NaN            NaN            NaN
  1363.41        2500.00        98.6702                 NaN            NaN  0.180558                 NaN            NaN            NaN  0.422081       0.249774       0.477391                 NaN            NaN            NaN            NaN            NaN
  1360.90        2500.00        98.6999                 NaN            NaN  0.182745                 NaN            NaN            NaN  0.416854       0.232887       0.467621                 NaN            NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7286                 NaN            NaN  0.179869                 NaN            NaN            NaN  0.409386       0.224990       0.457108                 NaN            NaN            NaN            NaN            NaN
  1355.89        2500.00        98.7497                 NaN            NaN  0.180376                 NaN            NaN            NaN  0.397037       0.221428       0.451480                 NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00        98.7812                 NaN            NaN  0.162339                 NaN            NaN            NaN  0.377107       0.242577       0.436749                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        98.8208                 NaN            NaN  0.180138                 NaN            NaN            NaN  0.398327       0.177969       0.422753                 NaN            NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8341                 NaN            NaN  0.166535                 NaN            NaN            NaN  0.380658       0.201050       0.417663                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        98.8592                 NaN            NaN  0.163280                 NaN            NaN            NaN  0.373869       0.195381       0.408250                 NaN            NaN            NaN            NaN            NaN
  1343.36        2500.00        98.8829                 NaN            NaN  0.160165                 NaN            NaN            NaN  0.192156       0.365381       0.399433                 NaN            NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9003                 NaN            NaN  0.158855                 NaN            NaN            NaN  0.365077       0.182269       0.393509                 NaN            NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9307                 NaN            NaN  0.147172                 NaN            NaN            NaN  0.346814       0.195672       0.379643                 NaN            NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9489                 NaN            NaN  0.148140                 NaN            NaN            NaN  0.345518       0.183568       0.373852                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9696                 NaN            NaN  0.143986                 NaN            NaN            NaN  0.182105       0.338393       0.365929                 NaN            NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9895                 NaN            NaN  0.140321                 NaN            NaN            NaN  0.333175       0.178786       0.358210                 NaN            NaN            NaN            NaN            NaN
  1328.32        2500.00        99.0112                 NaN            NaN  0.137235                 NaN            NaN            NaN  0.322676       0.178434       0.350498                 NaN            NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0275                 NaN            NaN  0.131231                 NaN            NaN            NaN  0.319313       0.178991       0.342952                 NaN            NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0462                 NaN            NaN  0.128125                 NaN            NaN            NaN  0.177217       0.312369       0.336049                 NaN            NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0638                 NaN            NaN  0.123888                 NaN            NaN            NaN  0.305612       0.177513       0.329146                 NaN            NaN            NaN            NaN            NaN
  1318.30        2500.00        99.0808                 NaN            NaN  0.119565                 NaN            NaN            NaN  0.178046       0.299204       0.322411                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00        68.2215                 NaN            NaN   1.90868                 NaN            NaN            NaN   4.42381       0.809431        4.11344        20.5231                 NaN            NaN            NaN            NaN
  1313.28        2500.00        70.1120                 NaN            NaN   1.81748                 NaN            NaN            NaN   4.61299       0.292076        3.87713        19.2883                 NaN            NaN            NaN            NaN
  1310.78        2500.00        74.9812                 NaN            NaN   1.51181                 NaN            NaN            NaN   4.17548                 NaN   3.27584        16.0557                 NaN            NaN            NaN            NaN
  1308.27        2500.00        78.5261                 NaN            NaN   1.26151                 NaN            NaN            NaN   3.68291                 NaN   2.83692        13.6926                 NaN            NaN            NaN            NaN
  1305.76        2500.00        81.2872                 NaN            NaN   1.10541                 NaN            NaN            NaN   3.23833                 NaN   2.49093        11.8781                 NaN            NaN            NaN            NaN
  1303.26        2500.00        83.3932                 NaN            NaN  0.987823                 NaN            NaN            NaN   2.90373                 NaN   2.22808        10.4872                 NaN            NaN            NaN            NaN
  1300.75        2500.00        85.1227                 NaN            NaN  0.897109                 NaN            NaN            NaN   2.61606                 NaN   2.01066        9.35350                 NaN            NaN            NaN            NaN
  1298.25        2500.00        86.5561                 NaN            NaN  0.814501                 NaN            NaN            NaN   2.38977                 NaN   1.83045        8.40915                 NaN            NaN            NaN            NaN
  1295.74        2500.00        84.6026                 NaN            NaN  0.881116                 NaN            NaN            NaN   2.63971                 NaN   2.08604        9.64033       0.150241                 NaN            NaN            NaN
  1293.23        2500.00        79.5686                 NaN            NaN   1.08787                 NaN            NaN            NaN   3.29289                 NaN   2.72170        12.8661       0.462842                 NaN            NaN            NaN
  1290.73        2500.00        80.3562                 NaN            NaN   1.05304                 NaN            NaN            NaN   3.28234                 NaN   2.63677        12.2294       0.442173                 NaN            NaN            NaN
  1288.22        2500.00        85.7897                 NaN            NaN  0.856727                 NaN            NaN            NaN   2.08751                 NaN   1.85829        9.08768       0.320095                 NaN            NaN            NaN
  1285.71        2500.00        86.3825                 NaN            NaN  0.808973                 NaN            NaN            NaN   2.13920                 NaN   1.79866        8.56589       0.304819                 NaN            NaN            NaN
  1283.21        2500.00        87.5059                 NaN            NaN  0.757507                 NaN            NaN            NaN   1.96299                 NaN   1.65006        7.84483       0.278685                 NaN            NaN            NaN
  1280.70        2500.00        88.6733                 NaN            NaN  0.686954                 NaN            NaN            NaN   1.77783                 NaN   1.49184        7.11532       0.254727                 NaN            NaN            NaN
  1278.20        2500.00        89.6560                 NaN            NaN  0.597627                 NaN            NaN            NaN   1.62045                 NaN   1.34568        6.53112       0.249072                 NaN            NaN            NaN
  1275.69        2500.00        86.9271                 NaN            NaN            NaN            NaN  0.393570                 NaN   2.42123                 NaN   1.65693        8.41115                 NaN  0.190008                 NaN            NaN
  1273.18        2500.00        87.2733                 NaN            NaN            NaN            NaN  0.380049                 NaN   2.27562                 NaN   1.60436        8.27324                 NaN  0.193431                 NaN            NaN
  1270.68        2500.00        88.7016                 NaN            NaN            NaN            NaN  0.340048                 NaN   2.01335                 NaN   1.41044        7.36451                 NaN  0.170062                 NaN            NaN
  1268.17        2500.00        89.9819                 NaN            NaN            NaN            NaN  0.322763                 NaN   1.90359                 NaN   1.34283        6.28624                 NaN  0.162714                 NaN            NaN
  1265.66        2500.00        91.6663                 NaN            NaN            NaN            NaN  0.235008                 NaN   1.39350                 NaN  0.924826        5.67437                 NaN  0.106025                 NaN            NaN
  1263.16        2500.00        92.0144                 NaN            NaN            NaN            NaN  0.246079                 NaN   1.45386                 NaN  0.981525        5.19001                 NaN  0.114153                 NaN            NaN
  1260.65        2500.00        93.3965                 NaN            NaN            NaN            NaN  0.205708                 NaN   1.24428                 NaN  0.807114        4.25581                 NaN  0.905817E-001            NaN            NaN
  1258.15        2500.00        93.9318                 NaN            NaN            NaN            NaN  0.189403                 NaN   1.15187                 NaN  0.739088        3.90578                 NaN  0.820423E-001            NaN            NaN
  1255.64        2500.00        93.9877                 NaN            NaN            NaN            NaN  0.190639                 NaN   1.16876                 NaN  0.741564        3.83131                 NaN  0.800439E-001            NaN            NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN   1.75898                 NaN   18.8973                 NaN   9.00646        48.2369                 NaN  0.608146        16.9250        4.56719     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN   1.75898                 NaN   18.8980                 NaN   9.00710        48.2949                 NaN  0.608148        16.9507        4.48220     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN   1.75898                 NaN   18.8986                 NaN   9.00774        48.3535                 NaN  0.608151        16.9768        4.39624     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN   1.75898                 NaN   18.8992                 NaN   9.00838        48.4127                 NaN  0.608153        17.0032        4.30938     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN   1.76654                 NaN   18.9235                 NaN   8.99724        48.4652                 NaN  0.605431        17.0261        4.21600     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN   1.76654                 NaN   18.9241                 NaN   8.99789        48.5259                 NaN  0.605434        17.0532        4.12694     
  1238.10        2500.00                 NaN            NaN            NaN  0.266242                 NaN   1.74600                 NaN   18.9317                 NaN   9.11929        48.1728                 NaN  0.538839        17.1417        4.08344     
  1235.59        2500.00                 NaN            NaN            NaN  0.326292                 NaN   1.73165                 NaN   18.8916                 NaN   9.15199        48.1544                 NaN  0.526164        17.1953        4.02260     
  1233.08        2500.00                 NaN            NaN            NaN  0.346090                 NaN   1.73157                 NaN   18.8914                 NaN   9.15226        48.1866                 NaN  0.520030        17.2312        3.94087     
  1230.58        2500.00                 NaN            NaN            NaN  0.346101                 NaN   1.73157                 NaN   18.8920                 NaN   9.15292        48.2492                 NaN  0.520033        17.2592        3.84894     
  1228.07        2500.00                 NaN            NaN            NaN  0.346111                 NaN   1.73157                 NaN   18.8927                 NaN   9.15358        48.3125                 NaN  0.520036        17.2875        3.75603     
  1225.56        2500.00                 NaN            NaN            NaN  0.426705                 NaN   1.73127                 NaN   18.8900                 NaN   9.15263        48.2553                 NaN  0.495044        17.3498        3.69921     
  1223.06        2500.00                 NaN            NaN            NaN   2.00943                 NaN   1.84379                 NaN   18.5017                 NaN   8.96194        46.3931                 NaN            NaN   18.0140        4.27605     
  1220.55        2500.00                 NaN            NaN            NaN   1.99867                 NaN   1.83799                 NaN   18.5035                 NaN   8.97573        46.4141                 NaN            NaN   18.0492        4.22082     
  1218.05        2500.00                 NaN            NaN            NaN   1.95976                 NaN   1.80137                 NaN   18.8107                 NaN   9.00518        46.2678                 NaN            NaN   18.0645        4.09067     
  1215.54        2500.00                 NaN            NaN            NaN   1.89408                 NaN   1.81602                 NaN   18.7886                 NaN   9.05502        46.2650                 NaN            NaN   18.1438        4.03746     
  1213.03        2500.00                 NaN            NaN            NaN   1.99473                 NaN   1.78325                 NaN   18.8380                 NaN   9.06618        46.3501                 NaN            NaN   18.1059        3.86190     
  1210.53        2500.00                 NaN            NaN            NaN   1.09138       0.857511        1.83102                 NaN   18.6804                 NaN   9.10141        46.5155                 NaN            NaN   18.1724        3.75037     
  1208.02        2500.00                 NaN            NaN            NaN   2.02121                 NaN   1.79105                 NaN   18.5924                 NaN   9.01486        46.7064                 NaN            NaN   18.2217        3.65236     
  1205.51        2500.00                 NaN            NaN            NaN   2.12068                 NaN   1.81017                 NaN   18.4940                 NaN   9.08232        46.7662                 NaN            NaN   18.1530        3.57367     
  1203.01        2500.00                 NaN            NaN            NaN   2.10863                 NaN   1.81098                 NaN   18.5036                 NaN   9.09191        46.8236                 NaN            NaN   18.1890        3.47221     
  1200.50        2500.00                 NaN            NaN            NaN   2.10492                 NaN   1.81583                 NaN   18.5004                 NaN   9.14591        46.8374                 NaN            NaN   18.2172        3.37831     
  1197.99        2500.00                 NaN            NaN            NaN   2.12287                 NaN   1.80093                 NaN   18.5354                 NaN   9.19325        46.8460                 NaN            NaN   18.2398        3.26169     
  1195.49        2500.00                 NaN            NaN            NaN   2.14309                 NaN   1.79626                 NaN   18.5161                 NaN   9.15411        46.9576                 NaN            NaN   18.2745        3.15839     
  1192.98        2500.00                 NaN            NaN            NaN   2.13903                 NaN   1.79901                 NaN   18.5336                 NaN   9.19460        47.0172                 NaN            NaN   18.3051        3.01138     
  1190.48        2500.00                 NaN            NaN            NaN   2.16309                 NaN   1.77840                 NaN   18.5842                 NaN   9.21517        47.0227                 NaN            NaN   18.3265        2.90990     
  1187.97        2500.00                 NaN            NaN            NaN   2.17259                 NaN   1.77087                 NaN   18.6035                 NaN   9.23880        47.0668                 NaN            NaN   18.3530        2.79448     
  1185.46        2500.00                 NaN            NaN            NaN   2.11301                 NaN   1.76325                 NaN   18.6222                 NaN   9.25559        47.1100                 NaN            NaN   18.4594        2.67660     
  1182.96        2500.00                 NaN            NaN            NaN   2.05507       0.185126E-001   1.75885                 NaN   18.6157                 NaN   9.30867        47.1305                 NaN            NaN   18.5445        2.56815     
  1180.45        2500.00                 NaN            NaN            NaN   2.18286                 NaN   1.77529                 NaN   18.5652                 NaN   9.28724        47.3136                 NaN            NaN   18.4582        2.41764     
  1177.94        2500.00                 NaN            NaN            NaN   2.16700                 NaN   1.77310                 NaN   18.5667                 NaN   9.29918        47.3854                 NaN            NaN   18.5200        2.28863     
  1175.44        2500.00                 NaN            NaN            NaN   2.15086                 NaN   1.77114                 NaN   18.5653                 NaN   9.31009        47.4624                 NaN            NaN   18.5811        2.15917     
  1172.93        2500.00                 NaN            NaN            NaN   2.14215                 NaN   1.69671                 NaN   18.9785                 NaN   9.40086        47.2467                 NaN            NaN   18.5945        1.94057     
  1170.43        2500.00                 NaN            NaN            NaN   2.18403                 NaN   1.75616                 NaN   18.6043                 NaN   9.35448        47.5771                 NaN            NaN   18.6237        1.90011     
  1167.92        2500.00                 NaN            NaN            NaN   2.13047                 NaN   1.70532                 NaN   18.9828                 NaN   9.42924        47.3982                 NaN            NaN   18.6709        1.68302     
  1165.41        2500.00                 NaN            NaN            NaN   2.14955                 NaN   1.74342                 NaN   18.6176                 NaN   9.38823        47.7384                 NaN            NaN   18.7871        1.57572     
  1162.91        2500.00                 NaN            NaN            NaN   2.32743                 NaN   1.40517                 NaN   18.9932                 NaN   9.52552        47.3005       0.166498                 NaN   18.7983        1.48343     
  1160.40        2500.00                 NaN            NaN            NaN   2.11905       0.480358E-004   1.75018                 NaN   18.6524                 NaN   9.43253        47.8793                 NaN            NaN   18.8615        1.30497     
  1157.89        2500.00                 NaN            NaN            NaN   3.13479                 NaN            NaN            NaN   18.7116                 NaN   9.73736        46.4890        1.04833                 NaN   19.2230        1.65599     
  1155.39        2500.00                 NaN            NaN            NaN   3.11055                 NaN            NaN            NaN   18.7601                 NaN   9.70537        46.5636        1.06227                 NaN   19.2489        1.54916     
  1152.88        2500.00                 NaN            NaN            NaN   3.14759                 NaN            NaN            NaN   18.7323                 NaN   9.76690        46.6453        1.04472                 NaN   19.2922        1.37107     
  1150.38        2500.00                 NaN            NaN            NaN   3.15232                 NaN            NaN            NaN   18.7365                 NaN   9.77413        46.7407        1.04535                 NaN   19.3318        1.21908     
  1147.87        2500.00                 NaN            NaN            NaN   3.15937                 NaN            NaN            NaN   18.7499                 NaN   9.79247        46.8126        1.04253                 NaN   19.3641        1.07896     
  1145.36        2500.00                 NaN            NaN            NaN   3.16329                 NaN            NaN            NaN   18.7687                 NaN   9.80934        46.8886        1.04016                 NaN   19.4007       0.929236     
  1142.86        2500.00                 NaN            NaN            NaN   3.17083                 NaN            NaN            NaN   18.7709                 NaN   9.82377        46.9764        1.03982                 NaN   19.4384       0.779893     
  1140.35        2500.00                 NaN            NaN            NaN   3.17602                 NaN            NaN            NaN   18.7806                 NaN   9.83617        47.0637        1.03817                 NaN   19.4764       0.628957     
  1137.84        2500.00                 NaN            NaN            NaN   3.18084                 NaN            NaN            NaN   18.7948                 NaN   9.84790        47.1455        1.03688                 NaN   19.5136       0.480440     
  1135.34        2500.00                 NaN            NaN            NaN   3.18279                 NaN            NaN            NaN   18.8188                 NaN   9.86419        47.2264        1.03335                 NaN   19.5548       0.319678     
