|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1303.30        2500.00        99.1817                 NaN  0.104429                 NaN  0.416994                 NaN            NaN            NaN  0.268602       0.282512E-001            NaN            NaN
  1301.81        2500.00        99.1919                 NaN  0.103527                 NaN  0.411846                 NaN            NaN            NaN  0.265131       0.276364E-001            NaN            NaN
  1300.32        2500.00        80.2896                 NaN  0.995800                 NaN   3.82869                 NaN            NaN            NaN   2.81665       0.410427        11.6588                 NaN
  1298.82        2500.00        74.2653                 NaN   1.30084                 NaN   4.97220                 NaN            NaN            NaN   3.62980       0.519644        15.3122                 NaN
  1297.33        2500.00        77.5437                 NaN   1.13894                 NaN   4.43260                 NaN            NaN            NaN   3.18431       0.443535        13.2569                 NaN
  1295.83        2500.00        80.4383                 NaN  0.986423                 NaN   3.94743                 NaN            NaN            NaN   2.78821       0.378769        11.4609                 NaN
  1294.34        2500.00        82.8930                 NaN  0.850370                 NaN   3.53137                 NaN            NaN            NaN   2.45049       0.325308        9.94943                 NaN
  1292.85        2500.00        78.9304                 NaN   1.28833                 NaN   4.07080                 NaN            NaN            NaN   3.15603       0.430787        12.1236                 NaN
  1291.35        2500.00        93.7954                 NaN  0.184221                 NaN   1.48342                 NaN            NaN            NaN  0.749128       0.861312E-001   3.70172                 NaN
  1289.86        2500.00        85.0265                 NaN  0.724404                 NaN   3.11648                 NaN            NaN            NaN   2.18909       0.281447        8.66212                 NaN
  1288.36        2500.00        92.9270                 NaN  0.269999                 NaN   1.75415                 NaN            NaN            NaN   1.00999       0.121470        3.91742                 NaN
  1286.87        2500.00        90.7144                 NaN  0.379033                 NaN   2.16929                 NaN            NaN            NaN   1.35607       0.163316        5.21786                 NaN
  1285.38        2500.00        91.2595                 NaN  0.347586                 NaN   2.00701                 NaN            NaN            NaN   1.29000       0.154440        4.94145                 NaN
  1283.88        2500.00        91.9140                 NaN  0.529474                 NaN   1.40098                 NaN            NaN            NaN   1.25268       0.166013        4.73687                 NaN
  1282.39        2500.00        92.3414                 NaN  0.499775E-004            NaN   2.05972                 NaN            NaN            NaN   1.17878       0.125296        4.29473                 NaN
  1280.89        2500.00        92.5869                 NaN  0.584331E-004            NaN   2.71967                 NaN            NaN            NaN  0.938658       0.858526E-001   3.66885                 NaN
  1279.40        2500.00        92.1245                 NaN  0.283619                 NaN   1.83696                 NaN            NaN            NaN   1.19419       0.134865        4.42589                 NaN
  1277.90        2500.00        82.7717                 NaN  0.850887                 NaN   3.36153                 NaN            NaN            NaN   2.75235       0.296830        9.96666                 NaN
  1276.41        2500.00       100.0000                 NaN  0.361724E-005            NaN  0.436969E-005            NaN            NaN            NaN  0.476301E-005            NaN  0.149352E-004            NaN
  1274.92        2500.00        99.9998                 NaN  0.433136E-005            NaN  0.520612E-004            NaN            NaN            NaN  0.313404E-004  0.341743E-005  0.111862E-003            NaN
  1273.42        2500.00        86.9992                 NaN            NaN            NaN   3.51422                 NaN            NaN            NaN   1.94680       0.204887        7.33493                 NaN
  1271.93        2500.00       100.0000                 NaN  0.224828E-005            NaN  0.161556E-005            NaN            NaN            NaN  0.141780E-005            NaN            NaN            NaN
  1270.43        2500.00       100.0000                 NaN            NaN            NaN  0.317925E-005            NaN            NaN            NaN  0.272976E-005            NaN  0.133244E-004            NaN
  1268.94        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.282698E-005            NaN
  1267.45        2500.00        92.9876                 NaN            NaN            NaN   2.37049                 NaN            NaN            NaN   1.04324       0.764602E-001   3.52221                 NaN
  1265.95        2500.00        95.5768                 NaN            NaN            NaN   1.38824       0.223882E-001            NaN            NaN  0.652912       0.548960E-001   2.30477                 NaN
  1264.46        2500.00        99.9999                 NaN  0.220031E-005            NaN  0.251947E-004            NaN            NaN            NaN  0.914985E-005            NaN  0.275094E-004            NaN
  1262.96        2500.00        95.1479                 NaN            NaN            NaN   1.81789                 NaN            NaN            NaN  0.677869       0.495548E-001   2.30675                 NaN
  1261.47        2500.00        93.6502                 NaN            NaN            NaN  0.766408        1.06503                 NaN            NaN  0.904942       0.103503        3.50994                 NaN
  1259.98        2500.00        94.7510                 NaN            NaN            NaN   2.69253                 NaN            NaN            NaN  0.695655       0.288331E-002   1.85795                 NaN
  1258.48        2500.00        96.5822                 NaN            NaN            NaN  0.705322                 NaN            NaN            NaN  0.469801       0.658718E-001   2.17680                 NaN
  1256.99        2500.00        97.8745                 NaN            NaN            NaN  0.830540                 NaN            NaN            NaN  0.340152       0.319027E-001  0.922887                 NaN
  1255.49        2500.00        97.3426                 NaN            NaN            NaN  0.821838                 NaN            NaN            NaN  0.365987       0.304036E-001   1.43913                 NaN
  1254.00        2500.00        97.5743                 NaN            NaN            NaN  0.521558                 NaN            NaN            NaN  0.279135       0.613427E-001   1.56369                 NaN
  1252.50        2500.00        96.3031                 NaN            NaN            NaN   1.16681                 NaN            NaN            NaN  0.582428       0.319143E-001   1.91574                 NaN
  1251.01        2500.00        98.9112                 NaN            NaN            NaN  0.242959                 NaN            NaN            NaN  0.145897       0.401280E-001  0.659841                 NaN
  1249.52        2500.00        94.0706                 NaN            NaN            NaN   1.78853       0.333468E-001            NaN            NaN  0.869138       0.618634E-001   3.17650                 NaN
  1248.02        2500.00        99.1971                 NaN            NaN            NaN  0.213381       0.160762E-005            NaN            NaN  0.152299       0.130747E-001  0.424168                 NaN
  1246.53        2500.00        98.9444                 NaN            NaN            NaN  0.358921       0.359749E-002            NaN            NaN  0.820593E-001  0.175891E-001  0.593427                 NaN
  1245.03        2500.00        98.9231                 NaN            NaN            NaN  0.183956       0.337431E-001            NaN            NaN  0.249516       0.965648E-002  0.600063                 NaN
  1243.54        2500.00        97.5874                 NaN            NaN            NaN  0.116073       0.559836                 NaN            NaN  0.334076       0.369466E-001   1.36565                 NaN
  1242.05        2500.00        93.9834                 NaN            NaN            NaN  0.989500       0.793868E-004            NaN            NaN  0.625100       0.297666E-001   2.63646        1.73571     
  1240.55        2500.00        84.2974                 NaN            NaN            NaN   2.24793       0.313144                 NaN            NaN   1.59715       0.778330E-001   6.55577        4.91076     
  1239.06        2500.00        82.1803                 NaN            NaN            NaN   1.09210                 NaN            NaN            NaN   1.25036       0.217938        8.68082        6.57848     
  1237.56        2500.00        91.2803                 NaN            NaN            NaN   2.81847       0.475297E-001            NaN            NaN   1.06524       0.242370E-001   2.90551        1.85873     
  1236.07        2500.00        89.9525                 NaN            NaN            NaN  0.733849                 NaN            NaN            NaN  0.945652       0.109888        3.39286        4.86528     
  1234.58        2500.00        66.9846                 NaN            NaN            NaN   4.83096       0.326818                 NaN            NaN   3.06307       0.112870        15.4719        9.20987     
  1233.08        2500.00        85.9353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.543118       0.177725        7.27595        6.06790     
  1231.59        2500.00        92.8356                 NaN            NaN            NaN   1.64730        1.67479                 NaN            NaN   1.37408                 NaN   2.46825                 NaN
  1230.09        2500.00                 NaN            NaN            NaN            NaN  0.665863        10.9739       0.609774E-005            NaN   8.31191       0.591048        46.3130        33.1443     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   5.89857        5.65160                 NaN            NaN   8.22642       0.611286        46.4857        33.1264     
  1227.10        2500.00                 NaN            NaN            NaN            NaN   5.93333        5.61793                 NaN            NaN   8.22995       0.610845        46.4804        33.1275     
  1225.61        2500.00                 NaN            NaN            NaN            NaN   5.96974        5.58268       0.235283E-005            NaN   8.23345       0.610396        46.4751        33.1286     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   6.00353        5.55007       0.232751E-005            NaN   8.23711       0.609932        46.4696        33.1297     
  1222.62        2500.00                 NaN            NaN            NaN            NaN   6.03423        5.52056       0.230834E-005            NaN   8.24075       0.609475        46.4641        33.1309     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   6.06751        5.48847                 NaN            NaN   8.24439       0.609025        46.4586        33.1320     
  1219.63        2500.00                 NaN            NaN            NaN            NaN   3.28623        8.16219                 NaN            NaN   8.16944       0.627235        46.6432        33.1117     
  1218.14        2500.00                 NaN            NaN            NaN            NaN   2.31946        7.62017        1.54406                 NaN   8.19749       0.620837        46.5784        33.1196     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   2.29629        7.63974        1.54924                 NaN   8.20199       0.620271        46.5717        33.1208     
  1215.15        2500.00                 NaN            NaN            NaN            NaN   2.56692        7.82089        1.08877                 NaN   8.19917       0.621568        46.5828        33.1198     
  1213.66        2500.00                 NaN            NaN            NaN            NaN   2.15707        7.60334        1.73225                 NaN   8.21350       0.618435        46.5515        33.1239     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   5.38294        6.22680                 NaN            NaN   8.21622       0.597977        46.4218        33.1543     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   6.13531        5.44489       0.289858E-005            NaN   8.25785       0.603853        46.4098        33.1483     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   3.18483       0.250680E-005   8.27383                 NaN   8.20065       0.623521        46.5976        33.1196     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   2.12038        7.68899        1.68917                 NaN   8.22998       0.616284        46.5266        33.1285     
  1206.19        2500.00                 NaN            NaN            NaN            NaN   6.23179        5.35257       0.106739E-005            NaN   8.26749       0.602310        46.3942        33.1517     
  1204.69        2500.00                 NaN            NaN            NaN            NaN  0.467348        11.1805                 NaN            NaN   8.37476       0.586464        46.2331        33.1578     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   6.37414        5.20781       0.287178E-005            NaN   8.28475       0.600656        46.3860        33.1466     
  1201.70        2500.00                 NaN            NaN            NaN            NaN   6.32751        5.26075                 NaN            NaN   8.27782       0.600796        46.3780        33.1551     
  1200.21        2500.00                 NaN            NaN            NaN            NaN   5.23035        6.35912                 NaN            NaN   8.28118       0.600323        46.3728        33.1562     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   5.20354        6.38736                 NaN            NaN   8.28460       0.599811        46.3673        33.1574     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   6.41490        5.17748       0.119889E-005            NaN   8.28804       0.599299        46.3617        33.1586     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   2.28051        7.96979        1.25270                 NaN   8.25793       0.613212        46.4898        33.1361     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   2.27509        7.98615        1.24261                 NaN   8.26140       0.612886        46.4847        33.1372     
  1192.74        2500.00                 NaN            NaN            NaN            NaN   6.50423        5.09233       0.352585E-005            NaN   8.29866       0.597719        46.3450        33.1621     
  1191.25        2500.00                 NaN            NaN            NaN            NaN   2.49388        8.10678       0.898970                 NaN   8.26137       0.613174        46.4869        33.1389     
  1189.75        2500.00                 NaN            NaN            NaN            NaN   5.03785        6.56166                 NaN            NaN   8.30556       0.596652        46.3338        33.1644     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   5.01071        6.59031                 NaN            NaN   8.30905       0.596115        46.3282        33.1656     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   2.23756        8.07331        1.20112                 NaN   8.28169       0.610072        46.4532        33.1431     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   2.49938        8.19395       0.811395                 NaN   8.27678       0.611116        46.4642        33.1432     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   2.48420        8.19959       0.823167                 NaN   8.28089       0.610459        46.4571        33.1446     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   2.47221        8.22156       0.814894                 NaN   8.28504       0.609874        46.4507        33.1458     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   2.44977        8.22982       0.831380                 NaN   8.28935       0.609186        46.4434        33.1471     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   2.21230        8.16401        1.14420                 NaN   8.30184       0.607161        46.4213        33.1492     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   5.04150        6.59689                 NaN            NaN   8.31607       0.597605        46.2626        33.1854     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   1.85217        9.84429                 NaN            NaN   8.43734       0.572296        46.1082        33.1857     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   2.40022        8.27076       0.847843                 NaN   8.30595       0.606584        46.4167        33.1520     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   2.34714        8.25814       0.917619                 NaN   8.31000       0.605503        46.4078        33.1538     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   2.37798        8.29335       0.851869                 NaN   8.31342       0.605281        46.4035        33.1546     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   2.36532        8.30447       0.852241                 NaN   8.32199       0.605500        46.3962        33.1543     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   2.26942        8.32513       0.934835                 NaN   8.32765       0.603553        46.3824        33.1570     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   2.32559        8.32659       0.874605                 NaN   8.33062       0.604180        46.3811        33.1573     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   2.32261        8.34446       0.861553                 NaN   8.33451       0.603560        46.3748        33.1585     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   2.35339        8.38218       0.793618                 NaN   8.33780       0.603100        46.3704        33.1595     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   2.31066        8.37430       0.847464                 NaN   8.34239       0.602308        46.3618        33.1610     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   2.31448        8.39161       0.827937                 NaN   8.34602       0.601695        46.3560        33.1622     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   2.31579        8.41072       0.809247                 NaN   8.35011       0.601095        46.3496        33.1634     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   2.30405        8.42046       0.813680                 NaN   8.35380       0.600383        46.3428        33.1648     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   2.29424        8.43184       0.814220                 NaN   8.35817       0.599728        46.3357        33.1661     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   2.29125        8.44627       0.804557                 NaN   8.36196       0.599070        46.3295        33.1674     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   2.27866        8.45413       0.811755                 NaN   8.36578       0.598360        46.3226        33.1688     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   2.21892        8.48155       0.850388                 NaN   8.37091       0.596579        46.3106        33.1710     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   2.25249        8.47001       0.826869                 NaN   8.37444       0.596903        46.3078        33.1715     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   2.18514        8.49466       0.876338                 NaN   8.37987       0.595009        46.2951        33.1739     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   2.15405        8.49095       0.914284                 NaN   8.38359       0.594240        46.2874        33.1755     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   2.21242        8.49117       0.853131                 NaN   8.38601       0.594776        46.2867        33.1758     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   2.15764        8.52064       0.884784                 NaN   8.39114       0.592976        46.2748        33.1780     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   2.13994        8.52382       0.901857                 NaN   8.39520       0.592247        46.2675        33.1795     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   2.14673        8.54110       0.879801                 NaN   8.39896       0.591587        46.2611        33.1808     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   2.09084        8.48362       0.994618                 NaN   8.40349       0.591519        46.2540        33.1819     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   4.09753        7.56116       0.204584E-005            NaN   8.44960       0.576397        46.1127        33.2026     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   4.08167        7.57931       0.664160E-005            NaN   8.45333       0.575724        46.1059        33.2040     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   7.59723        4.06602       0.344452E-004            NaN   8.45704       0.575048        46.0992        33.2055     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   7.61489        4.05022       0.498553E-003            NaN   8.46076       0.574369        46.0924        33.2069     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   3.90886        7.83884                 NaN            NaN   8.52841       0.555845        45.9457        33.2224     
  1131.48        2500.00                 NaN            NaN            NaN            NaN   7.64281        4.02738                 NaN            NaN   8.46788       0.573119        46.0790        33.2098     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   4.01679        7.73558                 NaN            NaN   8.53414       0.554645        45.9335        33.2253     
  1128.49        2500.00                 NaN            NaN            NaN            NaN   2.66807       0.367740E-004   8.89673                 NaN   8.42308       0.588984        46.2350        33.1881     
  1127.00        2500.00                 NaN            NaN            NaN            NaN   2.66307       0.660814E-004   8.90391                 NaN   8.42685       0.588314        46.2283        33.1895     
  1125.51        2500.00                 NaN            NaN            NaN            NaN   2.02184        9.74546                 NaN            NaN   8.55213       0.550626        45.9059        33.2241     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   4.19460        7.56734                 NaN            NaN   8.54742       0.551915        45.9077        33.2311     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   7.74176        3.94282                 NaN            NaN   8.49015       0.568912        46.0378        33.2185     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   7.75675        3.93029                 NaN            NaN   8.49382       0.568206        46.0309        33.2200     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   7.76698        3.92252                 NaN            NaN   8.49664       0.567525        46.0248        33.2215     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   2.63707        8.94397                 NaN            NaN   8.44972       0.584123        46.1872        33.1979     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   7.78681        3.90771                 NaN            NaN   8.50407       0.566064        46.0107        33.2246     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   2.62471        8.95563       0.573436E-002            NaN   8.45753       0.582679        46.1726        33.2011     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   2.62057        8.96049       0.747214E-002            NaN   8.46133       0.581967        46.1655        33.2027     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   2.61346        8.96625       0.114453E-001            NaN   8.46525       0.581199        46.1583        33.2041     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   2.61156        8.96758       0.141366E-001            NaN   8.46870       0.580581        46.1519        33.2055     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   2.60186        8.96974       0.244115E-001            NaN   8.47249       0.579853        46.1445        33.2071     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   2.58916        8.97705       0.329295E-001            NaN   8.47672       0.578969        46.1365        33.2087     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   2.61008       0.250167E-005   8.99062                 NaN   8.48004       0.578411        46.1308        33.2100     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   2.53730        8.94737       0.122523                 NaN   8.48562       0.577101        46.1178        33.2123     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   7.88490       0.142308        3.69291       0.194556E-005   8.53747       0.559560        45.9438        33.2390     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   2.52416        8.93864       0.150031                 NaN   8.49325       0.575573        46.1028        33.2156     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   7.86215       0.399953        3.46404       0.184689E-003   8.54602       0.557735        45.9280        33.2419     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   7.02625        4.73708                 NaN            NaN   8.56043       0.554540        45.8714        33.2503     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   7.86796        3.85408                 NaN            NaN   8.54701       0.558562        45.9290        33.2434     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   7.87492        3.84991                 NaN            NaN   8.55052       0.557838        45.9218        33.2450     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   7.88686        3.84082                 NaN            NaN   8.55414       0.557083        45.9145        33.2466     
  1092.63        2500.00                 NaN            NaN            NaN            NaN   7.89437        3.83615                 NaN            NaN   8.55768       0.556344        45.9072        33.2482     
  1091.14        2500.00                 NaN            NaN            NaN            NaN   7.90933        3.82407                 NaN            NaN   8.56136       0.555571        45.8998        33.2499     
  1089.65        2500.00                 NaN            NaN            NaN            NaN   7.91842        3.81787                 NaN            NaN   8.56493       0.554817        45.8925        33.2515     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   7.92973        3.80951                 NaN            NaN   8.56855       0.554048        45.8850        33.2531     
  1086.66        2500.00                 NaN            NaN            NaN            NaN   7.85631        3.88440                 NaN            NaN   8.56969       0.553194        45.8835        33.2530     
  1085.16        2500.00                 NaN            NaN            NaN            NaN   7.85519        3.88818                 NaN            NaN   8.57283       0.552470        45.8768        33.2545     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   7.86800        3.87820                 NaN            NaN   8.57643       0.551689        45.8696        33.2561     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   7.87650        3.87264       0.224501E-005            NaN   8.57994       0.550919        45.8624        33.2576     
  1080.68        2500.00                 NaN            NaN            NaN            NaN   7.87693        3.87513       0.221182E-005            NaN   8.58344       0.550173        45.8551        33.2592     
  1079.19        2500.00                 NaN            NaN            NaN            NaN   7.87766        3.87714       0.223214E-005            NaN   8.58691       0.549437        45.8481        33.2607     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   7.88502        3.87272       0.220150E-005            NaN   8.59024       0.548650        45.8410        33.2624     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   7.89111        3.86983       0.224256E-005            NaN   8.59415       0.547800        45.8331        33.2640     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   7.89344        3.86990                 NaN            NaN   8.59688       0.547187        45.8271        33.2655     
  1073.21        2500.00                 NaN            NaN            NaN            NaN   7.89632        3.87007       0.209655E-005            NaN   8.60053       0.546379        45.8195        33.2672     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   7.89945        3.86964       0.207357E-005            NaN   8.60388       0.545662        45.8127        33.2687     
  1070.22        2500.00                 NaN            NaN            NaN            NaN   7.90122        3.87079                 NaN            NaN   8.60730       0.544864        45.8054        33.2704     
  1068.73        2500.00                 NaN            NaN            NaN            NaN   7.90250        3.87238                 NaN            NaN   8.61077       0.544151        45.7982        33.2720     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   7.90270        3.87518                 NaN            NaN   8.61394       0.543360        45.7912        33.2736     
  1065.74        2500.00                 NaN            NaN            NaN            NaN   7.90277        3.87804                 NaN            NaN   8.61720       0.542611        45.7841        33.2753     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   7.90962        3.87397                 NaN            NaN   8.62071       0.541857        45.7770        33.2768     
  1062.75        2500.00                 NaN            NaN            NaN            NaN   7.91568        3.87105                 NaN            NaN   8.62411       0.541051        45.7696        33.2785     
  1061.26        2500.00                 NaN            NaN            NaN            NaN   7.91530        3.87438                 NaN            NaN   8.62746       0.540276        45.7625        33.2801     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   7.91725        3.87541                 NaN            NaN   8.63082       0.539518        45.7552        33.2818     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   7.91847        3.87725       0.124841E-005            NaN   8.63431       0.538727        45.7478        33.2834     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   7.91877        3.87988                 NaN            NaN   8.63742       0.537987        45.7409        33.2851     
  1055.28        2500.00                 NaN            NaN            NaN            NaN   7.91930        3.88236                 NaN            NaN   8.64097       0.537222        45.7335        33.2867     
  1053.79        2500.00                 NaN            NaN            NaN            NaN   7.92265        3.88212                 NaN            NaN   8.64447       0.536403        45.7260        33.2883     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   7.92265        3.88514                 NaN            NaN   8.64779       0.535634        45.7188        33.2900     
  1050.80        2500.00                 NaN            NaN            NaN            NaN   7.92477        3.88591                 NaN            NaN   8.65088       0.534900        45.7119        33.2916     
  1049.31        2500.00                 NaN            NaN            NaN            NaN   7.92655        3.88722                 NaN            NaN   8.65431       0.534099        45.7045        33.2933     
  1047.81        2500.00                 NaN            NaN            NaN            NaN   7.92641        3.89052                 NaN            NaN   8.65756       0.533327        45.6972        33.2950     
  1046.32        2500.00                 NaN            NaN            NaN            NaN   7.92367        3.89618                 NaN            NaN   8.66101       0.532560        45.6900        33.2966     
  1044.82        2500.00                 NaN            NaN            NaN            NaN   7.92201        3.90094                 NaN            NaN   8.66408       0.531806        45.6828        33.2983     
  1043.33        2500.00                 NaN            NaN            NaN            NaN   7.92156        3.90458                 NaN            NaN   8.66749       0.530976        45.6754        33.3000     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   7.91984        3.90930                 NaN            NaN   8.67060       0.530268        45.6683        33.3017     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   7.91995        3.91200       0.353114E-003            NaN   8.67400       0.529481        45.6608        33.3034     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   7.91858        3.91678                 NaN            NaN   8.67718       0.528719        45.6536        33.3051     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   7.91780        3.92073       0.647030E-005            NaN   8.68053       0.527959        45.6461        33.3069     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   7.91665        3.92497                 NaN            NaN   8.68375       0.527167        45.6390        33.3085     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   7.91735        3.92747                 NaN            NaN   8.68736       0.526376        45.6312        33.3102     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   7.91548        3.93244                 NaN            NaN   8.69035       0.525619        45.6242        33.3119     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   7.91425        3.93675       0.897141E-004            NaN   8.69361       0.524825        45.6169        33.3136     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   7.91358        3.94061       0.902378E-004            NaN   8.69689       0.524041        45.6095        33.3153     
  1028.39        2500.00                 NaN            NaN            NaN            NaN   7.91265        3.94468       0.907421E-004            NaN   8.70019       0.523266        45.6021        33.3170     
  1026.89        2500.00                 NaN            NaN            NaN            NaN   7.90789        3.95273       0.910224E-004            NaN   8.70333       0.522511        45.5946        33.3189     
  1025.40        2500.00                 NaN            NaN            NaN            NaN   7.90663        3.95711       0.915252E-004            NaN   8.70669       0.521709        45.5873        33.3205     
  1023.91        2500.00                 NaN            NaN            NaN            NaN   7.90910        3.95789       0.920166E-004            NaN   8.70979       0.520959        45.5799        33.3222     
  1022.41        2500.00                 NaN            NaN            NaN            NaN   7.90547        3.96473       0.924239E-004            NaN   8.71328       0.520130        45.5724        33.3239     
  1020.92        2500.00                 NaN            NaN            NaN            NaN   7.90413        3.96973       0.927599E-004            NaN   8.71683       0.519296        45.5641        33.3258     
  1019.42        2500.00                 NaN            NaN            NaN            NaN   7.90270        3.97405       0.932465E-004            NaN   8.71981       0.518568        45.5573        33.3275     
  1017.93        2500.00                 NaN            NaN            NaN            NaN   7.90114        3.97868       0.936504E-004            NaN   8.72294       0.517807        45.5502        33.3292     
  1016.44        2500.00                 NaN            NaN            NaN            NaN   7.89947        3.98373       0.940409E-004            NaN   8.72609       0.517032        45.5426        33.3310     
  1014.94        2500.00                 NaN            NaN            NaN            NaN   7.89706        3.98958                 NaN            NaN   8.72969       0.516191        45.5348        33.3327     
  1013.45        2500.00                 NaN            NaN            NaN            NaN   7.89273        3.99715       0.178235E-005            NaN   8.73253       0.515472        45.5276        33.3345     
  1011.95        2500.00                 NaN            NaN            NaN            NaN   7.89154        4.00163       0.122693E-003            NaN   8.73584       0.514676        45.5199        33.3363     
  1010.46        2500.00                 NaN            NaN            NaN            NaN   7.89010        4.00619       0.120136E-003            NaN   8.73934       0.513820        45.5124        33.3380     
  1008.96        2500.00                 NaN            NaN            NaN            NaN   7.88901        4.01087                 NaN            NaN   8.74255       0.513063        45.5047        33.3398     
