|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           O(HP)          an             San(TH)        San(TH)        ilm            q             
  1226.61        500.000                 NaN   95.6990                 NaN  0.724840                 NaN            NaN            NaN            NaN  0.429557        3.01905                 NaN  0.127572                 NaN
  1225.57        500.000                 NaN   99.7999                 NaN  0.230750E-002            NaN            NaN            NaN            NaN  0.252382E-002  0.192261                 NaN  0.298874E-002            NaN
  1224.52        500.000                 NaN   99.9540                 NaN  0.204421E-001            NaN            NaN            NaN            NaN  0.190699E-001            NaN            NaN  0.644107E-002            NaN
  1223.48        500.000                 NaN   98.5966                 NaN  0.841139E-001  0.132559                 NaN            NaN            NaN  0.120748        1.02928                 NaN  0.366568E-001            NaN
  1222.43        500.000                 NaN   96.8246                 NaN  0.489349                 NaN            NaN            NaN            NaN  0.294162        2.29337                 NaN  0.984748E-001            NaN
  1221.39        500.000                 NaN   99.7150                 NaN  0.409185E-001            NaN            NaN            NaN            NaN  0.269040E-001  0.209468                 NaN  0.768094E-002            NaN
  1220.34        500.000                 NaN   99.9247                 NaN  0.175031E-001            NaN            NaN            NaN            NaN  0.101837E-001  0.426802E-001            NaN  0.498072E-002            NaN
  1219.30        500.000                 NaN   99.7403                 NaN  0.363227E-001            NaN            NaN            NaN            NaN  0.260539E-001  0.190299                 NaN  0.704594E-002            NaN
  1218.26        500.000                 NaN   99.7521                 NaN  0.397945E-001            NaN            NaN            NaN            NaN  0.206222E-001  0.179623                 NaN  0.783436E-002            NaN
  1217.21        500.000                 NaN   99.9014                 NaN            NaN            NaN            NaN            NaN            NaN  0.653586E-002  0.919315E-001            NaN  0.836371E-004            NaN
  1216.17        500.000                 NaN   99.9916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.821279E-002            NaN  0.179767E-003            NaN
  1215.12        500.000                 NaN   96.7112                 NaN  0.512660                 NaN            NaN            NaN            NaN  0.317832        2.36875                 NaN  0.895894E-001            NaN
  1214.08        500.000                 NaN   95.7362                 NaN  0.643600                 NaN            NaN            NaN            NaN  0.420533        3.09521                 NaN  0.104453                 NaN
  1213.03        500.000                 NaN   99.9998                 NaN  0.112139E-003            NaN            NaN            NaN            NaN  0.611301E-004            NaN            NaN            NaN            NaN
  1211.99        500.000                 NaN   99.9995                 NaN            NaN            NaN            NaN            NaN            NaN  0.134982E-004  0.480158E-003  0.270033E-004  0.120809E-004            NaN
  1210.95        500.000                 NaN   99.9999                 NaN  0.726583E-005            NaN            NaN            NaN            NaN  0.660870E-004            NaN            NaN  0.136509E-005            NaN
  1209.90        500.000                 NaN   99.9947                 NaN  0.379988E-003  0.751480E-003            NaN            NaN            NaN  0.157400E-002  0.245681E-002            NaN  0.158663E-003            NaN
  1208.86        500.000                 NaN   99.9606                 NaN  0.442594E-002  0.239855E-002            NaN            NaN            NaN  0.357825E-002  0.282531E-001            NaN  0.732077E-003            NaN
  1207.81        500.000                 NaN   99.8691                 NaN  0.179432E-001            NaN            NaN            NaN            NaN  0.100610E-001  0.991812E-001            NaN  0.371330E-002            NaN
  1206.77        500.000                 NaN   96.5200                 NaN  0.531547                 NaN            NaN            NaN            NaN  0.316766        2.54253                 NaN  0.891940E-001            NaN
  1205.72        500.000                 NaN   99.8268                 NaN  0.190190E-001            NaN            NaN            NaN            NaN  0.132189E-001  0.137063                 NaN  0.387601E-002            NaN
  1204.68        500.000                 NaN   99.2090                 NaN  0.120668                 NaN            NaN            NaN            NaN  0.842672E-001  0.571937                 NaN  0.141547E-001            NaN
  1203.64        500.000                 NaN   99.9487                 NaN  0.264274E-001            NaN            NaN            NaN            NaN  0.195776E-001            NaN            NaN  0.532576E-002            NaN
  1202.59        500.000                 NaN   97.7702                 NaN  0.167937       0.930383E-001            NaN            NaN            NaN  0.193083        1.72407                 NaN  0.516226E-001            NaN
  1201.55        500.000                 NaN  100.0000                 NaN  0.534990E-005            NaN            NaN            NaN            NaN  0.325201E-005  0.384864E-005            NaN            NaN  0.220299E-005
  1200.50        500.000                 NaN  100.0000                 NaN  0.275427E-005            NaN            NaN            NaN            NaN  0.149332E-005  0.247151E-004            NaN  0.677102E-006            NaN
  1199.46        500.000                 NaN   99.9998                 NaN  0.284256E-004            NaN            NaN            NaN            NaN  0.176039E-004  0.111049E-003            NaN  0.233066E-005            NaN
  1198.41        500.000                 NaN   83.9512                 NaN   1.00228       0.674265E-001            NaN            NaN            NaN   1.09989        8.08524                 NaN  0.173090        5.62086     
  1197.37        500.000                 NaN   99.9994                 NaN  0.294568E-005  0.284703E-004            NaN            NaN            NaN  0.388031E-004  0.271867E-003            NaN  0.454648E-005  0.244223E-003
  1196.33        500.000                 NaN   49.9523                 NaN   2.60095                 NaN            NaN            NaN            NaN   3.19206        22.9821                 NaN  0.367861        20.9047     
  1195.28        500.000                 NaN   58.6912                 NaN   2.26994                 NaN            NaN            NaN            NaN   2.64081        18.8399                 NaN  0.276896        17.2813     
  1194.24        500.000                 NaN   62.3215                 NaN   1.06994        1.08435                 NaN            NaN            NaN   2.40958        17.0782                 NaN  0.234701        15.8018     
  1193.19        500.000                 NaN   18.0968                 NaN   4.32965                 NaN            NaN  0.214549                 NaN   5.31568        36.7279                 NaN  0.443106        34.8723     
  1192.15        500.000                 NaN            NaN            NaN   5.55267                 NaN            NaN  0.293864                 NaN   6.43444        44.5350                 NaN  0.519562        42.6645     
  1191.10        500.000                 NaN            NaN            NaN   5.54778                 NaN            NaN  0.295405                 NaN   6.43502        44.5316                 NaN  0.518888        42.6714     
  1190.06        500.000                 NaN            NaN            NaN   5.57462                 NaN            NaN  0.290873                 NaN   6.43824        44.5205                 NaN  0.517655        42.6581     
  1189.02        500.000                 NaN            NaN            NaN   5.60222                 NaN            NaN  0.286681                 NaN   6.44515        44.5070                 NaN  0.514702        42.6442     
  1187.97        500.000                 NaN            NaN            NaN   5.63379                 NaN            NaN  0.281345                 NaN   6.44301        44.4968                 NaN  0.514948        42.6301     
  1186.93        500.000                 NaN            NaN            NaN   5.66219                 NaN            NaN  0.276377                 NaN   6.44695        44.4858                 NaN  0.513501        42.6152     
  1185.88        500.000                 NaN            NaN            NaN   5.68379                 NaN            NaN  0.272045                 NaN   6.45213        44.4772                 NaN  0.513033        42.6018     
  1184.84        500.000                 NaN            NaN            NaN   5.72028                 NaN            NaN  0.265680                 NaN   6.45638        44.4636                 NaN  0.511464        42.5826     
  1183.79        500.000                 NaN            NaN            NaN   5.75908                 NaN            NaN  0.258949                 NaN   6.46094        44.4490                 NaN  0.509779        42.5622     
  1182.75        500.000                 NaN            NaN            NaN   5.80007                 NaN            NaN  0.251820                 NaN   6.46580        44.4337                 NaN  0.507982        42.5406     
  1181.71        500.000                 NaN            NaN            NaN   5.84389                 NaN            NaN  0.244218                 NaN   6.47104        44.4173                 NaN  0.506044        42.5175     
  1180.66        500.000                 NaN            NaN            NaN   6.03024                 NaN            NaN  0.213303                 NaN   6.49573        44.3402                 NaN  0.497031        42.4235     
  1179.62        500.000                 NaN            NaN            NaN   5.94148                 NaN            NaN  0.227309                 NaN   6.48283        44.3807                 NaN  0.501681        42.4660     
  1178.57        500.000                 NaN            NaN            NaN   5.99638                 NaN            NaN  0.217803                 NaN   6.48952        44.3602                 NaN  0.499203        42.4369     
  1177.53        500.000                 NaN            NaN            NaN   6.05632                 NaN            NaN  0.207424                 NaN   6.49686        44.3379                 NaN  0.496483        42.4050     
  1176.48        500.000                 NaN            NaN            NaN   6.12232                 NaN            NaN  0.195993                 NaN   6.50496        44.3135                 NaN  0.493475        42.3698     
  1175.44        500.000                 NaN            NaN            NaN   6.19570                 NaN            NaN  0.183280                 NaN   6.51399        44.2864                 NaN  0.490120        42.3306     
  1174.40        500.000                 NaN            NaN            NaN   6.27820                 NaN            NaN  0.168975                 NaN   6.52414        44.2561                 NaN  0.486338        42.2863     
  1173.35        500.000                 NaN            NaN            NaN   6.37443                 NaN            NaN  0.152169                 NaN   6.53574        44.2217                 NaN  0.482021        42.2339     
  1172.31        500.000                 NaN            NaN            NaN   6.49073                 NaN            NaN  0.131606                 NaN   6.54906        44.1821                 NaN  0.477043        42.1694     
  1171.26        500.000                 NaN            NaN            NaN   6.62589                 NaN            NaN  0.107747                 NaN   6.56467        44.1361                 NaN  0.471203        42.0944     
  1170.22        500.000                 NaN            NaN            NaN   6.71151                 NaN            NaN  0.927448E-001            NaN   6.57528        44.1057                 NaN  0.467220        42.0475     
  1169.17        500.000                 NaN            NaN            NaN   6.98837                 NaN            NaN  0.434140E-001            NaN   6.60580        44.0155                 NaN  0.455731        41.8912     
  1168.13        500.000                 NaN            NaN            NaN   7.22172                 NaN            NaN  0.183476E-002            NaN   6.63188        43.9393                 NaN  0.445847        41.7594     
  1167.09        500.000                 NaN            NaN            NaN   3.74590        3.48256                 NaN            NaN            NaN   6.62941        43.9408                 NaN  0.446811        41.7545     
  1166.04        500.000                 NaN            NaN            NaN   2.35890        4.88312                 NaN            NaN            NaN   6.63952        43.9177                 NaN  0.443189        41.7576     
  1165.00        500.000                 NaN            NaN            NaN   1.39689        5.70754                 NaN  0.217972E-001            NaN   6.61718        43.9804                 NaN  0.451858        41.8243     
  1163.95        500.000                 NaN            NaN            NaN  0.865717        6.31400       0.848354E-006  0.876457E-002            NaN   6.62668        43.9524                 NaN  0.448321        41.7841     
  1162.91        500.000                 NaN            NaN            NaN  0.298471        6.93443                 NaN            NaN            NaN   6.63483        43.9291                 NaN  0.445383        41.7578     
  1161.86        500.000                 NaN            NaN            NaN   7.00397       0.245610                 NaN            NaN            NaN   6.64408        43.9027                 NaN  0.441432        41.7623     
  1160.82        500.000                 NaN            NaN            NaN   6.72961       0.490176                 NaN            NaN            NaN   6.62764        43.9477                 NaN  0.448473        41.7565     
  1159.78        500.000                 NaN            NaN            NaN   7.25408                 NaN            NaN            NaN            NaN   6.64897        43.8913                 NaN  0.440656        41.7650     
  1158.73        500.000                 NaN            NaN            NaN   7.25156                 NaN            NaN            NaN            NaN   6.64776        43.8944                 NaN  0.441128        41.7651     
  1157.69        500.000                 NaN            NaN            NaN   4.44746        2.76068                 NaN            NaN            NaN   6.62408        43.9639                 NaN  0.449239        41.7546     
  1156.64        500.000                 NaN            NaN            NaN   3.51220        3.70462                 NaN            NaN            NaN   6.62603        43.9500                 NaN  0.448503        41.7587     
  1155.60        500.000                 NaN            NaN            NaN   3.49161        3.72615                 NaN            NaN            NaN   6.62695        43.9474                 NaN  0.448250        41.7596     
  1154.55        500.000                 NaN            NaN            NaN   3.52673        3.69219                 NaN            NaN            NaN   6.62809        43.9445                 NaN  0.447948        41.7606     
  1153.51        500.000                 NaN            NaN            NaN   3.56197        3.65816                 NaN            NaN            NaN   6.62923        43.9415                 NaN  0.447641        41.7615     
  1152.47        500.000                 NaN            NaN            NaN   3.59840        3.62283                 NaN            NaN            NaN   6.63036        43.9385                 NaN  0.447337        41.7625     
  1151.42        500.000                 NaN            NaN            NaN   3.63433        3.58809                 NaN            NaN            NaN   6.63149        43.9355                 NaN  0.447036        41.7635     
  1150.38        500.000                 NaN            NaN            NaN  0.689340E-001   3.89137        3.24839                 NaN            NaN   6.62767        43.9561                 NaN  0.448271        41.7593     
  1149.33        500.000                 NaN            NaN            NaN  0.433471E-001   3.91758        3.24973                 NaN            NaN   6.62910        43.9519                 NaN  0.447841        41.7605     
  1148.29        500.000                 NaN            NaN            NaN  0.168179E-001   3.94386        3.25200                 NaN            NaN   6.63054        43.9477                 NaN  0.447407        41.7617     
  1147.24        500.000                 NaN            NaN            NaN   3.97261        3.24202                 NaN            NaN            NaN   6.63184        43.9437                 NaN  0.447015        41.7628     
  1146.20        500.000                 NaN            NaN            NaN   4.00843        3.20792                 NaN            NaN            NaN   6.63284        43.9401                 NaN  0.446709        41.7640     
  1145.16        500.000                 NaN            NaN            NaN   4.04771        3.17004                 NaN            NaN            NaN   6.63398        43.9369                 NaN  0.446377        41.7650     
  1144.11        500.000                 NaN            NaN            NaN   4.08811        3.13100                 NaN            NaN            NaN   6.63511        43.9337                 NaN  0.446044        41.7661     
  1143.07        500.000                 NaN            NaN            NaN   3.57108        3.66576                 NaN            NaN            NaN   6.64414        43.9041                 NaN  0.443104        41.7718     
  1142.02        500.000                 NaN            NaN            NaN   3.62301        3.61475                 NaN            NaN            NaN   6.64540        43.9013                 NaN  0.442775        41.7728     
  1140.98        500.000                 NaN            NaN            NaN   3.67422        3.56361       0.586551E-005            NaN            NaN   6.64616        43.8987                 NaN  0.442904        41.7744     
  1139.93        500.000                 NaN            NaN            NaN   3.71671        3.52347                 NaN            NaN            NaN   6.64767        43.8952                 NaN  0.442176        41.7747     
  1138.89        500.000                 NaN            NaN            NaN   3.76516        3.47625                 NaN            NaN            NaN   6.64882        43.8922                 NaN  0.441859        41.7757     
  1137.85        500.000                 NaN            NaN            NaN   3.81328        3.42911                 NaN            NaN            NaN   6.65013        43.8893                 NaN  0.441513        41.7767     
  1136.80        500.000                 NaN            NaN            NaN   4.39865        2.83240                 NaN            NaN            NaN   6.64577        43.9071                 NaN  0.442638        41.7735     
  1135.76        500.000                 NaN            NaN            NaN   4.60656        2.61851                 NaN            NaN            NaN   6.63593        43.9179                 NaN  0.445966        41.7752     
  1134.71        500.000                 NaN            NaN            NaN   3.96104        3.28523                 NaN            NaN            NaN   6.65326        43.8802                 NaN  0.440635        41.7797     
  1133.67        500.000                 NaN            NaN            NaN   4.01390        3.23367                 NaN            NaN            NaN   6.65451        43.8769                 NaN  0.440291        41.7807     
  1132.62        500.000                 NaN            NaN            NaN   4.06520        3.18375                 NaN            NaN            NaN   6.65574        43.8737                 NaN  0.439950        41.7817     
  1131.58        500.000                 NaN            NaN            NaN   4.11810        3.13214                 NaN            NaN            NaN   6.65689        43.8705                 NaN  0.439632        41.7827     
  1130.54        500.000                 NaN            NaN            NaN   4.17150        3.08006                 NaN            NaN            NaN   6.65800        43.8674                 NaN  0.439316        41.7837     
  1129.49        500.000                 NaN            NaN            NaN   4.23622        3.01615       0.367590E-005            NaN            NaN   6.65915        43.8647                 NaN  0.439050        41.7847     
  1128.45        500.000                 NaN            NaN            NaN   4.76243        2.48054                 NaN            NaN            NaN   6.65574        43.8794                 NaN  0.439898        41.7820     
  1127.40        500.000                 NaN            NaN            NaN   4.81117        2.43334                 NaN            NaN            NaN   6.65700        43.8758                 NaN  0.439547        41.7831     
  1126.36        500.000                 NaN            NaN            NaN   4.86062        2.38545                 NaN            NaN            NaN   6.65827        43.8723                 NaN  0.439194        41.7842     
  1125.31        500.000                 NaN            NaN            NaN   4.91102        2.33663                 NaN            NaN            NaN   6.65954        43.8687                 NaN  0.438839        41.7853     
  1124.27        500.000                 NaN            NaN            NaN   4.96183        2.28740                 NaN            NaN            NaN   6.66082        43.8651                 NaN  0.438482        41.7864     
  1123.23        500.000                 NaN            NaN            NaN   5.01428        2.23649                 NaN            NaN            NaN   6.66209        43.8615                 NaN  0.438127        41.7875     
  1122.18        500.000                 NaN            NaN            NaN   5.06612        2.18631                 NaN            NaN            NaN   6.66338        43.8578                 NaN  0.437764        41.7886     
  1121.14        500.000                 NaN            NaN            NaN   5.12022        2.13378                 NaN            NaN            NaN   6.66465        43.8542                 NaN  0.437405        41.7897     
  1120.09        500.000                 NaN            NaN            NaN   5.02548        2.23085                 NaN            NaN            NaN   6.66485        43.8494                 NaN  0.437650        41.7917     
  1119.05        500.000                 NaN            NaN            NaN  0.790027        6.46238                 NaN            NaN            NaN   6.59127        43.8987                 NaN  0.452575        41.8051     
  1118.00        500.000                 NaN            NaN            NaN   2.48082        4.79007                 NaN            NaN            NaN   6.67403        43.8228                 NaN  0.434849        41.7974     
  1116.96        500.000                 NaN            NaN            NaN   2.65563        4.61657                 NaN            NaN            NaN   6.67311        43.8209                 NaN  0.435278        41.7985     
  1115.92        500.000                 NaN            NaN            NaN   2.78202        4.49272                 NaN            NaN            NaN   6.67458        43.8161                 NaN  0.434764        41.7998     
  1114.87        500.000                 NaN            NaN            NaN   4.77425        2.49855                 NaN            NaN            NaN   6.67604        43.8179                 NaN  0.434097        41.7992     
  1113.83        500.000                 NaN            NaN            NaN   5.51512        1.75061                 NaN            NaN            NaN   6.67372        43.8282                 NaN  0.434830        41.7976     
  1112.78        500.000                 NaN            NaN            NaN   5.57381        1.69371                 NaN            NaN            NaN   6.67504        43.8243                 NaN  0.434452        41.7987     
  1111.74        500.000                 NaN            NaN            NaN  0.171461E-001   6.79568       0.464314                 NaN            NaN   6.67886        43.8078                 NaN  0.433569        41.8027     
  1110.69        500.000                 NaN            NaN            NaN  0.343327        4.74880        2.16493                 NaN            NaN   6.68939        43.8232                 NaN  0.432900        41.7974     
  1109.65        500.000                 NaN            NaN            NaN   4.48740        2.79720                 NaN            NaN            NaN   6.68469        43.7937                 NaN  0.431502        41.8055     
  1108.61        500.000                 NaN            NaN            NaN   4.07899        3.22256                 NaN            NaN            NaN   6.69615        43.7646                 NaN  0.427626        41.8101     
  1107.56        500.000                 NaN            NaN            NaN   7.31253                 NaN            NaN            NaN            NaN   6.70366        43.7458                 NaN  0.424950        41.8131     
  1106.52        500.000                 NaN            NaN            NaN   6.07841        1.20268                 NaN            NaN            NaN   6.68704        43.7965                 NaN  0.430905        41.8044     
  1105.47        500.000                 NaN            NaN            NaN   5.26686        2.02012       0.117290E-005            NaN            NaN   6.68821        43.7860                 NaN  0.430338        41.8084     
  1104.43        500.000                 NaN            NaN            NaN   5.34100        1.94740       0.115981E-005            NaN            NaN   6.68936        43.7828                 NaN  0.430008        41.8095     
  1103.38        500.000                 NaN            NaN            NaN   5.41631        1.87352       0.114677E-005            NaN            NaN   6.69052        43.7795                 NaN  0.429676        41.8105     
  1102.34        500.000                 NaN            NaN            NaN   5.92092        1.36308                 NaN            NaN            NaN   6.68827        43.7881                 NaN  0.430463        41.8092     
  1101.30        500.000                 NaN            NaN            NaN   5.98388        1.30199                 NaN            NaN            NaN   6.68962        43.7841                 NaN  0.430066        41.8104     
  1100.25        500.000                 NaN            NaN            NaN   5.64716        1.64712       0.102186E-005            NaN            NaN   6.69351        43.7696                 NaN  0.428853        41.8137     
  1099.21        500.000                 NaN            NaN            NaN   5.72858        1.56724       0.101256E-005            NaN            NaN   6.69477        43.7662                 NaN  0.428486        41.8148     
  1098.16        500.000                 NaN            NaN            NaN   7.31224                 NaN            NaN            NaN            NaN   6.70556        43.7378                 NaN  0.424945        41.8195     
  1097.12        500.000                 NaN            NaN            NaN   7.31345                 NaN            NaN            NaN            NaN   6.70639        43.7349                 NaN  0.424726        41.8205     
  1096.07        500.000                 NaN            NaN            NaN   6.79436       0.509062                 NaN            NaN            NaN   6.69946        43.7506                 NaN  0.427207        41.8193     
  1095.03        500.000                 NaN            NaN            NaN  0.750349        5.81543                 NaN            NaN  0.406323        6.59287        43.9938                 NaN  0.462411        41.9788     
  1093.99        500.000                 NaN            NaN            NaN  0.324970        6.99236                 NaN            NaN            NaN   6.70839        43.7270                 NaN  0.423680        41.8236     
  1092.94        500.000                 NaN            NaN            NaN   3.51891        3.63632                 NaN            NaN            NaN   6.60137        43.9959                 NaN  0.458723        41.7888     
  1091.90        500.000                 NaN            NaN            NaN   1.48294        5.76845                 NaN            NaN            NaN   6.68601        43.8236                 NaN  0.433794        41.8053     
  1090.85        500.000                 NaN            NaN            NaN   6.59354       0.720952                 NaN            NaN            NaN   6.70871        43.7276                 NaN  0.424179        41.8250     
  1089.81        500.000                 NaN            NaN            NaN   6.67520       0.633236                 NaN            NaN            NaN   6.70488        43.7381                 NaN  0.425533        41.8231     
  1088.76        500.000                 NaN            NaN            NaN   7.32931                 NaN            NaN            NaN            NaN   6.71924        43.7012                 NaN  0.420687        41.8296     
  1087.72        500.000                 NaN            NaN            NaN   6.82240       0.489918                 NaN            NaN            NaN   6.70745        43.7300                 NaN  0.424770        41.8255     
  1086.68        500.000                 NaN            NaN            NaN   5.97032        1.35388                 NaN            NaN            NaN   6.71587        43.7080                 NaN  0.421952        41.8300     
  1085.63        500.000                 NaN            NaN            NaN  0.287757        6.99911                 NaN            NaN            NaN   6.68218        43.7782                 NaN  0.429008        41.8237     
  1084.59        500.000                 NaN            NaN            NaN   7.35591                 NaN            NaN            NaN            NaN   6.73924        43.6531                 NaN  0.413884        41.8379     
  1083.54        500.000                 NaN            NaN            NaN   7.07794       0.242568                 NaN            NaN            NaN   6.71318        43.7130                 NaN  0.423023        41.8303     
  1082.50        500.000                 NaN            NaN            NaN   7.35944                 NaN            NaN            NaN            NaN   6.74216        43.6453                 NaN  0.412978        41.8401     
  1081.45        500.000                 NaN            NaN            NaN   7.34851                 NaN            NaN            NaN            NaN   6.73443        43.6616                 NaN  0.415795        41.8397     
  1080.41        500.000                 NaN            NaN            NaN   7.35354                 NaN            NaN            NaN            NaN   6.73894        43.6518                 NaN  0.414527        41.8412     
  1079.37        500.000                 NaN            NaN            NaN   7.32223                 NaN            NaN            NaN            NaN   6.70403        43.7155                 NaN  0.422673        41.8356     
  1078.32        500.000                 NaN            NaN            NaN   4.89963        2.43859                 NaN            NaN            NaN   6.72773        43.6769                 NaN  0.418307        41.8388     
  1077.28        500.000                 NaN            NaN            NaN   4.75353        2.58707                 NaN            NaN            NaN   6.72962        43.6720                 NaN  0.417725        41.8401     
  1076.23        500.000                 NaN            NaN            NaN   7.36071                 NaN            NaN            NaN            NaN   6.74480        43.6377                 NaN  0.412371        41.8444     
  1075.19        500.000                 NaN            NaN            NaN   4.01629        3.33416                 NaN            NaN            NaN   6.73751        43.6530                 NaN  0.415236        41.8438     
  1074.14        500.000                 NaN            NaN            NaN   4.28455        3.06515                 NaN            NaN            NaN   6.73660        43.6545                 NaN  0.415380        41.8438     
  1073.10        500.000                 NaN            NaN            NaN   7.37471                 NaN            NaN            NaN            NaN   6.75496        43.6117                 NaN  0.409028        41.8496     
  1072.06        500.000                 NaN            NaN            NaN   7.37661                 NaN            NaN            NaN            NaN   6.75648        43.6077                 NaN  0.408555        41.8507     
  1071.01        500.000                 NaN            NaN            NaN   6.08501        1.24795       0.398226E-003            NaN            NaN   6.72462        43.6802                 NaN  0.419215        41.8426     
  1069.97        500.000                 NaN            NaN            NaN   6.05077        1.28357       0.283063E-003            NaN            NaN   6.72572        43.6772                 NaN  0.418879        41.8435     
  1068.92        500.000                 NaN            NaN            NaN   3.46875        3.89395                 NaN            NaN            NaN   6.74694        43.6282                 NaN  0.412055        41.8501     
  1067.88        500.000                 NaN            NaN            NaN   3.27727        4.08825                 NaN            NaN            NaN   6.74916        43.6226                 NaN  0.411335        41.8514     
  1066.83        500.000                 NaN            NaN            NaN   3.81446        2.95574                 NaN            NaN  0.214254        6.58875        44.0798                 NaN  0.464340        41.8827     
  1065.79        500.000                 NaN            NaN            NaN   5.91624        1.42245       0.128282E-002            NaN            NaN   6.73052        43.6645                 NaN  0.417369        41.8476     
  1064.75        500.000                 NaN            NaN            NaN   5.88451        1.45585       0.102974E-002            NaN            NaN   6.73173        43.6612                 NaN  0.416994        41.8486     
  1063.70        500.000                 NaN            NaN            NaN   1.24970        6.07614                 NaN            NaN            NaN   6.72174        43.6873                 NaN  0.419841        41.8452     
  1062.66        500.000                 NaN            NaN            NaN   1.27622        6.05062                 NaN            NaN            NaN   6.72266        43.6848                 NaN  0.419555        41.8462     
  1061.61        500.000                 NaN            NaN            NaN   1.30230        6.02554                 NaN            NaN            NaN   6.72358        43.6822                 NaN  0.419268        41.8471     
  1060.57        500.000                 NaN            NaN            NaN   1.32795        6.00091                 NaN            NaN            NaN   6.72451        43.6797                 NaN  0.418979        41.8480     
  1059.52        500.000                 NaN            NaN            NaN   1.35318        5.97671                 NaN            NaN            NaN   6.72545        43.6771                 NaN  0.418689        41.8489     
  1058.48        500.000                 NaN            NaN            NaN   1.37799        5.95294                 NaN            NaN            NaN   6.72639        43.6745                 NaN  0.418397        41.8498     
  1057.44        500.000                 NaN            NaN            NaN   1.40239        5.92958                 NaN            NaN            NaN   6.72735        43.6719                 NaN  0.418103        41.8507     
  1056.39        500.000                 NaN            NaN            NaN   1.42643        5.90660                 NaN            NaN            NaN   6.72830        43.6692                 NaN  0.417809        41.8516     
  1055.35        500.000                 NaN            NaN            NaN   1.45005        5.88403                 NaN            NaN            NaN   6.72926        43.6666                 NaN  0.417512        41.8525     
  1054.30        500.000                 NaN            NaN            NaN   1.47329        5.86186                 NaN            NaN            NaN   6.73023        43.6640                 NaN  0.417214        41.8535     
  1053.26        500.000                 NaN            NaN            NaN   1.49614        5.84008                 NaN            NaN            NaN   6.73120        43.6613                 NaN  0.416915        41.8544     
  1052.21        500.000                 NaN            NaN            NaN   1.51872        5.81858                 NaN            NaN            NaN   6.73218        43.6586                 NaN  0.416615        41.8553     
  1051.17        500.000                 NaN            NaN            NaN   1.54086        5.79753                 NaN            NaN            NaN   6.73316        43.6559                 NaN  0.416313        41.8562     
  1050.13        500.000                 NaN            NaN            NaN   1.56266        5.77683                 NaN            NaN            NaN   6.73415        43.6532                 NaN  0.416009        41.8571     
  1049.08        500.000                 NaN            NaN            NaN   1.58409        5.75651                 NaN            NaN            NaN   6.73515        43.6505                 NaN  0.415704        41.8581     
  1048.04        500.000                 NaN            NaN            NaN   1.60521        5.73650                 NaN            NaN            NaN   6.73615        43.6477                 NaN  0.415398        41.8590     
  1046.99        500.000                 NaN            NaN            NaN   1.62602        5.71681                 NaN            NaN            NaN   6.73715        43.6450                 NaN  0.415091        41.8599     
  1045.95        500.000                 NaN            NaN            NaN   1.64648        5.69748                 NaN            NaN            NaN   6.73816        43.6422                 NaN  0.414782        41.8609     
  1044.90        500.000                 NaN            NaN            NaN   1.66663        5.67846                 NaN            NaN            NaN   6.73918        43.6395                 NaN  0.414472        41.8618     
  1043.86        500.000                 NaN            NaN            NaN   1.68651        5.65973                 NaN            NaN            NaN   6.74020        43.6367                 NaN  0.414161        41.8627     
  1042.82        500.000                 NaN            NaN            NaN   1.70603        5.64136                 NaN            NaN            NaN   6.74122        43.6339                 NaN  0.413848        41.8637     
  1041.77        500.000                 NaN            NaN            NaN   1.72526        5.62328                 NaN            NaN            NaN   6.74225        43.6311                 NaN  0.413534        41.8646     
  1040.73        500.000                 NaN            NaN            NaN   1.74423        5.60547                 NaN            NaN            NaN   6.74329        43.6283                 NaN  0.413219        41.8655     
  1039.68        500.000                 NaN            NaN            NaN   1.76285        5.58802                 NaN            NaN            NaN   6.74433        43.6254                 NaN  0.412902        41.8665     
  1038.64        500.000                 NaN            NaN            NaN   1.78131        5.57074                 NaN            NaN            NaN   6.74537        43.6226                 NaN  0.412585        41.8674     
  1037.59        500.000                 NaN            NaN            NaN   1.79936        5.55387                 NaN            NaN            NaN   6.74642        43.6197                 NaN  0.412265        41.8684     
  1036.55        500.000                 NaN            NaN            NaN   1.81720        5.53723                 NaN            NaN            NaN   6.74747        43.6168                 NaN  0.411945        41.8693     
  1035.51        500.000                 NaN            NaN            NaN   1.83478        5.52084                 NaN            NaN            NaN   6.74853        43.6140                 NaN  0.411624        41.8703     
  1034.46        500.000                 NaN            NaN            NaN   1.84881        5.50643                 NaN            NaN  0.928827E-003   6.74938        43.6115                 NaN  0.411370        41.8716     
  1033.42        500.000                 NaN            NaN            NaN   5.00287        2.38916                 NaN            NaN            NaN   6.77521        43.5491                 NaN  0.403560        41.8801     
  1032.37        500.000                 NaN            NaN            NaN   4.99312        2.40036                 NaN            NaN            NaN   6.77643        43.5458                 NaN  0.403185        41.8811     
  1031.33        500.000                 NaN            NaN            NaN   4.98376        2.41112                 NaN            NaN            NaN   6.77763        43.5426                 NaN  0.402813        41.8821     
