|6.6.6
Archiving\03_Data\eq/QFM_m4.75/TAY13/TAY13_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1891.03        2500.00        88.3774                 NaN   4.41384       0.172866E-001   6.36597       0.825511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        87.7045                 NaN   4.40089       0.165182E-001   7.05264       0.825480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        87.0316                 NaN   4.38794       0.157499E-001   7.73925       0.825448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        86.3588                 NaN   4.37499       0.149816E-001   8.42581       0.825417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        85.6860                 NaN   4.36204       0.142134E-001   9.11232       0.825386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        85.0133                 NaN   4.34909       0.134453E-001   9.79878       0.825355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        84.3407                 NaN   4.33615       0.126772E-001   10.4852       0.825324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        83.7109                 NaN   4.31264       0.118803E-001   11.1393       0.825268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        83.0813                 NaN   4.28914       0.110834E-001   11.7933       0.825212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        82.4518                 NaN   4.26564       0.102867E-001   12.4472       0.825156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        81.8223                 NaN   4.24214       0.949008E-002   13.1010       0.825100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        81.1929                 NaN   4.21865       0.869357E-002   13.7547       0.825044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        80.5636                 NaN   4.19516       0.789716E-002   14.4083       0.824988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        79.9344                 NaN   4.17167       0.710086E-002   15.0619       0.824932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        79.3053                 NaN   4.14819       0.630467E-002   15.7153       0.824876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        78.6757                 NaN   4.11522       0.547097E-002   16.3629       0.824798       0.159155E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        78.0504                 NaN   4.08148       0.464471E-002   17.0059       0.824718       0.328704E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        77.4274                 NaN   4.04488       0.379990E-002   17.6496       0.824631       0.496551E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        76.8047                 NaN   4.00828       0.295527E-002   18.2931       0.824544       0.664362E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        76.1871                 NaN   3.96878       0.210023E-002   18.9346       0.824450       0.829968E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        75.5696                 NaN   3.92929       0.124538E-002   19.5760       0.824357       0.995535E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        74.9536                 NaN   3.88696       0.372858E-003   20.2189       0.824257       0.115925                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        74.3468                 NaN   3.84424                 NaN   20.8527       0.824156       0.132178                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        73.7456                 NaN   3.79381                 NaN   21.4886       0.824039       0.147958                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        73.1447                 NaN   3.74339                 NaN   22.1243       0.823922       0.163733                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        72.5439                 NaN   3.69299                 NaN   22.7598       0.823805       0.179504                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        71.9432                 NaN   3.64260                 NaN   23.3952       0.823688       0.195271                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        71.3428                 NaN   3.59223                 NaN   24.0304       0.823571       0.211033                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        70.7425                 NaN   3.54187                 NaN   24.6654       0.823454       0.226791                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        70.1424                 NaN   3.49153                 NaN   25.3002       0.823337       0.242544                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        69.5425                 NaN   3.44120                 NaN   25.9348       0.823220       0.258293                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        68.9434                 NaN   3.37690                 NaN   26.5833       0.823070       0.273340                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        68.3446                 NaN   3.31262                 NaN   27.2314       0.822920       0.288381                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        67.7461                 NaN   3.24837                 NaN   27.8794       0.822771       0.303417                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        67.1477                 NaN   3.18414                 NaN   28.5271       0.822621       0.318448                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        66.5496                 NaN   3.11993                 NaN   29.1746       0.822472       0.333473                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        65.9516                 NaN   3.05575                 NaN   29.8218       0.822323       0.348492                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        65.3539                 NaN   2.99159                 NaN   30.4688       0.822173       0.363506                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        64.7564                 NaN   2.92745                 NaN   31.1156       0.822024       0.378515                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        64.1548                 NaN   2.84813                 NaN   31.7823       0.821840       0.392859                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        63.5535                 NaN   2.76885                 NaN   32.4488       0.821655       0.407196                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        62.9524                 NaN   2.68961                 NaN   33.1150       0.821471       0.421527                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        62.3516                 NaN   2.61040                 NaN   33.7809       0.821286       0.435852                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        61.7511                 NaN   2.53122                 NaN   34.4464       0.821102       0.450170                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        61.1508                 NaN   2.45208                 NaN   35.1117       0.820918       0.464481                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        60.5508                 NaN   2.37298                 NaN   35.7767       0.820734       0.478786                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        59.9511                 NaN   2.29391                 NaN   36.4414       0.820549       0.493085                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        59.3497                 NaN   2.19951                 NaN   37.1236       0.820330       0.506877                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        58.7486                 NaN   2.10516                 NaN   37.8055       0.820110       0.520661                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        58.1478                 NaN   2.01086                 NaN   38.4870       0.819890       0.534438                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        57.5474                 NaN   1.91661                 NaN   39.1681       0.819671       0.548208                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        56.9473                 NaN   1.82241                 NaN   39.8489       0.819451       0.561970                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        56.3475                 NaN   1.72826                 NaN   40.5293       0.819232       0.575725                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        55.7480                 NaN   1.63416                 NaN   41.2094       0.819013       0.589473                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        55.1488                 NaN   1.54011                 NaN   41.8890       0.818794       0.603213                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        54.5578                 NaN   1.43200                 NaN   42.5753       0.818542       0.616415                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        53.9670                 NaN   1.32395                 NaN   43.2611       0.818290       0.629609                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        53.3767                 NaN   1.21596                 NaN   43.9465       0.818039       0.642794                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        52.7867                 NaN   1.10805                 NaN   44.6315       0.817788       0.655972                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        52.1970                 NaN   1.00020                 NaN   45.3161       0.817536       0.669141                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        51.6077                 NaN  0.892411                 NaN   46.0003       0.817285       0.682302                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        51.0188                 NaN  0.784692                 NaN   46.6840       0.817034       0.695456                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        50.4303                 NaN  0.677040                 NaN   47.3673       0.816784       0.708601                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        49.8492                 NaN  0.555665                 NaN   48.0572       0.816501       0.721419                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        49.2685                 NaN  0.434375                 NaN   48.7467       0.816218       0.734228                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        48.6882                 NaN  0.313168                 NaN   49.4357       0.815936       0.747029                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        48.1083                 NaN  0.192045                 NaN   50.1242       0.815654       0.759821                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        47.5478                 NaN  0.732165E-001            NaN   50.7913       0.815377       0.772318                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        47.0362                 NaN            NaN            NaN   51.3650       0.815207       0.783585                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        46.6097                 NaN            NaN            NaN   51.7823       0.815208       0.792780                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        46.1832                 NaN            NaN            NaN   52.1997       0.815209       0.801974                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        45.7849                 NaN            NaN            NaN   52.5891       0.815210       0.810789                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        45.3867                 NaN            NaN            NaN   52.9785       0.815211       0.819604                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        44.9884                 NaN            NaN            NaN   53.3679       0.815212       0.828419                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        44.5902                 NaN            NaN            NaN   53.7574       0.815213       0.837234                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        44.1919                 NaN            NaN            NaN   54.1468       0.815215       0.846049                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        43.7937                 NaN            NaN            NaN   54.5362       0.815216       0.854864                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        43.3954                 NaN            NaN            NaN   54.9257       0.815217       0.863679                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        42.9972                 NaN            NaN            NaN   55.3151       0.815218       0.872494                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        42.6326                 NaN            NaN            NaN   55.6712       0.815219       0.880950                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        42.2681                 NaN            NaN            NaN   56.0273       0.815220       0.889406                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        41.9035                 NaN            NaN            NaN   56.3834       0.815221       0.897863                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        41.5389                 NaN            NaN            NaN   56.7395       0.815222       0.906319                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        41.1909                 NaN            NaN            NaN   57.0794       0.815223       0.914521                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        40.8428                 NaN            NaN            NaN   57.4193       0.815224       0.922723                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        40.0488                 NaN            NaN            NaN   57.5303       0.815225       0.918330       0.687343                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        39.2365                 NaN            NaN            NaN   57.6141       0.815226       0.914162        1.42007                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        38.5387                 NaN            NaN            NaN   57.6810       0.815227       0.908984        2.05616                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        37.8409                 NaN            NaN            NaN   57.7479       0.815228       0.903805        2.69226                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        37.1430                 NaN            NaN            NaN   57.8147       0.815229       0.898627        3.32836                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        36.4452                 NaN            NaN            NaN   57.8816       0.815230       0.893448        3.96446                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        35.7474                 NaN            NaN            NaN   57.9485       0.815230       0.888270        4.60056                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        35.0496                 NaN            NaN            NaN   58.0154       0.815231       0.883091        5.23667                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        34.3518                 NaN            NaN            NaN   58.0823       0.815232       0.877913        5.87277                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        33.6540                 NaN            NaN            NaN   58.1492       0.815233       0.872734        6.50888                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        33.1067                 NaN            NaN            NaN   58.1927       0.815234       0.866783        7.01867                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        32.5594                 NaN            NaN            NaN   58.2361       0.815234       0.860832        7.52846                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        32.0121                 NaN            NaN            NaN   58.2796       0.815235       0.854880        8.03825                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        31.4648                 NaN            NaN            NaN   58.3230       0.815236       0.848929        8.54804                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        30.9174                 NaN            NaN            NaN   58.3665       0.815236       0.842978        9.05784                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        30.3701                 NaN            NaN            NaN   58.4100       0.815237       0.837026        9.56763                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        29.8228                 NaN            NaN            NaN   58.4534       0.815238       0.831075        10.0774                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        29.2755                 NaN            NaN            NaN   58.4969       0.815238       0.825124        10.5872                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        28.8274                 NaN            NaN            NaN   58.5249       0.815239       0.818648        11.0138                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        28.3793                 NaN            NaN            NaN   58.5529       0.815239       0.812172        11.4404                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        27.9311                 NaN            NaN            NaN   58.5810       0.815240       0.805696        11.8670                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        27.4830                 NaN            NaN            NaN   58.6090       0.815240       0.799220        12.2935                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        27.0349                 NaN            NaN            NaN   58.6370       0.815241       0.792744        12.7201                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        26.5867                 NaN            NaN            NaN   58.6651       0.815241       0.786268        13.1467                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        26.1386                 NaN            NaN            NaN   58.6931       0.815242       0.779792        13.5733                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        25.6904                 NaN            NaN            NaN   58.7211       0.815242       0.773316        13.9999                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        25.3088                 NaN            NaN            NaN   58.7403       0.815243       0.766084        14.3695                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        24.9271                 NaN            NaN            NaN   58.7596       0.815243       0.758851        14.7392                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        24.5455                 NaN            NaN            NaN   58.7788       0.815244       0.751619        15.1089                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        24.1638                 NaN            NaN            NaN   58.7980       0.815244       0.744386        15.4786                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        23.7822                 NaN            NaN            NaN   58.8172       0.815244       0.737154        15.8482                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        23.4005                 NaN            NaN            NaN   58.8364       0.815245       0.729921        16.2179                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        23.0189                 NaN            NaN            NaN   58.8556       0.815245       0.722689        16.5876                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        22.6372                 NaN            NaN            NaN   58.8748       0.815245       0.715456        16.9573                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        22.2973                 NaN            NaN            NaN   58.8884       0.815246       0.707694        17.2913                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        21.9575                 NaN            NaN            NaN   58.9020       0.815246       0.699931        17.6253                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        21.6177                 NaN            NaN            NaN   58.9157       0.815246       0.692169        17.9593                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        21.2778                 NaN            NaN            NaN   58.9293       0.815247       0.684406        18.2933                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        20.9380                 NaN            NaN            NaN   58.9429       0.815247       0.676644        18.6273                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        20.5981                 NaN            NaN            NaN   58.9565       0.815247       0.668881        18.9613                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        20.2583                 NaN            NaN            NaN   58.9701       0.815247       0.661119        19.2953                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        19.9184                 NaN            NaN            NaN   58.9837       0.815248       0.653356        19.6292                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        19.5961                 NaN            NaN            NaN   58.9971       0.815248       0.644781        19.9468                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        19.2738                 NaN            NaN            NaN   59.0104       0.815248       0.636205        20.2643                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        18.9459                 NaN            NaN            NaN   59.0221       0.815248       0.629279        20.5587       0.288024E-001            NaN            NaN            NaN            NaN
  1474.36        2500.00        18.4010                 NaN            NaN            NaN   59.0444       0.815249       0.635078        20.6437       0.460650                 NaN            NaN            NaN            NaN
  1471.15        2500.00        17.8964                 NaN            NaN            NaN   59.0574       0.815249       0.642996        20.7227       0.865253                 NaN            NaN            NaN            NaN
  1467.95        2500.00        17.3919                 NaN            NaN            NaN   59.0704       0.815249       0.650914        20.8017        1.26986                 NaN            NaN            NaN            NaN
  1464.74        2500.00        16.8874                 NaN            NaN            NaN   59.0834       0.815249       0.658832        20.8806        1.67446                 NaN            NaN            NaN            NaN
  1461.54        2500.00        16.3828                 NaN            NaN            NaN   59.0965       0.815250       0.666750        20.9596        2.07906                 NaN            NaN            NaN            NaN
  1458.33        2500.00        15.9239                 NaN            NaN            NaN   59.0986       0.815250       0.677144        21.0333        2.45179                 NaN            NaN            NaN            NaN
  1455.13        2500.00        15.4649                 NaN            NaN            NaN   59.1008       0.815250       0.687538        21.1070        2.82452                 NaN            NaN            NaN            NaN
  1451.92        2500.00        15.0099                 NaN            NaN            NaN   59.0880       0.815251       0.704824        21.0501       0.169763        3.16219                 NaN            NaN            NaN
  1448.72        2500.00        14.5512                 NaN            NaN            NaN   59.0650       0.815251       0.726658        20.9076        3.47994       0.454353                 NaN            NaN            NaN
  1445.51        2500.00        14.5512                 NaN            NaN            NaN   59.0650       0.815251       0.726658        20.9076        3.47994       0.454353                 NaN            NaN            NaN
  1442.31        2500.00        14.5512                 NaN            NaN            NaN   59.0650       0.815251       0.726658        20.9076        3.47994       0.454353                 NaN            NaN            NaN
  1439.10        2500.00        14.5512                 NaN            NaN            NaN   59.0650       0.815251       0.726658        20.9076        3.47994       0.454353                 NaN            NaN            NaN
  1435.90        2500.00        12.8891                 NaN            NaN            NaN   58.9574       0.815252       0.813708        20.5110        1.37154        4.64204                 NaN            NaN            NaN
  1432.69        2500.00        12.8891                 NaN            NaN            NaN   58.9574       0.815252       0.813708        20.5110        1.37154        4.64204                 NaN            NaN            NaN
  1429.49        2500.00        12.8891                 NaN            NaN            NaN   58.9574       0.815252       0.813708        20.5110        1.37154        4.64204                 NaN            NaN            NaN
  1426.28        2500.00        12.8891                 NaN            NaN            NaN   58.9574       0.815252       0.813708        20.5110        1.37154        4.64204                 NaN            NaN            NaN
  1423.08        2500.00        11.4571                 NaN            NaN            NaN   58.8300       0.815253       0.900639        20.3162        2.02269        5.65819                 NaN            NaN            NaN
  1419.87        2500.00        11.4571                 NaN            NaN            NaN   58.8300       0.815253       0.900639        20.3162        2.02269        5.65819                 NaN            NaN            NaN
  1416.67        2500.00        10.8148                 NaN            NaN            NaN   58.7598       0.815254       0.944788        20.2704        6.11529        2.27970                 NaN            NaN            NaN
  1413.46        2500.00        10.4159                 NaN            NaN            NaN   58.7882       0.815254       0.955484        20.1778        6.25270        2.48016       0.114512                 NaN            NaN
  1410.26        2500.00        10.0211                 NaN            NaN            NaN   58.8272       0.815255       0.963855        20.0748        6.36504        2.68632       0.246364                 NaN            NaN
  1407.05        2500.00        10.0211                 NaN            NaN            NaN   58.8272       0.815255       0.963855        20.0748        6.36504        2.68632       0.246364                 NaN            NaN
  1403.85        2500.00        10.0211                 NaN            NaN            NaN   58.8272       0.815255       0.963855        20.0748        6.36504        2.68632       0.246364                 NaN            NaN
  1400.64        2500.00        10.0211                 NaN            NaN            NaN   58.8272       0.815255       0.963855        20.0748        6.36504        2.68632       0.246364                 NaN            NaN
  1397.44        2500.00        10.0211                 NaN            NaN            NaN   58.8272       0.815255       0.963855        20.0748        6.36504        2.68632       0.246364                 NaN            NaN
  1394.23        2500.00        10.0211                 NaN            NaN            NaN   58.8272       0.815255       0.963855        20.0748        6.36504        2.68632       0.246364                 NaN            NaN
  1391.03        2500.00        10.0211                 NaN            NaN            NaN   58.8272       0.815255       0.963855        20.0748        6.36504        2.68632       0.246364                 NaN            NaN
  1387.82        2500.00        10.0211                 NaN            NaN            NaN   58.8272       0.815255       0.963855        20.0748        6.36504        2.68632       0.246364                 NaN            NaN
