|6.6.6
Archiving\03_Data\eq/QFM_m4.75/TAY13/TAY13_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        98.3030       0.266625        1.42161       0.873848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        98.2904       0.266674        1.43420       0.873973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        98.2777       0.266723        1.44680       0.874098E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        98.2651       0.266772        1.45940       0.874223E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        98.2524       0.266821        1.47201       0.874348E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        98.2398       0.266870        1.48462       0.874473E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        98.2271       0.266919        1.49724       0.874599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        98.2144       0.266968        1.50986       0.874724E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        98.2017       0.267017        1.52249       0.874850E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.1879       0.267069        1.53626       0.874985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.1741       0.267121        1.55004       0.875120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.1603       0.267173        1.56382       0.875255E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.1464       0.267225        1.57761       0.875391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.1326       0.267278        1.59140       0.875526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.1187       0.267330        1.60520       0.875661E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.1049       0.267382        1.61900       0.875797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.0910       0.267434        1.63281       0.875933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.0782       0.267483        1.64559       0.876060E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.0653       0.267533        1.65837       0.876187E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.0525       0.267582        1.67115       0.876314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.0397       0.267632        1.68394       0.876441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.0268       0.267681        1.69674       0.876569E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.0140       0.267730        1.70953       0.876696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.0011       0.267780        1.72234       0.876823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.9883       0.267829        1.73515       0.876951E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.9756       0.267878        1.74776       0.877077E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        97.9629       0.267927        1.76038       0.877203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        97.9503       0.267976        1.77296       0.877329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        97.2436       0.268104        1.77342       0.850256E-002  0.706342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.2364       0.696520E-001   1.81171       0.787110E-002   2.36188       0.512455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.0881                 NaN   1.82417       0.747285E-002   3.38766       0.692546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        93.4076                 NaN   1.82225       0.719742E-002   4.07004       0.692882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        92.7265                 NaN   1.82032       0.692175E-002   4.75304       0.693216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        92.0794                 NaN   1.81578       0.664176E-002   5.40469       0.693523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        91.4317                 NaN   1.81124       0.636157E-002   6.05687       0.693828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        90.7835                 NaN   1.80668       0.608116E-002   6.70960       0.694132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        90.1348                 NaN   1.80212       0.580055E-002   7.36285       0.694434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        89.4855                 NaN   1.79756       0.551973E-002   8.01664       0.694736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        88.8358                 NaN   1.79298       0.523871E-002   8.67096       0.695037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        88.1855                 NaN   1.78840       0.495749E-002   9.32580       0.695337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        87.5347                 NaN   1.78382       0.467606E-002   9.98117       0.695635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        86.9242                 NaN   1.77483       0.438364E-002   10.6007       0.695893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        86.3132                 NaN   1.76584       0.409106E-002   11.2207       0.696150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        85.7019                 NaN   1.75683       0.379830E-002   11.8411       0.696406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        85.0901                 NaN   1.74782       0.350537E-002   12.4619       0.696661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        84.4780                 NaN   1.73880       0.321227E-002   13.0831       0.696915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        83.8654                 NaN   1.72977       0.291900E-002   13.7047       0.697167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        83.2525                 NaN   1.72073       0.262556E-002   14.3267       0.697419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        82.6392                 NaN   1.71168       0.233197E-002   14.9492       0.697669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        82.0271                 NaN   1.69873       0.202431E-002   15.5631       0.697907       0.111080E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        81.4189                 NaN   1.68545       0.171918E-002   16.1728       0.698141       0.229422E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        80.8124                 NaN   1.67096       0.140697E-002   16.7822       0.698367       0.346517E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        80.2055                 NaN   1.65646       0.109461E-002   17.3920       0.698592       0.463690E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        79.6029                 NaN   1.64074       0.778169E-003   17.9988       0.698807       0.579243E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        79.0001                 NaN   1.62502       0.461589E-003   18.6059       0.699021       0.694867E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        78.3980                 NaN   1.60810       0.138242E-003   19.2136       0.699227       0.809081E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        77.8045                 NaN   1.59099                 NaN   19.8128       0.699429       0.922595E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        77.2156                 NaN   1.57067                 NaN   20.4108       0.699611       0.103245                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        76.6265                 NaN   1.55034                 NaN   21.0091       0.699791       0.114236                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        76.0372                 NaN   1.52999                 NaN   21.6076       0.699971       0.125233                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        75.4476                 NaN   1.50964                 NaN   22.2064       0.700149       0.136235                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        74.8577                 NaN   1.48927                 NaN   22.8054       0.700326       0.147243                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        74.2677                 NaN   1.46890                 NaN   23.4047       0.700501       0.158256                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        73.6774                 NaN   1.44851                 NaN   24.0042       0.700675       0.169275                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        73.0869                 NaN   1.42811                 NaN   24.6039       0.700848       0.180299                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        72.4961                 NaN   1.40189                 NaN   25.2102       0.700990       0.190787                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        71.9051                 NaN   1.37566                 NaN   25.8168       0.701130       0.201279                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        71.3140                 NaN   1.34943                 NaN   26.4235       0.701269       0.211774                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        70.7227                 NaN   1.32318                 NaN   27.0304       0.701406       0.222274                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        70.1313                 NaN   1.29692                 NaN   27.6375       0.701542       0.232777                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        69.5397                 NaN   1.27065                 NaN   28.2447       0.701677       0.243284                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        68.9480                 NaN   1.24437                 NaN   28.8520       0.701810       0.253795                 NaN            NaN            NaN            NaN            NaN            NaN
