|6.6.6
Archiving\03_Data\eq/QFM_m1.25/TIS/TIS_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.1906       0.803713       0.566704E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1905       0.803794       0.566708E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1905       0.803875       0.566713E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1904       0.803956       0.566717E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1903       0.804037       0.566722E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1902       0.804118       0.566727E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1901       0.804199       0.566732E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1901       0.804280       0.566737E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1900       0.804362       0.566743E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1899       0.804443       0.566748E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1898       0.804524       0.566754E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1897       0.804606       0.566759E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1896       0.804687       0.566765E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1896       0.804768       0.566771E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1895       0.804850       0.566777E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1894       0.804931       0.566783E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1893       0.805013       0.566789E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1892       0.805094       0.566795E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1892       0.805176       0.566801E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1891       0.805257       0.566807E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1890       0.805339       0.566814E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1889       0.805421       0.566821E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1888       0.805502       0.566827E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1887       0.805584       0.566834E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1887       0.805666       0.566841E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1886       0.805748       0.566848E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1885       0.805829       0.566855E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1884       0.805911       0.566862E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1883       0.805993       0.566870E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1883       0.806075       0.566877E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1882       0.806157       0.566885E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1881       0.806239       0.566892E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1880       0.806321       0.566900E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1879       0.806403       0.566908E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1878       0.806484       0.566915E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1878       0.806566       0.566923E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1877       0.806648       0.566931E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1876       0.806730       0.566940E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1875       0.806812       0.566948E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1874       0.806895       0.566956E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1874       0.806977       0.566965E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1873       0.807059       0.566973E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1872       0.807141       0.566982E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1871       0.807223       0.566990E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1870       0.807305       0.566999E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1869       0.807387       0.567008E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1869       0.807470       0.567017E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1868       0.807552       0.567026E-002            NaN            NaN            NaN            NaN            NaN            NaN
