|6.6.6
Archiving\03_Data\eq/QFM_m1.25/TIS/TIS_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0014       0.982814       0.157786E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0014       0.982812       0.157785E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0014       0.982810       0.157785E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0014       0.982808       0.157785E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0014       0.982806       0.157784E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0014       0.982804       0.157784E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0014       0.982802       0.157784E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0014       0.982800       0.157783E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.0014       0.982799       0.157783E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.0014       0.982796       0.157783E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.0014       0.982794       0.157782E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.0014       0.982792       0.157782E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.0014       0.982790       0.157782E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.0014       0.982788       0.157781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0014       0.982786       0.157781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0014       0.982784       0.157781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0014       0.982782       0.157780E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0014       0.982779       0.157780E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.0014       0.982777       0.157780E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.0014       0.982775       0.157779E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0014       0.982773       0.157779E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0015       0.982770       0.157779E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.0015       0.982768       0.157778E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.0015       0.982766       0.157778E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.0015       0.982763       0.157777E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.0015       0.982761       0.157777E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.0015       0.982758       0.157777E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.0015       0.982756       0.157776E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.0015       0.982753       0.157776E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.0015       0.982751       0.157775E-001            NaN            NaN            NaN            NaN            NaN            NaN
