|6.6.6
Archiving\03_Data\Deq/QFM_m1.25/K22/K22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9859       0.140873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9859       0.140877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9859       0.140881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2617                 NaN  0.738268                 NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2030                 NaN  0.797043                 NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1307                 NaN  0.869322                 NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0584                 NaN  0.941621                 NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        98.9861                 NaN   1.01394                 NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        98.9137                 NaN   1.08628                 NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.6673                 NaN   1.33266                 NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.4208                 NaN   1.57917                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.1742                 NaN   1.82580                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        97.9274                 NaN   2.07256                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        97.6806                 NaN   2.31944                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.4336                 NaN   2.56644                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.1864                 NaN   2.81357                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.9392                 NaN   3.06082                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.4130                 NaN   3.58703                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        95.8863                 NaN   4.11368                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        95.3592                 NaN   4.64078                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        94.8317                 NaN   5.16833                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        94.2282                 NaN   5.77182                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        93.6241                 NaN   6.37587                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        93.0064                 NaN   6.99360                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        92.3787                 NaN   7.61947       0.181697E-002            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        91.7455                 NaN   8.24038       0.141056E-001            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        91.1117                 NaN   8.86191       0.264071E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        90.4772                 NaN   9.48405       0.387217E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        89.8422                 NaN   10.1068       0.510490E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        89.2064                 NaN   10.7302       0.633893E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        88.5701                 NaN   11.3541       0.757423E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        87.9332                 NaN   11.9787       0.881081E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        87.2956                 NaN   12.6039       0.100487                 NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        86.6946                 NaN   13.1936       0.111735                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        86.0931                 NaN   13.7839       0.122995                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        85.4910                 NaN   14.3748       0.134266                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        84.8883                 NaN   14.9661       0.145547                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        84.2851                 NaN   15.5581       0.156840                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        83.6814                 NaN   16.1505       0.168143                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        83.0771                 NaN   16.7435       0.179458                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        82.4722                 NaN   17.3370       0.190783                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        81.9121                 NaN   17.8867       0.201145                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        81.3516                 NaN   18.4369       0.211516                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        80.7905                 NaN   18.9876       0.221896                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        80.2290                 NaN   19.5387       0.232285                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        79.6671                 NaN   20.0903       0.242684                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        79.1046                 NaN   20.6423       0.253091                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        78.5418                 NaN   21.1947       0.263508                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        77.9785                 NaN   21.7476       0.273934                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        77.4489                 NaN   22.2676       0.283500                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        76.9189                 NaN   22.7880       0.293075                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        76.3886                 NaN   23.3088       0.302658                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        75.8578                 NaN   23.8299       0.312248                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        75.3267                 NaN   24.3515       0.321846                 NaN            NaN            NaN            NaN            NaN
