|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1394.23        2500.00                 NaN   98.9942       0.145015       0.368500                 NaN            NaN  0.181802       0.310518                 NaN            NaN            NaN
  1393.16        2500.00                 NaN   99.0039       0.366231       0.141225                 NaN            NaN  0.181221       0.307466                 NaN            NaN            NaN
  1392.09        2500.00                 NaN   98.9894       0.139777       0.373878                 NaN            NaN  0.185150       0.311805                 NaN            NaN            NaN
  1391.02        2500.00                 NaN   99.0471       0.353257       0.129846                 NaN            NaN  0.175846       0.293997                 NaN            NaN            NaN
  1389.96        2500.00                 NaN   99.0306       0.128658       0.361085                 NaN            NaN  0.180488       0.299131                 NaN            NaN            NaN
  1388.89        2500.00       0.476425E-002   98.2943       0.238753       0.619329                 NaN            NaN  0.315541       0.527266                 NaN            NaN            NaN
  1387.82        2500.00                 NaN   99.8126       0.308698E-001  0.646952E-001            NaN            NaN  0.351022E-001  0.566885E-001            NaN            NaN            NaN
  1386.75        2500.00                 NaN   99.0581       0.119035       0.354703                 NaN            NaN  0.177897       0.290247                 NaN            NaN            NaN
  1385.68        2500.00                 NaN   99.0675       0.352732       0.115099                 NaN            NaN  0.177353       0.287324                 NaN            NaN            NaN
  1384.61        2500.00                 NaN   99.0757       0.350623       0.112248                 NaN            NaN  0.176788       0.284686                 NaN            NaN            NaN
  1383.55        2500.00                 NaN   98.8665       0.434031       0.131989                 NaN            NaN  0.218449       0.349037                 NaN            NaN            NaN
  1382.48        2500.00                 NaN   99.3105       0.264763       0.790402E-001            NaN            NaN  0.133680       0.212030                 NaN            NaN            NaN
  1381.41        2500.00                 NaN   99.1003       0.345336       0.101633                 NaN            NaN  0.175684       0.277071                 NaN            NaN            NaN
  1380.34        2500.00                 NaN   99.1094       0.100584       0.342457                 NaN            NaN  0.173654       0.273931                 NaN            NaN            NaN
  1379.27        2500.00                 NaN   99.1155       0.341628       0.976290E-001            NaN            NaN  0.173344       0.271939                 NaN            NaN            NaN
  1378.20        2500.00                 NaN   99.1246       0.339611       0.936276E-001            NaN            NaN  0.173107       0.269049                 NaN            NaN            NaN
  1377.13        2500.00                 NaN   99.1318       0.900218E-001  0.338569                 NaN            NaN  0.172731       0.266904                 NaN            NaN            NaN
  1376.07        2500.00                 NaN   99.1398       0.335904       0.889868E-001            NaN            NaN  0.171159       0.264159                 NaN            NaN            NaN
  1375.00        2500.00                 NaN   99.1451       0.868070E-001  0.335105                 NaN            NaN  0.170541       0.262467                 NaN            NaN            NaN
  1373.93        2500.00                 NaN   99.1563       0.333267       0.814869E-001            NaN            NaN  0.170128       0.258793                 NaN            NaN            NaN
  1372.86        2500.00                 NaN   99.1607       0.811794E-001  0.331281                 NaN            NaN  0.169422       0.257393                 NaN            NaN            NaN
  1371.79        2500.00                 NaN   99.1689       0.329134       0.790130E-001            NaN            NaN  0.168198       0.254729                 NaN            NaN            NaN
  1370.72        2500.00                 NaN   99.1755       0.763137E-001  0.327557                 NaN            NaN  0.167978       0.252651                 NaN            NaN            NaN
  1369.66        2500.00                 NaN   99.1832       0.326236       0.737869E-001            NaN            NaN  0.166712       0.250019                 NaN            NaN            NaN
  1368.59        2500.00                 NaN   99.1893       0.325289       0.712666E-001            NaN            NaN  0.166090       0.248092                 NaN            NaN            NaN
  1367.52        2500.00                 NaN   99.1962       0.689392E-001  0.323935                 NaN            NaN  0.165144       0.245754                 NaN            NaN            NaN
  1366.45        2500.00                 NaN   99.2020       0.322697       0.670521E-001            NaN            NaN  0.164456       0.243773                 NaN            NaN            NaN
  1365.38        2500.00                 NaN   99.2094       0.320281       0.656832E-001            NaN            NaN  0.163251       0.241361                 NaN            NaN            NaN
  1364.31        2500.00                 NaN   99.2148       0.319747       0.632145E-001            NaN            NaN  0.162711       0.239526                 NaN            NaN            NaN
  1363.25        2500.00                 NaN   99.2202       0.595345E-001  0.319308                 NaN            NaN  0.162901       0.238068                 NaN            NaN            NaN
  1362.18        2500.00                 NaN   99.2300       0.316261       0.582553E-001            NaN            NaN  0.160927       0.234563                 NaN            NaN            NaN
  1361.11        2500.00                 NaN   99.2348       0.312535       0.619998E-001            NaN            NaN  0.158119       0.232570                 NaN            NaN            NaN
  1360.04        2500.00                 NaN   99.2403       0.559493E-001  0.313917                 NaN            NaN  0.158725       0.231067                 NaN            NaN            NaN
  1358.97        2500.00                 NaN   99.2458       0.311231       0.562643E-001            NaN            NaN  0.157531       0.229216                 NaN            NaN            NaN
  1357.90        2500.00                 NaN   99.2530       0.309678       0.543228E-001            NaN            NaN  0.156245       0.226802                 NaN            NaN            NaN
  1356.84        2500.00                 NaN   99.2576       0.309561       0.517345E-001            NaN            NaN  0.155846       0.225277                 NaN            NaN            NaN
  1355.77        2500.00                 NaN   99.2637       0.307689       0.511176E-001            NaN            NaN  0.154312       0.223169                 NaN            NaN            NaN
  1354.70        2500.00                 NaN   99.2700       0.510429E-001  0.305441                 NaN            NaN  0.152607       0.220896                 NaN            NaN            NaN
  1353.63        2500.00                 NaN   99.2751       0.306777       0.449946E-001            NaN            NaN  0.153496       0.219585                 NaN            NaN            NaN
  1352.56        2500.00                 NaN   99.2816       0.307634       0.404328E-001            NaN            NaN  0.153140       0.217239                 NaN            NaN            NaN
  1351.49        2500.00                 NaN   99.2865       0.485365E-001  0.300743                 NaN            NaN  0.148957       0.215283                 NaN            NaN            NaN
  1350.43        2500.00                 NaN   99.2936       0.329203E-001  0.307327                 NaN            NaN  0.152571       0.213582                 NaN            NaN            NaN
  1349.36        2500.00                 NaN   99.2953       0.559856E-001  0.293061                 NaN            NaN  0.143783       0.211845                 NaN            NaN            NaN
  1348.29        2500.00                 NaN   99.3025       0.339551E-001  0.303616                 NaN            NaN  0.149445       0.210484                 NaN            NaN            NaN
  1347.22        2500.00                 NaN   99.3079       0.523006E-001  0.291376                 NaN            NaN  0.140998       0.207383                 NaN            NaN            NaN
  1346.15        2500.00                 NaN   99.3116       0.464616E-001  0.292965                 NaN            NaN  0.142405       0.206519                 NaN            NaN            NaN
  1345.08        2500.00                 NaN   99.3167       0.467947E-001  0.291321                 NaN            NaN  0.140495       0.204686                 NaN            NaN            NaN
  1344.02        2500.00                 NaN   99.3227       0.295188       0.368466E-001            NaN            NaN  0.142197       0.203079                 NaN            NaN            NaN
  1342.95        2500.00                 NaN   99.3263       0.454915E-001  0.288448                 NaN            NaN  0.138383       0.201388                 NaN            NaN            NaN
  1341.88        2500.00                 NaN   99.3322       0.428333E-001  0.288245                 NaN            NaN  0.137311       0.199416                 NaN            NaN            NaN
  1340.81        2500.00                 NaN   99.3368       0.413928E-001  0.287614                 NaN            NaN  0.136312       0.197863                 NaN            NaN            NaN
  1339.74        2500.00                 NaN   99.3413       0.287187       0.401878E-001            NaN            NaN  0.135095       0.196264                 NaN            NaN            NaN
  1338.67        2500.00                 NaN   99.3456       0.285207       0.411781E-001            NaN            NaN  0.133356       0.194679                 NaN            NaN            NaN
  1337.61        2500.00                 NaN   99.3508       0.406634E-001  0.283500                 NaN            NaN  0.132127       0.192942                 NaN            NaN            NaN
  1336.54        2500.00                 NaN   99.3543       0.401761E-001  0.283364                 NaN            NaN  0.130601       0.191583                 NaN            NaN            NaN
  1335.47        2500.00                 NaN   99.3593       0.393842E-001  0.281855                 NaN            NaN  0.129562       0.189890                 NaN            NaN            NaN
  1334.40        2500.00                 NaN   99.3637       0.278406       0.428907E-001            NaN            NaN  0.126816       0.188214                 NaN            NaN            NaN
  1333.33        2500.00                 NaN   99.3683       0.278453       0.403638E-001            NaN            NaN  0.126220       0.186617                 NaN            NaN            NaN
  1332.26        2500.00                 NaN   99.3724       0.417853E-001  0.276147                 NaN            NaN  0.124458       0.185196                 NaN            NaN            NaN
  1331.19        2500.00                 NaN   99.3766       0.275645       0.413418E-001            NaN            NaN  0.122789       0.183640                 NaN            NaN            NaN
  1330.13        2500.00                 NaN   99.3800       0.273950       0.428139E-001            NaN            NaN  0.120913       0.182328                 NaN            NaN            NaN
  1329.06        2500.00                 NaN   99.3846       0.419584E-001  0.273023                 NaN            NaN  0.119699       0.180718                 NaN            NaN            NaN
  1327.99        2500.00                 NaN   99.3886       0.271611       0.422131E-001            NaN            NaN  0.118199       0.179366                 NaN            NaN            NaN
  1326.92        2500.00                 NaN   99.3926       0.268751       0.450551E-001            NaN            NaN  0.115825       0.177765                 NaN            NaN            NaN
  1325.85        2500.00                 NaN   99.3958       0.268254       0.450376E-001            NaN            NaN  0.114306       0.176632                 NaN            NaN            NaN
  1324.78        2500.00                 NaN   99.4005       0.449240E-001  0.267017                 NaN            NaN  0.112647       0.174905                 NaN            NaN            NaN
  1323.72        2500.00                 NaN   99.4035       0.457710E-001  0.266123                 NaN            NaN  0.110908       0.173746                 NaN            NaN            NaN
  1322.65        2500.00                 NaN   99.4075       0.477227E-001  0.263512                 NaN            NaN  0.108968       0.172322                 NaN            NaN            NaN
  1321.58        2500.00                 NaN   99.4106       0.475821E-001  0.263068                 NaN            NaN  0.107607       0.171159                 NaN            NaN            NaN
  1320.51        2500.00                 NaN   99.4150       0.501034E-001  0.259912                 NaN            NaN  0.105417       0.169583                 NaN            NaN            NaN
  1319.44        2500.00                 NaN   99.1828       0.158071       0.349403                 NaN            NaN  0.788148E-001  0.230934                 NaN            NaN            NaN
  1318.37        2500.00                 NaN   99.6248       0.187411                 NaN            NaN            NaN  0.792201E-001  0.108553                 NaN            NaN            NaN
  1317.31        2500.00                 NaN   99.4312       0.289550                 NaN            NaN            NaN  0.113990       0.165226                 NaN            NaN            NaN
  1316.24        2500.00                 NaN   99.4357       0.282705                 NaN            NaN            NaN  0.117241       0.164389                 NaN            NaN            NaN
  1315.17        2500.00                 NaN   99.4370       0.134773E-001  0.281168                 NaN            NaN  0.105934       0.162434                 NaN            NaN            NaN
  1314.10        2500.00                 NaN   99.4349       0.251469       0.573597E-001            NaN            NaN  0.941687E-001  0.162120                 NaN            NaN            NaN
  1313.03        2500.00                 NaN   99.4383       0.593790E-001  0.248761                 NaN            NaN  0.925505E-001  0.160998                 NaN            NaN            NaN
  1311.96        2500.00                 NaN   99.4412       0.594301E-001  0.249102                 NaN            NaN  0.904782E-001  0.159748                 NaN            NaN            NaN
  1310.90        2500.00                 NaN   99.2000       0.140550       0.317953                 NaN            NaN  0.113396       0.228092                 NaN            NaN            NaN
  1309.83        2500.00                 NaN   99.6873       0.158507       0.131003E-001            NaN            NaN  0.529279E-001  0.881325E-001            NaN            NaN            NaN
  1308.76        2500.00                 NaN   99.4544       0.273956       0.224800E-001            NaN            NaN  0.932825E-001  0.155836                 NaN            NaN            NaN
  1307.69        2500.00                 NaN   99.4370       0.260124       0.464932E-001            NaN            NaN  0.882707E-001  0.157553       0.105781E-001            NaN            NaN
  1306.62        2500.00                 NaN   90.1764        2.26398                 NaN            NaN            NaN  0.722600        1.28606        5.55099                 NaN            NaN
  1305.55        2500.00                 NaN   90.5833        2.21030                 NaN            NaN            NaN  0.673630        1.23620        5.29660                 NaN            NaN
  1304.49        2500.00                 NaN   91.0173        2.11561                 NaN            NaN            NaN  0.649340        1.18204        5.03570                 NaN            NaN
  1303.42        2500.00                 NaN   91.3991        2.05355                 NaN            NaN            NaN  0.611356        1.13500        4.80095                 NaN            NaN
  1302.35        2500.00                 NaN   91.7434        2.00218                 NaN            NaN            NaN  0.574080        1.09238        4.58796                 NaN            NaN
  1301.28        2500.00                 NaN   92.0549        1.93383                 NaN            NaN            NaN  0.557563        1.05350        4.40017                 NaN            NaN
  1300.21        2500.00                 NaN   92.3494        1.88306                 NaN            NaN            NaN  0.530176        1.01721        4.22020                 NaN            NaN
  1299.14        2500.00                 NaN   92.6088        1.82902                 NaN            NaN            NaN  0.514290       0.985174        4.06268                 NaN            NaN
  1298.08        2500.00                 NaN   92.8675        1.78954                 NaN            NaN            NaN  0.485624       0.953061        3.90430                 NaN            NaN
  1297.01        2500.00                 NaN   93.0787        1.76468                 NaN            NaN            NaN  0.458278       0.927279        3.77103                 NaN            NaN
  1295.94        2500.00                 NaN   93.2908        1.72700                 NaN            NaN            NaN  0.439316       0.901090        3.64176                 NaN            NaN
  1294.87        2500.00                 NaN   93.4848        1.68750                 NaN            NaN            NaN  0.426219       0.877019        3.52449                 NaN            NaN
  1293.80        2500.00                 NaN   90.4043        2.30146                 NaN            NaN            NaN  0.577853        1.27250        5.20175       0.242136                 NaN
  1292.73        2500.00                 NaN   88.7876        2.59126                 NaN            NaN            NaN  0.688327        1.47594        6.08350       0.373405                 NaN
  1291.67        2500.00                 NaN   89.0549        2.50183                 NaN            NaN            NaN  0.704264        1.43760        5.93856       0.362827                 NaN
  1290.60        2500.00                 NaN   89.2945        2.43176                 NaN            NaN            NaN  0.710060        1.40329        5.80808       0.352348                 NaN
  1289.53        2500.00                 NaN   89.4952        2.37377                 NaN            NaN            NaN  0.713763        1.37406        5.70031       0.342898                 NaN
  1288.46        2500.00                 NaN   89.6290        2.34047                 NaN            NaN            NaN  0.713827        1.35284        5.62845       0.335417                 NaN
  1287.39        2500.00                 NaN   89.6869        2.32052                 NaN            NaN            NaN  0.718024        1.34146        5.60267       0.330395                 NaN
  1286.32        2500.00                 NaN   89.4254        2.39320                 NaN            NaN            NaN  0.725109        1.37079        5.75094       0.334581                 NaN
  1285.26        2500.00                 NaN   89.6794        2.31527                 NaN            NaN            NaN  0.727891        1.33223        5.62196       0.323203                 NaN
  1284.19        2500.00                 NaN   89.0839        2.46320                 NaN            NaN            NaN  0.756321        1.40298        5.95627       0.337289                 NaN
  1283.12        2500.00                 NaN   78.3379        4.64643                 NaN            NaN            NaN   1.68043        2.90915        11.7182       0.707818                 NaN
  1282.05        2500.00                 NaN   90.8381        2.34818                 NaN            NaN            NaN  0.497091        1.09607        4.95509       0.265452                 NaN
  1280.98        2500.00                 NaN   95.2161        1.10868                 NaN            NaN            NaN  0.355915       0.563957        2.64173       0.113601                 NaN
  1279.91        2500.00                 NaN   82.3390        3.86822                 NaN            NaN            NaN  0.946761        2.06599        10.2688       0.511203                 NaN
  1278.84        2500.00                 NaN   78.5079        4.58161                 NaN            NaN            NaN   1.57638        2.63968        12.0768       0.617668                 NaN
  1277.78        2500.00                 NaN   80.0198        4.45728                 NaN            NaN            NaN   1.28999        2.44393        11.2070       0.581956                 NaN
  1276.71        2500.00                 NaN   80.8344        4.16030                 NaN            NaN            NaN   1.31350        2.35585        10.7655       0.570399                 NaN
  1275.64        2500.00                 NaN   86.7214        3.16175                 NaN            NaN            NaN  0.789659        1.62912        7.32295       0.375160                 NaN
  1274.57        2500.00                 NaN   86.1774       0.511230E-001   3.48667                 NaN            NaN  0.479425        1.74955        7.70136       0.354452                 NaN
  1273.50        2500.00                 NaN   85.4224        4.26032                 NaN            NaN            NaN  0.518407        1.76446        7.64461       0.389761                 NaN
  1272.43        2500.00                 NaN   89.8455        2.67243                 NaN            NaN            NaN  0.444768        1.26496        5.49581       0.276550                 NaN
  1271.37        2500.00                 NaN   91.2264        2.31712                 NaN            NaN            NaN  0.376000        1.10120        4.74167       0.237650                 NaN
  1270.30        2500.00                 NaN   91.8811        2.22360                 NaN            NaN            NaN  0.296710        1.02044        4.36200       0.216197                 NaN
  1269.23        2500.00                 NaN   92.4709        2.13775                 NaN            NaN            NaN  0.226092       0.948400        4.02025       0.196642                 NaN
  1268.16        2500.00                 NaN   92.9479        2.08451                 NaN            NaN            NaN  0.156673       0.890039        3.74116       0.179741                 NaN
  1267.09        2500.00                 NaN   93.3761        2.06948                 NaN            NaN            NaN  0.654457E-001  0.837089        3.48894       0.162969                 NaN
  1266.02        2500.00                 NaN   93.7431        1.82783                 NaN            NaN            NaN  0.173288       0.806915        3.29628       0.152637                 NaN
  1264.96        2500.00                 NaN   94.1085        1.93823                 NaN            NaN            NaN            NaN  0.745168        3.06842       0.139712                 NaN
  1263.89        2500.00                 NaN   94.3885        1.85541                 NaN            NaN            NaN            NaN  0.713955        2.91198       0.130194                 NaN
  1262.82        2500.00                 NaN   94.6692        1.76242                 NaN            NaN            NaN            NaN  0.683011        2.76393       0.121423                 NaN
  1261.75        2500.00                 NaN   95.0317        1.65263                 NaN            NaN            NaN            NaN  0.637868        2.56591       0.111877                 NaN
  1260.68        2500.00                 NaN   95.2480        1.58713                 NaN            NaN            NaN            NaN  0.612001        2.44738       0.105534                 NaN
  1259.61        2500.00                 NaN   95.5028        1.50118                 NaN            NaN            NaN            NaN  0.580686        2.31603       0.993063E-001            NaN
  1258.55        2500.00                 NaN   95.8226        1.37908                 NaN            NaN            NaN            NaN  0.535139        2.16635       0.968669E-001            NaN
  1257.48        2500.00                 NaN   88.9477        2.45847                 NaN            NaN            NaN  0.475759        1.49156        6.26222       0.364322                 NaN
  1256.41        2500.00                 NaN   99.0853       0.235530                 NaN            NaN            NaN  0.861974E-001  0.115939       0.461815       0.152516E-001            NaN
  1255.34        2500.00                 NaN   98.7325       0.795963E-001  0.385570                 NaN            NaN            NaN  0.164332       0.622489       0.154930E-001            NaN
  1254.27        2500.00                 NaN   98.7925       0.403631                 NaN            NaN            NaN            NaN  0.113158       0.657896       0.327654E-001            NaN
  1253.20        2500.00                 NaN   97.0869        1.44502                 NaN            NaN            NaN            NaN  0.358586        1.10389       0.563388E-002            NaN
  1252.14        2500.00                 NaN   93.1512        2.31292                 NaN            NaN            NaN            NaN  0.882976        3.50614       0.146759                 NaN
  1251.07        2500.00                 NaN   97.2130       0.978431                 NaN            NaN            NaN            NaN  0.330207        1.43682       0.415605E-001            NaN
  1250.00        2500.00                 NaN   99.6258       0.155155                 NaN            NaN            NaN            NaN  0.831126E-001  0.125683       0.102046E-001            NaN
  1248.93        2500.00                 NaN   99.4233       0.151486                 NaN            NaN            NaN            NaN  0.113294       0.298430       0.135225E-001            NaN
  1247.86        2500.00                 NaN   99.5250       0.173973                 NaN            NaN            NaN            NaN  0.695970E-001  0.218058       0.133822E-001            NaN
  1246.79        2500.00                 NaN   98.8657       0.384046                 NaN            NaN            NaN            NaN  0.142298       0.586913       0.210389E-001            NaN
  1245.73        2500.00                 NaN   92.9046        2.26108                 NaN            NaN            NaN            NaN  0.871933        3.79917       0.163200                 NaN
  1244.66        2500.00                 NaN   98.1430       0.558010                 NaN            NaN            NaN            NaN  0.258380       0.967685       0.728939E-001            NaN
  1243.59        2500.00                 NaN   97.2684       0.917317                 NaN            NaN            NaN            NaN  0.319612        1.46412       0.305854E-001            NaN
  1242.52        2500.00                 NaN   94.9864        1.66972                 NaN            NaN            NaN            NaN  0.658767        2.58973       0.953705E-001            NaN
  1241.45        2500.00                 NaN   99.6225       0.172573                 NaN            NaN            NaN            NaN  0.584981E-001  0.135434       0.110072E-001            NaN
  1240.38        2500.00                 NaN   98.8967       0.280466                 NaN            NaN            NaN            NaN  0.114206       0.675306       0.332953E-001            NaN
  1239.32        2500.00                 NaN   97.5716       0.804250                 NaN            NaN            NaN            NaN  0.330224        1.25755       0.363462E-001            NaN
  1238.25        2500.00                 NaN   98.2127       0.584409                 NaN            NaN            NaN            NaN  0.231151       0.932959       0.387546E-001            NaN
  1237.18        2500.00                 NaN   98.0516       0.637814                 NaN            NaN            NaN            NaN  0.248345        1.02247       0.397498E-001            NaN
  1236.11        2500.00                 NaN   98.3728       0.458645                 NaN            NaN            NaN            NaN  0.206138       0.922559       0.398733E-001            NaN
  1235.04        2500.00                 NaN   98.0669       0.674688                 NaN            NaN            NaN            NaN  0.245799       0.978850       0.337242E-001            NaN
  1233.97        2500.00                 NaN   96.6982        1.03777                 NaN            NaN            NaN            NaN  0.411673        1.77979       0.725116E-001            NaN
  1232.90        2500.00                 NaN   99.7368       0.349916E-001            NaN            NaN            NaN            NaN  0.232916E-001  0.199859       0.508802E-002            NaN
  1231.84        2500.00                 NaN   99.5376       0.319282                 NaN            NaN            NaN            NaN  0.132781                 NaN  0.103347E-001            NaN
  1230.77        2500.00                 NaN   97.0619       0.640780                 NaN            NaN            NaN            NaN  0.277204        1.71149       0.484673E-001  0.260173     
  1229.70        2500.00                 NaN            NaN   3.08646        12.3029                 NaN            NaN            NaN   8.44464        43.6692        1.08072        31.4161     
  1228.63        2500.00                 NaN            NaN   3.09421        12.2962                 NaN            NaN            NaN   8.44702        43.6661        1.08017        31.4162     
  1227.56        2500.00                 NaN            NaN   3.10111        12.2905                 NaN            NaN            NaN   8.44940        43.6631        1.07962        31.4163     
  1226.49        2500.00                 NaN            NaN   15.4318                 NaN            NaN            NaN            NaN   8.47136        43.6071        1.06632        31.4234     
  1225.43        2500.00                 NaN            NaN   2.12576        5.23467        8.02909                 NaN            NaN   8.43830        43.6764        1.07988        31.4159     
  1224.36        2500.00                 NaN            NaN   15.4240                 NaN            NaN            NaN            NaN   8.47783        43.6084        1.06859        31.4213     
  1223.29        2500.00                 NaN            NaN   15.4395                 NaN            NaN            NaN            NaN   8.47798        43.5947        1.06334        31.4245     
  1222.22        2500.00                 NaN            NaN   15.4104                 NaN            NaN            NaN            NaN   8.43472        43.6620        1.07636        31.4166     
  1221.15        2500.00                 NaN            NaN   1.87198        13.5228                 NaN            NaN            NaN   8.46462        43.6447        1.07793        31.4179     
  1220.08        2500.00                 NaN            NaN   15.4363                 NaN            NaN            NaN            NaN   8.49478        43.5830        1.06269        31.4232     
  1219.02        2500.00                 NaN            NaN   15.4386                 NaN            NaN            NaN            NaN   8.49639        43.5793        1.06200        31.4236     
  1217.95        2500.00                 NaN            NaN   1.45419        13.9587                 NaN            NaN            NaN   8.48270        43.6148        1.07040        31.4192     
  1216.88        2500.00                 NaN            NaN   1.50942        13.9052                 NaN            NaN            NaN   8.48670        43.6099        1.06949        31.4194     
  1215.81        2500.00                 NaN            NaN   1.61231        13.8039                 NaN            NaN            NaN   8.49067        43.6050        1.06857        31.4195     
  1214.74        2500.00                 NaN            NaN   1.71424        13.7036                 NaN            NaN            NaN   8.49460        43.6002        1.06766        31.4197     
  1213.67        2500.00                 NaN            NaN   1.81533        13.6042                 NaN            NaN            NaN   8.49850        43.5954        1.06675        31.4199     
  1212.61        2500.00                 NaN            NaN   1.91547        13.5057                 NaN            NaN            NaN   8.50238        43.5906        1.06585        31.4201     
  1211.54        2500.00                 NaN            NaN   13.6725        1.75020                 NaN            NaN            NaN   8.49452        43.5955        1.06654        31.4207     
  1210.47        2500.00                 NaN            NaN   1.75715        13.6655                 NaN            NaN            NaN   8.52024        43.5733        1.06499        31.4188     
  1209.40        2500.00                 NaN            NaN   2.25916        13.1669                 NaN            NaN            NaN   8.51385        43.5763        1.06314        31.4206     
  1208.33        2500.00                 NaN            NaN   2.36045        13.0673                 NaN            NaN            NaN   8.51760        43.5717        1.06225        31.4208     
  1207.26        2500.00                 NaN            NaN   2.45805        12.9713                 NaN            NaN            NaN   8.52132        43.5670        1.06136        31.4210     
  1206.20        2500.00                 NaN            NaN   2.49506        12.9360                 NaN            NaN            NaN   8.52493        43.5624        1.06048        31.4211     
  1205.13        2500.00                 NaN            NaN   2.58802        12.8446                 NaN            NaN            NaN   8.52857        43.5579        1.05960        31.4213     
  1204.06        2500.00                 NaN            NaN   2.67988        12.7544                 NaN            NaN            NaN   8.53218        43.5533        1.05872        31.4215     
  1202.99        2500.00                 NaN            NaN   2.77066        12.6653                 NaN            NaN            NaN   8.53575        43.5488        1.05784        31.4217     
  1201.92        2500.00                 NaN            NaN   2.86035        12.5772                 NaN            NaN            NaN   8.53929        43.5443        1.05697        31.4219     
