|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/LAR/LAR_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1394.23        2500.00                 NaN   99.1230       0.118317       0.305290                 NaN            NaN  0.136274       0.317111                 NaN            NaN            NaN
  1393.16        2500.00                 NaN   99.1323       0.303127       0.115111                 NaN            NaN  0.135634       0.313808                 NaN            NaN            NaN
  1392.09        2500.00                 NaN   99.1206       0.113826       0.309159                 NaN            NaN  0.138372       0.318050                 NaN            NaN            NaN
  1391.02        2500.00                 NaN   99.1716       0.291862       0.105633                 NaN            NaN  0.131203       0.299691                 NaN            NaN            NaN
  1389.96        2500.00                 NaN   99.1582       0.104566       0.298057                 NaN            NaN  0.134427       0.304749                 NaN            NaN            NaN
  1388.89        2500.00       0.303031E-002   98.5208       0.193803       0.510527                 NaN            NaN  0.234686       0.537109                 NaN            NaN            NaN
  1387.82        2500.00                 NaN   99.8381       0.250126E-001  0.532461E-001            NaN            NaN  0.260409E-001  0.576232E-001            NaN            NaN            NaN
  1386.75        2500.00                 NaN   99.1845       0.964626E-001  0.291971                 NaN            NaN  0.131879       0.295154                 NaN            NaN            NaN
  1385.68        2500.00                 NaN   99.1934       0.290074       0.931795E-001            NaN            NaN  0.131308       0.292001                 NaN            NaN            NaN
  1384.61        2500.00                 NaN   99.2013       0.288067       0.907818E-001            NaN            NaN  0.130680       0.289140                 NaN            NaN            NaN
  1383.55        2500.00                 NaN   99.0214       0.356295       0.106688                 NaN            NaN  0.161242       0.354327                 NaN            NaN            NaN
  1382.48        2500.00                 NaN   99.4057       0.217053       0.637809E-001            NaN            NaN  0.984929E-001  0.215013                 NaN            NaN            NaN
  1381.41        2500.00                 NaN   99.2250       0.282917       0.819556E-001            NaN            NaN  0.129268       0.280877                 NaN            NaN            NaN
  1380.34        2500.00                 NaN   99.2336       0.810345E-001  0.280308                 NaN            NaN  0.127586       0.277518                 NaN            NaN            NaN
  1379.27        2500.00                 NaN   99.2397       0.279333       0.785689E-001            NaN            NaN  0.127118       0.275326                 NaN            NaN            NaN
  1378.20        2500.00                 NaN   99.2482       0.277461       0.752821E-001            NaN            NaN  0.126790       0.272226                 NaN            NaN            NaN
  1377.13        2500.00                 NaN   99.2551       0.723134E-001  0.276338                 NaN            NaN  0.126335       0.269883                 NaN            NaN            NaN
  1376.07        2500.00                 NaN   99.2628       0.273897       0.714121E-001            NaN            NaN  0.124966       0.266935                 NaN            NaN            NaN
  1375.00        2500.00                 NaN   99.2680       0.696021E-001  0.272957                 NaN            NaN  0.124365       0.265055                 NaN            NaN            NaN
  1373.93        2500.00                 NaN   99.2785       0.271213       0.652621E-001            NaN            NaN  0.123847       0.261176                 NaN            NaN            NaN
  1372.86        2500.00                 NaN   99.2830       0.649500E-001  0.269330                 NaN            NaN  0.123137       0.259595                 NaN            NaN            NaN
  1371.79        2500.00                 NaN   99.2907       0.267340       0.631586E-001            NaN            NaN  0.122067       0.256741                 NaN            NaN            NaN
  1370.72        2500.00                 NaN   99.2970       0.609361E-001  0.265838                 NaN            NaN  0.121726       0.254481                 NaN            NaN            NaN
  1369.66        2500.00                 NaN   99.3043       0.264491       0.588685E-001            NaN            NaN  0.120632       0.251665                 NaN            NaN            NaN
  1368.59        2500.00                 NaN   99.3102       0.263470       0.568014E-001            NaN            NaN  0.119991       0.249562                 NaN            NaN            NaN
  1367.52        2500.00                 NaN   99.3168       0.548937E-001  0.262109                 NaN            NaN  0.119147       0.247047                 NaN            NaN            NaN
  1366.45        2500.00                 NaN   99.3225       0.260859       0.533390E-001            NaN            NaN  0.118450       0.244895                 NaN            NaN            NaN
  1365.38        2500.00                 NaN   99.3294       0.258651       0.521988E-001            NaN            NaN  0.117414       0.242311                 NaN            NaN            NaN
  1364.31        2500.00                 NaN   99.3347       0.257960       0.501861E-001            NaN            NaN  0.116838       0.240310                 NaN            NaN            NaN
  1363.25        2500.00                 NaN   99.3399       0.472159E-001  0.257343                 NaN            NaN  0.116847       0.238688                 NaN            NaN            NaN
  1362.18        2500.00                 NaN   99.3489       0.254692       0.461668E-001            NaN            NaN  0.115262       0.235016                 NaN            NaN            NaN
  1361.11        2500.00                 NaN   99.3536       0.251412       0.490794E-001            NaN            NaN  0.113040       0.232865                 NaN            NaN            NaN
  1360.04        2500.00                 NaN   99.3590       0.442499E-001  0.252283                 NaN            NaN  0.113310       0.231207                 NaN            NaN            NaN
  1358.97        2500.00                 NaN   99.3642       0.249891       0.444599E-001            NaN            NaN  0.112262       0.229200                 NaN            NaN            NaN
  1357.90        2500.00                 NaN   99.3709       0.248396       0.428816E-001            NaN            NaN  0.111216       0.226635                 NaN            NaN            NaN
  1356.84        2500.00                 NaN   99.3755       0.248035       0.407958E-001            NaN            NaN  0.110756       0.224960                 NaN            NaN            NaN
  1355.77        2500.00                 NaN   99.3812       0.246307       0.402752E-001            NaN            NaN  0.109516       0.222705                 NaN            NaN            NaN
  1354.70        2500.00                 NaN   99.3871       0.401769E-001  0.244275                 NaN            NaN  0.108140       0.220288                 NaN            NaN            NaN
  1353.63        2500.00                 NaN   99.3920       0.245138       0.353875E-001            NaN            NaN  0.108631       0.218833                 NaN            NaN            NaN
  1352.56        2500.00                 NaN   99.3982       0.245538       0.317645E-001            NaN            NaN  0.108189       0.216349                 NaN            NaN            NaN
  1351.49        2500.00                 NaN   99.4028       0.380852E-001  0.239809                 NaN            NaN  0.105097       0.214257                 NaN            NaN            NaN
  1350.43        2500.00                 NaN   99.4094       0.258177E-001  0.244834                 NaN            NaN  0.107504       0.212420                 NaN            NaN            NaN
  1349.36        2500.00                 NaN   99.4112       0.438629E-001  0.233242                 NaN            NaN  0.101136       0.210551                 NaN            NaN            NaN
  1348.29        2500.00                 NaN   99.4179       0.265785E-001  0.241409                 NaN            NaN  0.105052       0.209056                 NaN            NaN            NaN
  1347.22        2500.00                 NaN   99.4229       0.409047E-001  0.231418                 NaN            NaN  0.989147E-001  0.205838                 NaN            NaN            NaN
  1346.15        2500.00                 NaN   99.4266       0.362958E-001  0.232469                 NaN            NaN  0.997471E-001  0.204842                 NaN            NaN            NaN
  1345.08        2500.00                 NaN   99.4314       0.365274E-001  0.230928                 NaN            NaN  0.982741E-001  0.202887                 NaN            NaN            NaN
  1344.02        2500.00                 NaN   99.4370       0.233753       0.287353E-001            NaN            NaN  0.993285E-001  0.201157                 NaN            NaN            NaN
  1342.95        2500.00                 NaN   99.4405       0.354393E-001  0.228207                 NaN            NaN  0.965185E-001  0.199347                 NaN            NaN            NaN
  1341.88        2500.00                 NaN   99.4459       0.333406E-001  0.227817                 NaN            NaN  0.956385E-001  0.197261                 NaN            NaN            NaN
  1340.81        2500.00                 NaN   99.4503       0.321897E-001  0.227097                 NaN            NaN  0.948124E-001  0.195593                 NaN            NaN            NaN
  1339.74        2500.00                 NaN   99.4545       0.226528       0.312248E-001            NaN            NaN  0.938337E-001  0.193881                 NaN            NaN            NaN
  1338.67        2500.00                 NaN   99.4586       0.224736       0.319619E-001            NaN            NaN  0.924873E-001  0.192184                 NaN            NaN            NaN
  1337.61        2500.00                 NaN   99.4634       0.315380E-001  0.223206                 NaN            NaN  0.915150E-001  0.190341                 NaN            NaN            NaN
  1336.54        2500.00                 NaN   99.4668       0.311288E-001  0.222844                 NaN            NaN  0.903308E-001  0.188872                 NaN            NaN            NaN
  1335.47        2500.00                 NaN   99.4715       0.304911E-001  0.221470                 NaN            NaN  0.894755E-001  0.187077                 NaN            NaN            NaN
  1334.40        2500.00                 NaN   99.4755       0.218535       0.331750E-001            NaN            NaN  0.874673E-001  0.185300                 NaN            NaN            NaN
  1333.33        2500.00                 NaN   99.4799       0.218345       0.311934E-001            NaN            NaN  0.869391E-001  0.183604                 NaN            NaN            NaN
  1332.26        2500.00                 NaN   99.4837       0.322637E-001  0.216341                 NaN            NaN  0.856009E-001  0.182083                 NaN            NaN            NaN
  1331.19        2500.00                 NaN   99.4876       0.215741       0.318929E-001            NaN            NaN  0.843407E-001  0.180431                 NaN            NaN            NaN
  1330.13        2500.00                 NaN   99.4909       0.214163       0.329969E-001            NaN            NaN  0.829226E-001  0.179021                 NaN            NaN            NaN
  1329.06        2500.00                 NaN   99.4951       0.323136E-001  0.213257                 NaN            NaN  0.819936E-001  0.177321                 NaN            NaN            NaN
  1327.99        2500.00                 NaN   99.4988       0.211953       0.324827E-001            NaN            NaN  0.808531E-001  0.175876                 NaN            NaN            NaN
  1326.92        2500.00                 NaN   99.5026       0.209495       0.346372E-001            NaN            NaN  0.791211E-001  0.174189                 NaN            NaN            NaN
  1325.85        2500.00                 NaN   99.5056       0.208881       0.345937E-001            NaN            NaN  0.779777E-001  0.172963                 NaN            NaN            NaN
  1324.78        2500.00                 NaN   99.5099       0.344803E-001  0.207743                 NaN            NaN  0.767465E-001  0.171157                 NaN            NaN            NaN
  1323.72        2500.00                 NaN   99.5127       0.350981E-001  0.206814                 NaN            NaN  0.754549E-001  0.169909                 NaN            NaN            NaN
  1322.65        2500.00                 NaN   99.5164       0.365665E-001  0.204601                 NaN            NaN  0.740343E-001  0.168404                 NaN            NaN            NaN
  1321.58        2500.00                 NaN   99.5194       0.364274E-001  0.204038                 NaN            NaN  0.730082E-001  0.167156                 NaN            NaN            NaN
  1320.51        2500.00                 NaN   99.5233       0.383278E-001  0.201410                 NaN            NaN  0.714334E-001  0.165506                 NaN            NaN            NaN
  1319.44        2500.00                 NaN   99.3321       0.122146       0.267246                 NaN            NaN  0.531844E-001  0.225277                 NaN            NaN            NaN
  1318.37        2500.00                 NaN   99.6958       0.144910                 NaN            NaN            NaN  0.535200E-001  0.105764                 NaN            NaN            NaN
  1317.31        2500.00                 NaN   99.5384       0.223728                 NaN            NaN            NaN  0.769286E-001  0.160932                 NaN            NaN            NaN
  1316.24        2500.00                 NaN   99.5426       0.218358                 NaN            NaN            NaN  0.790176E-001  0.160009                 NaN            NaN            NaN
  1315.17        2500.00                 NaN   99.5436       0.102684E-001  0.216771                 NaN            NaN  0.713243E-001  0.158002                 NaN            NaN            NaN
  1314.10        2500.00                 NaN   99.5417       0.193682       0.436695E-001            NaN            NaN  0.633112E-001  0.157593                 NaN            NaN            NaN
  1313.03        2500.00                 NaN   99.5449       0.451724E-001  0.191405                 NaN            NaN  0.621453E-001  0.156400                 NaN            NaN            NaN
  1311.96        2500.00                 NaN   99.5476       0.451810E-001  0.191464                 NaN            NaN  0.606741E-001  0.155084                 NaN            NaN            NaN
  1310.90        2500.00                 NaN   99.3519       0.106777       0.244053                 NaN            NaN  0.759067E-001  0.221326                 NaN            NaN            NaN
  1309.83        2500.00                 NaN   99.7477       0.121542       0.993975E-002            NaN            NaN  0.353845E-001  0.854084E-001            NaN            NaN            NaN
  1308.76        2500.00                 NaN   99.5597       0.209930       0.170503E-001            NaN            NaN  0.623114E-001  0.150989                 NaN            NaN            NaN
  1307.69        2500.00                 NaN   99.5432       0.199111       0.352426E-001            NaN            NaN  0.588868E-001  0.152555       0.110133E-001            NaN            NaN
  1306.62        2500.00                 NaN   90.7129        1.73955                 NaN            NaN            NaN  0.483332        1.25225        5.81196                 NaN            NaN
  1305.55        2500.00                 NaN   91.1010        1.69674                 NaN            NaN            NaN  0.449446        1.20427        5.54855                 NaN            NaN
  1304.49        2500.00                 NaN   91.5144        1.62365                 NaN            NaN            NaN  0.432165        1.15199        5.27777                 NaN            NaN
  1303.42        2500.00                 NaN   91.8782        1.57496                 NaN            NaN            NaN  0.405973        1.10663        5.03424                 NaN            NaN
  1302.35        2500.00                 NaN   92.2063        1.53454                 NaN            NaN            NaN  0.380365        1.06555        4.81328                 NaN            NaN
  1301.28        2500.00                 NaN   92.5028        1.48186                 NaN            NaN            NaN  0.368678        1.02806        4.61857                 NaN            NaN
  1300.21        2500.00                 NaN   92.7829        1.44235                 NaN            NaN            NaN  0.349866       0.993067        4.43181                 NaN            NaN
  1299.14        2500.00                 NaN   93.0300        1.40059                 NaN            NaN            NaN  0.338761       0.962196        4.26849                 NaN            NaN
  1298.08        2500.00                 NaN   93.2757        1.36974                 NaN            NaN            NaN  0.319352       0.931207        4.10401                 NaN            NaN
  1297.01        2500.00                 NaN   93.4770        1.34993                 NaN            NaN            NaN  0.300799       0.906400        3.96590                 NaN            NaN
  1295.94        2500.00                 NaN   93.6784        1.32078                 NaN            NaN            NaN  0.287886       0.881157        3.83179                 NaN            NaN
  1294.87        2500.00                 NaN   93.8625        1.29048                 NaN            NaN            NaN  0.278860       0.857962        3.71016                 NaN            NaN
  1293.80        2500.00                 NaN   90.9796        1.76582                 NaN            NaN            NaN  0.378127        1.24789        5.48989       0.138717                 NaN
  1292.73        2500.00                 NaN   89.4660        1.99212                 NaN            NaN            NaN  0.449842        1.44903        6.42887       0.214157                 NaN
  1291.67        2500.00                 NaN   89.7236        1.92361                 NaN            NaN            NaN  0.459064        1.41090        6.27486       0.208017                 NaN
  1290.60        2500.00                 NaN   89.9542        1.86939                 NaN            NaN            NaN  0.461688        1.37671        6.13606       0.201930                 NaN
  1289.53        2500.00                 NaN   90.1475        1.82447                 NaN            NaN            NaN  0.462853        1.34749        6.02122       0.196432                 NaN
  1288.46        2500.00                 NaN   90.2772        1.79824                 NaN            NaN            NaN  0.461858        1.32614        5.94454       0.192066                 NaN
  1287.39        2500.00                 NaN   90.3339        1.78227                 NaN            NaN            NaN  0.463485        1.31447        5.91677       0.189113                 NaN
  1286.32        2500.00                 NaN   90.0877        1.83680                 NaN            NaN            NaN  0.466854        1.34292        6.07425       0.191465                 NaN
  1285.26        2500.00                 NaN   90.3297        1.77667                 NaN            NaN            NaN  0.467759        1.30437        5.93669       0.184842                 NaN
  1284.19        2500.00                 NaN   89.7683        1.88853                 NaN            NaN            NaN  0.484853        1.37356        6.29190       0.192883                 NaN
  1283.12        2500.00                 NaN   79.5937        3.59195                 NaN            NaN            NaN   1.07750        2.86597        12.4636       0.407303                 NaN
  1282.05        2500.00                 NaN   91.4497        1.79021                 NaN            NaN            NaN  0.315685        1.06948        5.22360       0.151288                 NaN
  1280.98        2500.00                 NaN   95.5405       0.845158                 NaN            NaN            NaN  0.225212       0.548295        2.77631       0.645101E-001            NaN
  1279.91        2500.00                 NaN   83.2262        2.96528                 NaN            NaN            NaN  0.603576        2.02482        10.8875       0.292634                 NaN
  1278.84        2500.00                 NaN   79.6640        3.52149                 NaN            NaN            NaN   1.00482        2.59470        12.8604       0.354614                 NaN
  1277.78        2500.00                 NaN   81.1199        3.41331                 NaN            NaN            NaN  0.818782        2.39786        11.9167       0.333492                 NaN
  1276.71        2500.00                 NaN   81.9220        3.18174                 NaN            NaN            NaN  0.830955        2.30796        11.4310       0.326372                 NaN
  1275.64        2500.00                 NaN   87.5640        2.39646                 NaN            NaN            NaN  0.496003        1.58828        7.74164       0.213619                 NaN
  1274.57        2500.00                 NaN   87.0218       0.387730E-001   2.59127                 NaN            NaN  0.300322        1.70406        8.14217       0.201630                 NaN
  1273.50        2500.00                 NaN   86.4514        3.21167                 NaN            NaN            NaN  0.324772        1.71877        8.07168       0.221738                 NaN
  1272.43        2500.00                 NaN   90.5701        1.99873                 NaN            NaN            NaN  0.277161        1.22557        5.77194       0.156482                 NaN
  1271.37        2500.00                 NaN   91.8740        1.72564                 NaN            NaN            NaN  0.233564        1.06437        4.96823       0.134149                 NaN
  1270.30        2500.00                 NaN   92.4977        1.64940                 NaN            NaN            NaN  0.183823       0.984503        4.56273       0.121814                 NaN
  1269.23        2500.00                 NaN   93.0591        1.57952                 NaN            NaN            NaN  0.139725       0.913352        4.19771       0.110595                 NaN
  1268.16        2500.00                 NaN   93.5133        1.53398                 NaN            NaN            NaN  0.965562E-001  0.855654        3.89961       0.100912                 NaN
  1267.09        2500.00                 NaN   93.9186        1.51568                 NaN            NaN            NaN  0.402769E-001  0.803372        3.63076       0.913374E-001            NaN
  1266.02        2500.00                 NaN   94.2763        1.33444                 NaN            NaN            NaN  0.106315       0.773027        3.42450       0.853923E-001            NaN
  1264.96        2500.00                 NaN   94.6171        1.41058                 NaN            NaN            NaN            NaN  0.712605        3.18171       0.780213E-001            NaN
  1263.89        2500.00                 NaN   94.8854        1.34588                 NaN            NaN            NaN            NaN  0.681597        3.01452       0.725818E-001            NaN
  1262.82        2500.00                 NaN   95.1514        1.27364                 NaN            NaN            NaN            NaN  0.650903        2.85645       0.675718E-001            NaN
  1261.75        2500.00                 NaN   95.4931        1.19120                 NaN            NaN            NaN            NaN  0.606763        2.64681       0.621436E-001            NaN
  1260.68        2500.00                 NaN   95.6993        1.14106                 NaN            NaN            NaN            NaN  0.581137        2.51996       0.585171E-001            NaN
  1259.61        2500.00                 NaN   95.9378        1.07634                 NaN            NaN            NaN            NaN  0.550400        2.38051       0.549629E-001            NaN
  1258.55        2500.00                 NaN   96.2296       0.988028                 NaN            NaN            NaN            NaN  0.506291        2.22256       0.535130E-001            NaN
  1257.48        2500.00                 NaN   89.8814        1.77607                 NaN            NaN            NaN  0.288036        1.41432        6.43844       0.201713                 NaN
  1256.41        2500.00                 NaN   99.1925       0.168463                 NaN            NaN            NaN  0.516716E-001  0.108853       0.470178       0.836115E-002            NaN
  1255.34        2500.00                 NaN   98.8757       0.569078E-001  0.271031                 NaN            NaN            NaN  0.154248       0.633648       0.849116E-002            NaN
  1254.27        2500.00                 NaN   98.9203       0.285910                 NaN            NaN            NaN            NaN  0.106145       0.669659       0.179455E-001            NaN
  1253.20        2500.00                 NaN   97.5050        1.03097                 NaN            NaN            NaN            NaN  0.336633        1.12426       0.308810E-002            NaN
  1252.14        2500.00                 NaN   93.8855        1.63496                 NaN            NaN            NaN            NaN  0.828934        3.57015       0.804433E-001            NaN
  1251.07        2500.00                 NaN   97.5341       0.682284                 NaN            NaN            NaN            NaN  0.308115        1.45287       0.226420E-001            NaN
  1250.00        2500.00                 NaN   99.6826       0.107861                 NaN            NaN            NaN            NaN  0.773154E-001  0.126723       0.554238E-002            NaN
  1248.93        2500.00                 NaN   99.4812       0.105282                 NaN            NaN            NaN            NaN  0.105366       0.300781       0.734254E-002            NaN
  1247.86        2500.00                 NaN   99.5846       0.123721                 NaN            NaN            NaN            NaN  0.647101E-001  0.219736       0.726439E-002            NaN
  1246.79        2500.00                 NaN   98.9956       0.269112                 NaN            NaN            NaN            NaN  0.132322       0.591559       0.114220E-001            NaN
  1245.73        2500.00                 NaN   93.6587        1.59603                 NaN            NaN            NaN            NaN  0.813313        3.84309       0.888733E-001            NaN
  1244.66        2500.00                 NaN   98.3546       0.394579                 NaN            NaN            NaN            NaN  0.239345       0.972046       0.394209E-001            NaN
  1243.59        2500.00                 NaN   97.5815       0.636303                 NaN            NaN            NaN            NaN  0.295921        1.46974       0.165323E-001            NaN
  1242.52        2500.00                 NaN   95.5808        1.15749                 NaN            NaN            NaN            NaN  0.609815        2.60037       0.515393E-001            NaN
  1241.45        2500.00                 NaN   99.6865       0.118537                 NaN            NaN            NaN            NaN  0.538284E-001  0.135236       0.591286E-002            NaN
  1240.38        2500.00                 NaN   99.0066       0.195755                 NaN            NaN            NaN            NaN  0.105089       0.674714       0.178855E-001            NaN
  1239.32        2500.00                 NaN   97.8646       0.556546                 NaN            NaN            NaN            NaN  0.303968        1.25533       0.195308E-001            NaN
  1238.25        2500.00                 NaN   98.4331       0.404381                 NaN            NaN            NaN            NaN  0.212365       0.929403       0.207848E-001            NaN
  1237.18        2500.00                 NaN   98.2927       0.440639                 NaN            NaN            NaN            NaN  0.227920        1.01742       0.212956E-001            NaN
  1236.11        2500.00                 NaN   98.5577       0.315460                 NaN            NaN            NaN            NaN  0.188898       0.916606       0.213292E-001            NaN
  1235.04        2500.00                 NaN   98.3203       0.464932                 NaN            NaN            NaN            NaN  0.225085       0.971683       0.180271E-001            NaN
  1233.97        2500.00                 NaN   97.1095       0.709488                 NaN            NaN            NaN            NaN  0.376738        1.76556       0.387350E-001            NaN
  1232.90        2500.00                 NaN   99.7546       0.240307E-001            NaN            NaN            NaN            NaN  0.212278E-001  0.197392       0.270681E-002            NaN
  1231.84        2500.00                 NaN   99.6543       0.219162                 NaN            NaN            NaN            NaN  0.121034                 NaN  0.549881E-002            NaN
  1230.77        2500.00                 NaN   97.3336       0.441925                 NaN            NaN            NaN            NaN  0.252848        1.69195       0.258048E-001  0.253917     
  1229.70        2500.00                 NaN            NaN   2.27013        9.16026                 NaN            NaN            NaN   8.30213        46.5998       0.620167        33.0475     
  1228.63        2500.00                 NaN            NaN   2.27583        9.15545                 NaN            NaN            NaN   8.30445        46.5961       0.619843        33.0484     
  1227.56        2500.00                 NaN            NaN   2.28089        9.15128                 NaN            NaN            NaN   8.30678        46.5924       0.619516        33.0492     
  1226.49        2500.00                 NaN            NaN   11.4672                 NaN            NaN            NaN            NaN   8.32864        46.5338       0.611893        33.0584     
  1225.43        2500.00                 NaN            NaN   1.60131        3.84505        5.98255                 NaN            NaN   8.29582        46.6057       0.619641        33.0500     
  1224.36        2500.00                 NaN            NaN   11.4608                 NaN            NaN            NaN            NaN   8.33490        46.5339       0.613170        33.0572     
  1223.29        2500.00                 NaN            NaN   11.4736                 NaN            NaN            NaN            NaN   8.33513        46.5195       0.610159        33.0617     
  1222.22        2500.00                 NaN            NaN   11.4467                 NaN            NaN            NaN            NaN   8.29243        46.5899       0.617607        33.0534     
  1221.15        2500.00                 NaN            NaN   1.37456        10.0607                 NaN            NaN            NaN   8.32161        46.5700       0.618483        33.0547     
  1220.08        2500.00                 NaN            NaN   11.4713                 NaN            NaN            NaN            NaN   8.35153        46.5053       0.609750        33.0621     
  1219.02        2500.00                 NaN            NaN   11.4732                 NaN            NaN            NaN            NaN   8.35311        46.5011       0.609344        33.0633     
  1217.95        2500.00                 NaN            NaN   1.06857        10.3821                 NaN            NaN            NaN   8.33943        46.5373       0.614142        33.0584     
  1216.88        2500.00                 NaN            NaN   1.10949        10.3427                 NaN            NaN            NaN   8.34335        46.5316       0.613606        33.0593     
  1215.81        2500.00                 NaN            NaN   1.18549        10.2682                 NaN            NaN            NaN   8.34723        46.5259       0.613072        33.0601     
  1214.74        2500.00                 NaN            NaN   1.26079        10.1944                 NaN            NaN            NaN   8.35107        46.5203       0.612540        33.0609     
  1213.67        2500.00                 NaN            NaN   1.33547        10.1212                 NaN            NaN            NaN   8.35489        46.5147       0.612009        33.0618     
  1212.61        2500.00                 NaN            NaN   1.40945        10.0487                 NaN            NaN            NaN   8.35868        46.5091       0.611479        33.0626     
  1211.54        2500.00                 NaN            NaN   10.1711        1.28745                 NaN            NaN            NaN   8.35100        46.5143       0.611870        33.0642     
  1210.47        2500.00                 NaN            NaN   1.29148        10.1706                 NaN            NaN            NaN   8.37607        46.4889       0.610959        33.0621     
  1209.40        2500.00                 NaN            NaN   1.66331        9.79920                 NaN            NaN            NaN   8.36990        46.4926       0.609897        33.0651     
  1208.33        2500.00                 NaN            NaN   1.73815        9.72582                 NaN            NaN            NaN   8.37357        46.4871       0.609374        33.0660     
  1207.26        2500.00                 NaN            NaN   1.81027        9.65515                 NaN            NaN            NaN   8.37721        46.4817       0.608853        33.0668     
  1206.20        2500.00                 NaN            NaN   1.83774        9.62914                 NaN            NaN            NaN   8.38074        46.4764       0.608341        33.0677     
  1205.13        2500.00                 NaN            NaN   1.90644        9.56189                 NaN            NaN            NaN   8.38430        46.4710       0.607825        33.0685     
  1204.06        2500.00                 NaN            NaN   1.97434        9.49544                 NaN            NaN            NaN   8.38782        46.4657       0.607311        33.0694     
