|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            Sp(TH)         San(TH)        q             
  1244.20        2500.00        97.7218                 NaN  0.975979                 NaN            NaN            NaN            NaN  0.345975       0.299268E-001            NaN  0.926317                 NaN
  1242.98        2500.00        97.9657                 NaN  0.750559                 NaN            NaN            NaN            NaN  0.210795       0.406759E-001            NaN   1.03232                 NaN
  1241.76        2500.00        97.8896                 NaN  0.357656       0.389694                 NaN            NaN            NaN  0.267055       0.550641E-001            NaN   1.04094                 NaN
  1240.54        2500.00        97.8765                 NaN  0.742358                 NaN            NaN            NaN            NaN  0.293181       0.482069E-001            NaN   1.03971                 NaN
  1239.32        2500.00        95.9523                 NaN   1.47922                 NaN            NaN            NaN            NaN  0.616747       0.124906                 NaN   1.82683                 NaN
  1238.10        2500.00        99.3846                 NaN  0.207622                 NaN            NaN            NaN            NaN  0.378763E-001            NaN            NaN  0.369852                 NaN
  1236.87        2500.00        97.8728                 NaN  0.703215                 NaN            NaN            NaN            NaN  0.263271       0.259050E-001            NaN   1.13481                 NaN
  1235.65        2500.00        97.7600                 NaN  0.740694                 NaN            NaN            NaN            NaN  0.307636       0.401569E-001            NaN   1.15155                 NaN
  1234.43        2500.00        98.8353                 NaN  0.455487                 NaN            NaN            NaN            NaN  0.141213       0.374979E-001            NaN  0.530468                 NaN
  1233.21        2500.00        98.4483                 NaN  0.374377                 NaN            NaN            NaN            NaN  0.223017       0.460471E-001            NaN  0.908235                 NaN
  1231.99        2500.00        94.7652                 NaN   1.11705                 NaN            NaN            NaN            NaN  0.551895       0.773626E-001            NaN   2.29822        1.19032     
  1230.77        2500.00        92.3897                 NaN   1.23238                 NaN            NaN            NaN            NaN  0.738235       0.162690                 NaN   3.59368        1.88335     
  1229.55        2500.00        97.1597                 NaN  0.914103                 NaN            NaN            NaN            NaN  0.281785       0.307050E-002            NaN  0.904797       0.736530     
  1228.33        2500.00        80.5738                 NaN   4.22375                 NaN            NaN            NaN            NaN   1.84664       0.155600                 NaN   7.64854        5.55163     
  1227.11        2500.00        60.7531                 NaN   5.96258       0.917546E-001  0.553715                 NaN            NaN   3.47506       0.432567                 NaN   16.8204        11.9108     
  1225.89        2500.00                 NaN            NaN   14.0068        2.29890                 NaN            NaN            NaN   8.58513        1.11419                 NaN   43.4463        30.5486     
  1224.66        2500.00                 NaN            NaN   12.9423        3.42937       0.180141E-005            NaN            NaN   8.61457        1.09954                 NaN   43.3569        30.5573     
  1223.44        2500.00                 NaN            NaN   13.0312        3.34619       0.681087E-005            NaN            NaN   8.62374        1.09746                 NaN   43.3444        30.5570     
  1222.22        2500.00                 NaN            NaN   12.9457        3.42925       0.577238E-005            NaN            NaN   8.62395        1.09839                 NaN   43.3458        30.5569     
  1221.00        2500.00                 NaN            NaN   12.9528        3.42471       0.786970E-005            NaN            NaN   8.62660        1.09747                 NaN   43.3410        30.5574     
  1219.78        2500.00                 NaN            NaN   11.8682        4.58038       0.350249E-005            NaN            NaN   8.58299        1.10013                 NaN   43.3005        30.5679     
  1218.56        2500.00                 NaN            NaN   2.19865        14.1145       0.256559E-004            NaN            NaN   8.61064        1.10950                 NaN   43.4188        30.5479     
  1217.34        2500.00                 NaN            NaN   2.57103        13.7412       0.117353E-005            NaN            NaN   8.59952        1.11293                 NaN   43.4241        30.5512     
  1216.12        2500.00                 NaN            NaN   13.0333        3.34614       0.819791E-005            NaN            NaN   8.64536        1.09497                 NaN   43.3238        30.5565     
  1214.90        2500.00                 NaN            NaN   2.14538        14.1697       0.235018E-004            NaN            NaN   8.62868        1.10721                 NaN   43.4023        30.5467     
  1213.68        2500.00                 NaN            NaN   2.12981        14.1877       0.832730E-005            NaN            NaN   8.63283        1.10648                 NaN   43.3962        30.5470     
  1212.45        2500.00                 NaN            NaN   2.12334        14.1953       0.189260E-004            NaN            NaN   8.63799        1.10540                 NaN   43.3912        30.5468     
  1211.23        2500.00                 NaN            NaN   13.2092        3.17663       0.258861E-003            NaN            NaN   8.66313        1.09137                 NaN   43.3026        30.5568     
  1210.01        2500.00                 NaN            NaN   2.15579        14.1656       0.919032E-005            NaN            NaN   8.63707        1.10449                 NaN   43.3890        30.5480     
  1208.79        2500.00                 NaN            NaN   2.14895        14.1736       0.106150E-004            NaN            NaN   8.64174        1.10375                 NaN   43.3840        30.5480     
  1207.57        2500.00                 NaN            NaN   6.67704                 NaN            NaN            NaN   6.35269        8.38228        1.54394                 NaN   44.8449        32.1992     
  1206.35        2500.00                 NaN            NaN   9.90209        6.55050                 NaN            NaN            NaN   8.72220        1.06722                 NaN   43.2011        30.5569     
  1205.13        2500.00                 NaN            NaN   13.2948        3.09861       0.325008E-003            NaN            NaN   8.68532        1.08668                 NaN   43.2779        30.5565     
  1203.91        2500.00                 NaN            NaN   2.05960        14.2673       0.835104E-005            NaN            NaN   8.66910        1.09979                 NaN   43.3580        30.5462     
  1202.69        2500.00                 NaN            NaN   2.04383        14.2845       0.845569E-005            NaN            NaN   8.67238        1.09888                 NaN   43.3547        30.5457     
  1201.47        2500.00                 NaN            NaN   2.03666        14.2936       0.110165E-004            NaN            NaN   8.67791        1.09791                 NaN   43.3478        30.5462     
  1200.24        2500.00                 NaN            NaN   2.03432        14.2970       0.854098E-005            NaN            NaN   8.68227        1.09713                 NaN   43.3431        30.5462     
  1199.02        2500.00                 NaN            NaN   2.02891        14.3037       0.837629E-005            NaN            NaN   8.68646        1.09637                 NaN   43.3383        30.5462     
  1197.80        2500.00                 NaN            NaN   2.02486        14.3089       0.783740E-005            NaN            NaN   8.69064        1.09560                 NaN   43.3338        30.5462     
  1196.58        2500.00                 NaN            NaN   2.01981        14.3152       0.823548E-005            NaN            NaN   8.69482        1.09482                 NaN   43.3292        30.5462     
  1195.36        2500.00                 NaN            NaN   2.01728        14.3188       0.823708E-005            NaN            NaN   8.69893        1.09405                 NaN   43.3248        30.5461     
  1194.14        2500.00                 NaN            NaN   13.4269        2.97752       0.424239E-004            NaN            NaN   8.72326        1.07974                 NaN   43.2362        30.5563     
  1192.92        2500.00                 NaN            NaN   2.04856        14.2903       0.426468E-003            NaN            NaN   8.70442        1.09270                 NaN   43.3166        30.5469     
  1191.70        2500.00                 NaN            NaN   2.02845        14.3064       0.619110E-002            NaN            NaN   8.70920        1.09178                 NaN   43.3111        30.5469     
  1190.48        2500.00                 NaN            NaN   13.7225        2.68204                 NaN            NaN            NaN   8.74344        1.07707                 NaN   43.2210        30.5540     
  1189.26        2500.00                 NaN            NaN  0.127291E-003   13.5135        2.89101                 NaN            NaN   8.74257        1.07772                 NaN   43.2198        30.5552     
  1188.03        2500.00                 NaN            NaN   2.00861        14.3326       0.357306E-002            NaN            NaN   8.72232        1.08925                 NaN   43.2968        30.5468     
  1186.81        2500.00                 NaN            NaN   1.97554        14.3707       0.448440E-004            NaN            NaN   8.72820        1.08817                 NaN   43.2916        30.5457     
  1185.59        2500.00                 NaN            NaN   13.6136        2.80011                 NaN            NaN            NaN   8.75498        1.07353                 NaN   43.2019        30.5559     
  1184.37        2500.00                 NaN            NaN   13.6094        2.80556                 NaN            NaN            NaN   8.75864        1.07280                 NaN   43.1976        30.5560     
  1183.15        2500.00                 NaN            NaN   13.6451        2.77062                 NaN            NaN            NaN   8.76534        1.07167                 NaN   43.1919        30.5554     
  1181.93        2500.00                 NaN            NaN   6.63295       0.137082E-003            NaN            NaN   6.38988        8.38553        1.54375                 NaN   44.8336        32.2142     
  1180.71        2500.00                 NaN            NaN   1.41967        15.0053                 NaN            NaN            NaN   8.75083        1.09573                 NaN   43.1670        30.5615     
  1179.49        2500.00                 NaN            NaN   1.96055        14.3942                 NaN            NaN            NaN   8.75271        1.08293                 NaN   43.2629        30.5467     
  1178.27        2500.00                 NaN            NaN   1.95501        14.4013                 NaN            NaN            NaN   8.75691        1.08209                 NaN   43.2580        30.5467     
  1177.05        2500.00                 NaN            NaN   1.94946        14.4084                 NaN            NaN            NaN   8.76114        1.08123                 NaN   43.2530        30.5468     
  1175.82        2500.00                 NaN            NaN   13.6043        2.81600                 NaN            NaN            NaN   8.78560        1.06865                 NaN   43.1696        30.5558     
  1174.60        2500.00                 NaN            NaN   14.7488        1.74433       0.116856E-005            NaN            NaN   8.74889        1.08163                 NaN   43.1046        30.5718     
  1173.38        2500.00                 NaN            NaN   13.6476        2.77588                 NaN            NaN            NaN   8.79438        1.06680                 NaN   43.1595        30.5559     
  1172.16        2500.00                 NaN            NaN   13.6591        2.76591                 NaN            NaN            NaN   8.79847        1.06593                 NaN   43.1547        30.5559     
  1170.94        2500.00                 NaN            NaN   13.6699        2.75656                 NaN            NaN            NaN   8.80256        1.06507                 NaN   43.1499        30.5560     
  1169.72        2500.00                 NaN            NaN   13.6797        2.74839                 NaN            NaN            NaN   8.80665        1.06418                 NaN   43.1450        30.5561     
  1168.50        2500.00                 NaN            NaN   13.6910        2.73857                 NaN            NaN            NaN   8.81073        1.06332                 NaN   43.1402        30.5562     
  1167.28        2500.00                 NaN            NaN   13.7496        2.68576                 NaN            NaN            NaN   8.81588        1.06096                 NaN   43.1309        30.5569     
  1166.06        2500.00                 NaN            NaN   14.9949        1.51526                 NaN            NaN            NaN   8.79532        1.06448                 NaN   43.0615        30.5685     
  1164.84        2500.00                 NaN            NaN   13.7006        2.73343                 NaN            NaN            NaN   8.82234        1.06085                 NaN   43.1262        30.5566     
  1163.61        2500.00                 NaN            NaN   13.7647        2.67526                 NaN            NaN            NaN   8.82759        1.05846                 NaN   43.1167        30.5573     
  1162.39        2500.00                 NaN            NaN   14.0039        2.43572                 NaN            NaN            NaN   8.83940        1.05659                 NaN   43.1093        30.5551     
  1161.17        2500.00                 NaN            NaN   13.7903        2.65284                 NaN            NaN            NaN   8.83586        1.05663                 NaN   43.1069        30.5575     
  1159.95        2500.00                 NaN            NaN   14.0333        2.40958                 NaN            NaN            NaN   8.84726        1.05495                 NaN   43.0996        30.5554     
  1158.73        2500.00                 NaN            NaN   14.0275        2.41675                 NaN            NaN            NaN   8.85068        1.05412                 NaN   43.0956        30.5554     
  1157.51        2500.00                 NaN            NaN   13.7561        2.68761                 NaN            NaN            NaN   8.84650        1.05548                 NaN   43.0970        30.5573     
  1156.29        2500.00                 NaN            NaN   13.8387        2.61117                 NaN            NaN            NaN   8.85254        1.05287                 NaN   43.0868        30.5579     
  1155.07        2500.00                 NaN            NaN   13.8472        2.60438                 NaN            NaN            NaN   8.85645        1.05196                 NaN   43.0820        30.5580     
  1153.85        2500.00                 NaN            NaN   14.0569        2.39509       0.132013E-004            NaN            NaN   8.86856        1.05008                 NaN   43.0733        30.5561     
  1152.63        2500.00                 NaN            NaN   14.0790        2.37491                 NaN            NaN            NaN   8.87264        1.04920                 NaN   43.0680        30.5562     
  1151.40        2500.00                 NaN            NaN   14.0979        2.36248                 NaN            NaN            NaN   8.87695        1.04670                 NaN   43.0589        30.5571     
  1150.18        2500.00                 NaN            NaN   13.8699        2.58473                 NaN            NaN            NaN   8.87253        1.04938                 NaN   43.0656        30.5578     
  1148.96        2500.00                 NaN            NaN   13.8765        2.57986                 NaN            NaN            NaN   8.87647        1.04848                 NaN   43.0607        30.5580     
  1147.74        2500.00                 NaN            NaN   14.1070        2.35400                 NaN            NaN            NaN   8.88739        1.04536                 NaN   43.0493        30.5569     
  1146.52        2500.00                 NaN            NaN   13.9403        2.52362                 NaN            NaN            NaN   8.88575        1.04513                 NaN   43.0463        30.5589     
  1145.30        2500.00                 NaN            NaN   13.9451        2.52061                 NaN            NaN            NaN   8.88970        1.04421                 NaN   43.0414        30.5590     
  1144.08        2500.00                 NaN            NaN   13.9116        2.55079                 NaN            NaN            NaN   8.89378        1.04468                 NaN   43.0408        30.5583     
  1142.86        2500.00                 NaN            NaN   13.8990        2.56650                 NaN            NaN            NaN   8.89641        1.04375                 NaN   43.0353        30.5590     
  1141.64        2500.00                 NaN            NaN   1.88454        14.5020       0.453554E-004            NaN            NaN   8.87831        1.05613                 NaN   43.1340        30.5450     
  1140.42        2500.00                 NaN            NaN   1.88528        14.5028       0.452196E-004            NaN            NaN   8.88220        1.05520                 NaN   43.1293        30.5451     
  1139.19        2500.00                 NaN            NaN   13.8280        2.64132                 NaN            NaN            NaN   8.90485        1.04193                 NaN   43.0239        30.5599     
  1137.97        2500.00                 NaN            NaN   1.88878        14.5025       0.445116E-004            NaN            NaN   8.88980        1.05337                 NaN   43.1201        30.5454     
  1136.75        2500.00                 NaN            NaN   1.88955        14.5032       0.442061E-004            NaN            NaN   8.89365        1.05248                 NaN   43.1155        30.5455     
  1135.53        2500.00                 NaN            NaN   1.87910        14.5329       0.331334E-004            NaN            NaN   8.89642        1.05093                 NaN   43.0905        30.5500     
  1134.31        2500.00                 NaN            NaN   14.1537        2.32635                 NaN            NaN            NaN   8.93186        1.03499                 NaN   42.9943        30.5589     
  1133.09        2500.00                 NaN            NaN   13.8688        2.60944                 NaN            NaN            NaN   8.92517        1.03723                 NaN   42.9986        30.5608     
  1131.87        2500.00                 NaN            NaN   14.1580        2.32359                 NaN            NaN            NaN   8.94375        1.03358                 NaN   42.9825        30.5587     
  1130.65        2500.00                 NaN            NaN   14.1638        2.32333                 NaN            NaN            NaN   8.94708        1.03244                 NaN   42.9737        30.5597     
  1129.43        2500.00                 NaN            NaN   1.85982        14.5577       0.125836E-004            NaN            NaN   8.91945        1.04519                 NaN   43.0683        30.5495     
  1128.21        2500.00                 NaN            NaN   14.1241        2.36611                 NaN            NaN            NaN   8.94811        1.03047                 NaN   42.9707        30.5605     
  1126.98        2500.00                 NaN            NaN   14.1282        2.36400                 NaN            NaN            NaN   8.95190        1.02945                 NaN   42.9657        30.5608     
  1125.76        2500.00                 NaN            NaN   14.1475        2.34732                 NaN            NaN            NaN   8.96193        1.02765                 NaN   42.9558        30.5598     
  1124.54        2500.00                 NaN            NaN   14.1284        2.36762                 NaN            NaN            NaN   8.95941        1.02750                 NaN   42.9558        30.5613     
  1123.32        2500.00                 NaN            NaN   14.1279        2.37012                 NaN            NaN            NaN   8.96310        1.02658                 NaN   42.9507        30.5616     
  1122.10        2500.00                 NaN            NaN   13.8884        2.60790                 NaN            NaN            NaN   8.95845        1.02868                 NaN   42.9530        30.5635     
  1120.88        2500.00                 NaN            NaN   1.91117        14.5211       0.417127E-004            NaN            NaN   8.94102        1.03941                 NaN   43.0362        30.5511     
  1119.66        2500.00                 NaN            NaN   1.91241        14.5217       0.122534E-004            NaN            NaN   8.94477        1.03840                 NaN   43.0315        30.5512     
  1118.44        2500.00                 NaN            NaN   13.8691        2.63181                 NaN            NaN            NaN   8.96913        1.02596                 NaN   42.9398        30.5642     
  1117.22        2500.00                 NaN            NaN   13.8703        2.63247                 NaN            NaN            NaN   8.97295        1.02502                 NaN   42.9349        30.5644     
  1116.00        2500.00                 NaN            NaN   13.9227        2.58631                 NaN            NaN            NaN   8.97832        1.02252                 NaN   42.9249        30.5653     
  1114.77        2500.00                 NaN            NaN   13.9217        2.58914                 NaN            NaN            NaN   8.98208        1.02159                 NaN   42.9199        30.5656     
  1113.55        2500.00                 NaN            NaN   13.8620        2.64656                 NaN            NaN            NaN   8.98374        1.02225                 NaN   42.9201        30.5654     
  1112.33        2500.00                 NaN            NaN   13.8649        2.64545                 NaN            NaN            NaN   8.98743        1.02127                 NaN   42.9152        30.5657     
  1111.11        2500.00                 NaN            NaN   13.8817        2.63099                 NaN            NaN            NaN   8.99164        1.02009                 NaN   42.9096        30.5659     
  1109.89        2500.00                 NaN            NaN   13.9197        2.59904                 NaN            NaN            NaN   8.99663        1.01771                 NaN   42.9001        30.5668     
  1108.67        2500.00                 NaN            NaN   13.8890        2.62805                 NaN            NaN            NaN   8.99894        1.01788                 NaN   42.8996        30.5665     
  1107.45        2500.00                 NaN            NaN   13.9037        2.61535                 NaN            NaN            NaN   9.00331        1.01691                 NaN   42.8940        30.5667     
  1106.23        2500.00                 NaN            NaN   13.9228        2.59872                 NaN            NaN            NaN   9.00839        1.01558                 NaN   42.8874        30.5671     
  1105.01        2500.00                 NaN            NaN   13.8658        2.65648                 NaN            NaN            NaN   9.00953        1.01543                 NaN   42.8851        30.5676     
  1103.79        2500.00                 NaN            NaN   14.1004        2.42845                 NaN            NaN            NaN   9.02089        1.01150                 NaN   42.8721        30.5667     
  1102.56        2500.00                 NaN            NaN   13.4141        3.15083                 NaN            NaN            NaN   9.03277       0.999776                 NaN   42.8363        30.5662     
  1101.34        2500.00                 NaN            NaN   13.9200        2.61281                 NaN            NaN            NaN   9.02241        1.01087                 NaN   42.8647        30.5692     
  1100.12        2500.00                 NaN            NaN   5.54603        10.9784                 NaN            NaN            NaN   8.94011        1.02899                 NaN   42.9291        30.5774     
  1098.90        2500.00                 NaN            NaN   5.39188        11.1321                 NaN            NaN            NaN   8.94324        1.02953                 NaN   42.9255        30.5777     
  1097.68        2500.00                 NaN            NaN  0.153013E-002   13.9234        2.60777                 NaN            NaN   9.03992        1.00852                 NaN   42.8507        30.5681     
  1096.46        2500.00                 NaN            NaN  0.775976E-005   13.8633        2.67348                 NaN            NaN   9.03498        1.00856                 NaN   42.8497        30.5701     
  1095.24        2500.00                 NaN            NaN   13.9284        2.61501                 NaN            NaN            NaN   9.04095        1.00578                 NaN   42.8390        30.5709     
  1094.02        2500.00                 NaN            NaN   13.9206        2.62480                 NaN            NaN            NaN   9.04431        1.00488                 NaN   42.8342        30.5713     
  1092.80        2500.00                 NaN            NaN   3.57739        12.9973                 NaN            NaN            NaN   9.05441       0.995870                 NaN   42.8056        30.5694     
  1091.58        2500.00                 NaN            NaN   3.51444        13.0605                 NaN            NaN            NaN   9.05700       0.995594                 NaN   42.8025        30.5699     
  1090.35        2500.00                 NaN            NaN   5.21027        11.3264                 NaN            NaN            NaN   8.97214        1.02290                 NaN   42.8876        30.5807     
  1089.13        2500.00                 NaN            NaN   3.45337        13.1235                 NaN            NaN            NaN   9.06263       0.994561                 NaN   42.7949        30.5710     
  1087.91        2500.00                 NaN            NaN  0.467330E-004   8.83110                 NaN            NaN   5.16921        8.61264        1.38628                 NaN   44.0421        31.9587     
  1086.69        2500.00                 NaN            NaN   3.40303        13.1763                 NaN            NaN            NaN   9.06868       0.993300                 NaN   42.7867        30.5720     
  1085.47        2500.00                 NaN            NaN   3.38409        13.1966                 NaN            NaN            NaN   9.07175       0.992618                 NaN   42.7825        30.5725     
  1084.25        2500.00                 NaN            NaN  0.653556E-004   8.86764                 NaN            NaN   5.17250        8.62194        1.37485                 NaN   43.9969        31.9661     
  1083.03        2500.00                 NaN            NaN   4.90788        11.6350                 NaN            NaN            NaN   8.99582        1.01878                 NaN   42.8597        30.5829     
  1081.81        2500.00                 NaN            NaN   4.87128        11.6728                 NaN            NaN            NaN   8.99952        1.01807                 NaN   42.8550        30.5833     
  1080.59        2500.00                 NaN            NaN  0.611929E-004   8.75254                 NaN            NaN   5.24958        8.61722        1.38095                 NaN   44.0109        31.9888     
  1079.37        2500.00                 NaN            NaN   4.80782        11.7382                 NaN            NaN            NaN   9.00627        1.01693                 NaN   42.8466        30.5841     
  1078.14        2500.00                 NaN            NaN  0.613019E-004   8.68334                 NaN            NaN   5.29605        8.61453        1.38459                 NaN   44.0189        32.0025     
  1076.92        2500.00                 NaN            NaN  0.594794E-004   8.65157                 NaN            NaN   5.31755        8.61355        1.38625                 NaN   44.0220        32.0090     
  1075.70        2500.00                 NaN            NaN  0.601377E-004   8.63109                 NaN            NaN   5.33194        8.61325        1.38713                 NaN   44.0230        32.0135     
  1074.48        2500.00                 NaN            NaN  0.598645E-004   8.59101                 NaN            NaN   5.35836        8.61132        1.38935                 NaN   44.0287        32.0212     
  1073.26        2500.00                 NaN            NaN  0.597776E-004   8.61210                 NaN            NaN   5.33435        8.61562        1.39267                 NaN   44.0318        32.0134     
  1072.04        2500.00                 NaN            NaN  0.594609E-004   8.53294                 NaN            NaN   5.39767        8.60950        1.39233                 NaN   44.0344        32.0331     
  1070.82        2500.00                 NaN            NaN   4.61237        11.9442                 NaN            NaN            NaN   9.03339        1.01120                 NaN   42.8118        30.5870     
  1069.60        2500.00                 NaN            NaN  0.595017E-004   8.47915                 NaN            NaN   5.43408        8.60782        1.39506                 NaN   44.0397        32.0441     
  1068.38        2500.00                 NaN            NaN  0.591495E-004   8.45345                 NaN            NaN   5.45163        8.60714        1.39631                 NaN   44.0419        32.0495     
  1067.16        2500.00                 NaN            NaN  0.585017E-004   8.42876                 NaN            NaN   5.46841        8.60640        1.39758                 NaN   44.0442        32.0546     
  1065.93        2500.00                 NaN            NaN  0.582459E-004   8.40495                 NaN            NaN   5.48469        8.60585        1.39876                 NaN   44.0460        32.0597     
  1064.71        2500.00                 NaN            NaN  0.581577E-004   8.37716                 NaN            NaN   5.50336        8.60493        1.40022                 NaN   44.0490        32.0653     
  1063.49        2500.00                 NaN            NaN  0.578609E-004   8.34709                 NaN            NaN   5.52334        8.60397        1.40186                 NaN   44.0524        32.0713     
  1062.27        2500.00                 NaN            NaN   4.46257        12.1049                 NaN            NaN            NaN   9.05956        1.00543                 NaN   42.7775        30.5900     
  1061.05        2500.00                 NaN            NaN  0.572607E-004   8.30515                 NaN            NaN   5.55225        8.60310        1.40385                 NaN   44.0553        32.0803     
  1059.83        2500.00                 NaN            NaN   3.34059        13.2761                 NaN            NaN            NaN   9.13689       0.976292                 NaN   42.6867        30.5835     
  1058.61        2500.00                 NaN            NaN   4.42697        12.1453                 NaN            NaN            NaN   9.07250        1.00283                 NaN   42.7613        30.5911     
  1057.39        2500.00                 NaN            NaN   4.41434        12.1599                 NaN            NaN            NaN   9.07620        1.00191                 NaN   42.7561        30.5916     
  1056.17        2500.00                 NaN            NaN  0.704105E-004   8.32493       0.673641E-005            NaN   5.53158        8.60650        1.40673                 NaN   44.0551        32.0751     
  1054.95        2500.00                 NaN            NaN  0.776962E-004   8.30688       0.555808E-005            NaN   5.54423        8.60628        1.40756                 NaN   44.0558        32.0792     
  1053.72        2500.00                 NaN            NaN   4.31469        12.2623                 NaN            NaN            NaN   9.08473        1.00005                 NaN   42.7452        30.5931     
  1052.50        2500.00                 NaN            NaN  0.381939E-005   8.19842       0.221086E-004            NaN   5.61368        8.59622        1.41452                 NaN   44.0778        32.0993     
  1051.28        2500.00                 NaN            NaN   4.35610        12.2286                 NaN            NaN            NaN   9.09269       0.997348                 NaN   42.7310        30.5943     
  1050.06        2500.00                 NaN            NaN  0.804639E-004   8.23490       0.474227E-005            NaN   5.59518        8.60166        1.41098                 NaN   44.0613        32.0959     
  1048.84        2500.00                 NaN            NaN  0.381936E-005   8.21989       0.145701E-004            NaN   5.60602        8.60181        1.41160                 NaN   44.0611        32.0996     
  1047.62        2500.00                 NaN            NaN  0.681250E-004   8.11201                 NaN            NaN   5.68734        8.60124        1.41266                 NaN   44.0629        32.1238     
  1046.40        2500.00                 NaN            NaN  0.508756E-004   8.10193                 NaN            NaN   5.69509        8.60167        1.41294                 NaN   44.0618        32.1265     
  1045.18        2500.00                 NaN            NaN  0.489787E-004   8.08689                 NaN            NaN   5.70575        8.60172        1.41360                 NaN   44.0619        32.1301     
  1043.96        2500.00                 NaN            NaN  0.595320E-004   8.07111                 NaN            NaN   5.71688        8.60158        1.41430                 NaN   44.0624        32.1337     
  1042.74        2500.00                 NaN            NaN  0.381938E-005   8.12025                 NaN            NaN   5.67367        8.60225        1.41646                 NaN   44.0670        32.1204     
  1041.51        2500.00                 NaN            NaN  0.781740E-004   8.04033                 NaN            NaN   5.73857        8.60161        1.41567                 NaN   44.0629        32.1409     
  1040.29        2500.00                 NaN            NaN  0.468983E-004   8.11244       0.795219E-005            NaN   5.68174        8.60386        1.41639                 NaN   44.0611        32.1244     
  1039.07        2500.00                 NaN            NaN  0.106966E-003   8.01045                 NaN            NaN   5.75968        8.60165        1.41699                 NaN   44.0633        32.1478     
  1037.85        2500.00                 NaN            NaN  0.381938E-005   7.99167                 NaN            NaN   5.77255        8.60133        1.41796                 NaN   44.0645        32.1520     
  1036.63        2500.00                 NaN            NaN  0.669084E-004   7.97810                 NaN            NaN   5.78219        8.60146        1.41852                 NaN   44.0645        32.1552     
  1035.41        2500.00                 NaN            NaN  0.482566E-005   7.96854                 NaN            NaN   5.78964        8.60192        1.41879                 NaN   44.0632        32.1579     
  1034.19        2500.00                 NaN            NaN  0.381935E-005   7.94610                 NaN            NaN   5.80404        8.60295        1.42046                 NaN   44.0640        32.1625     
  1032.97        2500.00                 NaN            NaN  0.453994E-004   8.01141                 NaN            NaN   5.75219        8.60283        1.42081                 NaN   44.0655        32.1472     
  1031.75        2500.00                 NaN            NaN  0.102422E-003   7.92355                 NaN            NaN   5.82113        8.60190        1.42087                 NaN   44.0641        32.1684     
  1030.53        2500.00                 NaN            NaN  0.922083E-004   7.92321                 NaN            NaN   5.82305        8.60312        1.42047                 NaN   44.0604        32.1696     
  1029.30        2500.00                 NaN            NaN   3.37287        13.2958                 NaN            NaN            NaN   9.21844       0.953456                 NaN   42.5613        30.5981     
  1028.08        2500.00                 NaN            NaN   3.38094        13.2899                 NaN            NaN            NaN   9.22152       0.952590                 NaN   42.5563        30.5988     
  1026.86        2500.00                 NaN            NaN   13.2823        3.39061                 NaN            NaN            NaN   9.22458       0.951746                 NaN   42.5513        30.5995     
  1025.64        2500.00                 NaN            NaN   13.2781        3.39584                 NaN            NaN            NaN   9.22792       0.951092                 NaN   42.5471        30.5999     
  1024.42        2500.00                 NaN            NaN   3.40699        13.2702                 NaN            NaN            NaN   9.23065       0.950015                 NaN   42.5413        30.6008     
  1023.20        2500.00                 NaN            NaN   3.41519        13.2641                 NaN            NaN            NaN   9.23371       0.949154                 NaN   42.5363        30.6015     
  1021.98        2500.00                 NaN            NaN   13.2582        3.42336                 NaN            NaN            NaN   9.23678       0.948293                 NaN   42.5312        30.6022     
  1020.76        2500.00                 NaN            NaN   3.43115        13.2525                 NaN            NaN            NaN   9.23983       0.947425                 NaN   42.5263        30.6029     
  1019.54        2500.00                 NaN            NaN   3.43919        13.2467                 NaN            NaN            NaN   9.24291       0.946547                 NaN   42.5211        30.6035     
  1018.32        2500.00                 NaN            NaN   3.44681        13.2412                 NaN            NaN            NaN   9.24598       0.945671                 NaN   42.5161        30.6042     
  1017.09        2500.00                 NaN            NaN   13.2357        3.45461                 NaN            NaN            NaN   9.24908       0.944780                 NaN   42.5109        30.6049     
  1015.87        2500.00                 NaN            NaN   13.2311        3.46142                 NaN            NaN            NaN   9.25218       0.943886                 NaN   42.5058        30.6056     
  1014.65        2500.00                 NaN            NaN   13.2253        3.46946                 NaN            NaN            NaN   9.25527       0.942997                 NaN   42.5006        30.6063     
  1013.43        2500.00                 NaN            NaN   13.2154        3.48153                 NaN            NaN            NaN   9.25816       0.942193                 NaN   42.4956        30.6071     
  1012.21        2500.00                 NaN            NaN   3.41867        13.2824                 NaN            NaN            NaN   9.26453       0.939760                 NaN   42.4873        30.6073     
  1010.99        2500.00                 NaN            NaN   13.2477        3.45482                 NaN            NaN            NaN   9.26631       0.939492                 NaN   42.4835        30.6082     
  1009.77        2500.00                 NaN            NaN   3.42949        13.2761                 NaN            NaN            NaN   9.27096       0.937859                 NaN   42.4768        30.6087     
  1008.55        2500.00                 NaN            NaN   13.2473        3.46009                 NaN            NaN            NaN   9.27301       0.937449                 NaN   42.4726        30.6096     
  1007.33        2500.00                 NaN            NaN   3.43487        13.2757                 NaN            NaN            NaN   9.27769       0.935788                 NaN   42.4659        30.6101     
