|6.6.6
Archiving\03_Data\fracLP/QFM_m1/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  2000.00        500.000        99.7709       0.215110       0.139710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1997.49        500.000        99.7709       0.215121       0.139713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1994.99        500.000        99.7709       0.215132       0.139715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1992.48        500.000        99.7709       0.215143       0.139718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1989.97        500.000        99.7709       0.215153       0.139720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.47        500.000        99.7709       0.215164       0.139723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1984.96        500.000        99.7709       0.215177       0.139726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1982.46        500.000        99.7708       0.215186       0.139728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1979.95        500.000        99.7708       0.215197       0.139731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.44        500.000        99.7708       0.215208       0.139733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.94        500.000        99.7708       0.215219       0.139736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1972.43        500.000        99.7708       0.215229       0.139739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1969.92        500.000        99.7708       0.215240       0.139741E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.42        500.000        99.7708       0.215251       0.139744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        99.7708       0.215262       0.139747E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.7708       0.215273       0.139749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.7707       0.215284       0.139752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.7707       0.215295       0.139755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.7707       0.215306       0.139758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.7707       0.215317       0.139760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.7707       0.215328       0.139763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.7707       0.215339       0.139766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.7707       0.215350       0.139769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.7707       0.215361       0.139771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.7707       0.215372       0.139774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.2911       0.215435       0.830112E-003  0.492641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.9784                 NaN            NaN  0.215597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5083                 NaN            NaN  0.491692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4662                 NaN            NaN  0.533782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4680                 NaN            NaN  0.531907       0.109220E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4713                 NaN            NaN  0.524115       0.454443E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4670                 NaN            NaN  0.522556       0.104538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4706                 NaN            NaN  0.519037       0.103898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4719                 NaN            NaN  0.517724       0.103815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3140                 NaN            NaN  0.672436       0.135383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.8534                 NaN            NaN  0.143721       0.291289E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.2647                 NaN            NaN  0.720876       0.144079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4809                 NaN            NaN  0.508824       0.102484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4833                 NaN            NaN  0.506493       0.102516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4866                 NaN            NaN  0.503226       0.101599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4868                 NaN            NaN  0.503033       0.101540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4904                 NaN            NaN  0.499500       0.100746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4909                 NaN            NaN  0.499037       0.100788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4924                 NaN            NaN  0.497524       0.100627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4927                 NaN            NaN  0.497294       0.100484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4948                 NaN            NaN  0.495221       0.100065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4585                 NaN            NaN  0.530721       0.107478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6679                 NaN            NaN  0.325506       0.657317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3681                 NaN            NaN  0.619422       0.124708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5024                 NaN            NaN  0.487801       0.984903E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5019                 NaN            NaN  0.488245       0.983939E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4967                 NaN            NaN  0.493384       0.994524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5087                 NaN            NaN  0.481601       0.965730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5003                 NaN            NaN  0.489835       0.985647E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5092                 NaN            NaN  0.481147       0.962132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5171                 NaN            NaN  0.473456       0.945045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4935                 NaN            NaN  0.496584       0.993366E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5077                 NaN            NaN  0.482693       0.961730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5060                 NaN            NaN  0.484422       0.962296E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5079                 NaN            NaN  0.482518       0.957664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5067                 NaN            NaN  0.483682       0.956940E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5050                 NaN            NaN  0.485459       0.953116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5105                 NaN            NaN  0.480021       0.942978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5070                 NaN            NaN  0.483485       0.948839E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5069                 NaN            NaN  0.483595       0.946032E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5034                 NaN            NaN  0.487128       0.947738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5095                 NaN            NaN  0.481189       0.932917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5045                 NaN            NaN  0.486107       0.941422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5071                 NaN            NaN  0.483554       0.931604E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5038                 NaN            NaN  0.486839       0.936770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5060                 NaN            NaN  0.484718       0.926443E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5033                 NaN            NaN  0.487378       0.929770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5027                 NaN            NaN  0.488015       0.925668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5016                 NaN            NaN  0.489173       0.924895E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5016                 NaN            NaN  0.489229       0.919558E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5003                 NaN            NaN  0.490536       0.919284E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4974                 NaN            NaN  0.493378       0.920659E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4983                 NaN            NaN  0.492527       0.912880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4959                 NaN            NaN  0.494962       0.910793E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5047                 NaN            NaN  0.486338       0.895978E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4842                 NaN            NaN  0.506553       0.924508E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4923                 NaN            NaN  0.498608       0.906535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4911                 NaN            NaN  0.499898       0.903521E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4990                 NaN            NaN  0.492138       0.886805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4751                 NaN            NaN  0.515681       0.921607E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4891                 NaN            NaN  0.501960       0.892440E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4837                 NaN            NaN  0.507309       0.899471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4823                 NaN            NaN  0.508760       0.894083E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4831                 NaN            NaN  0.508050       0.888811E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4795                 NaN            NaN  0.511563       0.890416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4772                 NaN            NaN  0.513858       0.890697E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4757                 NaN            NaN  0.515415       0.887929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4745                 NaN            NaN  0.516643       0.884280E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4727                 NaN            NaN  0.518464       0.882416E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4703                 NaN            NaN  0.520874       0.881687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4680                 NaN            NaN  0.523217       0.879530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4667                 NaN            NaN  0.524495       0.878367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4637                 NaN            NaN  0.527550       0.875863E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4633                 NaN            NaN  0.527940       0.873962E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4614                 NaN            NaN  0.529833       0.872298E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4592                 NaN            NaN  0.532083       0.871993E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4577                 NaN            NaN  0.533644       0.869465E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.0192                 NaN            NaN  0.965232       0.155269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.9127                 NaN            NaN  0.859613E-001  0.136822E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4290                 NaN            NaN  0.562027       0.900227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4498                 NaN            NaN  0.541514       0.864441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.0600                 NaN            NaN  0.925371       0.146769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.8425                 NaN            NaN  0.155058       0.244696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4412                 NaN            NaN  0.550188       0.864735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4403                 NaN            NaN  0.551119       0.862306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4461                 NaN            NaN  0.545427       0.850767E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4431                 NaN            NaN  0.548428       0.850064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4381                 NaN            NaN  0.553410       0.852357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4414                 NaN            NaN  0.550133       0.845589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4377                 NaN            NaN  0.553788       0.847809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4332                 NaN            NaN  0.558275       0.851198E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4413                 NaN            NaN  0.550346       0.835772E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4355                 NaN            NaN  0.556042       0.840933E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4355                 NaN            NaN  0.556129       0.839330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3031                 NaN            NaN  0.686559       0.103222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.5636                 NaN            NaN  0.429896       0.653779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4345                 NaN            NaN  0.557193       0.833283E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4335                 NaN            NaN  0.558177       0.832050E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4342                 NaN            NaN  0.557482       0.829120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
