|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1967.42        500.000        99.1682                 NaN  0.831775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        99.1682                 NaN  0.831774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.1682                 NaN  0.831772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.1682                 NaN  0.831771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.1682                 NaN  0.831769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.1682                 NaN  0.831768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.1682                 NaN  0.831767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.1682                 NaN  0.831765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.1682                 NaN  0.831764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.1682                 NaN  0.831763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.1682                 NaN  0.831761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.1682                 NaN  0.831760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.1682                 NaN  0.831758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.1682                 NaN  0.831757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.1682                 NaN  0.831755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.1682                 NaN  0.831754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.1682                 NaN  0.831752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.1682                 NaN  0.831751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.1683                 NaN  0.831749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.1683                 NaN  0.831748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.1683                 NaN  0.831746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.1683                 NaN  0.831745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.1683                 NaN  0.831743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.1683                 NaN  0.831741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.1683                 NaN  0.831740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.1683                 NaN  0.831738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.1683                 NaN  0.831737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.1683                 NaN  0.831735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.1683                 NaN  0.831733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.1683                 NaN  0.831732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.1683                 NaN  0.831730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.1683                 NaN  0.831728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.1683                 NaN  0.831727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.1683                 NaN  0.831725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.1683                 NaN  0.831723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.1683                 NaN  0.831721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.1683                 NaN  0.831719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.1683                 NaN  0.831718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.1683                 NaN  0.831716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.1683                 NaN  0.831714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.1683                 NaN  0.831712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.1683                 NaN  0.831710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.1683                 NaN  0.831709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.1683                 NaN  0.831707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.1683                 NaN  0.831705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.1683                 NaN  0.831703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.1683                 NaN  0.831701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.1683                 NaN  0.831699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.1683                 NaN  0.831697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.1683                 NaN  0.831695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.1683                 NaN  0.831693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.1683                 NaN  0.831691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.1683                 NaN  0.831689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.1683                 NaN  0.831687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.1683                 NaN  0.831685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.1683                 NaN  0.831683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.1683                 NaN  0.831681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.1683                 NaN  0.831679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.1683                 NaN  0.831676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.1683                 NaN  0.831674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.1683                 NaN  0.831672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.1683                 NaN  0.831670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.1683                 NaN  0.831668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.1547                 NaN  0.831665       0.136250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.1513                 NaN  0.831776       0.169130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.1511                 NaN  0.831914       0.169560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.1511                 NaN  0.832052       0.168441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.1511                 NaN  0.832190       0.167076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.1511                 NaN  0.832326       0.165830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.1510                 NaN  0.832461       0.164903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1511                 NaN  0.832596       0.163363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.1510                 NaN  0.832729       0.162264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.1510                 NaN  0.832861       0.161087E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.1510                 NaN  0.832992       0.159766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.1510                 NaN  0.833123       0.158463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.1510                 NaN  0.833252       0.157641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.1334                 NaN  0.833377       0.331737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.1663                 NaN  0.833654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.1530                 NaN  0.833651       0.133714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.1510                 NaN  0.833759       0.152693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1510                 NaN  0.833884       0.151258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.1509                 NaN  0.834007       0.150531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.1509                 NaN  0.834129       0.149324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.1509                 NaN  0.834251       0.148350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.1509                 NaN  0.834371       0.147233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.1509                 NaN  0.834491       0.146310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        98.8402                 NaN  0.834615       0.142261E-001  0.310950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3372                 NaN            NaN  0.142153E-001  0.648551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3322                 NaN            NaN  0.141730E-001  0.653644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3261                 NaN            NaN  0.141978E-001  0.659749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3218                 NaN            NaN  0.141860E-001  0.663968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3175                 NaN            NaN  0.141401E-001  0.668405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3120                 NaN            NaN  0.141405E-001  0.673904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3057                 NaN            NaN  0.141632E-001  0.680141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.2910                 NaN            NaN  0.143262E-001  0.694651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3030                 NaN            NaN  0.139127E-001  0.683073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3129                 NaN            NaN  0.136581E-001  0.673489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.2589                 NaN            NaN  0.145979E-001  0.726543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.2765                 NaN            NaN  0.141433E-001  0.709356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        98.7582                 NaN            NaN  0.240697E-001   1.21777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.8112                 NaN            NaN  0.359322E-002  0.185242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.2305                 NaN            NaN  0.146845E-001  0.754822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.2582                 NaN            NaN  0.140125E-001  0.727782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.2486                 NaN            NaN  0.141081E-001  0.737327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.2854                 NaN            NaN  0.133115E-001  0.701301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.1936                 NaN            NaN  0.148910E-001  0.791493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.2309                 NaN            NaN  0.140943E-001  0.754996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2234                 NaN            NaN  0.141343E-001  0.762440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.2221                 NaN            NaN  0.140694E-001  0.763861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2132                 NaN            NaN  0.141085E-001  0.772671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2094                 NaN            NaN  0.140807E-001  0.776481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2044                 NaN            NaN  0.141060E-001  0.781485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2072                 NaN            NaN  0.139483E-001  0.778863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.1863                 NaN            NaN  0.142361E-001  0.799479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.1900                 NaN            NaN  0.140833E-001  0.795867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.0129                 NaN            NaN  0.170466E-001  0.970048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3641                 NaN            NaN  0.109547E-001  0.624967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.1647                 NaN            NaN  0.142829E-001  0.820987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1737                 NaN            NaN  0.140644E-001  0.812250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.1670                 NaN            NaN  0.141223E-001  0.818894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1664                 NaN            NaN  0.140615E-001  0.819584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.1616                 NaN            NaN  0.140788E-001  0.824312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.1560                 NaN            NaN  0.141513E-001  0.829849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1588                 NaN            NaN  0.140304E-001  0.827194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.1544                 NaN            NaN  0.140533E-001  0.831547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.1463                 NaN            NaN  0.141538E-001  0.839591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1551                 NaN            NaN  0.139656E-001  0.830968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.2868                 NaN            NaN  0.281452E-001   1.68507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9645                 NaN            NaN  0.490285E-003  0.350141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.9072                 NaN            NaN  0.152701E-002  0.912563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        98.4372                 NaN            NaN  0.256769E-001   1.53712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.1460                 NaN            NaN  0.140438E-001  0.839926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.1460                 NaN            NaN  0.140156E-001  0.840016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.1474                 NaN            NaN  0.139874E-001  0.838582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1460                 NaN            NaN  0.140081E-001  0.840032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.1491                 NaN            NaN  0.139584E-001  0.836897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.1498                 NaN            NaN  0.139541E-001  0.836263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.1393                 NaN            NaN  0.138841E-001  0.828375                 NaN  0.184410E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        97.8313                 NaN            NaN  0.597594E-002  0.156162E-001            NaN   2.14708                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        97.7345                 NaN            NaN  0.675305E-002  0.124448E-002            NaN   2.25749                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        97.7500                 NaN            NaN  0.477220E-002  0.794906E-002            NaN   2.23728                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.2214                 NaN            NaN  0.425924E-002  0.984293E-002            NaN   1.76453                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        97.9732                 NaN            NaN  0.459244E-002            NaN            NaN   2.02223                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.0034                 NaN            NaN  0.434628E-002  0.111400E-004            NaN   1.99227                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.0345                 NaN            NaN  0.404642E-002  0.269550E-004            NaN   1.96145                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.0656                 NaN            NaN  0.376986E-002            NaN            NaN   1.93064                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.0969                 NaN            NaN  0.351442E-002            NaN            NaN   1.89957                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.1261                 NaN            NaN  0.323978E-002  0.264822E-005            NaN   1.87061                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.1517                 NaN            NaN  0.290745E-002            NaN            NaN   1.84539                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.1821                 NaN            NaN  0.263139E-002            NaN            NaN   1.81523                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.2073                 NaN            NaN  0.249978E-002            NaN            NaN   1.79024                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.2328                 NaN            NaN  0.222285E-002  0.160316E-005            NaN   1.76501                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.2559                 NaN            NaN  0.200051E-002            NaN            NaN   1.74205                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.2828                 NaN            NaN  0.183875E-002            NaN            NaN   1.71533                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.3049                 NaN            NaN  0.142813E-002            NaN            NaN   1.69368                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.3280                 NaN            NaN  0.120946E-002            NaN            NaN   1.67077                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.3493                 NaN            NaN  0.101756E-002            NaN            NaN   1.64965                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.3691                 NaN            NaN  0.708747E-003            NaN            NaN   1.63017                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.3919                 NaN            NaN  0.478017E-003            NaN            NaN   1.60763                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.4111                 NaN            NaN  0.267715E-003            NaN            NaN   1.58860                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4308                 NaN            NaN  0.310678E-003            NaN            NaN   1.56894                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.4486                 NaN            NaN            NaN            NaN            NaN   1.55141                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.4672                 NaN            NaN  0.832053E-003  0.736575E-004            NaN   1.53185                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.4840                 NaN            NaN            NaN            NaN            NaN   1.51605                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.5005                 NaN            NaN            NaN            NaN            NaN   1.49949                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.5167                 NaN            NaN            NaN            NaN            NaN   1.48331                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5335                 NaN            NaN            NaN            NaN            NaN   1.46646                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.5486                 NaN            NaN            NaN            NaN            NaN   1.45144                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.5615                 NaN            NaN            NaN            NaN            NaN   1.43852                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.5759                 NaN            NaN            NaN            NaN            NaN   1.42407                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.5879                 NaN            NaN            NaN            NaN            NaN   1.41211                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.6010                 NaN            NaN            NaN            NaN            NaN   1.39904                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.6124                 NaN            NaN            NaN            NaN            NaN   1.38757                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.6212                 NaN            NaN            NaN            NaN            NaN   1.37878                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.6337                 NaN            NaN            NaN            NaN            NaN   1.36634                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.6388                 NaN            NaN            NaN            NaN            NaN   1.36122                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.4409                 NaN            NaN            NaN            NaN            NaN  0.437563        1.12151                 NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.2181                 NaN            NaN            NaN            NaN            NaN            NaN   1.78186                 NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.0623                 NaN            NaN  0.156637E-001            NaN            NaN            NaN   1.92206                 NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        97.9129                 NaN            NaN  0.168153E-001            NaN            NaN            NaN   1.90615       0.164096                 NaN            NaN            NaN            NaN
  1516.29        500.000        97.0193                 NaN            NaN  0.168868E-001            NaN            NaN            NaN  0.787536        2.17631                 NaN            NaN            NaN            NaN
  1513.78        500.000        97.0951                 NaN            NaN  0.162053E-001            NaN            NaN            NaN  0.762734        2.12594                 NaN            NaN            NaN            NaN
  1511.28        500.000        97.1655                 NaN            NaN  0.156009E-001            NaN            NaN            NaN  0.740294        2.07859                 NaN            NaN            NaN            NaN
  1508.77        500.000        97.2325                 NaN            NaN  0.149829E-001            NaN            NaN            NaN   2.03554       0.716958                 NaN            NaN            NaN            NaN
  1506.27        500.000        97.2961                 NaN            NaN  0.118617E-001            NaN            NaN  0.136019        2.05074       0.505241                 NaN            NaN            NaN            NaN
  1503.76        500.000        97.3334                 NaN            NaN  0.353488E-002            NaN            NaN  0.550044        2.11302                 NaN            NaN            NaN            NaN            NaN
