|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1501.25        500.000        97.3961                 NaN            NaN  0.275285E-002            NaN            NaN  0.548264        2.05291                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.4661                 NaN            NaN  0.212199E-002            NaN            NaN  0.536544        1.99526                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.5232                 NaN            NaN  0.162351E-002            NaN            NaN  0.523892        1.95131                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.5817                 NaN            NaN  0.109021E-002            NaN            NaN  0.512149        1.90502                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.6371                 NaN            NaN  0.638783E-003            NaN            NaN  0.498802        1.86345                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.6915                 NaN            NaN  0.594579E-004            NaN            NaN  0.492404        1.81599                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.7449                 NaN            NaN  0.928563E-003            NaN            NaN  0.467613        1.78654                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.7928                 NaN            NaN  0.253282E-003            NaN            NaN  0.457764        1.74921                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.8394                 NaN            NaN  0.284638E-003            NaN            NaN  0.442584        1.71770                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.9676                 NaN            NaN  0.139425E-001            NaN            NaN  0.113453        1.90499                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.8782                 NaN            NaN            NaN            NaN            NaN  0.628981        1.49284                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        97.9704                 NaN            NaN            NaN            NaN            NaN  0.385765        1.64384                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.0105                 NaN            NaN            NaN            NaN            NaN  0.365393        1.62411                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.0488                 NaN            NaN            NaN            NaN            NaN  0.351005        1.60015                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.0758                 NaN            NaN            NaN            NaN            NaN  0.263890        1.54063       0.119711                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.0982                 NaN            NaN            NaN            NaN            NaN  0.157501        1.46414       0.280188                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.1288                 NaN            NaN            NaN            NaN            NaN  0.130970       0.309221        1.43104                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.1584                 NaN            NaN            NaN            NaN            NaN  0.105668        1.39880       0.337124                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.2175                 NaN            NaN            NaN            NaN            NaN  0.286993        1.49547                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.1874                 NaN            NaN            NaN            NaN            NaN            NaN   1.26643       0.546131                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.2388                 NaN            NaN            NaN            NaN            NaN            NaN  0.457600        1.30360                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.2644                 NaN            NaN  0.351031E-002            NaN            NaN            NaN  0.457700        1.27442                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.2882                 NaN            NaN  0.452072E-002            NaN            NaN            NaN   1.25250       0.454792                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.3137                 NaN            NaN  0.425227E-002            NaN            NaN            NaN   1.23206       0.450016                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3376                 NaN            NaN  0.400424E-002            NaN            NaN            NaN  0.445674        1.21275                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3626                 NaN            NaN  0.375293E-002            NaN            NaN            NaN  0.440785        1.19290                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3842                 NaN            NaN  0.351173E-002            NaN            NaN            NaN   1.17453       0.437754                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4058                 NaN            NaN  0.328785E-002            NaN            NaN            NaN  0.433182        1.15769                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4277                 NaN            NaN  0.306269E-002            NaN            NaN            NaN  0.429529        1.13975                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4462                 NaN            NaN  0.282224E-002            NaN            NaN            NaN  0.423846        1.12710                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4690                 NaN            NaN  0.262450E-002            NaN            NaN            NaN  0.421933        1.10647                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4881                 NaN            NaN  0.241826E-002            NaN            NaN            NaN  0.419671        1.08977                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5071                 NaN            NaN  0.221635E-002            NaN            NaN            NaN  0.416024        1.07466                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.5248                 NaN            NaN  0.201844E-002            NaN            NaN            NaN  0.413327        1.05983                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.5420                 NaN            NaN  0.183926E-002            NaN            NaN            NaN   1.04609       0.410110                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.5601                 NaN            NaN  0.164746E-002            NaN            NaN            NaN   1.03064       0.407667                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.5747                 NaN            NaN  0.148484E-002            NaN            NaN            NaN   1.01944       0.404355                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.5909                 NaN            NaN  0.130496E-002  0.600831E-005            NaN            NaN  0.402776        1.00500                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.6069                 NaN            NaN  0.112868E-002            NaN            NaN            NaN  0.399686       0.992280                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.6204                 NaN            NaN  0.968821E-003            NaN            NaN            NaN  0.396768       0.981905                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.6355                 NaN            NaN  0.806217E-003            NaN            NaN            NaN  0.394889       0.968835                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.6484                 NaN            NaN  0.654809E-003            NaN            NaN            NaN  0.958492       0.392476                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.6623                 NaN            NaN  0.510351E-003            NaN            NaN            NaN  0.946411       0.390791                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.6751                 NaN            NaN  0.356631E-003            NaN            NaN            NaN  0.936166       0.388417                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.6877                 NaN            NaN  0.216540E-003            NaN            NaN            NaN  0.926630       0.385418                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.6996                 NaN            NaN  0.810866E-004            NaN            NaN            NaN  0.384549       0.915754                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.4931                 NaN            NaN            NaN            NaN            NaN            NaN  0.914942       0.490832       0.101088                 NaN            NaN            NaN
  1383.46        500.000        96.9882                 NaN            NaN  0.175624E-003            NaN            NaN            NaN  0.948529        1.25229       0.810787                 NaN            NaN            NaN
  1380.95        500.000        97.0551                 NaN            NaN  0.320569E-002            NaN            NaN            NaN  0.918510        1.23202       0.791117                 NaN            NaN            NaN
  1378.45        500.000        97.1190                 NaN            NaN            NaN            NaN            NaN            NaN   1.19766       0.912006       0.771318                 NaN            NaN            NaN
  1375.94        500.000        97.1698                 NaN            NaN            NaN            NaN            NaN            NaN  0.894789        1.17930       0.756071                 NaN            NaN            NaN
  1373.43        500.000        97.2305                 NaN            NaN            NaN            NaN            NaN            NaN   1.15630       0.875359       0.737873                 NaN            NaN            NaN
  1370.93        500.000        97.2805                 NaN            NaN            NaN            NaN            NaN            NaN  0.858903        1.13807       0.722514                 NaN            NaN            NaN
  1368.42        500.000        97.3317                 NaN            NaN            NaN            NaN            NaN            NaN  0.842398        1.11900       0.706910                 NaN            NaN            NaN
  1365.91        500.000        97.3794                 NaN            NaN            NaN            NaN            NaN            NaN   1.10199       0.826248       0.692333                 NaN            NaN            NaN
  1363.41        500.000        97.4249                 NaN            NaN            NaN            NaN            NaN            NaN  0.810236        1.08700       0.677849                 NaN            NaN            NaN
  1360.90        500.000        97.4669                 NaN            NaN            NaN            NaN            NaN            NaN   1.07167       0.796557       0.664852                 NaN            NaN            NaN
  1358.40        500.000        97.5080                 NaN            NaN            NaN            NaN            NaN            NaN   1.05771       0.782502       0.651766                 NaN            NaN            NaN
  1355.89        500.000        97.5483                 NaN            NaN            NaN            NaN            NaN            NaN   1.04428       0.768570       0.638897                 NaN            NaN            NaN
  1353.38        500.000        97.5834                 NaN            NaN            NaN            NaN            NaN            NaN  0.756662        1.03249       0.627411                 NaN            NaN            NaN
  1350.88        500.000        97.6149                 NaN            NaN            NaN            NaN            NaN            NaN  0.745548        1.02275       0.616748                 NaN            NaN            NaN
  1348.37        500.000        97.6527                 NaN            NaN            NaN            NaN            NaN            NaN  0.732387        1.00993       0.605002                 NaN            NaN            NaN
  1345.86        500.000        97.6774                 NaN            NaN            NaN            NaN            NaN            NaN  0.723281        1.00347       0.595894                 NaN            NaN            NaN
  1343.36        500.000        97.7116                 NaN            NaN            NaN            NaN            NaN            NaN  0.709586       0.994059       0.584752                 NaN            NaN            NaN
  1340.85        500.000        97.7385                 NaN            NaN            NaN            NaN            NaN            NaN  0.986547       0.699213       0.575721                 NaN            NaN            NaN
  1338.35        500.000        97.7631                 NaN            NaN            NaN            NaN            NaN            NaN  0.689440       0.980493       0.566949                 NaN            NaN            NaN
  1335.84        500.000        97.7772                 NaN            NaN            NaN  0.323004                 NaN            NaN  0.926839       0.375073       0.597924                 NaN            NaN            NaN
  1333.33        500.000        97.7660                 NaN            NaN            NaN  0.571851                 NaN            NaN   1.03421                 NaN  0.627949                 NaN            NaN            NaN
  1330.83        500.000        97.7943                 NaN            NaN            NaN  0.584967                 NaN            NaN  0.999475                 NaN  0.621232                 NaN            NaN            NaN
  1328.32        500.000        4.28984        92.4784                 NaN            NaN   1.01544                 NaN            NaN   1.27316                 NaN  0.943161                 NaN            NaN            NaN
  1325.81        500.000        98.9701                 NaN            NaN            NaN  0.110603                 NaN            NaN  0.675090                 NaN  0.244192                 NaN            NaN            NaN
  1323.31        500.000        97.9047                 NaN            NaN            NaN  0.542486                 NaN            NaN  0.972615                 NaN  0.580243                 NaN            NaN            NaN
  1320.80        500.000        15.2443        79.0779                 NaN            NaN   2.05227                 NaN            NaN   1.93619                 NaN   1.68936                 NaN            NaN            NaN
  1318.30        500.000        17.1229        81.5294                 NaN            NaN  0.414625                 NaN            NaN  0.560073                 NaN  0.373004                 NaN            NaN            NaN
  1315.79        500.000        19.0023        79.0205                 NaN            NaN  0.603835                 NaN            NaN  0.822635                 NaN  0.550730                 NaN            NaN            NaN
  1313.28        500.000        20.6915        77.4712                 NaN            NaN  0.554533                 NaN            NaN  0.775194                 NaN  0.507562                 NaN            NaN            NaN
  1310.78        500.000        22.0712        76.2066                 NaN            NaN  0.512115                 NaN            NaN  0.738840                 NaN  0.471289                 NaN            NaN            NaN
  1308.27        500.000        23.1758        75.1957                 NaN            NaN  0.476626                 NaN            NaN  0.710031                 NaN  0.441805                 NaN            NaN            NaN
  1305.76        500.000        24.1196        74.2740                 NaN  0.343421E-001  0.433103                 NaN            NaN  0.709852                 NaN  0.429049                 NaN            NaN            NaN
  1303.26        500.000        25.1372        73.1457                 NaN  0.148616       0.355767                 NaN            NaN  0.768156                 NaN  0.444534                 NaN            NaN            NaN
  1300.75        500.000        99.3103                 NaN            NaN            NaN            NaN            NaN            NaN  0.616584                 NaN  0.730719E-001            NaN            NaN            NaN
  1298.25        500.000        98.6308                 NaN            NaN            NaN            NaN            NaN            NaN   1.03733                 NaN  0.331894                 NaN            NaN            NaN
  1295.74        500.000        98.1232                 NaN            NaN            NaN  0.261755                 NaN            NaN   1.02901                 NaN  0.471350       0.114723                 NaN            NaN
  1293.23        500.000        98.0265                 NaN            NaN            NaN  0.424320                 NaN            NaN  0.926412                 NaN  0.510417       0.112381                 NaN            NaN
  1290.73        500.000        98.0681                 NaN            NaN            NaN  0.417552                 NaN            NaN  0.906735                 NaN  0.498685       0.108931                 NaN            NaN
  1288.22        500.000        98.1112                 NaN            NaN            NaN  0.411879                 NaN            NaN  0.884217                 NaN  0.487068       0.105597                 NaN            NaN
  1285.71        500.000        98.1586                 NaN            NaN            NaN  0.401806                 NaN            NaN  0.862862                 NaN  0.474545       0.102164                 NaN            NaN
  1283.21        500.000        98.1976                 NaN            NaN            NaN  0.394183                 NaN            NaN  0.845892                 NaN  0.463376       0.989328E-001            NaN            NaN
  1280.70        500.000        98.2376                 NaN            NaN            NaN  0.387454                 NaN            NaN  0.826809                 NaN  0.452344       0.957646E-001            NaN            NaN
  1278.20        500.000        98.2781                 NaN            NaN            NaN  0.379110                 NaN            NaN  0.808899                 NaN  0.441201       0.926712E-001            NaN            NaN
  1275.69        500.000        98.3194                 NaN            NaN            NaN  0.369852                 NaN            NaN  0.791196                 NaN  0.429958       0.895819E-001            NaN            NaN
  1273.18        500.000        98.3602                 NaN            NaN            NaN  0.361777                 NaN            NaN  0.772338                 NaN  0.419033       0.866156E-001            NaN            NaN
  1270.68        500.000        98.3989                 NaN            NaN            NaN  0.352875                 NaN            NaN  0.756236                 NaN  0.408320       0.836982E-001            NaN            NaN
  1268.17        500.000        98.4384                 NaN            NaN            NaN  0.343650                 NaN            NaN  0.739539                 NaN  0.397589       0.808303E-001            NaN            NaN
  1265.66        500.000        98.4760                 NaN            NaN            NaN  0.335324                 NaN            NaN  0.723258                 NaN  0.387340       0.780803E-001            NaN            NaN
  1263.16        500.000        98.5134                 NaN            NaN            NaN  0.327105                 NaN            NaN  0.706913                 NaN  0.377205       0.753853E-001            NaN            NaN
  1260.65        500.000        98.5522                 NaN            NaN            NaN  0.317736                 NaN            NaN  0.690312                 NaN  0.366946       0.727853E-001            NaN            NaN
  1258.15        500.000        98.5897                 NaN            NaN            NaN  0.308112                 NaN            NaN  0.675372                 NaN  0.356722       0.701045E-001            NaN            NaN
  1255.64        500.000        98.6249                 NaN            NaN            NaN  0.299764                 NaN            NaN  0.660215                 NaN  0.347424       0.676586E-001            NaN            NaN
  1253.13        500.000        98.6609                 NaN            NaN            NaN  0.290191                 NaN            NaN  0.646299                 NaN  0.337395       0.651741E-001            NaN            NaN
  1250.63        500.000        98.6966                 NaN            NaN            NaN  0.282589                 NaN            NaN  0.629661                 NaN  0.328324       0.628703E-001            NaN            NaN
  1248.12        500.000        95.7140                 NaN            NaN            NaN  0.471559                 NaN            NaN   1.14998                 NaN  0.629014       0.152044        1.88342                 NaN
  1245.61        500.000        93.5135                 NaN            NaN            NaN  0.639604                 NaN            NaN   1.49734                 NaN  0.847162       0.211786        3.29064                 NaN
  1243.11        500.000        93.9853                 NaN            NaN            NaN  0.574820                 NaN            NaN   1.40714                 NaN  0.782081       0.194239        3.05642                 NaN
  1240.60        500.000        94.3872                 NaN            NaN            NaN  0.533508                 NaN            NaN   1.31836                 NaN  0.727752       0.178228        2.85494                 NaN
  1238.10        500.000        94.7443                 NaN            NaN            NaN  0.494117                 NaN            NaN   1.24300                 NaN  0.678628       0.163841        2.67613                 NaN
  1235.59        500.000        95.0708                 NaN            NaN            NaN  0.460811                 NaN            NaN   1.16909                 NaN  0.633690       0.150753        2.51482                 NaN
  1233.08        500.000        95.3632                 NaN            NaN            NaN  0.429893                 NaN            NaN   1.10429                 NaN  0.592868       0.138887        2.37082                 NaN
  1230.58        500.000        95.6372                 NaN            NaN            NaN  0.400885                 NaN            NaN   1.04200                 NaN  0.554657       0.127884        2.23739                 NaN
  1228.07        500.000        95.8891                 NaN            NaN            NaN  0.373343                 NaN            NaN  0.985184                 NaN  0.519233       0.117855        2.11525                 NaN
  1225.56        500.000        96.1170                 NaN            NaN            NaN  0.349272                 NaN            NaN  0.933207                 NaN  0.486929       0.108720        2.00488                 NaN
  1223.06        500.000        96.3316                 NaN            NaN            NaN  0.325173                 NaN            NaN  0.884703                 NaN  0.456585       0.100235        1.90173                 NaN
  1220.55        500.000        96.5292                 NaN            NaN            NaN  0.302560                 NaN            NaN  0.840543                 NaN  0.428505       0.924402E-001   1.80673                 NaN
  1218.05        500.000        96.7115                 NaN            NaN            NaN  0.281953                 NaN            NaN  0.799501                 NaN  0.402602       0.852869E-001   1.71918                 NaN
  1215.54        500.000        93.2132                 NaN            NaN            NaN  0.414368                 NaN            NaN   1.14647                 NaN  0.688090       0.114855        2.97736        1.44565     
  1213.03        500.000        38.8194                 NaN            NaN            NaN   2.77303                 NaN            NaN   6.77171                 NaN   5.23598       0.624725        22.5901        23.1850     
  1210.53        500.000        49.7184                 NaN            NaN            NaN   2.33085                 NaN            NaN   5.45444                 NaN   4.29027       0.506980        18.5498        19.1493     
  1208.02        500.000        73.4033                 NaN            NaN            NaN   1.24095                 NaN            NaN   3.01144                 NaN   2.27457       0.264838        9.83801        9.96690     
  1205.51        500.000        35.2801                 NaN            NaN            NaN   2.63252                 NaN            NaN   7.31714                 NaN   5.53287       0.591190        23.5252        25.1210     
  1203.01        500.000        99.5512                 NaN            NaN            NaN  0.185737       0.295867E-002            NaN            NaN            NaN  0.165108E-001  0.219065E-001  0.221707                 NaN
  1200.50        500.000        98.2756                 NaN            NaN            NaN  0.136411                 NaN            NaN  0.258116                 NaN  0.161773       0.175080E-001   1.15062                 NaN
  1197.99        500.000        90.2266                 NaN            NaN            NaN  0.465065                 NaN            NaN   1.24260                 NaN  0.856799       0.101429        4.26208        2.84547     
  1195.49        500.000        85.1436                 NaN            NaN            NaN  0.587551                 NaN            NaN   1.55043                 NaN   1.14915       0.131986        5.41821        6.01905     
  1192.98        500.000        87.4440                 NaN            NaN            NaN  0.379787                 NaN            NaN   1.58761                 NaN   1.02164       0.111897        4.84444        4.61061     
  1190.48        500.000        85.4589                 NaN            NaN            NaN  0.616915                 NaN            NaN   1.49526                 NaN   1.23458       0.124912        5.31572        5.75375     
  1187.97        500.000        65.9416                 NaN            NaN            NaN            NaN            NaN            NaN   1.52161        3.28475        2.68544       0.206476        13.6196        12.7406     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1642        1.61639        7.63522       0.589311        40.4929        38.5019     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.382785        12.4185        7.65297       0.580485        40.4647        38.5006     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1106        1.68198        7.64985       0.583913        40.4721        38.5016     
  1177.94        500.000                 NaN            NaN            NaN            NaN   2.97020                 NaN            NaN  0.500936E-003   8.38002        7.44239       0.795882        41.0989        39.3121     
  1175.44        500.000                 NaN            NaN            NaN            NaN   3.08874                 NaN            NaN   8.20275                 NaN   7.43481       0.804960        41.1232        39.3455     
  1172.93        500.000                 NaN            NaN            NaN            NaN   3.18140                 NaN            NaN   8.06397                 NaN   7.42926       0.811978        41.1416        39.3718     
  1170.43        500.000                 NaN            NaN            NaN            NaN   3.25866                 NaN            NaN   7.94844                 NaN   7.42493       0.817761        41.1564        39.3938     
  1167.92        500.000                 NaN            NaN            NaN            NaN   3.83729                 NaN            NaN   7.03515                 NaN   7.36814       0.872646        41.3363        39.5505     
  1165.41        500.000                 NaN            NaN            NaN            NaN   3.38504                 NaN            NaN   7.75980                 NaN   7.41841       0.827094        41.1796        39.4300     
  1162.91        500.000                 NaN            NaN            NaN            NaN   3.43827                 NaN            NaN   7.68063                 NaN   7.41596       0.830948        41.1888        39.4454     
  1160.40        500.000                 NaN            NaN            NaN            NaN   3.46986                 NaN            NaN   7.63487                 NaN   7.41543       0.832859        41.1921        39.4549     
  1157.89        500.000                 NaN            NaN            NaN            NaN   3.82976                 NaN            NaN   7.04764                 NaN   7.36922       0.871782        41.3330        39.5486     
  1155.39        500.000                 NaN            NaN            NaN            NaN   3.57670                 NaN            NaN   7.47463                 NaN   7.41049       0.841254        41.2107        39.4862     
  1152.88        500.000                 NaN            NaN            NaN            NaN   3.83730                 NaN            NaN   7.03514                 NaN   7.36814       0.872646        41.3363        39.5505     
  1150.38        500.000                 NaN            NaN            NaN            NaN   3.65016                 NaN            NaN   7.36637                 NaN   7.40782       0.845969        41.2221        39.5075     
  1147.87        500.000                 NaN            NaN            NaN            NaN   3.83370                 NaN            NaN   7.04161                 NaN   7.36927       0.872144        41.3336        39.5497     
  1145.36        500.000                 NaN            NaN            NaN            NaN   3.71355                 NaN            NaN   7.27349                 NaN   7.40634       0.850198        41.2298        39.5266     
  1142.86        500.000                 NaN            NaN            NaN            NaN   3.74723                 NaN            NaN   7.22344                 NaN   7.40493       0.852602        41.2353        39.5365     
  1140.35        500.000                 NaN            NaN            NaN            NaN   3.81308                 NaN            NaN   7.09311                 NaN   7.38257       0.865424        41.2973        39.5485     
  1137.84        500.000                 NaN            NaN            NaN            NaN   3.80425                 NaN            NaN   7.13965                 NaN   7.40362       0.856430        41.2423        39.5538     
  1135.34        500.000                 NaN            NaN            NaN            NaN   3.83018                 NaN            NaN   7.10179                 NaN   7.40320       0.858115        41.2450        39.5617     
  1132.83        500.000                 NaN            NaN            NaN            NaN   3.93246                 NaN            NaN   6.92116                 NaN   7.38349       0.872455        41.3049        39.5855     
  1130.33        500.000                 NaN            NaN            NaN            NaN   3.96978                 NaN            NaN   6.85216                 NaN   7.37559       0.878577        41.3305        39.5934     
  1127.82        500.000                 NaN            NaN            NaN            NaN   3.90219                 NaN            NaN   6.99695                 NaN   7.40246       0.862708        41.2518        39.5839     
  1125.31        500.000                 NaN            NaN            NaN            NaN   3.92439                 NaN            NaN   6.96485                 NaN   7.40232       0.864096        41.2535        39.5908     
  1122.81        500.000                 NaN            NaN            NaN            NaN   3.94412                 NaN            NaN   6.94013                 NaN   7.41096       0.864066        41.2433        39.5974     
  1120.30        500.000                 NaN            NaN            NaN            NaN   3.96197                 NaN            NaN   6.91105                 NaN   7.40261       0.866253        41.2554        39.6028     
  1117.79        500.000                 NaN            NaN            NaN            NaN   3.98585                 NaN            NaN   6.87594                 NaN   7.40227       0.867882        41.2579        39.6102     
  1115.29        500.000                 NaN            NaN            NaN            NaN   4.00394                 NaN            NaN   6.85093                 NaN   7.40297       0.868781        41.2572        39.6162     
  1112.78        500.000                 NaN            NaN            NaN            NaN   4.01959                 NaN            NaN   6.82835                 NaN   7.40347       0.869686        41.2576        39.6213     
  1110.28        500.000                 NaN            NaN            NaN            NaN   4.03886                 NaN            NaN   6.80033                 NaN   7.40344       0.870830        41.2593        39.6272     
  1107.77        500.000                 NaN            NaN            NaN            NaN   4.16760                 NaN            NaN   6.61208                 NaN   7.40301       0.879165        41.2699        39.6682     
  1105.26        500.000                 NaN            NaN            NaN            NaN   4.16765                 NaN            NaN   6.61201                 NaN   7.40301       0.879168        41.2699        39.6682     
  1102.76        500.000                 NaN            NaN            NaN            NaN   4.16764                 NaN            NaN   6.61203                 NaN   7.40301       0.879167        41.2699        39.6682     
  1100.25        500.000                 NaN            NaN            NaN            NaN   4.16765                 NaN            NaN   6.61201                 NaN   7.40301       0.879168        41.2699        39.6682     
  1097.74        500.000                 NaN            NaN            NaN            NaN   4.16765                 NaN            NaN   6.61201                 NaN   7.40301       0.879168        41.2699        39.6682     
  1095.24        500.000                 NaN            NaN            NaN            NaN   4.16765                 NaN            NaN   6.61201                 NaN   7.40301       0.879168        41.2699        39.6682     
  1092.73        500.000                 NaN            NaN            NaN            NaN   4.16764                 NaN            NaN   6.61202                 NaN   7.40301       0.879167        41.2699        39.6682     
  1090.23        500.000                 NaN            NaN            NaN            NaN   4.16765                 NaN            NaN   6.61202                 NaN   7.40301       0.879168        41.2699        39.6682     
  1087.72        500.000                 NaN            NaN            NaN            NaN   4.16765                 NaN            NaN   6.61201                 NaN   7.40301       0.879168        41.2699        39.6682     
  1085.21        500.000                 NaN            NaN            NaN            NaN   4.16765                 NaN            NaN   6.61201                 NaN   7.40301       0.879168        41.2699        39.6682     
  1082.71        500.000                 NaN            NaN            NaN            NaN   4.26922                 NaN            NaN   6.47224                 NaN   7.40899       0.883976        41.2618        39.7038     
  1080.20        500.000                 NaN            NaN            NaN            NaN   4.26921                 NaN            NaN   6.47225                 NaN   7.40899       0.883976        41.2618        39.7038     
  1077.69        500.000                 NaN            NaN            NaN            NaN   4.26924                 NaN            NaN   6.47221                 NaN   7.40899       0.883977        41.2618        39.7038     
  1075.19        500.000                 NaN            NaN            NaN            NaN   4.26924                 NaN            NaN   6.47221                 NaN   7.40899       0.883977        41.2618        39.7038     
  1072.68        500.000                 NaN            NaN            NaN            NaN   4.26924                 NaN            NaN   6.47220                 NaN   7.40899       0.883977        41.2618        39.7038     
  1070.18        500.000                 NaN            NaN            NaN            NaN   4.26924                 NaN            NaN   6.47220                 NaN   7.40899       0.883977        41.2618        39.7038     
  1067.67        500.000                 NaN            NaN            NaN            NaN   4.26925                 NaN            NaN   6.47220                 NaN   7.40899       0.883977        41.2618        39.7038     
  1065.16        500.000                 NaN            NaN            NaN            NaN   4.26925                 NaN            NaN   6.47220                 NaN   7.40899       0.883977        41.2618        39.7038     
  1062.66        500.000                 NaN            NaN            NaN            NaN   4.26925                 NaN            NaN   6.47220                 NaN   7.40899       0.883977        41.2618        39.7038     
  1060.15        500.000                 NaN            NaN            NaN            NaN   4.26925                 NaN            NaN   6.47219                 NaN   7.40899       0.883978        41.2618        39.7038     
  1057.64        500.000                 NaN            NaN            NaN            NaN   4.26925                 NaN            NaN   6.47220                 NaN   7.40899       0.883978        41.2618        39.7038     
  1055.14        500.000                 NaN            NaN            NaN            NaN   4.26925                 NaN            NaN   6.47220                 NaN   7.40899       0.883978        41.2618        39.7038     
  1052.63        500.000                 NaN            NaN            NaN            NaN   4.26925                 NaN            NaN   6.47220                 NaN   7.40899       0.883978        41.2618        39.7038     
  1050.13        500.000                 NaN            NaN            NaN            NaN   4.43281                 NaN            NaN   6.22763                 NaN   7.41467       0.899352        41.2622        39.7633     
  1047.62        500.000                 NaN            NaN            NaN            NaN   4.43282                 NaN            NaN   6.22761                 NaN   7.41467       0.899352        41.2622        39.7633     
  1045.11        500.000                 NaN            NaN            NaN            NaN   4.43282                 NaN            NaN   6.22762                 NaN   7.41467       0.899352        41.2622        39.7633     
  1042.61        500.000                 NaN            NaN            NaN            NaN   4.43282                 NaN            NaN   6.22762                 NaN   7.41467       0.899352        41.2622        39.7633     
  1040.10        500.000                 NaN            NaN            NaN            NaN   4.43282                 NaN            NaN   6.22762                 NaN   7.41467       0.899352        41.2622        39.7633     
  1037.59        500.000                 NaN            NaN            NaN            NaN   4.43282                 NaN            NaN   6.22761                 NaN   7.41467       0.899352        41.2622        39.7633     
  1035.09        500.000                 NaN            NaN            NaN            NaN   4.43282                 NaN            NaN   6.22762                 NaN   7.41467       0.899352        41.2622        39.7633     
  1032.58        500.000                 NaN            NaN            NaN            NaN   4.46031                 NaN            NaN   6.22320                 NaN   7.43255       0.890462        41.2152        39.7783     
  1030.08        500.000                 NaN            NaN            NaN            NaN   4.46031                 NaN            NaN   6.22320                 NaN   7.43255       0.890462        41.2152        39.7783     
  1027.57        500.000                 NaN            NaN            NaN            NaN   4.46031                 NaN            NaN   6.22320                 NaN   7.43255       0.890462        41.2152        39.7783     
  1025.06        500.000                 NaN            NaN            NaN            NaN   4.46031                 NaN            NaN   6.22320                 NaN   7.43255       0.890462        41.2152        39.7783     
  1022.56        500.000                 NaN            NaN            NaN            NaN   4.46031                 NaN            NaN   6.22320                 NaN   7.43255       0.890462        41.2152        39.7783     
  1020.05        500.000                 NaN            NaN            NaN            NaN   4.46031                 NaN            NaN   6.22320                 NaN   7.43255       0.890462        41.2152        39.7783     
  1017.54        500.000                 NaN            NaN            NaN            NaN   4.46031                 NaN            NaN   6.22320                 NaN   7.43255       0.890462        41.2152        39.7783     
