|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.5/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1889.72        500.000        99.4070       0.577965       0.150246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4101       0.574887       0.150134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4143       0.570793       0.149500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4177       0.567408       0.148888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4202       0.564886       0.148874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4220       0.563120       0.149033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4302       0.555183       0.146499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4306       0.554717       0.147067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4326       0.552697       0.147077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4363       0.549045       0.146138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4385       0.546915       0.146040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4414       0.544080       0.145457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4423       0.543139       0.145653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4472       0.538345       0.144196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4481       0.537453       0.144209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4495       0.536072       0.144299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4519       0.533757       0.143619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4543       0.531359       0.143036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4526       0.532989       0.143998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4602       0.525674       0.141446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4582       0.527619       0.141861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4590       0.526766       0.142388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4609       0.524946       0.141205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4617       0.524187       0.141481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4628       0.523161       0.140850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4633       0.522637       0.140858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4653       0.520659       0.140263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4646       0.521376       0.140458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4668       0.519258       0.139276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4661       0.519935       0.139510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4675       0.518589       0.138883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.0744       0.901476       0.241168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.7946       0.200146       0.527487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5323       0.455604       0.121104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4647       0.521408       0.138567E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4617       0.524314       0.139568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4714       0.514991       0.135813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4644       0.521894       0.137541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4646       0.521685       0.137132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4625       0.523740       0.137222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3173       0.665284       0.174383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.6085       0.381628       0.991818E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.9632       0.359091E-001  0.891663E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        98.9560        1.01764       0.263758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3909       0.593801       0.152887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5231       0.464966       0.118898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4546       0.531784       0.135739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4531       0.533306       0.135464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4501       0.536341       0.135581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4489       0.537561       0.135378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4863       0.501120       0.125839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4027       0.582757       0.145185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4436       0.542976       0.134389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4396       0.546889       0.134763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4367       0.549821       0.134688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4264       0.559960       0.136004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4388       0.547979       0.132599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4293       0.557301       0.134172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4226       0.563911       0.135091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4261       0.560534       0.133195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4194       0.567152       0.134215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4166       0.569999       0.133872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4124       0.574253       0.133942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4099       0.576709       0.133681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4067       0.579901       0.133569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4022       0.584394       0.133717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3982       0.588468       0.133592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3965       0.590140       0.133338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3907       0.595962       0.133571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3878       0.598861       0.133378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3840       0.602651       0.133289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3714       0.615061       0.135641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3856       0.601302       0.130929E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3506       0.635890       0.135055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3898       0.597059       0.131639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3643       0.622427       0.133124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3604       0.626299       0.133200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3531       0.633544       0.133730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3553       0.631428       0.132371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3484       0.638312       0.133104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3440       0.642675       0.133235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3402       0.646542       0.132953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3377       0.649053       0.132813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3319       0.654772       0.132970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3289       0.657817       0.132878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3227       0.663910       0.133424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3226       0.664141       0.132656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3180       0.668697       0.132745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3157       0.671060       0.132558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3113       0.675422       0.132761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3072       0.679486       0.132897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3028       0.683844       0.133145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3031       0.683616       0.132493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2999       0.686824       0.132376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2961       0.690670       0.132512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2917       0.695042       0.132835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2922       0.694631       0.132181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2894       0.697376       0.132241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2862       0.700524       0.132393E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2844       0.702358       0.132143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2784       0.708260       0.132906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2852       0.701647       0.131139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3496       0.638459       0.118933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2078       0.777687       0.144801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2788       0.708070       0.131416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2769       0.709899       0.131613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2761       0.710764       0.131396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2760       0.710886       0.131270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2755       0.711344       0.131071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2752       0.711666       0.130972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2697       0.717055       0.132032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.7103        1.26802       0.216626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.8520       0.143715       0.425176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.7245       0.418724                 NaN  0.856770                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.1947       0.132030                 NaN   1.67322                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2277       0.126106                 NaN   1.64620                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.2589       0.123380                 NaN   1.61770                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.2912       0.119905                 NaN   1.58890                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3191       0.115038                 NaN   1.56586                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3455       0.115836                 NaN   1.53862                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.3819       0.107013                 NaN   1.51109                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4038       0.102725                 NaN   1.49346                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4236       0.100481                 NaN   1.47589                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4661       0.955961E-001            NaN   1.43830                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.4793       0.931758E-001            NaN   1.42748                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5038       0.875862E-001            NaN   1.40863                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5217       0.814638E-001            NaN   1.39686                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5513       0.813141E-001            NaN   1.36735                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5780       0.810115E-001            NaN   1.34103                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.5973       0.767949E-001            NaN   1.32588                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6120       0.729471E-001            NaN   1.31507                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6338       0.681076E-001            NaN   1.29810                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6605       0.650273E-001            NaN   1.27442                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6736       0.612137E-001            NaN   1.26523                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.6943       0.593051E-001            NaN   1.24636                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7094       0.541227E-001            NaN   1.23644                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7194       0.505473E-001            NaN   1.23003                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7514       0.477414E-001            NaN   1.20083                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7570       0.449213E-001            NaN   1.19804                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7792       0.441048E-001            NaN   1.17668                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7957       0.402300E-001            NaN   1.16407                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8091       0.366736E-001            NaN   1.15424                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8229       0.324153E-001            NaN   1.14471                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8351       0.272554E-001            NaN   1.13766                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8525       0.264211E-001            NaN   1.12111                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8625       0.228772E-001            NaN   1.11463                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8731       0.192286E-001            NaN   1.10766                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.8931       0.160543E-001            NaN   1.09083                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.8998       0.110474E-001            NaN   1.08918                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9131       0.944118E-002            NaN   1.07743                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9243       0.642811E-002            NaN   1.06932                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9364       0.600028E-002            NaN   1.05757                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.6680       0.621967E-001            NaN   1.26982                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2672       0.139586E-001            NaN  0.718792                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9696       0.214526E-001            NaN   1.00899                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9861       0.452671E-001            NaN  0.968644                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9966       0.467777E-001            NaN  0.956620                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9974                 NaN            NaN   1.00260                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0086       0.116985E-001            NaN  0.979676                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0137                 NaN            NaN  0.986276                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0239                 NaN            NaN  0.976109                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0349                 NaN            NaN  0.965118                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0435                 NaN            NaN  0.956460                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0563                 NaN            NaN  0.943735                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0599                 NaN            NaN  0.940071                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0664                 NaN            NaN  0.933561                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0728                 NaN            NaN  0.927162                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0801                 NaN            NaN  0.919865                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0890                 NaN            NaN  0.911033                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0935       0.118976E-003            NaN  0.906392                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0998                 NaN            NaN  0.900205                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1073                 NaN            NaN  0.892700                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1124                 NaN            NaN  0.887574                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0069                 NaN            NaN  0.393707       0.599387                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5086                 NaN            NaN            NaN  0.510048       0.981379                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.1147                 NaN            NaN            NaN  0.689521        1.19576                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.1422                 NaN            NaN            NaN  0.677989        1.17980                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.1670                 NaN            NaN            NaN  0.667886        1.16516                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.1927                 NaN            NaN            NaN   1.14967       0.657658                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.2159                 NaN            NaN            NaN  0.646754        1.13738                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.2392                 NaN            NaN            NaN   1.12309       0.637751                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.2616                 NaN            NaN            NaN  0.628136        1.11028                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.2824                 NaN            NaN            NaN  0.618752        1.09882                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.3048                 NaN            NaN            NaN   1.08548       0.609685                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3220                 NaN            NaN            NaN   1.07540       0.602628                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.3447                 NaN            NaN            NaN  0.593714        1.06163                 NaN            NaN            NaN            NaN
  1423.56        500.000        95.6592                 NaN            NaN            NaN   1.83262        1.38045        1.12769                 NaN            NaN            NaN
  1421.05        500.000        95.4528                 NaN            NaN            NaN   1.37879        1.93322        1.23515                 NaN            NaN            NaN
  1418.55        500.000        95.5968                 NaN            NaN            NaN   1.33735        1.87115        1.19471                 NaN            NaN            NaN
  1416.04        500.000        95.7339                 NaN            NaN            NaN   1.29827        1.81271        1.15513                 NaN            NaN            NaN
  1413.53        500.000        95.8652                 NaN            NaN            NaN   1.75644        1.26036        1.11803                 NaN            NaN            NaN
  1411.03        500.000        95.9876       0.218890E-005            NaN            NaN   1.70459        1.22448        1.08335                 NaN            NaN            NaN
  1408.52        500.000        96.1049                 NaN            NaN            NaN   1.18822        1.65666        1.05027                 NaN            NaN            NaN
  1406.02        500.000        96.2002       0.428152E-004            NaN            NaN   1.61715        1.15983        1.02274                 NaN            NaN            NaN
  1403.51        500.000        96.2868       0.408115                 NaN            NaN   1.00439        1.24890        1.05178                 NaN            NaN            NaN
  1401.00        500.000        96.3818       0.429844                 NaN            NaN   1.22964       0.931163        1.02751                 NaN            NaN            NaN
  1398.50        500.000        96.4783       0.440146                 NaN            NaN   1.20647       0.874008        1.00113                 NaN            NaN            NaN
  1395.99        500.000        96.5681       0.450167                 NaN            NaN   1.18459       0.820337       0.976818                 NaN            NaN            NaN
  1393.48        500.000        96.6563       0.460502                 NaN            NaN   1.16470       0.765745       0.952713                 NaN            NaN            NaN
  1390.98        500.000        96.7369       0.470823                 NaN            NaN  0.714803        1.14686       0.930648                 NaN            NaN            NaN
  1388.47        500.000        96.8104       0.483072                 NaN            NaN   1.13154       0.664018       0.910932                 NaN            NaN            NaN
  1385.96        500.000        96.8947       0.488731                 NaN            NaN   1.11040       0.618798       0.887389                 NaN            NaN            NaN
  1383.46        500.000        96.9635       0.501150                 NaN            NaN  0.569663        1.09680       0.868913                 NaN            NaN            NaN
