|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1271.95        2500.00       0.134170        97.5153                 NaN  0.776704E-001  0.421121                 NaN  0.263735        1.58796                 NaN            NaN            NaN
  1270.48        2500.00       0.229758        96.2197                 NaN  0.125905       0.619600                 NaN  0.435728        2.36935                 NaN            NaN            NaN
  1269.01        2500.00       0.233991        96.1551                 NaN  0.126877       0.629764                 NaN  0.441587        2.41268                 NaN            NaN            NaN
  1267.54        2500.00       0.224403        96.3155                 NaN  0.122706       0.608200                 NaN  0.419736        2.30942                 NaN            NaN            NaN
  1266.07        2500.00       0.228436        96.3388                 NaN  0.994424E-001  0.617955                 NaN  0.411731        2.30364                 NaN            NaN            NaN
  1264.60        2500.00       0.195809        95.8594                 NaN  0.170293       0.746678                 NaN  0.479072        2.54873                 NaN            NaN            NaN
  1263.13        2500.00       0.208535        91.9082                 NaN  0.570247       0.749029                 NaN  0.915334        4.04599        1.60267                 NaN            NaN
  1261.66        2500.00       0.407603        92.3014                 NaN            NaN   1.84650                 NaN  0.583928        4.03457       0.825950                 NaN            NaN
  1260.19        2500.00       0.371636        91.3353                 NaN  0.117387        1.56029                 NaN  0.752948        4.48792        1.37448                 NaN            NaN
  1258.72        2500.00       0.344973        90.7847                 NaN  0.274898        1.53998                 NaN  0.831187        4.77205        1.45225                 NaN            NaN
  1257.25        2500.00       0.356299        90.5109                 NaN  0.265039        1.57227                 NaN  0.840277        4.96304        1.49217                 NaN            NaN
  1255.78        2500.00       0.381921        89.7030                 NaN  0.282413        1.67366                 NaN  0.894093        5.44894        1.61597                 NaN            NaN
  1254.31        2500.00       0.471693        87.7824                 NaN  0.240287        1.97072                 NaN   1.00892        6.59283        1.93319                 NaN            NaN
  1252.84        2500.00       0.724088        78.7775                 NaN  0.643036        3.12765                 NaN   1.72996        11.6364        3.36137                 NaN            NaN
  1251.37        2500.00        2.87763        14.1793                 NaN   2.06865        12.1987                 NaN   6.52885        45.0764        13.2441        3.82634                 NaN
  1249.90        2500.00       0.882804                 NaN            NaN   4.05339        12.0142                 NaN   8.32186        50.4786        15.7011        6.90071        1.64738     
  1248.43        2500.00       0.857909                 NaN            NaN   4.07183        12.0064                 NaN   8.32954        50.4916        15.7260        6.85678        1.65990     
  1246.96        2500.00       0.832697                 NaN            NaN   4.09051        11.9986                 NaN   8.33731        50.5044        15.7512        6.81269        1.67259     
  1245.49        2500.00       0.807163                 NaN            NaN   4.10943        11.9906                 NaN   8.34519        50.5171        15.7766        6.76844        1.68544     
  1244.02        2500.00       0.781299                 NaN            NaN   4.12859        11.9825                 NaN   8.35316        50.5297        15.8022        6.72403        1.69846     
  1242.55        2500.00       0.755109                 NaN            NaN   4.14799        11.9744                 NaN   8.36122        50.5423        15.8280        6.67941        1.71164     
  1241.08        2500.00       0.728618                 NaN            NaN   4.16761        11.9661                 NaN   8.36938        50.5549        15.8541        6.63439        1.72497     
  1239.61        2500.00       0.701782                 NaN            NaN   4.18749        11.9577                 NaN   8.37764        50.5673        15.8803        6.58922        1.73848     
  1238.14        2500.00       0.674593                 NaN            NaN   4.20763        11.9493                 NaN   8.38601        50.5796        15.9068        6.54388        1.75216     
  1236.67        2500.00       0.647046                 NaN            NaN   4.22804        11.9406                 NaN   8.39448        50.5918        15.9336        6.49839        1.76602     
  1235.20        2500.00       0.244011                 NaN            NaN   4.51256        12.2206                 NaN   8.65424        50.0119        15.9843        6.44732        1.92509     
  1233.73        2500.00       0.199600                 NaN            NaN   4.54325        12.1990                 NaN   8.67323        50.0126        16.0162        6.40749        1.94861     
  1232.26        2500.00        1.39741                 NaN            NaN   2.84381        15.6976                 NaN   5.78329        51.5986        15.2923        5.53283        1.85422     
  1230.79        2500.00        1.31674                 NaN            NaN   2.94606        15.5089                 NaN   5.94789        51.5352        15.3578        5.52137        1.86609     
  1229.32        2500.00        1.16334                 NaN            NaN   3.15078        15.1161                 NaN   6.26424        51.4010        15.4615        5.55355        1.88938     
  1227.85        2500.00        1.30217                 NaN            NaN   3.00061        15.3416                 NaN   5.98548        51.6727        15.4066        5.40748        1.88346     
  1226.38        2500.00        1.26811                 NaN            NaN   3.04867        15.2521                 NaN   6.06114        51.6732        15.4432        5.36386        1.88970     
  1224.91        2500.00        1.27091                 NaN            NaN   3.05000        15.2527                 NaN   6.06210        51.7192        15.4583        5.29555        1.89125     
  1223.44        2500.00        1.20699                 NaN            NaN   3.13583        15.0899                 NaN   6.19919        51.6828        15.5129        5.27146        1.90098     
  1221.97        2500.00       0.582500                 NaN            NaN   3.92979        13.5719                 NaN   7.46825        50.9497        15.8973        5.62181        1.97868     
  1220.50        2500.00       0.611175                 NaN            NaN   3.89836        13.6334                 NaN   7.41861        51.0271        15.8978        5.53708        1.97646     
  1219.03        2500.00       0.643920                 NaN            NaN   3.86133        13.7067                 NaN   7.36001        51.1093        15.8960        5.44903        1.97371     
  1217.56        2500.00       0.693295                 NaN            NaN   3.80358        13.8193                 NaN   7.26813        51.2133        15.8845        5.34876        1.96909     
  1216.09        2500.00       0.729797                 NaN            NaN   3.76213        13.9007                 NaN   7.20262        51.3018        15.8808        5.25605        1.96610     
  1214.62        2500.00       0.754975                 NaN            NaN   3.73525        13.9537                 NaN   7.15981        51.3765        15.8840        5.17144        1.96435     
  1213.15        2500.00       0.787286                 NaN            NaN   3.69919        14.0250                 NaN   7.10235        51.4604        15.8830        5.08079        1.96191     
  1211.68        2500.00       0.822204                 NaN            NaN   3.65979        14.1031                 NaN   7.03939        51.5482        15.8805        4.98764        1.95926     
  1210.21        2500.00       0.887408                 NaN            NaN   3.58225        14.2539                 NaN   6.91595        51.6757        15.8594        4.87199        1.95346     
  1208.74        2500.00       0.918438                 NaN            NaN   3.54777        14.3229                 NaN   6.86070        51.7590        15.8596        4.78027        1.95129     
  1207.27        2500.00       0.947941                 NaN            NaN   3.51560        14.3866                 NaN   6.80876        51.8416        15.8610        4.68913        1.94937     
  1205.80        2500.00       0.980389                 NaN            NaN   3.47903        14.4605                 NaN   6.75027        51.9269        15.8606        4.59528        1.94697     
  1204.33        2500.00        1.01274                 NaN            NaN   3.44299        14.5329                 NaN   6.69219        52.0133        15.8604        4.50074        1.94474     
  1202.86        2500.00       0.324314                 NaN            NaN   4.31849        12.8116                 NaN   8.11190        51.1429        16.2752        4.98847        2.02709     
  1201.39        2500.00       0.332258                 NaN            NaN   4.30858        12.8310                 NaN   8.09640        51.1976        16.2903        4.91749        2.02636     
  1199.92        2500.00       0.318260                 NaN            NaN   4.32316        12.8545                 NaN   8.17191        51.1598        16.3083        4.84286        2.02116     
  1198.45        2500.00       0.327090                 NaN            NaN   4.31213        12.8761                 NaN   8.15473        51.2163        16.3232        4.77006        2.02033     
  1196.98        2500.00       0.335888                 NaN            NaN   4.30114        12.8977                 NaN   8.13761        51.2731        16.3383        4.69682        2.01951     
  1195.51        2500.00       0.344655                 NaN            NaN   4.29018        12.9191                 NaN   8.12056        51.3302        16.3535        4.62314        2.01869     
  1194.04        2500.00       0.357898                 NaN            NaN   4.27106        12.9633                 NaN   8.08489        51.3947        16.3647        4.54398        2.01945     
  1192.57        2500.00       0.370174                 NaN            NaN   4.25560        12.9936                 NaN   8.06052        51.4570        16.3780        4.46669        2.01835     
  1191.10        2500.00       0.382367                 NaN            NaN   4.24025        13.0238                 NaN   8.03632        51.5195        16.3915        4.38898        2.01726     
  1189.63        2500.00       0.394120                 NaN            NaN   4.22545        13.0528                 NaN   8.01300        51.5818        16.4054        4.31111        2.01621     
  1188.16        2500.00       0.501096                 NaN            NaN   4.08690        13.3325                 NaN   7.78330        51.7704        16.3582        4.15879        2.00882     
  1186.69        2500.00       0.513702                 NaN            NaN   4.07095        13.3641                 NaN   7.75791        51.8346        16.3720        4.07907        2.00775     
  1185.22        2500.00       0.526223                 NaN            NaN   4.05511        13.3954                 NaN   7.73268        51.8990        16.3859        3.99892        2.00670     
  1183.75        2500.00       0.538662                 NaN            NaN   4.03937        13.4266                 NaN   7.70763        51.9637        16.4001        3.91833        2.00565     
  1182.28        2500.00       0.551019                 NaN            NaN   4.02374        13.4576                 NaN   7.68274        52.0285        16.4145        3.83729        2.00461     
  1180.81        2500.00       0.563273                 NaN            NaN   4.08706        13.3127                 NaN   7.88984        52.0265        16.4235        3.68021        2.01694     
  1179.34        2500.00       0.580541                 NaN            NaN   4.06543        13.3553                 NaN   7.85565        52.0986        16.4352        3.59379        2.01551     
  1177.87        2500.00       0.597655                 NaN            NaN   4.04400        13.3975                 NaN   7.82177        52.1708        16.4473        3.50689        2.01409     
  1176.40        2500.00       0.614616                 NaN            NaN   4.02275        13.4394                 NaN   7.78820        52.2433        16.4596        3.41950        2.01268     
  1174.93        2500.00       0.631432                 NaN            NaN   4.00169        13.4809                 NaN   7.75492        52.3160        16.4722        3.33164        2.01129     
  1173.46        2500.00       0.648100                 NaN            NaN   3.98082        13.5220                 NaN   7.72193        52.3889        16.4850        3.24326        2.00991     
  1171.99        2500.00       0.677151                 NaN            NaN   3.94244        13.6047                 NaN   7.65507        52.4792        16.4893        3.14298        2.00914     
  1170.52        2500.00       0.695293                 NaN            NaN   3.91966        13.6497                 NaN   7.61889        52.5550        16.5016        3.05214        2.00768     
  1169.05        2500.00       0.713264                 NaN            NaN   3.89710        13.6944                 NaN   7.58306        52.6309        16.5143        2.96081        2.00623     
  1167.58        2500.00       0.731061                 NaN            NaN   3.87476        13.7386                 NaN   7.54757        52.7070        16.5273        2.86899        2.00480     
  1166.11        2500.00       0.748689                 NaN            NaN   3.85264        13.7824                 NaN   7.51243        52.7833        16.5405        2.77665        2.00338     
  1164.64        2500.00       0.796054                 NaN            NaN   3.78986        13.9198                 NaN   7.40091        52.9002        16.5336        2.65725        2.00230     
  1163.17        2500.00       0.816357                 NaN            NaN   3.76429        13.9707                 NaN   7.35996        52.9810        16.5456        2.56136        2.00073     
  1161.70        2500.00       0.836428                 NaN            NaN   3.73901        14.0210                 NaN   7.31948        53.0620        16.5580        2.46497        1.99918     
  1160.23        2500.00       0.923041                 NaN            NaN   3.62660        14.2652                 NaN   7.12068        53.2310        16.5271        2.31108        1.99529     
  1158.76        2500.00       0.947627                 NaN            NaN   3.59553        14.3275                 NaN   7.07039        53.3189        16.5371        2.20948        1.99346     
  1157.29        2500.00       0.971846                 NaN            NaN   3.56493        14.3889                 NaN   7.02086        53.4068        16.5475        2.10747        1.99166     
  1155.82        2500.00       0.995707                 NaN            NaN   3.53479        14.4494                 NaN   6.97206        53.4946        16.5584        2.00506        1.98988     
  1154.35        2500.00        1.01922                 NaN            NaN   3.50509        14.5090                 NaN   6.92399        53.5825        16.5698        1.90223        1.98814     
  1152.88        2500.00        1.04239                 NaN            NaN   3.47583        14.5678                 NaN   6.87663        53.6704        16.5816        1.79896        1.98641     
  1151.41        2500.00        1.06522                 NaN            NaN   3.44699        14.6257                 NaN   6.82995        53.7584        16.5938        1.69526        1.98472     
  1149.94        2500.00        1.08773                 NaN            NaN   3.41857        14.6828                 NaN   6.78394        53.8464        16.6064        1.59111        1.98305     
  1148.47        2500.00        1.21943                 NaN            NaN   3.25168        15.0152                 NaN   6.51277        54.0807        16.5518        1.39549        1.97298     
  1147.00        2500.00        1.21948                 NaN            NaN   3.25174        15.0157                 NaN   6.51309        54.1398        16.5788        1.30837        1.97304     
  1145.53        2500.00        1.28652                 NaN            NaN   3.30967        15.0388                 NaN   6.70954        54.1756        16.5016        1.01061        1.96768     
  1144.06        2500.00        1.28657                 NaN            NaN   3.30974        15.0392                 NaN   6.70987        54.2355        16.5291       0.922244        1.96774     
  1142.59        2500.00        1.28662                 NaN            NaN   3.30981        15.0397                 NaN   6.71019        54.2959        16.5568       0.833227        1.96780     
  1141.12        2500.00        1.28668                 NaN            NaN   3.30988        15.0402                 NaN   6.71051        54.3567        16.5847       0.743552        1.96786     
  1139.65        2500.00        1.37254                 NaN            NaN   3.19835        15.2931                 NaN   6.50824        54.5322        16.5556       0.573694        1.96614     
  1138.18        2500.00        1.37260                 NaN            NaN   3.19842        15.2936                 NaN   6.50857        54.5941        16.5840       0.482511        1.96620     
  1136.71        2500.00        1.37265                 NaN            NaN   3.19849        15.2941                 NaN   6.50889        54.6563        16.6126       0.390658        1.96627     
  1135.24        2500.00        3.71845                 NaN            NaN  0.241791        21.2209                 NaN   1.53161        56.7790        14.7721                 NaN   1.73613     
  1133.77        2500.00        3.73311                 NaN            NaN  0.228136        21.2573                 NaN   1.51000        56.7810        14.7546                 NaN   1.73585     
  1132.30        2500.00        3.64824                 NaN            NaN  0.337853        21.0499                 NaN   1.69023        56.7086        14.8189                 NaN   1.74628     
  1130.83        2500.00        3.70306                 NaN            NaN  0.273103        21.1793                 NaN   1.59302        56.7399        14.7705                 NaN   1.74100     
  1129.36        2500.00        3.73466                 NaN            NaN  0.239227        21.2574                 NaN   1.53746        56.7554        14.7366                 NaN   1.73932     
  1127.89        2500.00        3.74243                 NaN            NaN  0.233670        21.2761                 NaN   1.53160        56.7520        14.7244                 NaN   1.73986     
  1126.42        2500.00        3.76389                 NaN            NaN  0.210267        21.3292                 NaN   1.49783        56.7581        14.7015                 NaN   1.73913     
  1124.95        2500.00        3.80345                 NaN            NaN  0.166286        21.4272                 NaN   1.42669        56.7784        14.6616                 NaN   1.73629     
  1123.48        2500.00        3.83160                 NaN            NaN  0.134431        21.5022                 NaN   1.37726        56.7892        14.6293                 NaN   1.73608     
  1122.01        2500.00        3.77552                 NaN            NaN  0.207742        21.3552                 NaN   1.50644        56.7385        14.6752                 NaN   1.74144     
  1120.54        2500.00        3.84677                 NaN            NaN  0.123943        21.5372                 NaN   1.36774        56.7810        14.6071                 NaN   1.73620     
  1119.07        2500.00        3.91335                 NaN            NaN  0.454013E-001   21.7045                 NaN   1.24125        56.8200        14.5444                 NaN   1.73112     
  1117.60        2500.00        3.95320                 NaN            NaN            NaN   21.8028                 NaN   1.17124        56.8398        14.5044                 NaN   1.72849     
  1116.13        2500.00        3.96628                 NaN            NaN  0.910575E-002   21.7051                 NaN   1.12934        56.9421        14.5052                 NaN   1.74287     
  1114.66        2500.00        3.97403                 NaN            NaN  0.519526E-003   21.7604                 NaN   1.12884        56.9133        14.4826                 NaN   1.74028     
  1113.19        2500.00        3.96417                 NaN            NaN            NaN   21.8314                 NaN   1.17960        56.8173        14.4774                 NaN   1.73004     
  1111.72        2500.00        3.96820                 NaN            NaN            NaN   21.8371                 NaN   1.18323        56.8121        14.4690                 NaN   1.73034     
  1110.25        2500.00        3.97137                 NaN            NaN            NaN   21.8495                 NaN   1.18710        56.8022        14.4588                 NaN   1.73103     
  1108.78        2500.00        3.97484                 NaN            NaN            NaN   21.8606                 NaN   1.18975        56.7943        14.4487                 NaN   1.73185     
  1107.31        2500.00        3.97861                 NaN            NaN            NaN   21.8721                 NaN   1.19232        56.7865        14.4379                 NaN   1.73252     
  1105.84        2500.00        3.98239                 NaN            NaN            NaN   21.8824                 NaN   1.19534        56.7794        14.4273                 NaN   1.73322     
  1104.37        2500.00        3.98707                 NaN            NaN            NaN   21.8882                 NaN   1.20010        56.7736        14.4181                 NaN   1.73298     
  1102.90        2500.00        3.98604                 NaN            NaN            NaN   21.9125                 NaN   1.21221        56.7459        14.4099                 NaN   1.73341     
  1101.43        2500.00        3.98895                 NaN            NaN            NaN   21.9280                 NaN   1.20915        56.7419        14.3975                 NaN   1.73452     
  1099.96        2500.00        3.99855                 NaN            NaN            NaN   21.9025                 NaN   1.19367        56.7753        14.3905                 NaN   1.73940     
  1098.49        2500.00        4.00059                 NaN            NaN            NaN   21.9367                 NaN   1.21403        56.7381        14.3753                 NaN   1.73531     
  1097.02        2500.00        4.00368                 NaN            NaN            NaN   21.9433                 NaN   1.21936        56.7281        14.3710                 NaN   1.73450     
  1095.55        2500.00        4.00585                 NaN            NaN            NaN   21.9513                 NaN   1.22674        56.7170        14.3645                 NaN   1.73464     
  1094.08        2500.00        4.01098                 NaN            NaN            NaN   21.9689                 NaN   1.22597        56.7102        14.3486                 NaN   1.73538     
  1092.61        2500.00        4.01452                 NaN            NaN            NaN   21.9795                 NaN   1.23051        56.7009        14.3391                 NaN   1.73537     
  1091.14        2500.00        4.01675                 NaN            NaN            NaN   21.9863                 NaN   1.23786        56.6903        14.3337                 NaN   1.73518     
  1089.67        2500.00        4.02130                 NaN            NaN            NaN   22.0052                 NaN   1.23876        56.6815        14.3171                 NaN   1.73614     
  1088.20        2500.00        4.02517                 NaN            NaN            NaN   22.0150                 NaN   1.24325        56.6724        14.3086                 NaN   1.73554     
  1086.73        2500.00        4.02868                 NaN            NaN            NaN   22.0272                 NaN   1.24775        56.6626        14.2982                 NaN   1.73558     
  1085.26        2500.00        4.03204                 NaN            NaN            NaN   22.0394                 NaN   1.25226        56.6524        14.2883                 NaN   1.73564     
  1083.79        2500.00        4.03560                 NaN            NaN            NaN   22.0552                 NaN   1.25517        56.6430        14.2746                 NaN   1.73643     
  1082.32        2500.00        4.03926                 NaN            NaN            NaN   22.0645                 NaN   1.26140        56.6323        14.2672                 NaN   1.73529     
  1080.85        2500.00        4.04280                 NaN            NaN            NaN   22.0776                 NaN   1.26602        56.6219        14.2565                 NaN   1.73515     
  1079.38        2500.00        4.04797                 NaN            NaN            NaN   22.0838                 NaN   1.26724        56.6187        14.2473                 NaN   1.73490     
  1077.91        2500.00        4.04758                 NaN            NaN            NaN   22.0925                 NaN   1.27190        56.6104        14.2406                 NaN   1.73702     
  1076.44        2500.00        4.05048                 NaN            NaN            NaN   22.1043                 NaN   1.27580        56.6012        14.2313                 NaN   1.73697     
  1074.97        2500.00        4.05525                 NaN            NaN            NaN   22.1351                 NaN   1.28544        56.5766        14.2120                 NaN   1.73572     
  1073.50        2500.00        4.05750                 NaN            NaN            NaN   22.1383                 NaN   1.29732        56.5625        14.2114                 NaN   1.73289     
  1072.03        2500.00        4.03712                 NaN            NaN            NaN   21.8801                 NaN   1.17321        56.8132        14.3082                 NaN   1.78818     
  1070.56        2500.00        4.07533                 NaN            NaN            NaN   22.1174                 NaN   1.26585        56.6116        14.1897                 NaN   1.74007     
  1069.09        2500.00        4.07045                 NaN            NaN            NaN   22.1454                 NaN   1.31203        56.5464        14.1963                 NaN   1.72937     
  1067.62        2500.00        4.07949                 NaN            NaN            NaN   22.1732                 NaN   1.29056        56.5626        14.1564                 NaN   1.73773     
  1066.15        2500.00        4.08106                 NaN            NaN            NaN   22.2097                 NaN   1.30190        56.5306        14.1410                 NaN   1.73572     
  1064.68        2500.00        4.08105                 NaN            NaN            NaN   22.2345                 NaN   1.32268        56.4953        14.1351                 NaN   1.73134     
  1063.21        2500.00        4.08408                 NaN            NaN            NaN   22.2487                 NaN   1.32941        56.4825        14.1244                 NaN   1.73092     
  1061.74        2500.00        4.08801                 NaN            NaN            NaN   22.2559                 NaN   1.33307        56.4765        14.1156                 NaN   1.73098     
  1060.27        2500.00        4.08809                 NaN            NaN            NaN   22.2603                 NaN   1.32000        56.4828        14.1170                 NaN   1.73191     
  1058.80        2500.00        4.09593                 NaN            NaN            NaN   22.2962                 NaN   1.34179        56.4504        14.0840                 NaN   1.73168     
  1057.33        2500.00        4.10830                 NaN            NaN            NaN   22.3109                 NaN   1.34656        56.4511        14.0596                 NaN   1.72350     
  1055.86        2500.00        4.10162                 NaN            NaN            NaN   22.3245                 NaN   1.35749        56.4195        14.0692                 NaN   1.72762     
  1054.39        2500.00        4.10512                 NaN            NaN            NaN   22.3667                 NaN   1.35939        56.4028        14.0341                 NaN   1.73190     
  1052.92        2500.00        4.10823                 NaN            NaN            NaN   22.3643                 NaN   1.37048        56.3899        14.0408                 NaN   1.72634     
  1051.45        2500.00        4.11173                 NaN            NaN            NaN   22.3806                 NaN   1.37770        56.3746        14.0310                 NaN   1.72442     
  1049.98        2500.00        4.11502                 NaN            NaN            NaN   22.3876                 NaN   1.38498        56.3637        14.0261                 NaN   1.72257     
  1048.51        2500.00        4.11791                 NaN            NaN            NaN   22.4173                 NaN   1.38505        56.3450        14.0121                 NaN   1.72257     
  1047.04        2500.00        4.12173                 NaN            NaN            NaN   22.4395                 NaN   1.39096        56.3292        13.9970                 NaN   1.72163     
  1045.57        2500.00        4.12475                 NaN            NaN            NaN   22.4557                 NaN   1.40518        56.3138        13.9793                 NaN   1.72127     
  1044.10        2500.00        4.12632                 NaN            NaN            NaN   22.4571                 NaN   1.41401        56.3041        13.9786                 NaN   1.71985     
  1042.63        2500.00        4.13167                 NaN            NaN            NaN   22.4846                 NaN   1.42013        56.2850        13.9612                 NaN   1.71751     
  1041.16        2500.00        4.13494                 NaN            NaN            NaN   22.5037                 NaN   1.42691        56.2692        13.9488                 NaN   1.71637     
  1039.69        2500.00        4.13811                 NaN            NaN            NaN   22.5117                 NaN   1.43527        56.2571        13.9435                 NaN   1.71430     
  1038.22        2500.00        4.14146                 NaN            NaN            NaN   22.5272                 NaN   1.44287        56.2422        13.9337                 NaN   1.71254     
  1036.75        2500.00        4.14470                 NaN            NaN            NaN   22.5451                 NaN   1.45052        56.2263        13.9223                 NaN   1.71112     
  1035.28        2500.00        4.15203                 NaN            NaN            NaN   22.5029                 NaN   1.44074        56.2802        13.8963                 NaN   1.72783     
  1033.81        2500.00        4.15486                 NaN            NaN            NaN   22.5255                 NaN   1.45121        56.2596        13.8837                 NaN   1.72511     
  1032.34        2500.00        4.15498                 NaN            NaN            NaN   22.6324                 NaN   1.47299        56.1653        13.8656                 NaN   1.70881     
  1030.87        2500.00        4.15849                 NaN            NaN            NaN   22.6519                 NaN   1.48038        56.1485        13.8534                 NaN   1.70729     
  1029.40        2500.00        4.16140                 NaN            NaN            NaN   22.6612                 NaN   1.49012        56.1342        13.8487                 NaN   1.70442     
  1027.93        2500.00        4.16734                 NaN            NaN            NaN   22.7185                 NaN   1.48895        56.1116        13.8063                 NaN   1.70730     
  1026.46        2500.00        4.16804                 NaN            NaN            NaN   22.7212                 NaN   1.50613        56.0912        13.8110                 NaN   1.70247     
  1024.99        2500.00        4.17362                 NaN            NaN            NaN   22.7489                 NaN   1.50885        56.0784        13.7874                 NaN   1.70278     
  1023.52        2500.00        4.17767                 NaN            NaN            NaN   22.7861                 NaN   1.51124        56.0561        13.7668                 NaN   1.70199     
  1022.05        2500.00        4.17931                 NaN            NaN            NaN   22.7808                 NaN   1.52934        56.0416        13.7717                 NaN   1.69721     
  1020.58        2500.00        4.18249                 NaN            NaN            NaN   22.8072                 NaN   1.53888        56.0202        13.7557                 NaN   1.69551     
  1019.11        2500.00        4.18699                 NaN            NaN            NaN   22.8303                 NaN   1.54398        56.0055        13.7387                 NaN   1.69461     
  1017.64        2500.00        4.18965                 NaN            NaN            NaN   22.8596                 NaN   1.55608        55.9798        13.7225                 NaN   1.69232     
  1016.17        2500.00        4.19120                 NaN            NaN            NaN   22.8900                 NaN   1.57182        55.9483        13.7100                 NaN   1.68869     
  1014.70        2500.00        4.19494                 NaN            NaN            NaN   22.9137                 NaN   1.57989        55.9311        13.6926                 NaN   1.68785     
  1013.23        2500.00        4.19744                 NaN            NaN            NaN   22.9446                 NaN   1.59327        55.9027        13.6773                 NaN   1.68480     
  1011.76        2500.00        4.20073                 NaN            NaN            NaN   22.9782                 NaN   1.60473        55.8761        13.6572                 NaN   1.68301     
  1010.29        2500.00        4.20883                 NaN            NaN            NaN   23.0118                 NaN   1.62257        55.8474        13.6286                 NaN   1.68090     
  1008.82        2500.00        4.20877                 NaN            NaN            NaN   22.9838                 NaN   1.61605        55.8620        13.6513                 NaN   1.67796     
  1007.35        2500.00        4.21569                 NaN            NaN            NaN   22.9759                 NaN   1.68147        55.8344        13.6218                 NaN   1.67069     
  1005.88        2500.00        4.21861                 NaN            NaN            NaN   23.0333                 NaN   1.61787        55.8402        13.6121                 NaN   1.67792     
  1004.41        2500.00        4.21640                 NaN            NaN            NaN   23.1101                 NaN   1.66097        55.7602        13.5817                 NaN   1.67067     
  1002.94        2500.00        4.21985                 NaN            NaN            NaN   23.1348                 NaN   1.66993        55.7376        13.5705                 NaN   1.66737     
  1001.47        2500.00        4.22322                 NaN            NaN            NaN   23.1647                 NaN   1.68100        55.7123        13.5540                 NaN   1.66467     
  1000.00        2500.00        4.22624                 NaN            NaN            NaN   23.1988                 NaN   1.69440        55.6833        13.5355                 NaN   1.66175     
