|6.6.6
Archiving\03_Data\Deq/QFM_m2/K22/K22_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9859       0.141016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9859       0.141020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9859       0.141024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9859       0.141028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9859       0.141032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9859       0.141036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9859       0.141040E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9859       0.141044E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9859       0.141049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9552       0.138533E-001  0.309900E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1961       0.758227E-002  0.796291                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.2976       0.646412E-004   1.70230                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.0526                 NaN   1.94741                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        97.6728                 NaN   2.32719                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        97.2928                 NaN   2.70724                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        96.9125                 NaN   3.08753                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.5319                 NaN   3.46808                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        95.9380                 NaN   4.06201                 NaN            NaN            NaN            NaN            NaN            NaN
