|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1275.96        500.000                 NaN   94.3994                 NaN            NaN  0.928380       0.482464                 NaN  0.698671        3.49111                 NaN            NaN            NaN
  1274.53        500.000                 NaN   94.7386                 NaN            NaN  0.450037       0.880634                 NaN  0.659641        3.27112                 NaN            NaN            NaN
  1273.10        500.000                 NaN   95.0375                 NaN            NaN  0.419531       0.838854                 NaN  0.625131        3.07898                 NaN            NaN            NaN
  1271.67        500.000                 NaN   95.3156                 NaN  0.153177E-005  0.392755       0.798181                 NaN  0.592678        2.90080                 NaN            NaN            NaN
  1270.24        500.000                 NaN   95.5682                 NaN            NaN  0.763066       0.366055                 NaN  0.562836        2.73984                 NaN            NaN            NaN
  1268.81        500.000                 NaN   95.7984                 NaN            NaN  0.340935       0.731593                 NaN  0.535571        2.59352                 NaN            NaN            NaN
  1267.38        500.000                 NaN   95.9998                 NaN            NaN  0.314141       0.709737                 NaN  0.511846        2.46449                 NaN            NaN            NaN
  1265.95        500.000                 NaN   96.1851                 NaN            NaN  0.692596       0.286469                 NaN  0.489918        2.34589                 NaN            NaN            NaN
  1264.52        500.000                 NaN   96.3577                 NaN            NaN  0.255371       0.681558                 NaN  0.469288        2.23608                 NaN            NaN            NaN
  1263.09        500.000                 NaN   96.5145                 NaN            NaN  0.217978       0.680702                 NaN  0.450386        2.13648                 NaN            NaN            NaN
  1261.66        500.000                 NaN   96.6567                 NaN  0.130286E-004  0.150027       0.713904                 NaN  0.433557        2.04578                 NaN            NaN            NaN
  1260.23        500.000                 NaN   96.8014                 NaN            NaN  0.752500       0.751823E-001            NaN  0.415257        1.95567                 NaN            NaN            NaN
  1258.80        500.000                 NaN   96.9251                 NaN            NaN  0.797959                 NaN            NaN  0.399330        1.87758                 NaN            NaN            NaN
  1257.37        500.000                 NaN   97.5159                 NaN  0.137299E-004  0.472369                 NaN            NaN  0.315067        1.69666                 NaN            NaN            NaN
  1255.94        500.000                 NaN   96.6596                 NaN            NaN   1.04928                 NaN            NaN  0.445149        1.84597                 NaN            NaN            NaN
  1254.51        500.000                 NaN   97.2591                 NaN            NaN  0.715849                 NaN            NaN  0.356559        1.66851                 NaN            NaN            NaN
  1253.08        500.000                 NaN   97.3561                 NaN            NaN  0.690429                 NaN            NaN  0.346284        1.60721                 NaN            NaN            NaN
  1251.65        500.000                 NaN   97.4470                 NaN            NaN  0.668072                 NaN            NaN  0.334046        1.55093                 NaN            NaN            NaN
  1250.22        500.000                 NaN   97.5349                 NaN            NaN  0.645916                 NaN            NaN  0.322669        1.49649                 NaN            NaN            NaN
  1248.79        500.000                 NaN   97.6092                 NaN            NaN  0.628575                 NaN            NaN  0.313419        1.44884                 NaN            NaN            NaN
  1247.36        500.000                 NaN   97.6865                 NaN            NaN  0.608611                 NaN            NaN  0.303927        1.40096                 NaN            NaN            NaN
  1245.93        500.000                 NaN   97.7600                 NaN            NaN  0.590094                 NaN            NaN  0.294296        1.35559                 NaN            NaN            NaN
  1244.50        500.000                 NaN   97.8241                 NaN            NaN  0.575015                 NaN            NaN  0.285267        1.31565                 NaN            NaN            NaN
  1243.07        500.000                 NaN   97.8895                 NaN            NaN  0.558140                 NaN            NaN  0.278242        1.27413                 NaN            NaN            NaN
  1241.64        500.000                 NaN   97.9540                 NaN            NaN  0.541782                 NaN            NaN  0.268493        1.23576                 NaN            NaN            NaN
  1240.21        500.000                 NaN   98.0073                 NaN            NaN  0.529280                 NaN            NaN  0.261419        1.20196                 NaN            NaN            NaN
  1238.78        500.000                 NaN   98.0656                 NaN            NaN  0.514279                 NaN            NaN  0.253697        1.16644                 NaN            NaN            NaN
  1237.36        500.000                 NaN   98.1191                 NaN            NaN  0.500419                 NaN            NaN  0.247260        1.13319                 NaN            NaN            NaN
  1235.93        500.000                 NaN   98.1669                 NaN            NaN  0.489149                 NaN            NaN  0.240378        1.10356                 NaN            NaN            NaN
  1234.50        500.000                 NaN   98.2192                 NaN            NaN  0.474630                 NaN            NaN  0.234162        1.07202                 NaN            NaN            NaN
  1233.07        500.000                 NaN   98.2656                 NaN            NaN  0.462352                 NaN            NaN  0.228607        1.04343                 NaN            NaN            NaN
  1231.64        500.000                 NaN   98.1672                 NaN            NaN  0.461018                 NaN            NaN  0.239546        1.11204                 NaN  0.201496E-001            NaN
  1230.21        500.000                 NaN   98.1538                 NaN            NaN  0.451970                 NaN            NaN  0.240215        1.12533                 NaN  0.287186E-001            NaN
  1228.78        500.000                 NaN   98.2082                 NaN            NaN  0.439021                 NaN            NaN  0.231536        1.09350                 NaN  0.277330E-001            NaN
  1227.35        500.000                 NaN   98.2568                 NaN            NaN  0.427583                 NaN            NaN  0.221355        1.06686                 NaN  0.274262E-001            NaN
  1225.92        500.000                 NaN   98.3116                 NaN            NaN  0.414361                 NaN            NaN  0.216602        1.03204                 NaN  0.254207E-001            NaN
  1224.49        500.000                 NaN   98.3591                 NaN            NaN  0.403061                 NaN            NaN  0.210495        1.00327                 NaN  0.241248E-001            NaN
  1223.06        500.000                 NaN   98.4049                 NaN            NaN  0.391894                 NaN            NaN  0.202937       0.976883                 NaN  0.233581E-001            NaN
  1221.63        500.000                 NaN   98.4551                 NaN            NaN  0.378384                 NaN            NaN  0.193867       0.949794                 NaN  0.228796E-001            NaN
  1220.20        500.000                 NaN   98.4932                 NaN            NaN  0.370487                 NaN            NaN  0.189634       0.925155                 NaN  0.214990E-001            NaN
  1218.77        500.000                 NaN   98.5340                 NaN            NaN  0.360707                 NaN            NaN  0.184749       0.900122                 NaN  0.203934E-001            NaN
  1217.34        500.000                 NaN   98.5733                 NaN            NaN  0.351185                 NaN            NaN  0.178612       0.877255                 NaN  0.196042E-001            NaN
  1215.91        500.000                 NaN   98.2249                 NaN            NaN  0.410335E-001  0.381580                 NaN  0.262563        1.05915                 NaN  0.307420E-001            NaN
  1214.48        500.000                 NaN   98.9898                 NaN            NaN  0.106151                 NaN            NaN  0.319631E-001  0.846535                 NaN  0.255958E-001            NaN
  1213.05        500.000                 NaN   93.9131                 NaN            NaN   1.93864                 NaN            NaN  0.806486        3.29608                 NaN  0.456558E-001            NaN
  1211.62        500.000                 NaN   99.7700                 NaN            NaN            NaN            NaN            NaN  0.379921E-001  0.191959                 NaN            NaN            NaN
  1210.19        500.000                 NaN   99.9650                 NaN            NaN            NaN            NaN            NaN  0.248633E-001            NaN            NaN  0.101264E-001            NaN
  1208.76        500.000                 NaN   91.3632                 NaN            NaN  0.755020                 NaN            NaN  0.601296        3.92300                 NaN  0.485423E-001   3.30891     
  1207.33        500.000                 NaN   98.9886                 NaN            NaN  0.201866       0.527204                 NaN  0.276884       0.547493E-002            NaN            NaN            NaN
  1205.90        500.000                 NaN   95.7115                 NaN            NaN            NaN            NaN            NaN  0.318855        1.97121                 NaN  0.329102E-001   1.96549     
  1204.47        500.000                 NaN   99.5811                 NaN            NaN  0.571678E-001            NaN            NaN  0.973503E-001  0.264399                 NaN            NaN            NaN
  1203.04        500.000                 NaN   97.5306                 NaN            NaN  0.313522                 NaN            NaN  0.977021E-001   1.14829                 NaN  0.345953E-002  0.906389     
  1201.61        500.000                 NaN   90.3419                 NaN            NaN  0.941006       0.178855                 NaN  0.803499        3.81111                 NaN  0.348715E-001   3.88878     
  1200.18        500.000                 NaN   91.6387                 NaN            NaN  0.898668                 NaN            NaN  0.666577        3.37031                 NaN  0.370846E-001   3.38868     
  1198.75        500.000                 NaN   91.4832                 NaN            NaN  0.615952                 NaN            NaN  0.571032        3.64642                 NaN  0.567648E-001   3.62660     
  1197.32        500.000                 NaN   93.4123                 NaN            NaN  0.994364       0.578607E-004            NaN  0.636729        2.46992                 NaN  0.646316E-002   2.48012     
  1195.89        500.000                 NaN   91.9481                 NaN            NaN  0.838860                 NaN            NaN  0.639016        3.27421                 NaN  0.314102E-001   3.26844     
  1194.46        500.000                 NaN   90.6128                 NaN            NaN  0.989667                 NaN            NaN  0.711315        3.82864                 NaN  0.397692E-001   3.81785     
  1193.03        500.000                 NaN   89.0654                 NaN            NaN  0.755571E-001   1.04981                 NaN  0.839477        4.48508                 NaN  0.397559E-001   4.44493     
  1191.60        500.000                 NaN   85.0254                 NaN            NaN   1.44630                 NaN            NaN   1.13188        6.23403                 NaN  0.514849E-001   6.11088     
  1190.17        500.000                 NaN   60.1245                 NaN            NaN   3.60531                 NaN            NaN   2.92168        16.9914                 NaN  0.126587        16.2305     
  1188.74        500.000                 NaN            NaN            NaN            NaN   8.50020                 NaN            NaN   7.09681        43.0552                 NaN  0.329260        41.0185     
  1187.31        500.000                 NaN            NaN            NaN            NaN   8.50334                 NaN            NaN   7.10026        43.0480                 NaN  0.328366        41.0201     
  1185.88        500.000                 NaN            NaN            NaN            NaN   8.50530                 NaN            NaN   7.10273        43.0428                 NaN  0.327816        41.0213     
  1184.45        500.000                 NaN            NaN            NaN            NaN   8.50689                 NaN            NaN   7.10505        43.0382                 NaN  0.327326        41.0225     
  1183.02        500.000                 NaN            NaN            NaN            NaN   8.50873                 NaN            NaN   7.10741        43.0333                 NaN  0.326792        41.0238     
  1181.59        500.000                 NaN            NaN            NaN            NaN   8.51005                 NaN            NaN   7.10950        43.0291                 NaN  0.326364        41.0249     
  1180.16        500.000                 NaN            NaN            NaN            NaN   8.51266                 NaN            NaN   7.11201        43.0234                 NaN  0.325747        41.0262     
  1178.73        500.000                 NaN            NaN            NaN            NaN   8.50479                 NaN            NaN   7.10939        43.0328                 NaN  0.327437        41.0256     
  1177.30        500.000                 NaN            NaN            NaN            NaN   8.51564                 NaN            NaN   7.11633        43.0145                 NaN  0.324798        41.0287     
  1175.87        500.000                 NaN            NaN            NaN            NaN   8.51930                 NaN            NaN   7.11879        43.0079                 NaN  0.324060        41.0299     
  1174.44        500.000                 NaN            NaN            NaN            NaN   8.50670                 NaN            NaN   7.11407        43.0238                 NaN  0.326731        41.0287     
  1173.01        500.000                 NaN            NaN            NaN            NaN   7.69662       0.258061       0.549214        7.11223        42.9674       0.601468E-001  0.327436        41.0289     
  1171.58        500.000                 NaN            NaN            NaN            NaN   8.50908                 NaN            NaN   7.11776        43.0162                 NaN  0.325985        41.0310     
  1170.15        500.000                 NaN            NaN            NaN            NaN   8.51103                 NaN            NaN   7.11969        43.0116                 NaN  0.325430        41.0322     
  1168.72        500.000                 NaN            NaN            NaN            NaN   8.50909                 NaN            NaN   7.12182        43.0099                 NaN  0.325035        41.0341     
  1167.29        500.000                 NaN            NaN            NaN            NaN   7.99374       0.518645                 NaN   7.12609        43.0019                 NaN  0.324103        41.0355     
  1165.86        500.000                 NaN            NaN            NaN            NaN   7.59844       0.909275                 NaN   7.12206        43.0090                 NaN  0.325142        41.0361     
  1164.43        500.000                 NaN            NaN            NaN            NaN   6.36360        2.15944                 NaN   7.13263        42.9831                 NaN  0.321437        41.0398     
  1163.00        500.000                 NaN            NaN            NaN            NaN   8.46841       0.548508E-001            NaN   7.13219        42.9834                 NaN  0.322283        41.0389     
  1161.57        500.000                 NaN            NaN            NaN            NaN   7.97522       0.554503                 NaN   7.13960        42.9690                 NaN  0.320109        41.0415     
  1160.14        500.000                 NaN            NaN            NaN            NaN   8.52991                 NaN            NaN   7.13974        42.9670                 NaN  0.319680        41.0437     
  1158.71        500.000                 NaN            NaN            NaN            NaN   8.54062                 NaN            NaN   7.14627        42.9503                 NaN  0.317800        41.0450     
  1157.28        500.000                 NaN            NaN            NaN            NaN   6.33132        2.19094                 NaN   7.13818        42.9741                 NaN  0.321216        41.0442     
  1155.85        500.000                 NaN            NaN            NaN            NaN   6.08410        2.44046                 NaN   7.14114        42.9682                 NaN  0.320593        41.0455     
  1154.42        500.000                 NaN            NaN            NaN            NaN   5.86792        2.65899                 NaN   7.14317        42.9631                 NaN  0.319973        41.0468     
  1152.99        500.000                 NaN            NaN            NaN            NaN   5.63622        2.89295                 NaN   7.14556        42.9577                 NaN  0.319370        41.0482     
  1151.56        500.000                 NaN            NaN            NaN            NaN   5.40580        3.12557                 NaN   7.14788        42.9525                 NaN  0.318781        41.0495     
  1150.13        500.000                 NaN            NaN            NaN            NaN   5.17742        3.35611                 NaN   7.15013        42.9473                 NaN  0.318205        41.0508     
  1148.70        500.000                 NaN            NaN            NaN            NaN   4.95190        3.58374                 NaN   7.15231        42.9423                 NaN  0.317644        41.0521     
  1147.27        500.000                 NaN            NaN            NaN            NaN   4.76822        3.76935                 NaN   7.15436        42.9376                 NaN  0.317119        41.0534     
  1145.84        500.000                 NaN            NaN            NaN            NaN   5.15959        3.37819                 NaN   7.15536        42.9354                 NaN  0.316941        41.0545     
  1144.41        500.000                 NaN            NaN            NaN            NaN   5.50105        3.03717                 NaN   7.15649        42.9329                 NaN  0.316712        41.0557     
  1142.98        500.000                 NaN            NaN            NaN            NaN   4.99247        3.55103                 NaN   7.16126        42.9226                 NaN  0.315356        41.0573     
  1141.56        500.000                 NaN            NaN            NaN            NaN   6.24165        2.30890                 NaN   7.16657        42.9100                 NaN  0.313676        41.0592     
  1140.13        500.000                 NaN            NaN            NaN            NaN   5.65669        2.88853                 NaN   7.16440        42.9161                 NaN  0.314650        41.0597     
  1138.70        500.000                 NaN            NaN            NaN            NaN   5.64419        2.91231                 NaN   7.17226        42.8966                 NaN  0.311739        41.0629     
  1137.27        500.000                 NaN            NaN            NaN            NaN   6.24992        2.30254                 NaN   7.17086        42.9010                 NaN  0.312550        41.0632     
  1135.84        500.000                 NaN            NaN            NaN            NaN   6.38698        2.17218                 NaN   7.17594        42.8887                 NaN  0.310801        41.0654     
  1134.41        500.000                 NaN            NaN            NaN            NaN   1.79887        6.76545                 NaN   7.17886        42.8806                 NaN  0.310059        41.0662     
  1132.98        500.000                 NaN            NaN            NaN            NaN   8.57606                 NaN            NaN   7.18792        42.8601                 NaN  0.307519        41.0684     
  1131.55        500.000                 NaN            NaN            NaN            NaN   1.89396        6.66265                 NaN   7.16538        42.8979                 NaN  0.313825        41.0663     
  1130.12        500.000                 NaN            NaN            NaN            NaN   8.57820       0.178550E-004            NaN   7.19279        42.8516                 NaN  0.306433        41.0710     
  1128.69        500.000                 NaN            NaN            NaN            NaN   8.58207       0.190431E-004            NaN   7.19384        42.8463                 NaN  0.305514        41.0723     
  1127.26        500.000                 NaN            NaN            NaN            NaN   8.57175                 NaN            NaN   7.18818        42.8601                 NaN  0.307916        41.0721     
  1125.83        500.000                 NaN            NaN            NaN            NaN   8.58394                 NaN            NaN   7.19841        42.8378                 NaN  0.304826        41.0751     
  1124.40        500.000                 NaN            NaN            NaN            NaN   8.59002                 NaN            NaN   7.20308        42.8268                 NaN  0.303479        41.0766     
  1122.97        500.000                 NaN            NaN            NaN            NaN   8.59190                 NaN            NaN   7.20518        42.8220                 NaN  0.302936        41.0780     
  1121.54        500.000                 NaN            NaN            NaN            NaN   8.36956       0.221663                 NaN   7.20616        42.8207                 NaN  0.302782        41.0791     
  1120.11        500.000                 NaN            NaN            NaN            NaN   8.58787                 NaN            NaN   7.20579        42.8238                 NaN  0.303668        41.0789     
  1118.68        500.000                 NaN            NaN            NaN            NaN   8.59566                 NaN            NaN   7.21197        42.8101                 NaN  0.301136        41.0812     
  1117.25        500.000                 NaN            NaN            NaN            NaN   8.60097                 NaN            NaN   7.21500        42.8003                 NaN  0.300316        41.0834     
  1115.82        500.000                 NaN            NaN            NaN            NaN   8.60338                 NaN            NaN   7.21747        42.7947                 NaN  0.299644        41.0848     
  1114.39        500.000                 NaN            NaN            NaN            NaN   8.60580                 NaN            NaN   7.21982        42.7892                 NaN  0.298989        41.0862     
  1112.96        500.000                 NaN            NaN            NaN            NaN   8.60651                 NaN            NaN   7.22078        42.7871                 NaN  0.298544        41.0871     
  1111.53        500.000                 NaN            NaN            NaN            NaN  0.858882        7.74814                 NaN   7.21861        42.7873                 NaN  0.299044        41.0880     
  1110.10        500.000                 NaN            NaN            NaN            NaN   8.61040                 NaN            NaN   7.22577        42.7760                 NaN  0.297666        41.0902     
  1108.67        500.000                 NaN            NaN            NaN            NaN   7.21106        1.39881                 NaN   7.22611        42.7753                 NaN  0.297559        41.0912     
  1107.24        500.000                 NaN            NaN            NaN            NaN   8.21414       0.401769                 NaN   7.23108        42.7641                 NaN  0.296030        41.0929     
  1105.81        500.000                 NaN            NaN            NaN            NaN   2.96743        5.55502                 NaN   7.14972        42.9308                 NaN  0.318392        41.0787     
  1104.38        500.000                 NaN            NaN            NaN            NaN   8.61670                 NaN            NaN   7.23287        42.7616                 NaN  0.295275        41.0936     
  1102.95        500.000                 NaN            NaN            NaN            NaN   8.62439                 NaN            NaN   7.23940        42.7453                 NaN  0.293664        41.0973     
  1101.52        500.000                 NaN            NaN            NaN            NaN   7.46569        1.15974                 NaN   7.24053        42.7421                 NaN  0.293383        41.0985     
  1100.09        500.000                 NaN            NaN            NaN            NaN   7.88328       0.725042                 NaN   7.22476        42.7731                 NaN  0.297689        41.0961     
  1098.66        500.000                 NaN            NaN            NaN            NaN   8.01223       0.612607                 NaN   7.24313        42.7382                 NaN  0.292951        41.1009     
  1097.23        500.000                 NaN            NaN            NaN            NaN   7.06307        1.55883                 NaN   7.24095        42.7415                 NaN  0.293759        41.1019     
  1095.80        500.000                 NaN            NaN            NaN  0.171316        8.33053                 NaN            NaN   7.21388        42.8048                 NaN  0.304072        41.1754     
  1094.37        500.000                 NaN            NaN            NaN  0.374085        4.46548        3.51471                 NaN   7.17236        42.8921                 NaN  0.319310        41.2619     
  1092.94        500.000                 NaN            NaN            NaN  0.592330        5.16877        2.43363                 NaN   7.12942        42.9860                 NaN  0.335189        41.3547     
  1091.51        500.000                 NaN            NaN            NaN  0.333274        3.05627        4.99947                 NaN   7.17973        42.8655                 NaN  0.316677        41.2491     
  1090.08        500.000                 NaN            NaN            NaN  0.534275        4.10260        3.60475                 NaN   7.14491        42.9505                 NaN  0.329939        41.3331     
  1088.65        500.000                 NaN            NaN            NaN  0.368649E-004   7.42449        1.22265                 NaN   7.26262        42.6917                 NaN  0.287297        41.1112     
  1087.22        500.000                 NaN            NaN            NaN   1.01410       0.934594        5.93915                 NaN   7.04612        43.1640                 NaN  0.366717        41.5353     
  1085.79        500.000                 NaN            NaN            NaN   1.13138        6.67475                 NaN            NaN   7.02506        43.2083                 NaN  0.374299        41.5862     
  1084.36        500.000                 NaN            NaN            NaN   1.17886        6.59318                 NaN            NaN   7.01598        43.2266                 NaN  0.377684        41.6077     
  1082.93        500.000                 NaN            NaN            NaN   1.22166        6.51851                 NaN            NaN   7.00773        43.2443                 NaN  0.381006        41.6268     
  1081.50        500.000                 NaN            NaN            NaN   1.25622        6.45843                 NaN            NaN   7.00096        43.2583                 NaN  0.383606        41.6425     
  1080.07        500.000                 NaN            NaN            NaN   1.28265        6.41312                 NaN            NaN   6.99500        43.2687                 NaN  0.385496        41.6550     
  1078.64        500.000                 NaN            NaN            NaN   1.31231        6.36169                 NaN            NaN   6.98932        43.2803                 NaN  0.387705        41.6687     
  1077.21        500.000                 NaN            NaN            NaN   1.33891        6.31569                 NaN            NaN   6.98432        43.2903                 NaN  0.389664        41.6811     
  1075.78        500.000                 NaN            NaN            NaN   1.36339        6.27342                 NaN            NaN   6.97978        43.2993                 NaN  0.391449        41.6927     
  1074.35        500.000                 NaN            NaN            NaN   1.38488        6.23652                 NaN            NaN   6.97596        43.3067                 NaN  0.392970        41.7030     
  1072.92        500.000                 NaN            NaN            NaN   1.40526        6.20156                 NaN            NaN   6.97237        43.3136                 NaN  0.394403        41.7128     
  1071.49        500.000                 NaN            NaN            NaN   1.42415        6.16926                 NaN            NaN   6.96912        43.3198                 NaN  0.395710        41.7220     
  1070.06        500.000                 NaN            NaN            NaN   1.44230        6.13823                 NaN            NaN   6.96602        43.3256                 NaN  0.396962        41.7309     
  1068.63        500.000                 NaN            NaN            NaN   1.45968        6.10856                 NaN            NaN   6.96308        43.3311                 NaN  0.398153        41.7395     
  1067.20        500.000                 NaN            NaN            NaN   1.47645        6.07991                 NaN            NaN   6.96026        43.3363                 NaN  0.399302        41.7478     
  1065.77        500.000                 NaN            NaN            NaN   1.48936        6.05871                 NaN            NaN   6.95856        43.3387                 NaN  0.400037        41.7546     
  1064.34        500.000                 NaN            NaN            NaN   1.50855        6.02539                 NaN            NaN   6.95501        43.3457                 NaN  0.401470        41.7639     
  1062.91        500.000                 NaN            NaN            NaN   1.52374        5.99961                 NaN            NaN   6.95255        43.3500                 NaN  0.402489        41.7716     
  1061.48        500.000                 NaN            NaN            NaN   1.53835        5.97485                 NaN            NaN   6.95023        43.3540                 NaN  0.403461        41.7791     
  1060.05        500.000                 NaN            NaN            NaN   1.54624        5.96112                 NaN            NaN   6.94910        43.3558                 NaN  0.404232        41.7835     
  1058.62        500.000                 NaN            NaN            NaN   1.56632        5.92946                 NaN            NaN   6.94721        43.3577                 NaN  0.405089        41.7943     
  1057.19        500.000                 NaN            NaN            NaN   1.57788        5.90863                 NaN            NaN   6.94431        43.3635                 NaN  0.405983        41.7997     
  1055.76        500.000                 NaN            NaN            NaN   1.59060        5.88728                 NaN            NaN   6.94243        43.3666                 NaN  0.406794        41.8063     
  1054.33        500.000                 NaN            NaN            NaN   1.60292        5.86656                 NaN            NaN   6.94060        43.3695                 NaN  0.407583        41.8129     
  1052.90        500.000                 NaN            NaN            NaN   1.61489        5.84645                 NaN            NaN   6.93885        43.3722                 NaN  0.408343        41.8192     
  1051.47        500.000                 NaN            NaN            NaN   1.62619        5.82757                 NaN            NaN   6.93727        43.3746                 NaN  0.409040        41.8253     
  1050.04        500.000                 NaN            NaN            NaN   1.63717        5.80928                 NaN            NaN   6.93576        43.3768                 NaN  0.409708        41.8313     
  1048.61        500.000                 NaN            NaN            NaN   1.64741        5.79285                 NaN            NaN   6.93431        43.3781                 NaN  0.410275        41.8370     
  1047.19        500.000                 NaN            NaN            NaN   1.66278        5.76655                 NaN            NaN   6.93214        43.3824                 NaN  0.411309        41.8448     
  1045.76        500.000                 NaN            NaN            NaN   1.66837        5.75759                 NaN            NaN   6.93161        43.3824                 NaN  0.411568        41.8484     
  1044.33        500.000                 NaN            NaN            NaN   1.67119        5.75448                 NaN            NaN   6.93232        43.3796                 NaN  0.411374        41.8510     
  1042.90        500.000                 NaN            NaN            NaN   1.68107        5.73811                 NaN            NaN   6.93104        43.3813                 NaN  0.411959        41.8565     
  1041.47        500.000                 NaN            NaN            NaN   1.69072        5.72215                 NaN            NaN   6.92981        43.3829                 NaN  0.412526        41.8619     
  1040.04        500.000                 NaN            NaN            NaN   1.69111        5.72142                 NaN            NaN   6.92970        43.3786                 NaN  0.413219        41.8660     
  1038.61        500.000                 NaN            NaN            NaN   1.71110        5.68851                 NaN            NaN   6.92719        43.3861                 NaN  0.413753        41.8733     
  1037.18        500.000                 NaN            NaN            NaN   1.72436        5.66426                 NaN            NaN   6.92398        43.3926                 NaN  0.414948        41.8799     
  1035.75        500.000                 NaN            NaN            NaN   1.73221        5.65135                 NaN            NaN   6.92281        43.3936                 NaN  0.415414        41.8846     
  1034.32        500.000                 NaN            NaN            NaN   1.70441        5.66839                 NaN            NaN   6.91006        43.4320                 NaN  0.418987        41.8661     
  1032.89        500.000                 NaN            NaN            NaN   1.75138        5.62066                 NaN            NaN   6.92139        43.3947                 NaN  0.416381        41.8955     
  1031.46        500.000                 NaN            NaN            NaN   1.75980        5.60683                 NaN            NaN   6.92041        43.3956                 NaN  0.416859        41.9005     
  1030.03        500.000                 NaN            NaN            NaN   1.76806        5.59330                 NaN            NaN   6.91947        43.3965                 NaN  0.417323        41.9053     
  1028.60        500.000                 NaN            NaN            NaN   1.77618        5.58001                 NaN            NaN   6.91856        43.3974                 NaN  0.417777        41.9101     
  1027.17        500.000                 NaN            NaN            NaN   1.78417        5.56696                 NaN            NaN   6.91769        43.3982                 NaN  0.418220        41.9148     
  1025.74        500.000                 NaN            NaN            NaN   1.78434        5.56925                 NaN            NaN   6.91928        43.3929                 NaN  0.417712        41.9165     
  1024.31        500.000                 NaN            NaN            NaN   1.79164        5.55752                 NaN            NaN   6.91860        43.3932                 NaN  0.418079        41.9210     
  1022.88        500.000                 NaN            NaN            NaN   1.80302        5.53776                 NaN            NaN   6.91663        43.3966                 NaN  0.418955        41.9271     
  1021.45        500.000                 NaN            NaN            NaN   1.80658        5.53331                 NaN            NaN   6.91709        43.3941                 NaN  0.418876        41.9301     
  1020.02        500.000                 NaN            NaN            NaN   1.81807        5.51330                 NaN            NaN   6.91507        43.3976                 NaN  0.419776        41.9361     
  1018.59        500.000                 NaN            NaN            NaN   1.82030        5.51142                 NaN            NaN   6.91593        43.3942                 NaN  0.419541        41.9386     
  1017.16        500.000                 NaN            NaN            NaN   1.82057        5.50629                 NaN            NaN   6.91329        43.4008                 NaN  0.420366        41.9387     
  1015.73        500.000                 NaN            NaN            NaN   1.83377        5.49009                 NaN            NaN   6.91489        43.3939                 NaN  0.420181        41.9472     
  1014.30        500.000                 NaN            NaN            NaN   1.85331        5.45397                 NaN            NaN   6.91032        43.4041                 NaN  0.422056        41.9562     
  1012.87        500.000                 NaN            NaN            NaN   1.85758        5.44978                 NaN            NaN   6.91003        43.4007                 NaN  0.421879        41.9600     
  1011.44        500.000                 NaN            NaN            NaN   1.86350        5.43868                 NaN            NaN   6.90866        43.4035                 NaN  0.422431        41.9633     
  1010.01        500.000                 NaN            NaN            NaN   1.86633        5.43545                 NaN            NaN   6.91053        43.3996                 NaN  0.422008        41.9661     
  1008.58        500.000                 NaN            NaN            NaN   1.87120        5.42812                 NaN            NaN   6.91060        43.3986                 NaN  0.422072        41.9694     
  1007.15        500.000                 NaN            NaN            NaN   1.86759        5.43438                 NaN            NaN   6.90966        43.3970                 NaN  0.422329        41.9691     
  1005.72        500.000                 NaN            NaN            NaN   1.87875        5.41269                 NaN            NaN   6.90782        43.4027                 NaN  0.423362        41.9746     
  1004.29        500.000                 NaN            NaN            NaN   1.87227        5.42427                 NaN            NaN   6.90961        43.3987                 NaN  0.422652        41.9725     
  1002.86        500.000                 NaN            NaN            NaN   1.89589        5.38932                 NaN            NaN   6.90878        43.3968                 NaN  0.423557        41.9856     
  1001.43        500.000                 NaN            NaN            NaN   1.90138        5.38090                 NaN            NaN   6.90845        43.3961                 NaN  0.423788        41.9894     
  1000.00        500.000                 NaN            NaN            NaN   1.90703        5.37212                 NaN            NaN   6.90813        43.3955                 NaN  0.424029        41.9932     
