|6.6.6
Archiving\03_Data\frac/QFM_m5/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1561.40        2500.00        99.1118                 NaN            NaN            NaN            NaN  0.486751E-001            NaN  0.839543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1163                 NaN            NaN            NaN            NaN  0.479932E-001            NaN  0.835704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1452                 NaN            NaN            NaN            NaN  0.447377E-001            NaN  0.810035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1442                 NaN            NaN            NaN            NaN  0.417813E-001            NaN  0.813999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1582                 NaN            NaN            NaN            NaN  0.406687E-001            NaN  0.801091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1677                 NaN            NaN            NaN            NaN  0.385010E-001            NaN  0.793753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1784                 NaN            NaN            NaN            NaN  0.371166E-001            NaN  0.784527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.4592                 NaN            NaN            NaN            NaN  0.250055E-001            NaN  0.515839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9218                 NaN            NaN            NaN            NaN  0.360454E-001            NaN   1.04212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.2063                 NaN            NaN            NaN            NaN  0.870537E-001            NaN  0.706677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2228                 NaN            NaN            NaN            NaN  0.192852E-002            NaN  0.775294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2234                 NaN            NaN            NaN            NaN            NaN            NaN  0.776568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2351                 NaN            NaN            NaN            NaN  0.215371E-001            NaN  0.743319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2435                 NaN            NaN            NaN            NaN  0.229900E-001            NaN  0.733503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2154                 NaN            NaN            NaN            NaN  0.518522E-002            NaN  0.578952       0.200474                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1161                 NaN            NaN            NaN            NaN  0.374741E-001            NaN  0.100348       0.746087                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1184                 NaN            NaN            NaN            NaN  0.610315E-004            NaN  0.569399E-002  0.875834                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1217                 NaN            NaN            NaN            NaN            NaN            NaN  0.471422E-001  0.831197                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1290                 NaN            NaN            NaN            NaN            NaN            NaN  0.395764E-001  0.831386                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1347                 NaN            NaN            NaN            NaN            NaN            NaN  0.313794E-001  0.833904                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1395                 NaN            NaN            NaN            NaN            NaN            NaN  0.232534E-001  0.837234                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1451                 NaN            NaN            NaN            NaN            NaN            NaN  0.168362E-001  0.838093                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1530                 NaN            NaN            NaN            NaN            NaN            NaN  0.386624E-002  0.843143                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1545                 NaN            NaN            NaN            NaN            NaN            NaN  0.190461E-001  0.826404                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.3174                 NaN            NaN            NaN            NaN            NaN            NaN  0.157116E-002   1.68100                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0729                 NaN            NaN            NaN            NaN            NaN            NaN  0.204951E-002  0.925064                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2532                 NaN            NaN            NaN            NaN            NaN            NaN  0.395079E-001  0.707325                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.840276                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.4386                 NaN            NaN            NaN            NaN            NaN            NaN  0.561431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.9095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09055                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.7757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.563320       0.660966                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.7521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.725822       0.522068                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.7723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.715405       0.512341                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.704563       0.503712                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.8098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.694772       0.495403                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.8309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.683226       0.485918                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.8482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.478316       0.673520                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.469213       0.666048                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.460929       0.655957                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.8995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.452496       0.648042                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.9182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.445412       0.636390                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.9327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.437885       0.629440                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.9468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.430403       0.622752                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.611507       0.423259                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.9781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.605432       0.416511                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.409585       0.597787                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        99.0064                 NaN            NaN            NaN            NaN            NaN            NaN  0.289808E-001  0.592129       0.372463                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.620587       0.606890       0.275528                 NaN            NaN            NaN            NaN
  1438.60        2500.00        97.4003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09164       0.640242       0.867815                 NaN            NaN            NaN            NaN
  1436.09        2500.00        97.4880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05541       0.617580       0.838972                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.5710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.595642        1.02181       0.811574                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.6485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.574858       0.990465       0.786226                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.7231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.555217       0.960063       0.761605                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.7934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.537549       0.931077       0.738009                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.8607                 NaN            NaN            NaN            NaN  0.580424E-003            NaN            NaN  0.519216       0.903566       0.715967                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.9207                 NaN            NaN            NaN            NaN  0.631379E-001            NaN            NaN  0.520349       0.788335       0.707461                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.9816                 NaN            NaN            NaN            NaN  0.167394                 NaN            NaN  0.531650       0.613196       0.706193                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.0413                 NaN            NaN            NaN            NaN  0.163860                 NaN            NaN  0.593434       0.515808       0.685623                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.0945                 NaN            NaN            NaN            NaN  0.167007                 NaN            NaN  0.565715       0.503801       0.668964                 NaN            NaN            NaN            NaN
  1411.03        2500.00        98.1596                 NaN            NaN            NaN            NaN  0.151685                 NaN            NaN  0.561721       0.483245       0.643735                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.2048                 NaN            NaN            NaN            NaN  0.155237                 NaN            NaN  0.537430       0.472873       0.629693                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.2554                 NaN            NaN            NaN            NaN  0.152622                 NaN            NaN  0.459809       0.520073       0.612142                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.3021                 NaN            NaN            NaN            NaN  0.149769                 NaN            NaN  0.504496       0.447513       0.596135                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.3492                 NaN            NaN            NaN            NaN  0.147143                 NaN            NaN  0.488530       0.435407       0.579728                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.3933                 NaN            NaN            NaN            NaN  0.144740                 NaN            NaN  0.473909       0.423597       0.564413                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.4357                 NaN            NaN            NaN            NaN  0.141820                 NaN            NaN  0.412209       0.460594       0.549658                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.4757                 NaN            NaN            NaN            NaN  0.139179                 NaN            NaN  0.447746       0.401646       0.535734                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.5148                 NaN            NaN            NaN            NaN  0.137310                 NaN            NaN  0.392061       0.433760       0.522070                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.5528                 NaN            NaN            NaN            NaN  0.134141                 NaN            NaN  0.423146       0.381197       0.508713                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.5890                 NaN            NaN            NaN            NaN  0.131840                 NaN            NaN  0.411453       0.371602       0.496075                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.6230                 NaN            NaN            NaN            NaN  0.129448                 NaN            NaN  0.400768       0.362563       0.484182                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.6579                 NaN            NaN            NaN            NaN  0.127586                 NaN            NaN  0.353984       0.388857       0.471719                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.6900                 NaN            NaN            NaN            NaN  0.124672                 NaN            NaN  0.380097       0.344807       0.460463                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.7219                 NaN            NaN            NaN            NaN  0.122578                 NaN            NaN  0.370449       0.335785       0.449284                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.7513                 NaN            NaN            NaN            NaN  0.120074                 NaN            NaN  0.361340       0.328561       0.438721                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.7804                 NaN            NaN            NaN            NaN  0.117640                 NaN            NaN  0.320578       0.352998       0.428432                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.8086                 NaN            NaN            NaN            NaN  0.115473                 NaN            NaN  0.312862       0.344708       0.418366                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.8356                 NaN            NaN            NaN            NaN  0.113261                 NaN            NaN  0.336700       0.305720       0.408742                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.8620                 NaN            NaN            NaN            NaN  0.111076                 NaN            NaN  0.298649       0.328981       0.399269                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.8871                 NaN            NaN            NaN            NaN  0.108971                 NaN            NaN  0.291943       0.321675       0.390282                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.9122                 NaN            NaN            NaN            NaN  0.106379                 NaN            NaN  0.314932       0.285272       0.381202                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.9354                 NaN            NaN            NaN            NaN  0.104277                 NaN            NaN  0.278646       0.308780       0.372879                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.9587                 NaN            NaN            NaN            NaN  0.102070                 NaN            NaN  0.302090       0.272764       0.364385                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.9809                 NaN            NaN            NaN            NaN  0.994761E-001            NaN            NaN  0.266268       0.296982       0.356363                 NaN            NaN            NaN            NaN
  1348.37        2500.00        99.0027                 NaN            NaN            NaN            NaN  0.976059E-001            NaN            NaN  0.260157       0.290956       0.348547                 NaN            NaN            NaN            NaN
  1345.86        2500.00        99.0237                 NaN            NaN            NaN            NaN  0.953132E-001            NaN            NaN  0.285511       0.254581       0.340891                 NaN            NaN            NaN            NaN
  1343.36        2500.00        99.0443                 NaN            NaN            NaN            NaN  0.930160E-001            NaN            NaN  0.248765       0.280568       0.333336                 NaN            NaN            NaN            NaN
  1340.85        2500.00        99.0626                 NaN            NaN            NaN            NaN  0.906208E-001            NaN            NaN  0.277491       0.242388       0.326925                 NaN            NaN            NaN            NaN
  1338.35        2500.00        99.0843                 NaN            NaN            NaN            NaN  0.886242E-001            NaN            NaN  0.238493       0.269991       0.318553                 NaN            NaN            NaN            NaN
  1335.84        2500.00        99.1016                 NaN            NaN            NaN            NaN  0.866425E-001            NaN            NaN  0.233090       0.266215       0.312485                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.1200                 NaN            NaN            NaN            NaN  0.844973E-001            NaN            NaN  0.227803       0.262014       0.305706                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.1372                 NaN            NaN            NaN            NaN  0.821697E-001            NaN            NaN  0.223004       0.258225       0.299402                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.1544                 NaN            NaN            NaN            NaN  0.798599E-001            NaN            NaN  0.254961       0.217719       0.293068                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.1706                 NaN            NaN            NaN            NaN  0.778325E-001            NaN            NaN  0.213208       0.251179       0.287152                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.1873                 NaN            NaN            NaN            NaN  0.760876E-001            NaN            NaN  0.208554       0.247012       0.281026                 NaN            NaN            NaN            NaN
  1320.80        2500.00        73.0563                 NaN            NaN            NaN            NaN   1.99060                 NaN            NaN  0.875140        2.88337        3.34044        17.8542                 NaN            NaN            NaN
  1318.30        2500.00        59.5902                 NaN  0.122572                 NaN            NaN   2.32992                 NaN            NaN   4.34035        1.55526        4.94960        27.1121                 NaN            NaN            NaN
  1315.79        2500.00        69.6436                 NaN  0.133605                 NaN            NaN   1.63857                 NaN            NaN   3.34769        1.10815        3.73864        20.3897                 NaN            NaN            NaN
  1313.28        2500.00        76.8164                 NaN  0.100724                 NaN            NaN   1.37806                 NaN            NaN   2.62742       0.602491        2.85269        15.6222                 NaN            NaN            NaN
  1310.78        2500.00        81.4159                 NaN  0.794507E-001            NaN            NaN   1.19775                 NaN            NaN   2.16045       0.303417        2.28562        12.5574                 NaN            NaN            NaN
  1308.27        2500.00        84.5998                 NaN  0.648699E-001            NaN            NaN   1.06029                 NaN            NaN   1.83299       0.119066        1.89378        10.4292                 NaN            NaN            NaN
  1305.76        2500.00        86.9255                 NaN  0.543078E-001            NaN            NaN  0.949892                 NaN            NaN   1.59362                 NaN   1.60809        8.86858                 NaN            NaN            NaN
  1303.26        2500.00        88.6799                 NaN  0.476562E-001            NaN            NaN  0.826613                 NaN            NaN   1.38380                 NaN   1.39473        7.66733                 NaN            NaN            NaN
  1300.75        2500.00        90.0665                 NaN  0.422231E-001            NaN            NaN  0.729222                 NaN            NaN   1.21962                 NaN   1.22576        6.71671                 NaN            NaN            NaN
  1298.25        2500.00        91.1865                 NaN  0.377929E-001            NaN            NaN  0.650054                 NaN            NaN   1.08878                 NaN   1.08924        5.94761                 NaN            NaN            NaN
  1295.74        2500.00        92.0966                 NaN  0.340683E-001            NaN            NaN  0.584774                 NaN            NaN  0.984810                 NaN  0.978219        5.32155                 NaN            NaN            NaN
  1293.23        2500.00        92.8514                 NaN  0.309027E-001            NaN            NaN  0.530292                 NaN            NaN  0.900060                 NaN  0.885854        4.80146                 NaN            NaN            NaN
  1290.73        2500.00        93.4829                 NaN  0.282503E-001            NaN            NaN  0.483468                 NaN            NaN  0.831485                 NaN  0.808416        4.36550                 NaN            NaN            NaN
  1288.22        2500.00        94.0201                 NaN  0.259455E-001            NaN            NaN  0.443650                 NaN            NaN  0.773302                 NaN  0.742302        3.99472                 NaN            NaN            NaN
  1285.71        2500.00        92.7688                 NaN  0.253630E-001            NaN            NaN  0.499572                 NaN            NaN   1.10530                 NaN  0.890298        4.71063                 NaN            NaN            NaN
  1283.21        2500.00        94.4878                 NaN  0.191567E-001            NaN            NaN  0.587401                 NaN            NaN  0.456724                 NaN  0.735628        3.71333                 NaN            NaN            NaN
  1280.70        2500.00        97.0832                 NaN  0.197042E-001            NaN            NaN  0.964276E-001            NaN            NaN  0.493440                 NaN  0.324494        1.98276                 NaN            NaN            NaN
  1278.20        2500.00        95.7921                 NaN  0.219829E-001            NaN            NaN  0.266909                 NaN            NaN  0.629154                 NaN  0.517475        2.77239                 NaN            NaN            NaN
  1275.69        2500.00        94.7264                 NaN  0.230722E-001            NaN            NaN  0.356343                 NaN            NaN  0.813697                 NaN  0.655541        3.42494                 NaN            NaN            NaN
  1273.18        2500.00        94.8978                 NaN  0.203739E-001            NaN            NaN  0.240842                 NaN            NaN  0.678754       0.359616       0.650514        3.15213                 NaN            NaN            NaN
  1270.68        2500.00        97.4809                 NaN  0.134292E-001            NaN            NaN  0.191250                 NaN            NaN  0.302428                 NaN  0.310841        1.70115                 NaN            NaN            NaN
  1268.17        2500.00        95.1274                 NaN  0.127746E-001            NaN            NaN  0.322856                 NaN            NaN  0.687348       0.227541       0.624320        2.99779                 NaN            NaN            NaN
  1265.66        2500.00        96.7381                 NaN            NaN            NaN            NaN  0.976275E-001            NaN            NaN  0.323844       0.274597       0.458307        1.96437       0.143188                 NaN            NaN
  1263.16        2500.00        96.7196                 NaN  0.112593E-001            NaN            NaN  0.857374E-001            NaN            NaN  0.438422                 NaN  0.299772        2.17885       0.690682E-001  0.197278                 NaN
  1260.65        2500.00        86.3247                 NaN            NaN            NaN            NaN  0.363005                 NaN            NaN   2.27420                 NaN   1.26602        7.02541       0.313281        2.43334                 NaN
  1258.15        2500.00        81.9614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.06522        1.87098        1.68818        8.79428       0.320535        3.29936                 NaN
  1255.64        2500.00        79.2040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.00622        2.46719        1.89792        10.2996       0.336866        3.78819                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98419        12.2474        5.06614        7.17761        48.5557        1.35155        16.7644        5.85305     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98426        12.2479        5.06632        7.17813        48.6140        1.35161        16.7904        5.76742     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98433        12.2484        5.06651        7.17864        48.6730        1.35166        16.8166        5.68082     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98440        12.2489        5.06669        7.17915        48.7327        1.35171        16.8432        5.59323     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98446        12.2494        5.06687        7.17967        48.7930        1.35176        16.8702        5.50463     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98453        12.2500        5.06706        7.18019        48.8541        1.35182        16.8974        5.41500     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98460        12.2505        5.06724        7.18070        48.9158        1.35187        16.9250        5.32433     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.62696        5.50962        12.0403        7.45172        48.7497        1.39810        16.9878        5.23575     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.62702        5.50982        12.0408        7.45226        48.8126        1.39816        17.0159        5.14337     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57424        5.56274        12.0176        7.48308        48.8512        1.40659        17.0499        5.05457     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.57430        5.56295        12.0181        7.48362        48.9156        1.40664        17.0787        4.96004     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.20927        11.8706        5.95436        7.76237        48.7411        1.45219        17.1412        4.86882     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.20932        11.8712        5.95458        7.76293        48.8067        1.45225        17.1706        4.77248     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.20938        11.8717        5.95480        7.76350        48.8730        1.45231        17.2004        4.67499     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.20943        11.8722        5.95503        7.76406        48.9401        1.45237        17.2305        4.57633     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83611        6.32072        11.7577        8.05052        48.7577        1.49834        17.2931        4.48574     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83616        6.32096        11.7582        8.05111        48.8261        1.49840        17.3238        4.38518     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83620        6.32120        11.7588        8.05170        48.8953        1.49847        17.3550        4.28340     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83625        6.32144        11.7593        8.05229        48.9653        1.49853        17.3865        4.18037     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.45259        6.67357        11.6710        8.34666        48.7779        1.54477        17.4508        4.08269     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.40671        6.71861        11.6538        8.37240        48.8272        1.55166        17.4869        3.98274     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.40675        6.71887        11.6543        8.37302        48.8997        1.55172        17.5197        3.87602     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.40678        6.71913        11.6548        8.37364        48.9730        1.55179        17.5528        3.76811     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01629        7.06777        11.5811        8.67242        48.7830        1.59769        17.6179        3.66388     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01631        7.06804        11.5816        8.67306        48.8575        1.59775        17.6515        3.55417     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01634        7.06832        11.5822        8.67371        48.9328        1.59782        17.6856        3.44324     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01637        7.06860        11.5827        8.67436        49.0089        1.59789        17.7201        3.33107     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.616407        11.5278        7.40607        8.98142        48.8109        1.64449        17.7856        3.22730     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.616424        11.5284        7.40636        8.98210        48.8892        1.64456        17.8211        3.11191     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.616441        11.5289        7.40666        8.98278        48.9679        1.64463        17.8568        2.99586     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.526523        11.6485        7.36430        9.15147        48.8826        1.64965        17.9012        2.87572     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.511646        11.6433        7.38023        9.15923        48.9568        1.65169        17.9389        2.75820     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.511661        11.6439        7.38053        9.15992        49.0382        1.65176        17.9759        2.63815     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.511675        11.6444        7.38084        9.16063        49.1206        1.65184        18.0134        2.51658     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.511663        11.6450        7.38117        9.16135        49.2041        1.65191        18.0513        2.39346     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.527034E-001   11.6281        7.85405        9.44295        49.1357        1.69175        18.1707        2.02411     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6461        7.88003        9.49966        49.1717        1.69669        18.2154        1.89044     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.777219E-001   11.7195        7.76199        9.49572        49.2589        1.68467        18.2521        1.74942     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.544809E-001   11.7541        7.75338        9.53978        49.3064        1.68534        18.2956        1.61090     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7795        7.77561        9.59848        49.3428        1.68996        18.3414        1.47219     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8267        7.73678        9.63038        49.4039        1.68790        18.3846        1.32973     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9191        7.53357        9.79100        49.2101        1.69371        18.3663        1.48619     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9197        7.53390        9.79178        49.3011        1.69379        18.4079        1.35177     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9635        7.63162        9.72743        49.5902        1.68082        18.5162       0.890292     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0179        7.60519        9.77138        49.6348        1.67522        18.5577       0.737761     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0581        7.56272        9.80747        49.6975        1.67384        18.6078       0.592600     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1202        7.51893        9.84102        49.7626        1.67070        18.6512       0.435311     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1856        7.31719        9.96467        49.6111        1.68192        18.6353       0.604264     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2411        7.42316        9.91323        49.8896        1.66442        18.7448       0.123781     
