|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1952.38        2500.00        98.7568        1.21956       0.236491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        98.7284        1.24790       0.236510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        98.7000        1.27623       0.236527E-001  0.139782E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.5581       0.820060E-002            NaN  0.433689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.2871       0.185623E-002            NaN  0.711003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.2916                 NaN            NaN  0.708375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.2977                 NaN            NaN  0.702302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.3008                 NaN            NaN  0.699190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.3099                 NaN            NaN  0.690052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.3046       0.533855E-002            NaN  0.690100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        99.5857       0.241569E-003            NaN  0.414031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        99.0614                 NaN            NaN  0.938566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        99.3277                 NaN            NaN  0.672259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.3286                 NaN            NaN  0.671398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3407                 NaN            NaN  0.659269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3391                 NaN            NaN  0.660854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        97.8834                 NaN            NaN   2.10286       0.137906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.5082                 NaN            NaN  0.491809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3602                 NaN            NaN  0.639814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.3562                 NaN            NaN  0.643840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4906                 NaN            NaN  0.509369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.2492                 NaN            NaN  0.750787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3723                 NaN            NaN  0.627692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3735                 NaN            NaN  0.626518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        97.7774                 NaN            NaN   2.22051       0.208828E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.7486                 NaN            NaN  0.245366       0.600727E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3877                 NaN            NaN  0.597567       0.147759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3745                 NaN            NaN  0.610391       0.151491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3763                 NaN            NaN  0.608621       0.150551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3784                 NaN            NaN  0.606589       0.150430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3799                 NaN            NaN  0.605063       0.149967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3815                 NaN            NaN  0.603534       0.149448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3823                 NaN            NaN  0.602785       0.149596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3845                 NaN            NaN  0.600661       0.148821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.5648                 NaN            NaN  0.424057       0.111781E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.2093                 NaN            NaN  0.772287       0.183749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3855                 NaN            NaN  0.599647       0.148356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3870                 NaN            NaN  0.598248       0.147375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3885                 NaN            NaN  0.596760       0.147222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3879                 NaN            NaN  0.597427       0.147031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3875                 NaN            NaN  0.597798       0.147103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1916                 NaN            NaN  0.789074       0.193686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5875                 NaN            NaN  0.402633       0.985930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.3850                 NaN            NaN  0.600344       0.147005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3915                 NaN            NaN  0.594005       0.144479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.3873                 NaN            NaN  0.598152       0.145294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.3873                 NaN            NaN  0.598257       0.144928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3839                 NaN            NaN  0.601532       0.145200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3872                 NaN            NaN  0.598361       0.143982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3838                 NaN            NaN  0.601780       0.144167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.3838                 NaN            NaN  0.601782       0.144008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5253                 NaN            NaN  0.463588       0.111552E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.2390                 NaN            NaN  0.743374       0.175862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.3793                 NaN            NaN  0.606331       0.143417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.3892                 NaN            NaN  0.596759       0.140473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.3620                 NaN            NaN  0.623395       0.145899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3742                 NaN            NaN  0.611539       0.142661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.0105                 NaN            NaN  0.966505       0.229632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.7278                 NaN            NaN  0.266708       0.549181E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3656                 NaN            NaN  0.620189       0.142454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3636                 NaN            NaN  0.622178       0.142125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3611                 NaN            NaN  0.624671       0.141927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4176                 NaN            NaN  0.569494       0.128994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.2937                 NaN            NaN  0.690796       0.155226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3524                 NaN            NaN  0.633437       0.141450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3484                 NaN            NaN  0.637402       0.141692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4048                 NaN            NaN  0.582327       0.128842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.2831                 NaN            NaN  0.701420       0.154370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3362                 NaN            NaN  0.649653       0.141846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3372                 NaN            NaN  0.648774       0.140491E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3633                 NaN            NaN  0.623289       0.134424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.2936                 NaN            NaN  0.691611       0.148232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3272                 NaN            NaN  0.658807       0.139904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3206                 NaN            NaN  0.665313       0.140647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3161                 NaN            NaN  0.669824       0.140853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3108                 NaN            NaN  0.675106       0.141162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3087                 NaN            NaN  0.677222       0.140535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3029                 NaN            NaN  0.682983       0.140770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.2995                 NaN            NaN  0.686434       0.140783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2945                 NaN            NaN  0.691388       0.140780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2898                 NaN            NaN  0.696083       0.140947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2867                 NaN            NaN  0.699218       0.140607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3483                 NaN            NaN  0.638946       0.127572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.9743                 NaN            NaN  0.252383E-001  0.505521E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        98.5154                 NaN            NaN   1.45583       0.288110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.2690                 NaN            NaN  0.716975       0.140752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.2652                 NaN            NaN  0.720693       0.140683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2595                 NaN            NaN  0.726422       0.140849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2508                 NaN            NaN  0.735063       0.141788E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2577                 NaN            NaN  0.728309       0.139446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3005                 NaN            NaN  0.686360       0.130968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.1920                 NaN            NaN  0.792885       0.150872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2410                 NaN            NaN  0.744907       0.140712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2398                 NaN            NaN  0.746219       0.140136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2337                 NaN            NaN  0.752279       0.140649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2306                 NaN            NaN  0.755306       0.140811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2274                 NaN            NaN  0.758544       0.140804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2249                 NaN            NaN  0.761004       0.140472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2216                 NaN            NaN  0.764369       0.140684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.2186                 NaN            NaN  0.767287       0.140668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2094                 NaN            NaN  0.776346       0.142331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2197                 NaN            NaN  0.766361       0.139184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2118                 NaN            NaN  0.774165       0.140470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2035                 NaN            NaN  0.782362       0.141697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2131                 NaN            NaN  0.772924       0.139509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2064                 NaN            NaN  0.779565       0.140506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2053                 NaN            NaN  0.780712       0.140251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.2039                 NaN            NaN  0.782102       0.140220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.2018                 NaN            NaN  0.784169       0.140440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2034                 NaN            NaN  0.782582       0.139884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2020                 NaN            NaN  0.784064       0.139856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2015                 NaN            NaN  0.784519       0.139991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2030                 NaN            NaN  0.783020       0.139507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.9057                 NaN            NaN   1.07511       0.192187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.4792                 NaN            NaN  0.511672       0.913222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.2230                 NaN            NaN  0.763452       0.135968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.8917                 NaN            NaN  0.644099       0.750905E-002  0.456662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.0954                 NaN            NaN  0.284748                 NaN   1.61985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.1273                 NaN            NaN  0.278812                 NaN   1.59384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1644                 NaN            NaN  0.272047                 NaN   1.56351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.1991                 NaN            NaN  0.268224                 NaN   1.53265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2304                 NaN            NaN  0.261649                 NaN   1.50797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2576                 NaN            NaN  0.257799                 NaN   1.48455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2969                 NaN            NaN  0.250965                 NaN   1.45211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3227                 NaN            NaN  0.245787                 NaN   1.43152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3502                 NaN            NaN  0.243794                 NaN   1.40604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3852                 NaN            NaN  0.238029                 NaN   1.37678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4109                 NaN            NaN  0.229283                 NaN   1.35980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3248                 NaN            NaN  0.232388                 NaN   1.44277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5751                 NaN            NaN  0.239912                 NaN   1.18502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4882                 NaN            NaN  0.199829                 NaN   1.31200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5115                 NaN            NaN  0.213174                 NaN   1.27528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5347                 NaN            NaN  0.208477                 NaN   1.25687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5542                 NaN            NaN  0.205173                 NaN   1.24065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5824                 NaN            NaN  0.199418                 NaN   1.21817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5846                 NaN            NaN  0.199869                 NaN   1.21557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6401                 NaN            NaN  0.189915                 NaN   1.16998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6458                 NaN            NaN  0.187433                 NaN   1.16678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6650                 NaN            NaN  0.184018                 NaN   1.15095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6845                 NaN            NaN  0.180863                 NaN   1.13459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6998                 NaN            NaN  0.176442                 NaN   1.12378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7245                 NaN            NaN  0.173425                 NaN   1.10207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7402                 NaN            NaN  0.170353                 NaN   1.08942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7577                 NaN            NaN  0.165973                 NaN   1.07635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7758                 NaN            NaN  0.164526                 NaN   1.05967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7753                 NaN            NaN  0.152542                 NaN   1.07217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8189                 NaN            NaN  0.157655                 NaN   1.02349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8262                 NaN            NaN  0.152662                 NaN   1.02116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8396                 NaN            NaN  0.150250                 NaN   1.01015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8539                 NaN            NaN  0.146577                 NaN  0.999486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7368                 NaN            NaN  0.161952                 NaN   1.10130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0191                 NaN            NaN  0.121491                 NaN  0.859413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8972                 NaN            NaN  0.139960                 NaN  0.962823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9157                 NaN            NaN  0.136253                 NaN  0.948059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9268                 NaN            NaN  0.132575                 NaN  0.940609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9381                 NaN            NaN  0.129314                 NaN  0.932559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9517                 NaN            NaN  0.125417                 NaN  0.922905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9649                 NaN            NaN  0.123958                 NaN  0.911177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9736                 NaN            NaN  0.118750                 NaN  0.907628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9893                 NaN            NaN  0.118461                 NaN  0.892212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9970                 NaN            NaN  0.115563                 NaN  0.887400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0111                 NaN            NaN  0.111114                 NaN  0.877746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0235                 NaN            NaN  0.112377                 NaN  0.864106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0320                 NaN            NaN  0.107701                 NaN  0.860346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0439                 NaN            NaN  0.107212                 NaN  0.848843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0516                 NaN            NaN  0.101670                 NaN  0.846687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0619                 NaN            NaN  0.100180                 NaN  0.837886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0599                 NaN            NaN  0.899804E-001            NaN  0.792912       0.571781E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7462                 NaN            NaN  0.399866E-001            NaN  0.426887       0.786898                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0810                 NaN            NaN  0.205970E-002            NaN            NaN  0.916948                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8727                 NaN            NaN  0.108633E-002            NaN  0.129660E-001   1.11321                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8744                 NaN            NaN  0.332689E-003            NaN            NaN   1.12529                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8770                 NaN            NaN            NaN            NaN            NaN   1.12304                 NaN            NaN            NaN            NaN            NaN            NaN
