|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1508.77        2500.00        99.0163                 NaN            NaN            NaN            NaN            NaN  0.983664                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0155                 NaN            NaN            NaN            NaN            NaN  0.984481                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0201                 NaN            NaN  0.218712E-003            NaN            NaN  0.979682                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0172                 NaN            NaN            NaN            NaN            NaN  0.982751                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0143                 NaN            NaN            NaN            NaN            NaN  0.985714                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0092                 NaN            NaN            NaN            NaN            NaN  0.990809                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0078                 NaN            NaN            NaN            NaN            NaN  0.992196                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.9951                 NaN            NaN            NaN            NaN            NaN   1.00489                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.9952                 NaN            NaN            NaN            NaN            NaN   1.00479                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.9791                 NaN            NaN            NaN            NaN            NaN   1.02088                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9546                 NaN            NaN            NaN            NaN            NaN   1.04535                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9287                 NaN            NaN            NaN            NaN            NaN   1.07133                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8824                 NaN            NaN            NaN            NaN            NaN   1.11761                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7264                 NaN            NaN            NaN            NaN            NaN  0.922761       0.350885                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4616                 NaN            NaN            NaN            NaN            NaN   1.32125       0.217146                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4810                 NaN            NaN            NaN            NaN            NaN  0.227569        1.29147                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4979                 NaN            NaN            NaN            NaN            NaN   1.28343       0.218661                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5179                 NaN            NaN            NaN            NaN            NaN   1.26553       0.216569                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5314                 NaN            NaN            NaN            NaN            NaN   1.24683       0.221815                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5552                 NaN            NaN            NaN            NaN            NaN   1.23661       0.208169                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5671                 NaN            NaN            NaN            NaN            NaN   1.22543       0.207425                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5811                 NaN            NaN            NaN            NaN            NaN   1.21127       0.207608                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5967                 NaN            NaN            NaN            NaN            NaN   1.20419       0.199092                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6103                 NaN            NaN            NaN            NaN            NaN   1.19105       0.198635                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6230                 NaN            NaN            NaN            NaN            NaN  0.192996        1.18400                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6351                 NaN            NaN            NaN            NaN            NaN  0.183640        1.18130                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6475                 NaN            NaN            NaN            NaN            NaN   1.17258       0.179893                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.3560                 NaN            NaN            NaN            NaN            NaN   1.16182       0.332648                 NaN  0.149544                 NaN            NaN            NaN
  1438.60        2500.00        95.9561                 NaN            NaN  0.854230E-002            NaN            NaN   1.11126        1.56948                 NaN   1.35457                 NaN            NaN            NaN
  1436.09        2500.00        95.8334                 NaN            NaN  0.570981                 NaN            NaN  0.392970        1.69127                 NaN   1.51139                 NaN            NaN            NaN
  1433.58        2500.00        95.9657                 NaN            NaN  0.567873                 NaN            NaN   1.69347       0.306596                 NaN   1.46639                 NaN            NaN            NaN
  1431.08        2500.00        96.0877                 NaN            NaN  0.565381                 NaN            NaN  0.229788        1.69290                 NaN   1.42418                 NaN            NaN            NaN
  1428.57        2500.00        96.2023                 NaN            NaN  0.563154                 NaN            NaN  0.141179        1.70844                 NaN   1.38488                 NaN            NaN            NaN
  1426.07        2500.00        96.3158                 NaN            NaN  0.560095                 NaN            NaN  0.605358E-001   1.71832                 NaN   1.34522                 NaN            NaN            NaN
  1423.56        2500.00        96.4196                 NaN            NaN  0.556525                 NaN            NaN   1.71446                 NaN            NaN   1.30939                 NaN            NaN            NaN
  1421.05        2500.00        96.4992                 NaN            NaN  0.528252                 NaN            NaN  0.605557E-001   1.63361                 NaN   1.27843                 NaN            NaN            NaN
  1418.55        2500.00        96.6116                 NaN            NaN  0.531040                 NaN            NaN   1.61785                 NaN            NaN   1.23952                 NaN            NaN            NaN
  1416.04        2500.00        96.6965                 NaN            NaN  0.519486                 NaN            NaN   1.57545                 NaN            NaN   1.20860                 NaN            NaN            NaN
  1413.53        2500.00        96.7904                 NaN            NaN  0.523581                 NaN            NaN   1.50901                 NaN            NaN   1.17702                 NaN            NaN            NaN
  1411.03        2500.00        96.8713                 NaN            NaN  0.510216                 NaN            NaN   1.47166                 NaN            NaN   1.14684                 NaN            NaN            NaN
  1408.52        2500.00        96.9538                 NaN            NaN  0.506879                 NaN            NaN   1.42186                 NaN            NaN   1.11741                 NaN            NaN            NaN
  1406.02        2500.00        97.0262                 NaN            NaN  0.496433                 NaN            NaN   1.38702                 NaN            NaN   1.09037                 NaN            NaN            NaN
  1403.51        2500.00        97.0942                 NaN            NaN  0.494903                 NaN            NaN   1.34501                 NaN            NaN   1.06592                 NaN            NaN            NaN
  1401.00        2500.00        97.1863                 NaN            NaN  0.484199                 NaN            NaN   1.29714                 NaN            NaN   1.03239                 NaN            NaN            NaN
  1398.50        2500.00        97.2402                 NaN            NaN  0.476467                 NaN            NaN   1.27181                 NaN            NaN   1.01154                 NaN            NaN            NaN
  1395.99        2500.00        97.3066                 NaN            NaN  0.472435                 NaN            NaN   1.23385                 NaN            NaN  0.987072                 NaN            NaN            NaN
  1393.48        2500.00        97.3716                 NaN            NaN  0.473406                 NaN            NaN   1.19082                 NaN            NaN  0.964162                 NaN            NaN            NaN
  1390.98        2500.00        97.4218                 NaN            NaN  0.444087                 NaN            NaN   1.19295                 NaN            NaN  0.941123                 NaN            NaN            NaN
  1388.47        2500.00        97.4908                 NaN            NaN  0.451340                 NaN            NaN   1.14089                 NaN            NaN  0.917020                 NaN            NaN            NaN
  1385.96        2500.00        97.5469                 NaN            NaN  0.451293                 NaN            NaN   1.10461                 NaN            NaN  0.897188                 NaN            NaN            NaN
  1383.46        2500.00        97.5987                 NaN            NaN  0.438235                 NaN            NaN   1.08681                 NaN            NaN  0.876239                 NaN            NaN            NaN
  1380.95        2500.00        97.6522                 NaN            NaN  0.432394                 NaN            NaN   1.05958                 NaN            NaN  0.855790                 NaN            NaN            NaN
  1378.45        2500.00        97.7031                 NaN            NaN  0.425442                 NaN            NaN   1.03506                 NaN            NaN  0.836414                 NaN            NaN            NaN
  1375.94        2500.00        97.7512                 NaN            NaN  0.417938                 NaN            NaN   1.01386                 NaN            NaN  0.816960                 NaN            NaN            NaN
  1373.43        2500.00        97.8006                 NaN            NaN  0.411455                 NaN            NaN  0.989821                 NaN            NaN  0.798156                 NaN            NaN            NaN
  1370.93        2500.00        97.8441                 NaN            NaN  0.403096                 NaN            NaN  0.972485                 NaN            NaN  0.780335                 NaN            NaN            NaN
  1368.42        2500.00        97.8898                 NaN            NaN  0.394256                 NaN            NaN  0.953753                 NaN            NaN  0.762148                 NaN            NaN            NaN
  1365.91        2500.00        97.9327                 NaN            NaN  0.383574                 NaN            NaN  0.939079                 NaN            NaN  0.744661                 NaN            NaN            NaN
  1363.41        2500.00        97.9716                 NaN            NaN  0.377750                 NaN            NaN  0.921170                 NaN            NaN  0.729508                 NaN            NaN            NaN
  1360.90        2500.00        98.0187                 NaN            NaN  0.369525                 NaN            NaN  0.902027                 NaN            NaN  0.709752                 NaN            NaN            NaN
  1358.40        2500.00        98.0548                 NaN            NaN  0.361248                 NaN            NaN  0.888355                 NaN            NaN  0.695553                 NaN            NaN            NaN
  1355.89        2500.00        98.0918                 NaN            NaN  0.353299                 NaN            NaN  0.874625                 NaN            NaN  0.680270                 NaN            NaN            NaN
  1353.38        2500.00        98.1301                 NaN            NaN  0.343968                 NaN            NaN  0.861270                 NaN            NaN  0.664655                 NaN            NaN            NaN
  1350.88        2500.00        98.1632                 NaN            NaN  0.333581                 NaN            NaN  0.852862                 NaN            NaN  0.650353                 NaN            NaN            NaN
  1348.37        2500.00        98.2014                 NaN            NaN  0.327632                 NaN            NaN  0.835645                 NaN            NaN  0.635356                 NaN            NaN            NaN
  1345.86        2500.00        98.2346                 NaN            NaN  0.318988                 NaN            NaN  0.824956                 NaN            NaN  0.621485                 NaN            NaN            NaN
  1343.36        2500.00        98.2673                 NaN            NaN  0.308394                 NaN            NaN  0.816745                 NaN            NaN  0.607567                 NaN            NaN            NaN
  1340.85        2500.00        98.2986                 NaN            NaN  0.302652                 NaN            NaN  0.803845                 NaN            NaN  0.594868                 NaN            NaN            NaN
  1338.35        2500.00        98.3323                 NaN            NaN  0.292418                 NaN            NaN  0.794446                 NaN            NaN  0.580815                 NaN            NaN            NaN
  1335.84        2500.00        98.3618                 NaN            NaN  0.284285                 NaN            NaN  0.785141                 NaN            NaN  0.568800                 NaN            NaN            NaN
  1333.33        2500.00        98.3929                 NaN            NaN  0.275294                 NaN            NaN  0.776038                 NaN            NaN  0.555726                 NaN            NaN            NaN
  1330.83        2500.00        98.4220                 NaN            NaN  0.266808                 NaN            NaN  0.767502                 NaN            NaN  0.543672                 NaN            NaN            NaN
  1328.32        2500.00        98.4496                 NaN            NaN  0.257388                 NaN            NaN  0.761074                 NaN            NaN  0.531906                 NaN            NaN            NaN
  1325.81        2500.00        98.4760                 NaN            NaN  0.249930                 NaN            NaN  0.753107                 NaN            NaN  0.520967                 NaN            NaN            NaN
  1323.31        2500.00        98.5036                 NaN            NaN  0.239495                 NaN            NaN  0.747534                 NaN            NaN  0.509336                 NaN            NaN            NaN
  1320.80        2500.00        98.5298                 NaN            NaN  0.231615                 NaN            NaN  0.740047                 NaN            NaN  0.498521                 NaN            NaN            NaN
  1318.30        2500.00        98.5547                 NaN            NaN  0.222145                 NaN            NaN  0.735133                 NaN            NaN  0.487978                 NaN            NaN            NaN
  1315.79        2500.00        98.5796                 NaN            NaN  0.212111                 NaN            NaN  0.730604                 NaN            NaN  0.477672                 NaN            NaN            NaN
  1313.28        2500.00        98.6057                 NaN            NaN  0.203673                 NaN            NaN  0.723407                 NaN            NaN  0.467262                 NaN            NaN            NaN
  1310.78        2500.00        98.6263                 NaN            NaN  0.195131                 NaN            NaN  0.720040                 NaN            NaN  0.458489                 NaN            NaN            NaN
  1308.27        2500.00        98.6486                 NaN            NaN  0.188475                 NaN            NaN  0.714118                 NaN            NaN  0.448833                 NaN            NaN            NaN
  1305.76        2500.00        98.6724                 NaN            NaN  0.175838                 NaN            NaN  0.712907                 NaN            NaN  0.438811                 NaN            NaN            NaN
  1303.26        2500.00        98.6927                 NaN            NaN  0.168151                 NaN            NaN  0.708463                 NaN            NaN  0.430643                 NaN            NaN            NaN
  1300.75        2500.00        98.7133                 NaN            NaN  0.160349                 NaN            NaN  0.704207                 NaN            NaN  0.422169                 NaN            NaN            NaN
  1298.25        2500.00        98.7317                 NaN            NaN  0.149395                 NaN            NaN  0.704161                 NaN            NaN  0.414763                 NaN            NaN            NaN
  1295.74        2500.00        88.2667                 NaN            NaN  0.422342                 NaN            NaN   2.94805                 NaN            NaN   1.73096        6.63196                 NaN            NaN
  1293.23        2500.00        86.6313                 NaN            NaN  0.307589                 NaN            NaN   3.53190                 NaN            NaN   1.93448        7.59474                 NaN            NaN
  1290.73        2500.00        83.6449                 NaN            NaN  0.201203                 NaN            NaN   4.30779                 NaN            NaN   2.36490        9.25593       0.225313                 NaN
  1288.22        2500.00        84.7227                 NaN            NaN  0.889826E-001            NaN            NaN   4.16601                 NaN            NaN   2.21639        8.56409       0.241792                 NaN
  1285.71        2500.00        86.4149                 NaN            NaN  0.474290E-002            NaN            NaN   3.85974                 NaN            NaN   1.97667        7.53643       0.207496                 NaN
  1283.21        2500.00        87.9474                 NaN            NaN            NaN            NaN            NaN   3.46633                 NaN            NaN   1.77322        6.63567       0.177422                 NaN
  1280.70        2500.00        87.7681                 NaN            NaN            NaN            NaN            NaN   3.36403                 NaN            NaN   1.81655        6.86040       0.190920                 NaN
  1278.20        2500.00        85.1247                 NaN            NaN  0.645290                 NaN            NaN   2.54882                 NaN            NaN   2.37898        9.02079       0.281442                 NaN
  1275.69        2500.00        95.1276                 NaN            NaN            NaN            NaN            NaN   1.55932                 NaN            NaN  0.729822        2.52933       0.539268E-001            NaN
  1273.18        2500.00        92.7229                 NaN            NaN  0.359841E-004            NaN            NaN  0.935003E-001   1.67622                 NaN   1.15007        4.23160       0.125713                 NaN
  1270.68        2500.00        96.9972                 NaN            NaN            NaN            NaN            NaN  0.132997       0.868949                 NaN  0.323049        1.64080       0.370105E-001            NaN
  1268.17        2500.00        95.3348                 NaN            NaN            NaN            NaN            NaN   1.76820                 NaN            NaN  0.743415        2.12803       0.255268E-001            NaN
  1265.66        2500.00        94.7487                 NaN            NaN            NaN            NaN            NaN   1.80652                 NaN            NaN  0.742239        2.64186       0.606884E-001            NaN
  1263.16        2500.00        97.9184                 NaN            NaN            NaN            NaN            NaN  0.690165E-001            NaN            NaN  0.217080        1.71448       0.810469E-001            NaN
  1260.65        2500.00        95.1425                 NaN            NaN            NaN            NaN            NaN   1.58881       0.172931                 NaN  0.728027        2.32960       0.380806E-001            NaN
  1258.15        2500.00        87.9280                 NaN            NaN            NaN            NaN            NaN   4.70110                 NaN            NaN   1.73656        5.54257       0.918102E-001            NaN
  1255.64        2500.00        95.1551                 NaN            NaN            NaN            NaN            NaN   1.41986                 NaN            NaN  0.691064        2.66308       0.708622E-001            NaN
  1253.13        2500.00        94.5932                 NaN            NaN            NaN            NaN            NaN  0.957703       0.528376                 NaN  0.769786        3.07683       0.741090E-001            NaN
  1250.63        2500.00        97.5126                 NaN            NaN            NaN            NaN            NaN  0.750293       0.132345E-002            NaN  0.367810        1.32941       0.386059E-001            NaN
  1248.12        2500.00        96.6704                 NaN            NaN            NaN            NaN            NaN  0.947189                 NaN            NaN  0.461855        1.87038       0.501561E-001            NaN
  1245.61        2500.00        96.4013                 NaN            NaN            NaN            NaN            NaN   1.00940                 NaN            NaN  0.601410        1.91601       0.719169E-001            NaN
  1243.11        2500.00        92.2332                 NaN            NaN            NaN            NaN            NaN  0.772121       0.421449                 NaN  0.789191        3.88354       0.496198E-001   1.85093     
  1240.60        2500.00        82.2488                 NaN            NaN            NaN            NaN            NaN   3.02821                 NaN            NaN   1.76208        7.40558       0.966018E-001   5.45875     
  1238.10        2500.00        80.8529                 NaN            NaN            NaN            NaN            NaN   2.76644                 NaN            NaN   1.79221        8.24115       0.128181        6.21910     
  1235.59        2500.00        82.3662                 NaN            NaN            NaN            NaN            NaN   2.31593                 NaN            NaN   1.56322        7.79853       0.134137        5.82199     
  1233.08        2500.00        80.6104                 NaN            NaN            NaN            NaN            NaN   1.21406        1.20593                 NaN   1.74899        8.71444       0.124587        6.38158     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.50799        4.17753                 NaN   8.14157        46.3503       0.648772        33.1738     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.53802        4.14971                 NaN   8.14848        46.3401       0.647943        33.1757     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.56798        4.12202                 NaN   8.15540        46.3298       0.647102        33.1777     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.41199        9.48662                 NaN   8.34882        45.9202       0.605423        33.2270     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.06526        6.75384       0.167933E-005   8.27656        46.0721       0.622535        33.2097     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.14011        6.68106       0.164945E-005   8.28204        46.0634       0.621792        33.2116     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.19601        6.62745       0.162736E-005   8.28738        46.0545       0.621021        33.2137     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.26004        6.56569       0.160136E-005   8.29289        46.0454       0.620250        33.2157     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.33850        6.48938       0.157331E-005   8.29836        46.0366       0.619483        33.2177     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.39871        6.43159       0.154762E-005   8.30390        46.0273       0.618681        33.2198     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.44970        6.38315       0.152338E-005   8.30937        46.0180       0.617858        33.2219     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.52069        6.31457                 NaN   8.31494        46.0088       0.617041        33.2239     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.57380        6.26410       0.147009E-005   8.32054        45.9993       0.616193        33.2261     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.63067        6.20988       0.144470E-005   8.32615        45.9898       0.615339        33.2282     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.69480        6.14837       0.141948E-005   8.33172        45.9803       0.614485        33.2303     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.74353        6.09926       0.322955E-002   8.33739        45.9705       0.613592        33.2325     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.78694        6.06204       0.137077E-005   8.34302        45.9606       0.612686        33.2347     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.86455        5.98702                 NaN   8.34862        45.9512       0.611823        33.2368     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.03586        5.82753                 NaN   8.35375        45.9310       0.609798        33.2421     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.10524        5.76196                 NaN   8.36419        45.9173       0.607729        33.2435     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.08354        3.65264       0.104442E-002   8.28246        46.1355       0.630771        33.2140     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.10939        3.63012       0.106844E-002   8.28914        46.1243       0.629704        33.2163     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.13244        3.61032       0.115900E-002   8.29562        46.1133       0.628645        33.2185     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.15916        3.58709       0.117116E-002   8.30237        46.1019       0.627539        33.2208     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.10506        5.78430       0.322851E-005   8.39829        45.8547       0.601671        33.2560     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.20793        3.54524       0.121686E-002   8.31555        46.0794       0.625346        33.2253     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.23166        3.52500       0.125102E-002   8.32235        46.0680       0.624194        33.2276     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.25047        3.50977       0.119974E-002   8.32839        46.0571       0.623155        33.2299     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.27709        3.48695       0.124617E-002   8.33519        46.0453       0.621983        33.2322     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.37154        8.37259                 NaN   8.34481        46.0701       0.619247        33.2218     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.35365        8.39442                 NaN   8.35136        46.0583       0.618099        33.2242     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.37519        5.51650       0.144786E-002   8.43188        45.8067       0.600883        33.2674     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.31926        8.43681                 NaN   8.36438        46.0348       0.615772        33.2290     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.30509        8.45527                 NaN   8.37077        46.0230       0.614548        33.2313     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29085        8.47351                 NaN   8.37718        46.0114       0.613358        33.2337     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.27149        8.49682                 NaN   8.38373        45.9994       0.612220        33.2363     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.25679        8.51570                 NaN   8.39014        45.9876       0.611015        33.2388     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.24237        8.53428                 NaN   8.39652        45.9757       0.609813        33.2413     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.22866        8.55219                 NaN   8.40287        45.9639       0.608602        33.2437     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.21559        8.56950                 NaN   8.40922        45.9521       0.607384        33.2462     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.20317        8.58620                 NaN   8.41551        45.9403       0.606151        33.2487     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.19118        8.60248                 NaN   8.42179        45.9284       0.604918        33.2512     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.78910        5.15738                 NaN   8.49421        45.6817       0.583683        33.2939     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80660        5.14557                 NaN   8.49943        45.6686       0.582613        33.2972     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.87541        5.08545                 NaN   8.50771        45.6509       0.580463        33.3000     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.90107        5.06535                 NaN   8.51382        45.6379       0.579052        33.3029     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.92267        5.04931       0.160280E-005   8.51955        45.6250       0.577757        33.3057     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.97979        4.98933                 NaN   8.52134        45.6257       0.577802        33.3061     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.13157        8.69404                 NaN   8.46638        45.8429       0.595895        33.2692     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.12461        8.70572                 NaN   8.47260        45.8306       0.594583        33.2718     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.12732        8.70656                 NaN   8.47810        45.8205       0.593457        33.2741     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.11339        8.72587                 NaN   8.48459        45.8072       0.592051        33.2769     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.10894        8.73461                 NaN   8.49046        45.7958       0.590814        33.2794     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.11498        8.73221                 NaN   8.49593        45.7855       0.589659        33.2817     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.09592        8.75525                 NaN   8.50187        45.7746       0.588411        33.2839     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.09211        8.76361                 NaN   8.50780        45.7629       0.587104        33.2865     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.09766        8.76402                 NaN   8.51419        45.7489       0.585639        33.2896     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.08796        8.77851                 NaN   8.52039        45.7368       0.584247        33.2921     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.24586        4.77858       0.138926E-005   8.58068        45.4958       0.563832        33.3353     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.27402        4.75557       0.214277E-005   8.58682        45.4835       0.562306        33.3378     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30167        4.73308       0.853934E-006   8.59297        45.4711       0.560773        33.3404     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.34589        8.77997                 NaN   8.66494        45.3013       0.541483        33.3664     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.23137        4.81786                 NaN   8.61237        45.4373       0.555536        33.3456     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.24033        4.81399                 NaN   8.61885        45.4249       0.553832        33.3481     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25781        4.80172                 NaN   8.62604        45.4120       0.551941        33.3505     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.26456        4.79947                 NaN   8.63350        45.3996       0.550001        33.3529     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.27426        4.79323                 NaN   8.64125        45.3880       0.548041        33.3552     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.29503        4.77467                 NaN   8.64534        45.3797       0.547219        33.3580     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2448                 NaN            NaN   8.77302        45.0674       0.511198        33.4035     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.35953        4.72390       0.293838E-005   8.66200        45.3434       0.543903        33.3673     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.27989        4.80071       0.108892E-003   8.64454        45.3592       0.548021        33.3675     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.42569        4.68603                 NaN   8.65705        45.3036       0.546266        33.3813     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.34778        4.76887                 NaN   8.66895        45.2893       0.542016        33.3831     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.32481        4.80139                 NaN   8.67421        45.2726       0.540391        33.3866     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.31766        4.81898                 NaN   8.67928        45.2548       0.538920        33.3904     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.31542        4.83067                 NaN   8.68422        45.2386       0.537413        33.3937     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.30859        4.84576                 NaN   8.68958        45.2237       0.535764        33.3966     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.31783        4.81467                 NaN   8.69175        45.2554       0.534520        33.3858     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.56116        4.56778                 NaN   8.69262        45.2447       0.538329        33.3954     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62642        8.37195       0.157241E-004   8.62163        45.4583       0.559511        33.3622     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.63073        8.37093       0.174878E-004   8.62626        45.4490       0.558521        33.3645     
