|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1266.05        2500.00        96.1107       0.147786                 NaN  0.819912                 NaN  0.421902        2.04608                 NaN  0.309306       0.144355                 NaN
  1264.57        2500.00        89.4379       0.414075                 NaN   2.26308                 NaN  0.999629        4.74313                 NaN  0.562725        1.57945                 NaN
  1263.09        2500.00        89.7501       0.399791                 NaN   2.18793                 NaN  0.966745        4.62104                 NaN  0.540702        1.53365                 NaN
  1261.61        2500.00        89.5053       0.403512                 NaN   2.21090                 NaN  0.983878        4.77646                 NaN  0.553554        1.56643                 NaN
  1260.14        2500.00        89.6358       0.408791                 NaN   2.16317                 NaN  0.969666        4.73993                 NaN  0.533933        1.54872                 NaN
  1258.66        2500.00        90.9908       0.314531                 NaN   1.92528                 NaN  0.822293        4.12861                 NaN  0.475742        1.34276                 NaN
  1257.18        2500.00        77.2707       0.891128                 NaN   4.45375                 NaN   2.17835        10.5034                 NaN   1.22719        3.47549                 NaN
  1255.70        2500.00        98.7934       0.432486E-001            NaN  0.232747                 NaN  0.109361       0.575805                 NaN  0.638912E-001  0.181523                 NaN
  1254.22        2500.00        97.8678       0.573640E-001            NaN  0.423199                 NaN  0.172274        1.05672                 NaN  0.105110       0.317570                 NaN
  1252.75        2500.00                 NaN   3.23954                 NaN   18.5650                 NaN   8.09877        46.8363                 NaN   4.55819        14.8825        3.81979     
  1251.27        2500.00                 NaN   3.23954                 NaN   18.5650                 NaN   8.09877        46.8674                 NaN   4.55819        14.8974        3.77375     
  1249.79        2500.00                 NaN   3.23954                 NaN   18.5650                 NaN   8.09877        46.8986                 NaN   4.55819        14.9125        3.72741     
  1248.31        2500.00                 NaN   3.23954                 NaN   18.5650                 NaN   8.09877        46.9301                 NaN   4.55819        14.9277        3.68079     
  1246.83        2500.00                 NaN   3.44080                 NaN   18.4978                 NaN   8.45755        46.8938                 NaN   4.48912        14.9557        3.26525     
  1245.36        2500.00                 NaN   3.44080                 NaN   18.4978                 NaN   8.45755        46.9256                 NaN   4.48912        14.9711        3.21810     
  1243.88        2500.00                 NaN   3.35965                 NaN   18.6515                 NaN   8.11614        47.1595                 NaN   4.51553        14.9411        3.25657     
  1242.40        2500.00                 NaN   3.35026                 NaN   18.6986                 NaN   8.13049        47.1589                 NaN   4.50744        14.9533        3.20103     
  1240.92        2500.00                 NaN   3.39780                 NaN   18.4938                 NaN   8.16347        47.2719                 NaN   4.52908        14.9859        3.15808     
  1239.44        2500.00                 NaN   3.37406                 NaN   18.5696                 NaN   8.12918        47.3087                 NaN   4.54244        14.9812        3.09477     
  1237.97        2500.00                 NaN   3.41342                 NaN   18.5132                 NaN   8.15568        47.3274                 NaN   4.52898        15.0091        3.05221     
  1236.49        2500.00                 NaN   3.41168                 NaN   18.5184                 NaN   8.15806        47.3640                 NaN   4.52771        15.0269        2.99335     
  1235.01        2500.00                 NaN   3.42525                 NaN   18.5660                 NaN   8.17491        47.3531                 NaN   4.50228        15.0371        2.94137     
  1233.53        2500.00                 NaN   3.42862                 NaN   18.5341                 NaN   8.18613        47.4032                 NaN   4.51496        15.0508        2.88219     
  1232.05        2500.00                 NaN   3.43521                 NaN   18.5813                 NaN   8.17197        47.4193                 NaN   4.50250        15.0613        2.82846     
  1230.58        2500.00                 NaN   3.42862                 NaN   18.5950                 NaN   8.21616        47.4267                 NaN   4.48714        15.0947        2.75174     
  1229.10        2500.00                 NaN   3.44666                 NaN   18.5150                 NaN   8.23503        47.4748                 NaN   4.50596        15.0999        2.72261     
  1227.62        2500.00                 NaN   3.45097                 NaN   18.5208                 NaN   8.24522        47.5052                 NaN   4.50263        15.1166        2.65861     
  1226.14        2500.00                 NaN   3.48420                 NaN   18.4663                 NaN   8.26232        47.5570                 NaN   4.49322        15.1348        2.60221     
  1224.66        2500.00                 NaN   3.47259                 NaN   18.5343                 NaN   8.24962        47.5748                 NaN   4.48772        15.1434        2.53756     
  1223.18        2500.00                 NaN   3.49753                 NaN   18.4463                 NaN   8.27942        47.6252                 NaN   4.48978        15.1703        2.49145     
  1221.71        2500.00                 NaN   3.50580                 NaN   18.4467                 NaN   8.29486        47.6463                 NaN   4.48262        15.1875        2.43624     
  1220.23        2500.00                 NaN   3.51345                 NaN   18.4487                 NaN   8.30088        47.6828                 NaN   4.47916        15.2040        2.37104     
  1218.75        2500.00                 NaN   3.53348                 NaN   18.5137                 NaN   8.35862        47.6123                 NaN   4.43153        15.2264        2.32398     
  1217.27        2500.00                 NaN   3.54534                 NaN   18.4949                 NaN   8.36775        47.6521                 NaN   4.43011        15.2452        2.26452     
  1215.79        2500.00                 NaN   3.39123                 NaN   18.7494                 NaN   8.38851        47.4895                 NaN   4.39998        15.3207        2.26062     
  1214.32        2500.00                 NaN   3.39523                 NaN   18.6731                 NaN   8.35903        47.6741                 NaN   4.48277        15.2816        2.13419     
  1212.84        2500.00                 NaN   3.43661                 NaN   18.6340                 NaN   8.36134        47.7134                 NaN   4.46595        15.3003        2.08840     
  1211.36        2500.00                 NaN   3.58071                 NaN   18.4917                 NaN   8.42677        47.7539                 NaN   4.40595        15.3154        2.02559     
  1209.88        2500.00                 NaN   3.76906                 NaN   18.3463                 NaN   8.47781        47.7028       0.216722        4.08923        15.3826        2.01553     
  1208.40        2500.00                 NaN   3.70298                 NaN   18.3466                 NaN   8.46539        47.8163       0.133783        4.23028        15.3796        1.92505     
  1206.93        2500.00                 NaN   3.59071                 NaN   18.5181                 NaN   8.47045        47.8237                 NaN   4.38933        15.3685        1.83919     
  1205.45        2500.00                 NaN   3.79673                 NaN   18.4313                 NaN   8.53006        47.7202       0.214293        4.04106        15.4373        1.82902     
  1203.97        2500.00                 NaN   3.77229                 NaN   18.4383                 NaN   8.53425        47.7775       0.179985        4.09368        15.4453        1.75867     
  1202.49        2500.00                 NaN   3.96596                 NaN   18.2665                 NaN   8.57791        47.7442       0.380774        3.79722        15.5167        1.75078     
  1201.01        2500.00                 NaN   4.01096                 NaN   18.3642                 NaN   8.61953        47.6659       0.413900        3.69206        15.5417        1.69171     
  1199.54        2500.00                 NaN   4.16599                 NaN   18.3098                 NaN   8.66568        47.5796       0.571707        3.42976        15.5999        1.67764     
  1198.06        2500.00                 NaN   4.26153                 NaN   18.2758                 NaN   8.69782        47.5453       0.664190        3.27309        15.6423        1.63999     
  1196.58        2500.00                 NaN   4.28795                 NaN   18.1624                 NaN   9.05469        47.4051       0.617263        3.31877        15.6723        1.48146     
  1195.10        2500.00                 NaN   4.33018                 NaN   18.1525                 NaN   9.06178        47.4112       0.659190        3.24673        15.7033        1.43507     
  1193.62        2500.00                 NaN   4.37318                 NaN   18.1425                 NaN   9.06900        47.4168       0.701883        3.17338        15.7346        1.38859     
  1192.15        2500.00                 NaN   4.41698                 NaN   18.1323                 NaN   9.07635        47.4220       0.745367        3.09867        15.7663        1.34205     
  1190.67        2500.00                 NaN   4.46160                 NaN   18.1219                 NaN   9.08384        47.4268       0.789661        3.02256        15.7982        1.29546     
  1189.19        2500.00                 NaN   4.50705                 NaN   18.1112                 NaN   9.09147        47.4311       0.834787        2.94503        15.8305        1.24882     
  1187.71        2500.00                 NaN   4.55336                 NaN   18.1004                 NaN   9.09924        47.4349       0.880764        2.86603        15.8632        1.20214     
  1186.23        2500.00                 NaN   4.60050                 NaN   18.0894                 NaN   9.10715        47.4383       0.927564        2.78562        15.8962        1.15523     
  1184.76        2500.00                 NaN   4.72958                 NaN   18.0593                 NaN   9.12882        47.3754        1.05572        2.56543        15.9516        1.13412     
  1183.28        2500.00                 NaN   4.77964                 NaN   18.0476                 NaN   9.13722        47.3769        1.10542        2.48003        15.9856        1.08759     
  1181.80        2500.00                 NaN   4.83068                 NaN   18.0357                 NaN   9.14579        47.3778        1.15609        2.39297        16.0200        1.04108     
  1180.32        2500.00                 NaN   4.88266                 NaN   18.0235                 NaN   9.15451        47.3782        1.20770        2.30430        16.0547       0.994360     
  1178.84        2500.00                 NaN   4.93566                 NaN   18.0112                 NaN   9.16341        47.3780        1.26032        2.21389        16.0899       0.947650     
  1177.37        2500.00                 NaN   4.98972                 NaN   17.9985                 NaN   9.17248        47.3772        1.31399        2.12168        16.1254       0.900975     
  1175.89        2500.00                 NaN   5.04486                 NaN   17.9857                 NaN   9.18174        47.3757        1.36874        2.02762        16.1614       0.854345     
  1174.41        2500.00                 NaN   5.51202                 NaN   17.6027                 NaN   9.41010        47.1834        1.70137        1.47705        16.2711       0.842241     
  1172.93        2500.00                 NaN   5.57330                 NaN   17.5886                 NaN   9.42027        47.1771        1.76232        1.37232        16.3089       0.797130     
  1171.45        2500.00                 NaN   5.63582                 NaN   17.5742                 NaN   9.43064        47.1701        1.82449        1.26547        16.3472       0.752138     
  1169.98        2500.00                 NaN   5.69961                 NaN   17.5596                 NaN   9.44122        47.1621        1.88794        1.15644        16.3858       0.707287     
  1168.50        2500.00                 NaN   5.80567                 NaN   17.5118                 NaN   9.47520        47.1201        2.00541       0.964680        16.4383       0.678831     
  1167.02        2500.00                 NaN   5.80567                 NaN   17.5118                 NaN   9.47520        47.1651        2.00541       0.964667        16.4600       0.612152     
  1165.54        2500.00                 NaN   5.80568                 NaN   17.5118                 NaN   9.47520        47.2104        2.00542       0.964656        16.4818       0.545041     
  1164.06        2500.00                 NaN   5.80569                 NaN   17.5118                 NaN   9.47520        47.2559        2.00543       0.964645        16.5038       0.477493     
  1162.58        2500.00                 NaN   5.80569                 NaN   17.5118                 NaN   9.47520        47.3027        2.00543       0.964635        16.5264       0.408110     
  1161.11        2500.00                 NaN   5.80570                 NaN   17.5118                 NaN   9.47520        47.3492        2.00544       0.964624        16.5488       0.339218     
  1159.63        2500.00                 NaN   5.80571                 NaN   17.5118                 NaN   9.47520        47.3960        2.00544       0.964613        16.5714       0.269809     
  1158.15        2500.00                 NaN   5.80571                 NaN   17.5118                 NaN   9.47520        47.4432        2.00545       0.964602        16.5942       0.199880     
  1156.67        2500.00                 NaN   5.80572                 NaN   17.5118                 NaN   9.47520        47.4907        2.00546       0.964591        16.6171       0.129432     
  1155.19        2500.00                 NaN   6.37626                 NaN   17.4040                 NaN   9.55347        47.0643        2.56089       0.161343E-004   16.7895       0.251606     
  1153.72        2500.00                 NaN   6.37626                 NaN   17.4040                 NaN   9.55347        47.1121        2.56089       0.165596E-004   16.8125       0.180803     
  1152.24        2500.00                 NaN   6.37627                 NaN   17.4040                 NaN   9.55347        47.1602        2.56090                 NaN   16.8357       0.109473     
  1150.76        2500.00                 NaN   6.37627                 NaN   17.4040                 NaN   9.55347        47.2087        2.56090                 NaN   16.8591       0.376061E-001
  1149.28        2500.00                 NaN   6.32748                 NaN   17.6301                 NaN   9.45866        47.2759        2.55112                 NaN   16.7568                 NaN
  1147.80        2500.00                 NaN   6.32848                 NaN   17.6215                 NaN   9.47700        47.2727        2.55466                 NaN   16.7456                 NaN
  1146.33        2500.00                 NaN   6.33190                 NaN   17.6182                 NaN   9.48654        47.2657        2.55438                 NaN   16.7433                 NaN
  1144.85        2500.00                 NaN   6.33579                 NaN   17.6157                 NaN   9.49570        47.2586        2.55398                 NaN   16.7402                 NaN
  1143.37        2500.00                 NaN   6.34297                 NaN   17.6193                 NaN   9.49483        47.2472        2.54932                 NaN   16.7463                 NaN
  1141.89        2500.00                 NaN   6.34691                 NaN   17.6173                 NaN   9.50375        47.2399        2.54879                 NaN   16.7434                 NaN
  1140.41        2500.00                 NaN   6.35064                 NaN   17.6149                 NaN   9.51280        47.2326        2.54830                 NaN   16.7408                 NaN
  1138.94        2500.00                 NaN   6.35444                 NaN   17.6128                 NaN   9.52178        47.2252        2.54776                 NaN   16.7380                 NaN
  1137.46        2500.00                 NaN   6.35823                 NaN   17.6111                 NaN   9.53072        47.2176        2.54719                 NaN   16.7351                 NaN
  1135.98        2500.00                 NaN   6.36190                 NaN   17.6091                 NaN   9.53973        47.2102        2.54664                 NaN   16.7325                 NaN
  1134.50        2500.00                 NaN   6.36556                 NaN   17.6073                 NaN   9.54871        47.2026        2.54606                 NaN   16.7297                 NaN
  1133.02        2500.00                 NaN   6.36938                 NaN   17.6065                 NaN   9.55757        47.1948        2.54537                 NaN   16.7265                 NaN
  1131.55        2500.00                 NaN   6.37284                 NaN   17.6045                 NaN   9.56665        47.1872        2.54481                 NaN   16.7239                 NaN
  1130.07        2500.00                 NaN   6.37624                 NaN   17.6027                 NaN   9.57593        47.1797        2.54432                 NaN   16.7211                 NaN
  1128.59        2500.00                 NaN   6.37986                 NaN   17.6021                 NaN   9.58513        47.1718        2.54373                 NaN   16.7174                 NaN
  1127.11        2500.00                 NaN   6.38332                 NaN   17.6011                 NaN   9.59437        47.1640        2.54316                 NaN   16.7141                 NaN
  1125.63        2500.00                 NaN   6.38674                 NaN   17.6002                 NaN   9.60361        47.1562        2.54257                 NaN   16.7108                 NaN
  1124.16        2500.00                 NaN   6.39009                 NaN   17.5992                 NaN   9.61285        47.1483        2.54198                 NaN   16.7076                 NaN
  1122.68        2500.00                 NaN   6.39212                 NaN   17.5874                 NaN   9.63086        47.1477        2.54595                 NaN   16.6960                 NaN
  1121.20        2500.00                 NaN   6.39692                 NaN   17.5987                 NaN   9.63130        47.1321        2.54065                 NaN   16.7004                 NaN
  1119.72        2500.00                 NaN   6.39975                 NaN   17.5853                 NaN   9.64834        47.1323        2.54448                 NaN   16.6898                 NaN
  1118.24        2500.00                 NaN   6.40277                 NaN   17.5824                 NaN   9.65775        47.1251        2.54409                 NaN   16.6878                 NaN
  1116.77        2500.00                 NaN   6.40713                 NaN   17.5812                 NaN   9.66665        47.1175        2.54308                 NaN   16.6845                 NaN
  1115.29        2500.00                 NaN   6.41860                 NaN   17.5739                 NaN   9.66329        47.1129        2.53949                 NaN   16.6918                 NaN
  1113.81        2500.00                 NaN   6.42448                 NaN   17.5675                 NaN   9.66947        47.1079        2.53857                 NaN   16.6921                 NaN
  1112.33        2500.00                 NaN   6.42851                 NaN   17.5668                 NaN   9.67784        47.1002        2.53770                 NaN   16.6890                 NaN
  1110.85        2500.00                 NaN   6.43255                 NaN   17.5662                 NaN   9.68617        47.0924        2.53680                 NaN   16.6859                 NaN
  1109.38        2500.00                 NaN   6.43274                 NaN   17.5732                 NaN   9.69849        47.0805        2.53622                 NaN   16.6788                 NaN
  1107.90        2500.00                 NaN   6.43632                 NaN   17.5737                 NaN   9.70727        47.0721        2.53532                 NaN   16.6753                 NaN
  1106.42        2500.00                 NaN   6.43981                 NaN   17.5741                 NaN   9.71605        47.0638        2.53443                 NaN   16.6719                 NaN
  1104.94        2500.00                 NaN   6.44862                 NaN   17.5640                 NaN   9.71921        47.0610        2.53305                 NaN   16.6741                 NaN
  1103.46        2500.00                 NaN   6.44667                 NaN   17.5750                 NaN   9.73364        47.0470        2.53260                 NaN   16.6651                 NaN
  1101.99        2500.00                 NaN   6.43192                 NaN   17.6165                 NaN   9.75711        47.0180        2.53160                 NaN   16.6449                 NaN
  1100.51        2500.00                 NaN   6.46430                 NaN   17.5195                 NaN   9.74116        47.0690        2.53965                 NaN   16.6663                 NaN
  1099.03        2500.00                 NaN   6.41923                 NaN   17.6543                 NaN   9.85509        46.9003        2.52724                 NaN   16.6439                 NaN
  1097.55        2500.00                 NaN   6.45963                 NaN   17.5775                 NaN   9.76882        47.0131        2.52879                 NaN   16.6522                 NaN
  1096.07        2500.00                 NaN   6.46986                 NaN   17.5439                 NaN   9.77121        47.0286        2.53325                 NaN   16.6533                 NaN
  1094.59        2500.00                 NaN   6.46443                 NaN   17.5896                 NaN   9.78958        46.9878        2.52609                 NaN   16.6424                 NaN
  1093.12        2500.00                 NaN   6.47409                 NaN   17.5585                 NaN   9.79089        47.0027        2.52926                 NaN   16.6445                 NaN
  1091.64        2500.00                 NaN   6.47617                 NaN   17.5660                 NaN   9.80075        46.9897        2.52724                 NaN   16.6401                 NaN
  1090.16        2500.00                 NaN   6.47621                 NaN   17.5839                 NaN   9.81268        46.9693        2.52352                 NaN   16.6344                 NaN
  1088.68        2500.00                 NaN   6.47991                 NaN   17.5827                 NaN   9.82184        46.9618        2.52260                 NaN   16.6312                 NaN
  1087.20        2500.00                 NaN   6.48247                 NaN   17.5895                 NaN   9.83021        46.9502        2.52100                 NaN   16.6267                 NaN
  1085.73        2500.00                 NaN   6.48594                 NaN   17.5866                 NaN   9.83862        46.9440        2.52053                 NaN   16.6243                 NaN
  1084.25        2500.00                 NaN   6.48969                 NaN   17.5864                 NaN   9.84694        46.9365        2.51973                 NaN   16.6207                 NaN
  1082.77        2500.00                 NaN   6.49337                 NaN   17.5866                 NaN   9.85530        46.9288        2.51886                 NaN   16.6171                 NaN
  1081.29        2500.00                 NaN   6.49700                 NaN   17.5871                 NaN   9.86370        46.9209        2.51795                 NaN   16.6134                 NaN
  1079.81        2500.00                 NaN   6.50057                 NaN   17.5879                 NaN   9.87213        46.9127        2.51699                 NaN   16.6097                 NaN
  1078.34        2500.00                 NaN   6.49838                 NaN   17.6099                 NaN   9.88635        46.8907        2.51379                 NaN   16.6009                 NaN
  1076.86        2500.00                 NaN   6.50113                 NaN   17.6141                 NaN   9.89561        46.8804        2.51244                 NaN   16.5964                 NaN
  1075.38        2500.00                 NaN   6.50389                 NaN   17.6183                 NaN   9.90486        46.8700        2.51107                 NaN   16.5918                 NaN
  1073.90        2500.00                 NaN   6.50666                 NaN   17.6226                 NaN   9.91409        46.8596        2.50967                 NaN   16.5873                 NaN
  1072.42        2500.00                 NaN   6.50944                 NaN   17.6271                 NaN   9.92330        46.8492        2.50823                 NaN   16.5828                 NaN
  1070.95        2500.00                 NaN   6.51223                 NaN   17.6316                 NaN   9.93250        46.8386        2.50677                 NaN   16.5783                 NaN
  1069.47        2500.00                 NaN   6.51503                 NaN   17.6363                 NaN   9.94168        46.8280        2.50528                 NaN   16.5737                 NaN
  1067.99        2500.00                 NaN   6.51783                 NaN   17.6410                 NaN   9.95085        46.8174        2.50376                 NaN   16.5692                 NaN
  1066.51        2500.00                 NaN   6.52065                 NaN   17.6459                 NaN   9.96002        46.8066        2.50221                 NaN   16.5646                 NaN
  1065.03        2500.00                 NaN   6.52349                 NaN   17.6508                 NaN   9.96916        46.7959        2.50064                 NaN   16.5600                 NaN
  1063.56        2500.00                 NaN   6.52632                 NaN   17.6559                 NaN   9.97828        46.7850        2.49903                 NaN   16.5554                 NaN
  1062.08        2500.00                 NaN   6.52918                 NaN   17.6611                 NaN   9.98742        46.7741        2.49739                 NaN   16.5508                 NaN
  1060.60        2500.00                 NaN   6.53205                 NaN   17.6664                 NaN   9.99651        46.7631        2.49572                 NaN   16.5463                 NaN
  1059.12        2500.00                 NaN   6.53490                 NaN   17.6718                 NaN   10.0056        46.7520        2.49402                 NaN   16.5416                 NaN
  1057.64        2500.00                 NaN   6.53779                 NaN   17.6773                 NaN   10.0147        46.7409        2.49230                 NaN   16.5370                 NaN
  1056.17        2500.00                 NaN   6.54071                 NaN   17.6829                 NaN   10.0238        46.7297        2.49053                 NaN   16.5324                 NaN
  1054.69        2500.00                 NaN   6.54360                 NaN   17.6885                 NaN   10.0329        46.7185        2.48875                 NaN   16.5278                 NaN
  1053.21        2500.00                 NaN   6.54655                 NaN   17.6943                 NaN   10.0419        46.7072        2.48692                 NaN   16.5232                 NaN
  1051.73        2500.00                 NaN   6.54949                 NaN   17.7003                 NaN   10.0509        46.6958        2.48509                 NaN   16.5185                 NaN
  1050.25        2500.00                 NaN   6.55242                 NaN   17.7065                 NaN   10.0600        46.6842        2.48320                 NaN   16.5137                 NaN
  1048.78        2500.00                 NaN   6.55536                 NaN   17.7125                 NaN   10.0688        46.6729        2.48137                 NaN   16.5091                 NaN
  1047.30        2500.00                 NaN   6.54964                 NaN   17.7028                 NaN   10.0891        46.6803        2.49047                 NaN   16.4877                 NaN
  1045.82        2500.00                 NaN   6.56144                 NaN   17.7250                 NaN   10.0871        46.6494        2.47727                 NaN   16.4998                 NaN
  1044.34        2500.00                 NaN   6.56439                 NaN   17.7319                 NaN   10.0958        46.6378        2.47538                 NaN   16.4948                 NaN
  1042.86        2500.00                 NaN   6.56733                 NaN   17.7389                 NaN   10.1050        46.6257        2.47328                 NaN   16.4898                 NaN
  1041.39        2500.00                 NaN   6.57217                 NaN   17.7405                 NaN   10.1119        46.6164        2.47120                 NaN   16.4879                 NaN
  1039.91        2500.00                 NaN   6.57416                 NaN   17.7503                 NaN   10.1218        46.6030        2.46910                 NaN   16.4817                 NaN
  1038.43        2500.00                 NaN   6.57603                 NaN   17.7602                 NaN   10.1327        46.5887        2.46688                 NaN   16.4755                 NaN
  1036.95        2500.00                 NaN   6.57798                 NaN   17.7702                 NaN   10.1427        46.5753        2.46477                 NaN   16.4691                 NaN
  1035.47        2500.00                 NaN   6.57960                 NaN   17.7808                 NaN   10.1540        46.5604        2.46254                 NaN   16.4626                 NaN
  1034.00        2500.00                 NaN   6.58093                 NaN   17.7924                 NaN   10.1650        46.5456        2.46026                 NaN   16.4558                 NaN
  1032.52        2500.00                 NaN   6.58312                 NaN   17.8025                 NaN   10.1754        46.5315        2.45795                 NaN   16.4496                 NaN
  1031.04        2500.00                 NaN   6.58508                 NaN   17.8138                 NaN   10.1859        46.5166        2.45556                 NaN   16.4430                 NaN
  1029.56        2500.00                 NaN   6.58699                 NaN   17.8247                 NaN   10.1968        46.5020        2.45305                 NaN   16.4364                 NaN
  1028.08        2500.00                 NaN   6.58878                 NaN   17.8351                 NaN   10.2074        46.4876        2.45087                 NaN   16.4302                 NaN
  1026.60        2500.00                 NaN   6.59039                 NaN   17.8473                 NaN   10.2173        46.4731        2.44842                 NaN   16.4236                 NaN
  1025.13        2500.00                 NaN   6.59220                 NaN   17.8604                 NaN   10.2280        46.4573        2.44587                 NaN   16.4163                 NaN
  1023.65        2500.00                 NaN   6.59394                 NaN   17.8733                 NaN   10.2386        46.4418        2.44306                 NaN   16.4093                 NaN
  1022.17        2500.00                 NaN   6.59554                 NaN   17.8822                 NaN   10.2529        46.4255        2.44098                 NaN   16.4029                 NaN
  1020.69        2500.00                 NaN   6.59753                 NaN   17.8953                 NaN   10.2625        46.4106        2.43802                 NaN   16.3961                 NaN
  1019.21        2500.00                 NaN   6.59898                 NaN   17.9093                 NaN   10.2728        46.3946        2.43523                 NaN   16.3891                 NaN
  1017.74        2500.00                 NaN   6.60200                 NaN   17.9139                 NaN   10.2900        46.3773        2.43356                 NaN   16.3832                 NaN
  1016.26        2500.00                 NaN   6.60216                 NaN   17.9358                 NaN   10.2967        46.3615        2.42992                 NaN   16.3739                 NaN
  1014.78        2500.00                 NaN   6.60415                 NaN   17.9483                 NaN   10.3075        46.3462        2.42691                 NaN   16.3670                 NaN
  1013.30        2500.00                 NaN   6.60554                 NaN   17.9633                 NaN   10.3203        46.3272        2.42416                 NaN   16.3595                 NaN
  1011.82        2500.00                 NaN   6.60903                 NaN   17.9674                 NaN   10.3374        46.3104        2.42250                 NaN   16.3532                 NaN
  1010.35        2500.00                 NaN   6.60918                 NaN   17.9914                 NaN   10.3460        46.2911        2.41804                 NaN   16.3442                 NaN
  1008.87        2500.00                 NaN   6.60217                 NaN   18.0238                 NaN   10.3507        46.2734        2.41406                 NaN   16.3359                 NaN
  1007.39        2500.00                 NaN   6.61171                 NaN   18.0216                 NaN   10.3700        46.2554        2.41171                 NaN   16.3294                 NaN
  1005.91        2500.00                 NaN   6.61150                 NaN   18.0416                 NaN   10.3796        46.2381        2.40873                 NaN   16.3205                 NaN
  1004.43        2500.00                 NaN   6.58529                 NaN   18.1347                 NaN   10.4267        46.1719        2.40335                 NaN   16.2781                 NaN
  1002.96        2500.00                 NaN   6.62153                 NaN   18.0642                 NaN   10.4040        46.2070        2.40135                 NaN   16.3019                 NaN
  1001.48        2500.00                 NaN   6.58918                 NaN   18.1660                 NaN   10.4505        46.1350        2.39601                 NaN   16.2633                 NaN
  1000.00        2500.00                 NaN   6.59043                 NaN   18.1826                 NaN   10.4627        46.1165        2.39325                 NaN   16.2546                 NaN
