|6.6.6
Archiving\03_Data\Deq/QFM_m4/K22/K22_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9607       0.392829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9607       0.392828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9607       0.392828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9607       0.392828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9607       0.392828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9607       0.392828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9607       0.392828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9607       0.392827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9607       0.392827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9607       0.392827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9607       0.392827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9607       0.392826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9607       0.392826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.8376       0.390229E-001  0.123343                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.9350       0.371066E-001   1.02789                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.0552       0.352009E-001   1.90962                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        97.1754       0.332952E-001   2.79133                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.3626       0.314064E-001   3.60597                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        95.5499       0.295175E-001   4.42059                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        94.7372       0.276286E-001   5.23522                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        93.9244       0.257398E-001   6.04983                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        93.1117       0.238509E-001   6.86445                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        92.2990       0.219621E-001   7.67905                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        91.4863       0.200733E-001   8.49365                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        90.6736       0.181845E-001   9.30825                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        89.9190       0.163158E-001   10.0647                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        89.1644       0.144472E-001   10.8211                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        88.4253       0.124951E-001   11.5622                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        87.6989       0.106781E-001   12.2893       0.111867E-002            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        86.9756       0.877753E-002   12.9964       0.192195E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        86.2523       0.687699E-002   13.7035       0.373201E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        85.5291       0.497646E-002   14.4105       0.554207E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        84.8058       0.307594E-002   15.1176       0.735211E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        84.1001       0.119850E-002   15.8076       0.911358E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        83.4216                 NaN   16.4699       0.108519                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        82.7667                 NaN   17.1078       0.125538                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        82.1117                 NaN   17.7457       0.142557                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        81.4665                 NaN   18.3744       0.159073                 NaN            NaN            NaN            NaN            NaN
