|6.6.6
Archiving\03_Data\Deq/QFM_m4/K22/K22_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9859       0.141210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9859       0.141215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9859       0.141219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9859       0.141223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9859       0.141228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9859       0.141232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9859       0.141237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9859       0.141241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9859       0.141246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9859       0.141250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9859       0.141255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9859       0.141259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9859       0.141264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.8707       0.140344E-001  0.115303                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.0256       0.133525E-001  0.961001                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.2019       0.126735E-001   1.78538                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        97.3773       0.119938E-001   2.61075                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        96.6179       0.113189E-001   3.37075                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        95.8578       0.106434E-001   4.13159                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        95.0968       0.996716E-002   4.89328                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        94.3349       0.929028E-002   5.65580                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        93.5722       0.861273E-002   6.41916                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        92.8087       0.793451E-002   7.18335                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        92.0444       0.725562E-002   7.94837                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        91.2792       0.657606E-002   8.71421                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        90.5713       0.590295E-002   9.42280                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        89.8627       0.522923E-002   10.1321                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        89.1688       0.452464E-002   10.8267                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        88.4867       0.386834E-002   11.5086       0.767276E-003            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        87.8128       0.318124E-002   12.1709       0.131684E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        87.1381       0.249353E-002   12.8338       0.255829E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        86.4628       0.180521E-002   13.4973       0.380105E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        85.7869       0.111629E-002   14.1616       0.504513E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        85.1289       0.435133E-003   14.8082       0.625452E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        84.4949                 NaN   15.4306       0.744922E-001            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        83.8836                 NaN   16.0302       0.861790E-001            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        83.2719                 NaN   16.6303       0.978771E-001            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        82.6711                 NaN   17.2197       0.109209                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        82.0699                 NaN   17.8096       0.120551                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        81.4681                 NaN   18.4000       0.131904                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        80.8658                 NaN   18.9910       0.143268                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        80.3000                 NaN   19.5460       0.153928                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        79.7338                 NaN   20.1016       0.164596                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        79.1672                 NaN   20.6575       0.175275                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        78.6001                 NaN   21.2140       0.185962                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        78.0325                 NaN   21.7708       0.196659                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        77.4645                 NaN   22.3281       0.207365                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        76.8961                 NaN   22.8858       0.218081                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        76.3272                 NaN   23.4440       0.228806                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        75.7958                 NaN   23.9656       0.238660                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        75.2639                 NaN   24.4876       0.248523                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        74.7317                 NaN   25.0099       0.258393                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        74.1991                 NaN   25.5326       0.268271                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        73.6662                 NaN   26.0557       0.278157                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        73.1328                 NaN   26.5791       0.288051                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        72.5991                 NaN   27.1029       0.297952                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        72.0651                 NaN   27.6271       0.307861                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        71.5613                 NaN   28.1216       0.317053                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        71.0573                 NaN   28.6164       0.326251                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        70.5530                 NaN   29.1116       0.335456                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        70.0483                 NaN   29.6070       0.344668                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        69.5433                 NaN   30.1028       0.353886                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        69.0381                 NaN   30.5988       0.363110                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        68.5325                 NaN   31.0952       0.372341                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        68.0266                 NaN   31.5919       0.381578                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        67.5472                 NaN   32.0627       0.390127                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        67.0676                 NaN   32.5337       0.398681                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        66.5877                 NaN   33.0050       0.407241                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        66.1076                 NaN   33.4766       0.415806                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        65.6272                 NaN   33.9484       0.424376                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        65.1465                 NaN   34.4205       0.432952                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        64.6656                 NaN   34.8928       0.441533                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        64.1845                 NaN   35.3654       0.450119                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        63.7269                 NaN   35.8150       0.458080                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        63.2692                 NaN   36.2648       0.466045                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        62.8112                 NaN   36.7148       0.474015                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        62.3530                 NaN   37.1650       0.481989                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        61.8947                 NaN   37.6154       0.489968                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        61.4361                 NaN   38.0660       0.497951                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        60.9773                 NaN   38.5168       0.505938                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        60.5183                 NaN   38.9678       0.513929                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        60.0822                 NaN   39.3962       0.521535                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        59.6460                 NaN   39.8249       0.529144                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        59.2095                 NaN   40.2537       0.536757                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        58.7729                 NaN   40.6827       0.544374                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        58.3362                 NaN   41.1118       0.551994                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        57.8993                 NaN   41.5411       0.559617                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        57.4622                 NaN   41.9705       0.567244                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        57.0250                 NaN   42.4001       0.574874                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        56.6116                 NaN   42.8063       0.582052                 NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        56.1981                 NaN   43.2126       0.589232                 NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        55.7845                 NaN   43.6191       0.596415                 NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        55.3708                 NaN   44.0256       0.603600                 NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        54.9569                 NaN   44.4323       0.610788                 NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        54.5430                 NaN   44.8390       0.617979                 NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        54.1289                 NaN   45.2459       0.625172                 NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        53.7147                 NaN   45.6529       0.632368                 NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        53.3260                 NaN   46.0348       0.639149                 NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        52.9372                 NaN   46.4169       0.645931                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        52.5483                 NaN   46.7990       0.652716                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        52.1593                 NaN   47.1812       0.659503                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        51.7703                 NaN   47.5634       0.666292                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        51.3812                 NaN   47.9457       0.673082                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        50.9921                 NaN   48.3281       0.679874                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        50.6028                 NaN   48.7105       0.686668                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        50.2284                 NaN   49.0780       0.693536                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        49.7836                 NaN   49.4285       0.699626       0.882927E-001            NaN            NaN            NaN            NaN
  1657.05        2500.00        48.5124                 NaN   49.6018       0.696537        1.18929                 NaN            NaN            NaN            NaN
  1653.85        2500.00        47.2379                 NaN   49.7754       0.693438        2.29322                 NaN            NaN            NaN            NaN
