|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.25/K22/K22_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000        99.5100                 NaN  0.383115       0.106853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000        99.0352                 NaN  0.964779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000        99.0459                 NaN  0.954087       0.448350E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000        99.0539                 NaN  0.946092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000        99.0683                 NaN  0.930743       0.972645E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000        99.0744                 NaN  0.921312       0.428561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000        99.0869                 NaN  0.887246       0.258764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000        98.9643                 NaN  0.999811       0.359092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000        99.2280                 NaN  0.752846       0.191742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000        99.6862                 NaN  0.304922       0.883226E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000        98.5619                 NaN   1.42806       0.100717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000        99.1333                 NaN  0.819123       0.476092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000        99.1386                 NaN  0.841002       0.204231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000        99.1470                 NaN  0.833628       0.193247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000        99.1544                 NaN  0.827194       0.183939E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000        99.1613                 NaN  0.821876       0.168298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000        99.1719                 NaN  0.811913       0.161712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000        99.1735                 NaN  0.810283       0.161775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        500.000        99.1902                 NaN  0.790931       0.188577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        500.000        99.1951                 NaN  0.791492       0.133922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        500.000        99.1989                 NaN  0.787154       0.139826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        500.000        99.2098                 NaN  0.778486       0.117357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        500.000        99.2156                 NaN  0.772271       0.121512E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.2236                 NaN  0.765621       0.107783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        500.000        99.2018                 NaN  0.775723       0.224609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.2640                 NaN  0.666550       0.694394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.2445                 NaN  0.742712       0.128035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        500.000        99.2494                 NaN  0.725835       0.247801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000        99.1761                 NaN  0.823929       0.975678E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        500.000        99.5743                 NaN  0.425708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        500.000        99.0317                 NaN  0.966910       0.141841E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000        98.6762                 NaN   1.32384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        500.000        99.8513                 NaN  0.148668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000        99.3674                 NaN  0.632585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        500.000        99.2390                 NaN  0.760969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.2945                 NaN  0.705516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        500.000        99.2397                 NaN  0.760274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000        99.3849                 NaN  0.521335       0.937270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        500.000        99.3105                 NaN  0.664841       0.246315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000        99.3134                 NaN  0.686578       0.155802E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        500.000        99.3311                 NaN  0.668876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        500.000        99.3325                 NaN  0.667475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        500.000        99.3332                 NaN  0.666759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        500.000        99.3400                 NaN  0.660031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        500.000        99.3388                 NaN  0.661211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000        99.3559                 NaN  0.644139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        500.000        99.9141                 NaN  0.858860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000        98.8016                 NaN   1.19836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        500.000        99.2062                 NaN  0.793803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000        99.5255                 NaN  0.474480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        500.000        99.3727                 NaN  0.627321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000        99.3758                 NaN  0.624162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        500.000        99.3405                 NaN  0.659514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        500.000        99.5252                 NaN  0.474840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        500.000        99.2911                 NaN  0.708941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        500.000        99.3913                 NaN  0.608690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        500.000        99.4081                 NaN  0.591924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        500.000        99.4045                 NaN  0.595515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        500.000        99.4071                 NaN  0.592867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000        99.4104                 NaN  0.589569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        500.000        99.4152                 NaN  0.584808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        500.000        99.4659                 NaN  0.534069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        500.000        99.3754                 NaN  0.624613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.02        500.000        99.4043                 NaN  0.486816                 NaN  0.108890                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.53        500.000        99.2626                 NaN  0.725954E-002            NaN  0.730160                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.03        500.000        99.3075                 NaN            NaN            NaN  0.692514                 NaN            NaN            NaN            NaN            NaN            NaN
