|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1573.87        2500.00                 NaN   99.3248       0.597764       0.774549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.36        2500.00                 NaN   99.3354       0.589162       0.754739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        2500.00                 NaN   99.3609       0.564906       0.741779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.34        2500.00                 NaN   99.3218       0.601577       0.765838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        2500.00                 NaN   99.3515       0.575443       0.730181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        2500.00                 NaN   99.3524       0.577460       0.701578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        2500.00                 NaN   99.3624       0.567123       0.704433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        2500.00                 NaN   99.3622       0.567906       0.698727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        2500.00                 NaN   99.3742       0.556933       0.688985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        2500.00                 NaN   99.3755       0.557034       0.674676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        2500.00                 NaN   99.3810       0.551414       0.675936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        2500.00                 NaN   99.3851       0.548642       0.662918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        2500.00                 NaN   99.3898       0.546535       0.637117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        2500.00                 NaN   99.3966       0.539192       0.642183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        2500.00                 NaN   99.3988       0.537979       0.632409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        2500.00                 NaN   99.4039       0.535398       0.607160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        2500.00                 NaN   99.4103       0.527431       0.622293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        2500.00                 NaN   99.4138       0.525664       0.605171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        2500.00                 NaN   99.5779       0.379063       0.430148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        2500.00                 NaN   99.2616       0.662400       0.759765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        2500.00                 NaN   99.4262       0.516045       0.577911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        2500.00                 NaN   99.4310       0.512211       0.567779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        2500.00                 NaN   99.4346       0.509718       0.556959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        2500.00                 NaN   99.4389       0.505850       0.552816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        2500.00                 NaN   99.4432       0.502860       0.539740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        2500.00                 NaN   99.4461       0.501325       0.525423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        2500.00                 NaN   99.4502       0.497214       0.525657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        2500.00                 NaN   99.4543       0.494865       0.508666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        2500.00                 NaN   99.4552       0.496906       0.479047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        2500.00                 NaN   99.2808       0.665586       0.536027E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        2500.00                 NaN   99.9369       0.553027E-001  0.783057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        2500.00                 NaN   99.1731       0.752101       0.747811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        2500.00                 NaN   99.4726       0.480241       0.471412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        2500.00                 NaN   99.4757       0.478516       0.457593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        2500.00                 NaN   99.4785       0.476397       0.450688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        2500.00                 NaN   99.4806       0.475380       0.440210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        2500.00                 NaN   99.4880       0.468533       0.434320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        2500.00                 NaN   99.4896       0.466693       0.436801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        2500.00                 NaN   99.4933       0.463760       0.428971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        2500.00                 NaN   99.4958       0.462891       0.413145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        2500.00                 NaN   99.4959       0.465074       0.389820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        2500.00                 NaN   99.5024       0.459461       0.381671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        2500.00                 NaN   99.7409       0.245350       0.137609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        2500.00                 NaN   99.2621       0.681897       0.560300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        2500.00                 NaN   99.5125       0.450765       0.367495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        2500.00                 NaN   99.5130       0.451247       0.357987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        2500.00                 NaN   99.5162       0.449425       0.344111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        2500.00                 NaN   99.5203       0.443660       0.360607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        2500.00                 NaN   99.4141       0.602347E-001            NaN  0.525663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        2500.00                 NaN   99.2489       0.583642E-002            NaN  0.745259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        2500.00                 NaN   99.7172                 NaN            NaN  0.282797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        2500.00                 NaN   99.2609       0.131924E-001  0.164487       0.561373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        2500.00                 NaN   99.2556                 NaN            NaN  0.744365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        2500.00                 NaN   99.5363                 NaN            NaN  0.463730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        2500.00                 NaN   99.3955                 NaN            NaN  0.604500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        2500.00                 NaN   99.3935                 NaN            NaN  0.606539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        2500.00                 NaN   99.3929                 NaN            NaN  0.607122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        2500.00                 NaN   99.3904                 NaN            NaN  0.609556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00                 NaN   99.4011                 NaN            NaN  0.598870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        2500.00                 NaN   99.3770                 NaN  0.132036E-004  0.622959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        2500.00                 NaN   99.3871       0.426760E-002            NaN  0.608644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        2500.00                 NaN   99.3828                 NaN            NaN  0.617163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        2500.00                 NaN   99.3764                 NaN            NaN  0.623648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        2500.00                 NaN   99.3754                 NaN            NaN  0.624626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        2500.00                 NaN   99.3681                 NaN            NaN  0.631884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        2500.00                 NaN   99.2796                 NaN            NaN  0.720431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        2500.00                 NaN   99.3127                 NaN            NaN  0.414117       0.273155                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        2500.00                 NaN   99.0825                 NaN            NaN  0.612274       0.305231                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        2500.00                 NaN   99.0903                 NaN            NaN  0.302808       0.606884                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        2500.00                 NaN   99.0976                 NaN            NaN  0.300322       0.602120                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        2500.00                 NaN   99.2243                 NaN            NaN  0.258228       0.517474                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        2500.00                 NaN   98.9885                 NaN            NaN  0.337076       0.674432                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        2500.00                 NaN   99.1202                 NaN            NaN  0.585881       0.293887                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        2500.00                 NaN   99.1250                 NaN            NaN  0.583144       0.291820                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        2500.00                 NaN   99.1339                 NaN            NaN  0.577664       0.288397                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.60        2500.00                 NaN   99.1392                 NaN            NaN  0.573924       0.286877                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.09        2500.00                 NaN   99.1441                 NaN            NaN  0.284634       0.571265                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.58        2500.00                 NaN   99.1520                 NaN            NaN  0.564976       0.282982                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.07        2500.00                 NaN   99.1574                 NaN            NaN  0.280788       0.561835                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.56        2500.00                 NaN   99.1615                 NaN  0.105313E-005  0.277370       0.561109                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.05        2500.00                 NaN   99.1707                 NaN            NaN  0.276673       0.552636                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.54        2500.00                 NaN   99.1754                 NaN            NaN  0.274204       0.550368                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.03        2500.00                 NaN   99.1913                 NaN            NaN  0.539456       0.269218                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.52        2500.00                 NaN   99.1734                 NaN            NaN  0.552338       0.274303                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.01        2500.00                 NaN   99.1932                 NaN            NaN  0.538642       0.268163                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.50        2500.00                 NaN   99.1970                 NaN            NaN  0.536858       0.266142                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.99        2500.00                 NaN   99.2025                 NaN            NaN  0.532512       0.265028                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN   99.2062                 NaN            NaN  0.530939       0.262859                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.97        2500.00                 NaN   99.2128                 NaN            NaN  0.260519       0.526718                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00                 NaN   99.2183                 NaN            NaN  0.259541       0.522168                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.95        2500.00                 NaN   99.2218                 NaN            NaN  0.521071       0.257157                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.44        2500.00                 NaN   99.2256                 NaN            NaN  0.518331       0.256047                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.93        2500.00                 NaN   99.2324                 NaN            NaN  0.513369       0.254223                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.42        2500.00                 NaN   99.2355                 NaN            NaN  0.252643       0.511851                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.91        2500.00                 NaN   99.2161                 NaN            NaN  0.510258       0.262197       0.114396E-001            NaN            NaN            NaN            NaN            NaN
  1430.40        2500.00                 NaN   99.0910                 NaN            NaN  0.391644       0.239883       0.277425                 NaN            NaN            NaN            NaN            NaN
  1428.89        2500.00                 NaN   97.1208                 NaN            NaN   1.24792       0.809592       0.821662                 NaN            NaN            NaN            NaN            NaN
  1427.38        2500.00                 NaN   98.1326                 NaN  0.873318E-001  0.682286       0.543791       0.553980                 NaN            NaN            NaN            NaN            NaN
  1425.87        2500.00                 NaN   98.1412                 NaN  0.239062       0.591152       0.454869       0.573670                 NaN            NaN            NaN            NaN            NaN
  1424.36        2500.00                 NaN   98.1697                 NaN  0.238522       0.442265       0.584425       0.565095                 NaN            NaN            NaN            NaN            NaN
  1422.85        2500.00                 NaN   98.2031                 NaN  0.236679       0.575150       0.430053       0.554994                 NaN            NaN            NaN            NaN            NaN
  1421.34        2500.00                 NaN   98.2332                 NaN  0.235841       0.567293       0.417703       0.545938                 NaN            NaN            NaN            NaN            NaN
  1419.83        2500.00                 NaN   98.2632                 NaN  0.235530       0.404694       0.559596       0.536973                 NaN            NaN            NaN            NaN            NaN
  1418.32        2500.00                 NaN   98.2930                 NaN  0.233311       0.551392       0.394632       0.527701                 NaN            NaN            NaN            NaN            NaN
  1416.81        2500.00                 NaN   98.3190                 NaN  0.232729       0.545368       0.383155       0.519779                 NaN            NaN            NaN            NaN            NaN
  1415.30        2500.00                 NaN   98.3472                 NaN  0.231547       0.372385       0.537750       0.511117                 NaN            NaN            NaN            NaN            NaN
  1413.79        2500.00                 NaN   98.3741                 NaN  0.230620       0.361587       0.530874       0.502868                 NaN            NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN   98.3985                 NaN  0.229843       0.525124       0.351047       0.495451                 NaN            NaN            NaN            NaN            NaN
  1410.77        2500.00                 NaN   98.4249                 NaN  0.228398       0.341971       0.517545       0.487234                 NaN            NaN            NaN            NaN            NaN
  1409.26        2500.00                 NaN   98.4487                 NaN  0.228096       0.332078       0.511075       0.480099                 NaN            NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN   98.4750                 NaN  0.199150       0.365410       0.492482       0.468003                 NaN            NaN            NaN            NaN            NaN
  1406.24        2500.00                 NaN   98.4929                 NaN  0.253747       0.271467       0.511596       0.470294                 NaN            NaN            NaN            NaN            NaN
  1404.73        2500.00                 NaN   98.5195                 NaN  0.224936       0.492603       0.304761       0.458232                 NaN            NaN            NaN            NaN            NaN
  1403.22        2500.00                 NaN   98.5415                 NaN  0.223841       0.295966       0.487317       0.451424                 NaN            NaN            NaN            NaN            NaN
  1401.71        2500.00                 NaN   98.5579                 NaN  0.223991       0.484277       0.287382       0.446455                 NaN            NaN            NaN            NaN            NaN
  1400.20        2500.00                 NaN   98.5775                 NaN  0.223373       0.472405       0.285197       0.441531                 NaN            NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.6181                 NaN  0.218649       0.267634       0.468824       0.426833                 NaN            NaN            NaN            NaN            NaN
  1397.18        2500.00                 NaN   98.6227                 NaN  0.221321       0.467656       0.261839       0.426458                 NaN            NaN            NaN            NaN            NaN
  1395.67        2500.00                 NaN   98.6449                 NaN  0.218271       0.461042       0.256859       0.418925                 NaN            NaN            NaN            NaN            NaN
  1394.16        2500.00                 NaN   98.6631                 NaN  0.218550       0.456520       0.248194       0.413662                 NaN            NaN            NaN            NaN            NaN
  1392.65        2500.00                 NaN   98.6808                 NaN  0.217408       0.241479       0.452304       0.407972                 NaN            NaN            NaN            NaN            NaN
  1391.14        2500.00                 NaN   98.6995                 NaN  0.216499       0.447374       0.234428       0.402174                 NaN            NaN            NaN            NaN            NaN
  1389.63        2500.00                 NaN   98.7164                 NaN  0.215539       0.227954       0.443163       0.396915                 NaN            NaN            NaN            NaN            NaN
  1388.12        2500.00                 NaN   98.7340                 NaN  0.214465       0.221253       0.439105       0.391212                 NaN            NaN            NaN            NaN            NaN
  1386.60        2500.00                 NaN   98.7513                 NaN  0.213634       0.434388       0.214802       0.385843                 NaN            NaN            NaN            NaN            NaN
  1385.09        2500.00                 NaN   98.7678                 NaN  0.212557       0.208426       0.430611       0.380560                 NaN            NaN            NaN            NaN            NaN
  1383.58        2500.00                 NaN   98.7837                 NaN  0.211746       0.202679       0.426218       0.375703                 NaN            NaN            NaN            NaN            NaN
  1382.07        2500.00                 NaN   98.7933                 NaN  0.215039       0.191927       0.426287       0.373475                 NaN            NaN            NaN            NaN            NaN
  1380.56        2500.00                 NaN   98.8207                 NaN  0.204303       0.199355       0.412859       0.362775                 NaN            NaN            NaN            NaN            NaN
  1379.05        2500.00                 NaN   98.8319                 NaN  0.208319       0.185764       0.413726       0.360316                 NaN            NaN            NaN            NaN            NaN
  1377.54        2500.00                 NaN   98.8317                 NaN  0.211640       0.414085       0.181081       0.361457                 NaN            NaN            NaN            NaN            NaN
  1376.03        2500.00                 NaN   98.8796                 NaN  0.201397       0.400164       0.174341       0.344479                 NaN            NaN            NaN            NaN            NaN
  1374.52        2500.00                 NaN   98.8727                 NaN  0.204814       0.404086       0.171176       0.347222                 NaN            NaN            NaN            NaN            NaN
  1373.01        2500.00                 NaN   98.8856                 NaN  0.204934       0.401618       0.164531       0.343327                 NaN            NaN            NaN            NaN            NaN
  1371.50        2500.00                 NaN   98.9047                 NaN  0.200380       0.164156       0.394326       0.336421                 NaN            NaN            NaN            NaN            NaN
  1369.99        2500.00                 NaN   98.9166                 NaN  0.200725       0.158316       0.391328       0.333006                 NaN            NaN            NaN            NaN            NaN
  1368.48        2500.00                 NaN   98.9284                 NaN  0.199743       0.153666       0.389093       0.329098                 NaN            NaN            NaN            NaN            NaN
  1366.97        2500.00                 NaN   98.9426                 NaN  0.198462       0.149301       0.384927       0.324741                 NaN            NaN            NaN            NaN            NaN
  1365.46        2500.00                 NaN   98.9546                 NaN  0.196722       0.382172       0.145822       0.320647                 NaN            NaN            NaN            NaN            NaN
  1363.95        2500.00                 NaN   98.9683                 NaN  0.195525       0.377621       0.142269       0.316237                 NaN            NaN            NaN            NaN            NaN
  1362.44        2500.00                 NaN   98.9791                 NaN  0.195561       0.136407       0.375945       0.313004                 NaN            NaN            NaN            NaN            NaN
  1360.93        2500.00                 NaN   98.9921                 NaN  0.191247       0.370030       0.138439       0.308206                 NaN            NaN            NaN            NaN            NaN
  1359.42        2500.00                 NaN   99.0031                 NaN  0.190666       0.133207       0.368352       0.304666                 NaN            NaN            NaN            NaN            NaN
  1357.91        2500.00                 NaN   99.0131                 NaN  0.189560       0.366904       0.129075       0.301357                 NaN            NaN            NaN            NaN            NaN
  1356.40        2500.00                 NaN   99.0259                 NaN  0.187340       0.363116       0.126533       0.297138                 NaN            NaN            NaN            NaN            NaN
  1354.89        2500.00                 NaN   99.0385                 NaN  0.186209       0.357841       0.124295       0.293187                 NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00                 NaN   99.0481                 NaN  0.184375       0.355592       0.122140       0.289790                 NaN            NaN            NaN            NaN            NaN
  1351.87        2500.00                 NaN   99.0587                 NaN  0.182519       0.120131       0.352348       0.286266                 NaN            NaN            NaN            NaN            NaN
  1350.36        2500.00                 NaN   99.0693                 NaN  0.180761       0.349756       0.117475       0.282755                 NaN            NaN            NaN            NaN            NaN
  1348.85        2500.00                 NaN   99.0795                 NaN  0.178857       0.346190       0.116129       0.279283                 NaN            NaN            NaN            NaN            NaN
  1347.34        2500.00                 NaN   99.0895                 NaN  0.176952       0.114090       0.343592       0.275909                 NaN            NaN            NaN            NaN            NaN
  1345.83        2500.00                 NaN   99.0955                 NaN  0.176344       0.345013       0.108813       0.274355                 NaN            NaN            NaN            NaN            NaN
  1344.32        2500.00                 NaN   99.1126                 NaN  0.171241       0.111402       0.337290       0.267504                 NaN            NaN            NaN            NaN            NaN
  1342.81        2500.00                 NaN   99.1193                 NaN  0.171084       0.334354       0.109461       0.265815                 NaN            NaN            NaN            NaN            NaN
  1341.30        2500.00                 NaN   99.1281                 NaN  0.168839       0.109359       0.330857       0.262819                 NaN            NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN   99.1376                 NaN  0.167003       0.107432       0.328381       0.259596                 NaN            NaN            NaN            NaN            NaN
  1338.28        2500.00                 NaN   99.1462                 NaN  0.165178       0.106686       0.325321       0.256629                 NaN            NaN            NaN            NaN            NaN
  1336.77        2500.00                 NaN   99.1556                 NaN  0.162348       0.322061       0.106685       0.253352                 NaN            NaN            NaN            NaN            NaN
  1335.26        2500.00                 NaN   99.1640                 NaN  0.160315       0.319200       0.106022       0.250446                 NaN            NaN            NaN            NaN            NaN
  1333.75        2500.00                 NaN   99.1727                 NaN  0.158210       0.315759       0.105809       0.247499                 NaN            NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.1812                 NaN  0.155891       0.313412       0.104976       0.244491                 NaN            NaN            NaN            NaN            NaN
  1330.73        2500.00                 NaN   99.1892                 NaN  0.153480       0.310271       0.105309       0.241742                 NaN            NaN            NaN            NaN            NaN
  1329.22        2500.00                 NaN   99.1974                 NaN  0.150841       0.307208       0.105737       0.238837                 NaN            NaN            NaN            NaN            NaN
  1327.71        2500.00                 NaN   99.2056                 NaN  0.148703       0.105993       0.303640       0.236032                 NaN            NaN            NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.2130                 NaN  0.145970       0.106778       0.300898       0.233361                 NaN            NaN            NaN            NaN            NaN
  1324.69        2500.00                 NaN   99.2209                 NaN  0.143719       0.298006       0.106755       0.230666                 NaN            NaN            NaN            NaN            NaN
  1323.18        2500.00                 NaN   99.2283                 NaN  0.141211       0.107721       0.294726       0.228023                 NaN            NaN            NaN            NaN            NaN
  1321.67        2500.00                 NaN   99.2349                 NaN  0.138156       0.109747       0.291688       0.225528                 NaN            NaN            NaN            NaN            NaN
  1320.16        2500.00                 NaN   99.2425                 NaN  0.135607       0.288250       0.110732       0.222926                 NaN            NaN            NaN            NaN            NaN
  1318.65        2500.00                 NaN   99.2503                 NaN  0.133361       0.285283       0.110778       0.220275                 NaN            NaN            NaN            NaN            NaN
  1317.14        2500.00                 NaN   99.2569                 NaN  0.130346       0.281576       0.113312       0.217843                 NaN            NaN            NaN            NaN            NaN
  1315.63        2500.00                 NaN   99.2634                 NaN  0.127826       0.114153       0.279078       0.215506                 NaN            NaN            NaN            NaN            NaN
  1314.12        2500.00                 NaN   99.2699                 NaN  0.125301       0.276191       0.115474       0.213178                 NaN            NaN            NaN            NaN            NaN
  1312.61        2500.00                 NaN   99.2771                 NaN  0.122061       0.272021       0.118194       0.210605                 NaN            NaN            NaN            NaN            NaN
  1311.10        2500.00                 NaN   82.6054                 NaN   1.46271        3.10811       0.533500        2.24300        10.0472                 NaN            NaN            NaN            NaN
  1309.59        2500.00                 NaN   83.5661                 NaN   1.37887        3.12904       0.347386        2.12449        9.45411                 NaN            NaN            NaN            NaN
  1308.08        2500.00                 NaN   84.9095                 NaN   1.26661        3.10675       0.124027        1.95949        8.63361                 NaN            NaN            NaN            NaN
  1306.57        2500.00                 NaN   86.0234                 NaN   1.14923        3.05697                 NaN   1.82288        7.94756                 NaN            NaN            NaN            NaN
  1305.06        2500.00                 NaN   86.9704                 NaN   1.02922        2.93469                 NaN   1.70655        7.35914                 NaN            NaN            NaN            NaN
  1303.55        2500.00                 NaN   87.8178                 NaN  0.894504        2.85629                 NaN   1.60333        6.82803                 NaN            NaN            NaN            NaN
  1302.04        2500.00                 NaN   88.5651                 NaN  0.904933        2.62579                 NaN   1.50925        6.39496                 NaN            NaN            NaN            NaN
  1300.52        2500.00                 NaN   89.2082                 NaN  0.834207        2.52554                 NaN   1.43062        6.00140                 NaN            NaN            NaN            NaN
  1299.01        2500.00                 NaN   89.7559                 NaN  0.794874        2.41876                 NaN   1.36284        5.66765                 NaN            NaN            NaN            NaN
  1297.50        2500.00                 NaN   90.2645                 NaN  0.752663        2.32116                 NaN   1.29991        5.36176                 NaN            NaN            NaN            NaN
  1295.99        2500.00                 NaN   90.7029                 NaN  0.713895        2.24398                 NaN   1.24599        5.09323                 NaN            NaN            NaN            NaN
  1294.48        2500.00                 NaN   88.7911                 NaN  0.824670        2.59478                 NaN   1.49120        6.13126       0.167025                 NaN            NaN            NaN
  1292.97        2500.00                 NaN   83.5789                 NaN   1.15773        3.54245                 NaN   2.14943        8.99747       0.574044                 NaN            NaN            NaN
