|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            ne             lc            
  1295.73        2500.00                 NaN   95.2896                 NaN  0.459290       0.703607                 NaN  0.582505       0.591332E-001   2.90590                 NaN            NaN            NaN
  1294.25        2500.00                 NaN   93.4689                 NaN  0.653052       0.896330                 NaN  0.813837       0.956744E-001   4.07217                 NaN            NaN            NaN
  1292.76        2500.00                 NaN   96.2088                 NaN  0.437794       0.673685                 NaN  0.560086       0.525555E-001   2.06703                 NaN            NaN            NaN
  1291.27        2500.00                 NaN   97.3054                 NaN  0.251770       0.107241       0.225974       0.244059                 NaN   1.86557                 NaN            NaN            NaN
  1289.79        2500.00                 NaN   96.2821                 NaN  0.257247       0.652515                 NaN  0.447122       0.721204E-001   2.28893                 NaN            NaN            NaN
  1288.30        2500.00                 NaN   96.7135                 NaN  0.322883       0.519114                 NaN  0.404010       0.403724E-001   2.00015                 NaN            NaN            NaN
  1286.82        2500.00                 NaN   93.3313                 NaN  0.738097        1.01819                 NaN  0.836339       0.494264E-001   4.02665                 NaN            NaN            NaN
  1285.33        2500.00                 NaN   96.7260                 NaN  0.265508       0.530284                 NaN  0.403322       0.564577E-001   2.01841                 NaN            NaN            NaN
  1283.84        2500.00                 NaN   96.8769                 NaN  0.260520       0.504221                 NaN  0.385283       0.517578E-001   1.92128                 NaN            NaN            NaN
  1282.36        2500.00                 NaN   97.2960                 NaN  0.229465       0.455306                 NaN  0.333803       0.418431E-001   1.64357                 NaN            NaN            NaN
  1280.87        2500.00                 NaN   97.1403                 NaN  0.144411       0.270966       0.353772       0.360891       0.499552E-001   1.67971                 NaN            NaN            NaN
  1279.38        2500.00                 NaN   97.2489                 NaN  0.168556       0.196448       0.365014       0.343912       0.459783E-001   1.63115                 NaN            NaN            NaN
  1277.90        2500.00                 NaN   97.3439                 NaN  0.258167       0.482449E-002  0.390037       0.331986       0.381566E-001   1.63294                 NaN            NaN            NaN
  1276.41        2500.00                 NaN   99.7762                 NaN            NaN  0.184060                 NaN  0.257079E-001  0.140514E-001            NaN            NaN            NaN            NaN
  1274.93        2500.00                 NaN   97.4255                 NaN  0.759517E-004  0.633025       0.240393       0.329764       0.173308E-001   1.35392                 NaN            NaN            NaN
  1273.44        2500.00                 NaN   96.5910                 NaN  0.141004       0.900111                 NaN  0.522127       0.478851E-001   1.79789                 NaN            NaN            NaN
  1271.95        2500.00                 NaN   98.4571                 NaN            NaN  0.682769                 NaN  0.962856E-001  0.171830E-001  0.746654                 NaN            NaN            NaN
  1270.47        2500.00                 NaN   99.3288                 NaN  0.251049E-001  0.885793E-001            NaN  0.838042E-001  0.117521E-001  0.461952                 NaN            NaN            NaN
  1268.98        2500.00                 NaN   96.4831                 NaN  0.339811       0.570119                 NaN  0.462917       0.327338E-001   2.05775       0.535898E-001            NaN            NaN
  1267.50        2500.00                 NaN   95.6738       0.688528       0.325946                 NaN            NaN  0.161881                 NaN   2.53140       0.105062       0.513402                 NaN
  1266.01        2500.00                 NaN   92.7932                 NaN  0.296616        1.39456                 NaN  0.677181                 NaN   3.37534       0.294286        1.16876                 NaN
  1264.52        2500.00                 NaN   90.7391                 NaN  0.310573        1.94787                 NaN  0.854962                 NaN   4.29416       0.365318        1.48805                 NaN
  1263.04        2500.00                 NaN   90.9415                 NaN  0.310494        1.87265                 NaN  0.839711                 NaN   4.22106       0.354333        1.46027                 NaN
  1261.55        2500.00                 NaN   91.5177                 NaN  0.183869       0.961704        1.00667       0.841174                 NaN   3.84512       0.264957        1.37881                 NaN
  1260.07        2500.00                 NaN   90.2450                 NaN            NaN   1.21670        1.38684       0.927546                 NaN   4.30723       0.293981        1.62270                 NaN
  1258.58        2500.00                 NaN   89.8206                 NaN            NaN   1.53031        1.21940       0.949336                 NaN   4.48550       0.307388        1.68751                 NaN
  1257.09        2500.00                 NaN   89.7004       0.551616                 NaN   2.25728                 NaN  0.796442                 NaN   4.85604       0.212577        1.62567                 NaN
  1255.61        2500.00                 NaN   83.3242                 NaN            NaN   1.57160        2.55377        1.47587                 NaN   7.76760       0.516161        2.79083                 NaN
  1254.12        2500.00                 NaN            NaN   5.62943                 NaN   4.23457        15.0868        6.33336                 NaN   46.4028        2.11932        15.2439        4.94975     
  1252.64        2500.00                 NaN            NaN   5.59290                 NaN   4.28906        15.0387        6.36870                 NaN   46.4101        2.13082        15.2646        4.90508     
  1251.15        2500.00                 NaN            NaN   5.54415                 NaN   4.37477        14.9825        6.39964                 NaN   46.4183        2.13921        15.2836        4.85779     
  1249.66        2500.00                 NaN            NaN   5.49567                 NaN   14.9271        4.45955        6.43042                 NaN   46.4268        2.14755        15.3027        4.81026     
  1248.18        2500.00                 NaN            NaN   5.39253                 NaN   4.56390        14.8836        6.49168                 NaN   46.4143        2.16622        15.3266        4.76114     
  1246.69        2500.00                 NaN            NaN   5.28732                 NaN   4.72552        14.7987        6.53695                 NaN   46.4108        2.18057        15.3474        4.71279     
  1245.20        2500.00                 NaN            NaN   5.22905                 NaN   4.82066        14.7385        6.57151                 NaN   46.4172        2.19088        15.3674        4.66483     
  1243.72        2500.00                 NaN            NaN   5.14482                 NaN   14.6841        4.93050        6.61870                 NaN   46.4133        2.20478        15.3886        4.61524     
  1242.23        2500.00                 NaN            NaN   5.07224                 NaN   14.6348        5.02271        6.66101                 NaN   46.4150        2.21787        15.4101        4.56622     
  1240.75        2500.00                 NaN            NaN   4.99878                 NaN   14.5846        5.11643        6.70356                 NaN   46.4168        2.23110        15.4318        4.51691     
  1239.26        2500.00                 NaN            NaN   4.92632                 NaN   14.5363        5.20767        6.74580                 NaN   46.4189        2.24417        15.4535        4.46731     
  1237.77        2500.00                 NaN            NaN   4.85784                 NaN   14.4974        5.28705        6.78708                 NaN   46.4218        2.25642        15.4751        4.41733     
  1236.29        2500.00                 NaN            NaN   4.80273                 NaN   5.29972        14.5192        6.82734                 NaN   46.4238        2.26496        15.4956        4.36661     
  1234.80        2500.00                 NaN            NaN   4.74666                 NaN   5.31588        14.5383        6.86790                 NaN   46.4257        2.27366        15.5163        4.31559     
  1233.32        2500.00                 NaN            NaN   4.69057                 NaN   5.33274        14.5568        6.90854                 NaN   46.4278        2.28232        15.5370        4.26423     
  1231.83        2500.00                 NaN            NaN   4.63446                 NaN   5.35024        14.5747        6.94928                 NaN   46.4301        2.29096        15.5579        4.21233     
  1230.34        2500.00                 NaN            NaN   4.57834                 NaN   5.36833        14.5921        6.99010                 NaN   46.4325        2.29958        15.5789        4.16011     
  1228.86        2500.00                 NaN            NaN   4.52219                 NaN   5.38696        14.6091        7.03101                 NaN   46.4350        2.30817        15.6000        4.10759     
  1227.37        2500.00                 NaN            NaN   4.46432                 NaN   5.41063        14.6222        7.07237                 NaN   46.4374        2.31705        15.6212        4.05476     
  1225.89        2500.00                 NaN            NaN   4.40360                 NaN   14.6293        5.44228        7.11443                 NaN   46.4396        2.32645        15.6427        4.00164     
  1224.40        2500.00                 NaN            NaN   4.34460                 NaN   5.47667        14.6276        7.15736                 NaN   46.4423        2.33773        15.6650        3.94882     
  1222.91        2500.00                 NaN            NaN   4.33255                 NaN   5.25062        14.8823        7.19876                 NaN   46.4344        2.32885        15.6806        3.89196     
  1221.43        2500.00                 NaN            NaN   4.30182                 NaN   15.0191        5.14233        7.24068                 NaN   46.4316        2.32875        15.6993        3.83645     
  1219.94        2500.00                 NaN            NaN   4.14832                 NaN   5.56936        14.6727        7.28983                 NaN   46.4436        2.36282        15.7301        3.78325     
  1218.46        2500.00                 NaN            NaN   3.89020                 NaN   6.14409        14.3597        7.76289                 NaN   46.1018        2.33268        15.7926        3.61611     
  1216.97        2500.00                 NaN            NaN   3.89019                 NaN   6.14410        14.3597        7.76291                 NaN   46.1374        2.33268        15.8097        3.56331     
  1215.48        2500.00                 NaN            NaN   3.89019                 NaN   6.14410        14.3597        7.76291                 NaN   46.1732        2.33268        15.8270        3.51016     
  1214.00        2500.00                 NaN            NaN   3.73733                 NaN   6.24774        14.3497        7.84854                 NaN   46.1476        2.36018        15.8567        3.45220     
  1212.51        2500.00                 NaN            NaN   3.73733                 NaN   6.24774        14.3497        7.84854                 NaN   46.1838        2.36018        15.8742        3.39842     
  1211.02        2500.00                 NaN            NaN   3.73733                 NaN   6.24774        14.3497        7.84854                 NaN   46.2204        2.36018        15.8918        3.34428     
  1209.54        2500.00                 NaN            NaN   3.61573                 NaN   6.38336        14.2909        7.89234                 NaN   46.2245        2.38185        15.9168        3.29451     
  1208.05        2500.00                 NaN            NaN   3.61573                 NaN   6.38336        14.2909        7.89234                 NaN   46.2617        2.38185        15.9347        3.23937     
  1206.57        2500.00                 NaN            NaN   3.61573                 NaN   6.38336        14.2909        7.89234                 NaN   46.2991        2.38185        15.9528        3.18387     
  1205.08        2500.00                 NaN            NaN   3.61573                 NaN   6.38336        14.2909        7.89234                 NaN   46.3368        2.38185        15.9710        3.12799     
  1203.59        2500.00                 NaN            NaN   3.46248                 NaN   6.48367        14.2878        7.97949                 NaN   46.3108        2.40856        16.0011        3.06611     
  1202.11        2500.00                 NaN            NaN   3.46248                 NaN   6.48367        14.2878        7.97949                 NaN   46.3490        2.40856        16.0195        3.00957     
  1200.62        2500.00                 NaN            NaN   3.46248                 NaN   6.48367        14.2878        7.97949                 NaN   46.3873        2.40856        16.0380        2.95265     
  1199.14        2500.00                 NaN            NaN   3.46248                 NaN   6.48367        14.2878        7.97949                 NaN   46.4261        2.40856        16.0567        2.89522     
  1197.65        2500.00                 NaN            NaN   3.46248                 NaN   6.48367        14.2878        7.97949                 NaN   46.4651        2.40856        16.0756        2.83733     
  1196.16        2500.00                 NaN            NaN   3.46248                 NaN   6.48367        14.2878        7.97949                 NaN   46.5044        2.40856        16.0945        2.77905     
  1194.68        2500.00                 NaN            NaN   3.46248                 NaN   6.48367        14.2878        7.97949                 NaN   46.5440        2.40856        16.1136        2.72039     
  1193.19        2500.00                 NaN            NaN   3.51971                 NaN   15.0808        5.62849        8.01860                 NaN   46.5709        2.39987        16.1445        2.63715     
  1191.71        2500.00                 NaN            NaN   3.51971                 NaN   15.0808        5.62849        8.01860                 NaN   46.6110        2.39987        16.1639        2.57772     
  1190.22        2500.00                 NaN            NaN   3.51971                 NaN   15.0808        5.62849        8.01860                 NaN   46.6513        2.39987        16.1833        2.51789     
  1188.73        2500.00                 NaN            NaN   3.51971                 NaN   15.0808        5.62849        8.01860                 NaN   46.6920        2.39987        16.2029        2.45766     
  1187.25        2500.00                 NaN            NaN   2.68157                 NaN   14.4920        6.69449        8.25198                 NaN   46.5479        2.59464        16.2478        2.48955     
  1185.76        2500.00                 NaN            NaN   2.60340                 NaN   14.4672        6.77031        8.29885                 NaN   46.5538        2.60721        16.2735        2.42585     
  1184.28        2500.00                 NaN            NaN   2.52773                 NaN   6.83653        14.4510        8.34560                 NaN   46.5595        2.61901        16.2990        2.36162     
  1182.79        2500.00                 NaN            NaN   2.45326                 NaN   6.89722        14.4401        8.39250                 NaN   46.5652        2.63039        16.3245        2.29694     
  1181.30        2500.00                 NaN            NaN   2.37880                 NaN   14.4294        6.95764        8.43947                 NaN   46.5710        2.64174        16.3501        2.23188     
  1179.82        2500.00                 NaN            NaN   2.30437                 NaN   7.01780        14.4191        8.48652                 NaN   46.5769        2.65308        16.3758        2.16642     
  1178.33        2500.00                 NaN            NaN   2.23201                 NaN   7.07540        14.4100        8.53287                 NaN   46.5837        2.66405        16.4015        2.10053     
  1176.84        2500.00                 NaN            NaN   2.16161                 NaN   7.13056        14.4021        8.57856                 NaN   46.5911        2.67466        16.4273        2.03420     
  1175.36        2500.00                 NaN            NaN   2.09133                 NaN   7.18546        14.3944        8.62424                 NaN   46.5989        2.68524        16.4532        1.96728     
  1173.87        2500.00                 NaN            NaN   2.02110                 NaN   14.3869        7.24013        8.66996                 NaN   46.6070        2.69580        16.4793        1.89989     
  1172.39        2500.00                 NaN            NaN   2.44003                 NaN   6.62595        14.7546        8.72269                 NaN   46.5798        2.59765        16.4885        1.79080     
  1170.90        2500.00                 NaN            NaN   2.44003                 NaN   6.62595        14.7546        8.72269                 NaN   46.6238        2.59765        16.5098        1.72554     
  1169.41        2500.00                 NaN            NaN   2.44003                 NaN   6.62595        14.7546        8.72269                 NaN   46.6682        2.59765        16.5312        1.65969     
  1167.93        2500.00                 NaN            NaN   2.44003                 NaN   6.62595        14.7546        8.72269                 NaN   46.7130        2.59765        16.5528        1.59333     
  1166.44        2500.00                 NaN            NaN   2.44003                 NaN   6.62595        14.7546        8.72269                 NaN   46.7581        2.59765        16.5745        1.52654     
  1164.96        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62925        8.82464                 NaN   46.7258        2.62877        16.6088        1.46385     
  1163.47        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62925        8.82464                 NaN   46.7714        2.62877        16.6307        1.39627     
  1161.98        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   46.8173        2.62877        16.6529        1.32824     
  1160.50        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62925        8.82464                 NaN   46.8635        2.62877        16.6752        1.25976     
  1159.01        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   46.9107        2.62877        16.6979        1.18980     
  1157.53        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   46.9578        2.62877        16.7207        1.12002     
  1156.04        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   47.0052        2.62877        16.7435        1.04971     
  1154.55        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   47.0530        2.62877        16.7666       0.978869     
  1153.07        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   47.1011        2.62877        16.7898       0.907497     
  1151.58        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62925        8.82464                 NaN   47.1496        2.62877        16.8132       0.835588     
  1150.10        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   47.1985        2.62877        16.8368       0.763137     
  1148.61        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62925        8.82464                 NaN   47.2477        2.62877        16.8606       0.690141     
  1147.12        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62925        8.82464                 NaN   47.2974        2.62877        16.8845       0.616595     
  1145.64        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   47.3473        2.62877        16.9086       0.542497     
  1144.15        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   47.3977        2.62877        16.9329       0.467843     
  1142.66        2500.00                 NaN            NaN   2.27189                 NaN   14.8470        6.62926        8.82464                 NaN   47.4484        2.62877        16.9574       0.392628     
  1141.18        2500.00                 NaN            NaN   1.77278                 NaN   6.87106        15.0263        9.51332                 NaN   46.8703        2.63927        17.0067       0.300198     
  1139.69        2500.00                 NaN            NaN   1.77278                 NaN   6.87106        15.0263        9.51332                 NaN   46.9211        2.63927        17.0313       0.224862     
  1138.21        2500.00                 NaN            NaN   1.77278                 NaN   6.87106        15.0263        9.51332                 NaN   46.9723        2.63927        17.0560       0.148962     
  1136.72        2500.00                 NaN            NaN   1.77278                 NaN   6.87106        15.0263        9.51332                 NaN   47.0239        2.63927        17.0809       0.724934E-001
  1135.23        2500.00                 NaN            NaN   1.77278                 NaN   6.87106        15.0263        9.51332                 NaN   47.0728        2.63927        17.1044                 NaN
  1133.75        2500.00                 NaN            NaN  0.879472E-001            NaN   14.3433        8.62361        9.95624                 NaN   46.8144        2.97277        17.2017                 NaN
  1132.26        2500.00                 NaN            NaN  0.136508E-001            NaN   14.3517        8.66742        10.0078                 NaN   46.7710        2.98286        17.2056                 NaN
  1130.78        2500.00                 NaN            NaN            NaN            NaN   14.3882        8.63464        10.0316                 NaN   46.7528        2.98453        17.2082                 NaN
  1129.29        2500.00                 NaN            NaN            NaN            NaN   14.4185        8.60966        10.0547                 NaN   46.7290        2.98116        17.2071                 NaN
  1127.80        2500.00                 NaN            NaN            NaN            NaN   8.57595        14.4557        10.0745                 NaN   46.7088        2.97846        17.2066                 NaN
  1126.32        2500.00                 NaN            NaN            NaN            NaN   14.4931        8.54006        10.0946                 NaN   46.6895        2.97607        17.2066                 NaN
  1124.83        2500.00                 NaN            NaN            NaN            NaN   14.5313        8.50757        10.1170                 NaN   46.6658        2.97252        17.2058                 NaN
  1123.35        2500.00                 NaN            NaN            NaN            NaN   14.5753        8.49332        10.1515                 NaN   46.6188        2.96188        17.1992                 NaN
  1121.86        2500.00                 NaN            NaN            NaN            NaN   14.6198        8.42030        10.1643                 NaN   46.6213        2.96678        17.2075                 NaN
  1120.37        2500.00                 NaN            NaN            NaN            NaN   8.45918        14.5570        10.1911                 NaN   46.6059        2.97106        17.2157                 NaN
  1118.89        2500.00                 NaN            NaN            NaN            NaN   8.39961        14.6786        10.2190                 NaN   46.5513        2.95291        17.1986                 NaN
  1117.40        2500.00                 NaN            NaN            NaN            NaN   8.35648        14.7125        10.2397                 NaN   46.5363        2.95290        17.2021                 NaN
  1115.92        2500.00                 NaN            NaN            NaN            NaN   14.7740        8.34437        10.2663                 NaN   46.4883        2.93704        17.1900                 NaN
  1114.43        2500.00                 NaN            NaN            NaN            NaN   14.8096        8.28135        10.2806                 NaN   46.4878        2.94118        17.1994                 NaN
  1112.94        2500.00                 NaN            NaN            NaN            NaN   13.9883        9.01145        10.2858                 NaN   46.5169        2.98323        17.2143                 NaN
  1111.46        2500.00                 NaN            NaN            NaN            NaN   14.9724        8.14844        10.3608                 NaN   46.3994        2.92721        17.1918                 NaN
  1109.97        2500.00                 NaN            NaN            NaN            NaN   8.08716        15.0319        10.3853                 NaN   46.3777        2.92448        17.1935                 NaN
  1108.48        2500.00                 NaN            NaN            NaN            NaN   14.9487        8.17977        10.3863                 NaN   46.3716        2.92398        17.1896                 NaN
  1107.00        2500.00                 NaN            NaN            NaN            NaN   14.9736        8.15899        10.4061                 NaN   46.3512        2.92107        17.1890                 NaN
  1105.51        2500.00                 NaN            NaN            NaN            NaN   14.9859        8.11286        10.4154                 NaN   46.3593        2.92797        17.1986                 NaN
  1104.03        2500.00                 NaN            NaN            NaN            NaN   15.0272        8.08132        10.4387                 NaN   46.3327        2.92277        17.1974                 NaN
  1102.54        2500.00                 NaN            NaN            NaN            NaN   8.16343        15.0267        10.4328                 NaN   46.2944        2.90734        17.1754                 NaN
  1101.05        2500.00                 NaN            NaN            NaN            NaN   15.1210        8.00605        10.4892                 NaN   46.2775        2.91325        17.1930                 NaN
  1099.57        2500.00                 NaN            NaN            NaN            NaN   7.95342        15.1869        10.5192                 NaN   46.2434        2.90639        17.1907                 NaN
  1098.08        2500.00                 NaN            NaN            NaN            NaN   15.1874        7.94983        10.5364                 NaN   46.2287        2.90577        17.1920                 NaN
  1096.60        2500.00                 NaN            NaN            NaN            NaN   15.2246        7.91973        10.5604                 NaN   46.2029        2.90151        17.1908                 NaN
  1095.11        2500.00                 NaN            NaN            NaN            NaN   15.2530        7.89646        10.5824                 NaN   46.1800        2.89811        17.1901                 NaN
  1093.62        2500.00                 NaN            NaN            NaN            NaN   15.2922        7.86594        10.6067                 NaN   46.1532        2.89343        17.1886                 NaN
  1092.14        2500.00                 NaN            NaN            NaN            NaN   15.3171        7.84581        10.6289                 NaN   46.1303        2.88960        17.1884                 NaN
  1090.65        2500.00                 NaN            NaN            NaN            NaN   15.3587        7.81276        10.6538                 NaN   46.1030        2.88488        17.1868                 NaN
  1089.17        2500.00                 NaN            NaN            NaN            NaN   15.4147        7.76853        10.6818                 NaN   46.0716        2.87913        17.1842                 NaN
  1087.68        2500.00                 NaN            NaN            NaN            NaN   7.73812        15.4535        10.7065                 NaN   46.0448        2.87443        17.1828                 NaN
  1086.19        2500.00                 NaN            NaN            NaN            NaN   15.4925        7.70764        10.7312                 NaN   46.0177        2.86965        17.1813                 NaN
  1084.71        2500.00                 NaN            NaN            NaN            NaN   7.67710        15.5319        10.7560                 NaN   45.9905        2.86480        17.1797                 NaN
  1083.22        2500.00                 NaN            NaN            NaN            NaN   15.5715        7.64647        10.7809                 NaN   45.9631        2.85987        17.1781                 NaN
  1081.73        2500.00                 NaN            NaN            NaN            NaN   15.6114        7.61578        10.8059                 NaN   45.9355        2.85486        17.1765                 NaN
  1080.25        2500.00                 NaN            NaN            NaN            NaN   15.6476        7.61757        10.8395                 NaN   45.8862        2.84099        17.1681                 NaN
  1078.76        2500.00                 NaN            NaN            NaN            NaN   15.6896        7.58547        10.8647                 NaN   45.8584        2.83540        17.1665                 NaN
  1077.28        2500.00                 NaN            NaN            NaN            NaN   15.7317        7.55341        10.8901                 NaN   45.8301        2.82992        17.1647                 NaN
  1075.79        2500.00                 NaN            NaN            NaN            NaN   15.7746        7.52085        10.9156                 NaN   45.8018        2.82409        17.1630                 NaN
  1074.30        2500.00                 NaN            NaN            NaN            NaN   15.8180        7.48813        10.9412                 NaN   45.7731        2.81820        17.1613                 NaN
  1072.82        2500.00                 NaN            NaN            NaN            NaN   15.8618        7.45521        10.9670                 NaN   45.7443        2.81222        17.1595                 NaN
  1071.33        2500.00                 NaN            NaN            NaN            NaN   15.9060        7.42214        10.9929                 NaN   45.7152        2.80617        17.1576                 NaN
  1069.85        2500.00                 NaN            NaN            NaN            NaN   15.9506        7.38892        11.0190                 NaN   45.6858        2.80004        17.1556                 NaN
  1068.36        2500.00                 NaN            NaN            NaN            NaN   15.9957        7.35551        11.0452                 NaN   45.6561        2.79384        17.1536                 NaN
  1066.87        2500.00                 NaN            NaN            NaN            NaN   16.0412        7.32192        11.0716                 NaN   45.6262        2.78755        17.1515                 NaN
  1065.39        2500.00                 NaN            NaN            NaN            NaN   16.0871        7.28815        11.0981                 NaN   45.5961        2.78117        17.1494                 NaN
  1063.90        2500.00                 NaN            NaN            NaN            NaN   7.22499        16.1926        11.1410                 NaN   45.5362        2.76637        17.1389                 NaN
  1062.42        2500.00                 NaN            NaN            NaN            NaN   7.36695        15.9829        11.1128                 NaN   45.5950        2.78216        17.1601                 NaN
  1060.93        2500.00                 NaN            NaN            NaN            NaN   7.10278        16.3593        11.2155                 NaN   45.4447        2.74900        17.1287                 NaN
  1059.44        2500.00                 NaN            NaN            NaN            NaN   16.3661        7.09771        11.2332                 NaN   45.4274        2.74710        17.1285                 NaN
  1057.96        2500.00                 NaN            NaN            NaN            NaN   16.3710        7.08528        11.2431                 NaN   45.4221        2.74758        17.1310                 NaN
  1056.47        2500.00                 NaN            NaN            NaN            NaN   6.98235        16.5223        11.3028                 NaN   45.3441        2.72761        17.1208                 NaN
  1054.99        2500.00                 NaN            NaN            NaN            NaN   16.4847        7.00999        11.3101                 NaN   45.3423        2.72876        17.1241                 NaN
  1053.50        2500.00                 NaN            NaN            NaN            NaN   6.97480        16.5345        11.3381                 NaN   45.3096        2.72160        17.1214                 NaN
  1052.01        2500.00                 NaN            NaN            NaN            NaN   6.94043        16.5839        11.3666                 NaN   45.2761        2.71477        17.1183                 NaN
  1050.53        2500.00                 NaN            NaN            NaN            NaN   16.6359        6.90374        11.3948                 NaN   45.2430        2.70700        17.1156                 NaN
  1049.04        2500.00                 NaN            NaN            NaN            NaN   16.6884        6.86686        11.4231                 NaN   45.2097        2.69913        17.1128                 NaN
  1047.55        2500.00                 NaN            NaN            NaN            NaN   6.82978        16.7415        11.4517                 NaN   45.1760        2.69117        17.1099                 NaN
  1046.07        2500.00                 NaN            NaN            NaN            NaN   6.79250        16.7951        11.4805                 NaN   45.1420        2.68309        17.1069                 NaN
  1044.58        2500.00                 NaN            NaN            NaN            NaN   6.75501        16.8492        11.5094                 NaN   45.1076        2.67492        17.1039                 NaN
  1043.10        2500.00                 NaN            NaN            NaN            NaN   6.71731        16.9039        11.5386                 NaN   45.0729        2.66664        17.1007                 NaN
  1041.61        2500.00                 NaN            NaN            NaN            NaN   6.67941        16.9591        11.5679                 NaN   45.0378        2.65825        17.0975                 NaN
  1040.12        2500.00                 NaN            NaN            NaN            NaN   6.64130        17.0149        11.5974                 NaN   45.0025        2.64975        17.0942                 NaN
  1038.64        2500.00                 NaN            NaN            NaN            NaN   17.0712        6.60297        11.6271                 NaN   44.9668        2.64114        17.0908                 NaN
  1037.15        2500.00                 NaN            NaN            NaN            NaN   17.1280        6.56443        11.6570                 NaN   44.9307        2.63242        17.0874                 NaN
  1035.67        2500.00                 NaN            NaN            NaN            NaN   17.1855        6.52568        11.6871                 NaN   44.8943        2.62359        17.0838                 NaN
  1034.18        2500.00                 NaN            NaN            NaN            NaN   6.48671        17.2435        11.7174                 NaN   44.8576        2.61465        17.0802                 NaN
  1032.69        2500.00                 NaN            NaN            NaN            NaN   6.44753        17.3020        11.7478                 NaN   44.8206        2.60559        17.0765                 NaN
  1031.21        2500.00                 NaN            NaN            NaN            NaN   17.3611        6.40813        11.7785                 NaN   44.7832        2.59641        17.0727                 NaN
  1029.72        2500.00                 NaN            NaN            NaN            NaN   17.4208        6.36851        11.8093                 NaN   44.7454        2.58712        17.0688                 NaN
  1028.24        2500.00                 NaN            NaN            NaN            NaN   17.4811        6.32867        11.8404                 NaN   44.7074        2.57771        17.0648                 NaN
  1026.75        2500.00                 NaN            NaN            NaN            NaN   17.5419        6.28862        11.8716                 NaN   44.6689        2.56817        17.0608                 NaN
  1025.26        2500.00                 NaN            NaN            NaN            NaN   6.24834        17.6033        11.9030                 NaN   44.6302        2.55852        17.0566                 NaN
  1023.78        2500.00                 NaN            NaN            NaN            NaN   17.6653        6.20784        11.9347                 NaN   44.5911        2.54874        17.0524                 NaN
  1022.29        2500.00                 NaN            NaN            NaN            NaN   6.16711        17.7278        11.9665                 NaN   44.5516        2.53883        17.0481                 NaN
  1020.81        2500.00                 NaN            NaN            NaN            NaN   17.7910        6.12617        11.9985                 NaN   44.5118        2.52880        17.0437                 NaN
  1019.32        2500.00                 NaN            NaN            NaN            NaN   17.3092        6.44723        11.8265                 NaN   44.7421        2.59717        17.0778                 NaN
  1017.83        2500.00                 NaN            NaN            NaN            NaN   18.1495        5.89531        12.1315                 NaN   44.3275        2.48305        17.0132                 NaN
  1016.35        2500.00                 NaN            NaN            NaN            NaN   18.2287        5.83840        12.1667                 NaN   44.2850        2.47164        17.0095                 NaN
  1014.86        2500.00                 NaN            NaN            NaN            NaN   18.2075        5.85831        12.1780                 NaN   44.2746        2.47153        17.0100                 NaN
  1013.37        2500.00                 NaN            NaN            NaN            NaN   18.2763        5.81444        12.2116                 NaN   44.2322        2.46052        17.0050                 NaN
  1011.89        2500.00                 NaN            NaN            NaN            NaN   18.3365        5.76885        12.2361                 NaN   44.2037        2.45327        17.0016                 NaN
  1010.40        2500.00                 NaN            NaN            NaN            NaN   5.65964        18.5119        12.3045                 NaN   44.1096        2.42614        16.9882                 NaN
  1008.92        2500.00                 NaN            NaN            NaN            NaN   18.5873        5.60773        12.3390                 NaN   44.0672        2.41493        16.9839                 NaN
  1007.43        2500.00                 NaN            NaN            NaN            NaN   18.6619        5.54569        12.3685                 NaN   44.0351        2.40653        16.9824                 NaN
  1005.94        2500.00                 NaN            NaN            NaN            NaN   18.7311        5.50398        12.4027                 NaN   43.9907        2.39475        16.9767                 NaN
  1004.46        2500.00                 NaN            NaN            NaN            NaN   18.8025        5.46086        12.4376                 NaN   43.9455        2.38263        16.9709                 NaN
  1002.97        2500.00                 NaN            NaN            NaN            NaN   18.8731        5.41864        12.4722                 NaN   43.9004        2.37054        16.9651                 NaN
